arm,batch,metric,comparison,denominator,before_num,after_num,retained,lost,gained,both_failed,conditional_loss_den,conditional_loss_rate,paired_rate_delta,previous_batch,arm_display_label
AlphaEdit_ORIGINAL,20,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,1000,997,995,995,2,0,3,997,0.0020060180541624875,-0.0020000000000000018,10,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,20,PS,AT_WRITE_TO_CHECKPOINT,4000,3887,3886,3860,27,26,87,3887,0.006946231026498585,-0.00024999999999997247,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,20,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,2000,1939,1938,1927,12,11,50,1939,0.006188757091284167,-0.000500000000000056,10,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,20,NS,AT_WRITE_TO_CHECKPOINT,20000,16285,15317,14962,1323,355,3360,16285,0.08124040528093338,-0.0484,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,20,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,10000,8057,7560,7345,712,215,1728,8057,0.0883703611766166,-0.049699999999999966,10,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,30,RS,AT_WRITE_TO_CHECKPOINT,3000,3000,2989,2989,11,0,0,3000,0.0036666666666666666,-0.003666666666666707,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,30,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,2000,1992,1989,1988,4,1,7,1992,0.002008032128514056,-0.0014999999999999458,20,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,30,PS,AT_WRITE_TO_CHECKPOINT,6000,5825,5809,5771,54,38,137,5825,0.009270386266094421,-0.002666666666666706,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,30,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,4000,3886,3871,3853,33,18,96,3886,0.008492022645393721,-0.003750000000000031,20,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,30,NS,AT_WRITE_TO_CHECKPOINT,30000,23817,22066,21375,2442,691,5492,23817,0.10253180501322584,-0.05836666666666668,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,30,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,20000,15317,14649,14164,1153,485,4198,15317,0.07527583730495528,-0.033399999999999985,20,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,40,RS,AT_WRITE_TO_CHECKPOINT,4000,3999,3978,3978,21,0,1,3999,0.005251312828207052,-0.005249999999999977,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,40,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,3000,2989,2979,2978,11,1,10,2989,0.0036801605888256944,-0.0033333333333332993,30,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,40,PS,AT_WRITE_TO_CHECKPOINT,8000,7785,7732,7678,107,54,161,7785,0.013744380218368657,-0.006624999999999992,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,40,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,6000,5809,5771,5742,67,29,162,5809,0.011533826820451024,-0.006333333333333302,30,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,40,NS,AT_WRITE_TO_CHECKPOINT,40000,31132,28720,27558,3574,1162,7706,31132,0.11480149042785558,-0.06030000000000002,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,40,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,30000,22066,21474,20528,1538,946,6988,22066,0.06969999093628207,-0.01973333333333338,30,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,50,RS,AT_WRITE_TO_CHECKPOINT,5000,4999,4968,4968,31,0,1,4999,0.00620124024804961,-0.006199999999999983,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,50,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,4000,3978,3969,3968,10,1,21,3978,0.002513826043237808,-0.0022500000000000853,40,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,50,PS,AT_WRITE_TO_CHECKPOINT,10000,9736,9643,9586,150,57,207,9736,0.015406737880032868,-0.009299999999999975,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,50,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,8000,7732,7698,7668,64,30,238,7732,0.008277289187790998,-0.004249999999999976,40,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,50,NS,AT_WRITE_TO_CHECKPOINT,50000,38381,35110,33484,4897,1626,9993,38381,0.1275891717255934,-0.06541999999999992,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,50,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,40000,28720,27935,26734,1986,1201,10079,28720,0.06915041782729806,-0.019625000000000004,40,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,60,RS,AT_WRITE_TO_CHECKPOINT,6000,5999,5956,5956,43,0,1,5999,0.007167861310218369,-0.0071666666666666545,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,60,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,5000,4968,4957,4955,13,2,30,4968,0.002616747181964573,-0.0022000000000000908,50,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,60,PS,AT_WRITE_TO_CHECKPOINT,12000,11689,11572,11486,203,86,225,11689,0.017366755068868166,-0.009749999999999925,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,60,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,10000,9643,9628,9566,77,62,295,9643,0.007985066887897957,-0.0015000000000000568,50,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,60,NS,AT_WRITE_TO_CHECKPOINT,60000,45453,41244,39167,6286,2077,12470,45453,0.13829670208787098,-0.07014999999999993,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,60,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,50000,35110,34243,32619,2491,1624,13266,35110,0.07094844773568784,-0.017340000000000022,50,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,70,RS,AT_WRITE_TO_CHECKPOINT,7000,6999,6945,6945,54,0,1,6999,0.007715387912558937,-0.007714285714285785,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,70,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,6000,5956,5946,5942,14,4,40,5956,0.0023505708529214238,-0.0016666666666667052,60,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,70,PS,AT_WRITE_TO_CHECKPOINT,14000,13648,13478,13380,268,98,254,13648,0.01963657678780774,-0.012142857142857122,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,70,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,12000,11572,11522,11456,116,66,362,11572,0.010024196335983409,-0.004166666666666763,60,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,70,NS,AT_WRITE_TO_CHECKPOINT,70000,52181,47073,44384,7797,2689,15130,52181,0.14942220348402677,-0.07297142857142858,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,70,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,60000,41244,40382,38444,2800,1938,16818,41244,0.06788866259334692,-0.014366666666666639,60,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,80,RS,AT_WRITE_TO_CHECKPOINT,8000,7999,7941,7941,58,0,1,7999,0.007250906363295412,-0.007249999999999979,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,80,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,7000,6945,6941,6928,17,13,42,6945,0.0024478041756659467,-0.0005714285714285561,70,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,80,PS,AT_WRITE_TO_CHECKPOINT,16000,15605,15375,15255,350,120,275,15605,0.02242870874719641,-0.014375000000000027,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,80,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,14000,13478,13420,13338,140,82,440,13478,0.010387297818667459,-0.004142857142857226,70,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,80,NS,AT_WRITE_TO_CHECKPOINT,80000,58812,52563,49374,9438,3189,17999,58812,0.16047745358090185,-0.07811249999999992,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,80,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,70000,47073,45964,43668,3405,2296,20631,47073,0.0723344592441527,-0.01584285714285716,70,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,90,RS,AT_WRITE_TO_CHECKPOINT,9000,8999,8919,8919,80,0,1,8999,0.00888987665296144,-0.008888888888888946,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,90,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,8000,7941,7920,7911,30,9,50,7941,0.0037778617302606727,-0.0026249999999999885,80,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,90,PS,AT_WRITE_TO_CHECKPOINT,18000,17567,17290,17161,406,129,304,17567,0.02311151591051403,-0.015388888888888785,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,90,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,16000,15375,15330,15240,135,90,535,15375,0.00878048780487805,-0.0028124999999999956,80,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,90,NS,AT_WRITE_TO_CHECKPOINT,90000,65325,58275,54369,10956,3906,20769,65325,0.16771526980482204,-0.07833333333333337,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,90,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,80000,52563,51812,48954,3609,2858,24579,52563,0.06866046458535471,-0.009387500000000104,80,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,100,RS,AT_WRITE_TO_CHECKPOINT,10000,9999,9888,9888,111,0,1,9999,0.0111011101110111,-0.011099999999999999,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,100,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,9000,8919,8889,8878,41,11,70,8919,0.004596927906716,-0.0033333333333332993,90,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,100,PS,AT_WRITE_TO_CHECKPOINT,20000,19529,19155,19013,516,142,329,19529,0.026422243842490655,-0.01870000000000005,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,100,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,18000,17290,17197,17092,198,105,605,17290,0.011451706188548294,-0.005166666666666764,90,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,100,NS,AT_WRITE_TO_CHECKPOINT,100000,71762,63726,59169,12593,4557,23681,71762,0.17548284607452413,-0.08035999999999999,,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,100,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,90000,58275,57332,54106,4169,3226,28499,58275,0.07154011154011154,-0.010477777777777697,90,AlphaEdit_BLUE (L4+L8)
AlphaEdit_L4_ONLY,1,RS,AT_WRITE_TO_CHECKPOINT,100,100,100,100,0,0,0,100,0.0,0.0,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,1,PS,AT_WRITE_TO_CHECKPOINT,200,190,190,190,0,0,10,190,0.0,0.0,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,1,NS,AT_WRITE_TO_CHECKPOINT,1000,867,867,867,0,0,133,867,0.0,0.0,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,5,RS,AT_WRITE_TO_CHECKPOINT,500,500,500,500,0,0,0,500,0.0,0.0,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,5,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,100,100,100,100,0,0,0,100,0.0,0.0,1,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,5,PS,AT_WRITE_TO_CHECKPOINT,1000,960,965,960,0,5,35,960,0.0,0.0050000000000000044,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,5,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,200,190,193,190,0,3,7,190,0.0,0.015000000000000013,1,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,5,NS,AT_WRITE_TO_CHECKPOINT,5000,4259,4205,4171,88,34,707,4259,0.020662127259920168,-0.010800000000000032,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,5,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,1000,867,846,837,30,9,124,867,0.03460207612456748,-0.02100000000000002,1,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,10,RS,AT_WRITE_TO_CHECKPOINT,1000,999,998,998,1,0,1,999,0.001001001001001001,-0.0010000000000000009,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,10,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,500,500,499,499,1,0,0,500,0.002,-0.0020000000000000018,5,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,10,PS,AT_WRITE_TO_CHECKPOINT,2000,1935,1943,1930,5,13,52,1935,0.002583979328165375,0.0040000000000000036,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,10,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,1000,965,967,960,5,7,28,965,0.0051813471502590676,0.0020000000000000018,5,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,10,NS,AT_WRITE_TO_CHECKPOINT,10000,8366,8072,7948,418,124,1510,8366,0.04996414056896964,-0.02939999999999998,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,10,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,5000,4205,4019,3953,252,66,729,4205,0.05992865636147444,-0.03720000000000001,5,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,20,RS,AT_WRITE_TO_CHECKPOINT,2000,1999,1997,1997,2,0,1,1999,0.0010005002501250625,-0.0010000000000000009,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,20,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,1000,998,998,998,0,0,2,998,0.0,0.0,10,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,20,PS,AT_WRITE_TO_CHECKPOINT,4000,3880,3873,3854,26,19,101,3880,0.006701030927835051,-0.0017499999999999183,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,20,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,2000,1943,1935,1927,16,8,49,1943,0.008234688625836336,-0.0040000000000000036,10,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,20,NS,AT_WRITE_TO_CHECKPOINT,20000,16292,15318,14947,1345,371,3337,16292,0.08255585563466732,-0.048699999999999966,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,20,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,10000,8072,7570,7367,705,203,1725,8072,0.08733894945490585,-0.05020000000000002,10,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,30,RS,AT_WRITE_TO_CHECKPOINT,3000,2999,2993,2993,6,0,1,2999,0.0020006668889629878,-0.0020000000000000018,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,30,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,2000,1997,1993,1993,4,0,3,1997,0.00200300450676014,-0.0020000000000000018,20,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,30,PS,AT_WRITE_TO_CHECKPOINT,6000,5807,5787,5751,56,36,157,5807,0.009643533666264853,-0.0033333333333332993,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,30,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,4000,3873,3863,3840,33,23,104,3873,0.008520526723470178,-0.0025000000000000577,20,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,30,NS,AT_WRITE_TO_CHECKPOINT,30000,23897,22181,21493,2404,688,5415,23897,0.10059840147298824,-0.05720000000000003,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,30,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,20000,15318,14714,14182,1136,532,4150,15318,0.07416111763937851,-0.030200000000000005,20,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,40,RS,AT_WRITE_TO_CHECKPOINT,4000,3998,3993,3992,6,1,1,3998,0.0015007503751875938,-0.0012500000000000844,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,40,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,3000,2993,2993,2992,1,1,6,2993,0.0003341129301703976,0.0,30,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,40,PS,AT_WRITE_TO_CHECKPOINT,8000,7759,7728,7670,89,58,183,7759,0.0114705503286506,-0.003875000000000073,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,40,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,6000,5787,5774,5751,36,23,190,5787,0.006220839813374806,-0.00216666666666665,30,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,40,NS,AT_WRITE_TO_CHECKPOINT,40000,31211,28784,27687,3524,1097,7692,31211,0.11290891032007946,-0.060675000000000034,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,40,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,30000,22181,21539,20704,1477,835,6984,22181,0.06658852170776791,-0.021399999999999975,30,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,50,RS,AT_WRITE_TO_CHECKPOINT,5000,4998,4988,4988,10,0,2,4998,0.0020008003201280513,-0.0020000000000000018,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,50,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,4000,3993,3988,3988,5,0,7,3993,0.001252191334835963,-0.0012499999999999734,40,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,50,PS,AT_WRITE_TO_CHECKPOINT,10000,9708,9654,9590,118,64,228,9708,0.012154923774206839,-0.00539999999999996,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,50,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,8000,7728,7716,7675,53,41,231,7728,0.006858178053830228,-0.0014999999999999458,40,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,50,NS,AT_WRITE_TO_CHECKPOINT,50000,38536,35406,33862,4674,1544,9920,38536,0.12128918413950592,-0.06259999999999999,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,50,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,40000,28784,28185,27014,1770,1171,10045,28784,0.06149249583101723,-0.014975000000000072,40,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,60,RS,AT_WRITE_TO_CHECKPOINT,6000,5998,5984,5984,14,0,2,5998,0.002334111370456819,-0.0023333333333334094,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,60,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,5000,4988,4984,4983,5,1,11,4988,0.0010024057738572574,-0.0008000000000000229,50,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,60,PS,AT_WRITE_TO_CHECKPOINT,12000,11649,11596,11498,151,98,253,11649,0.012962486050304747,-0.004416666666666624,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,60,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,10000,9654,9658,9587,67,71,275,9654,0.006940128444168221,0.00039999999999995595,50,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,60,NS,AT_WRITE_TO_CHECKPOINT,60000,45700,41621,39638,6062,1983,12317,45700,0.1326477024070022,-0.0679833333333334,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,60,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,50000,35406,34513,33055,2351,1458,13136,35406,0.06640117494210021,-0.017859999999999987,50,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,70,RS,AT_WRITE_TO_CHECKPOINT,7000,6997,6981,6980,17,1,2,6997,0.0024296126911533514,-0.0022857142857142243,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,70,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,6000,5984,5983,5979,5,4,12,5984,0.0008355614973262032,-0.0001666666666666483,60,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,70,PS,AT_WRITE_TO_CHECKPOINT,14000,13589,13492,13388,201,104,307,13589,0.014791375377143277,-0.006928571428571395,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,70,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,12000,11596,11552,11504,92,48,356,11596,0.00793377026560883,-0.003666666666666707,60,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,70,NS,AT_WRITE_TO_CHECKPOINT,70000,52563,47659,45220,7343,2439,14998,52563,0.13969902783326674,-0.07005714285714282,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,70,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,60000,41621,40886,39047,2574,1839,16540,41621,0.06184378078373898,-0.012249999999999983,60,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,80,RS,AT_WRITE_TO_CHECKPOINT,8000,7997,7981,7980,17,1,2,7997,0.0021257971739402277,-0.0020000000000000018,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,80,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,7000,6981,6981,6978,3,3,16,6981,0.0004297378599054577,0.0,70,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,80,PS,AT_WRITE_TO_CHECKPOINT,16000,15534,15406,15283,251,123,343,15534,0.016158104802368997,-0.008000000000000007,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,80,PS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,14000,13492,13464,13398,94,66,442,13492,0.00696709160984287,-0.0020000000000000018,70,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,80,NS,AT_WRITE_TO_CHECKPOINT,80000,59357,53521,50513,8844,3008,17635,59357,0.14899674848796265,-0.07294999999999996,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,80,NS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,70000,47659,46787,44588,3071,2199,20142,47659,0.06443693740951342,-0.012457142857142944,70,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,90,RS,AT_WRITE_TO_CHECKPOINT,9000,8995,8964,8963,32,1,4,8995,0.003557531962201223,-0.003444444444444472,,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,90,RS,PREVIOUS_CHECKPOINT_SAME_OLD_PREFIX,8000,7981,7967,7965,16,2,17,7981,0.0020047613081067535,-0.0017500000000000293,80,AlphaEdit_BLUE_L4_ONLY
AlphaEdit_L4_ONLY,90,PS,AT_WRITE_TO_CHECKPOINT,18000,17478,17301,17161,317,140,382,17478,0.018137086623183432,-0.00983333333333336,,AlphaEdit_BLUE_L4_ONLY
