path,bytes,sha256,validation
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/age-strata-metrics.csv,599881,a9921c67a436d6978094b2d7d2f1158f32651491ef51a7443e3ccb0e850ddb4f,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/aggregation-receipt.json,713,12bad1f1c2279910fa7396343b074da3549083f5cfa6a00f5dabd1dfcb3a6ee3,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/batch-cost.csv,115386,6c0010a6fd885b4ba752a5cd48b7258d126eda0f70a6d642e192a7186ac26a55,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/chain-integrity.csv,2429,b22c233fc9b6ea2d677f493d329b8622bb239389e9b42750137b9231e4ddd15a,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/checkpoint-deltas.csv,193895,2fe038949412036b2c9637a8ebdf183ef8557fed9cee77b8bf38601e23e750af,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/checkpoint-recovery-metadata.csv,10553,09b265d520c54c0a73f7f53a5e606391cba5dd084f8678e8e5180e6397ada89c,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/checkpoint-tensors.csv,45098,1a3d7e236343d4d37f76f24467b4d0d3a96f5e713bef8c5379b14ac6259129b4,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/cohort-retention.csv,1579266,9d6e8d58bea874095bb8d9828b4d57d15eb385898f7a7c0fea0ebc838eb84ec0,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/compute-summary.csv,1491,1dc58eeb9d92e594fa08475dda695b63360bcfd4c936bbcb48563acd8cabdc8c,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/cumulative-metrics.csv,195881,943d556ced5ef983e0270787554817b7c39b1ec0b243276501ac6e6ba6190058,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/current-metrics.csv,1540868,18275795cbe88d139f31cfaa7cc215031f4c45335ed33bb8a19efe554d7316f5,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/dataset-evaluator-identity.csv,28661,6228ad7e3c9a14c262c19782e5c9c7a704ef085e1d5442f2353b60fb95ad4fd8,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/factual-report-ko.md,124614,9c2a520d26e3bab27ebac3a6eab01653f5825e2294fd5194a74fe8df3b6bc38d,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/age-retention-NS.png,156486,17ff8a635152b385b855f8d23d17068e3ece49af8f235fb085ed26432483051f,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/age-retention-RS.png,137395,e8f87f2fbe7dea64845909a4f06a8e587548ab6394ad9c7571883b2baf6c69da,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/cohort-retention-heatmap.png,94577,0af6760ebdb28d0f3bc3feaa7336080fead3c6afe2a1bddee49f5620f095f712,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/compute-accounting.png,63433,d49dd473eff3a12e3bdb536d18b11570cb55c2c3f37e682b6e2756ff225c7abe,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/cumulative-nll-new.png,299091,574730fe415f650a214d4d27cc10fa141d4449c8721f550ed0b1832e9d8b04a0,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/cumulative-nll-true.png,282858,238ead50132c4474ac5608b9b9aad2f7cfefe3157173ea3c982d3551edb207e7,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/cumulative-seen-prefix.png,161846,fe0e152c0c772d4c674490b49eb3907478fb45c9d053c6705afca1d7dbe01d67,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/current-vs-cumulative.png,108869,27c10051b87079b7682e953ae35c2781a44c28416a5ccfdd8587432ab00c89e0,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/final-full10000.png,62636,1f28b077df772fcadf2b452a8d5761a661536081c9a07c9358359f26a99d5390,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/layer-wise-update-magnitude.png,40989,f7ea8622abf2e65c7a8657f52bac5d3685e47ea62673c091254a8d5aedf6022a,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/figures/plot-manifest.json,22483,27b36803c136003127a6b782202b7e049cae5042bb3f57cf6518fd08713824e4,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/final-distributions.csv,17088,fa3844ea9c92a5c994bd38321b0b95bea5228b36db6195654d2f2b589ce0ab75,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/final-summary.csv,2332,3000db32ab23391acb054b4ca81e95dc8970134d609be2ad58b6f68e106a6eb0,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/first-sixarm-table-ko.md,1556,2e22076465b1b5c3364d3f14713e5884c7d6ecf41cda1c2a1358b77a81fa568a,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/first-table-inputs.json,7300,64b49d62727e36bf21b78b1a6ee670618a605de7d5991e0074cc285786053e19,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/first-table-receipt.json,461,e2517806bdb06d71f193a90878b8d819b90f85afae4f45d8c778bdb11f8019b9,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/focused-tests.json,656,0da002dfdd2ebefb5bdd245f55cdd2a4c3baf7a5984b19933ac26fdc24276aed,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/full-audit-receipt.json,782,ae491c6c9fcfc46ab7b628546813c2a3eae69824ae5735b3455061b305c03c22,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/layer-summary.csv,4111,eb21a95e67eb2d2b33dc03c78e2dadaa6d4ea0a1f96245a97259e365ffc7096f,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/layer-updates.csv,223727,827299de593c7e724fdc22c6e52f4d6c593ffb4f291cae8647e6ae8af83c0c09,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/log-full-inventory.json,3560,1c6a8268d0d73c84e28a07b57c657a955f05300731d42613ad737789bd356479,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/log-input-inventory.json,1526,8028a638e19c88459ba87f3a16dfb19762652471609287bfa17ce38c8aa00e5c,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/mechanism-performance-associations.csv,14145,1ebbdaf33beafe569b6c2e5612f34c2a00e75837d8ff9a3d9bf4107b4222ce2b,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/online-at-write.csv,196666,e24f062455713b35e397beb35910cc24fed50ba8fc233ac39fb8e4b8813731f3,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/operational-receipt-inputs.json,24607,286e1f2bdf45cd43a338e9dcfb1f83f98b63f37e26a92e37d6b4ac93af25a3cb,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/outlier-ledger.csv,458506,6fc129afea72305598a1f874905fc122a2c7d09b20999e3ace8e8b672eaba8ea,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/overwrite-strata.csv,2047,aa5692711ffc6683ef1de825271882f7de63330b51776a441228d2dadcd58f64,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/paired-checkpoint-deltas.csv,69186,95a4bae524b758cbc46ca7cb35181fae4bca7ab3afb0bbf4857efdd90d555b54,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/paired-final-transitions.csv,3225,0c8857c5305ebd3afcaa7b9a457d7c02f0a9c1f6b18184653952432d5b138779,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/prior-1k-comparison.csv,4556,d3b84ca3834014a27025692fb065cbfa1aa1f2f0bf2734005693ae41e57184d2,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/prior-report-input.json,366,ea63e3701a75ff1bc2952275d55628b767796cbfabc6bb424d8df9593f1a8e80,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/prompt-transitions.csv,54235,f81b110d0b60e3461f9de2f0edb03bcb2ce8ed636871f3a056732f9a467e8dea,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/raw-member-inventory.csv,796351,085983f42d2abad353e8dfe97939c097d30115211d8b780f3abb719b3ca515fb,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/sample-hash-inventory.csv,3338190,0cd0873af58ce39bbd0f03d3b062520a24ebf93ec7bc0b537a4d9f1d8cb953ad,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/scheduler-audit.json,2097,af92d07779728f43a09da94e51ee61ee95a5ec12166607966df0f6862414fc3a,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/source-config-compatibility.csv,12119,c5909d2db88493f6b2bb5e67d484aacc107b35c6125191dd520eff488e593829,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/source-findings.csv,10039,2622641e9db9f38a04c1856c80d24c6247dbf66c6f8d91892eaf9ff9f0cf65e6,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/source-member-inventory.csv,431041,36d30542b820aa0da2072369400af75a3ed4b467b6d2e3cd874bbd4d8cd65c47,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
experiment-reports/servers/server4/blue-l4-l8-lifelong-b100x100-review-2026-09-09-v1/supplemental-control-receipt.json,3979,8ba47eeec228a0d4eb7da342cca8c07340f3ab2ea799b192240437a73e8b8cc3,PUBLICATION_MEMBER_REHASH; not new remote raw/state verification
