C,F,F_before,F_trial,L,accepted,backward_seconds,barrier_cap,barrier_dual,batch,cost,edit_nll,essence_kl,forward_loss_seconds,gradient_norm,nfe,oracle,phase,roundoff_limited,seconds,stationarity_before,step,x_norm
0.0,11.124402023484276,,,11.124402023484276,,17.170760832726955,,,B001,,11.12440202395123,-7.471280834919074e-09,18.559343069791794,1.6801254510243047,,1,initial,,35.94229784887284,,,0.0
352.94464111328125,362.6075819113019,11.124402023484276,362.6075819113019,9.662940798020658,0.0,17.24732240755111,,0.0,B001,352.94464111328125,9.197610861063012,7.4452789913223265,18.658833079971373,0.16438067729738123,2.0,2,rejected,1.0,36.153067553415895,53.13589042786899,1.0,886.1400102432993
156.79989624023438,166.25051504329898,11.124402023484276,166.25051504329898,9.450618803064607,0.0,17.268855839036405,,0.0,B001,156.79989624023438,9.07824338634809,5.958006667464268,18.71415496431291,0.23049152070195508,3.0,3,rejected,1.0,36.20957942400128,53.13589042786899,0.5,590.6164308536632
56.42942428588867,65.3676521978879,11.124402023484276,65.3676521978879,8.93822791199923,0.0,17.280598395504057,,0.0,B001,56.42942428588867,8.674497123956684,4.219692608680718,18.731349736452103,0.3300164653758879,4.0,4,rejected,1.0,36.20989207550883,53.13589042786899,0.25,354.30098203245103
17.412677764892578,25.555440498954937,11.124402023484276,25.555440498954937,8.142762734062359,0.0,17.30086049437523,,0.0,B001,17.412677764892578,7.951977625886597,3.0525617308121875,18.74938862863928,0.39392666271415483,5.0,5,rejected,1.0,36.26087225694209,53.13589042786899,0.125,196.80837874700046
4.879741668701172,12.318954974107992,11.124402023484276,12.318954974107992,7.439213305406821,0.0,17.32634867541492,,0.0,B001,4.879741668701172,7.311853312750649,2.0377598824987673,18.76019136980176,0.41632981844904143,6.0,6,rejected,1.0,36.28798552788794,53.13589042786899,0.0625,104.18473388156
1.2949001789093018,8.345252153562532,11.124402023484276,8.345252153562532,7.05035197465323,1.0,17.291578608565032,,0.0,B001,1.2949001789093018,6.9651196598509975,1.363717036835729,18.74157179053873,0.5284623969381634,7.0,7,accepted,0.0,36.20305690262467,53.13589042786899,0.03125,53.66869269430293
1.3523037433624268,5.106210566402586,8.345252153562532,5.106210566402586,3.7539068230401593,1.0,17.30213950946927,,0.0,B001,1.3523037433624268,3.6816778186243053,1.1556640706536636,18.80324981175363,0.5125851724740739,8.0,8,accepted,0.0,36.30559653416276,17.415520491903372,0.03125,54.92044922630691
1.5205457210540771,3.1459078089503594,5.106210566402586,3.1459078089503594,1.6253620878962822,1.0,17.3067586151883,,0.0,B001,1.5205457210540771,1.5313933171536593,1.503500331881965,18.746391912922263,0.4239947032826539,9.0,9,accepted,0.0,36.24994164519012,16.137566453012383,0.046875,58.19757682915558
1.5909863710403442,2.243354074628781,3.1459078089503594,2.243354074628781,0.6523677035884367,1.0,17.35448259767145,,0.0,B001,1.5909863710403442,0.5732513259096108,1.2658620428612142,18.751262998208404,0.39536375574379196,10.0,10,accepted,0.0,36.442290351726115,13.47506219003796,0.046875,59.67606302895242
1.7251880168914795,2.0636424592570086,2.243354074628781,2.0636424592570086,0.33845444236552924,1.0,17.29945033043623,,0.0,B001,1.7251880168914795,0.26242932019543025,1.2164019547215839,18.757788421586156,0.2390307075875537,11.0,11,accepted,0.0,36.25281154178083,12.349364575552942,0.0703125,61.86088728303166
1.6459966897964478,1.876689560892295,2.0636424592570086,1.876689560892295,0.23069287109584735,1.0,17.354434998705983,,0.0,B001,1.6459966897964478,0.17389344706289808,0.9087907845271883,18.751642390154302,0.10454048728279033,12.0,12,accepted,0.0,36.442720441147685,7.918781466523166,0.0703125,60.805628535774126
1.4052733182907104,1.509741087131184,1.876689560892295,1.509741087131184,0.10446776884047353,1.0,17.32673102710396,,0.0,B001,1.4052733182907104,0.05941257534073282,0.7208830959958513,18.749873504042625,0.20157849030139702,13.0,13,accepted,0.0,36.31297946162522,3.8468803746598828,0.10546875,56.30403513967062
