batch,population,metric,numerator,denominator,percent,request_denominator,ties,desired_strict_n,desired_strict_d,new_strict_n,true_strict_n,desired_token_correct,desired_token_d,all_prompt_strict_requests,new_nll_mean,new_nll_median,new_nll_p90,new_nll_p95,new_nll_p99,new_nll_min,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_p95,true_nll_p99,true_nll_min,true_nll_max,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_p95,desired_margin_p99,desired_margin_min,desired_margin_max
22,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,101,101,100,0.04691064001177438,0.020551051944494247,0.08144919872283939,0.11410796828567975,0.1923753631115025,0.0006388768670149148,1.4564045667648315,10.610636191368103,10.107479095458984,15.327645492553712,18.548126888275146,20.487493877410895,4.586118698120117,21.54647445678711,10.56372555135633,10.069291186984628,15.301927031204105,18.543635453516618,20.486823941894112,3.5497275590896606,21.54471111879684
22,CURRENT100,PS,172,200,86.0,100,0,124,200,124,9,126,202,43,1.93587495581829,0.7258791923522949,6.147844839096069,7.356451129913326,10.703342638015743,0.0023224782198667526,11.973292350769043,7.446850104928017,7.081759452819824,12.820861244201659,14.347093963623038,16.575941886901848,0.5023173689842224,20.41482925415039,5.5109751491097265,5.2338398694992065,12.523474778607488,14.327267200266936,16.541960373148314,-11.076353073120117,20.412506775930524
22,CURRENT100,NS,762,1000,76.2,100,0,213,1000,51,213,223,1010,0,8.211434589681216,8.034257411956787,13.634818649291992,15.079649257659911,17.8563232421875,0.012812555767595768,20.43315887451172,4.686572855752427,4.022947788238525,9.587133979797363,11.102783393859863,13.361090240478514,0.0006512666586786509,17.752079010009766,3.5248617339287884,3.5784361362457275,9.914670372009278,11.97055389881134,15.032274835593999,-13.127458721399307,19.705589473247528
23,CURRENT100,RS,100,100,100.0,100,0,98,100,98,0,98,100,98,0.07327274593757466,0.015286254696547985,0.05455358549952509,0.09318044558167426,1.7005103778839161,0.0006255338666960597,2.656956672668457,11.199139161109924,10.988935470581055,16.416014862060546,17.605248260498048,18.690677051544206,4.753757953643799,21.73961639404297,11.12586641517235,10.95557829272002,16.410503833927216,17.60117874525604,18.670989597123132,2.6381311416625977,21.73780843243003
23,CURRENT100,PS,178,200,89.0,100,0,118,200,118,5,118,200,41,2.216227836160251,0.6836042404174805,6.857940769195556,9.578733348846434,11.418160228729231,0.00047219570842571557,13.206326484680176,8.230367486458272,7.758376359939575,13.861058807373047,15.292240333557126,17.67622161865234,0.027843352407217026,20.611591339111328,6.014139650298021,6.346892431378365,12.969546113163231,14.014573469232705,16.727853757615662,-10.521342400461435,17.671505840262398
23,CURRENT100,NS,766,1000,76.6,100,0,201,1000,47,201,209,1010,0,8.703877935937838,8.770580768585205,14.026364040374757,15.699554443359373,18.280803813934327,0.0014148473273962736,22.29962730407715,5.067506138897967,4.458058595657349,10.387968826293946,12.438239097595211,15.080735311508175,0.005744495894759893,21.282556533813477,3.636371797039872,3.874703459441662,10.191600936651232,11.609492245316504,15.269681097269059,-15.071377229876816,18.192639887332916
24,CURRENT100,RS,99,100,99.0,100,0,97,100,97,0,100,103,97,0.1416160382333328,0.022304220125079155,0.10727149471640587,0.4075610429048537,3.4551368713378947,0.0003319427778478712,4.25133752822876,10.22530695438385,10.012386322021484,15.47063865661622,17.25502672195434,21.54932914733889,3.0016658306121826,26.32169532775879,10.083690916150518,9.88556607812643,15.462032227963219,17.23883881423389,21.487849853081887,-0.9843616485595703,26.320483584539033
24,CURRENT100,PS,170,200,85.0,100,0,104,200,104,6,110,206,39,2.709834640636109,1.229293167591095,7.8135905265808105,9.509273576736444,14.832469997405997,0.0014413930475711823,20.903533935546875,7.690417832136154,7.232738494873047,12.372109699249267,13.580855321884147,16.747550868988007,0.24431103467941284,22.298969268798828,4.980583191500045,4.883195370435715,10.903980201482772,12.627067172154778,15.561774377524843,-9.398345232009888,22.180884808301926
24,CURRENT100,NS,755,1000,75.5,100,0,199,1000,59,199,219,1020,0,8.250732456589118,8.354249954223633,13.547858238220215,15.295004081726074,17.088408546447752,0.011574733071029186,19.854578018188477,4.733116009573452,4.193486928939819,9.737142753601075,11.539678287506103,16.614484462738037,0.0030126445926725864,21.036508560180664,3.5176164470156657,3.279005952179432,10.282933497428894,12.294455644488334,15.068907386474311,-16.917158842086792,17.85537362098694
25,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,101,101,100,0.04925890235230326,0.015304216649383307,0.07489823997020724,0.1662404544651508,0.7212326657772087,0.0005261705373413861,1.1542508602142334,10.365979504585265,10.205331325531006,15.153235912323,17.911501026153566,20.112249965667733,1.406553030014038,21.34214210510254,10.316720602232962,10.177809623535722,15.144534581899645,17.901088048331438,20.097993257073693,0.2523021697998047,21.318838890641928
25,CURRENT100,PS,172,200,86.0,100,0,127,200,127,11,129,202,51,1.9857143573879148,0.48321741819381714,6.536211347579956,8.57808356285095,9.561273832321167,0.000800408364739269,10.133787155151367,7.2064135565795,7.19988226890564,11.267588710784912,13.389223003387436,16.913236274719235,0.04285385087132454,17.29440689086914,5.220699199191586,5.5076180044561625,10.989249074459076,13.360254332143796,16.907811786639503,-9.111684203147888,17.2488906159997
25,CURRENT100,NS,782,1000,78.2,100,0,201,1000,41,201,211,1020,0,8.424253753853613,8.30423355102539,13.964866065979004,15.195010900497433,17.3903339767456,0.0013083001831546426,20.829692840576172,4.725761184641567,4.051902532577515,9.753920459747315,10.929163932800286,13.983293113708495,0.0008205384365282953,17.45247459411621,3.698492569212045,3.7430561780929565,9.882139253616335,11.458008420467376,15.1161647388339,-11.661806166172028,17.993463039398193
26,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,102,103,99,0.079431942483061,0.017878906801342964,0.09426779672503474,0.17376801371574385,1.76466580629349,0.00030858523678034544,2.212773561477661,10.998325176239014,10.502058506011963,15.842789459228527,18.251455211639403,20.8305662727356,2.247210741043091,21.13154411315918,10.918893233755952,10.435041955206543,15.829294358240453,18.246931582316755,20.82878022680292,0.03443717956542969,21.128122586989775
26,CURRENT100,PS,173,200,86.5,100,0,114,200,114,5,120,206,40,2.411626215094584,0.620372086763382,6.6911758899688705,8.976295232772825,12.500805749893178,0.0008808070560917258,16.862524032592773,8.384899182915687,8.47905969619751,13.231102752685546,14.715633058547962,20.644858436584467,0.10074090957641602,21.942766189575195,5.973272967821104,5.926880024373531,12.33882500564214,14.415097956638782,20.640133700059955,-16.761783123016357,21.81872358173132
26,CURRENT100,NS,744,1000,74.4,100,0,183,1000,40,183,183,1000,0,8.29331930141151,8.385048389434814,13.303817653656006,14.771407175064086,18.51483148574829,0.011697983369231224,22.347400665283203,5.263861672875704,4.91034460067749,10.498353576660156,12.02092852592468,15.658187828063962,0.0017970141489058733,21.34663200378418,3.0294576285358055,2.810403347015381,9.340613624453544,10.787027144781309,14.946372791081664,-12.554898757487535,21.48151609301567
27,CURRENT100,RS,100,100,100.0,100,0,98,100,98,0,99,101,98,0.12879316485013986,0.020744385197758675,0.20465603172779093,0.5899828881025314,3.142939627170563,0.00010072677832795307,3.2274222373962402,10.562144765853882,10.617928981781006,15.38405294418335,17.51529951095581,18.627622127532973,1.6242573261260986,21.085731506347656,10.433351601003743,10.594181977212429,15.293073891708628,17.511807465332094,18.621508967399144,0.1302967071533203,21.083735789870843
27,CURRENT100,PS,168,200,84.0,100,0,121,200,121,8,123,202,43,2.1427514989551857,0.5743243396282196,7.006337451934812,8.499883270263672,11.777546815872183,0.0018236687174066901,14.585552215576172,7.534447062117979,7.428297519683838,12.56396541595459,14.175978994369487,18.140203685760497,0.017719654366374016,25.406753540039062,5.391695563162793,5.934978373348713,11.92380621768534,13.951045410521326,18.13837643721257,-11.14720368385315,25.403664477402344
27,CURRENT100,NS,785,1000,78.5,100,0,214,1000,55,214,214,1000,0,8.622278182658366,8.440507888793945,14.724752426147461,16.073394298553467,18.518752269744873,0.009650482796132565,24.119272232055664,4.529660567491781,3.8404375314712524,9.350266361236573,10.804347801208495,14.044702816009522,0.0015018623089417815,16.857025146484375,4.092617615166586,3.7982388734817505,11.250170898437501,13.237625841796397,15.680940215587615,-10.482088565826416,17.959162712097168
28,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,102,103,99,0.08486513473384548,0.026297603733837605,0.1532395452260972,0.22788105309009535,1.8891421914100657,0.0007434703293256462,2.083885908126831,10.762182905673981,10.433955669403076,16.007785224914556,17.441719722747802,19.91048362731934,3.855821371078491,20.956708908081055,10.677317770940135,10.313660563901067,16.001506889064334,17.44038485404453,19.908603904705966,1.7719354629516602,20.951942140236497
28,CURRENT100,PS,185,200,92.5,100,0,126,200,126,6,132,206,48,1.7287963093875442,0.6114971935749054,5.15953893661499,7.157691979408253,11.03228649139404,0.002096361480653286,11.850788116455078,7.937119528800249,7.629088401794434,12.73510112762451,14.212088155746459,16.736113338470442,0.17570289969444275,19.398460388183594,6.208323219412705,6.45778564363718,12.268459969107061,13.721262654475865,15.86136611770836,-10.03973463177681,19.156952038407326
28,CURRENT100,NS,746,1000,74.6,100,0,217,1000,53,217,217,1000,0,7.89119297507545,7.799873113632202,13.337780475616455,14.751267337799073,16.874318141937255,0.006220859009772539,19.15643310546875,4.677999834993854,4.066793441772461,10.050740623474121,11.86319980621337,14.345105953216551,0.004221457056701183,16.901531219482422,3.2131931400815956,3.2744144201278687,9.61174080967903,11.161948096752166,14.0738976085186,-14.35924780368805,16.974803671240807
29,CURRENT100,RS,98,100,98.0,100,0,98,100,98,2,99,101,98,0.16973535125609487,0.02106086816638708,0.09584576562047009,0.16020587906241365,3.3665078401565807,0.0001479277852922678,8.268170356750488,10.681188363283873,10.357531547546387,15.333729076385502,17.17474508285522,19.583752841949472,0.1717027872800827,21.48347282409668,10.511453012027777,10.346543185878545,15.185768184089103,17.157216496573525,19.583128326357702,-6.143881559371948,21.479257421102375
29,CURRENT100,PS,182,200,91.0,100,0,124,200,124,1,126,202,44,1.8798121874906792,0.5769830346107483,6.1431547641754145,8.190857887268058,12.666039352416988,0.00022742546570952982,14.028886795043945,8.280281213521958,7.701269865036011,13.970016574859619,15.220657110214226,17.456916351318345,0.5819066762924194,19.789318084716797,6.400469026031278,6.515104368329048,13.34420129447244,14.481108915619542,17.318734163797924,-10.298183917999268,19.092701023211703
29,CURRENT100,NS,749,1000,74.9,100,0,154,1000,57,154,173,1020,0,8.139373572334181,8.166388034820557,13.245649337768555,14.874963474273681,17.212269554138185,0.003955874126404524,20.94585418701172,5.376382944743324,4.774715423583984,11.137935447692872,12.600654888153073,14.958497114181519,0.0009589364635758102,19.592355728149414,2.762990627590858,2.6875036358833313,8.624318885803223,10.503635835647582,13.964370935261249,-11.654662099201232,18.304099202156067
30,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,101,101,100,0.052815753743925595,0.02191067859530449,0.10397394523024565,0.12811144068837163,0.5337760877609276,0.00010871296399272978,0.9727098941802979,10.545352733135223,10.633599758148193,16.01039810180664,16.949994564056396,19.039651947021486,3.6707937717437744,19.089509963989258,10.492536979391298,10.630912040127441,16.00855231357273,16.944897022563964,19.029556510038674,3.5712900310754776,19.088485170155764
30,CURRENT100,PS,175,200,87.5,100,0,124,200,124,11,126,202,46,1.9934745582912001,0.7403809428215027,5.901227807998657,7.493305301666257,10.585990839004511,0.0005794276366941631,11.2055082321167,7.388103782972321,7.403951406478882,12.255199050903318,13.804840087890618,15.303379850387568,0.01916206255555153,16.09463882446289,5.394629224681121,5.662211868911982,11.766756404936313,13.412356033152898,14.646837161141443,-8.949024355039,16.090276590548456
30,CURRENT100,NS,718,1000,71.8,100,0,169,1000,71,169,189,1020,0,8.031278473626356,8.142899990081787,13.500737285614013,14.978074693679808,17.146774463653564,0.0011204162146896124,21.094100952148438,5.234246061683167,4.71379017829895,10.603896617889406,11.995735120773315,15.062573299407958,0.006230691913515329,19.092369079589844,2.79703241194319,2.8608460426330566,9.009334659576416,11.715244462341067,16.126238102531058,-16.803535278886557,21.000857142731547
31,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,101,101,100,0.05502236516069388,0.020630388520658016,0.13774149566888813,0.1922478578984737,0.6089666807651523,0.0003215749457012862,0.6615583300590515,10.009419951438904,9.608417510986328,14.752385711669925,17.65858268737793,20.004730014801044,2.4849889278411865,23.565996170043945,9.95439758627821,9.577743875968736,14.75105485437671,17.655945226049518,20.002909523617728,2.3423079550266266,23.54238810017705
31,CURRENT100,PS,184,200,92.0,100,0,130,200,130,5,132,202,50,1.7642136008647504,0.5925600528717041,5.492768335342406,7.194487357139578,11.271143703460691,0.0009981179609894753,12.85240650177002,7.42815861672163,7.207016229629517,11.746102809906004,12.846366357803335,16.433377437591535,0.3408728241920471,19.292552947998047,5.663945015856879,5.617964528501034,10.910261753201484,12.594319625105706,15.96277346802873,-9.266824662685394,18.42962920665741
31,CURRENT100,NS,714,1000,71.4,100,0,237,1000,58,237,237,1000,1,7.556506175889168,7.539533615112305,12.526771640777588,14.084244680404655,16.637450790405275,0.004509754944592714,20.176816940307617,4.8317477021995,4.0943603515625,10.345011997222901,11.60478229522705,14.669354476928708,0.0023713582195341587,18.203601837158203,2.724758473689668,2.4765777587890625,9.056608084961772,10.651743550598619,13.848216708302498,-11.53106951713562,19.041770805837587
32,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,101,101,100,0.026226092273573157,0.01517098443582654,0.07193976417183877,0.08179009519517422,0.14908836111426368,9.297892393078655e-05,0.18020588159561157,11.25152812719345,10.518752574920654,16.6600212097168,18.68981351852417,20.86303247451783,3.4880497455596924,22.223642349243164,11.225302034919878,10.503948063356802,16.65576501199976,18.678409432270563,20.862615054718344,3.3848476856946945,22.22227761929389
32,CURRENT100,PS,191,200,95.5,100,0,148,200,148,2,150,202,59,1.4906758089573122,0.26020580530166626,5.429899883270261,7.411386060714718,12.009388580322264,0.0014062763657420874,14.302358627319336,8.531851896941662,8.150095462799072,13.80295305252075,14.717666673660267,16.93636266708374,0.4988436698913574,20.57866859436035,7.04117608798435,7.1903024688363075,12.974120034649967,14.593711386620987,16.3664178302139,-9.205747842788696,20.574119084514678
32,CURRENT100,NS,787,1000,78.7,100,0,180,1000,49,180,180,1000,0,8.404471661309246,8.621379852294922,13.770521545410157,15.386391496658325,17.75542987823486,0.0036795311607420444,20.239965438842773,4.912049938294513,4.230275630950928,9.90469388961792,11.432686424255365,13.936978826522827,0.0007444233051501215,19.035633087158203,3.492421723014733,3.3502535820007324,9.887839743494988,11.505455124378203,14.810930105447769,-14.870017749723047,17.296561377123
33,CURRENT100,RS,99,100,99.0,100,0,98,100,98,1,100,102,98,0.061476432364434,0.016197546385228634,0.09232762530446069,0.24730612263083449,0.9537594592571262,0.00035720644518733025,1.0190610885620117,10.781496089696883,10.791491508483887,15.626004028320313,17.94140491485596,19.1645923805237,0.6752392053604126,23.03042221069336,10.72001965733245,10.78120051859878,15.598788456118202,17.936837429535807,19.16162250888303,-0.2778606414794922,23.025921237189323
33,CURRENT100,PS,173,200,86.5,100,0,122,200,122,10,126,204,45,1.9760792927502189,0.4532061666250229,6.711932611465453,7.349006509780883,10.465341653823849,0.0005030558677390218,11.930337905883789,7.977894664779305,7.836899042129517,12.937883281707764,14.387445402145381,16.304131507873535,0.08898504078388214,17.104310989379883,6.001815372029086,6.161921381950378,12.551714453473688,14.035295420512556,15.729850012436504,-9.467434167861938,16.36904943548143
33,CURRENT100,NS,688,1000,68.8,100,0,162,1000,72,162,172,1010,0,8.008609389081597,7.902884483337402,13.96556625366211,15.325313282012937,18.04408653259277,0.013696970418095589,21.776683807373047,5.4031788516198285,5.097181081771851,10.625900840759279,12.124174547195434,14.583812751770019,0.00297722639515996,17.154254913330078,2.605430537461769,2.4422109127044678,9.418973404169083,11.182714366354048,14.818000764618622,-12.309445053339005,17.70121292769909
34,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,102,102,100,0.055694143010186964,0.01675679348409176,0.06205144859850408,0.12877355702221352,0.6828267920017281,0.00039772229501977563,1.443887710571289,10.663005652427673,9.623839855194092,15.679290103912356,16.969625473022457,19.657531814575197,2.590147018432617,19.992708206176758,10.607311509417487,9.616368173854426,15.664999924879522,16.967978224100076,19.65701741780911,2.172053247690201,19.98064303677529
34,CURRENT100,PS,178,200,89.0,100,0,124,200,124,8,127,204,44,1.8167778845422435,0.5603634119033813,5.738603973388671,7.986918783187862,11.320577011108396,0.002257182030007243,13.171881675720215,7.257064893692732,7.142559051513672,11.884500789642333,13.388394546508788,14.286717023849484,0.29574087262153625,15.473274230957031,5.440287009150488,5.830801395699382,10.971841398067772,12.335071214660994,13.738519759690389,-9.993804633617401,14.09064317937009
34,CURRENT100,NS,769,1000,76.9,100,0,195,1000,52,195,205,1010,0,8.165813501676544,7.928176164627075,13.64512014389038,15.958836507797237,18.989902973175045,0.009859907440841198,23.406919479370117,4.854322356540244,4.068677663803101,9.996081066131593,11.842194366455075,16.21234275817871,0.002038069535046816,19.105371475219727,3.3114911451363005,3.006666660308838,9.856148684024811,11.81480777263641,17.849422780545428,-11.094768762588501,23.404002157738432
35,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.058924611499824094,0.017018881626427174,0.06758542880415926,0.11478500328958022,0.7993182051181853,0.0002444683632347733,1.95076584815979,10.996958937644958,10.758311748504639,16.174450683593754,17.497996520996093,19.927056694030767,1.9649138450622559,20.933073043823242,10.938034326145134,10.741182237907196,16.171108552673836,17.48752038241364,19.925632603511918,1.4371223449707031,20.922024358063936
35,CURRENT100,PS,178,200,89.0,100,0,126,200,126,6,130,204,44,1.918078841167735,0.5279513299465179,5.912680864334106,7.675378513336182,12.175068159103391,0.0005298641044646502,15.205318450927734,7.817912285029888,7.653747320175171,12.503941631317138,14.164748525619505,17.844843921661376,0.7482870817184448,22.527616500854492,5.899833443862153,5.9097437299788,11.804173094034194,13.649876015260812,17.843563469389917,-10.156634330749512,22.526541572529823
35,CURRENT100,NS,731,1000,73.1,100,0,174,1000,54,174,184,1010,0,8.167903916855808,8.073602676391602,13.683171939849855,15.372780656814575,19.195275840759276,0.0076214964501559734,27.994131088256836,5.091360130421352,4.7200376987457275,10.039938831329346,11.47199749946594,14.57050471305847,0.0034935176372528076,19.890562057495117,3.0765437864344567,2.9646960496902466,9.567155190184714,11.684772366285321,15.784187463521954,-12.71733844280243,20.750590562820435
36,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,102,102,100,0.0711905654038128,0.0161126796156168,0.06454141512513178,0.3397886991500853,1.2240514791011852,0.00013398226292338222,2.023960590362549,11.111974394321441,10.783677101135254,16.930226516723636,18.29217948913574,19.338317146301282,3.433530569076538,22.052640914916992,11.040783828917629,10.76695305481553,16.9196175695397,18.29151998161251,19.332373495670048,3.390388499945402,22.035016948357224
36,CURRENT100,PS,180,200,90.0,100,0,125,200,125,3,129,204,42,1.8867189035564662,0.6217959225177765,5.775706005096432,7.641176152229308,11.046786394119255,0.0006615119054913521,12.630624771118164,7.801944319009781,7.1921563148498535,13.296967792510987,15.584475851058958,17.71012466430664,0.43358314037323,20.726247787475586,5.915225415453315,5.352221073582768,12.859273112704976,15.00709904432296,17.69437173500657,-8.479098320007324,20.53091399371624
36,CURRENT100,NS,746,1000,74.6,100,0,152,1000,42,152,162,1010,0,8.51312735014921,8.583099365234375,14.037599182128906,15.257442522048946,17.977923316955565,0.00297722639515996,23.74833869934082,5.355303842294961,4.962218284606934,10.278788375854493,11.837780904769897,14.862404680252073,0.010681243613362312,18.186105728149414,3.1578235078542494,3.025327682495117,9.77482130676508,11.542072308063505,14.476275335550309,-15.403863524086773,19.652675181627274
37,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.051666443777212405,0.013757422100752592,0.05965833216905596,0.1167630299925804,0.8516079473495521,0.00022396916756406426,1.5923221111297607,10.400079956054688,10.265572547912598,14.914296913146975,17.18856601715088,20.345106811523447,1.0623435974121094,22.398862838745117,10.348413512277475,10.236832540947944,14.905865552276374,17.143466291388904,20.340550719803442,0.5269527435302734,22.397473228280433
37,CURRENT100,PS,184,200,92.0,100,0,147,200,147,3,151,204,57,1.3217306555551476,0.3484427332878113,4.656560325622559,5.4379406452178936,9.913839178085324,0.0011480414541438222,12.316439628601074,7.936780661940575,7.574838638305664,13.288275146484374,14.804282808303833,18.886674442291255,0.6659284830093384,22.18589210510254,6.615050006385427,6.592485975474119,12.196053269505502,14.179499699175354,18.77232863787561,-7.569992423057556,22.177374973893166
37,CURRENT100,NS,730,1000,73.0,100,0,163,1000,74,163,172,1010,0,7.784830622479785,7.636752605438232,13.391799926757812,14.785723114013669,17.303437118530272,0.0018353299237787724,19.239910125732422,4.801562911672052,4.26391863822937,9.494155883789062,11.31351022720337,14.227196826934813,0.003653876017779112,16.887968063354492,2.9832677108077332,2.920878291130066,9.530282068252564,11.192434135079383,14.675111081302164,-14.40445515140891,18.188274085521698
38,CURRENT100,RS,100,100,100.0,100,0,98,100,98,0,98,100,98,0.11543985952841468,0.01747479196637869,0.1091484032571316,0.2967720210552212,3.140739128589633,0.0001472126314183697,3.6767659187316895,10.503995280265809,10.561962604522705,14.989519500732422,15.981260633468626,21.13494150161744,4.483985424041748,22.611234664916992,10.388555420737394,10.500033428892493,14.978238747367868,15.978805486380585,21.117471315820158,0.8072195053100586,22.611087452285574
38,CURRENT100,PS,176,200,88.0,100,0,131,200,131,8,131,200,49,1.895636107681712,0.5616479516029358,5.938580036163328,9.002844715118409,11.291434001922596,0.000163541772053577,15.249808311462402,7.662405981682241,7.712228536605835,11.99334373474121,13.763998985290527,16.85182655334472,0.06454148143529892,19.294063568115234,5.766769874000529,5.3830892303958535,11.73815234452486,13.518428767332804,16.85151652327345,-8.569453239440918,19.289761630818248
38,CURRENT100,NS,761,1000,76.1,100,0,181,1000,60,181,181,1000,0,8.270716594946105,8.35256052017212,14.010727214813233,15.777886247634886,18.833820667266846,0.0018413984216749668,21.481353759765625,4.929745364877628,4.35868763923645,10.011355876922607,11.381082057952879,13.768039226531982,0.0023606547620147467,19.093482971191406,3.340971230068477,3.191802978515625,9.519885373115542,11.30274374485015,13.974661807790397,-12.250079810619354,20.225465774536133
39,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,100,101,99,0.07348913148860448,0.014294665306806564,0.1048586353659631,0.18898420259356488,0.8848156392574418,0.0006291079334914684,2.9653708934783936,10.479654729366302,10.617174625396729,14.350919437408448,14.660850048065186,17.015249271392836,3.4013993740081787,19.611440658569336,10.406165597877697,10.569863872602582,14.347653275937773,14.653331539826468,16.995528755071586,1.6511385440826416,19.607494877185673
39,CURRENT100,PS,177,200,88.5,100,0,124,200,124,5,126,202,44,1.8152811743516941,0.48249420523643494,5.378603744506835,6.672662568092334,10.519959764480587,0.0013000854523852468,14.06981086730957,8.0023790204525,7.978848457336426,12.321522331237793,13.43363752365112,16.522764015197737,0.8727726936340332,19.706762313842773,6.187097846100805,6.56841716170311,11.742575052008032,13.341225941764423,16.502425286211054,-7.081830739974976,19.699020627886057
39,CURRENT100,NS,734,1000,73.4,100,0,176,1000,86,176,196,1020,0,8.044947640494444,8.127105236053467,13.556112289428713,14.988771533966064,17.127577152252197,0.009178821928799152,22.42084503173828,4.831625171289313,4.473106622695923,9.453255939483643,11.0108853816986,13.347259006500243,0.002523097675293684,17.36269187927246,3.21332246920513,3.0773909091949463,10.225312113761902,12.108545069396495,15.735295962146482,-13.921784922480583,22.386882215738297
40,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,99,100,99,0.06812795615813229,0.014980253763496876,0.07998559549450883,0.20109034627676,0.31582035452128987,0.000602421467192471,3.2818922996520996,10.928805863857269,10.75350570678711,14.834602451324468,16.216075325012206,18.431653270721437,3.909649133682251,18.611913681030273,10.860677907699136,10.727866069413722,14.80807512160391,16.164921892009442,18.41519117734628,3.363314628601074,18.610240786569193
40,CURRENT100,PS,193,200,96.5,100,0,133,200,133,2,133,200,49,1.396236750918615,0.49645358324050903,4.267159271240232,6.080957937240596,8.185213346481321,0.0006905793561600149,10.076716423034668,8.294553319960833,8.234385967254639,12.168807125091552,14.37063889503479,17.84089178085327,0.4105795919895172,18.509746551513672,6.898316569042217,6.7457597479224205,11.828541965410112,14.130620364192874,17.779662702567872,-4.491918563842773,18.483826104551554
40,CURRENT100,NS,658,1000,65.8,100,0,134,1000,63,134,144,1010,0,7.842533616934903,7.95352029800415,13.581619930267335,14.964980936050415,16.909556255340576,0.009811864234507084,30.927093505859375,5.747500943132444,5.477753400802612,10.763057327270507,12.20487413406372,14.641669511795044,0.0019961923826485872,27.80965805053711,2.09503267380246,2.0940136909484863,8.892941284179688,10.831919151544568,14.956070728013291,-13.653297066688538,17.074195431545377
41,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.0852491521416232,0.01736348494887352,0.10164559558033982,0.1924344852566718,2.0042099285125743,0.0010271755745634437,2.1803793907165527,10.738254446983337,10.25880479812622,15.769437885284432,17.78762540817261,20.753386287689214,3.4766173362731934,21.61904525756836,10.653005294841714,10.22281794808805,15.75916822645814,17.776201541814952,20.74797813571175,3.4108487218618393,21.618018081993796
41,CURRENT100,PS,185,200,92.5,100,0,140,200,140,3,144,204,58,1.6002276773712218,0.482805997133255,5.165078258514402,7.2041110515594475,8.940517187118518,0.00017355366435367614,10.50779914855957,8.040260169804096,7.605969190597534,12.668291187286377,14.273703193664542,18.507907066345204,0.6422359347343445,20.666656494140625,6.4400324924328745,6.563238829374313,12.408732618391513,14.159640140831469,18.505363203007718,-5.345417022705078,20.66496741445735
41,CURRENT100,NS,736,1000,73.6,100,0,208,1000,54,208,208,1000,0,8.129446581875905,7.903235197067261,13.502027320861817,14.7883608341217,17.810080242156978,0.0018756669014692307,20.300691604614258,4.921701225993689,4.526890754699707,9.849688053131104,11.144673824310303,14.225176906585691,0.005898450035601854,17.628416061401367,3.207745355882216,3.0020461082458496,9.462196958065034,11.66192766278982,15.646917673796414,-15.20181486196816,18.228595733642578
42,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,100,101,99,0.06129198312803055,0.016637939028441906,0.10121689364314085,0.14179656505584715,0.6170157659053886,0.000192504478036426,2.235248565673828,10.641352033615112,10.005293369293213,15.407892322540285,18.178209209442134,22.102100677490238,2.994988203048706,23.125009536743164,10.580060050487083,9.950540807330981,15.361065338272605,18.174890082702035,22.09941608303358,2.8984032720327377,23.124817032265128
42,CURRENT100,PS,176,200,88.0,100,0,126,200,126,8,128,202,46,1.6984649479282963,0.42443762719631195,5.512812137603759,7.378956651687614,10.131655511856064,0.00032014489988796413,11.950984954833984,7.867153166383505,7.518102169036865,12.71083173751831,15.006870269775387,19.971670627593994,0.37042874097824097,21.151151657104492,6.168688218455209,6.233024091459811,12.118382514547557,13.513354778918435,19.968703488938043,-8.833477318286896,21.150831512204604
42,CURRENT100,NS,716,1000,71.6,100,0,149,1000,60,149,158,1010,0,8.200521805475466,8.127110958099365,13.70327844619751,15.549016380310057,19.190129928588867,0.004697003401815891,22.457115173339844,5.458987049829099,5.197383403778076,10.665409183502199,12.340877819061278,15.089412145614624,0.0012960376916453242,19.952722549438477,2.7415347556463674,2.5186357498168945,9.292892503738404,11.032914078980676,14.625246417075394,-14.157710362225771,20.567520022392273
43,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.08495498448726721,0.014954423997551203,0.10190175548195858,0.4093093052506445,1.4900136327743558,0.00012492353562265635,2.043942451477051,10.888639459609985,10.102414608001709,15.570195293426515,19.232171154022218,22.480678901672366,3.3237552642822266,22.743560791015625,10.803684475122719,10.033436901518144,15.56593096824363,19.23020839880337,22.47593235150562,2.856680989265442,22.742295708158053
