arm,batch,scope,metric,numerator,denominator,rate,request_denominator,pair_strict_num,ties,bit_order_sha256,new_nll_prompt_n,new_nll_prompt_mean,new_nll_prompt_median,new_nll_prompt_q25,new_nll_prompt_q75,new_nll_prompt_p90,new_nll_prompt_max,new_nll_request_n,new_nll_request_mean,new_nll_request_median,new_nll_request_q25,new_nll_request_q75,new_nll_request_p90,new_nll_request_max,new_strict_num,new_strict_den,new_token_correct,new_token_den,true_nll_prompt_n,true_nll_prompt_mean,true_nll_prompt_median,true_nll_prompt_q25,true_nll_prompt_q75,true_nll_prompt_p90,true_nll_prompt_max,true_nll_request_n,true_nll_request_mean,true_nll_request_median,true_nll_request_q25,true_nll_request_q75,true_nll_request_p90,true_nll_request_max,true_strict_num,true_strict_den,true_token_correct,true_token_den,margin_prompt_n,margin_prompt_mean,margin_prompt_median,margin_prompt_q25,margin_prompt_q75,margin_prompt_p90,margin_prompt_max,margin_request_n,margin_request_mean,margin_request_median,margin_request_q25,margin_request_q75,margin_request_p90,margin_request_max,arm_display_label,validation_origin,new_nll_prompt_p99,new_nll_request_p99,true_nll_prompt_p99,true_nll_request_p99,margin_prompt_p99,margin_request_p99,source_arm
MEMIT_BLUE(L4+L8),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,RS,995,1000,0.995,1000,995,0,ccf39e4462f2b2d89c1d20e20501521cfea5781fde1fa81528cb07109873182b,1000,0.12002665494658277,0.0029639146523550153,0.0009676601184764877,0.008539526956155896,0.02569649945944549,20.269760131835938,1000,0.12002665494658277,0.0029639146523550153,0.0009676601184764877,0.008539526956155896,0.02569649945944549,20.269760131835938,987,1000,1002,1015,1000,13.650864624500274,13.217703819274902,10.425394058227539,16.69883680343628,19.803516960144044,30.551969528198242,1000,13.650864624500274,13.217703819274902,10.425394058227539,16.69883680343628,19.803516960144044,30.551969528198242,0,1000,11,1011,1000,13.530837969553692,13.120655099861324,10.406912705399009,16.66577426943695,19.800998600223103,30.5518679670422,1000,13.530837969553692,13.120655099861324,10.406912705399009,16.66577426943695,19.800998600223103,30.5518679670422,MEMIT_BLUE(L4+L8),REUSED_V3_AGGREGATE,,,,,,,MEMIT_ORIGINAL
MEMIT_BLUE(L4+L8),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,PS,1899,2000,0.9495,1000,920,0,dae79722eb5485cd67a0392cf0dbc5269f6ca8a8a524882d51f272266ae4e000,2000,1.6881942977065683,0.3392350673675537,0.027004838455468416,2.440397560596466,5.395353651046757,16.688629150390625,1000,1.6881942977065683,0.850927053950727,0.11003563553094864,2.48108297662111,4.330462357401848,14.708237171173096,1302,2000,1331,2030,2000,10.182659175381996,9.97465705871582,7.168361783027649,12.918355703353882,15.75098562240601,27.55674934387207,1000,10.182659175381996,9.973443269729614,7.579158067703247,12.626396179199219,15.088358497619629,24.29331684112549,23,2000,44,2022,2000,8.494464877675428,8.526216745376587,5.013088881969452,11.804911030456424,15.280753668342369,27.554676060797647,1000,8.494464877675428,8.454243819229305,5.394635543227196,11.579151503072353,14.405535896382935,24.290705483406782,MEMIT_BLUE(L4+L8),REUSED_V3_AGGREGATE,,,,,,,MEMIT_ORIGINAL
MEMIT_BLUE(L4+L8),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,NS,8507,10000,0.8507,1000,495,0,7d47b9e9a2b7c81fd60b2df3c413a368583d65e03f65ed0a73d6c6582820b93f,10000,10.192246626004332,10.19041109085083,7.5359450578689575,12.768502473831177,15.159381294250489,27.93712615966797,1000,10.192246626004332,10.104774145036934,8.00864456295967,12.12400941848755,14.054741382226348,21.560304832458495,152,10000,295,10150,10000,5.156779767946911,4.572336912155151,1.9372559785842896,7.718093514442444,10.645475864410402,25.372365951538086,1000,5.156779767946911,4.917690408229827,3.3750720624811947,6.774754220247269,8.570243577957154,16.682449722290038,2024,10000,2134,10110,10000,-5.035466858057422,-5.0278239250183105,-8.560011366382241,-1.7195498943328857,1.19308819770813,23.097481140168384,1000,-5.035466858057422,-4.993410977668828,-7.710455063078553,-2.367324929311872,-0.39646103262901294,6.893803882598877,MEMIT_BLUE(L4+L8),REUSED_V3_AGGREGATE,,,,,,,MEMIT_ORIGINAL
AlphaEdit_BLUE(L4+L8),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,RS,997,1000,0.997,1000,997,0,824567b1b53cda7cc32508056019cef0269c5af7844967d1ee6268b74a43ef4e,1000,0.04635484112659833,0.0012496646959334612,0.0005661732429871336,0.0024874837836250663,0.004786497633904219,20.734928131103516,1000,0.04635484112659833,0.0012496646959334612,0.0005661732429871336,0.0024874837836250663,0.004786497633904219,20.734928131103516,997,1000,1012,1015,1000,14.51155035161972,14.463168144226074,11.514350891113281,17.25280523300171,19.630774688720706,28.9539794921875,1000,14.51155035161972,14.463168144226074,11.514350891113281,17.25280523300171,19.630774688720706,28.9539794921875,0,1000,11,1011,1000,14.465195510493123,14.457345320552122,11.486409942386672,17.236800102866255,19.63032054512587,28.95350765393232,1000,14.465195510493123,14.457345320552122,11.486409942386672,17.236800102866255,19.63032054512587,28.95350765393232,AlphaEdit_BLUE(L4+L8),REUSED_V3_AGGREGATE,,,,,,,AlphaEdit_ORIGINAL
AlphaEdit_BLUE(L4+L8),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,PS,1939,2000,0.9695,1000,952,0,15c4210085d2c4f9f54890cb12e7f03ce4a28c6afed4a398be357c5026ff7f52,2000,1.5275426892170636,0.300677090883255,0.0313324760645628,2.192783296108246,5.0635545730590845,16.637474060058594,1000,1.5275426892170636,0.7199627961963415,0.09724331687903032,2.380036359652877,3.969383752346039,12.223012447357178,1347,2000,1376,2030,2000,10.143880024138838,10.02944564819336,7.46662962436676,12.60116982460022,15.048765563964844,24.80020523071289,1000,10.143880024138838,9.97143268585205,7.741133272647858,12.294238567352295,14.827439165115356,24.25887107849121,14,2000,35,2022,2000,8.616337334921775,8.568411476910114,5.624834580346942,11.552091328427196,14.422145252896009,24.77887685596943,1000,8.616337334921775,8.640499704517424,5.817915249615908,11.203647656366229,13.848989663436079,24.257288221735507,AlphaEdit_BLUE(L4+L8),REUSED_V3_AGGREGATE,,,,,,,AlphaEdit_ORIGINAL
AlphaEdit_BLUE(L4+L8),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,NS,8057,10000,0.8057,1000,406,0,9f36c9d079ea899275b0c08efade1c996fcf52ff64ab3d3d83d7c5011254fe19,10000,9.266179020602484,9.278098106384277,6.66575825214386,11.885095119476318,14.1648907661438,25.826013565063477,1000,9.266179020602486,9.132082200050354,7.2085061311721805,11.27590674161911,12.835829572677612,21.61388111114502,246,10000,389,10150,10000,5.3222279921894255,4.836704254150391,2.2640098333358765,7.8410564661026,10.585048389434816,23.335926055908203,1000,5.322227992189425,5.188502931594849,3.5412199359387158,6.986612075567246,8.502414412498474,12.692278003692627,1814,10000,1924,10110,10000,-3.9439510284130592,-3.968430519104004,-7.230929315090179,-0.8877399563789368,2.0595669746398944,19.028145603399025,1000,-3.9439510284130592,-3.8603663802146913,-6.304840478859842,-1.4624008500642958,0.3454527187347423,6.933492994308471,AlphaEdit_BLUE(L4+L8),REUSED_V3_AGGREGATE,,,,,,,AlphaEdit_ORIGINAL
MEMIT_BLUE(L4-only),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,RS,968,1000,0.968,1000,968,0,61d9d12ec015340fe906e27d13aff686689b3bcbe1e456f7386ddee3078969fc,1000,0.3105520493003132,0.0067013169173151255,0.0026564449071884155,0.024276810698211193,0.15355086922645572,14.972996711730957,1000,0.3105520493003132,0.0067013169173151255,0.0026564449071884155,0.024276810698211193,0.15355086922645572,14.972996711730957,947,1000,962,1015,1000,11.723900742878206,11.693735122680664,8.846630573272705,14.673265218734741,17.195265769958496,25.004352569580078,1000,11.723900742878206,11.693735122680664,8.846630573272705,14.673265218734741,17.195265769958496,25.004352569580078,14,1000,25,1011,1000,11.413348693577893,11.620236198417842,8.749896372202784,14.593230155616766,17.17382197212428,25.00392684462713,1000,11.413348693577893,11.620236198417842,8.749896372202784,14.593230155616766,17.17382197212428,25.00392684462713,MEMIT_BLUE(L4-only),REUSED_V3_AGGREGATE,,,,,,,MEMIT_L4_ONLY
MEMIT_BLUE(L4-only),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,PS,1812,2000,0.906,1000,867,0,9bb37c27e5850510017b9dc0fc67caf89a30e5469a20b03c787b52261949d6f0,2000,2.3579263437474003,0.8419174253940582,0.09151427820324898,3.7083457112312317,7.193029403686528,17.864299774169922,1000,2.3579263437474003,1.4387068152427673,0.22321316483430564,3.58386766910553,6.0234626054763805,17.401363372802734,1113,2000,1142,2030,2000,8.77250103258784,8.700240135192871,6.064635396003723,11.299053430557251,13.836935997009277,22.601585388183594,1000,8.77250103258784,8.618504881858826,6.455028712749481,11.052682876586914,13.30394344329834,21.884721755981445,34,2000,55,2022,2000,6.414574688840439,6.65863461792469,3.158881187438965,9.853261612355709,12.649917487800124,22.553383201360703,1000,6.414574688840439,6.673389026429504,3.5337142795324326,9.425896189932246,12.195490284450353,21.845184840261936,MEMIT_BLUE(L4-only),REUSED_V3_AGGREGATE,,,,,,,MEMIT_L4_ONLY
MEMIT_BLUE(L4-only),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,NS,8582,10000,0.8582,1000,505,0,d68606dbf2626baea2609d33e99706e31887c30cca9074a558f9ba0a7036dfed,10000,10.137400919447385,10.051749229431152,7.514504909515381,12.6378333568573,15.01719331741333,24.737985610961914,1000,10.137400919447385,9.860761618614196,8.049005216360092,12.122777223587036,13.939287672042848,21.423568344116212,110,10000,251,10150,10000,5.052898824816308,4.584878921508789,1.9408252239227295,7.557415127754211,10.362870979309083,21.187973022460938,1000,5.052898824816308,4.86423507668078,3.2900774538517,6.724576298892498,8.296693226099014,12.432740020751954,2046,10000,2156,10110,10000,-5.084502094631078,-5.019954204559326,-8.378721237182617,-1.7639517784118652,0.9033822536468542,14.86607468337752,1000,-5.084502094631078,-5.062302736006677,-7.573852576687932,-2.4122954003512858,-0.6477533793449399,5.0620126008987425,MEMIT_BLUE(L4-only),REUSED_V3_AGGREGATE,,,,,,,MEMIT_L4_ONLY
AlphaEdit_BLUE(L4-only),10,CHECKPOINT_FINAL_W_ON_ALL_SEEN_REQUESTS,RS,998,1000,0.998,1000,998,0,1cc8f7c862e872d70fb66961fe377acd775f5286707424006ed064bc7a145ec8,1000,0.03190484238398858,0.0011623300379142165,0.0005652796535287052,0.0024444659939035773,0.0047913619317114355,6.699726104736328,1000,0.03190484238398858,0.0011623300379142165,0.0005652796535287052,0.0024444659939035773,0.0047913619317114355,6.699726104736328,995,1000,1010,1015,1000,14.5287674780488,14.464827537536621,11.471707105636597,17.35404920578003,19.658075523376468,26.546348571777344,1000,14.5287674780488,14.464827537536621,11.471707105636597,17.35404920578003,19.658075523376468,26.546348571777344,2,1000,13,1011,1000,14.496862635664813,14.463486472493969,11.46943299769191,17.351923343667295,19.655976701955662,26.546184434060706,1000,14.496862635664813,14.463486472493969,11.46943299769191,17.351923343667295,19.655976701955662,26.546184434060706,AlphaEdit_BLUE(L4-only),REUSED_V3_AGGREGATE,,,,,,,AlphaEdit_L4_ONLY
