batch,compute_z,solve_calls,history_append_passes,layer_history_updates,edit_seconds,target_seconds,key_seconds,solve_seconds,evaluation_seconds,peak_gpu_allocated_bytes,key_calls,actual_Adam,loss_evaluations,purewriter,checkpoint_IO
17,100,5,1,5,140.76883870270103,92.69075170345604,38.342818109318614,0.597996149212122,59.53724626544863,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
18,100,5,1,5,129.28335494268686,83.48962447419763,36.383428152650595,0.5982586592435837,64.11710495501757,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
19,100,5,1,5,140.8312530424446,93.20631481148303,37.43113111332059,0.5986601309850812,78.83931885566562,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
20,100,5,1,5,134.15018242318183,86.27501111477613,36.73122408054769,0.5982908448204398,345.97387421131134,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
21,100,5,1,5,137.34001562558115,88.17555659543723,37.9313449151814,0.5986924842000008,71.92568357475102,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
22,100,5,1,5,136.4893794665113,88.21751729864627,37.25331422500312,0.5983291594311595,76.00738897267729,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
23,100,5,1,5,136.02473211474717,87.95380214881152,37.54786823503673,0.5985067943111062,69.9108695005998,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
24,100,5,1,5,143.93356370460242,92.22684710007161,38.29982528369874,0.5981752322986722,69.42912448663265,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
25,100,5,1,5,122.95262418221682,76.30803585983813,36.80371136777103,0.5973009075969458,63.1972079873085,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
26,100,5,1,5,130.87893965095282,83.65280496329069,36.52479334175587,0.5971757341176271,66.12503644730896,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
27,100,5,1,5,129.48298022150993,82.55070037860423,37.095315949991345,0.5982997622340918,67.5716443946585,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
28,100,5,1,5,126.26350657176226,77.64678520802408,38.711598094552755,0.5975398980081081,63.84584076330066,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
29,100,5,1,5,126.83945187740028,79.67815318703651,37.26380452979356,0.5982465939596295,80.92782166879624,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
30,100,5,1,5,123.165632635355,76.96907449327409,36.28112308960408,0.5980383204296231,502.77100747823715,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
31,100,5,1,5,117.93798513244838,70.86419381946325,37.22281009051949,0.5984251126646996,84.68919251486659,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
32,100,5,1,5,136.28454331774265,86.64340855367482,39.43135482259095,0.5982935251668096,85.31729626934975,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
33,100,5,1,5,120.8849591743201,73.25670315418392,37.818540308624506,0.5981390522792935,85.70429610740393,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
34,100,5,1,5,127.27391394041479,80.03956783004105,37.321409496478736,0.5982645768672228,88.30533478595316,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
35,100,5,1,5,127.24119557719678,81.51143807917833,35.90343270357698,0.5982741862535477,89.19355697091669,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
36,100,5,1,5,122.17055453080684,78.1300617614761,34.50267601478845,0.5985267693176866,90.12901657540351,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
37,100,5,1,5,116.25161499995738,70.26003081444651,36.24933632556349,0.5984164942055941,91.9000212866813,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
38,100,5,1,5,124.75897197704762,77.76945403311402,37.238896251656115,0.5981037653982639,90.99849600438029,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
39,100,5,1,5,116.78046737611294,69.91943822707981,36.83756404928863,0.5983275892212987,91.74908793251961,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
40,100,5,1,5,119.48463079426438,72.7575513292104,37.19290361460298,0.5986929563805461,655.3130628895015,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
41,100,5,1,5,114.33783936034888,67.76411195844412,36.692195805720985,0.5987326251342893,93.39158744737506,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
42,100,5,1,5,129.0465060872957,82.807482031174,36.560325670056045,0.5979248369112611,97.42920736223459,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
43,100,5,1,5,115.32683529052883,68.78418316319585,36.81320478115231,0.598745278082788,97.03566573560238,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
44,100,5,1,5,116.52829402685165,72.50873502902687,34.70608458202332,0.5984437111765146,96.43806833215058,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
45,100,5,1,5,112.42082116007805,67.25955619476736,35.50266592204571,0.5986873041838408,99.96676341816783,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
46,100,5,1,5,116.23633915930986,69.36835777014494,37.004576657898724,0.5988107426092029,98.72866261191666,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
47,100,5,1,5,127.4199955612421,81.44358393922448,35.79210673086345,0.5982624813914299,100.00804881192744,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
48,100,5,1,5,114.9112602006644,69.80289166327566,35.39807132165879,0.5984927685931325,102.6107296841219,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
49,100,5,1,5,119.85209297202528,71.70563929993659,37.95173893403262,0.5982131939381361,101.85597245115787,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
50,100,5,1,5,117.86156906280667,68.51452352665365,39.23650177102536,0.5984628656879067,811.1351263942197,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
51,100,5,1,5,114.76802252046764,69.76558526884764,34.8884957190603,0.5984778553247452,104.31646334566176,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
52,100,5,1,5,119.24668986536562,70.10535767767578,38.06357408501208,0.5981395049020648,96.12636941485107,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
53,100,5,1,5,112.28703779354692,65.67278857342899,35.46503502037376,0.5977216465398669,101.78694556187838,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
54,100,5,1,5,119.0442443266511,70.79625650495291,37.08765085879713,0.5976421684026718,106.54503921139985,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
55,100,5,1,5,116.98568476736546,70.39760336373001,36.017872084863484,0.5983657697215676,109.08778937719762,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
56,100,5,1,5,111.09978664107621,64.59560368955135,36.33785062003881,0.5984986955299973,110.77343251556158,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
57,100,5,1,5,122.64315690845251,71.3734964961186,39.64918401837349,0.5985789662227035,111.99921270739287,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
58,100,5,1,5,123.13657689467072,73.77835867088288,38.46423398796469,0.5984382759779692,114.7237329352647,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
59,100,5,1,5,114.7167600505054,66.74662805255502,37.285679219290614,0.5982820764183998,114.78827841486782,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
60,100,5,1,5,115.13388046715409,66.81461299676448,35.9945935131982,0.5981039199978113,965.8430136907846,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
61,100,5,1,5,114.167819224298,67.46344146225601,36.6346365744248,0.5978427166119218,105.82963583990932,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
62,100,5,1,5,121.78634438756853,71.84852988272905,39.25338597595692,0.5978187676519156,108.8190584583208,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
63,100,5,1,5,115.70586876571178,69.18238122574985,35.73606586176902,0.5982065834105015,119.51923659536988,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
64,100,5,1,5,115.14469464682043,64.28892408963293,37.597615274600685,0.5988068357110023,119.42036573868245,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
65,100,5,1,5,106.96844744402915,59.652729004621506,37.181365557946265,0.597811084240675,110.96567045152187,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
66,100,5,1,5,104.85665272548795,59.57099143974483,34.84696064982563,0.5983165530487895,131.03430750314146,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
67,100,5,1,5,115.38365547452122,67.14936343859881,36.81634308118373,0.5977906547486782,119.84374524001032,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
68,100,5,1,5,117.00476786773652,64.43952750787139,39.00806855969131,0.5981525452807546,118.02148555777967,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
69,100,5,1,5,110.19028212688863,62.18811555020511,37.52622785884887,0.5982419466599822,122.17417722847313,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
70,100,5,1,5,110.44285549595952,63.19377718586475,36.9064878243953,0.5986670712009072,1122.2346334559843,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
71,100,5,1,5,114.8882906222716,67.38347565662116,36.33339261356741,0.5981456767767668,117.03694077022374,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
72,100,5,1,5,109.58878384809941,59.58106776792556,38.46035184338689,0.59791424497962,120.07221821323037,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
73,100,5,1,5,110.31702022347599,63.58766778931022,36.24256500415504,0.5979050379246473,114.52967426273972,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
74,100,5,1,5,117.53283115290105,70.5272206980735,37.1088087214157,0.5979007659479976,119.16711861267686,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
75,100,5,1,5,112.6606933772564,66.68031898979098,36.271707685664296,0.5981663595885038,122.7202382888645,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
76,100,5,1,5,116.27854802645743,67.0119339749217,38.783684629015625,0.5980723900720477,122.93063888512552,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
77,100,5,1,5,113.88799948990345,68.4117722492665,35.21849140711129,0.5980439344421029,122.1708099283278,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
78,100,5,1,5,119.88663370069116,73.82323038112372,35.658631646074355,0.5981775503605604,124.01292659621686,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
79,100,5,1,5,113.07439756579697,63.63056047912687,37.04352780710906,0.598143975250423,134.7919613197446,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
80,100,5,1,5,105.75182692240924,58.92536996398121,37.235618012957275,0.598193297162652,1273.3412162726745,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
81,100,5,1,5,116.59758341312408,64.83165697194636,40.437099878676236,0.5987185696139932,129.61087869573385,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
82,100,5,1,5,113.48548674024642,65.00543235708028,38.36770360637456,0.5981547236442566,137.66071960981935,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
83,100,5,1,5,125.86941883619875,77.26316471304744,38.25437957048416,0.5982698481529951,135.65198924019933,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
84,100,5,1,5,125.71340883895755,75.75939028523862,38.52353183738887,0.598274203017354,135.79300841130316,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
85,100,5,1,5,104.49438504688442,57.44035953190178,36.77398647554219,0.5980544807389379,136.6713787075132,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
86,100,5,1,5,118.77607814781368,72.51139613240957,36.31257917638868,0.5984502611681819,137.76578492391855,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
87,100,5,1,5,112.47338301129639,67.6709572635591,34.98092550504953,0.5986775932833552,134.86641201283783,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
88,100,5,1,5,107.94121256656945,62.67575811780989,35.460005345754325,0.5980767570436001,135.15514880325645,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
89,100,5,1,5,123.41659439448267,75.87666740827262,37.55648544616997,0.5988811356946826,143.11946472525597,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
90,100,5,1,5,113.95030042342842,66.49506991356611,37.50582721736282,0.5984113262966275,1431.2734249830246,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
91,100,5,1,5,115.00336865056306,67.68631029874086,37.290706710889935,0.598293649032712,148.11625857185572,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
92,100,5,1,5,111.64888904523104,63.34922326635569,38.29949289467186,0.5987732941284776,150.08558137062937,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
93,100,5,1,5,104.62483329884708,58.44021493382752,36.77837617881596,0.5985505981370807,146.70356228295714,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
94,100,5,1,5,109.08069713693112,61.88694317638874,37.32942811585963,0.5984932836145163,151.94222895335406,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
95,100,5,1,5,106.16954746469855,58.41553364135325,38.687334408052266,0.5987499319016933,148.4377299780026,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
96,100,5,1,5,110.65070663858205,64.12207384873182,36.70098893903196,0.5982010774314404,151.53213781584054,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
97,100,5,1,5,115.83046688884497,67.65401700045913,37.89059507288039,0.59890928119421,155.59583968482912,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
98,100,5,1,5,102.64601235836744,57.43106126785278,35.73937441781163,0.5982961682602763,154.68877117615193,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
99,100,5,1,5,112.79751566424966,66.29623131267726,36.585543958470225,0.5982654597610235,157.52396336384118,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
100,100,5,1,5,110.10652196593583,62.005873166024685,38.29692045133561,0.598373674787581,1590.006245485507,37612267520,10,NOT_RECORDED,NOT_RECORDED,NOT_SEPARATED,NO_TENSOR_CP_USER_DIRECTED
