entry,arm,step,case_id,pre_edit_nll,post_edit_nll,actual_delta,nominal_prediction,corrected_prediction,projected_actual_prediction,prediction_error,worsened,improved,source,added_backward
Middle,H,3,14406,0.0029671266480969885,0.0029419073932028064,-2.5219254894182086e-05,-2.5364505557606246e-05,-2.5364505557606246e-05,-2.536451537971244e-05,1.4525066342415977e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,3,10173,0.013905414923404653,0.013652849670810005,-0.00025256525259464806,-0.000254725240783545,-0.000254725240783545,-0.00025472529694619157,2.159988188896926e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,3,4679,0.002826574956998229,0.002756109499993423,-7.046545700480598e-05,-7.138182296538663e-05,-7.138182296538663e-05,-7.138194709991566e-05,9.163659605806491e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,3,11368,0.0017751008466196558,0.0017670564896737535,-8.044356945902326e-06,-8.099260929656e-06,-8.099260929656e-06,-8.099295637766853e-06,5.4903983753673655e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,3,13460,0.001726139880095919,0.0017233441564409684,-2.795723654950514e-06,-2.7252828931132446e-06,-2.7252828931132446e-06,-2.7253248591581928e-06,-7.044076183726935e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,3,13158,0.0064405573648400605,0.006310656084679066,-0.0001299012801609942,-0.00013157339830575208,-0.00013157339830575208,-0.00013157362011501282,1.6721181447578728e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,3,13856,0.0021206387609709054,0.002091716140663872,-2.8922620307033405e-05,-2.930646403521331e-05,-2.930646403521331e-05,-2.93064591074404e-05,3.838437281799054e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,18246,0.0038561242205711705,0.0037598921335302293,-9.623208704094121e-05,-9.767004202537217e-05,-9.767004202537217e-05,-9.766991165683465e-05,1.4379549844309642e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,6208,0.00508516972574095,0.005038444418460131,-4.672530728081891e-05,-4.682755695656686e-05,-4.682755695656686e-05,-4.682760426033436e-05,1.0224967574795163e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17272,0.569052517414093,0.5069626420736313,-0.06208987534046173,-0.06481013212660691,-0.06481013212660691,-0.06481013110243637,0.002720256786145181,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,5149,0.0032884126218656697,0.0032460215831330665,-4.239103873260319e-05,-4.270182120948752e-05,-4.270182120948752e-05,-4.270181923342941e-05,3.107824768843278e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,16709,0.003243440306202198,0.0032279799537112317,-1.546035249096623e-05,-1.5459854240312715e-05,-1.5459854240312715e-05,-1.5459831287664764e-05,-4.982506535143366e-10,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17483,0.0049155473049419625,0.0049047241142640505,-1.082319067791191e-05,-1.0887259369459933e-05,-1.0887259369459933e-05,-1.088726133965476e-05,6.406869154802267e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,9090,0.1026422337939342,0.09648546700676282,-0.006156766787171378,-0.006330145900853508,-0.006330145900853508,-0.006330147455571248,0.0001733791136821301,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,4395,0.0016547184786759317,0.0016467705621228863,-7.947916553045385e-06,-7.958975973852285e-06,-7.958975973852285e-06,-7.958934999854163e-06,1.1059420806900058e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,14590,0.0027132287020018944,0.0027075893885921687,-5.6393134097256804e-06,-5.619790648049427e-06,-5.619790648049427e-06,-5.6198035708131245e-06,-1.9522761676253597e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,7812,0.001620372311056902,0.0016144802211783826,-5.892089878519304e-06,-6.202302785937535e-06,-6.202302785937535e-06,-6.202211133123455e-06,3.1021290741823134e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,821,0.0013069378037471324,0.001298410434780332,-8.527368966800399e-06,-8.549332599216603e-06,-8.549332599216603e-06,-8.549392977294527e-06,2.196363241620421e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,13931,0.002181504639641692,0.0021628322720061988,-1.8672367635493188e-05,-1.88318672241197e-05,-1.88318672241197e-05,-1.8831904037561957e-05,1.5949958862651354e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,11695,0.0032057885740262764,0.00319551199208945,-1.0276581936826453e-05,-1.0329780438438676e-05,-1.0329780438438676e-05,-1.0329809651985958e-05,5.3198501612222856e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,9277,0.0030720751189316315,0.0030623564768272145,-9.718642104417086e-06,-9.695769456198032e-06,-9.695769456198032e-06,-9.695718616429432e-06,-2.2872648219053853e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,19560,0.005402153668304284,0.005379275923284392,-2.2877745019892273e-05,-2.2945447331974937e-05,-2.2945447331974937e-05,-2.2945424699487422e-05,6.770231208266377e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,3,0.002775102213490754,0.0027641104146217304,-1.0991798869023576e-05,-1.1012924403325546e-05,-1.1012924403325546e-05,-1.1013010593680028e-05,2.1125534301969976e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,18963,0.0030278101500395382,0.003016537278502559,-1.1272871536979409e-05,-1.1352421897377708e-05,-1.1352421897377708e-05,-1.1352384360224721e-05,7.955036039829901e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17689,0.00033360433008056134,0.0003336639056215063,5.957554094493389e-08,5.5734629287625946e-08,5.5734629287625946e-08,5.5741012761571624e-08,3.840911657307946e-09,True,False,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,7702,0.007237038691528141,0.007200371435222526,-3.666725630561453e-05,-3.694027362975115e-05,-3.694027362975115e-05,-3.694022983237687e-05,2.7301732413662083e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,18857,0.0004895375168416649,0.0004888425319222733,-6.949849193915725e-07,-7.384386355251781e-07,-7.384386355251781e-07,-7.384362669283149e-07,4.345371613360559e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,3236,0.016095824190415442,0.014261466489794353,-0.001834357700621089,-0.001954597455471892,-0.001954597455471892,-0.0019545970880337814,0.00012023975485080324,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,5099,0.0010907072088836383,0.0010846346364511799,-6.072572432458401e-06,-6.151642071751205e-06,-6.151642071751205e-06,-6.151662780707635e-06,7.906963929280435e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,10315,0.10669616454591353,0.0919925255390505,-0.014703639006863028,-0.015722647878508,-0.015722647878508,-0.01572264691659947,0.0010190088716449698,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,10098,0.0006189228200431292,0.0006142776619526558,-4.645158090473391e-06,-4.729450882745449e-06,-4.729450882745449e-06,-4.729460442240394e-06,8.429279227205797e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,5617,0.0004884395748376846,0.00048798286782888073,-4.5670700880390226e-07,-4.891249417101245e-07,-4.891249417101245e-07,-4.891172856245934e-07,3.241793290622227e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17308,0.0015205890231300145,0.001512897084467113,-7.69193866290152e-06,-7.713509645661086e-06,-7.713509645661086e-06,-7.713460513694338e-06,2.1570982759564847e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,16643,0.002309026177196453,0.002300127807150905,-8.898370045547829e-06,-8.875855748167132e-06,-8.875855748167132e-06,-8.875829636842972e-06,-2.251429738069629e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,11354,0.0027153604314662516,0.002683140880738695,-3.221955072755644e-05,-3.2538152940927466e-05,-3.2538152940927466e-05,-3.253811367276085e-05,3.1860221337102763e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,14683,0.009205244792004425,0.009133478025129683,-7.176676687474168e-05,-7.216080798793359e-05,-7.216080798793359e-05,-7.216084229277264e-05,3.9404111319190835e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,11156,0.0032102230276602013,0.0031931956376259523,-1.702739003424901e-05,-1.7142426540759032e-05,-1.7142426540759032e-05,-1.714248172822023e-05,1.1503650651002208e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,6225,0.0003863949411121818,0.0003861963268718682,-1.9861424031358777e-07,-1.8174781429195426e-07,-1.8174781429195426e-07,-1.8176241731730597e-07,-1.686642602163351e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,18311,0.0014565218492255856,0.0014549944413981089,-1.5274078274767327e-06,-1.4963555125465202e-06,-1.4963555125465202e-06,-1.4963587218532674e-06,-3.105231493021246e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,2827,0.30820619470129407,0.28812952308605116,-0.020076671615242903,-0.02054108740870031,-0.02054108740870031,-0.020541089544855118,0.0004644157934574067,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,13137,0.004339297418482602,0.004329313485262295,-9.983933220306454e-06,-9.911713118352689e-06,-9.911713118352689e-06,-9.911665458060852e-06,-7.222010195376491e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17628,0.0010734235887260486,0.0010544547403696924,-1.896884835635615e-05,-1.9441140953638846e-05,-1.9441140953638846e-05,-1.9441179578958453e-05,4.7229259728269455e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,6125,0.0005652431718772277,0.0005641709406821368,-1.0722311950909233e-06,-1.1501486184422122e-06,-1.1501486184422122e-06,-1.1501455481004982e-06,7.791742335128883e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17930,0.0019888257569012544,0.001958115511418631,-3.071024548262358e-05,-3.1007958687009515e-05,-3.1007958687009515e-05,-3.100801398358819e-05,2.977132043859376e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,19191,0.002216094192893555,0.002213993400800973,-2.1007920925817346e-06,-2.0915722441798566e-06,-2.0915722441798566e-06,-2.0916338071683016e-06,-9.219848401878015e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,8223,0.0007406309014186263,0.0007377937363344245,-2.8371650842018425e-06,-2.871516794788851e-06,-2.871516794788851e-06,-2.8715258924911024e-06,3.435171058700865e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,9627,0.002361844623616586,0.0023473237718765936,-1.4520851739992409e-05,-1.4486090015591631e-05,-1.4486090015591631e-05,-1.4486210769706645e-05,-3.476172440077759e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,10783,0.0017745345442866285,0.0017651554371695966,-9.379107117031939e-06,-9.547365167689413e-06,-9.547365167689413e-06,-9.547345207188354e-06,1.682580506574744e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,21630,0.001088062960964938,0.0010861595316479604,-1.9034293169775153e-06,-1.919197173787731e-06,-1.919197173787731e-06,-1.9192265196740455e-06,1.5767856810215595e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,3485,0.001859019913050967,0.0018553774716565388,-3.6424413944282676e-06,-3.553281599830128e-06,-3.553281599830128e-06,-3.553292975895017e-06,-8.91597945981395e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,1684,0.001343126156522582,0.001341321204866593,-1.8049516559890365e-06,-1.8442786906934278e-06,-1.8442786906934278e-06,-1.8442522349234205e-06,3.932703470439134e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,7580,0.0027490235903921225,0.002741102788907786,-7.9208014843366e-06,-7.875156801355732e-06,-7.875156801355732e-06,-7.875107847167884e-06,-4.5644682980868514e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,12727,0.0006658165220869705,0.0006641885459733506,-1.6279761136198676e-06,-1.64503856806968e-06,-1.64503856806968e-06,-1.645029759305029e-06,1.7062454449812377e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,8776,0.0015989141829777507,0.00158746577896333,-1.1448404014420717e-05,-1.1514305443074588e-05,-1.1514305443074588e-05,-1.1514292119302174e-05,6.590142865387065e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,8823,0.0023441084194928408,0.0023393356435311334,-4.772775961707325e-06,-4.810683109097879e-06,-4.810683109097879e-06,-4.810678179179878e-06,3.7907147390554055e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,5771,0.0009631038992665708,0.0009606030071154237,-2.500892151147127e-06,-2.5986134338183134e-06,-2.5986134338183134e-06,-2.59863610037477e-06,9.77212826711862e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,18565,0.0025400200684089214,0.00253338636442398,-6.6337039849413346e-06,-6.5041461198606865e-06,-6.5041461198606865e-06,-6.5041786961411785e-06,-1.2955786508064806e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,7329,0.0016989108019818864,0.0016882696654647589,-1.06411365171275e-05,-1.0596927734497433e-05,-1.0596927734497433e-05,-1.0596898904183762e-05,-4.420878263006654e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,8098,0.0003681778956282263,0.0003678005887195468,-3.773069086794871e-07,-4.1196006587449155e-07,-4.1196006587449155e-07,-4.119594803356905e-07,3.465315719500443e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,14557,0.0011711289165153478,0.0011565784855823342,-1.4550430933013558e-05,-1.4673915087103191e-05,-1.4673915087103191e-05,-1.4673935375022468e-05,1.2348415408963268e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,16758,0.002208979936161389,0.0021892227620507283,-1.9757174110660806e-05,-1.991596320362345e-05,-1.991596320362345e-05,-1.9915867972610156e-05,1.5878909296264436e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,14438,0.0017903793680792055,0.001787900662748143,-2.4787053310624217e-06,-2.536795964482848e-06,-2.536795964482848e-06,-2.536784163174194e-06,5.809063342042621e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,3161,0.008870814189625282,0.008889176067896187,1.836187827090538e-05,1.864308820864573e-05,1.864308820864573e-05,1.8643082896217195e-05,-2.812099377403516e-07,True,False,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,4180,0.0034225401468574996,0.0034172967619573074,-5.243384900192275e-06,-5.230439993399479e-06,-5.230439993399479e-06,-5.230461945051e-06,-1.2944906792796122e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,7171,0.0013537308429173813,0.0013365849348095558,-1.7145908107825576e-05,-1.727436617277149e-05,-1.727436617277149e-05,-1.727437295390717e-05,1.2845806494591477e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17435,0.0019102549316206325,0.001906857784585251,-3.3971470353815186e-06,-3.4949888456967935e-06,-3.4949888456967935e-06,-3.4949484114618224e-06,9.784181031527496e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,6391,0.0010221541839806985,0.0010120738200688113,-1.0080363911887154e-05,-1.0132583710151243e-05,-1.0132583710151243e-05,-1.013256464472792e-05,5.2219798264088073e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17787,0.0010866108059417456,0.0010831581894308329,-3.452616510912776e-06,-3.6032285416230204e-06,-3.6032285416230204e-06,-3.603237312502817e-06,1.5061203071024443e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,10515,0.0011881403722024213,0.0011807430419139564,-7.397330288464897e-06,-7.517204693423018e-06,-7.517204693423018e-06,-7.517242906684182e-06,1.1987440495812154e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,11748,0.0023456535612543425,0.0023318621873234706,-1.379137393087192e-05,-1.385990931616669e-05,-1.385990931616669e-05,-1.3859894624016214e-05,6.853538529476936e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17389,0.0010051999003432381,0.0010046444828428018,-5.55417500436306e-07,-5.643391893326684e-07,-5.643391893326684e-07,-5.643298231597741e-07,8.921688896362384e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,10070,0.0007986233273792701,0.0007956888318100634,-2.934495569206666e-06,-3.0207161693314718e-06,-3.0207161693314718e-06,-3.020720208025357e-06,8.622060012480596e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,4792,0.0027893736065986254,0.0026411368550422294,-0.00014823675155639605,-0.00015344796830456156,-0.00015344796830456156,-0.00015344798411894988,5.2112167481655055e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,13386,0.002100678495480679,0.0020851763159347074,-1.5502179545971544e-05,-1.563087899148232e-05,-1.563087899148232e-05,-1.563096498533373e-05,1.2869944551077668e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,11178,0.6330825642338217,0.5322149022225252,-0.10086766201129649,-0.10763292590590454,-0.10763292590590454,-0.10763292852687509,0.006765263894608048,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,20771,0.0006129764587967657,0.0006118250433549596,-1.1514154418060816e-06,-1.0383068145387128e-06,-1.0383068145387128e-06,-1.0383148201028025e-06,-1.1310862726736879e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,21299,0.0009226845832017716,0.0009196883402182722,-2.9962429834994335e-06,-2.8988372391720783e-06,-2.8988372391720783e-06,-2.898862383500411e-06,-9.740574432735514e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,2908,0.000471109941524143,0.0004703355225501582,-7.744189739847815e-07,-7.483547543647329e-07,-7.483547543647329e-07,-7.483584149713956e-07,-2.606421962004862e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17068,0.0005541952220179761,0.0005539172367813687,-2.7798523660738355e-07,-2.2749939071377712e-07,-2.2749939071377712e-07,-2.2749837663141492e-07,-5.048584589360643e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,12230,0.0034906795869270963,0.0034878070000559096,-2.8725868711867476e-06,-2.992651219183448e-06,-2.992651219183448e-06,-2.9926674718579796e-06,1.2006434799670057e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,19068,0.014580911568676433,0.0145587504375726,-2.216113110383236e-05,-2.232027788189883e-05,-2.232027788189883e-05,-2.23201787897617e-05,1.5914677806647001e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,16823,0.002699445525649935,0.0026793645423216126,-2.0080983328322425e-05,-2.010167111833143e-05,-2.010167111833143e-05,-2.0101634732352903e-05,2.0687790009004422e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,2515,0.0014641560555901378,0.001461081012773017,-3.0750428171208953e-06,-3.1347401518346877e-06,-3.1347401518346877e-06,-3.1347452967669915e-06,5.969733471379244e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,1057,0.0018677649204619227,0.0018651671707630157,-2.59774969890692e-06,-2.5973505792210132e-06,-2.5973505792210132e-06,-2.5973517520918326e-06,-3.991196859068566e-10,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,13170,0.00031982654945750255,0.00032054145776783116,7.149083103286102e-07,7.075685072646345e-07,7.075685072646345e-07,7.07577783432879e-07,7.339803063975748e-09,True,False,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,20011,0.000506649914314039,0.000506431618608379,-2.1829570566000815e-07,-2.3382196419592374e-07,-2.3382196419592374e-07,-2.338378086862899e-07,1.5526258535915587e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,4087,0.0007183804142793331,0.0007171708178551246,-1.2095964242084777e-06,-1.217311958803371e-06,-1.217311958803371e-06,-1.217302723707602e-06,7.715534594893438e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,6438,0.0005959235519791641,0.0005954864803546419,-4.3707162452222715e-07,-4.373567028465455e-07,-4.373567028465455e-07,-4.3734872962700225e-07,2.850783243183249e-10,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,8334,0.0031513897120021284,0.003139111504424363,-1.2278207577765422e-05,-1.2374895169581333e-05,-1.2374895169581333e-05,-1.2374909901486358e-05,9.66875918159111e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,20902,0.0004514117354119662,0.0004537350663061564,2.323330894190179e-06,2.3457474249620587e-06,2.3457474249620587e-06,2.345756688960301e-06,-2.241653077187955e-08,True,False,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,5429,0.00017444604600314054,0.0001746049614060515,1.589154029109645e-07,1.8679561676614817e-07,1.8679561676614817e-07,1.8679120810997858e-07,-2.7880213855183668e-08,True,False,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,18611,0.0011189928821598492,0.0011160776969821502,-2.9151851776989483e-06,-2.866305554139542e-06,-2.866305554139542e-06,-2.8663316818647923e-06,-4.887962355940635e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17754,0.00714722244689862,0.007122674297230939,-2.4548149667680264e-05,-2.4763092881389808e-05,-2.4763092881389808e-05,-2.4762996722054702e-05,2.1494321370954446e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,17680,0.0006943546153100517,0.0006927467596445543,-1.6078556654973734e-06,-1.639010553915555e-06,-1.639010553915555e-06,-1.639002780718573e-06,3.11548884181815e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,850,0.0006823113459783295,0.0006812790476639444,-1.032298314385116e-06,-1.0822306641421256e-06,-1.0822306641421256e-06,-1.0822524283289385e-06,4.9932349757009513e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,5147,0.0004309120971205023,0.00043047516616449383,-4.369309560084975e-07,-4.457205777472745e-07,-4.457205777472745e-07,-4.4571830879861157e-07,8.789621738777018e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,15860,0.0055715649311120306,0.00552514533046633,-4.641960064570051e-05,-4.6698555159260894e-05,-4.6698555159260894e-05,-4.6698435816694825e-05,2.789545135603816e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,2475,0.00472391724664097,0.004653905789988736,-7.001145665223429e-05,-7.038743312015686e-05,-7.038743312015686e-05,-7.038748207007552e-05,3.7597646792257447e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,1740,0.0009009589217991257,0.0008957604974663506,-5.1984243327751756e-06,-5.1540716944601874e-06,-5.1540716944601874e-06,-5.154125615907322e-06,-4.435263831498814e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,20050,0.0015590112016070632,0.0015491157925377288,-9.895409069334395e-06,-9.94472755552811e-06,-9.94472755552811e-06,-9.944741870306599e-06,4.931848619371562e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,14406,0.0029419073932028064,0.00291763623439086,-2.427115881194642e-05,-2.4376744881433388e-05,-2.4376744881433388e-05,-2.437679006112688e-05,1.0558606948696736e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,10173,0.013652849670810005,0.013409267916964989,-0.00024358175384501558,-0.00024558051844446056,-0.00024558051844446056,-0.0002455805581042026,1.998764599444973e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,4679,0.002756109499993423,0.00268921743069465,-6.689206929877314e-05,-6.778245890681409e-05,-6.778245890681409e-05,-6.778239357338267e-05,8.903896080409519e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,11368,0.0017670564896737535,0.0017590319184819236,-8.024571191829867e-06,-7.940059338874385e-06,-7.940059338874385e-06,-7.94002062180049e-06,-8.451185295548197e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,13460,0.0017233441564409684,0.001720766498086353,-2.5776583546153163e-06,-2.555883699871363e-06,-2.555883699871363e-06,-2.5558768487863645e-06,-2.177465474395339e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,13158,0.006310656084679066,0.006185682645688455,-0.00012497343899061167,-0.00012661070968622844,-0.00012661070968622844,-0.00012661067465758477,1.6372706956167718e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,4,13856,0.002091716140663872,0.0020656618968738862,-2.6054243789985776e-05,-2.645266690129072e-05,-2.645266690129072e-05,-2.6452679943933494e-05,3.984231113049428e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,18246,0.0037598921335302293,0.003674113346884648,-8.577878664558147e-05,-8.697169361690707e-05,-8.697169361690707e-05,-8.69716653098341e-05,1.1929069713255961e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,6208,0.005038444418460131,0.004993595900790146,-4.4848517669985113e-05,-4.518363420707995e-05,-4.518363420707995e-05,-4.518370548676328e-05,3.351165370948369e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,17272,0.5069626420736313,0.45483714342117315,-0.052125498652458135,-0.05423606923196052,-0.05423606923196052,-0.05423606698329053,0.0021105705795023827,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,5149,0.0032460215831330665,0.003204944737566014,-4.107684556705271e-05,-4.136980779161535e-05,-4.136980779161535e-05,-4.136981727892115e-05,2.929622245626456e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,16709,0.0032279799537112317,0.003213410217237348,-1.4569736473883481e-05,-1.4573193636723568e-05,-1.4573193636723568e-05,-1.4573239129069672e-05,3.457162840086729e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,17483,0.0049047241142640505,0.0048938224208541214,-1.0901693409929095e-05,-1.0887721690809763e-05,-1.0887721690809763e-05,-1.0887701936819882e-05,-1.3971719119331485e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,9090,0.09648546700676282,0.09102106342713039,-0.005464403579632432,-0.005609542492058615,-0.005609542492058615,-0.0056095399788611035,0.00014513891242618274,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,4395,0.0016467705621228863,0.0016389613495751594,-7.80921254772693e-06,-7.884124517542979e-06,-7.884124517542979e-06,-7.884141551015063e-06,7.491196981604978e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,14590,0.0027075893885921687,0.0027019507348692664,-5.638653722902284e-06,-5.709294428541477e-06,-5.709294428541477e-06,-5.709308692531882e-06,7.064070563919347e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,7812,0.0016144802211783826,0.001607140254539748,-7.3399666386346745e-06,-7.518432512703519e-06,-7.518432512703519e-06,-7.518496430999747e-06,1.7846587406884488e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,821,0.001298410434780332,0.0012902994009588535,-8.111033821478486e-06,-8.187032918088826e-06,-8.187032918088826e-06,-8.187013190349083e-06,7.599909661033964e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Middle,H,5,13931,0.0021628322720061988,0.002144695201423019,-1.8137070583179593e-05,-1.8219503515921248e-05,-1.8219503515921248e-05,-1.8219529229851623e-05,8.243293274165514e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
