entry,arm,step,panel,metric,numerator,denominator,evaluation_resolution,evaluation_total_pairs,percent,new_nll_mean,new_nll_median,new_nll_p90,true_nll_mean,true_nll_median,true_nll_p90,margin_mean,margin_median,margin_p90,new_strict_numerator,new_token_numerator,new_token_denominator,true_strict_numerator,true_token_numerator,true_token_denominator
Middle,R,8,Current100,PS,197,200,Curve1100,1100,98.5,1.167245946250332,0.14458177983760834,3.78646066188812,10.612165279388428,10.50894546508789,15.156953048706054,9.444919333138095,9.47758013382554,15.086791530065238,150,151,202,0,6,206
Middle,R,8,Current100,RS,100,100,Curve1100,1100,100.0,0.0078891274878697,0.0013759201974608004,0.006187342898920179,14.380509829521179,14.129203796386719,19.892650794982913,14.37262070203331,14.126833630114561,19.891218417603525,100,101,101,0,3,103
Middle,R,8,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708587114736439,8.88749647140503,13.828966522216795,6.183137443223968,5.817455530166626,10.971568870544433,-2.5254496715124697,-2.5211039781570435,4.1074145317077635,10,10,202,19,25,206
Middle,R,8,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22717213664094743,0.005857443204149604,0.20310080051422139,12.72757666707039,12.895878314971924,17.824964714050296,12.500404530429442,12.502105735067744,17.804903897918123,97,98,101,0,3,103
Middle,R,8,Past100,NS,137,200,Curve1100,1100,68.5,7.979070567671442,8.221579551696777,12.426771640777588,6.061796905938536,5.8495330810546875,11.203910636901854,-1.9172736617329065,-2.0347119569778442,4.2393198847770694,8,10,202,23,29,206
Middle,R,8,Past100,RS,100,100,Curve1100,1100,100.0,0.027668031083230744,0.0024947371566668153,0.030496112443506744,13.630128197669983,13.181923389434814,18.530802917480475,13.602460166586752,13.181273116235388,18.53013171013445,99,100,101,0,3,103
Middle,EP,1,Current100,NS,141,200,Curve1100,1100,70.5,8.589048898965121,8.150857925415039,13.60588674545288,6.116000039689243,5.969209432601929,10.69583501815796,-2.4730488592758775,-2.732466220855713,4.383504509925841,7,8,202,19,25,206
Middle,EP,1,Current100,PS,197,200,Curve1100,1100,98.5,1.1786504433074152,0.15786567330360413,3.8174725532531713,10.585461201667785,10.451581954956055,15.12243070602417,9.40681075836037,9.450402384623885,15.078402329760138,150,151,202,0,6,206
Middle,EP,1,Current100,RS,100,100,Curve1100,1100,100.0,0.013154120860854164,0.0013871105038560927,0.006532150926068432,14.29511531352997,14.104897022247314,19.931917572021487,14.281961192669113,14.104420499119442,19.93045644781087,100,101,101,0,3,103
Middle,EP,1,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708286366406828,8.878412246704102,13.826955604553222,6.182498119429219,5.824228048324585,10.976803112030028,-2.5257882469776085,-2.5270423889160156,4.109662520885467,10,10,202,19,25,206
Middle,EP,1,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22739651670730382,0.005876580718904734,0.20403702706098578,12.724752353429794,12.89331865310669,17.823507499694827,12.497355836722491,12.496248660434503,17.803194004559195,97,98,101,0,3,103
Middle,EP,1,Past100,NS,137,200,Curve1100,1100,68.5,7.9791386717965365,8.22266960144043,12.425548362731933,6.061965014059097,5.848812103271484,11.207410430908203,-1.9171736577374394,-2.0382800102233887,4.239087390899658,8,10,202,23,29,206
Middle,EP,1,Past100,RS,100,100,Curve1100,1100,100.0,0.02777675060526235,0.0024928346974775195,0.030325972475111512,13.629085917472839,13.18336534500122,18.530537605285648,13.601309166867576,13.182713880916708,18.5298667198862,99,100,101,0,3,103
Middle,EP,2,Current100,NS,141,200,Curve1100,1100,70.5,8.588837632983923,8.151347160339355,13.606339931488035,6.116080002011731,5.9686830043792725,10.695615768432617,-2.4727576309721915,-2.732329845428467,4.382912522554397,7,8,202,19,25,206
Middle,EP,2,Current100,PS,197,200,Curve1100,1100,98.5,1.1762917923220084,0.15809083729982376,3.8105500221252413,10.589952365159988,10.47349214553833,15.101104831695556,9.41366057283798,9.449779906775802,15.076615907414816,150,151,202,0,6,206
Middle,EP,2,Current100,RS,100,100,Curve1100,1100,100.0,0.011901919906813418,0.0013850866816937923,0.0062885022256523385,14.311516246795655,14.127166271209717,19.918286705017092,14.299614326888841,14.124728487047832,19.91682800870622,100,101,101,0,3,103
Middle,EP,2,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708316124211997,8.88015079498291,13.827306461334226,6.182603751874995,5.8230226039886475,10.975917720794676,-2.5257123723370025,-2.5258007049560547,4.109148120880127,10,10,202,19,25,206
Middle,EP,2,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22734304976656858,0.0058730849996209145,0.20363820344209693,12.725257922410965,12.8941330909729,17.823941421508792,12.497914872644396,12.497377662512008,17.803677520417843,97,98,101,0,3,103
Middle,EP,2,Past100,NS,137,200,Curve1100,1100,68.5,7.979138331827707,8.222422122955322,12.425722789764404,6.061931139621883,5.848869562149048,11.206551456451415,-1.917207192205824,-2.037447452545166,4.239069628715515,8,10,202,23,29,206
Middle,EP,2,Past100,RS,100,100,Curve1100,1100,100.0,0.027761701151102897,0.002493072533980012,0.03035290054976943,13.629286046028136,13.183105945587158,18.53059692382813,13.601524344877035,13.182454660141957,18.529925871547317,99,100,101,0,3,103
Middle,EP,4,Current100,NS,141,200,Curve1100,1100,70.5,8.588602889850735,8.152097702026367,13.607132625579833,6.116201984276995,5.96851372718811,10.695292472839355,-2.472400905573741,-2.733102798461914,4.381838458776474,7,8,202,19,25,206
Middle,EP,4,Current100,PS,197,200,Curve1100,1100,98.5,1.1725789193823584,0.1479179561138153,3.7980587720870944,10.598241364955902,10.498980045318604,15.112618255615233,9.425662445573543,9.447914284653962,15.079774153244216,150,151,202,0,6,206
Middle,EP,4,Current100,RS,100,100,Curve1100,1100,100.0,0.010099533755201263,0.0013817534781992435,0.006279511423781515,14.33863687992096,14.127293109893799,19.90139389038086,14.328537346165758,14.124878121627262,19.8999421691522,100,101,101,0,3,103
Middle,EP,4,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708404429033399,8.883074283599854,13.827939414978026,6.182802361093927,5.82080864906311,10.974322700500487,-2.5256020679394715,-2.5237951278686523,4.108373165130615,10,10,202,19,25,206
Middle,EP,4,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22726646893475844,0.0058672192972153425,0.20346244275569936,12.726157310009002,12.895198345184326,17.824465942382815,12.498890841074244,12.499267021368723,17.8042837175497,97,98,101,0,3,103
Middle,EP,4,Past100,NS,137,200,Curve1100,1100,68.5,7.979121411307715,8.222031593322754,12.426030254364013,6.061875515505672,5.8491129875183105,11.205295944213866,-1.9172458958020433,-2.03620707988739,4.239123749732971,8,10,202,23,29,206
Middle,EP,4,Past100,RS,100,100,Curve1100,1100,100.0,0.02773032036086079,0.0024937860434874892,0.030406117253005533,13.629610795974731,13.182605266571045,18.53066368103028,13.601880475613871,13.181954278814374,18.529992569115716,99,100,101,0,3,103
Middle,EP,8,Current100,NS,141,200,Curve1100,1100,70.5,8.58844645410776,8.153249740600586,13.608583545684814,6.116343371095136,5.969622611999512,10.693888092041016,-2.4721030830126254,-2.7318291664123535,4.38040856719017,7,8,202,19,25,206
Middle,EP,8,Current100,PS,197,200,Curve1100,1100,98.5,1.1672448669568984,0.1445799097418785,3.7864684581756562,10.612165994644165,10.508944034576416,15.156954574584962,9.444921127687266,9.477645594626665,15.086789241246878,150,151,202,0,6,206
Middle,EP,8,Current100,RS,100,100,Curve1100,1100,100.0,0.00788899340594071,0.0013759201974608004,0.006187342898920179,14.380515704154968,14.12920331954956,19.892644500732423,14.372626710749028,14.126833153277403,19.891212135250683,100,101,101,0,3,103
Middle,EP,8,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708588268570601,8.887494087219238,13.828971958160398,6.183137418783735,5.817464828491211,10.97156181335449,-2.5254508497868664,-2.5211029052734375,4.107414650917053,10,10,202,19,25,206
Middle,EP,8,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22717202917796386,0.005857502575963736,0.20310307145118733,12.727576591968536,12.895875453948975,17.824975204467776,12.500404562790573,12.502080880396534,17.804914212501902,97,98,101,0,3,103
Middle,EP,8,Past100,NS,137,200,Curve1100,1100,68.5,7.979070544500137,8.22158670425415,12.4267746925354,6.061796603389085,5.849541664123535,11.203898620605468,-1.9172739411110524,-2.0347137451171875,4.239318084716797,8,10,202,23,29,206
Middle,EP,8,Past100,RS,100,100,Curve1100,1100,100.0,0.02766806012536108,0.0024947371566668153,0.030496679991483713,13.630129861831666,13.181930541992188,18.53082942962647,13.602461801706305,13.181280268792761,18.53015822228045,99,100,101,0,3,103
Early,H,1,Current100,NS,161,200,Curve1100,1100,80.5,8.838527710214258,8.68584680557251,13.165836143493653,5.210264991028234,4.68253493309021,10.00457706451416,-3.628262719186023,-3.5605506896972656,1.7786727905273434,2,2,202,41,47,206
Early,H,1,Current100,PS,196,200,Curve1100,1100,98.0,1.6205603802527184,0.17738479375839233,5.226986742019653,10.388180493116378,10.044150352478027,15.363652610778809,8.76762011286366,8.267425892874599,14.650424706761259,138,140,202,0,6,206
Early,H,1,Current100,RS,100,100,Curve1100,1100,100.0,0.0013806597842631163,0.0009284474654123187,0.0026381184346973923,14.665126132965089,14.838616371154785,19.378625106811526,14.663745473180825,14.836825220263563,19.37782489715319,100,101,101,0,3,103
Early,H,1,Fixed100,NS,165,200,Curve1100,1100,82.5,9.892097848011181,9.730403900146484,15.148575782775879,5.773140913794632,5.248318910598755,10.72618989944458,-4.118956934216548,-4.080678462982178,2.3158884048461914,5,5,202,28,34,206
Early,H,1,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05598641775912256,0.0020873198518529534,0.009051187615841637,14.060820784568786,14.39807939529419,19.424534034729003,14.004834366809664,14.392408491345122,19.423225403908873,99,100,101,0,3,103
Early,H,1,Past100,NS,160,200,Curve1100,1100,80.0,9.220022293180227,9.55556869506836,13.625380992889404,5.611316508557647,4.947434425354004,11.837695598602295,-3.60870578462258,-3.580955147743225,2.7244010925292965,1,7,206,34,36,202
Early,H,1,Past100,RS,100,100,Curve1100,1100,100.0,0.002331436336316983,0.0011744153453037143,0.004427213920280338,14.641623101234437,14.501564025878906,19.084926986694338,14.639291664898119,14.500279119994957,19.084585105328006,100,103,103,0,1,101
Early,H,2,Current100,NS,161,200,Curve1100,1100,80.5,8.840614008679985,8.687503337860107,13.166621494293214,5.20970664656721,4.681466579437256,10.006105041503906,-3.6309073621127754,-3.5582826137542725,1.7372061729431147,2,2,202,41,47,206
Early,H,2,Current100,PS,196,200,Curve1100,1100,98.0,1.619611736634688,0.17657575011253357,5.246054172515869,10.405689692497253,10.071686267852783,15.390475940704345,8.786077955862565,8.323900436982512,14.646415583475028,138,140,202,0,6,206
Early,H,2,Current100,RS,100,100,Curve1100,1100,100.0,0.0013230381591711193,0.000872290984261781,0.0025433108210563674,14.710197887420655,14.842218399047852,19.547933197021486,14.708874849261484,14.840457300073467,19.54711598951253,100,101,101,0,3,103
Early,H,2,Fixed100,NS,165,200,Curve1100,1100,82.5,9.89247991613578,9.731202602386475,15.148282146453857,5.772765289536328,5.248581647872925,10.724608516693115,-4.119714626599452,-4.084000110626221,2.3151691436767576,5,5,202,28,34,206
Early,H,2,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05598753081307223,0.0020866654813289642,0.009052770491689453,14.06142198085785,14.398476600646973,19.423108100891113,14.005434450044778,14.392804633651394,19.42179956100299,99,100,101,0,3,103
Early,H,2,Past100,NS,160,200,Curve1100,1100,80.0,9.22032490581274,9.554659366607666,13.628000545501708,5.611075738538057,4.951432943344116,11.837339210510253,-3.6092491672746836,-3.581543505191803,2.7221712112426752,1,7,206,34,36,202
Early,H,2,Past100,RS,100,100,Curve1100,1100,100.0,0.002329759522981476,0.0011741772177629173,0.004422763409093023,14.642140002250672,14.501682758331299,19.085662841796875,14.63981024272769,14.500398209667765,19.085321198764724,100,103,103,0,1,101
Early,H,4,Current100,NS,161,200,Curve1100,1100,80.5,8.84453331336379,8.68948745727539,13.16816520690918,5.208536675563082,4.6807568073272705,10.008675956726075,-3.6359966378007083,-3.5575103759765625,1.659836959838866,2,2,202,41,47,206
Early,H,4,Current100,PS,196,200,Curve1100,1100,98.0,1.6202208445203723,0.17552099376916885,5.2780369281768795,10.416707075834275,10.149631977081299,15.434018421173095,8.796486231313901,8.366410559043288,14.642018571298104,138,140,202,0,6,206
Early,H,4,Current100,RS,100,100,Curve1100,1100,100.0,0.0012487471326312516,0.00085680719348602,0.002386378403753043,14.768397521972656,14.849122047424316,19.611695671081545,14.767148774840026,14.84780803474132,19.61042870504316,100,101,101,0,3,103
Early,H,4,Fixed100,NS,165,200,Curve1100,1100,82.5,9.893499262789264,9.733304023742676,15.147321891784667,5.772208464496071,5.24873948097229,10.722820949554443,-4.1212907982931934,-4.086305618286133,2.3144337654113767,5,5,202,28,34,206
Early,H,4,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05601785819118959,0.0020847622072324157,0.009061207063496121,14.062714161872863,14.397964000701904,19.423600959777833,14.006696303681673,14.392366179847158,19.422293651092332,99,100,101,0,3,103
Early,H,4,Past100,NS,160,200,Curve1100,1100,80.0,9.220933332145215,9.552015781402588,13.630403995513916,5.61077247960493,4.957599878311157,11.836535358428954,-3.610160852540284,-3.5828604698181152,2.7190976142883296,1,7,206,34,36,202
Early,H,4,Past100,RS,100,100,Curve1100,1100,100.0,0.002326878455169208,0.0011734628351405263,0.004423926630988718,14.643127675056457,14.501833438873291,19.087453079223636,14.640800796601289,14.500549961638171,19.08711204395513,100,103,103,0,1,101
Early,H,8,Current100,NS,163,200,Curve1100,1100,81.5,8.85182316184044,8.693145275115967,13.170990943908691,5.206268614772707,4.681760787963867,10.014086437225341,-3.6455545470677317,-3.57368004322052,1.517720651626585,2,2,202,41,47,206
Early,H,8,Current100,PS,196,200,Curve1100,1100,98.0,1.6241570318775485,0.17193777859210968,5.278197240829467,10.429688842296601,10.174848079681396,15.493202018737792,8.805531810419051,8.385998340323567,14.666534037305974,138,140,202,0,6,206
Early,H,8,Current100,RS,100,100,Curve1100,1100,100.0,0.0011467962988535873,0.0008189302170649171,0.002135331346653403,14.847835369110108,14.8501558303833,19.671311950683595,14.846688572811253,14.847992499242537,19.670135481000763,100,101,101,0,3,103
Early,H,8,Fixed100,NS,165,200,Curve1100,1100,82.5,9.895519004184752,9.737837314605713,15.145650959014892,5.771141708733048,5.249869108200073,10.719851779937745,-4.124377295451705,-4.09066915512085,2.3117000102996825,5,5,202,28,34,206
Early,H,8,Fixed100,RS,100,100,Curve1100,1100,100.0,0.056094213758551635,0.002081490820273757,0.009082769509404906,14.065151562690735,14.397433280944824,19.424365043640137,14.009057348932183,14.39184006524738,19.42305994819035,99,100,101,0,3,103
Early,H,8,Past100,NS,160,200,Curve1100,1100,80.0,9.222053761631251,9.54847240447998,13.635413360595702,5.610210610106588,4.968740463256836,11.835182857513427,-3.611843151524663,-3.585959881544113,2.712268447875976,1,7,206,34,36,202
Early,H,8,Past100,RS,100,100,Curve1100,1100,100.0,0.0023219398446963167,0.0011716767912730575,0.004430905403569342,14.644727616310119,14.501974105834961,19.090878105163576,14.642405676465422,14.500692414469086,19.09053815432126,100,103,103,0,1,101
Early,R,1,Current100,NS,161,200,Curve1100,1100,80.5,8.838527710214258,8.68584680557251,13.165836143493653,5.210264991028234,4.68253493309021,10.00457706451416,-3.628262719186023,-3.5605506896972656,1.7786727905273434,2,2,202,41,47,206
Early,R,1,Current100,PS,196,200,Curve1100,1100,98.0,1.6205603802527184,0.17738479375839233,5.226986742019653,10.388180493116378,10.044150352478027,15.363652610778809,8.76762011286366,8.267425892874599,14.650424706761259,138,140,202,0,6,206
Early,R,1,Current100,RS,100,100,Curve1100,1100,100.0,0.0013806597842631163,0.0009284474654123187,0.0026381184346973923,14.665126132965089,14.838616371154785,19.378625106811526,14.663745473180825,14.836825220263563,19.37782489715319,100,101,101,0,3,103
Early,R,1,Fixed100,NS,165,200,Curve1100,1100,82.5,9.892097848011181,9.730403900146484,15.148575782775879,5.773140913794632,5.248318910598755,10.72618989944458,-4.118956934216548,-4.080678462982178,2.3158884048461914,5,5,202,28,34,206
Early,R,1,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05598641775912256,0.0020873198518529534,0.009051187615841637,14.060820784568786,14.39807939529419,19.424534034729003,14.004834366809664,14.392408491345122,19.423225403908873,99,100,101,0,3,103
Early,R,1,Past100,NS,160,200,Curve1100,1100,80.0,9.220022293180227,9.55556869506836,13.625380992889404,5.611316508557647,4.947434425354004,11.837695598602295,-3.60870578462258,-3.580955147743225,2.7244010925292965,1,7,206,34,36,202
Early,R,1,Past100,RS,100,100,Curve1100,1100,100.0,0.002331436336316983,0.0011744153453037143,0.004427213920280338,14.641623101234437,14.501564025878906,19.084926986694338,14.639291664898119,14.500279119994957,19.084585105328006,100,103,103,0,1,101
Early,R,2,Current100,NS,161,200,Curve1100,1100,80.5,8.840614008679985,8.687503337860107,13.166621494293214,5.20970664656721,4.681466579437256,10.006105041503906,-3.6309073621127754,-3.5582826137542725,1.7372061729431147,2,2,202,41,47,206
Early,R,2,Current100,PS,196,200,Curve1100,1100,98.0,1.619611736634688,0.17657575011253357,5.246054172515869,10.405689692497253,10.071686267852783,15.390475940704345,8.786077955862565,8.323900436982512,14.646415583475028,138,140,202,0,6,206
Early,R,2,Current100,RS,100,100,Curve1100,1100,100.0,0.0013230381591711193,0.000872290984261781,0.0025433108210563674,14.710197887420655,14.842218399047852,19.547933197021486,14.708874849261484,14.840457300073467,19.54711598951253,100,101,101,0,3,103
Early,R,2,Fixed100,NS,165,200,Curve1100,1100,82.5,9.89247991613578,9.731202602386475,15.148282146453857,5.772765289536328,5.248581647872925,10.724608516693115,-4.119714626599452,-4.084000110626221,2.3151691436767576,5,5,202,28,34,206
Early,R,2,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05598753081307223,0.0020866654813289642,0.009052770491689453,14.06142198085785,14.398476600646973,19.423108100891113,14.005434450044778,14.392804633651394,19.42179956100299,99,100,101,0,3,103
Early,R,2,Past100,NS,160,200,Curve1100,1100,80.0,9.22032490581274,9.554659366607666,13.628000545501708,5.611075738538057,4.951432943344116,11.837339210510253,-3.6092491672746836,-3.581543505191803,2.7221712112426752,1,7,206,34,36,202
Early,R,2,Past100,RS,100,100,Curve1100,1100,100.0,0.002329759522981476,0.0011741772177629173,0.004422763409093023,14.642140002250672,14.501682758331299,19.085662841796875,14.63981024272769,14.500398209667765,19.085321198764724,100,103,103,0,1,101
Early,R,4,Current100,NS,161,200,Curve1100,1100,80.5,8.84453331336379,8.68948745727539,13.16816520690918,5.208536675563082,4.6807568073272705,10.008675956726075,-3.6359966378007083,-3.5575103759765625,1.659836959838866,2,2,202,41,47,206
Early,R,4,Current100,PS,196,200,Curve1100,1100,98.0,1.6202208445203723,0.17552099376916885,5.2780369281768795,10.416707075834275,10.149631977081299,15.434018421173095,8.796486231313901,8.366410559043288,14.642018571298104,138,140,202,0,6,206
Early,R,4,Current100,RS,100,100,Curve1100,1100,100.0,0.0012487471326312516,0.00085680719348602,0.002386378403753043,14.768397521972656,14.849122047424316,19.611695671081545,14.767148774840026,14.84780803474132,19.61042870504316,100,101,101,0,3,103
Early,R,4,Fixed100,NS,165,200,Curve1100,1100,82.5,9.893499262789264,9.733304023742676,15.147321891784667,5.772208464496071,5.24873948097229,10.722820949554443,-4.1212907982931934,-4.086305618286133,2.3144337654113767,5,5,202,28,34,206
Early,R,4,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05601785819118959,0.0020847622072324157,0.009061207063496121,14.062714161872863,14.397964000701904,19.423600959777833,14.006696303681673,14.392366179847158,19.422293651092332,99,100,101,0,3,103
Early,R,4,Past100,NS,160,200,Curve1100,1100,80.0,9.220933332145215,9.552015781402588,13.630403995513916,5.61077247960493,4.957599878311157,11.836535358428954,-3.610160852540284,-3.5828604698181152,2.7190976142883296,1,7,206,34,36,202
Early,R,4,Past100,RS,100,100,Curve1100,1100,100.0,0.002326878455169208,0.0011734628351405263,0.004423926630988718,14.643127675056457,14.501833438873291,19.087453079223636,14.640800796601289,14.500549961638171,19.08711204395513,100,103,103,0,1,101
Early,R,8,Current100,NS,163,200,Curve1100,1100,81.5,8.85182316184044,8.693145275115967,13.170990943908691,5.206268614772707,4.681760787963867,10.014086437225341,-3.6455545470677317,-3.57368004322052,1.517720651626585,2,2,202,41,47,206
Early,R,8,Current100,PS,196,200,Curve1100,1100,98.0,1.6241570318775485,0.17193777859210968,5.278197240829467,10.429688842296601,10.174848079681396,15.493202018737792,8.805531810419051,8.385998340323567,14.666534037305974,138,140,202,0,6,206
Early,R,8,Current100,RS,100,100,Curve1100,1100,100.0,0.0011467962988535873,0.0008189302170649171,0.002135331346653403,14.847835369110108,14.8501558303833,19.671311950683595,14.846688572811253,14.847992499242537,19.670135481000763,100,101,101,0,3,103
Early,R,8,Fixed100,NS,165,200,Curve1100,1100,82.5,9.895519004184752,9.737837314605713,15.145650959014892,5.771141708733048,5.249869108200073,10.719851779937745,-4.124377295451705,-4.09066915512085,2.3117000102996825,5,5,202,28,34,206
Early,R,8,Fixed100,RS,100,100,Curve1100,1100,100.0,0.056094213758551635,0.002081490820273757,0.009082769509404906,14.065151562690735,14.397433280944824,19.424365043640137,14.009057348932183,14.39184006524738,19.42305994819035,99,100,101,0,3,103
Early,R,8,Past100,NS,160,200,Curve1100,1100,80.0,9.222053761631251,9.54847240447998,13.635413360595702,5.610210610106588,4.968740463256836,11.835182857513427,-3.611843151524663,-3.585959881544113,2.712268447875976,1,7,206,34,36,202
Early,R,8,Past100,RS,100,100,Curve1100,1100,100.0,0.0023219398446963167,0.0011716767912730575,0.004430905403569342,14.644727616310119,14.501974105834961,19.090878105163576,14.642405676465422,14.500692414469086,19.09053815432126,100,103,103,0,1,101
Early,EP,1,Current100,NS,161,200,Curve1100,1100,80.5,8.838527710214258,8.68584680557251,13.165836143493653,5.210264991028234,4.68253493309021,10.00457706451416,-3.628262719186023,-3.5605506896972656,1.7786727905273434,2,2,202,41,47,206
Early,EP,1,Current100,PS,196,200,Curve1100,1100,98.0,1.6205603802527184,0.17738479375839233,5.226986742019653,10.388180493116378,10.044150352478027,15.363652610778809,8.76762011286366,8.267425892874599,14.650424706761259,138,140,202,0,6,206
Early,EP,1,Current100,RS,100,100,Curve1100,1100,100.0,0.0013806597842631163,0.0009284474654123187,0.0026381184346973923,14.665126132965089,14.838616371154785,19.378625106811526,14.663745473180825,14.836825220263563,19.37782489715319,100,101,101,0,3,103
Early,EP,1,Fixed100,NS,165,200,Curve1100,1100,82.5,9.892097848011181,9.730403900146484,15.148575782775879,5.773140913794632,5.248318910598755,10.72618989944458,-4.118956934216548,-4.080678462982178,2.3158884048461914,5,5,202,28,34,206
Early,EP,1,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05598641775912256,0.0020873198518529534,0.009051187615841637,14.060820784568786,14.39807939529419,19.424534034729003,14.004834366809664,14.392408491345122,19.423225403908873,99,100,101,0,3,103
Early,EP,1,Past100,NS,160,200,Curve1100,1100,80.0,9.220022293180227,9.55556869506836,13.625380992889404,5.611316508557647,4.947434425354004,11.837695598602295,-3.60870578462258,-3.580955147743225,2.7244010925292965,1,7,206,34,36,202
Early,EP,1,Past100,RS,100,100,Curve1100,1100,100.0,0.002331436336316983,0.0011744153453037143,0.004427213920280338,14.641623101234437,14.501564025878906,19.084926986694338,14.639291664898119,14.500279119994957,19.084585105328006,100,103,103,0,1,101
Early,EP,2,Current100,NS,161,200,Curve1100,1100,80.5,8.840614008679985,8.687503337860107,13.166621494293214,5.20970664656721,4.681466579437256,10.006105041503906,-3.6309073621127754,-3.5582826137542725,1.7372061729431147,2,2,202,41,47,206
Early,EP,2,Current100,PS,196,200,Curve1100,1100,98.0,1.619611736634688,0.17657575011253357,5.246054172515869,10.405689692497253,10.071686267852783,15.390475940704345,8.786077955862565,8.323900436982512,14.646415583475028,138,140,202,0,6,206
Early,EP,2,Current100,RS,100,100,Curve1100,1100,100.0,0.0013230381591711193,0.000872290984261781,0.0025433108210563674,14.710197887420655,14.842218399047852,19.547933197021486,14.708874849261484,14.840457300073467,19.54711598951253,100,101,101,0,3,103
Early,EP,2,Fixed100,NS,165,200,Curve1100,1100,82.5,9.89247991613578,9.731202602386475,15.148282146453857,5.772765289536328,5.248581647872925,10.724608516693115,-4.119714626599452,-4.084000110626221,2.3151691436767576,5,5,202,28,34,206
Early,EP,2,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05598753081307223,0.0020866654813289642,0.009052770491689453,14.06142198085785,14.398476600646973,19.423108100891113,14.005434450044778,14.392804633651394,19.42179956100299,99,100,101,0,3,103
Early,EP,2,Past100,NS,160,200,Curve1100,1100,80.0,9.22032490581274,9.554659366607666,13.628000545501708,5.611075738538057,4.951432943344116,11.837339210510253,-3.6092491672746836,-3.581543505191803,2.7221712112426752,1,7,206,34,36,202
Early,EP,2,Past100,RS,100,100,Curve1100,1100,100.0,0.002329759522981476,0.0011741772177629173,0.004422763409093023,14.642140002250672,14.501682758331299,19.085662841796875,14.63981024272769,14.500398209667765,19.085321198764724,100,103,103,0,1,101
Early,EP,4,Current100,NS,161,200,Curve1100,1100,80.5,8.84453331336379,8.68948745727539,13.16816520690918,5.208536675563082,4.6807568073272705,10.008675956726075,-3.6359966378007083,-3.5575103759765625,1.659836959838866,2,2,202,41,47,206
Early,EP,4,Current100,PS,196,200,Curve1100,1100,98.0,1.6202208445203723,0.17552099376916885,5.2780369281768795,10.416707075834275,10.149631977081299,15.434018421173095,8.796486231313901,8.366410559043288,14.642018571298104,138,140,202,0,6,206
Early,EP,4,Current100,RS,100,100,Curve1100,1100,100.0,0.0012487471326312516,0.00085680719348602,0.002386378403753043,14.768397521972656,14.849122047424316,19.611695671081545,14.767148774840026,14.84780803474132,19.61042870504316,100,101,101,0,3,103
Early,EP,4,Fixed100,NS,165,200,Curve1100,1100,82.5,9.893499262789264,9.733304023742676,15.147321891784667,5.772208464496071,5.24873948097229,10.722820949554443,-4.1212907982931934,-4.086305618286133,2.3144337654113767,5,5,202,28,34,206
Early,EP,4,Fixed100,RS,100,100,Curve1100,1100,100.0,0.05601785819118959,0.0020847622072324157,0.009061207063496121,14.062714161872863,14.397964000701904,19.423600959777833,14.006696303681673,14.392366179847158,19.422293651092332,99,100,101,0,3,103
Early,EP,4,Past100,NS,160,200,Curve1100,1100,80.0,9.220933332145215,9.552015781402588,13.630403995513916,5.61077247960493,4.957599878311157,11.836535358428954,-3.610160852540284,-3.5828604698181152,2.7190976142883296,1,7,206,34,36,202
Early,EP,4,Past100,RS,100,100,Curve1100,1100,100.0,0.002326878455169208,0.0011734628351405263,0.004423926630988718,14.643127675056457,14.501833438873291,19.087453079223636,14.640800796601289,14.500549961638171,19.08711204395513,100,103,103,0,1,101
Early,EP,8,Current100,NS,163,200,Curve1100,1100,81.5,8.85182316184044,8.693145275115967,13.170990943908691,5.206268614772707,4.681760787963867,10.014086437225341,-3.6455545470677317,-3.57368004322052,1.517720651626585,2,2,202,41,47,206
Early,EP,8,Current100,PS,196,200,Curve1100,1100,98.0,1.6241570318775485,0.17193777859210968,5.278197240829467,10.429688842296601,10.174848079681396,15.493202018737792,8.805531810419051,8.385998340323567,14.666534037305974,138,140,202,0,6,206
Early,EP,8,Current100,RS,100,100,Curve1100,1100,100.0,0.0011467962988535873,0.0008189302170649171,0.002135331346653403,14.847835369110108,14.8501558303833,19.671311950683595,14.846688572811253,14.847992499242537,19.670135481000763,100,101,101,0,3,103
Early,EP,8,Fixed100,NS,165,200,Curve1100,1100,82.5,9.895519004184752,9.737837314605713,15.145650959014892,5.771141708733048,5.249869108200073,10.719851779937745,-4.124377295451705,-4.09066915512085,2.3117000102996825,5,5,202,28,34,206
