entry,arm,step,time,pre_objective,post_objective,pre_edit_nll,post_edit_nll,essence_kl,action,risk_pre,risk_post,risk_actual_fp32,risk_rounding_difference,risk_linear,risk_quadratic,actual_step_norm,actual_step_energy,materialization_off_support_norm,q,q_all,q_fraction,slack,e,epsilon,factor,rank,correction_native_norm,nominal_native_norm,leakage_max,nominal_edit_derivative_mean,nominal_edit_derivative_positive,reduced_cap_exceeded,actual_fp32_cap_exceeded,prediction_error_mean,prediction_error_abs_p90,request_worsened,request_improved
Early,EP,7,0.875,0.10666415829999906,0.1058233735409337,0.0017789367901180717,0.00173744197528625,0.1425696179503575,0.9517533044375011,-2.4664068804574725e-05,-2.8807340655161855e-05,-2.8807341542767935e-05,-8.876060795376655e-13,-4.153844830206895e-06,1.0572979619768273e-08,0.036273031328152475,0.001315732801733131,2.9181807987665503e-06,3.6692649578575944e-07,3.7210958365879463e-07,0.9860710712632765,0.0,-8.255889624350077e-05,3.830033718577669e-08,0.0,1,0.0,0.08542897625429811,0.0,-0.00034306071770965913,False,False,False,1.38777475859727e-06,2.9128292672433274e-06,3,97
Early,EP,8,1.0,0.1058233735409337,0.10500307842266858,0.00173744197528625,0.001698647717385029,0.14143436145968735,0.9446478311405309,-2.8807340655161855e-05,-3.2923347802572803e-05,-3.2923347865107416e-05,-6.253461290461892e-14,-4.126436827668952e-06,1.0429680257997205e-08,0.036028700094308586,0.0012980672304856314,2.9172644514524637e-06,3.651323028987722e-07,3.703303572224788e-07,0.9859637369113009,0.0,-9.062617592739769e-05,3.830033718577669e-08,0.0,1,0.0,0.08471878595120248,0.0,-0.0003207734036401215,False,False,False,1.3024175404679583e-06,2.1081688542020892e-06,4,96
Late,H,1,0.125,0.13469438558994928,0.12236108191425571,0.023872358086640212,0.012198255751736725,0.16225595510331914,1.0002182896856153,0.0,-1.5667011098179887e-07,-1.5666879098089096e-07,1.320000907910702e-12,-2.082866490933398e-07,5.161653811154098e-08,0.11466631900846043,0.013148364714950015,3.1496904821840705e-06,8.984283153725586e-08,8.997954832767606e-08,0.9984805792765005,0.0,-1.666293199223478e-06,8.999297737542933e-09,0.0,1,0.0,0.37715595145229275,0.0,-0.13562845786756317,False,False,False,0.005279455414417298,0.00011044138719496033,1,99
Late,H,2,0.25,0.12236108191425571,0.11888554253819483,0.012198255751736725,0.009216037191211703,0.15549436159199104,0.9995110774748368,-1.5667011098179887e-07,-6.038418749391518e-07,-6.038418574409926e-07,1.749815919618896e-14,-4.564902763094338e-07,9.318512352080847e-09,0.051843676795839996,0.0026877668237115186,4.45508441227388e-06,8.979304438867943e-08,8.9988936493594e-08,0.9978231534614422,0.0,-3.965262414127766e-06,8.999297737542933e-09,0.0,1,0.0,0.18175098724683783,0.0,-0.028585357562389634,False,False,False,0.0005909511730828811,7.866946583647192e-05,3,97
Late,H,3,0.375,0.11888554253819483,0.11710114812783608,0.009216037191211703,0.007778047588029342,0.15152828421560116,0.9985258277633166,-6.038418749391518e-07,-1.120343447459387e-06,-1.1203431165101248e-06,3.309492623389731e-13,-5.209544737560451e-07,4.452901235809646e-09,0.03602175976433479,0.0012975671765194487,4.45458649149748e-06,8.970641661207837e-08,8.996387955920378e-08,0.997138152018489,0.0,-5.3753195438903446e-06,8.999297737542933e-09,0.0,1,0.0,0.12728113290685822,0.0,-0.013166517806855243,False,False,False,0.00020782514811341885,3.865943541384065e-05,2,98
Late,H,4,0.5,0.11710114812783608,0.1159682430291662,0.007778047588029342,0.006928206749980745,0.14883281508809887,0.9973798533617927,-1.120343447459387e-06,-1.6762696684137445e-06,-1.676269030737193e-06,6.376765515602454e-13,-5.58608173483645e-07,2.6819525292873373e-09,0.028002047287219518,0.000784114652275678,4.455379797553299e-06,8.961821077484035e-08,8.993205066592469e-08,0.9965102553676868,0.0,-6.709552291791168e-06,8.999297737542933e-09,0.0,1,0.0,0.09933031808443726,0.0,-0.007494195079829975,False,False,False,8.6933559607416e-05,2.133168223453808e-05,2,98
Late,H,5,0.625,0.1159682430291662,0.11513337774551648,0.006928206749980745,0.00634807978152215,0.14675306089338847,0.9961323165815754,-1.6762696684137445e-06,-2.2577602781774775e-06,-2.2577625207040925e-06,-2.2425266150806543e-12,-5.834030003664574e-07,1.912390602724976e-09,0.023682517379708903,0.0005608616294402143,4.455835928750484e-06,8.954022079363432e-08,8.98965818436742e-08,0.9960358776414928,0.0,-8.019763326884795e-06,8.999297737542933e-09,0.0,1,0.0,0.08424455210639151,0.0,-0.004994798589929113,False,False,False,4.4222867352710614e-05,1.7172415595508658e-05,2,98
Late,H,6,0.75,0.11513337774551648,0.11446384763385478,0.00634807978152215,0.005915718575215579,0.14506554452236742,0.9948153252599122,-2.2577602781774775e-06,-2.8570437006052767e-06,-2.8570463223864796e-06,-2.6217812029015626e-12,-6.007850207833516e-07,1.501598355552596e-09,0.02101129356288861,0.0004414744571858844,4.455126471851499e-06,8.947049132923753e-08,8.985880943437798e-08,0.9956785750046684,0.0,-9.321800725225472e-06,8.999297737542933e-09,0.0,1,0.0,0.07488453586216738,0.0,-0.0036664616438293867,False,False,False,2.5946504391226098e-05,1.65804322997935e-05,2,98
Late,H,7,0.875,0.11446384763385478,0.11389790050743404,0.005915718575215579,0.005574971967944293,0.14365117612760514,0.9934473003151442,-2.8570437006052767e-06,-3.4695881565334186e-06,-3.469587810495204e-06,3.460382145112535e-13,-6.137954053218612e-07,1.2509493937188006e-09,0.019196104584449498,0.00036849043121712306,4.455016402118416e-06,8.940634725382699e-08,8.981944722211239e-08,0.9954007736513468,0.0,-1.0624450652252283e-05,8.999297737542933e-09,0.0,1,0.0,0.068508805086902,0.0,-0.0028599692010064697,False,False,False,1.6749546945388633e-05,1.4455925606683295e-05,2,98
Late,H,8,1.0,0.11389790050743404,0.11340234943350107,0.005574971967944293,0.0052959934524187706,0.1424372897890862,0.992040253692644,-3.4695881565334186e-06,-4.092351330705972e-06,-4.092349993494787e-06,1.337211184880907e-12,-6.238470017255386e-07,1.0838275529861493e-09,0.017881479473566213,0.00031974730816356986,4.456083720300528e-06,8.934601525497044e-08,8.977891176786366e-08,0.9951781938055506,0.0,-1.1929952342817652e-05,8.999297737542933e-09,0.0,1,0.0,0.063885549662648,0.0,-0.002324616360164078,False,False,False,1.1598534762475363e-05,1.3860069578409165e-05,2,98
Late,R,1,0.125,0.13469438558994928,0.12236108191425571,0.023872358086640212,0.012198255751736725,0.16225595510331914,1.0002182896856153,0.0,-1.5667011098179887e-07,-1.5666879098089096e-07,1.320000907910702e-12,-2.082866490933398e-07,5.161653811154098e-08,0.11466631900846043,0.013148364714950015,3.1496904821840705e-06,8.997954832767606e-08,8.997954832767606e-08,1.0,0.0,-1.666293199223478e-06,8.999297737542933e-09,0.0,1,0.0,0.37715595145229275,0.0,-0.13562845786756317,False,False,False,0.005279455414417298,0.00011044138719496033,1,99
Late,R,2,0.25,0.12236108191425571,0.11888554253819483,0.012198255751736725,0.009216037191211703,0.15549436159199104,0.9995110774748368,-1.5667011098179887e-07,-6.038418749391518e-07,-6.038418574409926e-07,1.749815919618896e-14,-4.564902763094338e-07,9.318512352080847e-09,0.051843676795839996,0.0026877668237115186,4.45508441227388e-06,8.9988936493594e-08,8.9988936493594e-08,1.0,0.0,-3.965262414127766e-06,8.999297737542933e-09,0.0,1,0.0,0.18175098724683783,0.0,-0.028585357562389634,False,False,False,0.0005909511730828811,7.866946583647192e-05,3,97
Late,R,3,0.375,0.11888554253819483,0.11710114812783608,0.009216037191211703,0.007778047588029342,0.15152828421560116,0.9985258277633166,-6.038418749391518e-07,-1.120343447459387e-06,-1.1203431165101248e-06,3.309492623389731e-13,-5.209544737560451e-07,4.452901235809646e-09,0.03602175976433479,0.0012975671765194487,4.45458649149748e-06,8.996387955920378e-08,8.996387955920378e-08,1.0,0.0,-5.3753195438903446e-06,8.999297737542933e-09,0.0,1,0.0,0.12728113290685822,0.0,-0.013166517806855243,False,False,False,0.00020782514811341885,3.865943541384065e-05,2,98
Late,R,4,0.5,0.11710114812783608,0.1159682430291662,0.007778047588029342,0.006928206749980745,0.14883281508809887,0.9973798533617927,-1.120343447459387e-06,-1.6762696684137445e-06,-1.676269030737193e-06,6.376765515602454e-13,-5.58608173483645e-07,2.6819525292873373e-09,0.028002047287219518,0.000784114652275678,4.455379797553299e-06,8.993205066592469e-08,8.993205066592469e-08,1.0,0.0,-6.709552291791168e-06,8.999297737542933e-09,0.0,1,0.0,0.09933031808443726,0.0,-0.007494195079829975,False,False,False,8.6933559607416e-05,2.133168223453808e-05,2,98
Late,R,5,0.625,0.1159682430291662,0.11513337774551648,0.006928206749980745,0.00634807978152215,0.14675306089338847,0.9961323165815754,-1.6762696684137445e-06,-2.2577602781774775e-06,-2.2577625207040925e-06,-2.2425266150806543e-12,-5.834030003664574e-07,1.912390602724976e-09,0.023682517379708903,0.0005608616294402143,4.455835928750484e-06,8.98965818436742e-08,8.98965818436742e-08,1.0,0.0,-8.019763326884795e-06,8.999297737542933e-09,0.0,1,0.0,0.08424455210639151,0.0,-0.004994798589929113,False,False,False,4.4222867352710614e-05,1.7172415595508658e-05,2,98
Late,R,6,0.75,0.11513337774551648,0.11446384763385478,0.00634807978152215,0.005915718575215579,0.14506554452236742,0.9948153252599122,-2.2577602781774775e-06,-2.8570437006052767e-06,-2.8570463223864796e-06,-2.6217812029015626e-12,-6.007850207833516e-07,1.501598355552596e-09,0.02101129356288861,0.0004414744571858844,4.455126471851499e-06,8.985880943437798e-08,8.985880943437798e-08,1.0,0.0,-9.321800725225472e-06,8.999297737542933e-09,0.0,1,0.0,0.07488453586216738,0.0,-0.0036664616438293867,False,False,False,2.5946504391226098e-05,1.65804322997935e-05,2,98
Late,R,7,0.875,0.11446384763385478,0.11389790050743404,0.005915718575215579,0.005574971967944293,0.14365117612760514,0.9934473003151442,-2.8570437006052767e-06,-3.4695881565334186e-06,-3.469587810495204e-06,3.460382145112535e-13,-6.137954053218612e-07,1.2509493937188006e-09,0.019196104584449498,0.00036849043121712306,4.455016402118416e-06,8.981944722211239e-08,8.981944722211239e-08,1.0,0.0,-1.0624450652252283e-05,8.999297737542933e-09,0.0,1,0.0,0.068508805086902,0.0,-0.0028599692010064697,False,False,False,1.6749546945388633e-05,1.4455925606683295e-05,2,98
Late,R,8,1.0,0.11389790050743404,0.11340234943350107,0.005574971967944293,0.0052959934524187706,0.1424372897890862,0.992040253692644,-3.4695881565334186e-06,-4.092351330705972e-06,-4.092349993494787e-06,1.337211184880907e-12,-6.238470017255386e-07,1.0838275529861493e-09,0.017881479473566213,0.00031974730816356986,4.456083720300528e-06,8.977891176786366e-08,8.977891176786366e-08,1.0,0.0,-1.1929952342817652e-05,8.999297737542933e-09,0.0,1,0.0,0.063885549662648,0.0,-0.002324616360164078,False,False,False,1.1598534762475363e-05,1.3860069578409165e-05,2,98
Late,EP,1,0.125,0.13469438558994928,0.12236108191425571,0.023872358086640212,0.012198255751736725,0.16225595510331914,1.0002182896856153,0.0,-1.5667011098179887e-07,-1.5666879098089096e-07,1.320000907910702e-12,-2.082866490933398e-07,5.161653811154098e-08,0.11466631900846043,0.013148364714950015,3.1496904821840705e-06,8.984283153725586e-08,8.997954832767606e-08,0.9984805792765005,0.0,-1.666293199223478e-06,8.999297737542933e-09,0.0,1,0.0,0.37715595145229275,0.0,-0.13562845786756317,False,False,False,0.005279455414417298,0.00011044138719496033,1,99
Late,EP,2,0.25,0.12236108191425571,0.11888554253819483,0.012198255751736725,0.009216037191211703,0.15549436159199104,0.9995110774748368,-1.5667011098179887e-07,-6.038418749391518e-07,-6.038418574409926e-07,1.749815919618896e-14,-4.564902763094338e-07,9.318512352080847e-09,0.051843676795839996,0.0026877668237115186,4.45508441227388e-06,8.979304438867943e-08,8.9988936493594e-08,0.9978231534614422,0.0,-3.965262414127766e-06,8.999297737542933e-09,0.0,1,0.0,0.18175098724683783,0.0,-0.028585357562389634,False,False,False,0.0005909511730828811,7.866946583647192e-05,3,97
Late,EP,3,0.375,0.11888554253819483,0.11710114812783608,0.009216037191211703,0.007778047588029342,0.15152828421560116,0.9985258277633166,-6.038418749391518e-07,-1.120343447459387e-06,-1.1203431165101248e-06,3.309492623389731e-13,-5.209544737560451e-07,4.452901235809646e-09,0.03602175976433479,0.0012975671765194487,4.45458649149748e-06,8.970641661207837e-08,8.996387955920378e-08,0.997138152018489,0.0,-5.3753195438903446e-06,8.999297737542933e-09,0.0,1,0.0,0.12728113290685822,0.0,-0.013166517806855243,False,False,False,0.00020782514811341885,3.865943541384065e-05,2,98
Late,EP,4,0.5,0.11710114812783608,0.1159682430291662,0.007778047588029342,0.006928206749980745,0.14883281508809887,0.9973798533617927,-1.120343447459387e-06,-1.6762696684137445e-06,-1.676269030737193e-06,6.376765515602454e-13,-5.58608173483645e-07,2.6819525292873373e-09,0.028002047287219518,0.000784114652275678,4.455379797553299e-06,8.961821077484035e-08,8.993205066592469e-08,0.9965102553676868,0.0,-6.709552291791168e-06,8.999297737542933e-09,0.0,1,0.0,0.09933031808443726,0.0,-0.007494195079829975,False,False,False,8.6933559607416e-05,2.133168223453808e-05,2,98
Late,EP,5,0.625,0.1159682430291662,0.11513337774551648,0.006928206749980745,0.00634807978152215,0.14675306089338847,0.9961323165815754,-1.6762696684137445e-06,-2.2577602781774775e-06,-2.2577625207040925e-06,-2.2425266150806543e-12,-5.834030003664574e-07,1.912390602724976e-09,0.023682517379708903,0.0005608616294402143,4.455835928750484e-06,8.954022079363432e-08,8.98965818436742e-08,0.9960358776414928,0.0,-8.019763326884795e-06,8.999297737542933e-09,0.0,1,0.0,0.08424455210639151,0.0,-0.004994798589929113,False,False,False,4.4222867352710614e-05,1.7172415595508658e-05,2,98
Late,EP,6,0.75,0.11513337774551648,0.11446384763385478,0.00634807978152215,0.005915718575215579,0.14506554452236742,0.9948153252599122,-2.2577602781774775e-06,-2.8570437006052767e-06,-2.8570463223864796e-06,-2.6217812029015626e-12,-6.007850207833516e-07,1.501598355552596e-09,0.02101129356288861,0.0004414744571858844,4.455126471851499e-06,8.947049132923753e-08,8.985880943437798e-08,0.9956785750046684,0.0,-9.321800725225472e-06,8.999297737542933e-09,0.0,1,0.0,0.07488453586216738,0.0,-0.0036664616438293867,False,False,False,2.5946504391226098e-05,1.65804322997935e-05,2,98
Late,EP,7,0.875,0.11446384763385478,0.11389790050743404,0.005915718575215579,0.005574971967944293,0.14365117612760514,0.9934473003151442,-2.8570437006052767e-06,-3.4695881565334186e-06,-3.469587810495204e-06,3.460382145112535e-13,-6.137954053218612e-07,1.2509493937188006e-09,0.019196104584449498,0.00036849043121712306,4.455016402118416e-06,8.940634725382699e-08,8.981944722211239e-08,0.9954007736513468,0.0,-1.0624450652252283e-05,8.999297737542933e-09,0.0,1,0.0,0.068508805086902,0.0,-0.0028599692010064697,False,False,False,1.6749546945388633e-05,1.4455925606683295e-05,2,98
Late,EP,8,1.0,0.11389790050743404,0.11340234943350107,0.005574971967944293,0.0052959934524187706,0.1424372897890862,0.992040253692644,-3.4695881565334186e-06,-4.092351330705972e-06,-4.092349993494787e-06,1.337211184880907e-12,-6.238470017255386e-07,1.0838275529861493e-09,0.017881479473566213,0.00031974730816356986,4.456083720300528e-06,8.934601525497044e-08,8.977891176786366e-08,0.9951781938055506,0.0,-1.1929952342817652e-05,8.999297737542933e-09,0.0,1,0.0,0.063885549662648,0.0,-0.002324616360164078,False,False,False,1.1598534762475363e-05,1.3860069578409165e-05,2,98
Middle,EP-Free,1,0.125,0.15806329909669634,0.13632907796557067,0.04746834650709692,0.025771544611852732,0.16667865309864283,1.0014011753505276,0.0,1.420469386124427e-07,1.4204786912753328e-07,9.305150905938905e-13,9.111298327230796e-08,5.0933955340134736e-08,0.10744016609836189,0.011543389291243591,2.579262952634071e-06,3.640381454181971e-08,3.6445085629821946e-08,0.9988675815329005,7.28903861581453e-07,7.28903861581453e-07,3.645146384937146e-09,0.0,1,0.0,0.6029891087200859,0.0,-0.3630002512859901,False,True,True,0.023678227818242713,2.293559075010275e-06,14,86
Middle,EP-Free,2,0.25,0.13632907796557067,0.13274038268705002,0.025771544611852732,0.022302228095953374,0.1644840860972181,1.001578992100205,1.420469386124427e-07,5.699311745142827e-08,5.699305944128616e-08,-5.801014210644903e-14,-9.043740392116968e-08,5.383582760155242e-09,0.036162606976444966,0.0013077341433328261,3.647668277093153e-06,3.6260786164093616e-08,3.645639672988879e-08,0.9946343966123562,0.0,-4.3940536193879086e-07,3.645146384937146e-09,0.0,1,0.0,0.1753832623268986,0.0,-0.02969920659250155,False,True,True,0.0002430843378799162,1.0641647929350584e-06,6,94
Middle,EP-Free,3,0.375,0.13274038268705002,0.13000351211561811,0.022302228095953374,0.01966182773207038,0.16283421870321035,1.001645457145971,5.699311745142827e-08,-6.262850780375107e-08,-6.262848209963626e-08,2.570411480987776e-14,-1.2363365446843142e-07,4.0120292132521e-09,0.03119038589105239,0.00097284017203276,3.6470540799049333e-06,3.6251083816893875e-08,3.6457528209652655e-08,0.994337400177774,0.0,-8.750829951338373e-07,3.645146384937146e-09,0.0,1,0.0,0.1525875452599128,0.0,-0.022450677238780067,False,False,False,0.00016593431354183354,9.91941178998378e-07,5,95
Middle,EP-Free,4,0.5,0.13000351211561811,0.1278443697364604,0.01966182773207038,0.017588281627589217,0.1615021323086694,1.0016220483957934,-6.262850780375107e-08,-2.1041050571785608e-07,-2.1041098409447897e-07,-4.783766228901889e-13,-1.5086533375064127e-07,3.08333583653633e-09,0.02731174742542373,0.0007459315474301397,3.64872517023386e-06,3.624156004953039e-08,3.645682475924483e-08,0.9940953522108409,0.0,-1.332179685691713e-06,3.645146384937146e-09,0.0,1,0.0,0.13496589263843467,0.0,-0.017490726964587238,False,False,False,0.00011279477883540703,9.451461456799578e-07,5,95
Middle,EP-Free,5,0.625,0.1278443697364604,0.12608617999563482,0.017588281627589217,0.015909670243648484,0.16038291167933494,1.0015257777202788,-2.1041050571785608e-07,-3.8068883030345193e-07,-3.8068875264862117e-07,7.765483075704836e-14,-1.7273482158396715e-07,2.4564969983711786e-09,0.02435419544396739,0.0005931268357229619,3.6485697239712974e-06,3.623213073269863e-08,3.645461838339744e-08,0.993896859696654,0.0,-1.8026995764909107e-06,3.645146384937146e-09,0.0,1,0.0,0.12139729354575053,0.0,-0.014071107962418845,False,False,False,8.027711783366698e-05,8.573969493133308e-07,5,95
Middle,EP-Free,6,0.75,0.12608617999563482,0.1246201758485099,0.015909670243648484,0.01451961097490615,0.15941868105437607,1.0013689730770523,-3.8068883030345193e-07,-5.693237556563808e-07,-5.693226037593278e-07,1.1518970530416064e-12,-1.906481004669083e-07,2.0131751139795045e-09,0.022030431423564777,0.0004853399087083904,3.6479468372415e-06,3.622241485411854e-08,3.64512151068809e-08,0.9937231104068416,0.0,-2.2865624591280245e-06,3.645146384937146e-09,0.0,1,0.0,0.11059315294363484,0.0,-0.01160038050889757,False,False,False,5.998830132084832e-05,6.720930972059141e-07,4,96
Middle,EP-Free,7,0.875,0.1246201758485099,0.12337704937659266,0.01451961097490615,0.013350238728132052,0.158572131767869,1.001160524129688,-5.693237556563808e-07,-7.733892202364861e-07,-7.733896569050025e-07,-4.366685164059771e-13,-2.0574873596140994e-07,1.6832713813047271e-09,0.020131949302842695,0.00040529538273222847,3.6480130589410305e-06,3.6212190246545094e-08,3.6446840391730355e-08,0.9935618522027357,0.0,-2.7846374293727687e-06,3.645146384937146e-09,0.0,1,0.0,0.1016694059643489,0.0,-0.009728395398081964,False,False,False,4.66771754160728e-05,6.438749274130273e-07,3,97
Middle,EP-Free,8,1.0,0.12337704937659266,0.12230933687322279,0.013350238728132052,0.012355052291810959,0.15781718934886158,1.0009071024710798,-7.733892202364861e-07,-9.90745936956899e-07,-9.9074597756909e-07,-4.0612191090145426e-14,-2.1878472406247439e-07,1.4280073420616032e-09,0.018532471112594623,0.0003434524855391542,3.649003434440902e-06,3.620140181933257e-08,3.6441653261599e-08,0.9934072298931728,0.0,-3.297056232638016e-06,3.645146384937146e-09,0.0,1,0.0,0.0940954750328515,0.0,-0.00825901519052214,False,False,False,3.7190463091334446e-05,6.20162152359729e-07,4,96
Middle,EP-J4,1,0.125,0.15806329909669634,0.13632415575050424,0.04746834650709692,0.025773736142752263,0.16668258782010525,1.001327578689954,0.0,5.927566196240469e-08,5.927595606297874e-08,2.9410057404625354e-13,8.323157419202404e-09,5.095250454320228e-08,0.10746011521362306,0.011547676361725143,2.5794638021952244e-06,3.6257998739989065e-08,3.6445085629821946e-08,0.9948666085811089,6.658525957520686e-08,7.28903861581453e-07,3.645146384937146e-09,18.266827321491764,4,0.0034782839928131147,0.6029891087200859,1.5356707333720465e-18,-0.3630002512859901,False,True,True,0.023680419348747837,2.1283237747600847e-06,14,86
Middle,EP-J4,2,0.25,0.13632415575050424,0.13273485538303642,0.025773736142752263,0.02230383946905931,0.16448737331666052,1.0015055508168582,5.927566196240469e-08,-2.568234668796884e-08,-2.568282745699079e-08,-4.807690219481575e-13,-9.034260400329212e-08,5.384595352918579e-09,0.03616604092909793,0.0013079825164851863,3.6475439871567797e-06,3.618382957065684e-08,3.645327638266713e-08,0.9926084336238592,0.0,-6.041895143793802e-07,3.645146384937146e-09,0.0,4,0.0,0.17539807967487714,0.0,-0.029704157422957816,False,False,False,0.00024312302259951718,1.1656443172247062e-06,6,94
Middle,EP-J4,3,0.375,0.13273485538303642,0.12999758634636494,0.02230383946905931,0.019663061165829276,0.162836950737983,1.0015721575941172,-2.568234668796884e-08,-1.4521454944142892e-07,-1.45213796461846e-07,7.529795829111966e-13,-1.2354489313181815e-07,4.012690378358062e-09,0.03119298576780735,0.0009730023611106318,3.6472962626686084e-06,3.617318639935768e-08,3.645441206206514e-08,0.992285552096447,0.0,-1.0397238447643778e-06,3.645146384937146e-09,0.0,4,0.0,0.1525987197323598,0.0,-0.022453984204074198,False,False,False,0.00016596975598246591,1.0066757309644598e-06,5,95
Middle,EP-J4,4,0.5,0.12999758634636494,0.1278381328176592,0.019663061165829276,0.017589205229717967,0.161504638614133,1.0015488767455794,-1.4521454944142892e-07,-2.9291346920028124e-07,-2.929131082518482e-07,3.609484330437239e-13,-1.5078267918964311e-07,3.0837594307907787e-09,0.027313643750358982,0.0007460351349215243,3.6480401830036747e-06,3.6161822236244536e-08,3.645371251435229e-08,0.9919928518119291,0.0,-1.4966905365443328e-06,3.645146384937146e-09,0.0,4,0.0,0.13497420928820894,0.0,-0.017492917286689117,False,False,False,0.00011275871814608084,9.257717402187944e-07,5,95
Middle,EP-J4,5,0.625,0.1278381328176592,0.126079849354087,0.017589205229717967,0.01591050038089937,0.16038522880990058,1.0014527217256886,-2.9291346920028124e-07,-4.6311402335970335e-07,-4.631126205802492e-07,1.402779454121172e-12,-1.7265729188609772e-07,2.4567377266756537e-09,0.024355394369791408,0.000593185234908067,3.648137356110591e-06,3.6150610284226106e-08,3.6451509718699674e-08,0.9917452133863415,0.0,-1.9670852688891852e-06,3.645146384937146e-09,0.0,4,0.0,0.12140280708240275,0.0,-0.014072402653343556,False,False,False,8.034548663407908e-05,8.587714050684311e-07,4,96
Middle,EP-J4,6,0.75,0.126079849354087,0.12461371118342057,0.01591050038089937,0.014520309866384196,0.15942077583167702,1.0012960282755656,-4.6311402335970335e-07,-6.516724166700083e-07,-6.516735655999285e-07,-1.148929920238418e-12,-1.9057178266111747e-07,2.0133893508122314e-09,0.022031621766774433,0.00048539235767420895,3.6477030784010982e-06,3.613939657459604e-08,3.6448109741245965e-08,0.9915300637305595,0.0,-2.4508022938786117e-06,3.645146384937146e-09,0.0,4,0.0,0.1105983608775391,0.0,-0.011601501777109505,False,False,False,5.999721702534575e-05,7.379665089152886e-07,4,96
Middle,EP-J4,7,0.875,0.12461371118342057,0.12337047656915855,0.014520309866384196,0.013350840050861734,0.15857388731092215,1.0010876856136417,-6.516724166700083e-07,-8.556642293246185e-07,-8.556639330876813e-07,2.962369371531506e-13,-2.0567523850026955e-07,1.6834258456594487e-09,0.02013288339141317,0.0004053329936522403,3.647910215731858e-06,3.612785691822769e-08,3.644373828488543e-08,0.9913323555287207,0.0,-2.9487467339332497e-06,3.645146384937146e-09,0.0,4,0.0,0.1016736917474363,0.0,-0.009729242447375807,False,False,False,4.668548527611928e-05,6.038797740509112e-07,4,96
Middle,EP-J4,8,1.0,0.12337047656915855,0.12230274118559353,0.013350840050861734,0.012355624754842818,0.15781887783668935,1.0008343656595762,-8.556642293246185e-07,-1.0729489151168563e-06,-1.0729496151015715e-06,-6.999847152886136e-13,-2.1871281261805145e-07,1.428126825813698e-09,0.01853325816698264,0.00034348165828402877,3.6479554887980752e-06,3.611579424104195e-08,3.643855426042529e-08,0.991142348374291,0.0,-3.4610309523933397e-06,3.645146384937146e-09,0.0,4,0.0,0.0940990140228231,0.0,-0.008259675411589161,False,False,False,3.724413198700831e-05,6.580963892695722e-07,4,96
Middle,EP-N16,1,0.0625,0.15806329909669634,0.14207411768586958,0.04746834650709692,0.03151096285292927,0.1680398816242814,1.0006066223142271,0.0,1.688266505209178e-08,1.6883197370047214e-08,5.323179554334771e-13,4.146426529550842e-09,1.2736238522540935e-08,0.05372516343964391,0.0028863931866164507,2.5789857179622734e-06,3.640381454181971e-08,3.6445085629821946e-08,0.9988675815329005,6.634282674323343e-08,7.28903861581453e-07,3.645146384937146e-09,18.200318927487324,1,0.003472581481114828,0.6029891087200859,4.1176389148399675e-19,-0.3630002512859901,False,True,True,0.006730131202332227,5.043981227732052e-07,14,86
Middle,EP-N16,2,0.125,0.14207411768586958,0.13809988420143215,0.03151096285292927,0.02759341130788622,0.16668865841347724,1.0008843174270359,1.688266505209178e-08,9.672925976616466e-09,9.673327965633882e-09,4.019890174162339e-13,-1.0036813125724769e-08,2.8270740502494503e-09,0.025712291014892016,0.0006611219092344967,3.646779740556249e-06,3.6327501896716647e-08,3.6448656099074897e-08,0.9966760310166464,0.0,-1.268236797439522e-07,3.645146384937146e-09,0.0,1,0.0,0.27199470795405867,0.0,-0.07299669995757557,False,True,True,0.0006447421618030557,4.047644839370457e-07,8,92
Middle,EP-N16,3,0.1875,0.13809988420143215,0.13561167702706475,0.02759341130788622,0.02516137463483271,0.16552660707384348,1.0010488945011682,9.672925976616466e-09,-2.0059606346972924e-08,-2.0058298982665927e-08,1.3073643069976122e-12,-3.148108159506822e-08,1.748549271478832e-09,0.02042518192018289,0.00041718805647256597,3.6480566379461523e-06,3.6285103911423135e-08,3.645084180955904e-08,0.995453111919834,0.0,-4.843514235979771e-07,3.645146384937146e-09,0.0,1,0.0,0.20662884601591874,0.0,-0.04173921023693507,False,False,False,0.00017666397323654794,4.802442611709197e-07,7,93
Middle,EP-N16,4,0.25,0.13561167702706475,0.13366121252326055,0.02516137463483271,0.023262778557861262,0.1645238675409928,1.0011569224408723,-2.0059606346972924e-08,-6.31722654606809e-08,-6.317266865671945e-08,-4.031960385421994e-13,-4.4481367758542576e-08,1.368708644834608e-09,0.01812959393337996,0.0003286821761892474,3.647237906044439e-06,3.626752768918956e-08,3.645198533577021e-08,0.9949397091850675,0.0,-7.518211085775017e-07,3.645146384937146e-09,0.0,1,0.0,0.18096967646337642,0.0,-0.03187621503726331,False,False,False,9.366736405575205e-05,3.9370002915523963e-07,6,94
