entry,contrast,panel,metric,field,delta,ci_low,ci_high,bootstrap,requests,prompts,success_to_failure,failure_to_success,unit,paired,imputation
Middle,R−N,Current100,RS,new_nll,-0.018779944357884232,-0.054240184763266364,-0.0004378045207977273,2000,100,100,0,0,NLL,True,0
Middle,R−N,Current100,RS,true_nll,0.12642839431762695,0.061535459756851194,0.20729647254943848,2000,100,100,0,0,NLL,True,0
Middle,R−N,Fixed100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,R−N,Fixed100,NS,new_nll,0.0009346617404371499,0.00016449783463031052,0.0017745360858738423,2000,100,1000,0,0,NLL,True,0
Middle,R−N,Fixed100,NS,true_nll,0.0005389401460997762,-0.0004924210888915696,0.0015413643978303292,2000,100,1000,0,0,NLL,True,0
Middle,R−N,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,R−N,Fixed100,PS,new_nll,-0.0007685952517203987,-0.0016536823740170804,2.5122114064288303e-05,2000,100,200,0,0,NLL,True,0
Middle,R−N,Fixed100,PS,true_nll,0.0010816457867622376,-0.0002485217899084091,0.0024577754735946654,2000,100,200,0,0,NLL,True,0
Middle,R−N,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,R−N,Fixed100,RS,new_nll,-0.00018576220179966185,-0.0007162625506134645,0.0003331815915498737,2000,100,100,0,0,NLL,True,0
Middle,R−N,Fixed100,RS,true_nll,0.0033609533309936525,0.0010222412347793578,0.005751954376697539,2000,100,100,0,0,NLL,True,0
Middle,R−N,Past100,NS,success,-0.1,-0.30000000000000004,0.0,2000,100,1000,1,0,pp,True,0
Middle,R−N,Past100,NS,new_nll,0.0007403295073891056,-0.0005055306523398031,0.002629357682354748,2000,100,1000,1,0,NLL,True,0
Middle,R−N,Past100,NS,true_nll,0.0007679553963243961,-0.0004937774322926996,0.002652205816190686,2000,100,1000,1,0,NLL,True,0
Middle,R−N,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,R−N,Past100,PS,new_nll,0.0001936209321138449,-0.0003966255700070178,0.0007819006173522208,2000,100,200,0,0,NLL,True,0
Middle,R−N,Past100,PS,true_nll,0.0020036578178405763,0.00044806912541389465,0.003650994390249252,2000,100,200,0,0,NLL,True,0
Middle,R−N,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,R−N,Past100,RS,new_nll,-7.460649307176936e-05,-0.0002917307245243137,3.9249407698662235e-05,2000,100,100,0,0,NLL,True,0
Middle,R−N,Past100,RS,true_nll,0.0012395048141479491,-0.0016648794412612916,0.003762593746185299,2000,100,100,0,0,NLL,True,0
Middle,EP−N,Current100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP−N,Current100,NS,new_nll,-0.0028802625946700573,-0.009832356484513732,0.001092103051953018,2000,100,1000,0,0,NLL,True,0
Middle,EP−N,Current100,NS,true_nll,0.00011635253392159952,-0.0017835784824565054,0.002694896004255859,2000,100,1000,0,0,NLL,True,0
Middle,EP−N,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP−N,Current100,PS,new_nll,-0.027175481601734646,-0.06039770409719494,-0.003935951989507896,2000,100,200,0,0,NLL,True,0
Middle,EP−N,Current100,PS,true_nll,0.03824160933494568,0.017421008229255675,0.06581019276380536,2000,100,200,0,0,NLL,True,0
Middle,EP−N,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP−N,Current100,RS,new_nll,-0.018780078439813223,-0.054240544049878735,-0.0004378270951110615,2000,100,100,0,0,NLL,True,0
Middle,EP−N,Current100,RS,true_nll,0.12643426895141602,0.06153944563865662,0.20730429553985597,2000,100,100,0,0,NLL,True,0
Middle,EP−N,Fixed100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP−N,Fixed100,NS,new_nll,0.0009352700496092439,0.0001646567732095719,0.0017752930123358965,2000,100,1000,0,0,NLL,True,0
Middle,EP−N,Fixed100,NS,true_nll,0.0005390615053474903,-0.0004921911919955163,0.0015418451528530564,2000,100,1000,0,0,NLL,True,0
Middle,EP−N,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP−N,Fixed100,PS,new_nll,-0.0007677993713878095,-0.001652982685569441,2.6025174636743027e-05,2000,100,200,0,0,NLL,True,0
Middle,EP−N,Fixed100,PS,true_nll,0.0010825377702713013,-0.0002487092763185501,0.0024582214653491967,2000,100,200,0,0,NLL,True,0
Middle,EP−N,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP−N,Fixed100,RS,new_nll,-0.0001858696647832403,-0.0007171702157029358,0.0003332288235487794,2000,100,100,0,0,NLL,True,0
Middle,EP−N,Fixed100,RS,true_nll,0.0033608782291412354,0.0010239174067974092,0.005751686871051787,2000,100,100,0,0,NLL,True,0
Middle,EP−N,Past100,NS,success,-0.1,-0.30000000000000004,0.0,2000,100,1000,1,0,pp,True,0
Middle,EP−N,Past100,NS,new_nll,0.0007408251414308324,-0.0005052184075117111,0.0026292633901350195,2000,100,1000,1,0,NLL,True,0
Middle,EP−N,Past100,NS,true_nll,0.0007681557685136794,-0.0004937394055537879,0.0026527220606803853,2000,100,1000,1,0,NLL,True,0
Middle,EP−N,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP−N,Past100,PS,new_nll,0.0001935736380983144,-0.00039667352092510557,0.0007826401444544896,2000,100,200,0,0,NLL,True,0
Middle,EP−N,Past100,PS,true_nll,0.0020041841268539427,0.00044866457581520084,0.0036510064005851744,2000,100,200,0,0,NLL,True,0
Middle,EP−N,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP−N,Past100,RS,new_nll,-7.45774509414332e-05,-0.00029173037338659923,3.918156827057825e-05,2000,100,100,0,0,NLL,True,0
Middle,EP−N,Past100,RS,true_nll,0.0012411689758300782,-0.0016626983880996702,0.0037642737627029384,2000,100,100,0,0,NLL,True,0
Middle,EP-Free−EP,Current100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-Free−EP,Current100,NS,new_nll,-7.357291877269744e-06,-1.6042112559080122e-05,-2.0357672125101088e-06,2000,100,1000,0,0,NLL,True,0
Middle,EP-Free−EP,Current100,NS,true_nll,3.066333010792732e-06,-5.598175339400774e-08,7.037200778722759e-06,2000,100,1000,0,0,NLL,True,0
Middle,EP-Free−EP,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-Free−EP,Current100,PS,new_nll,-2.7155505667906253e-05,-4.217640637943987e-05,-1.5059952864248785e-05,2000,100,200,0,0,NLL,True,0
Middle,EP-Free−EP,Current100,PS,true_nll,7.99083709716797e-05,5.7180583477020265e-05,0.00010341751575469968,2000,100,200,0,0,NLL,True,0
Middle,EP-Free−EP,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-Free−EP,Current100,RS,new_nll,-6.427697371691466e-07,-1.001744487439282e-06,-3.820983547484503e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-Free−EP,Current100,RS,true_nll,0.0001552724838256836,0.00012355744838714599,0.00018971443176269532,2000,100,100,0,0,NLL,True,0
Middle,EP-Free−EP,Fixed100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-Free−EP,Fixed100,NS,new_nll,-1.0989829897880555e-06,-2.804165473207832e-06,5.874409805983291e-07,2000,100,1000,0,0,NLL,True,0
Middle,EP-Free−EP,Fixed100,NS,true_nll,5.367607809603214e-07,-1.200551341753453e-06,2.3231690167449412e-06,2000,100,1000,0,0,NLL,True,0
Middle,EP-Free−EP,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-Free−EP,Fixed100,PS,new_nll,-1.4562462456524372e-06,-3.6299648927524686e-06,5.191016534809013e-07,2000,100,200,0,0,NLL,True,0
Middle,EP-Free−EP,Fixed100,PS,true_nll,1.2028217315673828e-06,-2.2845864295959473e-06,4.587501287460325e-06,2000,100,200,0,0,NLL,True,0
Middle,EP-Free−EP,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-Free−EP,Fixed100,RS,new_nll,1.2886349577456714e-06,8.030212484300138e-09,3.3613854611758133e-06,2000,100,100,0,0,NLL,True,0
Middle,EP-Free−EP,Fixed100,RS,true_nll,-5.750656127929688e-06,-1.1448979377746583e-05,-1.4591217041016665e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-Free−EP,Past100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-Free−EP,Past100,NS,new_nll,-1.1715115979313853e-06,-3.373927064239979e-06,8.903094800189127e-07,2000,100,1000,0,0,NLL,True,0
Middle,EP-Free−EP,Past100,NS,true_nll,6.704591214656835e-07,-1.2639183551073073e-06,2.6063632220029823e-06,2000,100,1000,0,0,NLL,True,0
Middle,EP-Free−EP,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-Free−EP,Past100,PS,new_nll,-5.456042708829045e-07,-2.290458025527187e-06,1.0488247062312432e-06,2000,100,200,0,0,NLL,True,0
Middle,EP-Free−EP,Past100,PS,true_nll,1.9297003746032715e-06,-1.2118220329284668e-06,4.9331486225128164e-06,2000,100,200,0,0,NLL,True,0
Middle,EP-Free−EP,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-Free−EP,Past100,RS,new_nll,2.0280247554183006e-07,-5.3873169235885136e-08,6.409527850337326e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-Free−EP,Past100,RS,true_nll,-4.835128784179688e-06,-9.551405906677247e-06,7.796287536620183e-08,2000,100,100,0,0,NLL,True,0
Middle,EP-J4−EP,Current100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-J4−EP,Current100,NS,new_nll,-3.5221874713897695e-07,-1.2815935537219043e-06,3.5573784261941867e-07,2000,100,1000,0,0,NLL,True,0
Middle,EP-J4−EP,Current100,NS,true_nll,3.4623965620994567e-07,-1.9064173102378844e-07,8.796723093837498e-07,2000,100,1000,0,0,NLL,True,0
Middle,EP-J4−EP,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-J4−EP,Current100,PS,new_nll,-2.9650249052792786e-06,-5.260952311800793e-06,-8.92888929229231e-07,2000,100,200,0,0,NLL,True,0
Middle,EP-J4−EP,Current100,PS,true_nll,1.551985740661621e-05,8.914202451705932e-06,2.3997455835342404e-05,2000,100,200,0,0,NLL,True,0
Middle,EP-J4−EP,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-J4−EP,Current100,RS,new_nll,-2.3602042347192765e-08,-2.1620918414555492e-07,2.7402836713008566e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-J4−EP,Current100,RS,true_nll,4.66156005859375e-05,2.6480913162231446e-05,6.962835788726803e-05,2000,100,100,0,0,NLL,True,0
Middle,EP-J4−EP,Fixed100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-J4−EP,Fixed100,NS,new_nll,-4.806919023394584e-07,-1.0681288782507179e-06,1.1268001981079512e-07,2000,100,1000,0,0,NLL,True,0
Middle,EP-J4−EP,Fixed100,NS,true_nll,2.460796386003494e-07,-3.8489967118948687e-07,8.65936046466231e-07,2000,100,1000,0,0,NLL,True,0
Middle,EP-J4−EP,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-J4−EP,Fixed100,PS,new_nll,-1.5537138096988202e-07,-9.025196195580065e-07,6.10275543294847e-07,2000,100,200,0,0,NLL,True,0
Middle,EP-J4−EP,Fixed100,PS,true_nll,8.991360664367676e-07,-8.440241217613219e-07,2.703905105590819e-06,2000,100,200,0,0,NLL,True,0
Middle,EP-J4−EP,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-J4−EP,Fixed100,RS,new_nll,4.231790080666542e-07,-2.3285625502467153e-07,1.3977887283544983e-06,2000,100,100,0,0,NLL,True,0
Middle,EP-J4−EP,Fixed100,RS,true_nll,-2.2864341735839843e-06,-5.2721500396728515e-06,9.967684745788563e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-J4−EP,Past100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-J4−EP,Past100,NS,new_nll,-3.6406051367521284e-07,-1.1259017279371622e-06,3.5442407242953683e-07,2000,100,1000,0,0,NLL,True,0
Middle,EP-J4−EP,Past100,NS,true_nll,4.949979484081267e-07,-6.110435351729394e-08,1.0983208194375037e-06,2000,100,1000,0,0,NLL,True,0
Middle,EP-J4−EP,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-J4−EP,Past100,PS,new_nll,2.0148581825196743e-07,-4.703836457338184e-07,8.464561542496082e-07,2000,100,200,0,0,NLL,True,0
Middle,EP-J4−EP,Past100,PS,true_nll,-4.267692565917969e-07,-1.7584413290023804e-06,9.483546018600462e-07,2000,100,200,0,0,NLL,True,0
Middle,EP-J4−EP,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-J4−EP,Past100,RS,new_nll,-1.3883691281080247e-08,-1.5714415349066257e-07,1.2198649346828455e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-J4−EP,Past100,RS,true_nll,-2.288818359375e-06,-5.512356758117676e-06,8.441209793090813e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-N16−EP,Current100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-N16−EP,Current100,NS,new_nll,0.00018843189999461177,-5.3095070272684094e-05,0.0005788739417679606,2000,100,1000,0,0,NLL,True,0
Middle,EP-N16−EP,Current100,NS,true_nll,-5.059759039431811e-05,-0.0001658427590271458,2.8221729770302757e-05,2000,100,1000,0,0,NLL,True,0
Middle,EP-N16−EP,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-N16−EP,Current100,PS,new_nll,0.0011824550246819854,3.469759089057334e-05,0.003008174934198905,2000,100,200,0,0,NLL,True,0
Middle,EP-N16−EP,Current100,PS,true_nll,-0.0009534990787506103,-0.002041782557964325,-0.0001273732185363774,2000,100,200,0,0,NLL,True,0
Middle,EP-N16−EP,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-N16−EP,Current100,RS,new_nll,8.54899208934512e-05,4.341748397564516e-06,0.00023343755208406908,2000,100,100,0,0,NLL,True,0
Middle,EP-N16−EP,Current100,RS,true_nll,-0.0028888702392578123,-0.005657859086990356,-0.0007153203487396247,2000,100,100,0,0,NLL,True,0
Middle,EP-N16−EP,Fixed100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-N16−EP,Fixed100,NS,new_nll,-2.3630131967365735e-05,-6.433786649722607e-05,1.7968253674916896e-05,2000,100,1000,0,0,NLL,True,0
Middle,EP-N16−EP,Fixed100,NS,true_nll,6.458698306232686e-06,-4.172905182931572e-05,6.45714451675303e-05,2000,100,1000,0,0,NLL,True,0
Middle,EP-N16−EP,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-N16−EP,Fixed100,PS,new_nll,1.771444600308314e-05,-1.9608719798270612e-05,5.566047866159351e-05,2000,100,200,0,0,NLL,True,0
Middle,EP-N16−EP,Fixed100,PS,true_nll,-2.3863017559051515e-05,-9.877947717905043e-05,5.115862935781477e-05,2000,100,200,0,0,NLL,True,0
Middle,EP-N16−EP,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-N16−EP,Fixed100,RS,new_nll,-6.887170602567494e-06,-3.862178628332913e-05,1.7097743344493207e-05,2000,100,100,0,0,NLL,True,0
Middle,EP-N16−EP,Fixed100,RS,true_nll,1.1887550354003906e-05,-7.216513156890869e-05,9.483492374420155e-05,2000,100,100,0,0,NLL,True,0
Middle,EP-N16−EP,Past100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Middle,EP-N16−EP,Past100,NS,new_nll,-4.5644868398085224e-05,-0.00017449898854247293,4.8759880755096634e-05,2000,100,1000,0,0,NLL,True,0
Middle,EP-N16−EP,Past100,NS,true_nll,-0.00017621284350752828,-0.0004713998131453991,-8.495437074452656e-06,2000,100,1000,0,0,NLL,True,0
Middle,EP-N16−EP,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Middle,EP-N16−EP,Past100,PS,new_nll,-1.1138283007312566e-05,-4.109034837165382e-05,1.9152739361743435e-05,2000,100,200,0,0,NLL,True,0
Middle,EP-N16−EP,Past100,PS,true_nll,-8.417844772338867e-05,-0.00016681098937988283,-9.693935513496495e-06,2000,100,200,0,0,NLL,True,0
Middle,EP-N16−EP,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Middle,EP-N16−EP,Past100,RS,new_nll,-3.823774604825303e-06,-1.2500350327172783e-05,8.419869591307322e-07,2000,100,100,0,0,NLL,True,0
Middle,EP-N16−EP,Past100,RS,true_nll,-4.289627075195312e-05,-0.00017640531063079835,0.00010976707935333241,2000,100,100,0,0,NLL,True,0
Late,EP−H,Current100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Late,EP−H,Current100,NS,new_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−H,Current100,NS,true_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−H,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−H,Current100,PS,new_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−H,Current100,PS,true_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−H,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−H,Current100,RS,new_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−H,Current100,RS,true_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−H,Fixed100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Late,EP−H,Fixed100,NS,new_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−H,Fixed100,NS,true_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−H,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−H,Fixed100,PS,new_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−H,Fixed100,PS,true_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−H,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−H,Fixed100,RS,new_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−H,Fixed100,RS,true_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−H,Past100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Late,EP−H,Past100,NS,new_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−H,Past100,NS,true_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−H,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−H,Past100,PS,new_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−H,Past100,PS,true_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−H,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−H,Past100,RS,new_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−H,Past100,RS,true_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−R,Current100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Late,EP−R,Current100,NS,new_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−R,Current100,NS,true_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−R,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−R,Current100,PS,new_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−R,Current100,PS,true_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−R,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−R,Current100,RS,new_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−R,Current100,RS,true_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−R,Fixed100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Late,EP−R,Fixed100,NS,new_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−R,Fixed100,NS,true_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−R,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−R,Fixed100,PS,new_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−R,Fixed100,PS,true_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−R,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−R,Fixed100,RS,new_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−R,Fixed100,RS,true_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−R,Past100,NS,success,0.0,0.0,0.0,2000,100,1000,0,0,pp,True,0
Late,EP−R,Past100,NS,new_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−R,Past100,NS,true_nll,0.0,0.0,0.0,2000,100,1000,0,0,NLL,True,0
Late,EP−R,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−R,Past100,PS,new_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−R,Past100,PS,true_nll,0.0,0.0,0.0,2000,100,200,0,0,NLL,True,0
Late,EP−R,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−R,Past100,RS,new_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,EP−R,Past100,RS,true_nll,0.0,0.0,0.0,2000,100,100,0,0,NLL,True,0
Late,H−N,Current100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,H−N,Current100,NS,new_nll,-0.002054139986285008,-0.005136908191742259,0.0005545018473378145,2000,100,1000,0,1,NLL,True,0
Late,H−N,Current100,NS,true_nll,0.000915344096720219,-0.0013150086309760805,0.0037782681699842194,2000,100,1000,0,1,NLL,True,0
Late,H−N,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,H−N,Current100,PS,new_nll,-0.04544874316663481,-0.07510042188160877,-0.02022479940809719,2000,100,200,0,0,NLL,True,0
Late,H−N,Current100,PS,true_nll,0.044305379390716555,0.02311957111954689,0.07058182509243487,2000,100,200,0,0,NLL,True,0
Late,H−N,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,H−N,Current100,RS,new_nll,-0.011602644401136786,-0.027186252895502548,-0.0020746932589900168,2000,100,100,0,0,NLL,True,0
Late,H−N,Current100,RS,true_nll,0.27825519561767575,0.20293606293201447,0.3711119986772536,2000,100,100,0,0,NLL,True,0
Late,H−N,Fixed100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,H−N,Fixed100,NS,new_nll,5.674489034572612e-05,-0.0013072724030527756,0.0011772125790608695,2000,100,1000,0,1,NLL,True,0
Late,H−N,Fixed100,NS,true_nll,-0.00019823637837544091,-0.0016217423824360594,0.0009440535243484192,2000,100,1000,0,1,NLL,True,0
Late,H−N,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,H−N,Fixed100,PS,new_nll,-0.0010115405765827746,-0.0032052308187412565,0.0012459898750239505,2000,100,200,0,0,NLL,True,0
Late,H−N,Fixed100,PS,true_nll,0.0068397954106330875,0.0036208693459630014,0.010019378438591957,2000,100,200,0,0,NLL,True,0
Late,H−N,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,H−N,Fixed100,RS,new_nll,-0.0022986449635936878,-0.005591806870266737,0.0005509571585498632,2000,100,100,0,0,NLL,True,0
Late,H−N,Fixed100,RS,true_nll,0.007798409461975098,0.004458575785160065,0.011366017818450928,2000,100,100,0,0,NLL,True,0
Late,H−N,Past100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,H−N,Past100,NS,new_nll,0.0013127324042725378,0.0002817381099463091,0.002315660809836117,2000,100,1000,0,1,NLL,True,0
Late,H−N,Past100,NS,true_nll,0.0012223926982842385,0.0004371283671003766,0.002002601131272968,2000,100,1000,0,1,NLL,True,0
Late,H−N,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,H−N,Past100,PS,new_nll,-0.0017285410812473857,-0.0035211203348080745,-0.00022324392323935235,2000,100,200,0,0,NLL,True,0
Late,H−N,Past100,PS,true_nll,0.005392934679985046,0.0031616376042366027,0.008030769273638725,2000,100,200,0,0,NLL,True,0
Late,H−N,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,H−N,Past100,RS,new_nll,-0.00013182269845856353,-0.0006407927767504589,0.00034980308687226956,2000,100,100,0,0,NLL,True,0
Late,H−N,Past100,RS,true_nll,0.007792296409606933,0.004952790737152099,0.010887274265289307,2000,100,100,0,0,NLL,True,0
Late,R−N,Current100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,R−N,Current100,NS,new_nll,-0.002054139986285008,-0.005136908191742259,0.0005545018473378145,2000,100,1000,0,1,NLL,True,0
Late,R−N,Current100,NS,true_nll,0.000915344096720219,-0.0013150086309760805,0.0037782681699842194,2000,100,1000,0,1,NLL,True,0
Late,R−N,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,R−N,Current100,PS,new_nll,-0.04544874316663481,-0.07510042188160877,-0.02022479940809719,2000,100,200,0,0,NLL,True,0
Late,R−N,Current100,PS,true_nll,0.044305379390716555,0.02311957111954689,0.07058182509243487,2000,100,200,0,0,NLL,True,0
Late,R−N,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,R−N,Current100,RS,new_nll,-0.011602644401136786,-0.027186252895502548,-0.0020746932589900168,2000,100,100,0,0,NLL,True,0
Late,R−N,Current100,RS,true_nll,0.27825519561767575,0.20293606293201447,0.3711119986772536,2000,100,100,0,0,NLL,True,0
Late,R−N,Fixed100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,R−N,Fixed100,NS,new_nll,5.674489034572612e-05,-0.0013072724030527756,0.0011772125790608695,2000,100,1000,0,1,NLL,True,0
