entry,index,H_N_eigenvalue,B_eigenvalue,backend,prepared_sha
Early,29,6.266649269218232,0.08779003828827761,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,30,6.289788608987017,0.08811419932506101,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,31,6.3519117061546755,0.08898448723246372,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,32,6.4026721603020365,0.08969559487894034,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,33,6.4223382785023535,0.0899710992506734,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,34,6.446171435058209,0.09030498002757374,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,35,6.481283161786891,0.0907968632815194,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,36,6.504188783568586,0.09111775014255828,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,37,6.556337245634992,0.09184830251349949,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,38,6.59617315027199,0.09240636718938748,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,39,6.611516579419474,0.092621314631707,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,40,6.644442541519071,0.09308257731758929,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,41,6.702564313153505,0.09389681030526123,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,42,6.718628816686057,0.09412185934177485,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,43,6.748967144849254,0.09454687163728209,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,44,6.768294899240164,0.09481763584078393,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,45,6.826792326005849,0.09563713141408021,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,46,6.83329865601859,0.0957282791608897,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,47,6.875880157092179,0.09632480713764831,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,48,6.913767407043882,0.09685557293943581,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,49,6.9642423206346855,0.097562680423255,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,50,6.980063494488554,0.09778432063299497,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,51,7.026934267641661,0.09844093739786228,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,52,7.060830213918497,0.09891578867701041,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,53,7.076168364793066,0.09913066217554255,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,54,7.129198611802115,0.09987356754894983,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,55,7.173431625882293,0.10049323171601574,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,56,7.24088324452953,0.10143816734736409,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,57,7.241605453179408,0.10144828483157306,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,58,7.26281209918553,0.10174537059221843,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,59,7.3082404070029385,0.1023817797339032,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,60,7.332570995461333,0.10272262907787882,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,61,7.371422167228451,0.10326689854477449,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,62,7.393444644155379,0.10357541335221941,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,63,7.432681226302555,0.10412508206687397,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,64,7.466025353918135,0.10459220287008199,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,65,7.51139015588341,0.10522772235272404,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,66,7.594278712900689,0.10638891540527773,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,67,7.624528008325843,0.10681268043336233,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,68,7.644158546151137,0.10708768635650659,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,69,7.705875355820934,0.10795228254677931,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,70,7.731267228282342,0.10830799951127383,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,71,7.751791852875892,0.1085955307742363,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,72,7.806790291302661,0.10936600871353906,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,73,7.876731319718825,0.1103458187043005,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,74,7.8858018654234945,0.11047288877324789,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,75,7.927788290485211,0.1110610802780543,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,76,8.013189682692477,0.11225747585879566,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,77,8.04416991992801,0.11269148071469925,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,78,8.083994936244238,0.1132493928551484,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,79,8.124866594364958,0.11382196749227526,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,80,8.225456304460266,0.11523113754812161,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,81,8.319585705592056,0.11654980457006643,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,82,8.414503593146842,0.11787951756734671,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,83,8.450919142714007,0.11838966618959273,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,84,8.472173894572553,0.11868742586933656,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,85,8.51074456038445,0.119227765703746,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,86,8.715068309289416,0.12209015499169937,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,87,8.857452041333303,0.12408482116029435,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,88,8.93430432279574,0.12516145150009478,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,89,8.96732534279984,0.12562404586048426,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,90,9.173440838637731,0.12851153588809697,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,91,9.383172023047564,0.1314496784134855,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,92,9.750112826344068,0.1365901842543289,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,93,9.812156468540975,0.13745935907008958,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,94,9.980960380870414,0.13982414785752106,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,95,10.071201003609707,0.14108833664248377,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,96,10.376607325071697,0.14536680053966225,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,97,11.242660337673613,0.15749941302038029,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,98,21.485128500327,0.3009870462891848,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Early,99,23.221122718314675,0.32530674128376014,CPU_FP64_reconstruction,f0eef23489ea6499bef3e961714095c5029cac3e2be9a6a63282d11b725c1307
Middle,0,2.3942461768376915,0.2491218194989188,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,1,2.6141665177026017,0.27200457733355815,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,2,3.0716977866276034,0.319610802330351,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,3,3.236534193085,0.33676206517608176,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,4,3.238439816484715,0.336960345692601,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,5,3.433263073274538,0.35723174663779944,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,6,3.725730723180073,0.38766306727387306,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,7,3.768750928074153,0.392139328663411,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,8,3.9603555072224785,0.4120758255213915,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,9,4.143294342823986,0.43111064993625337,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,10,4.1929006903725385,0.4362722008576026,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,11,4.418419759685232,0.45973750756766096,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,12,4.449125788966002,0.46293247638833374,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,13,4.499627629740456,0.46818720356864146,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,14,4.525753909924428,0.4709056485302058,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,15,4.574995316955306,0.4760292273137465,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,16,4.624229838550055,0.48115208966620643,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,17,4.660569234939918,0.4849332115223107,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,18,4.712575627624298,0.49034448764606337,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,19,4.78469933598977,0.4978489747079361,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,20,4.80830244998774,0.5003048836958665,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,21,4.8426642430145685,0.503880235505093,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,22,4.873038734175092,0.5070407077144534,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,23,4.8950403647982155,0.5093299820195771,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,24,4.91410633912097,0.5113138006676987,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,25,4.950517489851698,0.5151023885780988,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,26,4.968029196482375,0.5169244853451592,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,27,5.0067362275268374,0.5209519600862635,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,28,5.020671288675603,0.522401906136838,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,29,5.04289499902377,0.5247142878841754,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,30,5.063734324835602,0.5268826241286265,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,31,5.081564049107969,0.5287378106983562,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,32,5.106381661267845,0.5313200884760959,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,33,5.146954594837142,0.5355417107683127,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,34,5.152395679087379,0.53610785673174,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,35,5.167206055853022,0.5376488795568011,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,36,5.20977658830099,0.5420783524335129,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,37,5.224792565091612,0.5436407679845215,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,38,5.23546159644609,0.5447508829463956,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,39,5.2407823157541875,0.5453045049122153,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,40,5.30242428819109,0.5517183651407678,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,41,5.325473431122898,0.5541166333224652,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,42,5.341052293725677,0.5557376172609062,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,43,5.3553808403645755,0.5572285055596916,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,44,5.395431581296034,0.5613957935978429,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,45,5.406276528608045,0.5625242126521891,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,46,5.433086550206964,0.5653138010521368,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,47,5.4399984249576185,0.5660329830772305,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,48,5.4966670591633235,0.5719293664142563,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,49,5.50294211323242,0.5725822871131684,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,50,5.529008998790949,0.5752945520514343,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,51,5.539773316798889,0.5764145816096905,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,52,5.571175406255804,0.5796819756384484,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,53,5.603190881235848,0.5830131925602129,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,54,5.620146307181438,0.5847774082047044,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,55,5.626283157800392,0.5854159488054909,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,56,5.654612753270355,0.5883636491871063,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,57,5.668727298646029,0.589832270609333,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,58,5.68927674236975,0.5919704445613971,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,59,5.704967253505424,0.5936030455532258,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,60,5.746292338003711,0.597902929308186,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,61,5.786911590586188,0.6021293711034894,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,62,5.7910662646978075,0.6025616658207688,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,63,5.810783962582023,0.6046132964428681,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,64,5.837928156454689,0.607437655538356,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,65,5.844259171317114,0.6080963989696127,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,66,5.846866904099308,0.6083677341154106,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,67,5.871782762262863,0.6109602344105466,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,68,5.890563076993902,0.6129143301179221,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,69,5.904305673324505,0.6143442501635883,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,70,5.922970397247489,0.6162863186230144,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,71,6.0148364622831645,0.6258450020588682,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,72,6.024322079379727,0.6268319825176977,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,73,6.061966390442973,0.6307488810206933,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,74,6.106172068035468,0.6353484910944449,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,75,6.119820210611486,0.6367685832070318,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,76,6.149165331080863,0.6398219491789484,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,77,6.202000002656932,0.6453194078960144,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,78,6.233752007114854,0.6486232106544016,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,79,6.260872149957009,0.6514450672350948,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,80,6.30518962883497,0.6560563102561722,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
Middle,81,6.314221237175549,0.6569960510082182,CPU_FP64_reconstruction,600927c1ec6c11d8af7b042d00f9787389b30f415b64171b6c27725e05508cb0
