contrast,before,after,population,metric,request_denominator,prompt_denominator,paired_identity_sha256,status,preference_delta_pp,desired_target_nll_mean_delta,actual_resamples,preference_delta_pp_ci95_low,preference_delta_pp_ci95_high,preference_delta_pp_ci95_confidence,preference_delta_pp_ci95_includes_zero,desired_target_nll_mean_delta_ci95_low,desired_target_nll_mean_delta_ci95_high,desired_target_nll_mean_delta_ci95_confidence,desired_target_nll_mean_delta_ci95_includes_zero,bootstrap_seed,CI_zero_is_gate
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,suffix,PS,1000,2000,7f708103ac78bc37c6a7158350c26b4f6023fad62292790a92063b673b2330c6,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.15,-0.015635209700772975,1000,-0.2,0.55,0.95,True,-0.042775292313522645,0.009553443798245456,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,suffix,NS,1000,10000,a408f97bcdf4e820bbfcf632ee8a20ecca0a35c2402645409510b29c06c07d6c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.16,-0.024819039438583424,1000,-0.16,0.48,0.95,True,-0.034042548954887605,-0.015938752981287253,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,entry_old,RS,5000,5000,681e6ea5be85b8839b375b86ccda53416c3635d7757c35c9faa2b715df3a123b,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.0,-0.001285602050946909,1000,-0.06,0.06,0.95,True,-0.00412173839949749,0.0011341003323787928,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,entry_old,PS,5000,10000,65aaff769a86ea333dc4b80af36d5241c56c088c9a5eeab16849f722df5cb8e1,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.03,0.000115366666270711,1000,-0.10024999999999999,0.16,0.95,True,-0.003576289400970982,0.0037556354018678214,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,entry_old,NS,5000,50000,de1d4f73b5a8d48f087536a9f2c83454ec2e3fe5ca2f68ebe508c42840767fa8,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.226,-0.013176223620728124,1000,0.09795000000000001,0.3620499999999999,0.95,False,-0.01694585358399019,-0.009526940387506911,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,fullseen,RS,6000,6000,dd04a48f9ca716c282410c9f89be643490e05ee5360caef1faf0e635264ba58c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.0,-0.0009944102809067773,1000,-0.03333333333333333,0.03374999999999962,0.95,True,-0.0035102767219227873,0.0011674469957300212,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,fullseen,PS,6000,12000,3c1401b8dc5085f9af1fb6718c83b8c4fc863d5ea363fd8a49e5f48e511599f9,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.05,-0.002509729394903237,1000,-0.08333333333333333,0.18333333333333332,0.95,True,-0.007902343750214551,0.002675338602124367,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN2,I2,fullseen,NS,6000,60000,9ee8275d8847653296d99fb7fa065235732d752e21838253d61a29dc0fd64b38,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.215,-0.015116692923704007,1000,0.095,0.345,0.95,False,-0.018395865922204248,-0.011511877738238448,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,suffix,RS,1000,1000,9a88165d0817857d1a969797662bf896d3fe4ab406f57d94774bdf1bdeb1f491,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.0,0.00018932499006587024,1000,0.0,0.0,0.95,True,-0.004558560671399163,0.005088441910301614,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,suffix,PS,1000,2000,7f708103ac78bc37c6a7158350c26b4f6023fad62292790a92063b673b2330c6,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.15,-0.017324626264908147,1000,-0.5,0.2,0.95,True,-0.044283342653030654,0.01264859795432793,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,suffix,NS,1000,10000,a408f97bcdf4e820bbfcf632ee8a20ecca0a35c2402645409510b29c06c07d6c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.0,-0.01056010238721501,1000,-0.33,0.33,0.95,True,-0.021761408157443513,0.0017522339591756453,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,entry_old,RS,5000,5000,681e6ea5be85b8839b375b86ccda53416c3635d7757c35c9faa2b715df3a123b,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.04,0.0040730615026805025,1000,-0.12,0.02,0.95,True,0.00014139402316491214,0.00859514737024855,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,entry_old,PS,5000,10000,65aaff769a86ea333dc4b80af36d5241c56c088c9a5eeab16849f722df5cb8e1,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.02,0.0032899621220458357,1000,-0.13,0.16,0.95,True,-0.0019051615524257976,0.008682538312100405,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,entry_old,NS,5000,50000,de1d4f73b5a8d48f087536a9f2c83454ec2e3fe5ca2f68ebe508c42840767fa8,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.084,-0.007314597373588476,1000,-0.06609999999999999,0.228,0.95,True,-0.012225327562975464,-0.0027185879328608287,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,fullseen,RS,6000,6000,dd04a48f9ca716c282410c9f89be643490e05ee5360caef1faf0e635264ba58c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.03333333333333333,0.003425772083911397,1000,-0.1,0.03333333333333333,0.95,True,0.00018986906537915425,0.007105898231084786,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,fullseen,PS,6000,12000,3c1401b8dc5085f9af1fb6718c83b8c4fc863d5ea363fd8a49e5f48e511599f9,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.008333333333333333,-0.00014580260911316146,1000,-0.14166666666666666,0.11687499999999981,0.95,True,-0.00663783005649049,0.006702185942520736,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,FROZEN4,I4,fullseen,NS,6000,60000,9ee8275d8847653296d99fb7fa065235732d752e21838253d61a29dc0fd64b38,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.07,-0.007855514875859565,1000,-0.06004166666666666,0.2167083333333333,0.95,True,-0.012319147663657446,-0.0033163874206486805,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,suffix,RS,1000,1000,9a88165d0817857d1a969797662bf896d3fe4ab406f57d94774bdf1bdeb1f491,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.1,-0.00031134777112856683,1000,-0.4,0.0,0.95,True,-0.005871673171020029,0.007944203065742202,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,suffix,PS,1000,2000,7f708103ac78bc37c6a7158350c26b4f6023fad62292790a92063b673b2330c6,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.25,-0.038265289497066986,1000,-0.2,0.75,0.95,True,-0.07115192842162979,-0.004312179443911205,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,suffix,NS,1000,10000,a408f97bcdf4e820bbfcf632ee8a20ecca0a35c2402645409510b29c06c07d6c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.3,0.039880955999705474,1000,-0.65,0.04024999999999977,0.95,True,0.027105631324660498,0.05300616668323957,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,entry_old,RS,5000,5000,681e6ea5be85b8839b375b86ccda53416c3635d7757c35c9faa2b715df3a123b,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.1,0.02355895264849132,1000,-0.2,0.0,0.95,True,0.016786660088922427,0.030795068603596543,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,entry_old,PS,5000,10000,65aaff769a86ea333dc4b80af36d5241c56c088c9a5eeab16849f722df5cb8e1,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.06,0.02748393749966417,1000,-0.2,0.08,0.95,True,0.021292057910502756,0.033855921719911385,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,entry_old,NS,5000,50000,de1d4f73b5a8d48f087536a9f2c83454ec2e3fe5ca2f68ebe508c42840767fa8,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.184,0.03389015451954678,1000,-0.33605,-0.0339000000000001,0.95,False,0.02883564328596351,0.03876281650552608,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,fullseen,RS,6000,6000,dd04a48f9ca716c282410c9f89be643490e05ee5360caef1faf0e635264ba58c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.1,0.019580569245221342,1000,-0.18374999999999997,-0.016666666666666666,0.95,False,0.01362654124830207,0.025443551570990548,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,fullseen,PS,6000,12000,3c1401b8dc5085f9af1fb6718c83b8c4fc863d5ea363fd8a49e5f48e511599f9,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.008333333333333333,0.01652573300020898,1000,-0.15,0.15,0.95,True,0.008193543418337413,0.024512768463633483,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,I2,I4,fullseen,NS,6000,60000,9ee8275d8847653296d99fb7fa065235732d752e21838253d61a29dc0fd64b38,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.20333333333333334,0.03488862143290656,1000,-0.34833333333333333,-0.04991666666666675,0.95,False,0.030050305153280884,0.040157848532400724,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,suffix,RS,1000,1000,9a88165d0817857d1a969797662bf896d3fe4ab406f57d94774bdf1bdeb1f491,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.1,-0.009800966371085452,1000,-0.4,0.0,0.95,True,-0.02865936199541693,0.008213966074586188,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,suffix,PS,1000,2000,7f708103ac78bc37c6a7158350c26b4f6023fad62292790a92063b673b2330c6,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.6,0.0022225544643442847,1000,-0.2,1.4,0.95,True,-0.06941322711504254,0.06781493681580977,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,suffix,NS,1000,10000,a408f97bcdf4e820bbfcf632ee8a20ecca0a35c2402645409510b29c06c07d6c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.67,-0.004241113762033638,1000,0.17975000000000002,1.14,0.95,False,-0.025527147440074477,0.01758194979738706,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,entry_old,RS,5000,5000,681e6ea5be85b8839b375b86ccda53416c3635d7757c35c9faa2b715df3a123b,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.08,0.02807847482268844,1000,-0.22049999999999997,0.04,0.95,True,0.012968944454807053,0.04378515465861471,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,entry_old,PS,5000,10000,65aaff769a86ea333dc4b80af36d5241c56c088c9a5eeab16849f722df5cb8e1,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.09,0.011584642235257342,1000,-0.28,0.11,0.95,True,0.0006766307787937877,0.02286888502940193,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,entry_old,NS,5000,50000,de1d4f73b5a8d48f087536a9f2c83454ec2e3fe5ca2f68ebe508c42840767fa8,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.426,-0.017001603940522764,1000,0.22395,0.6180999999999999,0.95,False,-0.025831086415798694,-0.009265639985850024,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,fullseen,RS,6000,6000,dd04a48f9ca716c282410c9f89be643490e05ee5360caef1faf0e635264ba58c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.08333333333333333,0.021765234623726124,1000,-0.2,0.05,0.95,True,0.009513451066100008,0.035348307814181225,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,fullseen,PS,6000,12000,3c1401b8dc5085f9af1fb6718c83b8c4fc863d5ea363fd8a49e5f48e511599f9,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.025,0.010024294273438499,1000,-0.18354166666666663,0.225,0.95,True,-0.004252023559539156,0.024178307986760364,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,REFIT4,fullseen,NS,6000,60000,9ee8275d8847653296d99fb7fa065235732d752e21838253d61a29dc0fd64b38,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.4666666666666667,-0.014874855577441243,1000,0.2981666666666667,0.6317083333333333,0.95,False,-0.02210403336170042,-0.007858466356460859,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,suffix,RS,1000,1000,9a88165d0817857d1a969797662bf896d3fe4ab406f57d94774bdf1bdeb1f491,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.0,-0.024383920161368224,1000,0.0,0.0,0.95,True,-0.03761688072445731,-0.013853245161380895,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,suffix,PS,1000,2000,7f708103ac78bc37c6a7158350c26b4f6023fad62292790a92063b673b2330c6,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,1.0,-0.12684224536052716,1000,0.5,1.55,0.95,False,-0.16067317526601563,-0.09193803366490093,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,suffix,NS,1000,10000,a408f97bcdf4e820bbfcf632ee8a20ecca0a35c2402645409510b29c06c07d6c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.38,0.06617348198329565,1000,-0.71,-0.06,0.95,False,0.05415326690715505,0.07873728888408454,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,entry_old,RS,5000,5000,681e6ea5be85b8839b375b86ccda53416c3635d7757c35c9faa2b715df3a123b,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.06,0.019187945586800197,1000,-0.14,0.0,0.95,True,0.012641432831076136,0.026532840136891743,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,entry_old,PS,5000,10000,65aaff769a86ea333dc4b80af36d5241c56c088c9a5eeab16849f722df5cb8e1,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.09,0.020716783929718076,1000,-0.25,0.05,0.95,True,0.014778790509064202,0.026950349265357162,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,entry_old,NS,5000,50000,de1d4f73b5a8d48f087536a9f2c83454ec2e3fe5ca2f68ebe508c42840767fa8,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.234,0.0563918299815827,1000,-0.398,-0.086,0.95,False,0.051592902681547335,0.06131445945980557,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,fullseen,RS,6000,6000,dd04a48f9ca716c282410c9f89be643490e05ee5360caef1faf0e635264ba58c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.05,0.01192596796210546,1000,-0.11666666666666667,0.0,0.95,True,0.006232181172023563,0.017751544982247066,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,fullseen,PS,6000,12000,3c1401b8dc5085f9af1fb6718c83b8c4fc863d5ea363fd8a49e5f48e511599f9,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.09166666666666666,-0.0038763876186561296,1000,-0.06666666666666667,0.25,0.95,True,-0.011905309075053994,0.003468128061443844,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN2,fullseen,NS,6000,60000,9ee8275d8847653296d99fb7fa065235732d752e21838253d61a29dc0fd64b38,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.25833333333333336,0.05802210531520153,1000,-0.4033333333333333,-0.11166666666666666,0.95,False,0.05356990278184802,0.06270004509484992,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,suffix,RS,1000,1000,9a88165d0817857d1a969797662bf896d3fe4ab406f57d94774bdf1bdeb1f491,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.0,-0.023922371592074342,1000,0.0,0.0,0.95,True,-0.03809044601092473,-0.01261605608361715,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,suffix,PS,1000,2000,7f708103ac78bc37c6a7158350c26b4f6023fad62292790a92063b673b2330c6,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,1.15,-0.14247745506130013,1000,0.6,1.75,0.95,False,-0.1748773610559725,-0.11094047120227096,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,suffix,NS,1000,10000,a408f97bcdf4e820bbfcf632ee8a20ecca0a35c2402645409510b29c06c07d6c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.22,0.04135444254471222,1000,-0.56,0.15,0.95,True,0.02928648710606503,0.05428032397537521,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,entry_old,RS,5000,5000,681e6ea5be85b8839b375b86ccda53416c3635d7757c35c9faa2b715df3a123b,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.06,0.017902343535853286,1000,-0.14,0.0,0.95,True,0.011278742825931477,0.025172603625592708,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,entry_old,PS,5000,10000,65aaff769a86ea333dc4b80af36d5241c56c088c9a5eeab16849f722df5cb8e1,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.06,0.020832150595988787,1000,-0.21,0.08024999999999978,0.95,True,0.014926411257492,0.026911382823812165,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,entry_old,NS,5000,50000,de1d4f73b5a8d48f087536a9f2c83454ec2e3fe5ca2f68ebe508c42840767fa8,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.008,0.04321560636085458,1000,-0.164,0.136,0.95,True,0.03829168561261444,0.048071876491218336,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,fullseen,RS,6000,6000,dd04a48f9ca716c282410c9f89be643490e05ee5360caef1faf0e635264ba58c,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.05,0.010931557681198682,1000,-0.11666666666666667,0.0,0.95,True,0.005344942851559289,0.016830431714332524,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,fullseen,PS,6000,12000,3c1401b8dc5085f9af1fb6718c83b8c4fc863d5ea363fd8a49e5f48e511599f9,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,0.14166666666666666,-0.0063861170135593665,1000,-0.008333333333333333,0.3,0.95,True,-0.014053640072539808,0.0007611464316222122,0.95,True,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,I2,fullseen,NS,6000,60000,9ee8275d8847653296d99fb7fa065235732d752e21838253d61a29dc0fd64b38,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.043333333333333335,0.04290541239149752,1000,-0.17670833333333333,0.0917083333333333,0.95,True,0.038153763173619175,0.04740636456822982,0.95,False,20260914,False
TERMINAL_CROSS_POLICY_DIFFERENT_TRAJECTORIES,N4,FROZEN4,suffix,RS,1000,1000,9a88165d0817857d1a969797662bf896d3fe4ab406f57d94774bdf1bdeb1f491,OBSERVED_REQUEST_CLUSTER_CI_NOT_ORDER_GENERALIZATION,-0.1,-0.02442304435326878,1000,-0.4,0.0,0.95,True,-0.04042150675705652,-0.011101704961895895,0.95,False,20260914,False
