policy,batch,population,metric,group,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy,two_P_request_strict_n,two_P_request_strict_d
N4,60,fullseen,PS,ACTIVE_TARGET,11808,5904,11461,0.9706131436314364,0,5620,d8cbb164ea5f029b004881e2c14792811822c7e9292fcb9d0d9832ab00ed2e1d,da8887cfd8301432b9b5f8359d342b818b8e23314218d0ddbfe29f2c45d297c0,8271,0.7004573170731707,3243,0.5492886178861789,8435,11976,0.7043253173012692,58,0.004911924119241192,7,0.0011856368563685636,186,11952,0.015562248995983935,3243,5904
N4,60,fullseen,PS,SUPERSEDED,192,96,135,0.703125,0,52,b5b41e3294b39cf569dd02122354d98d47c66187c201539323b89ca1b5a9f545,5e875c87e097206bb6aac6ec9290219110875dae8d8b4d0476de9efefb113132,15,0.078125,1,0.010416666666666666,17,194,0.08762886597938144,6,0.03125,2,0.020833333333333332,8,194,0.041237113402061855,1,96
N4,60,fullseen,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
N4,60,fullseen,NS,ALL,60000,6000,41621,0.6936833333333333,0,1498,c25dff7e0856c2a54d4b7f25265d1692cbc9b1bc9add31061d81982c0f9c8aac,720ce6f8e5557a88bd7ab1e95777670faec5b75fa002169d045631cc4ae48e51,2767,0.04611666666666667,1,0.00016666666666666666,3554,60850,0.05840591618734593,6148,0.10246666666666666,0,0.0,6834,60730,0.11253087436192985,,
N4,60,fullseen,NS,ACTIVE_TARGET,59040,5904,40998,0.6944105691056911,0,1480,0c20a1be25bb754c30ea9b68235d2537e9e34670be9c470133490b6cfeff7b5b,88de4381e3e96214f76516cd9424e9e4dc8bd476a3395a2be5c813ff06e0961a,2748,0.046544715447154474,1,0.00016937669376693767,3525,59880,0.05886773547094189,6093,0.10320121951219512,0,0.0,6769,59760,0.11326974564926372,,
N4,60,fullseen,NS,SUPERSEDED,960,96,623,0.6489583333333333,0,18,6e6abaa6c01ff340ff582a7d53bb9b71911ce064390f0d71723297a71c55fc85,34fe1d295ea392497d02ba9cc72943635fbdf36b1eac1f0a70431e8de81b2073,19,0.019791666666666666,0,0.0,29,970,0.029896907216494847,55,0.057291666666666664,0,0.0,65,970,0.06701030927835051,,
N4,60,fullseen,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
N4,60,entry_old,RS,ALL,5000,5000,4984,0.9968,0,4984,cd841b6e61bf9ac05a532be0efce66ec0f65516590256c3253e2ef1938fc3d9a,152083c0521ffd9c2dd582dae6a837fe9864c23ee8598758ddf27f25bec2a71c,4867,0.9734,4867,0.9734,4936,5069,0.9737620832511343,5,0.001,5,0.001,53,5056,0.010482594936708861,,
N4,60,entry_old,RS,ACTIVE_TARGET,4910,4910,4901,0.9981670061099797,0,4901,a33a9ad2716e4ded088e5fc88940747459f82f064d9213d6b05e0fe481f73812,6c9717bb12216bfc36a270acff68d32c699156d67dfc6cdf78fb559c5f34a37d,4833,0.9843177189409369,4833,0.9843177189409369,4901,4978,0.9845319405383688,2,0.0004073319755600815,2,0.0004073319755600815,49,4965,0.00986908358509567,,
N4,60,entry_old,RS,SUPERSEDED,90,90,83,0.9222222222222223,0,83,5ccd65a9e45ddb4cafad1ea92322d13bb2ca5a0bff825223c6ebacf8564f9b21,6b31a0058755304ace9e9a1a67cdb56da0cb7d497b99e2728724bfe5c17c82f9,34,0.37777777777777777,34,0.37777777777777777,35,91,0.38461538461538464,3,0.03333333333333333,3,0.03333333333333333,4,91,0.04395604395604396,,
N4,60,entry_old,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
N4,60,entry_old,PS,ALL,10000,5000,9658,0.9658,0,4721,1af2f62c84d42f8c2ea43a6f1d38fc060f608cc2ca45f73cd8c1f6fad5b47e9a,7f8d92f50021ba82c311b5106bcb9c0a2867fc345b2586554ccf4a3735e9c88a,6863,0.6863,2675,0.535,6998,10138,0.690274215821661,59,0.0059,9,0.0018,159,10112,0.01572389240506329,2675,5000
N4,60,entry_old,PS,ACTIVE_TARGET,9820,4910,9529,0.970366598778004,0,4670,41e9b63ba1d3658a48b9c164df0da2c3ecabc92b202d9d322bfbbc05e2c5f241,b8b9a3199585fe884921257ec3398aaec9750bda037088b58e9854d0797d71d1,6849,0.6974541751527495,2674,0.5446028513238289,6982,9956,0.7012856568903174,54,0.0054989816700610995,7,0.0014256619144602852,152,9930,0.015307150050352467,2674,4910
N4,60,entry_old,PS,SUPERSEDED,180,90,129,0.7166666666666667,0,51,011d00a5ba43b85b756c5e998ae0f17aaa4d2080f302da6427148d9f32253f76,eee280bae43682b568b5493f455351024511187184fd62879619253385a0e3fc,14,0.07777777777777778,1,0.011111111111111112,16,182,0.08791208791208792,5,0.027777777777777776,2,0.022222222222222223,7,182,0.038461538461538464,1,90
N4,60,entry_old,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
N4,60,entry_old,NS,ALL,50000,5000,34513,0.69026,0,1217,03cf69604597a6686e678e3d28f20e8afa0c40922c75d0f3cefa9c8fc7e324e9,73225f62ce37222f6ce319b5216a453a0d132da75fb86ab671f2a2e0f4677033,2323,0.04646,1,0.0002,2951,50690,0.058216610771355294,5072,0.10144,0,0.0,5595,50560,0.11066060126582279,,
N4,60,entry_old,NS,ACTIVE_TARGET,49100,4910,33939,0.6912219959266802,0,1200,96ba3e9c79ce6f4584ff340f67671de57355bfed301ce3d112054f6bb435bc72,d7ec8eff8eab7478d5b6516a12077cd43a43f5dfd774d1e75aa75bcf79ff4129,2305,0.04694501018329939,1,0.00020366598778004074,2923,49780,0.05871836078746485,5023,0.10230142566191446,0,0.0,5536,49650,0.11150050352467271,,
N4,60,entry_old,NS,SUPERSEDED,900,90,574,0.6377777777777778,0,17,e8a649115458b5939177521ca58ab4eb4b46761bdef16b2d527a38c4d68bfe61,6918a59ded6ee2bcbe6ffc5b05a5efdddf1da1f9fea557c6fbd11bdc6f1d400c,18,0.02,0,0.0,28,910,0.03076923076923077,49,0.05444444444444444,0,0.0,59,910,0.06483516483516484,,
N4,60,entry_old,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
N4,60,first_suffix500,RS,ALL,500,500,500,1.0,0,500,cd51ffcc82e26a0ea707888f7a025fe3a874c189e773a3e8cb4a59ee03191b4a,6e91db249630ec95c8b12fdd530d25176be43c530efa9f3741816906704f2b85,496,0.992,496,0.992,503,507,0.9921104536489151,0,0.0,0,0.0,6,506,0.011857707509881422,,
N4,60,first_suffix500,PS,ALL,1000,500,970,0.97,0,476,1fa60daba09234d0046a195f933eb30fbe00efb6f5cce0b08eb081ab593377bb,4afc7687563a9bad1014b590632ea4c82ec0a9587c4028c7f6aa3061c8a76f3d,703,0.703,279,0.558,716,1014,0.7061143984220908,1,0.001,0,0.0,12,1012,0.011857707509881422,279,500
N4,60,first_suffix500,NS,ALL,5000,500,3578,0.7156,0,144,3888cf778c56fc9e67dbb8321aff30a83076c58fd78e90e9d007d7e043109456,0c519fbaeb01b4076e2486f59d940bc9b3fcc6ba5af0f1f6406f0129466f0ecb,225,0.045,0,0.0,295,5070,0.05818540433925049,548,0.1096,0,0.0,608,5060,0.12015810276679842,,
N4,60,ONLINE_AT_WRITE_1000_DIFFERENT_STATES,RS,ALL,1000,1000,1000,1.0,0,1000,3d8441c97974f7cd040c389398d91e2eb5ac18fab77a8c2eb4529838716fd31c,a9b082cd81b960712ddf5156a38bd0234ed624af5674dd34a60677d7c11cf9e1,993,0.993,993,0.993,1009,1016,0.9931102362204725,0,0.0,0,0.0,15,1017,0.014749262536873156,,
N4,60,ONLINE_AT_WRITE_1000_DIFFERENT_STATES,PS,ALL,2000,1000,1941,0.9705,0,951,561c2a3b61e3777b41070ea00087eb776c101e59310b21581b2961f321f411e2,79d6a2fc163e13815854572df1841d76d860912dcdfe60b5cba93f771d743796,1423,0.7115,565,0.565,1454,2032,0.7155511811023622,6,0.003,0,0.0,37,2034,0.018190757128810225,565,1000
N4,60,ONLINE_AT_WRITE_1000_DIFFERENT_STATES,NS,ALL,10000,1000,7164,0.7164,0,288,e9e551f08e1f033dce508fa0c2483ece0f1be8b290828ac7bf481a6202ae67ff,a8b80b12803a46a116dcb3b266a9d9dc4ecdaf2c3436c577d98fb946d2e83777,442,0.0442,0,0.0,600,10160,0.05905511811023622,1102,0.1102,0,0.0,1266,10170,0.12448377581120944,,
REFIT4,51,current,RS,ALL,100,100,100,1.0,0,100,037ac4c321813f6b1a964a42b9567a98c85645bd6a744769d43309f24dcc173a,f25c4b7fc99e44cae74e94023459c9d894a593121838ee26bb6afc7677bded7a,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,3,103,0.02912621359223301,,
REFIT4,51,current,PS,ALL,200,100,197,0.985,0,97,de9d62eaaf6dec137fc9195724c4b9b5176d83f7b754ab72ab42dead5cd0ed05,ea443eb328f89f78493fdeb6bc3af47b129459749e75db5662fef4bbb8d1f9b6,146,0.73,58,0.58,147,202,0.7277227722772277,0,0.0,0,0.0,6,206,0.02912621359223301,58,100
REFIT4,51,current,NS,ALL,1000,100,716,0.716,0,34,a75f459260d92004515cf2573e74e6852bb290b05ea8fd488ae685c0a086cc96,1df6434bc812d25cf31f05c7121c28b1cc07d57eef98032d5e6b35b181e209f9,55,0.055,0,0.0,64,1010,0.06336633663366337,104,0.104,0,0.0,134,1030,0.13009708737864079,,
REFIT4,51,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0,,
REFIT4,51,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0,,
REFIT4,51,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0,,
REFIT4,51,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
REFIT4,51,historical,PS,ALL,256,128,250,0.9765625,0,122,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,86dc807c5d5bdba253543a6ddabcad34fd0500081de7b4724e510f7459f0ee65,176,0.6875,64,0.5,176,256,0.6875,0,0.0,0,0.0,0,256,0.0,64,128
REFIT4,51,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,176,0.7096774193548387,64,0.5161290322580645,176,248,0.7096774193548387,0,0.0,0,0.0,0,248,0.0,64,124
REFIT4,51,historical,PS,SUPERSEDED,8,4,5,0.625,0,1,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,c7dc7e8fc447c86c76c7d67edb645c1538021107b3dcdc6054196bcc608154bc,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0,0,4
REFIT4,51,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
REFIT4,51,historical,NS,ALL,1280,128,883,0.68984375,0,34,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,6e9e542f4275a097e17f8a5cf45d277289666f25cce5ed68f3b4c2f0426dea0a,72,0.05625,0,0.0,72,1280,0.05625,163,0.12734375,0,0.0,163,1280,0.12734375,,
REFIT4,51,historical,NS,ACTIVE_TARGET,1240,124,858,0.6919354838709677,0,33,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,e1ea54fcb6ad1b17523cba73fb034d3ec271a0370f0fea582db49965ef06353c,72,0.05806451612903226,0,0.0,72,1240,0.05806451612903226,163,0.1314516129032258,0,0.0,163,1240,0.1314516129032258,,
REFIT4,51,historical,NS,SUPERSEDED,40,4,25,0.625,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,a2879f0737a1b7d991d75149281809215417fc40b0ef2279ff1112a0464299e0,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0,,
REFIT4,51,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
REFIT4,52,current,RS,ALL,100,100,100,1.0,0,100,9ce14fa299ca8dcee036469556c46b98b8058b19a957abba146d23cab698a66d,903db6e08ea7635d3148674c9c9d994d8abec61200636dd219b1fd97a1a0b7f2,100,1.0,100,1.0,102,102,1.0,0,0.0,0,0.0,2,102,0.0196078431372549,,
REFIT4,52,current,PS,ALL,200,100,197,0.985,0,97,a2d3501b7b4add5e26f73ee940339835c6ead2601d4bdaaab4a530aa82132d15,9849e18a23ec89780227388be792e3e357eb1ff78c7e43f85ea4224270cefc5d,140,0.7,51,0.51,144,204,0.7058823529411765,1,0.005,0,0.0,5,204,0.024509803921568627,51,100
REFIT4,52,current,NS,ALL,1000,100,735,0.735,0,29,88ba3c689f3d6a35ab80cc7b9300205f6a6d1206dd54418e5ec38a0336879278,90109c402dd19cd6158f76ba639523ea82c5205b0267df83aa6809505bc99d2e,41,0.041,0,0.0,61,1020,0.059803921568627454,139,0.139,0,0.0,159,1020,0.15588235294117647,,
REFIT4,52,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,124,0.96875,124,0.96875,124,128,0.96875,0,0.0,0,0.0,0,128,0.0,,
REFIT4,52,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,122,0.9838709677419355,122,0.9838709677419355,122,124,0.9838709677419355,0,0.0,0,0.0,0,124,0.0,,
REFIT4,52,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0,,
REFIT4,52,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
REFIT4,52,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,175,0.68359375,63,0.4921875,175,256,0.68359375,0,0.0,0,0.0,0,256,0.0,63,128
REFIT4,52,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,175,0.7056451612903226,63,0.5080645161290323,175,248,0.7056451612903226,0,0.0,0,0.0,0,248,0.0,63,124
REFIT4,52,historical,PS,SUPERSEDED,8,4,6,0.75,0,2,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,b8a294f00f58945c4b2e7c769967b5694a66c8fb997582bf04d993c4a7d85ff2,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0,0,4
REFIT4,52,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
REFIT4,52,historical,NS,ALL,1280,128,889,0.69453125,0,39,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,00093212f2e5666faa0e8955e8108a19a8c6fed50c8adf7db52007e7c6d06134,73,0.05703125,0,0.0,73,1280,0.05703125,159,0.12421875,0,0.0,159,1280,0.12421875,,
REFIT4,52,historical,NS,ACTIVE_TARGET,1240,124,865,0.6975806451612904,0,38,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,e14f46c2688d5247870f14b690ca15068f2e17abd156485d3311d9a276c5dfbe,73,0.05887096774193548,0,0.0,73,1240,0.05887096774193548,159,0.1282258064516129,0,0.0,159,1240,0.1282258064516129,,
REFIT4,52,historical,NS,SUPERSEDED,40,4,24,0.6,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,cbfa484b295460cc285a9c2437b52cddd8b4c9ac9348f439234458ff14ef5130,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0,,
REFIT4,52,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
REFIT4,53,current,RS,ALL,100,100,100,1.0,0,100,7f26d60f9749d58c9df819bebcead3a696752da99a6280a5167af62ca9c29732,33c722daf0ae7f527ad3b83ebdd89187a6b1927c6399a9f75070ebb1be3a693c,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,0,100,0.0,,
REFIT4,53,current,PS,ALL,200,100,193,0.965,0,95,69838fdc175506fda322d95cb3d281ee33e41fb39d7329c3cd2b2fbc7427e8cd,1beb74fadb4ab649cd38f3986b0dd53baf0ab36635e2f9b57339cbff97ba6503,131,0.655,47,0.47,135,204,0.6617647058823529,1,0.005,0,0.0,1,200,0.005,47,100
REFIT4,53,current,NS,ALL,1000,100,693,0.693,0,31,446c7e39555f018d2da9397935e3c5b66c799af6006d56a66d76733a1136b493,b0afb42306ce57628def680b6b82d948198bfdfe7d8beb4c447db13d3c031a59,52,0.052,0,0.0,72,1020,0.07058823529411765,102,0.102,0,0.0,102,1000,0.102,,
REFIT4,53,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0,,
REFIT4,53,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0,,
REFIT4,53,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0,,
REFIT4,53,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
REFIT4,53,historical,PS,ALL,256,128,250,0.9765625,0,122,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,bb1101c778eb789d226801affaa0946f1034a881e64a1ca4a3ca213f43f15256,176,0.6875,64,0.5,176,256,0.6875,0,0.0,0,0.0,0,256,0.0,64,128
REFIT4,53,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,176,0.7096774193548387,64,0.5161290322580645,176,248,0.7096774193548387,0,0.0,0,0.0,0,248,0.0,64,124
REFIT4,53,historical,PS,SUPERSEDED,8,4,5,0.625,0,1,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,fec720b9121483c1a780c78515fbabfc31b31489738a442ad7e90220b236fa42,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0,0,4
REFIT4,53,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
REFIT4,53,historical,NS,ALL,1280,128,884,0.690625,0,38,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,248a7cdb630c0f44fdba84750755775cef7ec4c723b2d3eb209bc008c5958aee,74,0.0578125,0,0.0,74,1280,0.0578125,156,0.121875,0,0.0,156,1280,0.121875,,
REFIT4,53,historical,NS,ACTIVE_TARGET,1240,124,861,0.6943548387096774,0,37,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,93c197252fa57540171e800a00c0b4c4d062c3a49f0c396ce07668222b49a26e,74,0.05967741935483871,0,0.0,74,1240,0.05967741935483871,156,0.12580645161290321,0,0.0,156,1240,0.12580645161290321,,
REFIT4,53,historical,NS,SUPERSEDED,40,4,23,0.575,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,fe82c78a0d8a45f7c945dc74b23748465410219e2572cc94124454cbea92403c,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0,,
REFIT4,53,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
REFIT4,54,current,RS,ALL,100,100,100,1.0,0,100,63dab5bd43b876c52366c45fba83139caadc18cb67f8a5561bb5d2186cda56ef,961c42f3a1ba74011412b357bd80a7dc35b0f1fd7c4b16d90bc505b615a5e6c2,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,1,101,0.009900990099009901,,
REFIT4,54,current,PS,ALL,200,100,197,0.985,0,97,50ceaacb80c9191f982151d07b6f98987df5582543964d9d49363130a24514aa,089c04dfca19447c2e763801fc2823625a7762f516446eb2033c0dd6bceb94ad,150,0.75,60,0.6,152,202,0.7524752475247525,0,0.0,0,0.0,2,202,0.009900990099009901,60,100
REFIT4,54,current,NS,ALL,1000,100,745,0.745,0,31,04f0fc6cc56c4906f43c0907eb00c1ee21d7fec182833d05ca03557c7a373e11,c75c83c7b758fcdae585bb0c75f96409434f6b49797a01f0faf7c2b84dc4cdb8,52,0.052,0,0.0,62,1010,0.061386138613861385,107,0.107,0,0.0,117,1010,0.11584158415841585,,
REFIT4,54,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0,,
REFIT4,54,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0,,
REFIT4,54,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0,,
REFIT4,54,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
REFIT4,54,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,179,0.69921875,65,0.5078125,179,256,0.69921875,0,0.0,0,0.0,0,256,0.0,65,128
