policy,batch,population,metric,group,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy,two_P_request_strict_n,two_P_request_strict_d
FROZEN4,60,suffix,NS,SUPERSEDED,60,6,48,0.8,0,2,f33e90c1a2dab2a51c79ccd3672e6f6797852f2d0710467c47faa0208706dc3c,023b783b9f7be05e8d1bccbe7a8139ea5e5b8e3eb0780a772671fbbfcbded8e8,1,0.016666666666666666,0,0.0,1,60,0.016666666666666666,5,0.08333333333333333,0,0.0,5,60,0.08333333333333333,,
FROZEN4,60,suffix,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
FROZEN4,60,fullseen,RS,ALL,6000,6000,5977,0.9961666666666666,0,5977,c03f7503119d0bbfd06a9cde4ba3ac13024bd7c628dac9c6ee777e5e7508d24f,2d5d806b39972e207362bb688aefd084d2d61c174afe1eefa03397ca41afef2f,5847,0.9745,5847,0.9745,5932,6085,0.9748562037797863,6,0.001,6,0.001,69,6073,0.01136176519018607,,
FROZEN4,60,fullseen,RS,ACTIVE_TARGET,5904,5904,5891,0.9977981029810298,0,5891,f3251744fb0eb1333c70a36e7bf6c6442497aafd28a1332ad5a696a057fe2fff,c2dadf22a5f89c929cacae70a9f6732572914937219160f3ac5622068e1271f8,5815,0.9849254742547425,5815,0.9849254742547425,5899,5988,0.9851369405477622,3,0.0005081300813008131,3,0.0005081300813008131,65,5976,0.010876840696117804,,
FROZEN4,60,fullseen,RS,SUPERSEDED,96,96,86,0.8958333333333334,0,86,df40db7d2c9ebb858c8fac1745ae21b51bcd8cab903247634abe1d7d2256b4a4,d94067ef8847f3c8c1dd8c14b62243bfdec2654360bf3357348e4aef925275e4,32,0.3333333333333333,32,0.3333333333333333,33,97,0.3402061855670103,3,0.03125,3,0.03125,4,97,0.041237113402061855,,
FROZEN4,60,fullseen,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
FROZEN4,60,fullseen,PS,ALL,12000,6000,11613,0.96775,0,5688,3939b89fb37ed1bde52fb1b30d176cdee7b2d712e457d595dca0f003eefbaf7c,9a469bb7526e01978f8ec112d3bb3ede4f860838285d7d3b7a053434e2b45277,8294,0.6911666666666667,3233,0.5388333333333334,8459,12170,0.6950698438783894,63,0.00525,9,0.0015,190,12146,0.01564301004445908,3233,6000
FROZEN4,60,fullseen,PS,ACTIVE_TARGET,11808,5904,11479,0.9721375338753387,0,5636,d8cbb164ea5f029b004881e2c14792811822c7e9292fcb9d0d9832ab00ed2e1d,e432030c24c33279270276a04557ad3d6d06bcd01b4d62d6296fed7d6682821f,8275,0.7007960704607046,3231,0.5472560975609756,8438,11976,0.7045758183032732,57,0.004827235772357724,7,0.0011856368563685636,182,11952,0.015227576974564927,3231,5904
FROZEN4,60,fullseen,PS,SUPERSEDED,192,96,134,0.6979166666666666,0,52,b5b41e3294b39cf569dd02122354d98d47c66187c201539323b89ca1b5a9f545,c2b3c36f1956a8077e431fb870ca6a03b383d9da2c6872d7e774d0206dd0a953,19,0.09895833333333333,2,0.020833333333333332,21,194,0.10824742268041238,6,0.03125,2,0.020833333333333332,8,194,0.041237113402061855,2,96
FROZEN4,60,fullseen,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
FROZEN4,60,fullseen,NS,ALL,60000,6000,41431,0.6905166666666667,0,1456,c25dff7e0856c2a54d4b7f25265d1692cbc9b1bc9add31061d81982c0f9c8aac,5c4303f17457da10a88353c3f871b4d98f8c741e8305998b22af027a8aa9d69d,2769,0.04615,1,0.00016666666666666666,3554,60850,0.05840591618734593,5935,0.09891666666666667,0,0.0,6592,60730,0.10854602338218343,,
FROZEN4,60,fullseen,NS,ACTIVE_TARGET,59040,5904,40806,0.6911585365853659,0,1438,0c20a1be25bb754c30ea9b68235d2537e9e34670be9c470133490b6cfeff7b5b,3e29724cb568ea90502d2c08c9e6e46a73797f35b0fb2bdc2ec4ae3cb8ce30b2,2747,0.04652777777777778,1,0.00016937669376693767,3522,59880,0.05881763527054108,5882,0.09962737127371274,0,0.0,6529,59760,0.10925368139223561,,
FROZEN4,60,fullseen,NS,SUPERSEDED,960,96,625,0.6510416666666666,0,18,6e6abaa6c01ff340ff582a7d53bb9b71911ce064390f0d71723297a71c55fc85,7e36f95d61bf1dac877332b7ff6440828818b2b37207028d478cf88f14891e7f,22,0.022916666666666665,0,0.0,32,970,0.032989690721649485,53,0.05520833333333333,0,0.0,63,970,0.06494845360824743,,
FROZEN4,60,fullseen,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
FROZEN4,60,entry_old,RS,ALL,5000,5000,4978,0.9956,0,4978,cd841b6e61bf9ac05a532be0efce66ec0f65516590256c3253e2ef1938fc3d9a,aa1b0b915594b09d664f7ece504cd02cc07726f8c729893915ddc5141f8bdf9a,4850,0.97,4850,0.97,4919,5069,0.9704083645689485,6,0.0012,6,0.0012,54,5056,0.010680379746835443,,
FROZEN4,60,entry_old,RS,ACTIVE_TARGET,4910,4910,4897,0.9973523421588595,0,4897,a33a9ad2716e4ded088e5fc88940747459f82f064d9213d6b05e0fe481f73812,c65adc7f28c216cddaa51475571b89b5a91708e500d42e9540ba777f03133f34,4822,0.9820773930753565,4822,0.9820773930753565,4890,4978,0.9823222177581358,3,0.0006109979633401223,3,0.0006109979633401223,50,4965,0.010070493454179255,,
FROZEN4,60,entry_old,RS,SUPERSEDED,90,90,81,0.9,0,81,5ccd65a9e45ddb4cafad1ea92322d13bb2ca5a0bff825223c6ebacf8564f9b21,895b25cef7271fc3eb39cfd83273441cc2b0acb53059a4ffbe929bdf9283adb3,28,0.3111111111111111,28,0.3111111111111111,29,91,0.31868131868131866,3,0.03333333333333333,3,0.03333333333333333,4,91,0.04395604395604396,,
FROZEN4,60,entry_old,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
FROZEN4,60,entry_old,PS,ALL,10000,5000,9644,0.9644,0,4714,1af2f62c84d42f8c2ea43a6f1d38fc060f608cc2ca45f73cd8c1f6fad5b47e9a,2e3ec342ecf62c5ed5786bd60d4a1b19041d731989cfc1aab844e3f1add45b38,6807,0.6807,2634,0.5268,6941,10138,0.6846518050897613,60,0.006,9,0.0018,158,10112,0.015625,2634,5000
FROZEN4,60,entry_old,PS,ACTIVE_TARGET,9820,4910,9517,0.9691446028513239,0,4664,41e9b63ba1d3658a48b9c164df0da2c3ecabc92b202d9d322bfbbc05e2c5f241,7ffc374c618bf1cafe908e1e96db24d2d57cda31cf9017c4ab881fa2c065e424,6789,0.6913441955193482,2632,0.5360488798370672,6921,9956,0.6951586982723985,55,0.00560081466395112,7,0.0014256619144602852,151,9930,0.015206445115810674,2632,4910
FROZEN4,60,entry_old,PS,SUPERSEDED,180,90,127,0.7055555555555556,0,50,011d00a5ba43b85b756c5e998ae0f17aaa4d2080f302da6427148d9f32253f76,deaa270877fc03fbf3abb7a5d8234de2fbac1d893ea450ac53a76e31fe341b57,18,0.1,2,0.022222222222222223,20,182,0.10989010989010989,5,0.027777777777777776,2,0.022222222222222223,7,182,0.038461538461538464,2,90
FROZEN4,60,entry_old,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
FROZEN4,60,entry_old,NS,ALL,50000,5000,34375,0.6875,0,1191,03cf69604597a6686e678e3d28f20e8afa0c40922c75d0f3cefa9c8fc7e324e9,1d17c82e3c8972701b35d229a3b97a6ab0ddebad4c2e92d92d3fba61336fa69d,2308,0.04616,0,0.0,2937,50690,0.057940422173998814,4904,0.09808,0,0.0,5400,50560,0.10680379746835443,,
FROZEN4,60,entry_old,NS,ACTIVE_TARGET,49100,4910,33798,0.6883503054989817,0,1175,96ba3e9c79ce6f4584ff340f67671de57355bfed301ce3d112054f6bb435bc72,ba5d51ee50ec4be1dfdbe8f5f273e10f25b5e0bc9c79e654e216b7dbbc835c58,2287,0.04657841140529532,0,0.0,2906,49780,0.05837685817597429,4856,0.09890020366598778,0,0.0,5342,49650,0.10759315206445116,,
FROZEN4,60,entry_old,NS,SUPERSEDED,900,90,577,0.6411111111111111,0,16,e8a649115458b5939177521ca58ab4eb4b46761bdef16b2d527a38c4d68bfe61,130d2cc094e26f2b0f596f7ba6807932e5262d0c5e14462208b188b186f42731,21,0.023333333333333334,0,0.0,31,910,0.03406593406593406,48,0.05333333333333334,0,0.0,58,910,0.06373626373626373,,
FROZEN4,60,entry_old,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
FROZEN4,60,first_suffix500,RS,ALL,500,500,499,0.998,0,499,cd51ffcc82e26a0ea707888f7a025fe3a874c189e773a3e8cb4a59ee03191b4a,eddeccb890adb8a817ca6c3dd60f7b61b2bb4617896e28b727c5f3df7155c729,497,0.994,497,0.994,504,507,0.9940828402366864,0,0.0,0,0.0,5,506,0.009881422924901186,,
FROZEN4,60,first_suffix500,PS,ALL,1000,500,983,0.983,0,486,1fa60daba09234d0046a195f933eb30fbe00efb6f5cce0b08eb081ab593377bb,1deb4fe0aa52713c5340530aaa014f67a207eb9a851023ac8b9f2006c80dbd1b,735,0.735,296,0.592,748,1014,0.73767258382643,1,0.001,0,0.0,12,1012,0.011857707509881422,296,500
FROZEN4,60,first_suffix500,NS,ALL,5000,500,3556,0.7112,0,136,3888cf778c56fc9e67dbb8321aff30a83076c58fd78e90e9d007d7e043109456,670038ce999554274b9e408924f975c189cd8bac3f46df70a43a25e51e6ac2c1,245,0.049,0,0.0,313,5070,0.06173570019723866,523,0.1046,0,0.0,583,5060,0.11521739130434783,,
I4,60,current,RS,ALL,100,100,100,1.0,0,100,4bbefbfca48174e9b05c32077efdc9b2d4cf4fc8d0d3427fddde13f4a9de57e4,42ff857bdcba0f1327e6a16facd8bbb79664d4d3d5cfe725c9c6be1a207e4938,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,0,101,0.0,,
I4,60,current,PS,ALL,200,100,198,0.99,0,98,841dd06b98c1b48d7ef0af7a2ae7d14515ec2128551748c7122856e635e71dae,bbb9820bb0a4fc29c8e77b773e9d9946d24de3b87fc39ae67f1affbc07468802,157,0.785,66,0.66,157,200,0.785,0,0.0,0,0.0,0,202,0.0,66,100
I4,60,current,NS,ALL,1000,100,727,0.727,0,30,2fa78466e1ecb466a066aec3ad38039f88bc7e09c80b645e29c6c8b8dfd6de99,d619f2e54cda3f97b338312b2ab7afa7d12fc8ff3c24b3e789f56dba370e684f,51,0.051,0,0.0,51,1000,0.051,105,0.105,0,0.0,112,1010,0.11089108910891089,,
I4,60,suffix,RS,ALL,1000,1000,999,0.999,0,999,3d8441c97974f7cd040c389398d91e2eb5ac18fab77a8c2eb4529838716fd31c,fdaa639ea1a7fad87f65c45598b4de0d7ec428fcdefdad8a4d2f4e6f5abcefac,998,0.998,998,0.998,1014,1016,0.9980314960629921,0,0.0,0,0.0,14,1017,0.01376597836774828,,
I4,60,suffix,RS,ACTIVE_TARGET,994,994,994,1.0,0,994,167c89fb129b9e7a1bc92c7032192ddceea9baa697f6400112111500ddda3e92,5a2377e23e36bfeac6b8bbc7cbc3eee746de46bcea540e66cb84ec9a90d04581,994,1.0,994,1.0,1010,1010,1.0,0,0.0,0,0.0,14,1011,0.013847675568743818,,
I4,60,suffix,RS,SUPERSEDED,6,6,5,0.8333333333333334,0,5,da4c13757b947da5ff7515fea41b79dd7912a4dccc6141faede57a69bf6586f8,c820a5fe97b1174bdbf6cf15d09b667690f2e4b5aea98142857400d49a4bc453,4,0.6666666666666666,4,0.6666666666666666,4,6,0.6666666666666666,0,0.0,0,0.0,0,6,0.0,,
I4,60,suffix,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
I4,60,suffix,PS,ALL,2000,1000,1966,0.983,0,971,561c2a3b61e3777b41070ea00087eb776c101e59310b21581b2961f321f411e2,969425856f5859e37b71e7c443809b5fa9ad864bd0f65a83c20c0ec30d980e4f,1489,0.7445,594,0.594,1520,2032,0.7480314960629921,4,0.002,0,0.0,33,2034,0.016224188790560472,594,1000
I4,60,suffix,PS,ACTIVE_TARGET,1988,994,1959,0.9854124748490946,0,969,8382f962a0306a2cac5e9f50b608788262e6f4134a96a7557c882773391f5b38,e6234b2b7e4f85e354fa851b2f2041cf1d1e0c7a30c1b7e04c0e4bb79e586789,1488,0.7484909456740443,594,0.5975855130784709,1519,2020,0.751980198019802,3,0.0015090543259557343,0,0.0,32,2022,0.01582591493570722,594,994
I4,60,suffix,PS,SUPERSEDED,12,6,7,0.5833333333333334,0,2,f188991fee9feb1bb44ad46967dc83abf794128d8ee48e6185148a55694db3b7,455b0bb56847f61d04c680ef7d4bae556a778496799ed56167e06c0d40f4fa28,1,0.08333333333333333,0,0.0,1,12,0.08333333333333333,1,0.08333333333333333,0,0.0,1,12,0.08333333333333333,0,6
I4,60,suffix,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
I4,60,suffix,NS,ALL,10000,1000,7056,0.7056,0,270,e9e551f08e1f033dce508fa0c2483ece0f1be8b290828ac7bf481a6202ae67ff,ab9bafd08b0b36abd8d88034506d603261ca2a2cf92af3478e67dc826c674e07,457,0.0457,1,0.001,613,10160,0.06033464566929134,1064,0.1064,0,0.0,1226,10170,0.12055063913470992,,
I4,60,suffix,NS,ACTIVE_TARGET,9940,994,7007,0.7049295774647887,0,268,0589d623d61fdd9a5c7f635272adf0f65fb97bb1c645881f160dede63cbd4cd3,c836cbbedf67bf8948d7031a9bb1ac646daa0bdf4456f2974ec4ab0a5c33a955,456,0.045875251509054325,1,0.001006036217303823,612,10100,0.06059405940594059,1059,0.10653923541247486,0,0.0,1221,10110,0.12077151335311573,,
I4,60,suffix,NS,SUPERSEDED,60,6,49,0.8166666666666667,0,2,f33e90c1a2dab2a51c79ccd3672e6f6797852f2d0710467c47faa0208706dc3c,d6d9e01b00a982d69ee6893775daffa839d472407efe59c870b47a68c1e07be4,1,0.016666666666666666,0,0.0,1,60,0.016666666666666666,5,0.08333333333333333,0,0.0,5,60,0.08333333333333333,,
I4,60,suffix,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
I4,60,fullseen,RS,ALL,6000,6000,5975,0.9958333333333333,0,5975,c03f7503119d0bbfd06a9cde4ba3ac13024bd7c628dac9c6ee777e5e7508d24f,f4642ca304f0cd9172a7a9293f87f0c320f016900c21cccb0b318ef95f091114,5843,0.9738333333333333,5843,0.9738333333333333,5928,6085,0.9741988496302383,4,0.0006666666666666666,4,0.0006666666666666666,65,6073,0.010703112135682528,,
I4,60,fullseen,RS,ACTIVE_TARGET,5904,5904,5890,0.9976287262872628,0,5890,f3251744fb0eb1333c70a36e7bf6c6442497aafd28a1332ad5a696a057fe2fff,ce0719d9e4f2dd0debea8060164b85f3154c51f8c8910095d51eb3d23011de91,5810,0.9840785907859079,5810,0.9840785907859079,5894,5988,0.9843019372077488,2,0.00033875338753387534,2,0.00033875338753387534,62,5976,0.010374832663989291,,
I4,60,fullseen,RS,SUPERSEDED,96,96,85,0.8854166666666666,0,85,df40db7d2c9ebb858c8fac1745ae21b51bcd8cab903247634abe1d7d2256b4a4,65b103b4ad612102a79cedb0f239b0ac33aa3fade6be21db45b3df4af13c02cc,33,0.34375,33,0.34375,34,97,0.35051546391752575,2,0.020833333333333332,2,0.020833333333333332,3,97,0.030927835051546393,,
I4,60,fullseen,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
I4,60,fullseen,PS,ALL,12000,6000,11612,0.9676666666666667,0,5686,3939b89fb37ed1bde52fb1b30d176cdee7b2d712e457d595dca0f003eefbaf7c,caf764db795ff701e7998f631831a2808347cefe29d351811007ac007cfca4ab,8285,0.6904166666666667,3223,0.5371666666666667,8451,12170,0.6944124897288414,64,0.005333333333333333,9,0.0015,190,12146,0.01564301004445908,3223,6000
I4,60,fullseen,PS,ACTIVE_TARGET,11808,5904,11475,0.9717987804878049,0,5631,d8cbb164ea5f029b004881e2c14792811822c7e9292fcb9d0d9832ab00ed2e1d,7b3ca8c56fe1deffe1898219c7eadc1690b68782cd44b51113f40fb6b72d27c6,8268,0.7002032520325203,3221,0.5455623306233063,8432,11976,0.7040748162992652,57,0.004827235772357724,7,0.0011856368563685636,181,11952,0.015143908969210173,3221,5904
I4,60,fullseen,PS,SUPERSEDED,192,96,137,0.7135416666666666,0,55,b5b41e3294b39cf569dd02122354d98d47c66187c201539323b89ca1b5a9f545,d8f8da4848dacbcbd7edbbc7610d7a74768ece1869893793ef621dd4e2bfea89,17,0.08854166666666667,2,0.020833333333333332,19,194,0.0979381443298969,7,0.036458333333333336,2,0.020833333333333332,9,194,0.04639175257731959,2,96
I4,60,fullseen,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
I4,60,fullseen,NS,ALL,60000,6000,41473,0.6912166666666667,0,1478,c25dff7e0856c2a54d4b7f25265d1692cbc9b1bc9add31061d81982c0f9c8aac,7cf3c126be18cae29d4edc31f9d3305980147066798011a5bb73b6c8ec8a4563,2780,0.04633333333333333,1,0.00016666666666666666,3563,60850,0.05855382087099425,6022,0.10036666666666667,0,0.0,6692,60730,0.11019265601844229,,
I4,60,fullseen,NS,ACTIVE_TARGET,59040,5904,40845,0.6918191056910569,0,1459,0c20a1be25bb754c30ea9b68235d2537e9e34670be9c470133490b6cfeff7b5b,e8e9cb4ecc3a93388f966a019c46254217b16c27a42ca93c42d0445a2fe54ae6,2756,0.04668021680216802,1,0.00016937669376693767,3529,59880,0.05893453573814295,5965,0.10103319783197832,0,0.0,6625,59760,0.11086010709504686,,
I4,60,fullseen,NS,SUPERSEDED,960,96,628,0.6541666666666667,0,19,6e6abaa6c01ff340ff582a7d53bb9b71911ce064390f0d71723297a71c55fc85,0bcc5baee33e855ed3e34fc3805122db31e0f4a39f914052a911ecc30009fb87,24,0.025,0,0.0,34,970,0.03505154639175258,57,0.059375,0,0.0,67,970,0.06907216494845361,,
I4,60,fullseen,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
I4,60,entry_old,RS,ALL,5000,5000,4976,0.9952,0,4976,cd841b6e61bf9ac05a532be0efce66ec0f65516590256c3253e2ef1938fc3d9a,d8f7bd85ead15db1710aadb034ba0edcfb69d499d2d48ac0e0cc5926729f688a,4845,0.969,4845,0.969,4914,5069,0.9694219767212467,4,0.0008,4,0.0008,51,5056,0.010087025316455696,,
I4,60,entry_old,RS,ACTIVE_TARGET,4910,4910,4896,0.9971486761710794,0,4896,a33a9ad2716e4ded088e5fc88940747459f82f064d9213d6b05e0fe481f73812,0d45e2e07005b1804ec99f8bce557046a806f78e59e5bd533e477c6f3684c3a2,4816,0.9808553971486762,4816,0.9808553971486762,4884,4978,0.9811169144234633,2,0.0004073319755600815,2,0.0004073319755600815,48,4965,0.009667673716012085,,
I4,60,entry_old,RS,SUPERSEDED,90,90,80,0.8888888888888888,0,80,5ccd65a9e45ddb4cafad1ea92322d13bb2ca5a0bff825223c6ebacf8564f9b21,8de65fada0fd3ff8c632a8a3e5096480162e84d3482c38348f74e23e7c380d42,29,0.32222222222222224,29,0.32222222222222224,30,91,0.32967032967032966,2,0.022222222222222223,2,0.022222222222222223,3,91,0.03296703296703297,,
I4,60,entry_old,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
I4,60,entry_old,PS,ALL,10000,5000,9646,0.9646,0,4715,1af2f62c84d42f8c2ea43a6f1d38fc060f608cc2ca45f73cd8c1f6fad5b47e9a,454213da596ab87bbbbe37990232b78e45e9a8d695e828428302b7265e0cbaab,6796,0.6796,2629,0.5258,6931,10138,0.6836654172420595,60,0.006,9,0.0018,157,10112,0.015526107594936708,2629,5000
I4,60,entry_old,PS,ACTIVE_TARGET,9820,4910,9516,0.9690427698574338,0,4662,41e9b63ba1d3658a48b9c164df0da2c3ecabc92b202d9d322bfbbc05e2c5f241,61df4a322ea867bad65467e6fe9a4aa4e3897ae4640d9796f93daf5ca337d962,6780,0.6904276985743381,2627,0.535030549898167,6913,9956,0.6943551627159502,54,0.0054989816700610995,7,0.0014256619144602852,149,9930,0.01500503524672709,2627,4910
I4,60,entry_old,PS,SUPERSEDED,180,90,130,0.7222222222222222,0,53,011d00a5ba43b85b756c5e998ae0f17aaa4d2080f302da6427148d9f32253f76,13dd7a49f7b2fb8637f8f02dbca4e9d0c864d1d6ab55d5e655206ac679e1334b,16,0.08888888888888889,2,0.022222222222222223,18,182,0.0989010989010989,6,0.03333333333333333,2,0.022222222222222223,8,182,0.04395604395604396,2,90
I4,60,entry_old,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,0,0
I4,60,entry_old,NS,ALL,50000,5000,34417,0.68834,0,1208,03cf69604597a6686e678e3d28f20e8afa0c40922c75d0f3cefa9c8fc7e324e9,6b5869ea74adf0a9a43bba32058fd73d1e60e3db5d0e2f5ade06d4c36604efff,2323,0.04646,0,0.0,2950,50690,0.05819688301440126,4958,0.09916,0,0.0,5466,50560,0.10810917721518987,,
I4,60,entry_old,NS,ACTIVE_TARGET,49100,4910,33838,0.6891649694501019,0,1191,96ba3e9c79ce6f4584ff340f67671de57355bfed301ce3d112054f6bb435bc72,1c4d78890b66d0ed7ed1282b799d0952c43c761381b1ae0938e85ca3c754bb49,2300,0.04684317718940937,0,0.0,2917,49780,0.058597830453997586,4906,0.09991853360488798,0,0.0,5404,49650,0.10884189325276938,,
I4,60,entry_old,NS,SUPERSEDED,900,90,579,0.6433333333333333,0,17,e8a649115458b5939177521ca58ab4eb4b46761bdef16b2d527a38c4d68bfe61,815ad0c761db93c2d1048bb4d48454f1034790e06b785b7ead15c251a4efa6c6,23,0.025555555555555557,0,0.0,33,910,0.03626373626373627,52,0.057777777777777775,0,0.0,62,910,0.06813186813186813,,
I4,60,entry_old,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,,,
I4,60,first_suffix500,RS,ALL,500,500,499,0.998,0,499,cd51ffcc82e26a0ea707888f7a025fe3a874c189e773a3e8cb4a59ee03191b4a,eddeccb890adb8a817ca6c3dd60f7b61b2bb4617896e28b727c5f3df7155c729,498,0.996,498,0.996,505,507,0.9960552268244576,0,0.0,0,0.0,5,506,0.009881422924901186,,
I4,60,first_suffix500,PS,ALL,1000,500,982,0.982,0,484,1fa60daba09234d0046a195f933eb30fbe00efb6f5cce0b08eb081ab593377bb,e6441dd6e6ff88d4f81dddfc095cbe4e721ec5176b63366af07e61e270da1803,735,0.735,290,0.58,748,1014,0.73767258382643,1,0.001,0,0.0,12,1012,0.011857707509881422,290,500
I4,60,first_suffix500,NS,ALL,5000,500,3549,0.7098,0,140,3888cf778c56fc9e67dbb8321aff30a83076c58fd78e90e9d007d7e043109456,6ef73db5c906f7a9936af43c569dcadb7e032abfb6053db5e1ed9c3ef375eb3d,236,0.0472,0,0.0,304,5070,0.05996055226824457,542,0.1084,0,0.0,601,5060,0.11877470355731225,,
