policy,cohort_batch,metric,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy
FROZEN4,3,NS,1000,100,653,0.653,0,22,23863101855d4952e5e474e2106122a3a4a830eb30895336771d965410369276,7c33f958cf186f9dd26e86b58529f57f3f4a88267b976c10a04e2133f93cb99c,49,0.049,0,0.0,69,1020,0.06764705882352941,74,0.074,0,0.0,103,1030,0.1
FROZEN4,4,NS,1000,100,620,0.62,0,19,ea0382077ee7072842909ccf8125ec85104b16990189c60c675873b768ce0f81,f46e5ed202c7490c999c2064e849fa5196e42b233107d16a82a6f508cb0dce20,70,0.07,0,0.0,80,1010,0.07920792079207921,99,0.099,0,0.0,99,1000,0.099
FROZEN4,5,NS,1000,100,654,0.654,0,18,11f9954b740f1675c1c7b12645732444c3da65e748a48ad8b1694e69ba52d1e9,4f6ec8450aa035bae2519fdabc6cca18f1cc0df32c6c6371f8d338e87eebf941,56,0.056,0,0.0,64,1010,0.06336633663366337,88,0.088,0,0.0,88,1000,0.088
FROZEN4,6,NS,1000,100,667,0.667,0,25,e8cb350d75fc07e0b13245f6626c343954a8db0b667c9e2b2c68448cd9e78a70,ea15f7c00a48a10eadbb2123f9f9c6acab70b5cee8be3edcf3842fb7a02c7d3b,42,0.042,0,0.0,81,1040,0.07788461538461539,66,0.066,0,0.0,85,1020,0.08333333333333333
FROZEN4,7,NS,1000,100,698,0.698,0,21,d7147db7dc6046114151965ebc3cecca4a4323057b349116b48d753a16ed686b,f75f41e2325123b406a7be0ccbc8aa028ebacef2e9a9e1605948931e6c1cbdbb,44,0.044,0,0.0,54,1010,0.053465346534653464,121,0.121,0,0.0,131,1010,0.1297029702970297
FROZEN4,8,NS,1000,100,697,0.697,0,25,4b8c5504ce585be1fb02ed64e996f8fb321533efa55c97b23b8a71904ce6e8b8,534e12cbf2610ef785ccd1af2f49a34a1e7a30765f57c862bb46084c962d8a56,56,0.056,0,0.0,75,1020,0.07352941176470588,104,0.104,0,0.0,104,1000,0.104
FROZEN4,9,NS,1000,100,648,0.648,0,21,5ac5863ee488066f3580337b3b1517bc364d0fd293c18d4721871c4b91371014,c5a37b21cfc9893fe1d24dc62c99c8b2d78afa6864aadecfb0f0b4879ec16e24,58,0.058,0,0.0,58,1000,0.058,91,0.091,0,0.0,99,1010,0.09801980198019802
FROZEN4,10,NS,1000,100,657,0.657,0,19,f2fc896188b29dcb001fe32ba1ea466ac871e9d4c124af2fe9d3de0580d4169b,1976a3a1293e51cd6af9ed33ce057264e33f09cceacee88ec0280f18d04f6624,47,0.047,0,0.0,57,1010,0.05643564356435644,115,0.115,0,0.0,115,1000,0.115
FROZEN4,11,NS,1000,100,670,0.67,0,22,ffc7366d640cc9f8df6a8d827f4ec563f7fc71a0f009cb48240103d028dfb98f,fbc6de9597a406cc54a85745feb6357b8e3fc39df4eb366a5efa35a472f8cceb,57,0.057,0,0.0,57,1010,0.05643564356435644,105,0.105,0,0.0,134,1030,0.13009708737864079
FROZEN4,12,NS,1000,100,730,0.73,0,32,d0d577e5ddcb9d6bafc1ab6973e8a6c60ac98338acfeacfdf34b637c280b8b7a,4dc0f0d04a9ff53c9140a18fae8b4d38050ba61617938905b5fca7934e7711b6,28,0.028,0,0.0,65,1040,0.0625,100,0.1,0,0.0,137,1040,0.13173076923076923
FROZEN4,13,NS,1000,100,696,0.696,0,32,7d18d696094c30eea1bdded14bed3eca964b5fed4f74e8dd6344b831c1ab59c7,3cb1201c14c3a88788eb738e472a6ab8cd323792df7eea0993961802b5b6d3fd,67,0.067,0,0.0,67,1000,0.067,90,0.09,0,0.0,117,1030,0.11359223300970873
FROZEN4,14,NS,1000,100,689,0.689,0,30,4dfe1e9c6cbd8dbcfdf02252861819340ce4530a823fd4bb5197ec7768d1fc3f,22e0f5c1b22d5981b333cb4781aa06bae71080adba01c43349c8b462411d7cd0,51,0.051,0,0.0,51,1000,0.051,107,0.107,0,0.0,117,1010,0.11584158415841585
FROZEN4,15,NS,1000,100,665,0.665,0,18,3a8826f40b7ae20cabec79f4893c7cadf00ac35ba2999339fb98a5266646d155,c2b4b06a5ae5ceccdb5a84464c544f0ad7711f76d69ee3fc6fdf9130cc208173,42,0.042,0,0.0,57,1020,0.05588235294117647,64,0.064,0,0.0,71,1010,0.0702970297029703
FROZEN4,16,NS,1000,100,617,0.617,0,17,8595bb008696371216bd2bd1097ce666061689a04eb4871e6ddf302883c27507,9bd9da9677471fcf10927d4e02dceb5426699c598e0a9cac4ff8bd34e539a601,66,0.066,0,0.0,66,1000,0.066,97,0.097,0,0.0,104,1010,0.10297029702970296
FROZEN4,17,NS,1000,100,700,0.7,0,22,272b5b3b952f19457d90cc160c67ef9d8a1f911948a46fba534ec5563635d377,19d6810b63e46903df8fe8d767a46f1670bcff7e72b49b96d75b37d968432aed,54,0.054,0,0.0,74,1020,0.07254901960784314,110,0.11,0,0.0,110,1000,0.11
FROZEN4,18,NS,1000,100,716,0.716,0,22,5d9b3d8c44e4630f7e9fdf00ac3dd9b609cc75e053e94bd94d189ead046fa1c2,3679b25110daa12d25f0d98331c93253574da1d810c22cc16c658d1eda867ea2,42,0.042,0,0.0,42,1000,0.042,94,0.094,0,0.0,104,1010,0.10297029702970296
FROZEN4,19,NS,1000,100,718,0.718,0,30,a0329d395f8952f5b2d9cd0b6948bdb459f5357951a5569cdd61633a77818792,227dd764fc494f7ea77146185d8bdc17d168baf0ef80ec66a09bfc888d610f85,46,0.046,0,0.0,46,1000,0.046,114,0.114,0,0.0,114,1000,0.114
FROZEN4,20,NS,1000,100,725,0.725,0,32,6721791dd9958d9dcd14538a804f7e5876bb71ced65a9cd185303377ee833e48,35b20153ebdef96668e424692c586bd71e847159975bd5bb7d02da8758d6f127,46,0.046,0,0.0,46,1000,0.046,73,0.073,0,0.0,86,1020,0.08431372549019608
FROZEN4,21,NS,1000,100,710,0.71,0,30,121244cb4a9fc7f9c090cd27cea665b918734c0054b7c9112602bcaf4a35d5ea,94da8de18aea19318b1593b7c2cd7c90264a452c0b58d8e22e83583ce676cef0,46,0.046,0,0.0,65,1020,0.06372549019607843,117,0.117,0,0.0,137,1020,0.13431372549019607
FROZEN4,22,NS,1000,100,694,0.694,0,20,412109f5cd4bf903890e794764bba81b6e92d24a037d2ec37080919a87c2d32f,b0ee5f7660ddf0ae6d16f6187e90e70d3d087922810d1c746020b66233a6ac0b,42,0.042,0,0.0,52,1010,0.05148514851485148,103,0.103,0,0.0,113,1010,0.11188118811881188
FROZEN4,23,NS,1000,100,676,0.676,0,19,41383f07e31e18033fbeb232ce4663ebafad4e7f30272b54c78e95df544c9521,f42713d22831ac966d19d97f82fdc8a5ccaaacdda821affaa8d369c12c81415d,46,0.046,0,0.0,46,1000,0.046,79,0.079,0,0.0,85,1010,0.08415841584158416
FROZEN4,24,NS,1000,100,702,0.702,0,21,2e77dbfe35c27e98be892805601f6018ca6a522c143091c10a504701972bed41,1b9a6e0ccd617ebcce737601a22128b56a3487f13c38e3b86a87ab0cbbe6c06f,45,0.045,0,0.0,74,1030,0.07184466019417475,114,0.114,0,0.0,132,1020,0.12941176470588237
FROZEN4,25,NS,1000,100,700,0.7,0,28,d0f18c1241970e104f33fe16f53d29df23f6e7d02a8b53531c0c1c74d14e6527,9250817b96ccefbeeaa70e4998f0589cbc951684b7c7943f5993eb75ccd117e1,37,0.037,0,0.0,47,1010,0.046534653465346534,90,0.09,0,0.0,100,1020,0.09803921568627451
FROZEN4,26,NS,1000,100,686,0.686,0,21,0d92ebc50127fde2a34ad182cbf9a24120ce5155a27572b04e301ab0e677dd6b,7ad94128612909b4f2f001d2cf9b36012cca135996642d9262db389d28c3688a,34,0.034,0,0.0,63,1030,0.06116504854368932,75,0.075,0,0.0,75,1000,0.075
FROZEN4,27,NS,1000,100,720,0.72,0,22,7a8d02a8e40bb43c2c97f8ddbfd13faa99797cf397de8e5d28d6def635f0ad51,874932892f4febe35d774cf3ee5d983256adb210cead957fbe5ec8513f0da32c,29,0.029,0,0.0,39,1010,0.03861386138613861,135,0.135,0,0.0,135,1000,0.135
FROZEN4,28,NS,1000,100,659,0.659,0,23,4104718ec6f0f59d628c0c11724dadf222ee12e9edfba3949d1f50e23d6a4adb,36226215e39afdaec2714df174b865df0047673282535a74b9f53359c9f94d75,50,0.05,0,0.0,80,1030,0.07766990291262135,130,0.13,0,0.0,130,1000,0.13
FROZEN4,29,NS,1000,100,646,0.646,0,14,6f5e1a023484e24827b656aec650bb2ebd3be81f3145a34fe957245ca7178a51,bc7db9b5185fed7f3d0e9709f05fea17eef26d0983f1da9a23a20e4400ed54a9,56,0.056,0,0.0,66,1010,0.06534653465346535,62,0.062,0,0.0,77,1020,0.07549019607843137
FROZEN4,30,NS,1000,100,660,0.66,0,19,033a23c28993c26e61decefbe92585d54280eeedb4735bb5971b31426067a28b,e38ac902f6c4b917e3e3951fe689c6bf626515a3ac0fca384ae9139cdd79d7fd,53,0.053,0,0.0,63,1010,0.062376237623762376,84,0.084,0,0.0,103,1020,0.10098039215686275
FROZEN4,31,NS,1000,100,685,0.685,0,21,33ed850bcfefc0edcc2140d9828ed12c40d079ed4d16c821e1747157a2b5f2c3,643f1e29cd35bd278ab3288179146e6f686c35cb2b228de328fdc419abb023b4,37,0.037,0,0.0,38,1010,0.03762376237623762,111,0.111,0,0.0,111,1000,0.111
FROZEN4,32,NS,1000,100,731,0.731,0,27,10c92ad2b3cd486b7a9ce4f838940860aa8f524df3bcc999060946cb6a50158d,96ec0043292ed287d770fdfba95d2b662e5a6702a7a69fae42da592d31e7133d,33,0.033,0,0.0,43,1010,0.04257425742574258,108,0.108,0,0.0,108,1000,0.108
FROZEN4,33,NS,1000,100,643,0.643,0,24,a6ffe4784a099184cbda697a3ab4ee4fecd4a48c779414fe78f9a243f4f2d598,b2dcc7ab4134ecde9950688d813dc88f6eefb09972d6a1e9266f6140a85d7125,48,0.048,0,0.0,65,1020,0.06372549019607843,71,0.071,0,0.0,78,1010,0.07722772277227723
FROZEN4,34,NS,1000,100,702,0.702,0,25,86add3ad94cd5e85fe272fc5c2fa660ba6d1e97576f56f1824ae18d91c7c96a8,8b79e0336f2f10aa1c71f784cd97d74d3d576722bef5191c2f9711d4f862f15c,54,0.054,0,0.0,64,1020,0.06274509803921569,126,0.126,0,0.0,136,1010,0.13465346534653466
FROZEN4,35,NS,1000,100,680,0.68,0,20,8b0750c5ab69b9340c6ea51c17a4ba67e96f2aee4549a7a367a415a30bb1a235,c5f41663fc1464c01a9921e3ca2137d294b90a954827825ea63f4428d5e4dd5d,37,0.037,0,0.0,57,1020,0.05588235294117647,85,0.085,0,0.0,92,1010,0.09108910891089109
FROZEN4,36,NS,1000,100,676,0.676,0,24,901eb619648cc9de2b19ef2e8dc83b78f4365d4cfe3ccc59dd7cc79cd7d72d6c,b2ef15a0cb6215d5e11381b7f084b3336893ad6ebe6afa6d691610885c1bc4eb,26,0.026,0,0.0,44,1020,0.043137254901960784,80,0.08,0,0.0,90,1010,0.0891089108910891
FROZEN4,37,NS,1000,100,721,0.721,0,27,1fd31e3d8270b49ae0810fd3cbc94c22b403edbbf6244b4ce3e5a6f3e5dfb6bc,fabb36d9c156bb33c5c83df2c44905909691a7d3d278bf9ba39257aaa1896a3f,49,0.049,0,0.0,69,1020,0.06764705882352941,102,0.102,0,0.0,109,1010,0.10792079207920792
FROZEN4,38,NS,1000,100,741,0.741,0,31,ead0fffcab8547dc241c192bcc06507c75cf67a0ac32992654394abcb50284ac,adad181a06c1ff72bdb38d9cf03137ad6e17c462d72eae2823d5ad01c3b1e1aa,57,0.057,0,0.0,57,1000,0.057,102,0.102,0,0.0,102,1000,0.102
FROZEN4,39,NS,1000,100,732,0.732,0,28,eee33d1de9768a71eea834ec3df721a7fe419f062a7c89e85b835ba0038cef06,21f15a8f090818bf77f920fb56b40ee73b8483a76dfbbbdeee259ac3005517eb,45,0.045,0,0.0,55,1010,0.054455445544554455,106,0.106,0,0.0,121,1020,0.11862745098039215
FROZEN4,40,NS,1000,100,619,0.619,0,25,421bb748a2f19be9ea015a18d69022a3d3f3ed8e0d713f10925fd09bc931b6b4,f0928bb951d8f365b7ad79d65ab36663fae47e6e0ece28ffe115a81713dfd91f,33,0.033,0,0.0,33,1000,0.033,77,0.077,0,0.0,87,1010,0.08613861386138613
FROZEN4,41,NS,1000,100,698,0.698,0,21,f2a01dafcc7a47a6cb34f089c816041ca93f46a7a30df39b34fcbeafa506f86d,f9854e15905073e45b9b199e86cdf756b296957db046bf30b614706074aa4380,32,0.032,0,0.0,52,1020,0.050980392156862744,121,0.121,0,0.0,121,1000,0.121
FROZEN4,42,NS,1000,100,687,0.687,0,24,d2913cf94bc95d7722b14647d30885a750d2da8810e5da6e0182d151be35c313,5bfe3c2eb96b0de7a22fe4e0e52bf0ccbc04ffc8bf41a2152adc9cb2e77238f0,44,0.044,0,0.0,54,1010,0.053465346534653464,92,0.092,0,0.0,102,1010,0.100990099009901
FROZEN4,43,NS,1000,100,712,0.712,0,27,2c8f5bc1560a64ed01de7646de20bdd7d5bbacebe84a8b246dc85fa4e2e0b5f5,4a4bc0471c155b660e6a47825a09444f6179d5b9f3d73d39a0d56e2b98155541,36,0.036,0,0.0,54,1020,0.052941176470588235,94,0.094,0,0.0,94,1000,0.094
FROZEN4,44,NS,1000,100,711,0.711,0,27,7c2679edb3939804f140f8a2fbb6f6dc405dbe05e89b5e8dd1cab83895fae5e6,1718058517df728bc57312bfaf6e10e53ef0546c96b78c17669eeb9b2d1e3ab4,44,0.044,0,0.0,64,1020,0.06274509803921569,117,0.117,0,0.0,135,1020,0.1323529411764706
FROZEN4,45,NS,1000,100,646,0.646,0,21,13388c0dee47f82f4614afbe8f42025fd15dbe7f5486dbc350ca722bfbeb9d13,b8d1509341b6f32aaac8da0577eaf29db859497e13e3cfa444a0470f2bc42fea,51,0.051,0,0.0,61,1010,0.060396039603960394,90,0.09,0,0.0,100,1010,0.09900990099009901
FROZEN4,46,NS,1000,100,708,0.708,0,21,cfa6fa1b88c0bd44e98220b4dab7e9c72b7387491ac3cb681378f09397e1495a,6b258f3bb4d2be9ab9f41e37af1bb59e149e74df488fdd6172b1a3e03fdf052e,41,0.041,0,0.0,51,1010,0.0504950495049505,102,0.102,0,0.0,112,1010,0.11089108910891089
FROZEN4,47,NS,1000,100,721,0.721,0,29,3034d424f1f6ed5155503a5ce28ccd725de6789ff273203305d7ce4b5e477316,149291c3df9d9dc90678826e2ea384f54841a152d08fbf5cbe3e9c14513f272c,35,0.035,0,0.0,45,1010,0.04455445544554455,127,0.127,0,0.0,146,1020,0.14313725490196078
FROZEN4,48,NS,1000,100,717,0.717,0,29,06ca39eb9e02f328b95c68048566b4e4a2c67ed924649c2797e767cb715b6408,4712f155f1ce0f88ab38cddbb2aa6e6d18f47cecaa2171a649925db102bd4473,60,0.06,0,0.0,80,1020,0.0784313725490196,101,0.101,0,0.0,111,1010,0.1099009900990099
FROZEN4,49,NS,1000,100,697,0.697,0,21,6a49fdae968a006850513fdbd5335b370bdad3890f234be6817ff5a452e71d66,36b21fe082287d8dcf2df998ff56a37b08aec1e9d2766ead19f138a51c566b56,49,0.049,0,0.0,49,1000,0.049,121,0.121,0,0.0,121,1000,0.121
FROZEN4,50,NS,1000,100,713,0.713,0,29,d3be09d13acd3be5036d229329333c4eb65e008fa446aca1a3c12fa4ac6238c6,c68a38be489402f977489d22103d272fd9102a987ec5bcffd887e77920a3183c,41,0.041,0,0.0,80,1040,0.07692307692307693,112,0.112,0,0.0,121,1010,0.1198019801980198
FROZEN4,51,NS,1000,100,709,0.709,0,33,a75f459260d92004515cf2573e74e6852bb290b05ea8fd488ae685c0a086cc96,e4a3e7ab8083c1869fe5691beb9771ec7f9e8b1676e9485011be8b7bef7fb456,58,0.058,0,0.0,67,1010,0.06633663366336634,102,0.102,0,0.0,132,1030,0.12815533980582525
FROZEN4,52,NS,1000,100,709,0.709,0,25,88ba3c689f3d6a35ab80cc7b9300205f6a6d1206dd54418e5ec38a0336879278,0706ebad6d65970ed04ba574751bafa05a85b9415fc234750c95cf5839818f97,41,0.041,0,0.0,61,1020,0.059803921568627454,142,0.142,0,0.0,162,1020,0.1588235294117647
FROZEN4,53,NS,1000,100,679,0.679,0,28,446c7e39555f018d2da9397935e3c5b66c799af6006d56a66d76733a1136b493,fc78accbbf31394184b86b98dba6dd814dba07ef3389f8798f6340ef2fba5e8f,60,0.06,0,0.0,79,1020,0.07745098039215687,89,0.089,0,0.0,89,1000,0.089
FROZEN4,54,NS,1000,100,714,0.714,0,26,04f0fc6cc56c4906f43c0907eb00c1ee21d7fec182833d05ca03557c7a373e11,a5736442148edf2976002cc5eba9a0b82ac3d3da6f41a063257802d66171cf54,63,0.063,0,0.0,73,1010,0.07227722772277227,86,0.086,0,0.0,96,1010,0.09504950495049505
FROZEN4,55,NS,1000,100,745,0.745,0,24,e43c12463676a0d861f7236688276f03651f8453e917aad17e8af4c022aa6571,7b7fbd1cfe67252578d3802dadcedd6f680a738e490787ec4caf08aa53cf33c4,23,0.023,0,0.0,33,1010,0.032673267326732675,104,0.104,0,0.0,104,1000,0.104
FROZEN4,56,NS,1000,100,689,0.689,0,23,00389932588b925828f401d92373e87f3da998ab87ac9d2ce7cbf8239815a29c,8e8290c378ab44f69513c3c6abd2404a0bff0f62507f6ea38850f0dce8950f21,38,0.038,0,0.0,86,1050,0.08190476190476191,87,0.087,0,0.0,126,1040,0.12115384615384615
FROZEN4,57,NS,1000,100,718,0.718,0,30,1de380b85496b24dd4bafdbe1c7117315b8fdd6afb86dc65f018dd7b5e696b1f,93be8ab42315b0846f083279bc5c70a0f1de094fde48e21b888f01a8c068ae4d,41,0.041,1,0.01,41,1000,0.041,93,0.093,0,0.0,102,1010,0.100990099009901
FROZEN4,58,NS,1000,100,699,0.699,0,22,c461f5f9f480254be5eb7d9f79c927f78bbf47b9cbf5018a3b226446f5a94b7d,5002b0e01546a06fce9d20f7283595b1021ee3e3e2135e9a7a103dba45c66467,36,0.036,0,0.0,46,1010,0.04554455445544554,115,0.115,0,0.0,153,1040,0.14711538461538462
FROZEN4,59,NS,1000,100,674,0.674,0,26,e4d7f8c0a3016c7c148fd8cda3db2f5330ae9787480f0af8783da1cf893a64c5,38a79523abe18ffa476ae4747a79a17a7d169cdf9bb4101911ce186d8062f420,49,0.049,0,0.0,79,1030,0.0766990291262136,106,0.106,0,0.0,114,1010,0.11287128712871287
FROZEN4,60,NS,1000,100,720,0.72,0,28,2fa78466e1ecb466a066aec3ad38039f88bc7e09c80b645e29c6c8b8dfd6de99,06100e93c4c9c220e91b431aa78fcea1f2f953c9c90ec244c8dc136ef6ae0627,52,0.052,0,0.0,52,1000,0.052,107,0.107,0,0.0,114,1010,0.11287128712871287
I4,1,RS,100,100,98,0.98,0,98,1b09f1693ec1a62f1ee681ae23edf7f64ee5daf48555a1416fdabe1535bbf0a6,524b859484fe98a6a6e69870fe91265c6c1f724bdc0e86bd247a5907d2f0b30c,93,0.93,93,0.93,94,101,0.9306930693069307,0,0.0,0,0.0,3,103,0.02912621359223301
I4,2,RS,100,100,99,0.99,0,99,e4a91f0eecba21ae1cef0717698b61202b597ac08d9d95bec36b3869e18264f8,6b96ddb4fd496689eb72bd99bcb8a412a1f91b5d8f3fba2e2dcb0d89a47b5189,94,0.94,94,0.94,96,102,0.9411764705882353,0,0.0,0,0.0,1,101,0.009900990099009901
I4,3,RS,100,100,100,1.0,0,100,959c298ff32c3bf9b93f1e43f59c0a69ec2493ee0a7f1a9a44b2fe8850b9cbe9,5463b40e81fd0165da3b031aab324c40618128d6f3e38d7eaa309d6f06f6760e,96,0.96,96,0.96,98,102,0.9607843137254902,0,0.0,0,0.0,2,103,0.019417475728155338
I4,4,RS,100,100,98,0.98,0,98,b28d90fc2fad7a64815d66147b27471accf9e44aece82c37d3cc5ff50151165b,4bc5793dc434757a755e17c12fa0d48e810b56bb73a89a09bf4a33ce092e1525,94,0.94,94,0.94,95,101,0.9405940594059405,0,0.0,0,0.0,0,100,0.0
I4,5,RS,100,100,99,0.99,0,99,669d12eb725fb47786de1ee5721a7092bc6a6f452e8315b1ec580edb316fc945,b867f2b6bf5e732c895585607099bbe236737b4e4383306af79c90ade80bc6a4,94,0.94,94,0.94,95,101,0.9405940594059405,0,0.0,0,0.0,0,100,0.0
I4,6,RS,100,100,100,1.0,0,100,c3e60ab8d668e676c54d21d38c0657d8cdb7ae318325937fd8845a24b5e63521,47e51fb21573129682ac3465fd9c921ddf3ba57365d7fade993424380af66f81,95,0.95,95,0.95,99,104,0.9519230769230769,0,0.0,0,0.0,2,102,0.0196078431372549
I4,7,RS,100,100,99,0.99,0,99,5c99102bfdd97033413c2bea0664741e5288a79b46b17bc782e704a0c791428a,eb97454a5fb172ec3d504bc18a1879ad632c2978d1fabc6fc32fb9bf11974f4b,97,0.97,97,0.97,98,101,0.9702970297029703,0,0.0,0,0.0,1,101,0.009900990099009901
I4,8,RS,100,100,99,0.99,0,99,3577071bd848314c46c4a79401bdece76780375695f8bda04e5fb833d62ddcab,6f1837bb05ace5ebb5e52cd91c21a28925d5d22473edf577f66f8e9e0bdcd5d1,97,0.97,97,0.97,99,102,0.9705882352941176,0,0.0,0,0.0,0,100,0.0
I4,9,RS,100,100,98,0.98,0,98,7d33df99495caeeac767c543fb1d2ce151bf6d6601f242143f427ec7af26a579,59a7285c28a88ad47240c37cfcced3151121fdcc6ae9adbd16991e4f148415b3,95,0.95,95,0.95,95,100,0.95,1,0.01,1,0.01,2,101,0.019801980198019802
I4,10,RS,100,100,99,0.99,0,99,ab6015e086fcee892f60e7818d00eada7383dfa7f28265461ee108edb45c2494,943ca809165299d8bbffc85e8aa6df4ee4e2e5a12b0d3fd2f77fabb81695ebbc,97,0.97,97,0.97,98,101,0.9702970297029703,1,0.01,1,0.01,1,100,0.01
I4,11,RS,100,100,100,1.0,0,100,39c53a98a81b53822dae693b468be640cef274896df3a157a8258fb815290eaa,2e88949a3e4a0be44facf2f8c4579877a00b47f37b7328ab72586e4f046c0b63,96,0.96,96,0.96,97,101,0.9603960396039604,0,0.0,0,0.0,3,103,0.02912621359223301
I4,12,RS,100,100,99,0.99,0,99,8e52ddd556c832888a0c2e69b33e43c5aae7aaa253198921fc30462985fa7988,df23bb8356713f44d13a0c48c23caed7cf8e67b347368e1f280980c2792e76df,94,0.94,94,0.94,98,104,0.9423076923076923,0,0.0,0,0.0,4,104,0.038461538461538464
I4,13,RS,100,100,100,1.0,0,100,6bfbd4e7aced1ad6dff4c02b91dd1df31ad6b929bf789a849e6b0ad98896cbb4,c2bad89f7f8c2df9a805e3ec1832a3aa7f429c72dab386e1adb9c6ddae11d67c,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,3,103,0.02912621359223301
I4,14,RS,100,100,99,0.99,0,99,2bd1a531aa64f28394effef8b32f253d08964eba577d8986a64500c3386888a5,fb5bb2d8846724e85544bc607f47fda6226c8bfb01451e0c8a7fc9864b74aba6,94,0.94,94,0.94,94,100,0.94,1,0.01,1,0.01,2,101,0.019801980198019802
I4,15,RS,100,100,100,1.0,0,100,42027f52e27540e74f5fc0131983a9930682545daf2b7d1141eb4af68940108e,cf5ff24764661849d4411fdcba5a152092dbf1bfbef7477c3ccaaba54c73ef80,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,0,101,0.0
I4,16,RS,100,100,100,1.0,0,100,df936bb1555a9f9421d23352f8900f922a06626832514bb8c3d2a6289af0440f,c42f547dd9402c445bb47574d0ebe4a8436f23f3396c3c9ce8a1af32d25a651e,95,0.95,95,0.95,95,100,0.95,0,0.0,0,0.0,1,101,0.009900990099009901
I4,17,RS,100,100,99,0.99,0,99,b8a4929ee5e62bbaff1ba246ee257f8987782beda007c921d42ffff2ebf29b71,f41211e4c7832fcb4d3b54a02cb107dfdd006f5cf33b8c203d5647850fb069ff,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,0,100,0.0
I4,18,RS,100,100,99,0.99,0,99,8c4e8298e3162cad9f9ec555f44ec1b34caeaaa314635ba0b11aef5156f0ba20,7bafd30347c9781868c9ad4187b9ed3016a4ffecd69a5a1d8ead82e8e0cebf36,96,0.96,96,0.96,96,100,0.96,0,0.0,0,0.0,1,101,0.009900990099009901
I4,19,RS,100,100,99,0.99,0,99,c09f89b3677a0e4507b956338463a44c7469d6e37e7e4ef78febbbb5ac568cf7,f8ea41b1e87c27d50bf1e344d210c0f958a9e31fa427ee9d484b444908e3fc13,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,0,100,0.0
I4,20,RS,100,100,100,1.0,0,100,e8bdf3b0e6189eea3df7e815e09a5c8e4347a0a90b1e8d562ebf6aab12f9e5c3,90fdfee03bcded07d8959a314838a998f3348fc1076a0d55831f2fcc239a9ebd,97,0.97,97,0.97,97,100,0.97,0,0.0,0,0.0,2,102,0.0196078431372549
I4,21,RS,100,100,100,1.0,0,100,494c5c00bcc78ff59ebc2ac15abd1629b5e5fa6029980aa78696a312b6602714,b22a6ea18e05dffbf7fc9164216e9ed153785e5044e8cf27227a540adf4c4aad,94,0.94,94,0.94,96,102,0.9411764705882353,0,0.0,0,0.0,2,102,0.0196078431372549
I4,22,RS,100,100,100,1.0,0,100,340c41ff3e654e63a642aed125f032cd2f0456fd1e1f334530cd824e8315f471,ae7cddb692b17888dac71156c1ebb6454a48b865089c90a83e92b28132127cc6,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,1,101,0.009900990099009901
I4,23,RS,100,100,100,1.0,0,100,5e632dd58c2c76900b8ba605ad9a2d775d0cf9b72e7b72c68c1bf7e12cf71045,93d05e6ddea7334ddc4a0c6700373f7c349355bbcea828cddf087764041d178a,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,0,101,0.0
I4,24,RS,100,100,100,1.0,0,100,0941c595e98b3779fdeab6642f34844cff5913b0d1de65aac1e57ec18e637522,563fee8f8e531f815eb205a6e0b85abe4e57b8495a42e8867ed75adf65c1fd83,95,0.95,95,0.95,98,103,0.9514563106796117,0,0.0,0,0.0,2,102,0.0196078431372549
I4,25,RS,100,100,99,0.99,0,99,8a3bb3c9cf71912cc33d90e55c7967f35b51d80e54c598e632c95dcdf97fbaeb,8e9606e90ed64b71bb438648f0e44bab6b16fe08accfcf8ebbecd5a982cd1f21,98,0.98,98,0.98,99,101,0.9801980198019802,0,0.0,0,0.0,1,102,0.00980392156862745
I4,26,RS,100,100,100,1.0,0,100,45bb94f4169d41280601e3cc571dd371405371ababc827c6ca0b9b6905235556,b66bd9b79f1c96f5e6c9c7c0b71d9279d02e60a3ab614bcc261db0d66bcfea0b,98,0.98,98,0.98,101,103,0.9805825242718447,0,0.0,0,0.0,0,100,0.0
I4,27,RS,100,100,100,1.0,0,100,63d9f75eb9934394cb52c13f7578b0d4ef25daadb27a0e593772d212ed21ec45,2dea14dcecae19b8c3a71c57c262c43f8997772dd06737540a5bea4c29c0892f,97,0.97,97,0.97,98,101,0.9702970297029703,0,0.0,0,0.0,0,100,0.0
I4,28,RS,100,100,99,0.99,0,99,20dc56ae4fe5a942ff87629cdca03f81a19cd6d5e74cc6d3179df1a93a900d37,8ee57c77507033cd2a74d8f6b5d32f37736e6972d1bb16ab38a398fa29f97b16,96,0.96,96,0.96,99,103,0.9611650485436893,0,0.0,0,0.0,0,100,0.0
