policy,path,bytes,sha256,selected_W0_exact,RNG_restored,method_state_process_discarded,parameter_version_restore,non_L4_invariance,independent_non_L4_tensor_rehash,independent_GPU_restore
FROZEN2,/data/janghj/ODE-edit/local/refit4-write-refresh-seq1000/20260914-v1/attempt-r2/output/cell-0/process-restore.json,159,9f98ddaa34312a1716dc63420a99a803d79fc53b58acbd18c5f1ed39ade58019,True,True,True,NOT_CLAIMED_COPY_INCREMENTS,LOCKED_RUNTIME_FULL_HASH_GUARD_BEFORE_TERMINAL_AND_RESTORE_RECEIPTS,NOT_TESTED,NOT_TESTED
I2,/data/janghj/ODE-edit/local/refit4-write-refresh-seq1000/20260914-v1/attempt-r2/output/cell-1/process-restore.json,159,9f98ddaa34312a1716dc63420a99a803d79fc53b58acbd18c5f1ed39ade58019,True,True,True,NOT_CLAIMED_COPY_INCREMENTS,LOCKED_RUNTIME_FULL_HASH_GUARD_BEFORE_TERMINAL_AND_RESTORE_RECEIPTS,NOT_TESTED,NOT_TESTED
FROZEN4,/data/janghj/ODE-edit/local/refit4-write-refresh-seq1000/20260914-v1/attempt-r2/output/cell-2/process-restore.json,159,9f98ddaa34312a1716dc63420a99a803d79fc53b58acbd18c5f1ed39ade58019,True,True,True,NOT_CLAIMED_COPY_INCREMENTS,LOCKED_RUNTIME_FULL_HASH_GUARD_BEFORE_TERMINAL_AND_RESTORE_RECEIPTS,NOT_TESTED,NOT_TESTED
I4,/data/janghj/ODE-edit/local/refit4-write-refresh-seq1000/20260914-v1/attempt-r2/output/cell-3/process-restore.json,159,9f98ddaa34312a1716dc63420a99a803d79fc53b58acbd18c5f1ed39ade58019,True,True,True,NOT_CLAIMED_COPY_INCREMENTS,LOCKED_RUNTIME_FULL_HASH_GUARD_BEFORE_TERMINAL_AND_RESTORE_RECEIPTS,NOT_TESTED,NOT_TESTED
