contrast,before,after,population,metric,group,prompt_denominator,request_denominator,before_numerator,after_numerator,lost,gained,retained,failed_both,delta_numerator,delta_pp,conditional_loss_rate,conditional_gain_rate,before_ties,after_ties,order_sha256,transition_sha256,new_strict_delta_numerator,true_strict_delta_numerator,new_nll_delta_n,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_q25,new_nll_delta_q75,new_nll_delta_iqr,new_nll_delta_p90,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_min,new_nll_delta_max,true_nll_delta_n,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_q25,true_nll_delta_q75,true_nll_delta_iqr,true_nll_delta_p90,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_min,true_nll_delta_max,desired_margin_delta_n,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_q25,desired_margin_delta_q75,desired_margin_delta_iqr,desired_margin_delta_p90,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_min,desired_margin_delta_max,future_batch_exposures,batch
AT_WRITE_TO_W60,N4,N4,cohort57,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,7aee12d22eb2fef2e76faa40edcd5a76fa446e3fe63f32d22936839f6e586725,5c95a73ae7a05bc315520e9356bd7455670a2c90501ccc0a61be6c1fc46b5244,0,0,100,0.005368486270381254,4.793060361407697e-05,-0.00017380370991304517,0.0005207934082136489,0.0006945971181266941,0.0012363434769213238,0.003344502381514756,0.01987099334597855,-0.02867709845304489,0.5374336242675781,100,-0.03638702392578125,0.030215740203857422,-0.20639395713806152,0.19549250602722168,0.4018864631652832,0.34809522628784223,0.46301541328430157,0.8716239833831788,-1.182443618774414,0.8960762023925781,100,-0.041755510196162506,0.03009432868566364,-0.20662704520509578,0.1955990523129003,0.4022260975179961,0.3480682761874054,0.46308115618885476,0.8719645380583826,-1.390336513519287,0.8958934578113258,3,
AT_WRITE_TO_W60,N4,N4,cohort58,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,6b7d5341651e255659ecb52125cb91ef266370136f40464d32d45a5455c8bbb5,92094836c30907fdc1d406a2fc2a8017acf04836c84f02e9123ea6de788dda3a,1,0,100,0.0027322690791334024,7.51065817894414e-05,-9.38885295909131e-05,0.00048613149556331336,0.0005800200251542265,0.0018447921844199316,0.007381870062090453,0.2351992118358624,-0.5411579608917236,0.4659463167190552,100,-0.06450235366821289,-0.07701349258422852,-0.27462267875671387,0.09719085693359375,0.3718135356903076,0.49992094039917023,0.5904809713363646,0.8703645324707071,-1.3566102981567383,1.650350570678711,100,-0.06723462274734629,-0.08382269518915564,-0.28477618924807757,0.10871378579759039,0.39348997504566796,0.4995852813357491,0.5904023859475273,0.8700240707682719,-1.363934516441077,1.6499958667554893,2,
AT_WRITE_TO_W60,N4,N4,cohort59,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,b1762585e08c2fed4c5164e290388defa08e04afbc7898c700b8fc1ab4c69a48,ae7514d62d968ccfe380412ad645fa6e959eefdb3beb0e2735fcc4990712145f,0,0,100,0.0005832506316437502,7.682517752982676e-05,-0.00010128540452569723,0.00045940681593492627,0.0005606922204606235,0.001436895132064824,0.003157855547033246,0.01720113664865494,-0.015130043029785156,0.017972290515899658,100,-0.07976117849349976,-0.05593585968017578,-0.25579309463500977,0.07735967636108398,0.33315277099609375,0.2204973220825196,0.2882792949676513,0.4364265441894536,-0.6661300659179688,0.53106689453125,100,-0.0803444291251435,-0.05602206561889034,-0.25819031381979585,0.07732093796585104,0.3355112517856469,0.22043770815944308,0.28863380689290347,0.4368714884622028,-0.6664972346043214,0.5461969375610352,1,
AT_WRITE_TO_W60,N4,N4,cohort60,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,4bbefbfca48174e9b05c32077efdc9b2d4cf4fc8d0d3427fddde13f4a9de57e4,c2ca0acd8df2e9a47f8227755ce459e42fb42e64f8cedbd18d4cfce84bb3fc2d,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
W55_TO_W60_FIRST500,N4,N4,first_suffix500,RS,ALL,500,500,500,500,0,0,500,0,0,0.0,0.0,,0,0,cd51ffcc82e26a0ea707888f7a025fe3a874c189e773a3e8cb4a59ee03191b4a,d2182a595d1885fa8fc9c851cdc7661894541c477b6a0502fb1fdbe50287fc68,-1,0,500,0.01653903275607081,0.0001573994813952595,-7.708978955633938e-05,0.0007960369111970067,0.0008731267007533461,0.002783591311890632,0.007212993456050711,0.06646403960883558,-0.1321926936507225,7.489430323243141,500,-0.13625857925415039,-0.11242389678955078,-0.425853967666626,0.1969740390777588,0.6228280067443848,0.5040111541748048,0.7879400730133049,1.4215510272979734,-3.0090808868408203,2.0741939544677734,500,-0.1527976120102212,-0.11290335503872484,-0.4269330276292749,0.19860929533024319,0.6255423229595181,0.5041603747260525,0.7879174771049285,1.4536953371489645,-10.483809843659401,2.0755403174553066,,
AT_WRITE_TO_W60,N4,N4,suffix1000,PS,ALL,2000,1000,1941,1938,8,5,1933,54,-3,-0.15,0.004121586810922205,0.0847457627118644,0,0,561c2a3b61e3777b41070ea00087eb776c101e59310b21581b2961f321f411e2,d3e1155e1a079d636a0875e0dd13c2fc3782d3b2545557eb3fb7038c247af56a,0,-1,2000,0.021025399408346857,0.0,-0.01990801189094782,0.029414961114525795,0.049322973005473614,0.216659688949585,0.44186076521873474,1.218071064949035,-2.812493920326233,6.160828948020935,2000,-0.027689342111349106,0.0,-0.26845812797546387,0.236230731010437,0.5046888589859009,0.5805910110473633,0.8597601413726803,1.8010735607147217,-6.144770622253418,4.689551830291748,2000,-0.048714741519695966,0.0,-0.30176015198230743,0.26780871860682964,0.5695688705891371,0.6340387821197512,0.9204230776755137,1.8435126341879366,-12.0532066822052,3.599327564239502,,
AT_WRITE_TO_W60,N4,N4,suffix1000,PS,ACTIVE_TARGET,1988,994,1932,1932,5,5,1927,51,0,0.0,0.002587991718426501,0.08928571428571429,0,0,8382f962a0306a2cac5e9f50b608788262e6f4134a96a7557c882773391f5b38,6e046e53390309afe3d3c336297832be291115ad791f808d70119e58a2c66a33,3,-2,1988,0.009856692838603307,0.0,-0.020227523520588875,0.02736381720751524,0.047591340728104115,0.20582466721534728,0.41731086969375575,1.1197409296035747,-2.812493920326233,5.908436059951782,1988,-0.025931256128029084,0.0,-0.2665749788284302,0.2352885603904724,0.5018635392189026,0.5771283149719237,0.85219030380249,1.7868595886230456,-6.144770622253418,2.859358310699463,1988,-0.03578794896663239,0.0,-0.29874473670497537,0.26882150769233704,0.5675662443973124,0.632340320944786,0.9152454352006303,1.8245111286640152,-12.0532066822052,3.04558527469635,,
AT_WRITE_TO_W60,N4,N4,suffix1000,PS,SUPERSEDED,12,6,9,6,3,0,6,3,-3,-25.0,0.3333333333333333,0.0,0,0,f188991fee9feb1bb44ad46967dc83abf794128d8ee48e6185148a55694db3b7,0434f66e531ceeaca955b7c29da8adff092f90a8e59a88e6d3a7335356eb16dd,-3,1,12,1.8713077877958615,1.1537415087223053,0.5088062584400177,2.809373140335083,2.3005668818950653,4.819320645928383,5.43014883249998,6.014692924916745,-1.285919189453125,6.160828948020935,12,-0.31894558668136597,-0.180999755859375,-2.014348030090332,0.6383470296859741,2.652695059776306,3.4337911128997813,4.1596853017807,4.583578524589539,-3.745466947555542,4.689551830291748,12,-2.1902533744772277,-0.7692804336547852,-3.8600452095270157,-0.07949718832969666,3.780548021197319,1.6832196235656744,2.6479513406753528,3.4090523195266735,-9.598217368125916,3.599327564239502,,
AT_WRITE_TO_W60,N4,N4,suffix1000,PS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,
AT_WRITE_TO_W60,N4,N4,cohort51,PS,ALL,200,100,197,196,1,0,196,3,-1,-0.5,0.005076142131979695,0.0,0,0,de9d62eaaf6dec137fc9195724c4b9b5176d83f7b754ab72ab42dead5cd0ed05,78c7d7cd9024d732991ae0e39abd24c0b8347bbfde0c18b3af93e53dd1b002bd,-1,0,200,0.07179413563368144,0.003327550133690238,-0.015168487094342709,0.08719418942928314,0.10236267652362585,0.416054892539978,0.575570750236511,1.446435756683349,-1.2841105461120605,5.908436059951782,200,-0.21536627054214477,-0.05577492713928223,-0.49900174140930176,0.3421529531478882,0.8411546945571899,0.646220827102661,0.7897247314453123,1.551617779731748,-6.144770622253418,2.0417423248291016,200,-0.2871604061758262,-0.07459277426823974,-0.5737007027491927,0.37116092443466187,0.9448616271838546,0.6209656048100439,0.934058666229248,1.5553732251469023,-12.0532066822052,3.0109128952026367,9,
AT_WRITE_TO_W60,N4,N4,cohort52,PS,ALL,200,100,195,194,1,0,194,5,-1,-0.5,0.005128205128205128,0.0,0,0,a2d3501b7b4add5e26f73ee940339835c6ead2601d4bdaaab4a530aa82132d15,69e5c800421fc0bda2a5be017c67ed50fd7aee56b3867216eeb82e1e3e87927f,2,0,200,-0.019176081578916638,-0.001043042284436524,-0.07220031321048737,0.023229558020830154,0.09542987123131752,0.21419034004211424,0.5698217570781702,1.3027024453878364,-2.812493920326233,2.4577369689941406,200,0.054337168335914614,-0.01561117172241211,-0.3777191638946533,0.3542468547821045,0.7319660186767578,0.8889259338378905,1.5785565853118886,2.016743602752684,-2.282590866088867,2.2304201126098633,200,0.07351324991483126,0.026064430130645633,-0.36436599493026733,0.4154557134024799,0.7798217083327472,0.7621075987815851,1.550119981169699,2.158705023825162,-2.2849071139644366,3.04558527469635,8,
AT_WRITE_TO_W60,N4,N4,cohort53,PS,ALL,200,100,189,191,0,2,189,9,2,1.0,0.0,0.18181818181818182,0,0,69838fdc175506fda322d95cb3d281ee33e41fb39d7329c3cd2b2fbc7427e8cd,5562dc5018d5951a950c9a62f1d3ca745a8b117d28e300e142ddf4b52d986b7d,1,0,200,0.025566812335746363,5.347401020117104e-05,-0.03989318199455738,0.05660707037895918,0.09650025237351656,0.4033763468265533,0.6970541000366208,1.417894768714903,-1.4656474590301514,2.7698094844818115,200,-0.048702159225940705,-0.03324654698371887,-0.5072596073150635,0.3464827537536621,0.8537423610687256,0.7500555515289304,1.0436193227767943,2.1370913028717022,-2.560408592224121,2.859358310699463,200,-0.07426897156168706,-0.031360385939478874,-0.6320824883878231,0.40535146929323673,1.0374339576810598,0.7862199783325194,1.0504746187827527,2.3676897303760027,-2.953625440597534,2.888811871409416,7,
AT_WRITE_TO_W60,N4,N4,cohort54,PS,ALL,200,100,197,195,2,0,195,3,-2,-1.0,0.01015228426395939,0.0,0,0,50ceaacb80c9191f982151d07b6f98987df5582543964d9d49363130a24514aa,ae75001f24b8f3935e35bb3c168bb8113e8e110870b23d96ba9f4b613e3952f2,-3,-1,200,0.024848848835390527,-3.9184349589049816e-05,-0.03882367070764303,0.018388666212558746,0.05721233692020178,0.13190451413393015,0.5363657712936398,1.6379525223374074,-1.6063053607940674,6.160828948020935,200,-0.12024372935295105,-0.0841294527053833,-0.38467514514923096,0.24184799194335938,0.6265231370925903,0.6647025108337401,0.8888668775558468,1.0625669145584085,-3.4373884201049805,1.4054155349731445,200,-0.14509257818834156,-0.07364623248577118,-0.41324377059936523,0.30821201018989086,0.7214557807892561,0.8913460105657577,1.0395997211337085,1.4106134945061055,-9.598217368125916,1.4965055584907532,6,
AT_WRITE_TO_W60,N4,N4,cohort55,PS,ALL,200,100,193,194,0,1,193,6,1,0.5,0.0,0.14285714285714285,0,0,2ec5397f58ffbcdd16165d21bc9bf38110374bf9a5111fa28592f24012d40ada,6f1e2845ad0f31b70f8b99697c5c68544b2bb7b559710089b479f714d2d8df6f,-5,0,200,0.0488558559667581,-6.549176760017872e-05,-0.03363171964883804,0.04960224777460098,0.08323396742343903,0.2696415543556213,0.6385359287261959,2.1787438535690304,-1.0635671615600586,4.702329635620117,200,-0.013987644910812377,-0.06950855255126953,-0.3530426025390625,0.28796887397766113,0.6410114765167236,0.6659334182739257,0.9674586057662964,2.3710418415069547,-1.7579803466796875,3.7261581420898438,200,-0.06284350087757047,-0.05467818700708449,-0.40687208413146436,0.28901129122823477,0.6958833753596991,0.6559602290391919,0.9754210139624766,1.9058019407838571,-3.4924850463867188,2.847317934036255,5,
AT_WRITE_TO_W60,N4,N4,cohort56,PS,ALL,200,100,189,188,3,2,186,9,-1,-0.5,0.015873015873015872,0.18181818181818182,0,0,dafde2ff55dc7d5f053c964c17c4d7eb217f89f4adc564346ec5337ca3279709,f30bb8351c7798a1154804eedef2560539cbf18b6d872eb998d574bc0e2c513a,3,0,200,0.009957109405659139,0.0004988987930119038,-0.02610044926404953,0.05368049442768097,0.0797809436917305,0.2805506944656372,0.4242668986320475,1.191230471730232,-1.545992374420166,1.8489084243774414,200,-0.05436243236064911,0.013149261474609375,-0.28029799461364746,0.2223365306854248,0.5026345252990723,0.550894546508789,0.6817171096801755,1.161946368217468,-3.745466947555542,4.689551830291748,200,-0.06431954176630825,-0.013045147992670536,-0.32911960035562515,0.2967057079076767,0.6258253082633018,0.6372731328010559,0.791026377677917,1.8232876288890834,-4.9627256989479065,3.599327564239502,4,
AT_WRITE_TO_W60,N4,N4,cohort57,PS,ALL,200,100,197,197,0,0,197,3,0,0.0,0.0,0.0,0,0,5040fe0bd85ff1b57a9a162dfa313c08220d637955e21b88f756be6aa2aeca23,40ceed70d0f1b39076c60a256364b9f65cb5ad83e571d613bc8bfea7e92f1c6e,1,0,200,0.02255065205106803,0.00014168897178024054,-0.019561737775802612,0.022929366677999496,0.04249110445380211,0.2183446377515792,0.3989079356193542,0.9420326149463641,-0.8674458265304565,1.1076467037200928,200,0.0554108202457428,0.011076211929321289,-0.2044917345046997,0.34455353021621704,0.5490452647209167,0.6983002662658692,0.8380992412567119,1.5638575363159162,-1.7878551483154297,1.8075265884399414,200,0.03286016819467477,0.025998741388320923,-0.24772792914882302,0.3483544341288507,0.5960823632776737,0.7042142889229579,0.8394159330287925,1.6304108153283576,-2.828628897666931,1.8899004608392715,3,
AT_WRITE_TO_W60,N4,N4,cohort58,PS,ALL,200,100,195,194,1,0,194,5,-1,-0.5,0.005128205128205128,0.0,0,0,687a45f615977f84eeffdcae47935948a4518122f7d2f1c603dfc3d3e7988e04,d66eba0e02d1f21ea015f5f9cfb0792daeed136c3ac3f3dbc929aa4bf2e0bfee,1,0,200,0.010802584213961382,0.0004977653152309358,-0.01907618436962366,0.060616523027420044,0.0796927073970437,0.22329499721527096,0.37343670725822425,0.7260293340682977,-1.0625696182250977,0.7976157665252686,200,0.03366246283054352,0.022770166397094727,-0.19707489013671875,0.2574237585067749,0.45449864864349365,0.49959359169006345,0.6887607574462883,1.2377625274658202,-1.6518726348876953,1.3665847778320312,200,0.022859878616582136,0.01161610335111618,-0.17777223885059357,0.26069724559783936,0.4384694844484329,0.5002280222717672,0.7569790884852409,1.2891790273785586,-1.9389354586601257,1.5509939342737198,2,
AT_WRITE_TO_W60,N4,N4,cohort59,PS,ALL,200,100,194,194,0,0,194,6,0,0.0,0.0,0.0,0,0,21db778346c335ac09473c556736b090c6cc6dc6ea4db1a6fb9a4fe46d09b4a7,ded2bc02157408db4769e48584d1a34c83bff7db416d61fb4270d5a672c481ea,1,0,200,0.015054077220120234,-9.023980237543583e-05,-0.015875505283474922,0.026369813829660416,0.04224531911313534,0.127044928073883,0.2470753669738767,0.4930429556965828,-0.3226432800292969,0.6646056175231934,200,0.03235836386680603,0.02657461166381836,-0.12658154964447021,0.15854668617248535,0.28512823581695557,0.3632843732833862,0.445199704170227,0.8063058090209958,-0.731605052947998,0.8964939117431641,200,0.017304286646685797,0.003544967621564865,-0.15881020342931151,0.16730869241291657,0.3261188958422281,0.3877540779532864,0.505117587931454,0.8500697748735541,-0.7113595749251544,0.9781198501586914,1,
AT_WRITE_TO_W60,N4,N4,cohort60,PS,ALL,200,100,195,195,0,0,195,5,0,0.0,0.0,0.0,0,0,841dd06b98c1b48d7ef0af7a2ae7d14515ec2128551748c7122856e635e71dae,22c3c3c4c644c84a5968e1f71cb2d96d6df454e8a755e472a061d0f393fc1ac8,0,0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
W55_TO_W60_FIRST500,N4,N4,first_suffix500,PS,ALL,1000,500,971,970,4,3,967,26,-1,-0.1,0.004119464469618949,0.10344827586206896,0,0,1fa60daba09234d0046a195f933eb30fbe00efb6f5cce0b08eb081ab593377bb,f5d9b5c94d97109d01b1ce998c530589519d300edae20e8b4a409e0c9abb0eca,-9,0,1000,0.026947720611831757,0.0002461866824887693,-0.032548531889915466,0.03157257102429867,0.06412110291421413,0.2362486869096756,0.5301604628562925,1.4841657400131214,-2.2580701112747192,6.172768712043762,1000,-0.05691602909564972,-0.05441761016845703,-0.35654449462890625,0.26481497287750244,0.6213594675064087,0.6079381465911866,0.9308002233505247,1.7132131004333495,-6.361849784851074,3.7261581420898438,1000,-0.08386374970748148,-0.04081606864929199,-0.36963673308491707,0.28626423940295354,0.6559009724878706,0.6544844694901264,0.975518133025616,1.7863226814661164,-11.999325037002563,3.153469204902649,,
