contrast,before,after,population,metric,group,prompt_denominator,request_denominator,before_numerator,after_numerator,lost,gained,retained,failed_both,delta_numerator,delta_pp,conditional_loss_rate,conditional_gain_rate,before_ties,after_ties,order_sha256,transition_sha256,new_strict_delta_numerator,true_strict_delta_numerator,new_nll_delta_n,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_q25,new_nll_delta_q75,new_nll_delta_iqr,new_nll_delta_p90,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_min,new_nll_delta_max,true_nll_delta_n,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_q25,true_nll_delta_q75,true_nll_delta_iqr,true_nll_delta_p90,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_min,true_nll_delta_max,desired_margin_delta_n,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_q25,desired_margin_delta_q75,desired_margin_delta_iqr,desired_margin_delta_p90,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_min,desired_margin_delta_max,future_batch_exposures,batch
AT_WRITE_TO_W60,N4,N4,suffix1000,RS,ALL,1000,1000,1000,1000,0,0,1000,0,0,0.0,0.0,,0,0,3d8441c97974f7cd040c389398d91e2eb5ac18fab77a8c2eb4529838716fd31c,03114cd0309446d2f939d45f5964cea0d606801855db85233a923c25fbdec6ea,0,0,1000,0.009604012963018249,7.316576375160366e-05,-5.065659206593409e-05,0.0006610409182030708,0.0007116975102690049,0.002627374266739936,0.007128902582917361,0.14672137558460183,-0.5411579608917236,7.495928507298231,1000,-0.1321090407371521,-0.04827451705932617,-0.35677582025527954,0.11578929424285889,0.4725651144981384,0.44717798233032235,0.759431171417236,1.387447347640991,-5.287602424621582,1.8049211502075195,1000,-0.14171305370017034,-0.046719200909137726,-0.3640848525392357,0.11892282363260165,0.4830076761718374,0.4512201185920276,0.7380468514063968,1.3881001189287052,-10.84349463507533,1.7989072429481894,,
AT_WRITE_TO_W60,N4,N4,suffix1000,RS,ACTIVE_TARGET,994,994,994,994,0,0,994,0,0,0.0,0.0,,0,0,167c89fb129b9e7a1bc92c7032192ddceea9baa697f6400112111500ddda3e92,667b6cfadbf78e285b895006ac276962b2c148d5d5e549b8e8eef20fea167087,1,0,994,0.002528332017887143,7.316576375160366e-05,-4.9439287977293134e-05,0.0006580324552487582,0.0007074717432260513,0.0025967281311750417,0.006682320509571549,0.07997407842427039,-0.5411579608917236,0.5374336242675781,994,-0.12566718465125776,-0.046077728271484375,-0.3552513122558594,0.11602747440338135,0.4712787866592407,0.445179080963135,0.7613726615905756,1.3896560001373268,-5.287602424621582,1.8049211502075195,994,-0.12819551666914492,-0.046105396693747025,-0.36181834993476514,0.11830621695844457,0.4801245668932097,0.44983164186705854,0.7447057023979121,1.3891594861884358,-5.530774676706642,1.7989072429481894,,
AT_WRITE_TO_W60,N4,N4,suffix1000,RS,SUPERSEDED,6,6,6,6,0,0,6,0,0,0.0,0.0,,0,0,da4c13757b947da5ff7515fea41b79dd7912a4dccc6141faede57a69bf6586f8,a1ec5a06407fdc4e6f314aff13b8646bab4d095cf2d5c758cf44cafb7e00fcba,-1,0,6,1.181808489539738,0.000151546933921054,-0.039298922740272246,0.05522606149315834,0.09452498423343059,3.784718443872407,5.640323475585319,7.12480750095565,-0.4265158176422119,7.495928507298231,6,-1.1993098656336467,-0.40236639976501465,-2.6279643774032593,-0.24143671989440918,2.38652765750885,0.2379591464996338,0.4619675874710083,0.641174340248108,-3.5194785594940186,0.6859760284423828,6,-2.3811183551733848,-0.376369338715449,-2.812124762684107,0.09154345002025366,2.9036682127043605,0.4512550607032608,0.5686535499553429,0.6625723413570086,-10.84349463507533,0.686052039207425,,
AT_WRITE_TO_W60,N4,N4,suffix1000,RS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,
AT_WRITE_TO_W60,N4,N4,cohort51,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,037ac4c321813f6b1a964a42b9567a98c85645bd6a744769d43309f24dcc173a,c67806d7b41c28e3914a4c29af0ff8d6f00e320fa86878932705a91cfed036a4,0,0,100,0.002940854980934091,0.000268063711700961,-1.9577819330152124e-05,0.001274515117984265,0.0012940929373144172,0.006630130298435702,0.027923666907008718,0.07667528246995148,-0.3226182460784912,0.24317225208505988,100,-0.18844709396362305,-0.21861553192138672,-0.5395113229751587,0.3570842742919922,0.8965955972671509,0.7343857765197757,0.8411923408508301,1.133053321838379,-5.287602424621582,1.1340465545654297,100,-0.19138794894455713,-0.21887129635433666,-0.5405892066919478,0.3568879743979778,0.8974771810899256,0.7368019765854117,0.8407205078110565,1.1330306548466615,-5.530774676706642,1.1340925415279344,9,
AT_WRITE_TO_W60,N4,N4,cohort52,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,9ce14fa299ca8dcee036469556c46b98b8058b19a957abba146d23cab698a66d,70b259befed15f8fa721642179e780dea48f0846c2008f920a086c515fb364a8,0,0,100,0.000638811204553349,0.00042970775393769145,2.7321792003931478e-05,0.0013945857645012438,0.0013672639724973124,0.004343365505337715,0.0060979777364991595,0.021792149087414305,-0.10937441140413284,0.052580706775188446,100,-0.22238983392715453,-0.22033023834228516,-0.5280654430389404,0.14064645767211914,0.6687119007110596,0.7784871578216555,0.9758425235748291,1.215313262939455,-2.4689159393310547,1.5803470611572266,100,-0.2230286451317079,-0.22113042185083032,-0.5283083206304582,0.13968253741040826,0.6679908580408664,0.7779312135477087,0.9709591993829235,1.3234056239767247,-2.46936488855863,1.5809892733232118,8,
AT_WRITE_TO_W60,N4,N4,cohort53,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,7f26d60f9749d58c9df819bebcead3a696752da99a6280a5167af62ca9c29732,ba7edd1d04a590d9b6f1bfecfae4b54042e7673de9ba51caa12a9c56f239131b,0,0,100,0.00074177373026032,0.00024708634009584785,-5.6218406825792044e-05,0.0014137415564619005,0.0014699599632876925,0.0034900529310107373,0.015729153342545033,0.14705630019307184,-0.4265158176422119,0.2373058944940567,100,-0.22075898408889771,-0.21346688270568848,-0.46507787704467773,0.08655285835266113,0.5516307353973389,0.5135257720947274,0.7732774257659908,1.3785875701904304,-2.81404972076416,1.5419082641601562,100,-0.221500757819158,-0.22453877778025344,-0.4801517741580028,0.0993326493553468,0.5794844235133496,0.5121412971289837,0.773976836976362,1.380564063520288,-2.8297649659216404,1.5421348116942681,7,
AT_WRITE_TO_W60,N4,N4,cohort54,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,63dab5bd43b876c52366c45fba83139caadc18cb67f8a5561bb5d2186cda56ef,47b2562ef2539e5598bd5c11303be9ce5ab8f22e5cb5664c86087b402becad77,-1,0,100,0.07843078583828174,0.00013343512546271086,-0.00013438426685752347,0.0006352886121021584,0.0007696728789596818,0.002428345987573267,0.0030060320277698334,0.40914374213669386,-0.032583534717559814,7.495928507298231,100,-0.17702942848205566,-0.14893531799316406,-0.5514813661575317,0.23345065116882324,0.784932017326355,0.6188612937927263,1.3889197826385498,1.5210154342651379,-3.3475661277770996,1.752166748046875,100,-0.2554602143203374,-0.1492406053293962,-0.5534378754673526,0.23351899060435244,0.786956866071705,0.6182449877029301,1.101409731266903,1.5212754118518217,-10.84349463507533,1.7554452340118587,6,
AT_WRITE_TO_W60,N4,N4,cohort55,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,cb5d11414d0e7099be33952159a14f5c17d54a39802c5f7c4acbd60a3bb2cbd6,35e0731b590351e18b3ba27f12db0c3258446647439131ea24dd7eb0724188f5,0,0,100,-0.0005084408079710556,6.363519059959799e-05,-0.0001202368875965476,0.000600967847276479,0.0007212047348730266,0.0034439621260389693,0.007221180014312263,0.01621840663254263,-0.08704304695129395,0.01988860499113798,100,-0.12151449680328369,-0.057764530181884766,-0.34363555908203125,0.17035675048828125,0.5139923095703125,0.3471899986267091,0.4874046325683593,1.6077181911468517,-2.2685394287109375,1.8049211502075195,100,-0.12100605599531264,-0.0538547394098714,-0.34739658002217766,0.17048388425610028,0.5178804642782779,0.3475475618732163,0.4874756961711682,1.6072848139307472,-2.2884280337020755,1.7989072429481894,5,
AT_WRITE_TO_W60,N4,N4,cohort56,RS,ALL,100,100,100,100,0,0,100,0,0,0.0,0.0,,0,0,edc8150be6b620d66705a8f6242dd6cad3c49614014f74057b1e6bf7c38dfabe,3886a96d537005829c2ee675c716d3fd9919d226fd31490044b0c7e79a39ad7f,0,0,100,0.005112338702965644,6.386348832165822e-05,-0.00010385676432633772,0.0007522340165451169,0.0008560907808714546,0.002989778947085155,0.007414490659721192,0.26786845646798646,-0.394726037979126,0.3349078521132469,100,-0.21030001401901244,-0.11491012573242188,-0.44936275482177734,0.01979351043701172,0.46915626525878906,0.42244386672973666,0.6919394016265866,1.350919704437256,-3.5194785594940186,1.3765983581542969,100,-0.2154123527219781,-0.11436905688606203,-0.4503214085016225,0.019676324154715985,0.4699977326563385,0.4228158965299375,0.5848043557518392,1.3517931069753835,-3.5929869399406016,1.4055796787142754,4,
