before,after,population,group,metric,d,delta,delta_pp,lost,gained,strict_delta,desired_NLL_mean,desired_NLL_p95,desired_NLL_p99,competing_NLL_mean
N4,FROZEN2,suffix,ALL,NS,10000,-38,-0.38,150,112,12,0.06617348198329565,0.8225488662719727,1.7359243535995488,-0.006765307697853132
N4,FROZEN2,suffix,ACTIVE_TARGET,NS,9940,-39,-0.39235412474849096,150,111,12,0.06630305236529173,0.8204945325851425,1.7239623117447078,-0.007117725207372974
N4,FROZEN2,suffix,SUPERSEDED,NS,60,1,1.6666666666666667,0,1,0,0.044707988699277244,0.9235191822051999,1.4523981761932343,0.05161852637926737
N4,FROZEN2,suffix,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,FROZEN2,entry_old,ALL,RS,5000,-3,-0.06,3,0,-9,0.019187945586800197,0.024944544211030043,0.40794009715319357,-0.07057136447802186
N4,FROZEN2,entry_old,ACTIVE_TARGET,RS,4910,-1,-0.020366598778004074,1,0,-5,0.007694872746858246,0.018592785019427637,0.20651987038552713,-0.07569911733360737
N4,FROZEN2,entry_old,SUPERSEDED,RS,90,-2,-2.2222222222222223,2,0,-4,0.6461989194102999,3.6468140363693236,5.6228328323364245,0.2091760413100322
N4,FROZEN2,entry_old,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,FROZEN2,entry_old,ALL,PS,10000,-9,-0.09,36,27,-41,0.020716783929718076,0.3565481603145598,0.9139131450653076,-0.02197311812210828
N4,FROZEN2,entry_old,ACTIVE_TARGET,PS,9820,-9,-0.09164969450101833,33,24,-38,0.016834913814153363,0.3361921668052672,0.8187531399726862,-0.022839536679844143
N4,FROZEN2,entry_old,SUPERSEDED,PS,180,0,0.0,3,3,-3,0.2324943646788597,1.4938993453979441,2.8897614765167403,0.025294827638814847
N4,FROZEN2,entry_old,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,FROZEN2,entry_old,ALL,NS,50000,-117,-0.234,771,654,-11,0.0563918299815827,0.7764823913574218,1.4102883076667811,0.012189845058813953
N4,FROZEN2,entry_old,ACTIVE_TARGET,NS,49100,-118,-0.24032586558044808,758,640,-9,0.05581625178854158,0.7744047164916992,1.3877129650115974,0.010825469882342977
N4,FROZEN2,entry_old,SUPERSEDED,NS,900,1,0.1111111111111111,13,14,-2,0.0877928180686043,0.995408010482788,2.4731337833404523,0.0866240907973972
N4,FROZEN2,entry_old,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,FROZEN2,fullseen,ALL,RS,6000,-3,-0.05,3,0,-5,0.01192596796210546,0.018271863833069803,0.3191570904850981,0.0948295495280375
N4,FROZEN2,fullseen,ACTIVE_TARGET,RS,5904,-1,-0.016937669376693765,1,0,-1,0.0020961011740443674,0.013686522841453531,0.18056061863899245,0.09258568871685564
N4,FROZEN2,fullseen,SUPERSEDED,RS,96,-2,-2.0833333333333335,2,0,-4,0.6164627754278627,3.614808201789856,5.4776475906372,0.23282698941572258
N4,FROZEN2,fullseen,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,FROZEN2,fullseen,ALL,PS,12000,11,0.09166666666666666,38,49,3,-0.0038763876186561296,0.3739467442035673,1.0616271781921391,0.05619995937108373
N4,FROZEN2,fullseen,ACTIVE_TARGET,PS,11808,9,0.07621951219512195,35,44,6,-0.0074931591508664444,0.35320355892181393,0.9684801888465904,0.05663128065476623
N4,FROZEN2,fullseen,SUPERSEDED,PS,192,2,1.0416666666666667,3,5,-3,0.21855506161227822,1.6153020858764613,2.6381581974029613,0.029673700424609706
N4,FROZEN2,fullseen,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,FROZEN2,fullseen,ALL,NS,60000,-155,-0.25833333333333336,921,766,1,0.05802210531520153,0.7838045597076411,1.4586521959304881,0.009030652932702773
N4,FROZEN2,fullseen,ACTIVE_TARGET,NS,59040,-157,-0.26592140921409213,908,751,3,0.05758181408076543,0.7818202972412104,1.4382485485076917,0.007804545776791206
N4,FROZEN2,fullseen,SUPERSEDED,NS,960,2,0.20833333333333334,13,15,-2,0.08510001623302135,0.995408010482788,2.4448893213272083,0.0844362430212641
N4,FROZEN2,fullseen,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,I2,suffix,ALL,RS,1000,0,0.0,0,0,4,-0.023922371592074342,0.0005718689877539871,0.0027869687136262617,0.8857994203567505
N4,I2,suffix,ACTIVE_TARGET,RS,994,0,0.0,0,0,4,-0.024037270112973824,0.0005589000851614393,0.0021713722217827874,0.886976864736085
N4,I2,suffix,SUPERSEDED,RS,6,0,0.0,0,0,0,-0.004887516629726936,0.14403453841805458,0.16635230258107186,0.6907361348470052
N4,I2,suffix,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,I2,suffix,ALL,PS,2000,23,1.15,1,24,33,-0.14247745506130013,0.528664757311344,1.4945037746429441,0.43417129492759704
N4,I2,suffix,ACTIVE_TARGET,PS,1988,21,1.056338028169014,1,22,33,-0.1441085274246932,0.5218035638332366,1.4544173407554606,0.43326475205915554
N4,I2,suffix,SUPERSEDED,PS,12,2,16.666666666666668,0,2,0,0.1277368664741516,1.9794472932815546,2.417433342933655,0.5843552301327387
N4,I2,suffix,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,I2,suffix,ALL,NS,10000,-22,-0.22,148,126,6,0.04135444254471222,0.7687417745590207,1.5068282318115236,-0.0098911572746023
N4,I2,suffix,ACTIVE_TARGET,NS,9940,-22,-0.22132796780684105,148,126,6,0.041126604479097176,0.7668017387390123,1.501439976692203,-0.010337693151932014
N4,I2,suffix,SUPERSEDED,NS,60,0,0.0,0,0,0,0.07909961541493733,0.8962585926055906,1.6630693101882934,0.0640849530696869
N4,I2,suffix,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,I2,entry_old,ALL,RS,5000,-3,-0.06,3,0,-6,0.017902343535853286,0.022946814820170403,0.393232656717302,-0.04721822509244084
N4,I2,entry_old,ACTIVE_TARGET,RS,4910,-1,-0.020366598778004074,1,0,-3,0.00565611600621848,0.017891224287450342,0.18008212112821617,-0.05336604353852282
N4,I2,entry_old,SUPERSEDED,RS,90,-2,-2.2222222222222223,2,0,-3,0.6860020898748189,3.700091990828514,5.904142942428588,0.2881794256882535
N4,I2,entry_old,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,I2,entry_old,ALL,PS,10000,-6,-0.06,34,28,-36,0.020832150595988787,0.3598042070865628,0.898718423843384,-0.020759783342760057
N4,I2,entry_old,ACTIVE_TARGET,PS,9820,-9,-0.09164969450101833,31,22,-35,0.01606853312892381,0.340614128112792,0.8288692140579197,-0.02335109349450214
N4,I2,entry_old,SUPERSEDED,PS,180,3,1.6666666666666667,3,6,-1,0.280713947965867,1.6625979185104351,3.254344801902776,0.12061058160228035
N4,I2,entry_old,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,I2,entry_old,ALL,NS,50000,-4,-0.008,706,702,-36,0.04321560636085458,0.7711441397666915,1.3833045959472745,0.012720724637705716
N4,I2,entry_old,ACTIVE_TARGET,NS,49100,-6,-0.012219959266802444,688,682,-36,0.04162319682435372,0.7657017707824707,1.3509160804748541,0.011162243556482467
N4,I2,entry_old,SUPERSEDED,NS,900,2,0.2222222222222222,18,20,0,0.13009039329662403,1.2356226682662956,2.5529080438613887,0.09774452584666303
N4,I2,entry_old,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,I2,fullseen,ALL,RS,6000,-3,-0.05,3,0,-2,0.010931557681198682,0.018052277574315666,0.3004877364635477,0.10828471581575771
N4,I2,fullseen,ACTIVE_TARGET,RS,5904,-1,-0.016937669376693765,1,0,1,0.0006569246440102908,0.013125308603048306,0.15987069606781038,0.10495049623535255
N4,I2,fullseen,SUPERSEDED,RS,96,-2,-2.0833333333333335,2,0,-3,0.6428214894682848,3.661262884736061,5.76092190742492,0.3133392200106755
N4,I2,fullseen,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,I2,fullseen,ALL,PS,12000,17,0.14166666666666666,35,52,-3,-0.0063861170135593665,0.3774418979883189,1.0178732538223267,0.0550620630356328
N4,I2,fullseen,ACTIVE_TARGET,PS,11808,12,0.1016260162601626,32,44,-2,-0.010898946239351141,0.3563678979873657,0.9733129447698614,0.053524948253522206
N4,I2,fullseen,SUPERSEDED,PS,192,5,2.6041666666666665,3,8,-1,0.2711528803726348,1.7080788373947131,3.181689066886904,0.14959462213543398
N4,I2,fullseen,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,I2,fullseen,ALL,NS,60000,-26,-0.043333333333333335,854,828,-30,0.04290541239149752,0.7711210250854492,1.4132006430625945,0.008952077652321047
N4,I2,fullseen,ACTIVE_TARGET,NS,59040,-28,-0.04742547425474255,836,808,-30,0.04153959032178173,0.7657053232192992,1.3801604890823378,0.007542504889788023
N4,I2,fullseen,SUPERSEDED,NS,960,2,0.20833333333333334,18,20,0,0.1269034696790186,1.1936471700668316,2.5432322931289666,0.09564080254810202
N4,I2,fullseen,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,FROZEN4,suffix,ALL,RS,1000,-1,-0.1,1,0,4,-0.02442304435326878,0.0006400748796295374,0.004251457366626701,1.2487670547962189
N4,FROZEN4,suffix,ACTIVE_TARGET,RS,994,0,0.0,0,0,4,-0.0258812119755643,0.0005909155850531505,0.002848676925059398,1.2527456441875435
N4,FROZEN4,suffix,SUPERSEDED,RS,6,-1,-16.666666666666668,1,0,0,0.2171467250736896,1.4226333759725094,1.677125781029463,0.5896474123001099
N4,FROZEN4,suffix,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,FROZEN4,suffix,ALL,PS,2000,31,1.55,3,34,64,-0.16341811829345898,0.7624693751335141,2.3733133029937745,0.5459146779924631
N4,FROZEN4,suffix,ACTIVE_TARGET,PS,1988,30,1.5090543259557343,3,33,64,-0.17011121037877736,0.7075759951025241,2.25757930994033,0.5478837710451072
N4,FROZEN4,suffix,SUPERSEDED,PS,12,1,8.333333333333334,0,1,0,0.9454041371742884,3.902948510646819,4.681301715373994,0.2197015956044197
N4,FROZEN4,suffix,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,FROZEN4,suffix,ALL,NS,10000,-52,-0.52,212,160,17,0.0917955009316327,1.1718199014663697,2.2921829414367676,-0.008527646174744587
N4,FROZEN4,suffix,ACTIVE_TARGET,NS,9940,-51,-0.5130784708249497,209,158,17,0.09112613519301856,1.1718196868896484,2.2921829223632812,-0.009737251560768592
N4,FROZEN4,suffix,SUPERSEDED,NS,60,-1,-1.6666666666666667,3,2,0,0.20268709162871043,1.4558342933654778,2.0053122997283914,0.1918636461098989
N4,FROZEN4,suffix,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,FROZEN4,entry_old,ALL,RS,5000,-6,-0.12,7,1,-17,0.037388234681664106,0.04562527723610403,0.7063109641522244,-0.14329915907755494
N4,FROZEN4,entry_old,ACTIVE_TARGET,RS,4910,-4,-0.0814663951120163,4,0,-11,0.01439169669505823,0.030387385189533246,0.35282812297343996,-0.15504649385597458
N4,FROZEN4,entry_old,SUPERSEDED,RS,90,-2,-2.2222222222222223,3,1,-6,1.2919771403953848,8.20510053634643,9.838838396668432,0.4975832160562277
N4,FROZEN4,entry_old,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,FROZEN4,entry_old,ALL,PS,10000,-14,-0.14,44,30,-56,0.045026125973607126,0.5472689747810361,1.4385159182548541,-0.05601965795336291
N4,FROZEN4,entry_old,ACTIVE_TARGET,PS,9820,-12,-0.12219959266802444,39,27,-60,0.036973640094458755,0.5132400274276729,1.193895754814147,-0.060455001999155565
N4,FROZEN4,entry_old,SUPERSEDED,PS,180,-2,-1.1111111111111112,5,3,4,0.4843339667138126,3.0959919452667233,5.394190216064462,0.18595300054488081
N4,FROZEN4,entry_old,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,FROZEN4,entry_old,ALL,NS,50000,-138,-0.276,1039,901,-15,0.08442035825398983,1.1033029675483697,2.0416170001029967,0.03377762387718831
N4,FROZEN4,entry_old,ACTIVE_TARGET,NS,49100,-141,-0.28716904276985744,1016,875,-18,0.08214750904789528,1.0926335811614971,1.9961096024513245,0.030633979818849258
N4,FROZEN4,entry_old,SUPERSEDED,NS,900,3,0.3333333333333333,23,26,3,0.20841690938648147,1.8982511997222893,4.7567901372909525,0.20528087194879643
N4,FROZEN4,entry_old,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,FROZEN4,fullseen,ALL,RS,6000,-7,-0.11666666666666667,8,1,-13,0.027086354842508625,0.03035724386572839,0.5342903512716304,0.08871187656807403
N4,FROZEN4,fullseen,ACTIVE_TARGET,RS,5904,-4,-0.06775067750677506,4,0,-7,0.007611332328764397,0.022418681532144522,0.25813633270561703,0.08197000092980743
N4,FROZEN4,fullseen,SUPERSEDED,RS,96,-3,-3.125,4,1,-6,1.2248002394377788,7.705179691314697,9.599667152762402,0.5033372283214703
N4,FROZEN4,fullseen,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,FROZEN4,fullseen,ALL,PS,12000,17,0.14166666666666666,47,64,8,0.010285418595762773,0.5716474533081052,1.6553514504432691,0.04430273137094143
N4,FROZEN4,fullseen,ACTIVE_TARGET,PS,11808,18,0.1524390243902439,42,60,4,0.002108744875895625,0.5390067219734191,1.4140702843666086,0.04196517760890629
N4,FROZEN4,fullseen,SUPERSEDED,PS,192,-1,-0.5208333333333334,5,4,4,0.5131508523675924,3.1085448265075684,5.254092788696293,0.188062287736102
N4,FROZEN4,fullseen,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,FROZEN4,fullseen,ALL,NS,60000,-190,-0.31666666666666665,1251,1061,2,0.08564954870026364,1.1106301426887513,2.080729665756228,0.026726745535199492
N4,FROZEN4,fullseen,ACTIVE_TARGET,NS,59040,-192,-0.3252032520325203,1225,1033,-1,0.08365915443885946,1.1034355401992797,2.0309933185577402,0.02383706179863582
N4,FROZEN4,fullseen,SUPERSEDED,NS,960,2,0.20833333333333334,26,28,3,0.2080587957766208,1.8771326780319213,4.7454960966110225,0.20444229533386532
N4,FROZEN4,fullseen,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,I4,suffix,ALL,RS,1000,-1,-0.1,1,0,5,-0.02423371936320291,0.0006126824882812794,0.0053323647496290455,1.1431623083353042
N4,I4,suffix,ACTIVE_TARGET,RS,994,0,0.0,0,0,5,-0.02693992316909578,0.000567397539271037,0.004353772735412304,1.1445006503905328
N4,I4,suffix,SUPERSEDED,RS,6,-1,-16.666666666666668,1,0,0,0.4240940444797161,2.6732479818165302,3.2933078147470956,0.9214436411857605
N4,I4,suffix,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,I4,suffix,ALL,PS,2000,28,1.4,4,32,66,-0.1807427445583671,0.8126864433288566,2.2566201913356774,0.5258896793797612
N4,I4,suffix,ACTIVE_TARGET,PS,1988,27,1.3581488933601609,4,31,66,-0.18909017330255487,0.7441747516393648,1.9749910020828203,0.5262739196929413
N4,I4,suffix,SUPERSEDED,PS,12,1,8.333333333333334,0,1,0,1.2021479507287343,3.59217722415924,4.061228337287903,0.46223386749625206
N4,I4,suffix,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,I4,suffix,ALL,NS,10000,-52,-0.52,208,156,13,0.08123539854441769,1.1773346185684204,2.133752140998841,-0.015154267411038745
N4,I4,suffix,ACTIVE_TARGET,NS,9940,-52,-0.5231388329979879,207,155,13,0.08127368571507507,1.174536097049711,2.129758801460272,-0.016438728683476827
N4,I4,suffix,SUPERSEDED,NS,60,0,0.0,1,1,0,0.07489249060551326,1.3763881206512447,2.2144649887084906,0.1976381500562032
N4,I4,suffix,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,I4,entry_old,ALL,RS,5000,-8,-0.16,8,0,-22,0.04146129618434461,0.06598345916718246,0.8856625813245822,-0.18316160196438433
N4,I4,entry_old,ACTIVE_TARGET,RS,4910,-5,-0.10183299389002037,5,0,-17,0.018469769976610553,0.04099278505891563,0.39152692079544044,-0.19632006309729244
N4,I4,entry_old,SUPERSEDED,RS,90,-3,-3.3333333333333335,3,0,-5,1.2957767815173915,7.8799128144979385,10.46938976049423,0.5347055553976032
N4,I4,entry_old,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,I4,entry_old,ALL,PS,10000,-12,-0.12,46,34,-67,0.04831608809565296,0.5659598112106311,1.523910232484343,-0.0717175844727084
N4,I4,entry_old,ACTIVE_TARGET,PS,9820,-13,-0.13238289205702647,40,27,-69,0.03957435816880268,0.524610662460327,1.3146285653114296,-0.07608731183623649
N4,I4,entry_old,SUPERSEDED,PS,180,1,0.5555555555555556,6,7,2,0.5252260207715962,2.9936344146728464,5.739882979393006,0.1666753194708791
N4,I4,entry_old,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,I4,entry_old,ALL,NS,50000,-96,-0.192,1003,907,0,0.07710576088040136,1.1065062046051024,2.015323052406314,0.02406877640498271
N4,I4,entry_old,ACTIVE_TARGET,NS,49100,-101,-0.20570264765784113,979,878,-5,0.07363705758616146,1.090379321575164,1.967668995857241,0.020389774049881248
N4,I4,entry_old,SUPERSEDED,NS,900,5,0.5555555555555556,24,29,5,0.2663427961550446,2.1266475200653057,5.073402438163755,0.22477879377774015
N4,I4,entry_old,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
N4,I4,fullseen,ALL,RS,6000,-9,-0.15,9,0,-17,0.030512126926420025,0.041399373393505856,0.6832730360329163,0.03789238308556378
N4,I4,fullseen,ACTIVE_TARGET,RS,5904,-5,-0.08468834688346884,5,0,-12,0.01082457434875959,0.029705976322293277,0.3293087486550263,0.02942109361119306
N4,I4,fullseen,SUPERSEDED,RS,96,-4,-4.166666666666667,4,0,-5,1.2412966104525367,6.910405531525612,10.275993406772605,0.5588766857593631
N4,I4,fullseen,UNKNOWN_RELATION,RS,0,0,,0,0,0,,,,
N4,I4,fullseen,ALL,PS,12000,16,0.13333333333333333,50,66,-1,0.010139615986649612,0.5987039089202881,1.6568487739562991,0.027883626169369867
N4,I4,fullseen,ACTIVE_TARGET,PS,11808,14,0.11856368563685638,44,58,-3,0.0010762985003525758,0.5485530853271479,1.4417430984973914,0.02532648629045775
N4,I4,fullseen,SUPERSEDED,PS,192,2,1.0416666666666667,6,8,2,0.5675336413939173,3.1916086196899394,5.728555216789246,0.1851477287224649
N4,I4,fullseen,UNKNOWN_RELATION,PS,0,0,,0,0,0,,,,
N4,I4,fullseen,ALL,NS,60000,-148,-0.24666666666666667,1211,1063,13,0.07779403382440409,1.1190878868103027,2.0291596412658692,0.0175316024356458
N4,I4,fullseen,ACTIVE_TARGET,NS,59040,-153,-0.25914634146341464,1186,1033,8,0.07492276360922043,1.1065423011779767,1.9981382203102118,0.01418931136069461
N4,I4,fullseen,SUPERSEDED,NS,960,5,0.5208333333333334,25,30,5,0.2543771520581989,2.1243839263916016,4.798724336624131,0.22308250354514408
N4,I4,fullseen,UNKNOWN_RELATION,NS,0,0,,0,0,0,,,,
