policy,batch,reused,online_seconds,evaluation_seconds,new_spending,compute_z_seconds,keys_seconds,readout_seconds,solve_seconds,history_seconds,materialization_seconds,target_including_nested_IO_seconds,native_writer_seconds,snapshot_seconds,nested_IO_seconds
N4,51,True,302.72245200071484,71.41148954164237,0,273.09963040146977,3.510632323101163,0.3759117117151618,0.15539253875613213,13.783294091932476,0.7253628075122833,,,,
N4,52,True,304.89370590727776,71.91548947617412,0,274.1115860855207,3.8185849227011204,0.4383380878716707,0.11968446150422096,14.360573020763695,0.7556193601340055,,,,
N4,53,True,303.9193711457774,71.80631978157908,0,274.1448853183538,3.5580846490338445,0.37768244836479425,0.11970994155853987,13.92263678368181,0.7483475226908922,,,,
N4,54,True,302.4048069799319,72.2474400345236,0,272.8233770625666,3.7267767395824194,0.43139667715877295,0.11964940465986729,14.2084019202739,0.7144130319356918,,,,
N4,55,True,308.8339061141014,132.7342222686857,0,278.9848201237619,3.608363028615713,0.3750181049108505,0.11970169562846422,13.80207332316786,0.6972133303061128,,,,
N4,56,True,304.1348031759262,69.56812026537955,0,278.69726042449474,3.634575900621712,0.43773046880960464,0.11968882195651531,11.419201968237758,0.5220581637695432,,,,
N4,57,True,305.35553507413715,69.47588319890201,0,278.7965135211125,3.963525675237179,0.5779820568859577,0.11969009041786194,12.868752866983414,0.5359137067571282,,,,
N4,58,True,304.9407040029764,71.37722900975496,0,277.61050993576646,3.85541420802474,0.4337585186585784,0.11965497676283121,11.33391697332263,0.7847650106996298,,,,
N4,59,True,302.87618328630924,71.51419081352651,0,274.95168213173747,3.7352327993139625,0.49181175883859396,0.11966567486524582,13.379413804039359,0.7007314832881093,,,,
N4,60,True,308.8294678563252,965.0733159594238,0,279.51738958247006,3.6043554916977882,0.4313133070245385,0.11974549107253551,13.924663547426462,0.735132846981287,,,,
REFIT4,51,True,348.8001301465556,71.41460503917187,0,303.8925394844264,7.042646563611925,0.7558521451428533,0.2780518773943186,14.095878378488123,0.7719976752996445,,,,
REFIT4,52,True,360.60842000786215,73.2831740193069,0,315.36360341869295,7.666260793805122,0.8803308950737119,0.24070869758725166,14.188047517091036,0.7846642602235079,,,,
REFIT4,53,True,372.172215542756,72.78517666086555,0,325.9401573659852,7.140008547343314,0.7583408672362566,0.24071860127151012,14.740278739482164,0.8328041629865766,,,,
REFIT4,54,True,366.0779109345749,73.09273276478052,0,319.7809910355136,7.487657589837909,0.8660539155825973,0.24062225222587585,14.17734320089221,0.8038503276184201,,,,
REFIT4,55,True,376.43787851464003,133.51974389422685,0,330.36005115229636,7.2412018505856395,0.7536489432677627,0.240643753670156,14.38304537627846,0.8650300446897745,,,,
REFIT4,56,True,375.03230273909867,72.20826373621821,0,327.9156590765342,7.3111091535538435,0.8802904412150383,0.24057374894618988,14.890353687107563,0.8250340735539794,,,,
REFIT4,57,True,382.3418780285865,72.74311645328999,0,335.7770717134699,7.964413933455944,1.1603972017765045,0.24052472319453955,14.552391041070223,0.821795329451561,,,,
REFIT4,58,True,378.7583398083225,73.6489252448082,0,332.630759075284,7.731942685320973,0.8677827250212431,0.24070471059530973,14.404553189873695,0.7844881396740675,,,,
REFIT4,59,True,397.09849456790835,71.61628395318985,0,335.68039111886173,7.489186701364815,0.9879212211817503,0.2406504424288869,18.383235001936555,1.6070910636335611,,,,
REFIT4,60,True,370.1982484301552,979.9442501300946,0,319.2688856301829,7.227393431589007,0.8662573369219899,0.24063808470964432,14.101076854392886,0.7759147500619292,,,,
FROZEN2,51,False,320.05431027524173,38.813916069455445,YES,,,,,13.93544948194176,1.5917044952511787,275.3435459230095,29.18361037503928,4.064840190112591,3.1435840222984552
FROZEN2,52,False,320.61618429236114,39.33670209813863,YES,,,,,13.423977598547935,1.5366553077474236,277.20014792028815,28.455403465777636,0.0,3.0167314000427723
FROZEN2,53,False,318.9740206738934,38.59155419282615,YES,,,,,12.387928693555295,1.503411490470171,277.03596944268793,28.046711047179997,0.0,2.998157131485641
FROZEN2,54,False,321.110707947053,39.35226116608828,YES,,,,,13.712549994699657,1.4992606658488512,276.980240765959,28.918656520545483,0.0,2.86694298684597
FROZEN2,55,False,325.1451817303896,100.47071284800768,YES,,,,,13.798894398845732,1.514270193874836,282.8052506810054,27.02676645666361,3.800259775482118,2.9603297291323543
FROZEN2,56,False,329.27810835279524,39.343568473123014,YES,,,,,14.414264058694243,1.6075975596904755,284.1180658368394,29.138180897571146,0.0,3.08967088162899
FROZEN2,57,False,331.19123965036124,39.49570022895932,YES,,,,,14.449973963201046,1.5890116803348064,284.6322284406051,30.520025566220284,0.0,3.0146502275019884
FROZEN2,58,False,330.6213652668521,39.60247857589275,YES,,,,,14.311689938418567,1.5655461121350527,283.28657856490463,31.45755065139383,0.0,3.0617431979626417
FROZEN2,59,False,328.6139326011762,39.39578374940902,YES,,,,,13.798863257281482,1.5432176981121302,281.38687662873417,31.88497501704842,0.0,3.039747992530465
FROZEN2,60,False,328.72851404733956,961.8010613378137,YES,,,,,13.560435147956014,1.6272896695882082,284.4571076175198,29.08368161227554,4.673011619597673,3.2705319738015532
I2,51,False,327.09940665680915,39.63106963597238,YES,,,,,13.549215774051845,1.569677796214819,283.3829123182222,28.597600768320262,3.9619103940203786,3.201664266176522
I2,52,False,331.90166722238064,39.55353106465191,YES,,,,,14.004033206030726,1.6246807696297765,286.7871895711869,29.485763675533235,0.0,3.018276165239513
I2,53,False,328.30773019976914,38.86080849915743,YES,,,,,12.749677762389183,1.6111668171361089,286.47604467440397,27.470840945839882,0.0,3.101054098457098
I2,54,False,337.7181513607502,39.562719100154936,YES,,,,,16.196069025434554,1.5581016764044762,285.30232727713883,34.66165338177234,0.0,3.489629430696368
I2,55,False,349.95936162024736,101.73173036798835,YES,,,,,18.689933428540826,2.452612484805286,289.74657336156815,39.0702423453331,6.974692776799202,3.9048870941624045
I2,56,False,355.719327933155,39.510665331967175,YES,,,,,19.61229090206325,2.3305889880284667,292.42386929132044,41.35257875174284,0.0,4.1242537926882505
I2,57,False,362.189545202069,40.16059498209506,YES,,,,,21.797745930962265,2.5640490939840674,292.9138080133125,44.913942163810134,0.0,4.130418754182756
I2,58,False,366.33186651207507,39.818721261806786,YES,,,,,25.218199708499014,3.3881238345056772,291.65657989587635,46.06896307319403,0.0,4.370977846905589
I2,59,False,374.9962947592139,40.62872947473079,YES,,,,,28.71075392421335,3.789294625632465,289.58536477480084,52.91088143456727,0.0,5.132571402005851
I2,60,False,346.74013719148934,964.931986797601,YES,,,,,15.920151054859161,1.4116606339812279,292.7747776666656,36.633547835983336,6.008652366697788,3.372604012489319
FROZEN4,51,False,349.68001191690564,40.20404207147658,YES,,,,,13.31802796665579,3.14600061904639,276.45057626161724,56.76540706958622,3.8964459588751197,6.014045258052647
FROZEN4,52,False,353.22053044103086,40.13163479883224,YES,,,,,13.424604561179876,3.257806886918843,278.266323226504,58.27179576642811,0.0,6.037937200628221
FROZEN4,53,False,351.76117989141494,39.12230041343719,YES,,,,,13.703507145866752,3.1148426039144397,279.0321048181504,55.91072532348335,0.0,5.716417420655489
FROZEN4,54,False,350.39121164381504,39.470403145998716,YES,,,,,12.985083151608706,2.9810896553099155,277.94507171120495,56.47996712569147,0.0,5.624201104976237
FROZEN4,55,False,382.2541519077495,102.11419928446412,YES,,,,,20.65821945015341,4.673085202462971,282.86599104944617,74.05685620568693,7.193931111134589,7.574405201710761
FROZEN4,56,False,391.6331357276067,39.13459404744208,YES,,,,,13.330527455545962,5.177764003165066,285.1092538610101,88.01559040788561,0.0,7.843030447140336
FROZEN4,57,False,365.0018811477348,39.73972923774272,YES,,,,,14.12432057224214,3.2332885395735502,285.5665130633861,62.07775897253305,0.0,6.139387301169336
FROZEN4,58,False,370.18669733125716,39.751212009228766,YES,,,,,18.444052521139383,3.2058527255430818,281.844487673603,66.6923044109717,0.0,6.881952255032957
FROZEN4,59,False,358.64257602300495,39.666719948872924,YES,,,,,13.949746230617166,3.2966245291754603,282.3129028659314,59.08330239728093,0.0,5.9807519149035215
FROZEN4,60,False,363.4039414161816,959.5496486723423,YES,,,,,13.689791209995747,4.484801606275141,284.24154021032155,60.98780838958919,4.593908143229783,5.935554620809853
