contrast,before,after,population,metric,group,prompt_denominator,request_denominator,before_numerator,after_numerator,lost,gained,retained,failed_both,delta_numerator,delta_pp,conditional_loss_rate,conditional_gain_rate,before_ties,after_ties,order_sha256,transition_sha256,new_strict_delta_numerator,true_strict_delta_numerator,new_nll_delta_n,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_q25,new_nll_delta_q75,new_nll_delta_iqr,new_nll_delta_p90,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_min,new_nll_delta_max,true_nll_delta_n,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_q25,true_nll_delta_q75,true_nll_delta_iqr,true_nll_delta_p90,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_min,true_nll_delta_max,desired_margin_delta_n,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_q25,desired_margin_delta_q75,desired_margin_delta_iqr,desired_margin_delta_p90,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_min,desired_margin_delta_max,future_batch_exposures,batch
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,PS,ALL,10000,5000,9649,9649,49,49,9600,302,0,0.0,0.0050782464504093685,0.1396011396011396,0,0,1af2f62c84d42f8c2ea43a6f1d38fc060f608cc2ca45f73cd8c1f6fad5b47e9a,11b778ec1393c0aa50eb20120f24b302b494683ae3bf1d3d2619608adfd4c07f,62,-2,10000,-0.009132141694460734,-0.0012262740638107061,-0.07011942565441132,0.037544943392276764,0.10766436904668808,0.2806444644927979,0.5360600531101215,1.3479792779684083,-4.663898706436157,9.548322916030884,10000,0.06247856349417707,0.04613685607910156,-0.30493640899658203,0.40661048889160156,0.7115468978881836,0.8156355857849121,1.1602406024932854,2.0340676689147963,-4.205133438110352,6.640988826751709,10000,0.0716107051886378,0.05341911315917969,-0.324550811201334,0.4538096587639302,0.7783604699652642,0.9145172073462163,1.27894257986918,2.265753466587051,-7.388466119766235,6.657918691635132,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,PS,ACTIVE_TARGET,9820,4910,9520,9523,40,43,9480,257,3,0.03054989816700611,0.004201680672268907,0.14333333333333334,0,0,41e9b63ba1d3658a48b9c164df0da2c3ecabc92b202d9d322bfbbc05e2c5f241,1a550199c9b816985b49cb4ca1b53d0d267eef088e3ba3f7dcea99e50d8da174,51,-1,9820,-0.015256379470605394,-0.0012328200973570347,-0.0667458325624466,0.03586265444755554,0.10260848701000214,0.2643110036849977,0.5082028388977039,1.2156013250350948,-4.663898706436157,6.458345890045166,9820,0.059301546892784766,0.04536616802215576,-0.30493640899658203,0.40506696701049805,0.7100033760070801,0.8103883743286133,1.1473772525787336,1.98517587661743,-4.097806930541992,6.640988826751709,9820,0.07455792636339016,0.054052770137786865,-0.32142032124102116,0.4537677525077015,0.7751880737487227,0.9128741681575782,1.27894257986918,2.261557645201681,-7.388466119766235,6.657918691635132,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,PS,SUPERSEDED,180,90,129,126,9,6,120,45,-3,-1.6666666666666667,0.06976744186046512,0.11764705882352941,0,0,011d00a5ba43b85b756c5e998ae0f17aaa4d2080f302da6427148d9f32253f76,12cb13504e24be391154e5531033ba74c4cd1325c53362f918966bbe80622b70,11,-1,180,0.3249790525374313,0.008163928985595703,-0.4279245138168335,0.5849313139915466,1.0128558278083801,1.8913476943969725,3.7099841117858885,6.632058501243592,-4.215818405151367,9.548322916030884,180,0.2358024691923573,0.10372781753540039,-0.30275535583496094,0.532228946685791,0.834984302520752,1.4955290555953975,2.318490600585934,4.256828031539919,-4.205133438110352,5.3545942306518555,180,-0.089176583345074,0.022205114364624023,-0.5016167163848877,0.47877728939056396,0.9803940057754517,0.951537823677063,1.2683064758777585,3.276091775894175,-5.65352463722229,6.480676174163818,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,PS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,NS,ALL,50000,5000,34396,34726,1131,1461,33265,14143,330,0.66,0.03288173043377137,0.09362983850294797,0,0,03cf69604597a6686e678e3d28f20e8afa0c40922c75d0f3cefa9c8fc7e324e9,b53db3b4820ef3d766802643b0957274e1341dddf9aa420ebe7dc05aae7a622b,4,329,50000,0.03100020548754008,0.024584375321865082,-0.36145901679992676,0.4192589521408081,0.7807179689407349,0.8583693742752073,1.2143622398376466,2.1285334014892663,-9.837510585784912,13.303266525268555,50000,-0.07339343392210547,-0.0486452579498291,-0.44642043858766556,0.3160439729690552,0.7624644115567207,0.7426189601421351,1.1155468225479097,2.0677349829673783,-11.70916485786438,13.845024108886719,50000,0.10439363940964555,0.07831954956054688,-0.37695227563381195,0.5656788945198059,0.9426311701536179,1.1367972157895565,1.5865760087966914,2.6684963846206684,-9.646955619100481,9.90862488746643,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,NS,ACTIVE_TARGET,49100,4910,33821,34150,1099,1428,32722,13851,329,0.670061099796334,0.032494603944294966,0.0934616139799725,0,0,96ba3e9c79ce6f4584ff340f67671de57355bfed301ce3d112054f6bb435bc72,168fcfdd9b8167fd2d6b1bb194615e65b5475c69295d90cd59d76eb4758cd060,2,327,49100,0.025890945406940376,0.022248268127441406,-0.36269354820251465,0.4150235056877136,0.7777170538902283,0.8481289148330686,1.1982522487640375,2.074306428432467,-9.837510585784912,13.303266525268555,49100,-0.0790563928227812,-0.049917131662368774,-0.44955217838287354,0.3122183084487915,0.761770486831665,0.7350784301757812,1.102783322334287,2.0247449493408243,-11.70916485786438,13.845024108886719,49100,0.10494733822972156,0.0785684585571289,-0.376145601272583,0.5651206970214844,0.9412662982940674,1.1367972157895565,1.5866821646690368,2.6634003621339812,-9.646955619100481,9.90862488746643,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,NS,SUPERSEDED,900,90,575,576,32,33,543,292,1,0.1111111111111111,0.05565217391304348,0.10153846153846154,0,0,e8a649115458b5939177521ca58ab4eb4b46761bdef16b2d527a38c4d68bfe61,58af6bcfa257834f2b048a1c02b6364024d5ab33b0b3601a83a50c00b8ebe697,2,2,900,0.3097387276624795,0.17336392402648926,-0.291989803314209,0.6975110769271851,0.989500880241394,1.3878350734710694,2.2175553560256946,5.1859317398071285,-5.033707618713379,8.719120025634766,900,0.2355524349925367,0.10247516632080078,-0.3075120151042938,0.6157965660095215,0.9233085811138153,1.2277235984802248,2.084368419647213,5.005537557601925,-5.915931701660156,7.667625427246094,900,0.07418629266994281,0.05668759346008301,-0.4308145046234131,0.5902366638183594,1.0210511684417725,1.1392593622207643,1.5736827731132506,3.2343381881713813,-4.893365383148193,6.1729230880737305,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,NS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,fullseen,RS,ALL,6000,6000,5981,5979,8,6,5973,13,-2,-0.03333333333333333,0.001337568968399933,0.3157894736842105,0,0,c03f7503119d0bbfd06a9cde4ba3ac13024bd7c628dac9c6ee777e5e7508d24f,c24dd9a2b5d40371372fd47014700f8d6badee623d7aaa3e537d7c03f2767ddd,4,-1,6000,0.009839266661620666,-7.061602082103491e-05,-0.0012654515448957682,0.000948447035625577,0.002213898580521345,0.009103866660734646,0.026850369479507228,0.3584289240837101,-4.628530979156494,13.199647210538387,6000,-0.1422908951456969,0.062488555908203125,-0.4234112501144409,0.48055410385131836,0.9039653539657593,1.0063112258911138,1.5234426975250246,3.719851045608528,-10.454453468322754,10.601820945739746,6000,-0.15213016180731756,0.06307033940538531,-0.4288060613325797,0.48555200491682626,0.914358066249406,1.0224459129851327,1.5359173416625709,3.572684197000351,-12.954320214688778,10.603898869012482,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,fullseen,RS,ACTIVE_TARGET,5904,5904,5894,5894,4,4,5890,6,0,0.0,0.0006786562606040041,0.4,0,0,f3251744fb0eb1333c70a36e7bf6c6442497aafd28a1332ad5a696a057fe2fff,ca322f7b138bd2493130e2932d1840a3e77943b54c3b55e8bed0a3b41965be08,2,-1,5904,-0.001119756335732706,-7.221635314635932e-05,-0.0012401117128320038,0.0008751844870857894,0.0021152961999177933,0.007993091153912241,0.022986577090341586,0.16253169760108022,-4.065476021030918,5.968477725982666,5904,-0.15781706162453263,0.059352874755859375,-0.42778217792510986,0.47669076919555664,0.9044729471206665,0.9988625526428222,1.466074657440184,3.3909752655029424,-10.454453468322754,10.601820945739746,5904,-0.15669730528879994,0.06157561094732955,-0.42984447261551395,0.4864794896275271,0.916323962243041,1.0109556624956895,1.5084701077197633,3.4269551312492785,-10.49441839964129,10.603898869012482,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,fullseen,RS,SUPERSEDED,96,96,87,85,4,2,83,7,-2,-2.0833333333333335,0.04597701149425287,0.2222222222222222,0,0,df40db7d2c9ebb858c8fac1745ae21b51bcd8cab903247634abe1d7d2256b4a4,cdb5b0a7cf220679745c07a3a4495a02cf0bc6c265fdeb0dcc66e28902dce6a1,2,0,96,0.683819180998853,0.0034688077867031097,-0.15500999195501208,0.4082617908716202,0.5632717828266323,3.470489025115967,5.307600259780884,10.548089708015315,-4.628530979156494,13.199647210538387,96,0.8125683433027007,0.2768235206604004,-0.07478301227092743,0.8937660455703735,0.968549057841301,3.1820478439331055,4.8423261642456055,6.695322561264037,-2.105860710144043,7.102267265319824,96,0.1287491623038477,0.154107466340065,-0.25758490804582834,0.4448325578123331,0.7024174658581614,2.009553867916111,3.728421291220002,5.1363670696438914,-12.954320214688778,5.669554710388184,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,fullseen,RS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,fullseen,PS,ALL,12000,6000,11607,11599,72,64,11535,329,-8,-0.06666666666666667,0.0062031532695787026,0.1628498727735369,0,0,3939b89fb37ed1bde52fb1b30d176cdee7b2d712e457d595dca0f003eefbaf7c,21fe8f34ee38537fd84f4583ccba42aa888e1c66539ae22f74eafe5376e77325,0,2,12000,0.013900681892094629,-0.00010406137153040618,-0.06303932704031467,0.07133863866329193,0.1343779657036066,0.39364075511693974,0.7312289595603929,2.104018493294719,-9.273752197623253,9.548322916030884,12000,-0.1128073105669755,-0.0076915547251701355,-0.4506494998931885,0.3955564498901367,0.8462059497833252,0.8811681747436525,1.2968482494354203,2.892254724502569,-13.70383358001709,8.941972732543945,12000,-0.12670799245907013,-0.0073003871366381645,-0.5025772005319595,0.4371435296488926,0.9397207301808521,0.9790326714515686,1.4947823114693164,3.3630495761753996,-15.049271920695901,11.415000900626183,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,fullseen,PS,ACTIVE_TARGET,11808,5904,11470,11466,62,58,11408,280,-4,-0.03387533875338753,0.005405405405405406,0.17159763313609466,0,0,d8cbb164ea5f029b004881e2c14792811822c7e9292fcb9d0d9832ab00ed2e1d,088f6086ff0374de17c39c33badc49c7efcceadfa49597f6c790dbeae6117d9d,-11,2,11808,0.008473960150357677,-0.00010475705494172871,-0.06096813827753067,0.06734520243480802,0.12831334071233869,0.37780885696411143,0.700184412486851,1.9587306022644058,-9.273752197623253,7.4214630126953125,11808,-0.11797022467938462,-0.009874820709228516,-0.4518023729324341,0.3938884735107422,0.8456908464431763,0.8738297462463382,1.2756612062454222,2.8062026500701927,-13.70383358001709,8.941972732543945,11808,-0.1264441848297423,-0.007571101188659668,-0.502088978420943,0.43658072933612857,0.9386697077570716,0.9785944714210928,1.4940103471279145,3.362987028360367,-15.049271920695901,11.415000900626183,,60
