contrast,before,after,population,metric,group,prompt_denominator,request_denominator,before_numerator,after_numerator,lost,gained,retained,failed_both,delta_numerator,delta_pp,conditional_loss_rate,conditional_gain_rate,before_ties,after_ties,order_sha256,transition_sha256,new_strict_delta_numerator,true_strict_delta_numerator,new_nll_delta_n,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_q25,new_nll_delta_q75,new_nll_delta_iqr,new_nll_delta_p90,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_min,new_nll_delta_max,true_nll_delta_n,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_q25,true_nll_delta_q75,true_nll_delta_iqr,true_nll_delta_p90,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_min,true_nll_delta_max,desired_margin_delta_n,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_q25,desired_margin_delta_q75,desired_margin_delta_iqr,desired_margin_delta_p90,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_min,desired_margin_delta_max,future_batch_exposures,batch
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,RS,ALL,1000,1000,1000,999,1,0,999,0,-1,-0.1,0.001,,0,0,3d8441c97974f7cd040c389398d91e2eb5ac18fab77a8c2eb4529838716fd31c,ddae6d7d9e84ac5d55aea55bbf77618c5158c354c39c732ad267507b522ee49a,1,0,1000,0.014582953790282772,0.004042644053697586,0.0008511119813192636,0.013157893321476877,0.012306781340157613,0.029785751248709864,0.044790423824451836,0.10826680661644784,-2.8042629580013454,5.5548598021268845,1000,-1.7812233357429503,-2.000065326690674,-3.389063835144043,-0.596315860748291,2.792747974395752,1.548415231704713,3.345681381225584,6.501356563568115,-10.454453468322754,10.601820945739746,1000,-1.7958062895332332,-2.0129765278397826,-3.4147957926179515,-0.6178183819138212,2.7969774107041303,1.5518844608857771,3.345919797917302,6.504302269633845,-10.49441839964129,10.603898869012482,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,RS,ACTIVE_TARGET,994,994,994,994,0,0,994,0,0,0.0,0.0,,0,0,167c89fb129b9e7a1bc92c7032192ddceea9baa697f6400112111500ddda3e92,667b6cfadbf78e285b895006ac276962b2c148d5d5e549b8e8eef20fea167087,0,0,994,0.015613628226983601,0.004042644053697586,0.0008643741202831734,0.013041409867582843,0.01217703574729967,0.029417990264482812,0.04338381451088931,0.10460142714087842,-0.9527751659334172,5.5548598021268845,994,-1.8002681372391147,-2.003577709197998,-3.4003655910491943,-0.6190929412841797,2.7812726497650146,1.5387621879577638,3.2840130805969188,6.5016624641418455,-10.454453468322754,10.601820945739746,994,-1.8158817654660981,-2.0179129098469275,-3.4211177132747252,-0.626005635218462,2.7951120780562633,1.5405097901064437,3.2617978523718154,6.505405483157737,-10.49441839964129,10.603898869012482,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,RS,SUPERSEDED,6,6,6,5,1,0,5,0,-1,-16.666666666666668,0.16666666666666666,,0,0,da4c13757b947da5ff7515fea41b79dd7912a4dccc6141faede57a69bf6586f8,9ef41b3e747d60cc12583899e0d7091c702bd4fdd21c6e6055543e999226069a,1,0,6,-0.15616544455648787,0.009293387374782469,-0.011640489818091737,0.32264349414617755,0.3342839839642693,0.9320128262042999,1.1861106306314468,1.3893888741731646,-2.8042629580013454,1.4402084350585938,6,1.3738654454549153,0.529412031173706,-0.4137665033340454,3.815317749977112,4.229084253311157,4.865381717681885,4.986575365066528,5.083530282974243,-2.105860710144043,5.107769012451172,6,1.5300308900114032,1.6660996784921736,-1.54634191095829,4.527890091849258,6.074232002807548,4.873320560822322,4.99081256152931,5.084806162094901,-2.124983034678735,5.108304562236299,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,RS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,PS,ALL,2000,1000,1958,1950,23,15,1935,27,-8,-0.4,0.01174668028600613,0.35714285714285715,0,0,561c2a3b61e3777b41070ea00087eb776c101e59310b21581b2961f321f411e2,705c8f4bff53a86bb09df7d62e3c6c1eb36874a5445b8f734a879dc6e118e90e,-62,4,2000,0.12906479982487146,0.04832755378447473,-0.013781946152448654,0.34921833872795105,0.3630002848803997,1.0971300125122077,1.7944646120071404,3.5299408566951747,-9.273752197623253,8.811263084411621,2000,-0.9892366808727384,-0.8636219501495361,-2.1781140565872192,0.1617603302001953,2.3398743867874146,1.6158410072326665,2.5947973728179927,5.0733324956893915,-13.70383358001709,8.941972732543945,2000,-1.1183014806976097,-1.1072884192690253,-2.5163998529314995,0.1042734906077385,2.620673343539238,1.9350357674062266,3.3440330701414487,6.7773040061071494,-15.049271920695901,11.415000900626183,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,PS,ACTIVE_TARGET,1988,994,1950,1943,22,15,1928,23,-7,-0.352112676056338,0.011282051282051283,0.39473684210526316,0,0,8382f962a0306a2cac5e9f50b608788262e6f4134a96a7557c882773391f5b38,4e350c7caf8f715cb1eb83b6ce1f337fc26a899264e68e470dc743be064a4e3b,-62,3,1988,0.1256932433887165,0.04832755378447473,-0.013514643360394984,0.34668614715337753,0.3602007905137725,1.0816097140312193,1.775120105221865,3.5062836763262717,-9.273752197623253,7.4214630126953125,1988,-0.9936285731897987,-0.8713111877441406,-2.181103467941284,0.16022634506225586,2.34132981300354,1.6091384887695308,2.5531159400939933,5.0762586927413915,-13.70383358001709,8.941972732543945,1988,-1.1193218165785153,-1.116393610369414,-2.5163998529314995,0.09166717529296875,2.6080670282244682,1.9370712704956528,3.340963592246407,6.802102607823884,-15.049271920695901,11.415000900626183,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,PS,SUPERSEDED,12,6,8,7,1,0,7,4,-1,-8.333333333333334,0.125,0.0,0,0,f188991fee9feb1bb44ad46967dc83abf794128d8ee48e6185148a55694db3b7,42441298bfaa71f15c99404a3eb08d90d4b83f8bd7d8e326c3b60d9610cf782b,0,1,12,0.687619316081206,0.1323697566986084,-0.6944466829299927,1.614444375038147,2.3088910579681396,1.9267112255096435,5.027932310104365,8.054596929550176,-2.720909744501114,8.811263084411621,12,-0.2616465203464031,-0.19177258759737015,-1.5308844447135925,0.8153300285339355,2.346214473247528,2.622777843475342,3.053832054138183,3.3401700973510744,-3.44382905960083,3.411754608154297,12,-0.9492658364276091,-0.4002106189727783,-2.5183021128177643,1.4699422642588615,3.988244377076626,1.9228625774383545,3.460586595535276,4.959926996231081,-9.113994374871254,5.334762096405029,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,PS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,NS,ALL,10000,1000,7070,7175,182,287,6888,2643,105,1.05,0.02574257425742574,0.09795221843003413,0,0,e9e551f08e1f033dce508fa0c2483ece0f1be8b290828ac7bf481a6202ae67ff,6623325d26f64f9b2856d67ac5e7b22ca92644a2e0d7186e8febe2356f674312,-4,34,10000,0.06644890152561565,0.0502161979675293,-0.34698057174682617,0.4736943244934082,0.8206748962402344,0.9591403961181642,1.3346189022064205,2.219214944839479,-10.193798065185547,7.862748146057129,10000,-0.07041459574532928,-0.04496407508850098,-0.43677064776420593,0.3185441493988037,0.7553147971630096,0.7427909851074219,1.0935574293136592,2.2156152200698878,-11.70916485786438,9.454751968383789,10000,0.13686349727094493,0.09692341089248657,-0.3714509606361389,0.609213650226593,0.9806646108627319,1.2244892716407776,1.7410404096357524,2.8561215305328385,-9.481455649336567,8.118047714233398,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,NS,ACTIVE_TARGET,9940,994,7020,7127,180,287,6840,2633,107,1.0764587525150906,0.02564102564102564,0.09828767123287671,0,0,0589d623d61fdd9a5c7f635272adf0f65fb97bb1c645881f160dede63cbd4cd3,6bda02289c27037dff28840aed0c6f3bb6809035abfe982d0f0994b80c401c47,-4,35,9940,0.06406583559692886,0.04937314987182617,-0.3486253023147583,0.4705759286880493,0.8192012310028076,0.9570729732513429,1.3296592712402342,2.2130532550811806,-10.193798065185547,7.862748146057129,9940,-0.07336880430201831,-0.045648787170648575,-0.43919801712036133,0.3162448853254318,0.7554429024457932,0.7414272785186768,1.089637064933776,2.2052254390716586,-11.70916485786438,9.454751968383789,9940,0.13743463989894716,0.09692341089248657,-0.37065327167510986,0.609213650226593,0.9798669219017029,1.2246576189994816,1.74136037826538,2.8555225741863257,-9.481455649336567,8.118047714233398,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,NS,SUPERSEDED,60,6,50,48,2,0,48,10,-2,-3.3333333333333335,0.04,0.0,0,0,f33e90c1a2dab2a51c79ccd3672e6f6797852f2d0710467c47faa0208706dc3c,808e26fa489e7faa3534d49ddc18338c3266e801d91baa19861c97959d8087ce,0,-1,60,0.46124349037806195,0.25763940811157227,-0.14969682693481445,0.6969201564788818,0.8466169834136963,1.3603127479553225,1.7509653568267818,4.5462150287628065,-1.016097068786621,6.419964790344238,60,0.4189992884794871,0.23392152786254883,-0.16007351875305176,0.652203381061554,0.8122768998146057,1.2160162448883063,2.075647068023681,5.154258022308341,-1.169417381286621,6.526765823364258,60,0.04224420189857483,0.09181272983551025,-0.4162827730178833,0.5993489921092987,1.015631765127182,1.0323652267456056,1.4924156188964839,2.44995084762573,-3.5263776779174805,2.902406692504883,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,suffix,NS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,RS,ALL,5000,5000,4981,4980,7,6,4974,13,-1,-0.02,0.0014053402931138326,0.3157894736842105,0,0,cd841b6e61bf9ac05a532be0efce66ec0f65516590256c3253e2ef1938fc3d9a,9109f4eff03b1464ab0309567e09e56d8b5916a7e2086a09b06a7344257fd760,3,-1,5000,0.008890529235888244,-0.0001938588684424758,-0.001641628572542686,0.0002248830278404057,0.0018665116003830917,0.0021179201547056477,0.01068838261999195,0.39388629555702415,-4.628530979156494,13.199647210538387,5000,0.18549559297375381,0.14345026016235352,-0.1985797882080078,0.5219616889953613,0.7205414772033691,0.9809030532836917,1.3509498596191416,2.3407385587692313,-6.624335050582886,7.102267265319824,5000,0.17660506373786555,0.14721159869804978,-0.2071360809059115,0.5265859559585806,0.7337220368644921,0.997899713960942,1.3686920074615048,2.373154654523825,-12.954320214688778,8.472745498875156,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,RS,ACTIVE_TARGET,4910,4910,4900,4900,4,4,4896,6,0,0.0,0.0008163265306122449,0.4,0,0,a33a9ad2716e4ded088e5fc88940747459f82f064d9213d6b05e0fe481f73812,47e4b469715ca792342f4d3e3d58df87024999623665e98a2d456e06059f22ce,2,-1,4910,-0.004507329503826394,-0.00019426352810114622,-0.0015997407317627221,0.00021043914603069425,0.0018101798777934164,0.001844599493779244,0.007759328326210404,0.1809171115607015,-4.065476021030918,5.968477725982666,4910,0.174687290546729,0.14216947555541992,-0.2014760971069336,0.519752025604248,0.7212281227111816,0.9736934661865235,1.3266880512237553,2.2661245393753044,-6.624335050582886,6.629119873046875,4910,0.17919462005055536,0.14721159869804978,-0.20753446138405707,0.5278974175453186,0.7354318789293757,0.9924949388660025,1.3492037090240048,2.2923175374977287,-8.952036678791046,8.472745498875156,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,RS,SUPERSEDED,90,90,81,80,3,2,78,7,-1,-1.1111111111111112,0.037037037037037035,0.2222222222222222,0,0,5ccd65a9e45ddb4cafad1ea92322d13bb2ca5a0bff825223c6ebacf8564f9b21,127c6163744656788837b707ce6f5b096bf6a2a5835745fabc552b5191c5c24a,1,0,90,0.7398181560358756,0.0034688077867031097,-0.1657340549863875,0.3919104337692261,0.5576444887556136,3.5428053855896007,5.567441511154172,10.715556497648357,-4.628530979156494,13.199647210538387,90,0.775148536492553,0.2768235206604004,-0.009470820426940918,0.8027560710906982,0.8122268915176392,2.5944000720977787,4.435354304313657,6.721024332046508,-1.0419120788574219,7.102267265319824,90,0.03533038045667733,0.154107466340065,-0.18780657649040222,0.42867088317871094,0.6164774596691132,1.724924700707199,2.8868123412132265,5.039951024055481,-12.954320214688778,5.669554710388184,,60
CROSS_POLICY_SAME_ITEMS_DIFFERENT_TRAJECTORIES,FROZEN2,REFIT4,entry_old,RS,UNKNOWN_RELATION,0,0,0,0,0,0,0,0,0,,,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,60
