policy,batch,chunk,requests,gamma,cap,history_appends,solve,current_residual,current_residual_norm,current_targets_norm,realization_scope,prior_write_actual_readout_change_norm,prior_write_remaining_fixed_target_residual_norm,prior_write_readout_to_residual_cosine,predicted_realization,actual_delta_norm,native_candidate_delta_norm,write_seconds,keys_seconds,readout_seconds,solve_seconds
FROZEN2,56,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.736225257689874,48.222903219498505,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.149069620823575,10.865426160293893,14.495712450705469,3.64889557659626,0.43704662937670946,0.1193547286093235
FROZEN2,56,1,100,1.0,0,0,1,CPU_EXACT_PASS,11.97619131671372,48.222903219498505,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.041554291131103,11.976191317771102,0.9931961464094442,NA_CANONICAL_KC_NOT_SAVED,4.487857018510447,4.487857018510447,14.642468446865678,3.646384133026004,0.4368469612672925,0.11951132863759995
FROZEN2,57,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.976781683968195,48.4241703391686,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.172400859333129,10.896534479129157,15.379188429564238,3.980679894797504,0.5744914216920733,0.11943618394434452
FROZEN2,57,1,100,1.0,0,0,1,CPU_EXACT_PASS,12.267725324092051,48.4241703391686,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.104012651948455,12.267725324050263,0.9903812853203542,NA_CANONICAL_KC_NOT_SAVED,4.544445264080518,4.544445264080518,15.140837136656046,3.9839068725705147,0.5695730829611421,0.11956591717898846
FROZEN2,58,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.79174174952911,48.1754853175339,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.07244394962774,10.763258598768447,16.51024908851832,3.8659014012664557,0.42870777659118176,0.11933002714067698
FROZEN2,58,1,100,1.0,0,0,1,CPU_EXACT_PASS,12.631290653063735,48.1754853175339,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,16.67680064457393,12.631290652339194,0.9866941628413137,NA_CANONICAL_KC_NOT_SAVED,4.583606163755117,4.583606163755117,14.94730156287551,3.85387668479234,0.4298661770299077,0.1196828717365861
FROZEN2,59,0,100,0.75,24,0,1,CPU_EXACT_PASS,29.45255705039973,49.29561972260233,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.317561659188113,11.090082211412254,15.516920450143516,3.7377039147540927,0.49593219067901373,0.11929839011281729
FROZEN2,59,1,100,1.0,0,0,1,CPU_EXACT_PASS,12.978242258966814,49.29561972260233,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,16.97389298412937,12.978242258203393,0.987280365375464,NA_CANONICAL_KC_NOT_SAVED,4.772726949455519,4.772726949455519,16.368054566904902,3.74758702237159,0.4928349256515503,0.11953658703714609
FROZEN2,60,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.923733875057906,48.33291984340857,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.277814432863954,11.037085910471285,14.361207724548876,3.606111600063741,0.4291818765923381,0.11932895891368389
FROZEN2,60,1,100,1.0,0,0,1,CPU_EXACT_PASS,12.101176970258859,48.33291984340857,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.085670659508622,12.101176970507026,0.99362709372457,NA_CANONICAL_KC_NOT_SAVED,4.5913808401446286,4.5913808401446286,14.722473887726665,3.607023070566356,0.4292693920433521,0.1196295702829957
I2,51,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.280577673118767,47.353366126030984,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.058085422437554,10.744113896472614,14.617666599340737,3.508563599549234,0.3716871701180935,0.15239745751023293
I2,51,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.170804636797541,47.33150330782806,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,16.764035421129087,11.806550118862598,0.9928665590494616,NA_CANONICAL_KC_NOT_SAVED,4.60453038996161,4.60453038996161,13.979934168979526,3.502005446702242,0.37279936764389277,0.1195533238351345
I2,52,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.463502191988514,47.68095823225143,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.01630147001967,10.688401960197309,14.533973110839725,3.822487981058657,0.4376646960154176,0.11954212561249733
I2,52,1,100,1.0,12,0,1,CPU_EXACT_PASS,11.635854169140877,47.6522676473794,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.350816423884112,11.25953190646512,0.9966739151529792,NA_CANONICAL_KC_NOT_SAVED,4.384161465385641,4.384161465385641,14.95179056469351,3.829646351747215,0.4375078910961747,0.11955844238400459
I2,53,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.90373626778687,48.415901475300046,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.221007119271627,10.961342825705051,14.820675470866263,3.5716300681233406,0.3776710582897067,0.11956877075135708
I2,53,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.66209424201109,48.40265595431318,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.028924189731377,12.33630272283861,0.9886497221007324,NA_CANONICAL_KC_NOT_SAVED,4.732059024959921,4.732059024959921,12.650165474973619,3.5534483762457967,0.3770118374377489,0.11957515310496092
I2,54,0,100,0.75,12,0,1,CPU_EXACT_PASS,29.169230659901512,48.794679207875404,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.27350512374896,11.031340165013106,15.612930591218174,3.727771199308336,0.43110453709959984,0.1195435170084238
I2,54,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.2927538395368,48.76612967690812,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.58724612718912,11.787815078127858,0.9953117366692702,NA_CANONICAL_KC_NOT_SAVED,4.694915967861594,4.694915967861594,19.048722790554166,3.7419392028823495,0.42946136370301247,0.1195501834154129
I2,55,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.907747515930772,48.35603675146162,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.204690399293492,10.93958719924021,19.60756846703589,3.628526274114847,0.37220234982669353,0.11953319050371647
I2,55,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.51899351455074,48.34261866444767,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.09000848833892,12.161797372071668,0.9916500024008732,NA_CANONICAL_KC_NOT_SAVED,4.709575957315305,4.709575957315305,19.46267387829721,3.6214405288919806,0.3731305580586195,0.11953164637088776
I2,56,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.736713832110656,48.23965539784264,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.149625786276262,10.866167714615733,19.797399655915797,3.6450844556093216,0.4373269658535719,0.11960671935230494
I2,56,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.271922813209708,48.22289829539894,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.04147957846274,11.976803055532674,0.9931947234991645,NA_CANONICAL_KC_NOT_SAVED,4.6018877367021185,4.6018877367021185,21.555179095827043,3.6489747622981668,0.43764442671090364,0.11957564111799002
I2,57,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.976368074877072,48.45766465007369,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.172028818430741,10.896038424776672,22.626116887666285,3.986990653909743,0.5746574746444821,0.1195902656763792
I2,57,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.597075545992224,48.43076639193091,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.104704153668646,12.266855689533127,0.9903765895907278,NA_CANONICAL_KC_NOT_SAVED,4.672458867596095,4.672458867596095,22.28782527614385,3.9805750930681825,0.5719575835391879,0.11962655372917652
I2,58,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.790003498553432,48.19651567295828,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.07134919537924,10.761798928776471,22.60911022592336,3.869106087833643,0.4293569605797529,0.11964171938598156
I2,58,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.955989983139148,48.173796119241516,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,16.677520146499774,12.628593116533734,0.9867028833108573,NA_CANONICAL_KC_NOT_SAVED,4.70954743194896,4.70954743194896,23.459852847270668,3.8614017302170396,0.42932226601988077,0.11953974235802889
I2,59,0,100,0.75,12,0,1,CPU_EXACT_PASS,29.445498214902077,49.30409557930483,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.315737929388286,11.08765057240407,24.0111795514822,3.7419809997081757,0.49501450080424547,0.11943705286830664
I2,59,1,100,1.0,12,0,1,CPU_EXACT_PASS,13.309846591947684,49.28572445910027,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,16.97225598396862,12.972484274780571,0.9872902346263307,NA_CANONICAL_KC_NOT_SAVED,4.904012035785587,4.904012035785587,28.899701883085072,3.7501176074147224,0.49356426671147346,0.11950676143169403
I2,60,0,100,0.75,12,0,1,CPU_EXACT_PASS,28.924534017436354,48.36115516627154,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.27875853822196,11.038344717689165,16.506768476217985,3.606024599634111,0.42968536261469126,0.11959681008011103
I2,60,1,100,1.0,12,0,1,CPU_EXACT_PASS,12.48413213856169,48.32344869236469,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.084543422235352,12.102975249575277,0.9936289852382222,NA_CANONICAL_KC_NOT_SAVED,4.7426168501543415,4.7426168501543415,20.12677935976535,3.6088096499443054,0.42985974811017513,0.11955083254724741
FROZEN4,51,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.280577604066156,47.33234655567609,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.058012604281478,10.744016805265419,13.8963672965765,3.5031756572425365,0.37070462480187416,0.15315332170575857
FROZEN4,51,1,100,0.75,0,0,1,CPU_EXACT_PASS,11.806565161006937,47.33234655567609,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,16.7640431622166,11.806565161236302,0.9928659979939969,NA_CANONICAL_KC_NOT_SAVED,3.3489796475997835,4.465306197279004,14.675034191459417,3.50306901242584,0.3724800571799278,0.11954655591398478
FROZEN4,51,2,100,0.75,0,0,1,CPU_EXACT_PASS,5.308371637541003,47.33234655567609,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.71243308081071,5.308371637510307,0.9859393949820686,NA_CANONICAL_KC_NOT_SAVED,1.4738650971319394,1.9651534627271259,14.056809752248228,3.499351088888943,0.37147248070687056,0.11949397902935743
FROZEN4,51,3,100,1.0,0,0,1,CPU_EXACT_PASS,2.643275705867188,47.33234655567609,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.8042497927321692,2.643275705932724,0.9759411446660338,NA_CANONICAL_KC_NOT_SAVED,0.937292295481948,0.937292295481948,14.137195829302073,3.5001257825642824,0.37213789857923985,0.11969133466482162
FROZEN4,52,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.483017855353108,47.71377298942102,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.02204362645714,10.696058168108854,14.681348038837314,3.82068376429379,0.4365227175876498,0.119320266880095
FROZEN4,52,1,100,0.75,0,0,1,CPU_EXACT_PASS,11.267066125937175,47.71377298942102,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.362881321693074,11.267066125562193,0.9966743901312702,NA_CANONICAL_KC_NOT_SAVED,3.1833868482298606,4.244515797179215,14.572134745307267,3.8246892020106316,0.437192396260798,0.11950151808559895
FROZEN4,52,2,100,0.75,0,0,1,CPU_EXACT_PASS,4.647339892760382,47.71377298942102,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.725894842874763,4.647339892702726,0.9935634911839917,NA_CANONICAL_KC_NOT_SAVED,1.3080652096152368,1.7440869466710143,14.662197197787464,3.8297233413904905,0.4352654656395316,0.11945585161447525
FROZEN4,52,3,100,1.0,0,0,1,CPU_EXACT_PASS,2.05438877557719,47.71377298942102,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.669439573174506,2.05438877556746,0.987569373162707,NA_CANONICAL_KC_NOT_SAVED,0.758088270487395,0.758088270487395,14.356115784496069,3.8267215127125382,0.43633610010147095,0.11972718499600887
FROZEN4,53,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.93513290758409,48.449723411562935,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.23060197110476,10.974135961237389,14.11663717776537,3.556035539135337,0.3754355628043413,0.11936884094029665
FROZEN4,53,1,100,0.75,0,0,1,CPU_EXACT_PASS,12.345374803592064,48.449723411562935,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.04881152029527,12.345374803185447,0.9887254958028723,NA_CANONICAL_KC_NOT_SAVED,3.455249874245191,4.606999832085821,13.966819498687983,3.57568221911788,0.3754927758127451,0.11938341241329908
FROZEN4,53,2,100,0.75,0,0,1,CPU_EXACT_PASS,6.059852111202368,48.449723411562935,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.849897993613298,6.05985211185953,0.9614404521082325,NA_CANONICAL_KC_NOT_SAVED,1.5382294078368104,2.05097254363032,13.75311854109168,3.5734429685398936,0.3756373943760991,0.1195512805134058
FROZEN4,53,3,100,1.0,0,0,1,CPU_EXACT_PASS,3.8612038691516664,48.449723411562935,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.865727839604267,3.861203869877655,0.8644910714518326,NA_CANONICAL_KC_NOT_SAVED,0.9852905241170125,0.9852905241170125,14.074150105938315,3.5818232744932175,0.37742437794804573,0.11995300464332104
FROZEN4,54,0,100,0.75,24,0,1,CPU_EXACT_PASS,29.222613849023315,48.878146137012095,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.288850069584052,11.05180009308586,14.162837272509933,3.736563858576119,0.4278750950470567,0.11934236995875835
FROZEN4,54,1,100,0.75,0,0,1,CPU_EXACT_PASS,11.80894020241708,48.878146137012095,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.61949816326724,11.808940202521605,0.9953205580299759,NA_CANONICAL_KC_NOT_SAVED,3.387848652867724,4.517131536416245,14.164691259153187,3.7455635890364647,0.4280957905575633,0.119552381336689
FROZEN4,54,2,100,0.75,0,0,1,CPU_EXACT_PASS,5.0529762997685825,48.878146137012095,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.91912829574474,5.052976299803188,0.990072468442264,NA_CANONICAL_KC_NOT_SAVED,1.465761377308629,1.954348502296669,14.103451433591545,3.740885842591524,0.42801805678755045,0.11936644185334444
FROZEN4,54,3,100,1.0,0,0,1,CPU_EXACT_PASS,2.3767958796571103,48.878146137012095,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.798947264207425,2.3767958796375845,0.9799013225743844,NA_CANONICAL_KC_NOT_SAVED,0.92501647149285,0.92501647149285,14.048987160436809,3.73865120485425,0.4266769867390394,0.1195151200518012
FROZEN4,55,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.98927312660125,48.48378076327906,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.228396738290277,10.97119565177818,15.453133191913366,3.63142500910908,0.3726142467930913,0.11944608576595783
FROZEN4,55,1,100,0.75,0,0,1,CPU_EXACT_PASS,12.193332194500018,48.48378076327906,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.139628108377597,12.193332194972525,0.9916846055241906,NA_CANONICAL_KC_NOT_SAVED,3.4390980512022566,4.585464068408132,18.82749545853585,3.623322739265859,0.37293281964957714,0.1196299521252513
FROZEN4,55,2,100,0.75,0,0,1,CPU_EXACT_PASS,5.611565036881085,48.48378076327906,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.872121224525856,5.6115650373012045,0.981058465905361,NA_CANONICAL_KC_NOT_SAVED,1.5260267351631458,2.0347023141079825,19.853022969327867,3.6200597770512104,0.37262208573520184,0.11950944270938635
FROZEN4,55,3,100,1.0,0,0,1,CPU_EXACT_PASS,2.9568694666940987,48.48378076327906,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.875823384424827,2.956869466624728,0.9609987360823374,NA_CANONICAL_KC_NOT_SAVED,0.9842786955110484,0.9842786955110484,19.923204585909843,3.62645211443305,0.37200797721743584,0.1198842516168952
FROZEN4,56,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.832154880268867,48.36859924993499,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.17789384193179,10.90385845676774,29.116743832826614,3.650182073004544,0.4375743782147765,0.11933306884020567
FROZEN4,56,1,100,0.75,0,0,1,CPU_EXACT_PASS,12.015452598030828,48.36859924993499,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.09826878879021,12.015452598100769,0.9932177581080849,NA_CANONICAL_KC_NOT_SAVED,3.378031832495536,4.504042445138145,29.350656550377607,3.64985135756433,0.43669041618704796,0.1194890309125185
FROZEN4,56,2,100,0.75,0,0,1,CPU_EXACT_PASS,5.400293581473583,48.36859924993499,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.849011606230019,5.4002935817049575,0.984986396228817,NA_CANONICAL_KC_NOT_SAVED,1.4680719306732248,1.9574292409735743,15.218866577371955,3.6535755395889282,0.4373197453096509,0.11991994827985764
FROZEN4,56,3,100,1.0,0,0,1,CPU_EXACT_PASS,2.727549014153498,48.36859924993499,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.8459627303010695,2.727549014180887,0.9702350352686958,NA_CANONICAL_KC_NOT_SAVED,0.9255019988469136,0.9255019988469136,14.329323447309434,3.6490675397217274,0.4369350550696254,0.11971315741539001
FROZEN4,57,0,100,0.75,24,0,1,CPU_EXACT_PASS,29.08316703809467,48.60632512747065,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.202345147816619,10.93646019662646,15.433561399579048,3.9784433944150805,0.5724291130900383,0.11947482079267502
FROZEN4,57,1,100,0.75,0,0,1,CPU_EXACT_PASS,12.30837072291627,48.60632512747065,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.169929425275445,12.308370723001708,0.9904168961167812,NA_CANONICAL_KC_NOT_SAVED,3.420370047753459,4.560493396767423,15.89660529140383,3.9770665941759944,0.5697625055909157,0.11959909088909626
FROZEN4,57,2,100,0.75,0,0,1,CPU_EXACT_PASS,5.7811639519018065,48.60632512747065,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.878804719352497,5.7811639515704085,0.976722481622061,NA_CANONICAL_KC_NOT_SAVED,1.5270780354173048,2.036104047155744,15.416776494123042,3.989720773883164,0.5697310790419579,0.11954581271857023
FROZEN4,57,3,100,1.0,0,0,1,CPU_EXACT_PASS,3.1649207294515977,48.60632512747065,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.8832316374793905,3.1649207297494946,0.9514438053769342,NA_CANONICAL_KC_NOT_SAVED,1.014149849404109,1.014149849404109,15.330815787427127,3.9762407559901476,0.5731579279527068,0.11978598590940237
FROZEN4,58,0,100,0.75,24,0,1,CPU_EXACT_PASS,28.93669277140388,48.41106348735603,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.1091270575326,10.81216940989842,14.891005826182663,3.8544103391468525,0.4293917063623667,0.1193651994690299
FROZEN4,58,1,100,0.75,0,0,1,CPU_EXACT_PASS,12.706425506365049,48.41106348735603,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,16.754050897872435,12.706425506232335,0.9865549684600098,NA_CANONICAL_KC_NOT_SAVED,3.454633108138332,4.606177477786245,18.649474607780576,3.8466221364215016,0.42777945194393396,0.11955289077013731
FROZEN4,58,2,100,0.75,0,0,1,CPU_EXACT_PASS,6.299733156939832,48.41106348735603,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,6.839743068585666,6.2997331576025895,0.9696884437605804,NA_CANONICAL_KC_NOT_SAVED,1.6018197138909736,2.135759618476888,14.96000458393246,3.86814864911139,0.4301896085962653,0.11975306272506714
FROZEN4,58,3,100,1.0,0,0,1,CPU_EXACT_PASS,3.627073357683216,48.41106348735603,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,2.9612726979623707,3.6270733574502385,0.9461185111502282,NA_CANONICAL_KC_NOT_SAVED,1.1210856605499908,1.1210856605499908,18.191819393076003,3.8597241854295135,0.42556376475840807,0.11986108962446451
FROZEN4,59,0,100,0.75,24,0,1,CPU_EXACT_PASS,29.643927945702778,49.625405070653194,NA_FIRST_CHUNK_NO_PRIOR_WRITE,NA,NA,NA,NA_CANONICAL_KC_NOT_SAVED,8.374546571297223,11.166062095528732,14.90771014150232,3.7348481230437756,0.4912059726193547,0.11940199043601751
FROZEN4,59,1,100,0.75,0,0,1,CPU_EXACT_PASS,13.08138993176559,49.625405070653194,NEXT_CHUNK_CURRENT_Y_AFTER_PREVIOUS_WRITE_SAME_BATCH,17.07042396625686,13.08138993230075,0.9871256185606605,NA_CANONICAL_KC_NOT_SAVED,3.611531171000137,4.815374894183275,14.68455955106765,3.752194469794631,0.4931841501966119,0.11949971877038479
