policy,batch,chunk,request_index,u_norm,Z_norm,u_chunk_displacement_norm,Z_chunk_displacement_norm,stored_aj_minus_a0_norm,aj_scope,adam_m_norm,adam_v_norm,adam_t,clamp_max_norm,cumulative_clamp_hits,zero_step,early_stop,current_residual_norm
FROZEN2,51,0,0,2.357575219716351,3.8901248492568214,2.357575219716351,2.3575752235280856,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.6327590618082314,0.1277240650118908,24,2.3575751781463623,24,False,False,2.3575753883627106
FROZEN2,51,0,1,3.325363460506634,5.5940996069054405,3.325363460506634,3.3253634597646187,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.14774523558025004,0.0096432917275248,24,3.3253633975982666,24,False,False,3.3253636365020056
FROZEN2,51,0,2,3.6502172071035934,5.996696755914614,3.6502172071035934,3.650217208439534,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.2730941707969127,0.025851743577306414,24,3.650217056274414,24,False,False,3.650217356448793
FROZEN2,51,0,3,2.524592724703761,4.224298425529598,2.524592724703761,2.5245927238448083,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.17056447097481786,0.011446659855597443,24,2.524592638015747,24,False,False,2.5245923683841105
FROZEN2,51,0,4,3.1122413456378712,5.239599720593041,3.1122413456378712,3.1122413429516063,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.31361932229429196,0.03731444782340532,24,3.112241506576538,24,False,False,3.1122417239758198
FROZEN2,51,0,5,2.8231721251051924,4.706972999727257,2.8231721251051924,2.8231721239329923,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.30335052747453767,0.03611661794782392,24,2.823172092437744,24,False,False,2.8231720544553904
FROZEN2,51,0,6,3.8430856279757095,6.378601790456402,3.8430856279757095,3.8430856275824627,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.2435518589162309,0.021050646015490344,24,3.843085765838623,24,False,False,3.843086183100678
FROZEN2,51,0,7,2.5294513650135957,4.330576695601551,2.5294513650135957,2.5294513658408837,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.44894333373642825,0.06564083701278926,24,2.529451370239258,24,False,False,2.529451338876339
FROZEN2,51,0,8,2.8890304168245384,4.846491138411825,2.8890304168245384,2.889030415951604,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.3781445587976095,0.0559552200092371,24,2.8890304565429688,24,False,False,2.889030482818756
FROZEN2,51,0,9,2.6170737073217514,4.413075878762017,2.6170737073217514,2.6170737055517668,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.4988678719466309,0.08602294980778594,24,2.6170737743377686,24,False,False,2.6170735236543643
FROZEN2,51,0,10,2.437966261155819,4.063288349190585,2.437966261155819,2.437966259278412,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.4218055983427014,0.06399237896696994,24,2.4379663467407227,24,False,False,2.4379666173416172
FROZEN2,51,0,11,3.071772046647469,5.230853702909379,3.071772046647469,3.071772047428671,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.3330809952043291,0.03306397102591491,24,3.0717720985412598,24,False,False,3.071772485903939
FROZEN2,51,0,12,2.3162848086700296,3.8006314777437553,2.3162848086700296,2.316284809057321,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.2940077059021176,0.027770459193591755,24,2.3162848949432373,24,False,False,2.316285006948179
FROZEN2,51,0,13,2.680837937230093,4.512878890935347,2.680837937230093,2.68083793883269,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.3936557013703347,0.054799344835976156,24,2.680837869644165,24,False,False,2.680838173761966
FROZEN2,51,0,14,3.357613539296837,5.536595086277168,3.357613539296837,3.3576135389514508,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.37928163481311933,0.04473696783088804,24,3.3576135635375977,24,False,False,3.3576139235779627
FROZEN2,51,0,15,3.0438527430786886,5.042236817233564,3.0438527430786886,3.0438527451787785,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.28121527110859623,0.01991717563989655,24,3.0438528060913086,24,False,False,3.04385305795523
FROZEN2,51,0,16,3.0834676602093785,5.085612867475051,3.0834676602093785,3.0834676597679658,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.44099326921464044,0.06506490062139098,24,3.083467483520508,24,False,False,3.083467896004072
FROZEN2,51,0,17,2.8113017561140996,4.705447634418396,2.8113017561140996,2.81130175584095,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.13471869842455161,0.008761395236226774,24,2.8113017082214355,24,False,False,2.811302024608982
FROZEN2,51,0,18,3.4672943972551296,5.692105937535558,3.4672943972551296,3.4672943986676206,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.082571566374518,0.003354406352843897,24,3.467294454574585,24,False,False,3.467294534217877
FROZEN2,51,0,19,2.1752362550438042,3.612802210696247,2.1752362550438042,2.1752362539153767,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.22775130614019617,0.017911592966035547,24,2.175236225128174,24,False,False,2.175236399461052
FROZEN2,51,0,20,3.443027520584104,5.847085635334082,3.443027520584104,3.443027524714551,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.401505526441986,0.0449294043380174,24,3.4430274963378906,24,False,False,3.4430273966156304
FROZEN2,51,0,21,2.4080653486809243,4.0825436560810875,2.4080653486809243,2.4080653473159463,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.6508331798853589,0.1239751057875763,24,2.4080653190612793,24,False,False,2.4080652183662465
FROZEN2,51,0,22,3.346532053933219,5.498533703834728,3.346532053933219,3.3465320511267347,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.18766241850779886,0.015403275658419556,24,3.346532106399536,24,False,False,3.3465318527269816
FROZEN2,51,0,23,2.380588495431132,4.043639903621569,2.380588495431132,2.3805884978474645,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.378388371514783,0.04975649334916992,24,2.3805885314941406,24,False,False,2.3805891259682395
FROZEN2,51,0,24,2.6017323411159587,4.404765453091537,2.6017323411159587,2.6017323452091774,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.11515481969274248,0.007125625850948334,24,2.6017322540283203,24,False,False,2.6017328147654433
FROZEN2,51,0,25,2.6063313395399215,4.394513260337672,2.6063313395399215,2.6063313420684775,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.2323629448218027,0.019971204746362103,24,2.6063313484191895,24,False,False,2.606330943814039
FROZEN2,51,0,26,3.216203278822973,5.416365399907824,3.216203278822973,3.2162032807669494,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.2602286984873314,0.021573374033070154,24,3.216203212738037,24,False,False,3.2162030687967706
FROZEN2,51,0,27,2.3014269223111827,3.788493405263789,2.3014269223111827,2.3014269191365453,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.6013342416859205,0.13313950569414745,24,2.301426887512207,24,False,False,2.301426932769215
FROZEN2,51,0,28,2.4244852377813237,4.053868324714942,2.4244852377813237,2.42448523460782,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.5414353151708113,0.1116888715325981,24,2.424485206604004,24,False,False,2.42448558281102
FROZEN2,51,0,29,2.436782377283879,4.023122846955713,2.436782377283879,2.436782377448461,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.4106671551923729,0.05694318809039029,24,2.4367823600769043,24,False,False,2.4367823598669753
FROZEN2,51,0,30,2.886312605125889,4.858358852013294,2.886312605125889,2.8863126034051176,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.2031069352491306,0.016073414380023,24,2.88631272315979,24,False,False,2.8863129063567508
FROZEN2,51,0,31,2.3111394925465314,3.831082473100711,2.3111394925465314,2.3111394935988994,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.7911809038937812,0.22948683551693735,24,2.3111395835876465,24,False,False,2.311139271369299
FROZEN2,51,0,32,3.4472865260177805,5.783088695430387,3.4472865260177805,3.4472865248199835,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.09369028781446999,0.0036256389713278884,24,3.447286605834961,24,False,False,3.447286336318258
FROZEN2,51,0,33,3.054947776021639,5.071723725061234,3.054947776021639,3.0549477730708476,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.7686840736764202,0.19648037369396926,24,3.054947853088379,24,False,False,3.0549480587800626
FROZEN2,51,0,34,2.2961737582909874,3.8594992002024973,2.2961737582909874,2.296173758450017,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.5197343917918542,0.09133707618224678,24,2.2961738109588623,24,False,False,2.2961733681172225
FROZEN2,51,0,35,2.8379365253836037,4.790525314196379,2.8379365253836037,2.8379365253295554,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.2825630863727032,0.03208921389847772,24,2.8379366397857666,24,False,False,2.8379366171900475
FROZEN2,51,0,36,2.2861376715439214,3.831100673297309,2.2861376715439214,2.2861376703290803,0.0,CURRENT_CHUNK_UNHOOKED_ANCHOR,0.29217549074952354,0.03712047952614153,24,2.286137580871582,24,False,False,2.2861372575232566
