cell,arm,batch,cohort,request_sha256,metric,value,origin_zero
LM,ORBFH,5,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,3.3598108450667956,False
LM,ORBFH,5,4,1bb622c7c6612bdf2202db5f982ce1f40ed2910f9cd1fe2de0762fc61a4a3e75,distance_from_own_immediate_activation,1.6371260255979527,False
LM,ORBFH,5,5,589538be01a86310c56851a8bc919cd5960a401251a24f1727344c0e836aebfc,q_after,0.39014034427950817,False
LM,ORBFH,5,5,03978d9bb51185bc5bc0fd0557f8a1e3e1b1519b898e458631b2f74f5e5e21ca,q_after,0.38572886618424967,False
LM,ORBFH,5,5,5b84c1c1bac6d9c9495e0d2d313d0b616314a82781835eeed7f9f22473bf6d62,distance_from_own_immediate_activation,0,False
LM,ORBFH,5,5,e5ad6f2d686323a16d0fded4072da1dc7728d193c1789d134033681e537b2e49,distance_from_own_immediate_activation,0,False
LM,ORBFH,6,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,1.5977718622180255,False
LM,ORBFH,6,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,1.4228792112128823,False
LM,ORBFH,6,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,7.0649214612847144,False
LM,ORBFH,6,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,distance_from_own_immediate_activation,6.8649897695672273,False
LM,ORBFH,6,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,q_after,1.0360752623794907,False
LM,ORBFH,6,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,1.0179329374222097,False
LM,ORBFH,6,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,5.2973291051052067,False
LM,ORBFH,6,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,distance_from_own_immediate_activation,5.2092260300928439,False
LM,ORBFH,6,3,d4b109253c320baa212c079a8c8508e2df92d46eb2c28bdae70970323223535d,q_after,0.92843793493998894,False
LM,ORBFH,6,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,q_after,0.83816067803719041,False
LM,ORBFH,6,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,4.4381265360312279,False
LM,ORBFH,6,3,08f5ce1ca163e3700d35c52504edd1232b0d6163bc1036179983f164adde009f,distance_from_own_immediate_activation,4.0433195681604559,False
LM,ORBFH,6,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,1.0237863871798427,False
LM,ORBFH,6,4,37c496524a48bc9ade27fc86e530315fb497fe1255b2c24a25574d8daa71f1d6,q_after,0.60042771770081005,False
LM,ORBFH,6,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,4.9429116310096415,False
LM,ORBFH,6,4,eed7d047ce6f0c878b419c49f87b730fe8c31d5345eeacbf4c435618af30daf4,distance_from_own_immediate_activation,3.0317718759916907,False
LM,ORBFH,6,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,0.67528428695651521,False
LM,ORBFH,6,5,5dac8ca8c59a3d30b0a15bd05363300d81e3dd3f281de5f84d7b9873ebfc1d59,q_after,0.46208320877268866,False
LM,ORBFH,6,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,3.3746629048243584,False
LM,ORBFH,6,5,1e543ed765fee8f608339c37d36495fae6ddef24d15b7cfc2f9d11ed21987777,distance_from_own_immediate_activation,2.1238262973111075,False
LM,ORBFH,6,6,c830fdf05aa4ac2e0454d3330af591d266ad2745ce401e206462606b6030536b,q_after,0.38328309289318929,False
LM,ORBFH,6,6,ea4fa73dfc707f64dadf716c32883a8af3224b7f0982e7dbd4c692dcafc3be5d,q_after,0.38000638175723495,False
LM,ORBFH,6,6,8a9041037dbc17f886486516e3c6a025512c6bdc9ebc902afd1b7b83a6f28b04,distance_from_own_immediate_activation,0,False
LM,ORBFH,6,6,1cfe090c9861932226bef865ff03923d860fb91023a5ebe93c3bab1a657257cb,distance_from_own_immediate_activation,0,False
LM,ORBFH,7,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,1.8446018597512139,False
LM,ORBFH,7,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,1.7466543870765021,False
LM,ORBFH,7,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,8.6824720141266365,False
LM,ORBFH,7,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,distance_from_own_immediate_activation,7.9637925708637445,False
LM,ORBFH,7,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,1.3038772349082266,False
LM,ORBFH,7,2,2bddd727c25564a726ac348f51d1ffda823ae39fb216cf89569a73cae07059f5,q_after,1.237338202268196,False
LM,ORBFH,7,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,6.852857652369754,False
LM,ORBFH,7,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,distance_from_own_immediate_activation,6.2414934044221733,False
LM,ORBFH,7,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,q_after,1.0593889830284979,False
LM,ORBFH,7,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,1.0301530086892641,False
LM,ORBFH,7,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,5.6952598793968878,False
LM,ORBFH,7,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,5.2064717243095053,False
LM,ORBFH,7,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,1.1354760899585998,False
LM,ORBFH,7,4,93600b87de421b460a9874df15d8a1640aa2239822d1cf04c23d562b75418fd0,q_after,0.78575485799617217,False
LM,ORBFH,7,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,5.6030953050196883,False
LM,ORBFH,7,4,eed7d047ce6f0c878b419c49f87b730fe8c31d5345eeacbf4c435618af30daf4,distance_from_own_immediate_activation,4.5046522157034312,False
LM,ORBFH,7,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,0.83518585070511886,False
LM,ORBFH,7,5,26709c0d9305daa30f843840e91d69d54c1aeacf2753d7fc0473ffab3ea0d0f8,q_after,0.57594793311407899,False
LM,ORBFH,7,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,4.3415057539509387,False
LM,ORBFH,7,5,93d40e82bf7c4211b1bf6fdc4daf25656c1eb63dbd33b9d7b701096a62b386b0,distance_from_own_immediate_activation,3.0909075825311576,False
LM,ORBFH,7,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,0.64312646839733179,False
LM,ORBFH,7,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,q_after,0.62282940332516723,False
LM,ORBFH,7,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,distance_from_own_immediate_activation,3.3575228427343662,False
LM,ORBFH,7,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,distance_from_own_immediate_activation,2.8804435657519054,False
LM,ORBFH,7,7,1f991863bb58b0295ff9095ac7874a28d0c4f749c974fd226977d422b3608207,q_after,0.36439541822208366,False
LM,ORBFH,7,7,39df5e219a58a86d2c8e60c596fe6fdfa636778b1a6339691dc1a4e68695a3c1,q_after,0.34901462236961361,False
LM,ORBFH,7,7,d82b4b74485c4ef9b4b12f1c2fabad4c0109165ed4e5d7f934133ea726a65ae9,distance_from_own_immediate_activation,0,False
LM,ORBFH,7,7,f6676ed348d4d873923c058111d2f76ed59e8b3bffd08a972593e7195e1501db,distance_from_own_immediate_activation,0,False
LM,ORBFH,8,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,2.3679109334528516,False
LM,ORBFH,8,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,2.1126240440104507,False
LM,ORBFH,8,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,10.511044928657842,False
LM,ORBFH,8,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,distance_from_own_immediate_activation,10.280708359705249,False
LM,ORBFH,8,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,1.6235234061826103,False
LM,ORBFH,8,2,2bddd727c25564a726ac348f51d1ffda823ae39fb216cf89569a73cae07059f5,q_after,1.5814134834314173,False
LM,ORBFH,8,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,8.5419026145557524,False
LM,ORBFH,8,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,distance_from_own_immediate_activation,7.7792809227912878,False
LM,ORBFH,8,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,1.3894803274729806,False
LM,ORBFH,8,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,q_after,1.3771483501443371,False
LM,ORBFH,8,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,7.4439702947268387,False
LM,ORBFH,8,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,7.0584501797801789,False
LM,ORBFH,8,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,1.4944530262277034,False
LM,ORBFH,8,4,93600b87de421b460a9874df15d8a1640aa2239822d1cf04c23d562b75418fd0,q_after,1.0578005547025899,False
LM,ORBFH,8,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,7.5608830749336411,False
LM,ORBFH,8,4,eed7d047ce6f0c878b419c49f87b730fe8c31d5345eeacbf4c435618af30daf4,distance_from_own_immediate_activation,6.2805757222644258,False
LM,ORBFH,8,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,1.3528410020985522,False
LM,ORBFH,8,5,26709c0d9305daa30f843840e91d69d54c1aeacf2753d7fc0473ffab3ea0d0f8,q_after,0.8585869006799689,False
LM,ORBFH,8,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,7.1408746448239482,False
LM,ORBFH,8,5,93d40e82bf7c4211b1bf6fdc4daf25656c1eb63dbd33b9d7b701096a62b386b0,distance_from_own_immediate_activation,4.8107310492345077,False
LM,ORBFH,8,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,1.1937457141258103,False
LM,ORBFH,8,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,q_after,1.1520710509181036,False
LM,ORBFH,8,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,distance_from_own_immediate_activation,7.1906210604554568,False
LM,ORBFH,8,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,distance_from_own_immediate_activation,6.2171772616575423,False
LM,ORBFH,8,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,q_after,0.79556536977602499,False
LM,ORBFH,8,7,f4e0075f78eae9b70b7c7764bfa12465bad9e5a94db01ea7d61a5963665213ce,q_after,0.61177932627643239,False
LM,ORBFH,8,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,distance_from_own_immediate_activation,5.6143341947520273,False
LM,ORBFH,8,7,f4e0075f78eae9b70b7c7764bfa12465bad9e5a94db01ea7d61a5963665213ce,distance_from_own_immediate_activation,3.6015410919352635,False
LM,ORBFH,8,8,af66ed3714a102e1ed4481ef7fb5d422bfb3471808413ad77b3edb92f8d9a40d,q_after,0.33202416494508502,False
LM,ORBFH,8,8,14dbbab0e85cb733c55c1f6621a15e8e6b33644b9807182539515c25d8f2233b,q_after,0.33177024326981219,False
LM,ORBFH,8,8,f30078d6d8f44bf7dc4c8052ae871614b00ba8bb789b67892dbf178a85412fe1,distance_from_own_immediate_activation,0,False
LM,ORBFH,8,8,c9f8952620ae02f32df759f1d9dd4e4dd404b9459172fb5c7f3185720ee9cef5,distance_from_own_immediate_activation,0,False
LM,ORBFH,9,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,2.3679107868551816,False
LM,ORBFH,9,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,2.1126247453215918,False
LM,ORBFH,9,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,10.511048439526791,False
LM,ORBFH,9,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,distance_from_own_immediate_activation,10.280707761446747,False
LM,ORBFH,9,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,1.6235241543621657,False
LM,ORBFH,9,2,2bddd727c25564a726ac348f51d1ffda823ae39fb216cf89569a73cae07059f5,q_after,1.5814152900256024,False
LM,ORBFH,9,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,8.5419064829090683,False
LM,ORBFH,9,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,distance_from_own_immediate_activation,7.7792887952080365,False
LM,ORBFH,9,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,1.3894819464464279,False
LM,ORBFH,9,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,q_after,1.3771492392033693,False
LM,ORBFH,9,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,7.4439753134789415,False
LM,ORBFH,9,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,7.0584584069976213,False
LM,ORBFH,9,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,1.4944531054857104,False
LM,ORBFH,9,4,93600b87de421b460a9874df15d8a1640aa2239822d1cf04c23d562b75418fd0,q_after,1.0578016216368749,False
LM,ORBFH,9,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,7.5608835975312347,False
LM,ORBFH,9,4,eed7d047ce6f0c878b419c49f87b730fe8c31d5345eeacbf4c435618af30daf4,distance_from_own_immediate_activation,6.2805785533036094,False
LM,ORBFH,9,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,1.3528413093386173,False
LM,ORBFH,9,5,26709c0d9305daa30f843840e91d69d54c1aeacf2753d7fc0473ffab3ea0d0f8,q_after,0.8585876606858367,False
LM,ORBFH,9,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,7.1408763451241883,False
LM,ORBFH,9,5,93d40e82bf7c4211b1bf6fdc4daf25656c1eb63dbd33b9d7b701096a62b386b0,distance_from_own_immediate_activation,4.8107337887731738,False
LM,ORBFH,9,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,1.1937457980635369,False
LM,ORBFH,9,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,q_after,1.1520709820172588,False
LM,ORBFH,9,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,distance_from_own_immediate_activation,7.190620811448027,False
LM,ORBFH,9,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,distance_from_own_immediate_activation,6.2171778531149062,False
LM,ORBFH,9,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,q_after,0.79556534194655237,False
LM,ORBFH,9,7,f4e0075f78eae9b70b7c7764bfa12465bad9e5a94db01ea7d61a5963665213ce,q_after,0.61177921523294398,False
LM,ORBFH,9,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,distance_from_own_immediate_activation,5.6143340789216882,False
LM,ORBFH,9,7,f4e0075f78eae9b70b7c7764bfa12465bad9e5a94db01ea7d61a5963665213ce,distance_from_own_immediate_activation,3.6015410695622654,False
LM,ORBFH,9,8,af66ed3714a102e1ed4481ef7fb5d422bfb3471808413ad77b3edb92f8d9a40d,q_after,0.33202405055817635,False
LM,ORBFH,9,8,14dbbab0e85cb733c55c1f6621a15e8e6b33644b9807182539515c25d8f2233b,q_after,0.3317704778030206,False
LM,ORBFH,9,8,c9f8952620ae02f32df759f1d9dd4e4dd404b9459172fb5c7f3185720ee9cef5,distance_from_own_immediate_activation,3.6190982218028643e-05,False
LM,ORBFH,9,8,3439c8e1ba0d74fe89e542d97d1c65f30e14af6c79df43abe1e88fee2261810c,distance_from_own_immediate_activation,1.9280758667509015e-05,False
LM,ORBFH,9,9,c8759136267f7e6af3367ae9d6b1891b5f2533ffe01bc2ffb0d0de1cb8e9085e,q_after,0.99999698614168853,False
LM,ORBFH,9,9,e29de53513911a0a608790b663bc01be302b70ae5e7f8becbcffec76fa2b0d92,q_after,0.99999685205227185,False
LM,ORBFH,9,9,194178db5ac524e6c7517cc57e2e3431cff936ec930778a4b17ef981c4514f7f,distance_from_own_immediate_activation,0,False
LM,ORBFH,9,9,31d57823193fde3c88a529a47704ed415975d35c2ef62ca633ff76987bd7b939,distance_from_own_immediate_activation,0,False
LM,ORBFH,10,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,2.6419400503753829,False
LM,ORBFH,10,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,2.4553329337258702,False
LM,ORBFH,10,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,13.143626569569854,False
LM,ORBFH,10,1,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,distance_from_own_immediate_activation,11.407084357964424,False
LM,ORBFH,10,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,2.0909601338726125,False
LM,ORBFH,10,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,q_after,2.0469116971885444,False
LM,ORBFH,10,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,11.042702505041211,False
LM,ORBFH,10,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,distance_from_own_immediate_activation,10.395167561899262,False
LM,ORBFH,10,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,1.9460883379038842,False
LM,ORBFH,10,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,q_after,1.8414048525532156,False
LM,ORBFH,10,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,9.9823334832176336,False
LM,ORBFH,10,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,9.871076867930352,False
LM,ORBFH,10,4,5abd3eacc2d9d05cc7ca87403cf11e70f930a513e505a3fdd178946f2b51a3f2,q_after,1.6158846552418895,False
LM,ORBFH,10,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,1.5193843399117546,False
LM,ORBFH,10,4,eed7d047ce6f0c878b419c49f87b730fe8c31d5345eeacbf4c435618af30daf4,distance_from_own_immediate_activation,8.6683780825074876,False
LM,ORBFH,10,4,5f53c1f3ef70e715997cf8c292350e788a50dc66cb5481b91ca73c634e185290,distance_from_own_immediate_activation,8.3868476335426987,False
LM,ORBFH,10,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,1.3801108395321215,False
LM,ORBFH,10,5,93d40e82bf7c4211b1bf6fdc4daf25656c1eb63dbd33b9d7b701096a62b386b0,q_after,1.287573277355706,False
LM,ORBFH,10,5,93d40e82bf7c4211b1bf6fdc4daf25656c1eb63dbd33b9d7b701096a62b386b0,distance_from_own_immediate_activation,7.5729937456298835,False
LM,ORBFH,10,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,7.3123871488897478,False
LM,ORBFH,10,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,1.2315516640161852,False
LM,ORBFH,10,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,q_after,1.1786640193999653,False
LM,ORBFH,10,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,distance_from_own_immediate_activation,7.4003637926013566,False
LM,ORBFH,10,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,distance_from_own_immediate_activation,6.4655473379975597,False
LM,ORBFH,10,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,q_after,0.84406268015728525,False
LM,ORBFH,10,7,12eba25f6d34cb692fdc2814121075167a0d50bcc53fa7da85ab4a2b38fa4731,q_after,0.75364768451867403,False
LM,ORBFH,10,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,distance_from_own_immediate_activation,5.9914396394260825,False
LM,ORBFH,10,7,b665c32ee7e24c22073a0a71b668c7f329575fb3a681b608e27f707739554ee4,distance_from_own_immediate_activation,5.1364807071502181,False
LM,ORBFH,10,8,9184167df01e188bc50b20aa3d37e7cbe0867b72c098debaefb5fab02ac36d6c,q_after,0.48700475798176635,False
LM,ORBFH,10,8,c95ddfad34fb4fbee7009ffdfb786ccd140107d3c82e6d0c2b9a77e743cd29bd,q_after,0.46140880347935409,False
LM,ORBFH,10,8,9184167df01e188bc50b20aa3d37e7cbe0867b72c098debaefb5fab02ac36d6c,distance_from_own_immediate_activation,3.7179767716547762,False
LM,ORBFH,10,8,cc5d2256d22c771ad4e6e019a0d5840572b27706f7aa2db9725fad6dee83ab25,distance_from_own_immediate_activation,3.1044821373732057,False
LM,ORBFH,10,9,34f0b1d3b996b166f46034d14c1f680b2bbe466223c79c8bfc58fdbe72b74cf9,q_after,49196.276768340751,False
LM,ORBFH,10,9,e7fef22c6caa23fa3b677a0b54a10f4feea31664c1a506944abcb6698f17b9c0,q_after,1.1221931300183843,False
LM,ORBFH,10,9,e72a3697074a75e0ce3469b763eaedfc7d28cf62bc993b2c901c87fe808ee52d,distance_from_own_immediate_activation,3.7053785708809612,False
LM,ORBFH,10,9,3667bf449c5e7ea7f2b64bc92e814317146c552dd0cb04da912354dc441b1937,distance_from_own_immediate_activation,3.6945213455776136,False
LM,ORBFH,10,10,533a825d82a29fa7292590b905b923b441c683ed86a219d04fc4019037146c5a,q_after,0.37613439177781743,False
LM,ORBFH,10,10,068a195ae8d0a3100e99a0cc1d80c402a484c940b1a7d9dc59d0de151d585ee5,q_after,0.35733901545301755,False
LM,ORBFH,10,10,498726f516ca2b5b6c3abb41abe5aabe486467b0175f90d10eb394571795ce5a,distance_from_own_immediate_activation,0,False
LM,ORBFH,10,10,9894445f110df76e317bb1ab36bffa15c2e90d4335205e958131010a783cf63d,distance_from_own_immediate_activation,0,False
LM,JAC,1,1,cb7c55a4e2dd79332d59c67a80558cdd018be66887291ba61bda4f4cd96f0c0d,q_after,0.48086341958729079,False
LM,JAC,1,1,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,q_after,0.46950387509920211,False
LM,JAC,1,1,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,distance_from_own_immediate_activation,0,False
LM,JAC,1,1,6abbaf2496b409f11036390da3b47c9272a243b8a164ca3d9f9a65fafbec985d,distance_from_own_immediate_activation,0,False
LM,JAC,2,1,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,q_after,0.55401232585620508,False
LM,JAC,2,1,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,q_after,0.53925569645711002,False
LM,JAC,2,1,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,distance_from_own_immediate_activation,2.4628475227923592,False
LM,JAC,2,1,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,distance_from_own_immediate_activation,2.3032676172888498,False
LM,JAC,2,2,d8d352d25aea997ddcc87eb32a33e036523df16bad570e7d6fd11321ceb983a8,q_after,0.45981932291785699,False
LM,JAC,2,2,0bd2026793f0bdd3dfddcb3a86a61c5ef3c5be75d9b27d7f82d467e67e81a002,q_after,0.44911058447670832,False
LM,JAC,2,2,f742e3b08cc43666fd7f6e3f269849a7e50f2847ec2b4e38de638a9da8e99747,distance_from_own_immediate_activation,0,False
LM,JAC,2,2,c00ba5c00aeed6290e334d4cd5abd3b223eb0b0d3fe00c61dd63a733904b0504,distance_from_own_immediate_activation,0,False
LM,JAC,3,1,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,q_after,0.84625418756293724,False
LM,JAC,3,1,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670,q_after,0.79715716883026466,False
LM,JAC,3,1,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,distance_from_own_immediate_activation,4.0281506250211443,False
LM,JAC,3,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,3.2794225965452317,False
LM,JAC,3,2,b0c20d38500ad4521ae3e47157046f338c94e17b778deacf80e250509b34bcc9,q_after,0.51081229149591478,False
LM,JAC,3,2,3f70e23daea047bcfed877ba67079e2053829b1ba923cc930c0af6ea5139c1e3,q_after,0.50462523550696403,False
LM,JAC,3,2,b0c20d38500ad4521ae3e47157046f338c94e17b778deacf80e250509b34bcc9,distance_from_own_immediate_activation,2.4928424442957113,False
LM,JAC,3,2,98ae105e841eaf92fb0f91823d4b3f0a71f11808ee0acc1d5216a42145817cd2,distance_from_own_immediate_activation,2.0573441071817644,False
