cell,arm,batch,action_geometry_status,actual_reduction,actual_transition_norm_mean,applied_update_frobenius,applied_update_frobenius_squared,build_identity,built_state_version,coefficient_u,command_norm_mean,command_reference_state_version,direction_frobenius,direction_frobenius_squared,discretization_defect,entry_sublevel_violation,euler_alpha,factor_rank,g,keys_sha256,layer,model_error_norm_mean,native_creg_action_status,potential_after,potential_before,predicted_reduction,predicted_transition_norm_mean,r,realization_error_norm_mean,residual_denominator,residual_norm_mean_after,residual_norm_mean_before,residual_sha256,resolution_stable_path_increment_frobenius_squared,response_norm_mean,resulting_state_version,semantic_all_strict,semantic_event_count,semantic_request_count,semantic_request_strict_count,semantic_strict_event_count,semantic_tie_count,solver_identity,sweep,virtual_state_identity_sha256,visit_ordinal,writer_command_norm_mean,per_request_D_R0_n,per_request_D_R0_mean,per_request_D_R0_median,per_request_D_R0_q25,per_request_D_R0_q75,per_request_D_R0_p90,per_request_D_R0_max,per_request_D_model_R0_n,per_request_D_model_R0_mean,per_request_D_model_R0_median,per_request_D_model_R0_q25,per_request_D_model_R0_q75,per_request_D_model_R0_p90,per_request_D_model_R0_max,per_request_actual_potential_change_n,per_request_actual_potential_change_mean,per_request_actual_potential_change_median,per_request_actual_potential_change_q25,per_request_actual_potential_change_q75,per_request_actual_potential_change_p90,per_request_actual_potential_change_max,per_request_actual_potential_worsened_n,per_request_actual_potential_worsened_mean,per_request_actual_potential_worsened_median,per_request_actual_potential_worsened_q25,per_request_actual_potential_worsened_q75,per_request_actual_potential_worsened_p90,per_request_actual_potential_worsened_max,per_request_g_n,per_request_g_mean,per_request_g_median,per_request_g_q25,per_request_g_q75,per_request_g_p90,per_request_g_max,per_request_q_res_n,per_request_q_res_mean,per_request_q_res_median,per_request_q_res_q25,per_request_q_res_q75,per_request_q_res_p90,per_request_q_res_max,per_request_r_n,per_request_r_mean,per_request_r_median,per_request_r_q25,per_request_r_q75,per_request_r_p90,per_request_r_max,per_request_response_orthogonal_R0_squared_n,per_request_response_orthogonal_R0_squared_mean,per_request_response_orthogonal_R0_squared_median,per_request_response_orthogonal_R0_squared_q25,per_request_response_orthogonal_R0_squared_q75,per_request_response_orthogonal_R0_squared_p90,per_request_response_orthogonal_R0_squared_max,per_request_writer_command_R0_squared_n,per_request_writer_command_R0_squared_mean,per_request_writer_command_R0_squared_median,per_request_writer_command_R0_squared_q25,per_request_writer_command_R0_squared_q75,per_request_writer_command_R0_squared_p90,per_request_writer_command_R0_squared_max,per_request_zero_command_cross_response_R0_squared_n,per_request_zero_command_cross_response_R0_squared_mean,per_request_zero_command_cross_response_R0_squared_median,per_request_zero_command_cross_response_R0_squared_q25,per_request_zero_command_cross_response_R0_squared_q75,per_request_zero_command_cross_response_R0_squared_p90,per_request_zero_command_cross_response_R0_squared_max
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.017565485100958178,0.28720011518177196,0.65494812024235238,0.42895704020899089,3729c0103160f7cb9ca875dddfb92b631afd20736729fa674e35ef0cec3b4da2,0,1,1.1299449396213113,0,2.6197924809694095,6.8633126433438543,0,0,0.25,100,,6f677fbde18d778c355fee770d9a938461530cf30dd6a53aa35d6d45c1e84df1,4,,TELEMETRY_WITHHELD,0.48243463558111016,0.50000012068206834,,,,1.0778179108837107,5,4.4381585541296626,4.519779758485245,5471a8370ccfa72421a88712668b7458dd78220b8771ffb2db9abccaab7ef3c0,1.7158281608359636,,1,False,606,100,0,8,0,fe5dee870f61afc9b427dfe4a505ed0f45d2b2b9163fb7888c19399d4b7cc0b6,0,39c193a45a132d34ab07fbf34481736d93da616a1d2b17aad7f3e5b651c9217b,0,0.22598898791700683,100,0.057063505801530245,0.057078354399316925,0.05483066971232646,0.058914790967046063,0.060252137575449102,0.064608534127063647,0,,,,,,,100,-0.017565485100958175,-0.017777226544877896,-0.02174400967465577,-0.013329299394813379,-0.0097038017961922282,-0.0059958116926547428,100,0,0,0,0,0,0,0,,,,,,,100,0.98225953036454627,0.98206149870246517,0.97801449024324705,0.98658032307867205,0.99024846280617773,0.99398565355595025,0,,,,,,,0,,,,,,,100,0.0025000006032363164,0.0025000005215923809,0.0024999989106046241,0.0025000023837317064,0.0025000035069727669,0.0025000096601782659,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.02192243474456973,0.26884035001982648,0.6708573347636666,0.45004956360621023,975b55a4aea0a20709d0c836a4b78e4ba22dc9f8897027c58e9e23320271cfd0,1,1,1.1095396385324157,1,2.6834293390546664,7.2007930176993638,0,0,0.25,100,,cfdabe4d737d732136aa183d02286559955675240fd3a6cac5c463b25914a5cf,5,,TELEMETRY_WITHHELD,0.46051220083654043,0.48243463558111016,,,,1.0291893837534551,4,4.3341999704660434,4.4381585541296626,4aacf05b1d79ab3448ba848b6cd5288beb5c1ecf18c9a5cfa21cb587a58255e1,1.8001982544248409,,2,False,606,100,1,16,0,d12fad59f92399d3ad0c7191cbc515a77994d9ffacff3445d4efae1eaf658bb0,0,df23267aace0c71e3868b83e7e292b553688b98525569b2bdf75b64973fcca5d,1,0.27738490963310392,100,0.052104057685847707,0.05239744371306318,0.049465742332815317,0.054397136718983115,0.056275678940487947,0.058286777404309119,0,,,,,,,100,-0.021922434744569605,-0.022211064480618829,-0.026441048195743177,-0.018426570720287958,-0.014016642420953698,-0.0086837303731637019,100,0,0,0,0,0,0,0,,,,,,,100,0.9596343596752327,0.95916095922524669,0.95092128031209033,0.96726533752593702,0.97551899289612398,0.98521064688152971,0,,,,,,,0,,,,,,,100,0.0037690205904774227,0.0037673624514600341,0.0037363763406766887,0.0038021123014765849,0.0038304376802495077,0.0038594042166994291,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.030592549437809313,0.28487633537017287,0.79453928873510948,0.63129268134369365,3332557ba515ba263345fd897f028bd686cfc966fa940c69e752f2eb5ac4144d,2,1,1.0835499926165109,2,3.1781571549404379,10.100682901499098,0,0,0.25,100,,8854791baa38665a2db5da0104108f75c3b721c5287ef381a6e4d0899f444a70,6,,TELEMETRY_WITHHELD,0.42991965139873112,0.46051220083654043,,,,0.95854913060615454,3,4.1854569869565523,4.3341999704660434,f8375a862c6b33b96e4c803decb82655cd349a8ca309aa66f42c2097b24febc5,2.5251707253747746,,3,False,606,100,2,25,0,a56fa5e0da840c9d67e062e21b1f8f1c667d6eb5b255d6e4d0ddd13003988410,0,f4fe94577df1d15ba9b77c89da9b172b28eeaf2bc54babcaa7df82e9a0fb1ce5,2,0.36118333085907905,100,0.04529818258836299,0.044530709990853165,0.042290117260195159,0.048307633300614286,0.050403688015825281,0.053270821836932512,0,,,,,,,100,-0.030592549437809348,-0.031753129434925274,-0.034810523571817104,-0.026016408882977158,-0.022766289097111203,-0.01699827210242107,100,0,0,0,0,0,0,0,,,,,,,100,0.92712438101903261,0.92534290578158451,0.91364436560812068,0.93921482948758139,0.95306771493873088,0.96780342762561056,0,,,,,,,0,,,,,,,100,0.0063960027889772919,0.0063888176956991578,0.0062795230025332674,0.0064972377749862881,0.0066085928488507405,0.0067405556725062066,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.046371706388422251,0.33842916498619802,1.1036176166430915,1.2179718437649778,7c2510a3d2e3f56e05703b31afc9c70f467c1c1c37e28811c7b459e4dec966f4,3,1,1.0463642467391381,3,4.4144704665723662,19.487549500239645,0,0,0.25,100,,facbbf622c37ad6ce4137be310e3efea7c0b68c3c3b3d337c92f40e75f50a841,7,,TELEMETRY_WITHHELD,0.38354794501030887,0.42991965139873112,,,,0.8386127310061583,2,3.9505672565035765,4.1854569869565523,40126fd9e1e476adb99bebe3ccfabeffa0d5645623fc97fa29bfbf65ad02e223,4.8718873750599112,,4,False,606,100,3,40,0,d753d7c18a68d5fc29cd055023c449595fb8637230ea94387f05ea1889825b1a,0,f7e515879034d847ef73c6e29de07b264667c44fab94c578a1dffe052cb9e2ce,3,0.52318212336956904,100,0.034793171564229543,0.033795037619768861,0.032178776907940798,0.037766548629182405,0.040924515318260302,0.044400602785021004,0,,,,,,,100,-0.046371706388422279,-0.04769627328274563,-0.049565346265174837,-0.043406027666774857,-0.038116226999935263,-0.032766727102163058,100,0,0,0,0,0,0,0,,,,,,,100,0.87555309126038139,0.87166148860578696,0.85758444769795672,0.89338952489119339,0.9082639423207155,0.93333274898053087,0,,,,,,,0,,,,,,,100,0.013434989106210349,0.013379054684279395,0.013042907543939632,0.013783195290877024,0.014192782953821724,0.014635054289435692,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.096639701388820887,0.54393696801263403,1.9958926087940811,3.9835873058388431,a1293f8ed7e84c8b59e0f338ba794608056df82f084ea1721cd0cd5945240072,4,1,0.98764181412589414,4,7.9835704351763246,63.73739689342149,0,0,0.25,100,,c1a3f5b638fd2cc848d5c45325c0f111698de51a99ec4c2ca7fb1513d16b012f,8,,TELEMETRY_WITHHELD,0.28690824362148798,0.38354794501030887,,,,0.45607364356658536,1,3.413248697873057,3.9505672565035765,7359b6b211d8385e7d2a917dd3526aa055fd6e1b31a570de1f98620f0fb3c3b9,15.934349223355373,,5,False,606,100,7,101,0,5e691296115785559cf76b8a0b9ee7ed5470ff24479fd447a1bfa04b60537af4,0,41aeabb7ea977b0e0f1acb06c6fb702cf56f6df685ce0129af72040d0ad8d114,4,0.98764181412589414,100,0.010489749976753509,0.0098491554222675283,0.0085634487924092142,0.011616496806772137,0.014330029356133481,0.017866836451579163,0,,,,,,,100,-0.096639701388820859,-0.097218392177310597,-0.101438556879829,-0.092569830176208803,-0.088889553435774094,-0.076494999790511858,100,0,0,0,0,0,0,0,,,,,,,100,0.75699224784980101,0.75277030210942053,0.73875118956096553,0.77782789656771012,0.80087644836558769,0.83032749713573228,0,,,,,,,0,,,,,,,100,0.047943493126288601,0.047487109454481369,0.045965692860395251,0.049884053983220142,0.051559129328185238,0.054444376269972387,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.0055116989224881507,0.19918558376422932,0.49498408034158936,0.24500923979160899,ea316849991a76f79503cb9762baef284b1f55669380f0b479b0aa6c50754b7d,5,1,0.85331217446826424,5,1.9799363213663574,3.9201478366657438,0,0,0.25,100,,6f677fbde18d778c355fee770d9a938461530cf30dd6a53aa35d6d45c1e84df1,4,,TELEMETRY_WITHHELD,0.28139654469899983,0.28690824362148798,,,,0.83739289588747789,5,3.3788142981941092,3.413248697873057,8267f6040771665e9035457bffc5b4f9635437c1f1eb4e9ad0f2fdfc2196fba9,0.98003695916643596,,6,False,606,100,10,117,0,2ee1bfbf78ba416e61f43014a58550ccef1e779b05ef68677046af0ebd678d5d,1,1f52fdc2dee4cdf385f8abe34b208ebb284f27d38e9542cf0919eac22dd5b0fc,5,0.17066243489276384,100,0.034678671919683421,0.034291139093534338,0.031649037560651544,0.037562953402465966,0.039741081393308585,0.043435942895215081,0,,,,,,,100,-0.0055116989224881395,-0.0055199032307637827,-0.0076700409157789747,-0.0037474768248230796,-0.0020396205890554084,0.0023444568597548511,100,0.040000000000000001,0,0,0,0,1,0,,,,,,,100,0.74958583463601447,0.74520086849775202,0.7284781590272098,0.77347883912819215,0.79343725551747302,0.82624441236145207,0,,,,,,,0,,,,,,,100,0.0014345412180900288,0.0014166578259823784,0.001364384024828787,0.0015125428736756836,0.0016035077269397999,0.0017236093829436866,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.0083094022368938592,0.18709803737031586,0.51195800865633789,0.26210100262736297,0f84c276ba844611137095988fbd10496e09a6781c664bf37ae7f44e73e7a57c,6,1,0.84470357454852729,6,2.0478320346253516,4.1936160420378075,0,0,0.25,100,,21a90bbc05f107bf37b21fb8c963658574b5f130d492a30a135fcf483f12cc7e,5,,TELEMETRY_WITHHELD,0.27308714246210597,0.28139654469899983,,,,0.80820142302574727,4,3.3268145546509378,3.3788142981941092,037ed3c5bb32dd561f4105c9b139962941cf29baad410c6188c8919449fcb5f0,1.0484040105094519,,7,False,606,100,15,147,0,fe62d8dc9b4438bc3db933187aa9d0c582913b2e048a808255aef730c8af26aa,1,55ed650a2739e6c2fb38bb59884b94f78a74c643aa681e2236ba70f3345e811e,6,0.21117589363713182,100,0.032351099192611782,0.032319522729339356,0.029280176367256605,0.035344274962888271,0.037757752315337081,0.041244819314220464,0,,,,,,,100,-0.0083094022368938834,-0.008302279622765139,-0.010399681380262213,-0.0065932975522872521,-0.0044176839717757444,-0.0020785155396878681,100,0,0,0,0,0,0,0,,,,,,,100,0.73830151096264118,0.73249224930584167,0.71457022496861278,0.76609715752975616,0.78371006592597781,0.82028715279876796,0,,,,,,,0,,,,,,,100,0.0021984105054609362,0.0021692371136149769,0.0020729709132245996,0.0023369916112453782,0.0024591515493606235,0.0026667180818692347,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.013805174423195066,0.20197781350583172,0.61262387676609298,0.37530801438391709,12cf00e2d2ddf0ad10e745028837a6daca7d654c78c77b92e8663b9a44b40ca0,7,1,0.83170363866273445,7,2.4504955070643719,6.0049282301426734,0,0,0.25,100,,9ffbcee7405ab40fa6ccddc0efcf6906d731f4a03165fa47d48340ea4df0f93f,6,,TELEMETRY_WITHHELD,0.2592819680389109,0.27308714246210597,,,,0.76094128487410462,3,3.2394561792233905,3.3268145546509378,1954a5a145c958c8124afe0f87e9abdebad5bed1dacfbf6695262b1070c75120,1.5012320575356684,,8,False,606,100,19,193,0,454f39e3f364343dd087f830ec87b076935a9cb8794a9624a3d00fd35853e0bc,1,5e92a508f0d1abdd908dca610e858e91026fbaffff018649b575da2e0eed0683,7,0.27723454625119481,100,0.028758706603001914,0.028296132551507643,0.025635297965852316,0.032164807754147151,0.034436520867728547,0.037717305217730805,0,,,,,,,100,-0.013805174423195087,-0.014027671818707274,-0.015654367465675195,-0.012069435502335239,-0.010469603403819328,-0.0067923796532096958,100,0,0,0,0,0,0,0,,,,,,,100,0.71920336246845207,0.71472658513032816,0.69311062820434433,0.75045912246365332,0.76983988556045435,0.80774558899007443,0,,,,,,,0,,,,,,,100,0.0037928769794348558,0.0037260073310522467,0.0035459071131267988,0.0040757281710339759,0.0042652973653583065,0.0046727153680244972,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.02478835160829887,0.25084848132325432,0.85821797999505234,0.73653810118678809,04db12d588e8eddb735ebd8f083e35f1965a6a0c963858b3ca8b986d8399f50e,8,1,0.80986404480584762,8,3.4328719199802094,11.784609618988609,0,0,0.25,100,,85a4e3bb30cd9ae8e326c6cdab77cb5cc5a7f584155100dc7700280f90af980f,7,,TELEMETRY_WITHHELD,0.23449361643061203,0.2592819680389109,,,,0.66961045044026235,2,3.0780029099108503,3.2394561792233905,ca7c2bb6fad0674fc48066e9d0e939b7a6c8100522adb9e54b7568095ecf975b,2.9461524047471523,,9,False,606,100,32,261,0,0eb9b4d79d1127042842b7f06e617040fd48c4502c70e67e574e8ba6b480e250,1,3724b86e3c2b304908d94961909b2710de3bc01ba0d5d964a80b467ff572c59c,8,0.40493202240292381,100,0.022369162615129033,0.021357661605249427,0.019450792481173037,0.025791097942262538,0.028225243127051731,0.031617900790664524,0,,,,,,,100,-0.02478835160829887,-0.025147267031315555,-0.02637000548024325,-0.023634611988195699,-0.021410545877658317,-0.01901414021379794,100,0,0,0,0,0,0,0,,,,,,,100,0.68368294944886032,0.67812916756260344,0.65638672170296175,0.71561843554635907,0.73914754184501097,0.7807870763893513,0,,,,,,,0,,,,,,,100,0.0081025615012159675,0.0079817878761015738,0.0075062873112042988,0.0087998572897656085,0.0092602242258304542,0.010194577133326953,0,,,,,,
LM,QCL,1,FROBENIUS_ONLY_CREG_NOT_BOUND,0.058795335583488345,0.42227320019660974,1.5655441913975716,2.4509286152186762,3b0da4e3c04e232789c9c890a6ec90076009d456f40d12332707f8f3d516b72a,9,1,0.76950072747771259,9,6.2621767655902865,39.21485784349882,0,0,0.25,100,,3036e7b3d0213ab9bc4abfd2433701b86a7b599431a1ceeebeaf9763aa4ebc57,8,,TELEMETRY_WITHHELD,0.17569828084712369,0.23449361643061203,,,,0.35604202679359359,1,2.660469273851926,3.0780029099108503,a1b6ae2d93637b95e889684b41fa15a4d655afd2c41decd348bd18450ac55e67,9.8037144608747049,,10,False,606,100,41,335,0,ea3bf1e97e72a183689b1882d310398c347d52687ddfa085baacf007e88264d8,1,3cd8632a755dafbd1c233ed8d1222d5f8ceba46a3545ad8f48d118dcccb7727e,9,0.76950072747771259,100,0.0064758845432718697,0.0061804616920791335,0.0051142745516876646,0.0072100233008156522,0.0099743151027881088,0.011973984500371479,0,,,,,,,100,-0.058795335583488324,-0.058465318518141886,-0.061768859302953547,-0.055680665409539039,-0.053051023501272131,-0.050114271110699965,100,0,0,0,0,0,0,0,,,,,,,100,0.59135174799663826,0.58271540559046708,0.56436675677653247,0.62123416042817714,0.65000427325855181,0.69386570429263228,0,,,,,,,0,,,,,,,100,0.029311702053826497,0.02874119853625412,0.026927724207451154,0.032006860232087923,0.034146194674387453,0.03810177866603958,0,,,,,,
