cell,batch_count_per_arm,cell_id,derived_arm,fixed_z_compute_count,fixed_z_recompute_count,full_fp32,hparams_path,identity_sha256,imputation_count,instruction_id,inter_arm_state_carry_count,inter_batch_method_state_link_count,inter_batch_weight_link_count,model_alias,model_forward_invocation_count,model_load_count,model_load_seconds,nonce,nonfinite_count,order_root,primary_endpoint_count,request_count_per_arm,retry_count,run_token,schema,scientific_failure_count,scientific_promotion,status,stream_root,technical_failure_count,terminal_method_state_restore_pass,terminal_w0_pointer_bytes_restore_pass,wall_seconds,writer_family,memory_peak_allocated_bytes,memory_peak_reserved_bytes
LM,10,0,ORBHit,5000,0,True,/data/janghj/ODE-edit/local/worktrees/orbode-cumulative-rerun-v1/project/run_scripts/fixed_z_nonuniqueness/config/memit-llama3-8b.yaml,a48f64e4b592861f66357641f526bf44e8d6e293211125e05126f02177b230ed,0,ODEEDIT-S06-ORDERED-RESPONSE-BARRIER-ODE-SEQUENTIAL-B100X10-SERVER4-V1,0,45,45,llama3-8b-inst,191836,1,8.5324493981897831,ODEEDIT-ORRBODE-SEQUENTIAL-SH4-20260905-R1,0,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3,5000,1000,0,s06-orbode-sequential-server4-cell0-llama3-8b-inst-memit-r1,orbode.server4.sequential-cell.v1,0,False,SEQUENTIAL_CELL_TERMINAL_VALID,467e5946ec0eb975284ca25e16f63f3b8ae0093503ca8b84948409689e0ad25a,0,True,True,54528.277268458158,MEMIT,44754633216,50788827136
LA,10,1,ORBHit,5000,0,True,/data/janghj/ODE-edit/local/worktrees/orbode-cumulative-rerun-v1/project/run_scripts/fixed_z_nonuniqueness/config/alphaedit-llama3-8b.yaml,4c6cc5809202dcd38fa1c90450fa366009fbc90f1811aca7894d48af1c5fcc51,0,ODEEDIT-S06-ORDERED-RESPONSE-BARRIER-ODE-SEQUENTIAL-B100X10-SERVER4-V1,0,45,45,llama3-8b-inst,198719,1,8.5465952670201659,ODEEDIT-ORRBODE-SEQUENTIAL-SH4-20260905-R1,0,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3,5000,1000,0,s06-orbode-sequential-server4-cell1-llama3-8b-inst-alphaedit-r1,orbode.server4.sequential-cell.v1,0,False,SEQUENTIAL_CELL_TERMINAL_VALID,467e5946ec0eb975284ca25e16f63f3b8ae0093503ca8b84948409689e0ad25a,0,True,True,59062.292484128848,AlphaEdit,42640499200,50723815424
QM,10,2,ORBHit,5000,0,True,/data/janghj/ODE-edit/local/worktrees/orbode-cumulative-rerun-v1/project/run_scripts/fixed_z_nonuniqueness/config/memit-qwen2.5-7b.yaml,d4cf5162e6a0f172f75aceae76e5809e487461accc96f327ccfb66b1edb008e0,0,ODEEDIT-S06-ORDERED-RESPONSE-BARRIER-ODE-SEQUENTIAL-B100X10-SERVER4-V1,0,45,45,qwen2.5-7b-inst,140752,1,8.1559534147381783,ODEEDIT-ORRBODE-SEQUENTIAL-SH4-20260905-R1,0,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3,5000,1000,0,s06-orbode-sequential-server4-cell2-qwen2.5-7b-inst-memit-r1,orbode.server4.sequential-cell.v1,0,False,SEQUENTIAL_CELL_TERMINAL_VALID,467e5946ec0eb975284ca25e16f63f3b8ae0093503ca8b84948409689e0ad25a,0,True,True,46214.321035554633,MEMIT,48476357120,54913925120
QA,10,3,ORBHit,5000,0,True,/data/janghj/ODE-edit/local/worktrees/orbode-cumulative-rerun-v1/project/run_scripts/fixed_z_nonuniqueness/config/alphaedit-qwen2.5-7b.yaml,93b3bbb502a87611d8ae598adbcb359f515b9f0fc923d54b55114ffa704aa965,0,ODEEDIT-S06-ORDERED-RESPONSE-BARRIER-ODE-SEQUENTIAL-B100X10-SERVER4-V1,0,45,45,qwen2.5-7b-inst,160952,1,5.6996198855340481,ODEEDIT-ORRBODE-SEQUENTIAL-SH4-20260905-R1,0,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3,5000,1000,0,s06-orbode-sequential-server4-cell3-qwen2.5-7b-inst-alphaedit-r1,orbode.server4.sequential-cell.v1,0,False,SEQUENTIAL_CELL_TERMINAL_VALID,467e5946ec0eb975284ca25e16f63f3b8ae0093503ca8b84948409689e0ad25a,0,True,True,52294.614694405347,AlphaEdit,45073472000,49958354944
