cell,arm,batch,dynamic_layer_visit_count,factor_build_count,history_append_count,native_compute_z_bypassed_with_shared_fixed_z,native_creg_action_status,physical_write_count,resolution_stable_path_frobenius_squared,schema,sum_step_action_frobenius_squared,terminal_net_frobenius,terminal_net_frobenius_squared,status,first_hit_prefix,semantic_request_strict,semantic_ties,batch_net_actual_frobenius,W0_net_actual_frobenius,native_action_status,anchor_active_request_count,anchor_zero_request_count,anchor_zero_semantic_miss_count,anchor_zero_semantic_miss_policy,first_hit,jvp_call_count,key_capture_count,materialization_count,nonzero_action_visit_count,physical_euler_path_frobenius_length,resolution_stable_path_frobenius,step_count,terminal_capture_count,terminal_status,zero_action_visit_count,first_V,final_V,u_zero,u_interior,u_one,defect_count,defect_sum,defect_max,entry_crossing_count,entry_violation_max
LM,QCL,1,,20,0,,TELEMETRY_WITHHELD,1,60.527239137743884,orbode.arm-telemetry.v1,15.131809784435971,7.3626193298646117,54.208163396496019,HORIZON_SEMANTIC_MISS,,80,0,7.3626193299143816,7.3626193299143816,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.111489405404301,7.7799253940988331,20,20,HORIZON_SEMANTIC_MISS,0,0.50000012068206834,0.076515860298377397,0,0,20,1,0.000524464929913801,0.000524464929913801,0,0
LM,QCL,2,,20,0,,TELEMETRY_WITHHELD,1,61.385243694925762,orbode.arm-telemetry.v1,15.346310923731441,7.3992049596282419,54.748234034587171,HORIZON_SEMANTIC_MISS,,90,0,7.3992049596765339,10.51665383124813,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.178662677591436,7.8348735596004202,20,20,HORIZON_SEMANTIC_MISS,0,0.50000007340035735,0.072260155457533365,0,0,20,1,0.00043763286258782785,0.00043763286258782785,0,0
LM,QCL,3,,20,0,,TELEMETRY_WITHHELD,1,65.528444148378725,orbode.arm-telemetry.v1,16.382111037094681,7.6575629788602964,58.63827077521178,HORIZON_SEMANTIC_MISS,,90,0,7.6575629789090218,13.114538991888114,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.685558116787103,8.0949641227357354,20,20,HORIZON_SEMANTIC_MISS,0,0.50000001667015159,0.074453585548005546,0,0,20,1,0.00043370950452135959,0.00043370950452135959,0,0
LM,QCL,4,,20,0,,TELEMETRY_WITHHELD,1,67.778058832830482,orbode.arm-telemetry.v1,16.94451470820762,7.7759996272643805,60.466170203215782,HORIZON_SEMANTIC_MISS,,95,0,7.7759996273131504,15.345089315839965,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.960628290710902,8.2327430928476382,20,20,HORIZON_SEMANTIC_MISS,0,0.50000002395904419,0.072078027506223663,0,0,20,1,0.0005501233337312228,0.0005501233337312228,0,0
LM,QCL,5,,20,0,,TELEMETRY_WITHHELD,1,71.427324609929244,orbode.arm-telemetry.v1,17.856831152482311,7.9824032120649093,63.718761039984187,HORIZON_SEMANTIC_MISS,,98,0,7.9824032121139359,17.398255260846863,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,16.368028633370358,8.4514687841776492,20,20,HORIZON_SEMANTIC_MISS,0,0.50000013428265278,0.070910776642337317,0,0,20,1,0.00058570080352142451,0.00058570080352142451,0,0
LM,QCL,6,,20,0,,TELEMETRY_WITHHELD,1,75.229206935098247,orbode.arm-telemetry.v1,18.807301733774562,8.2115724580123697,67.429922233187298,HORIZON_SEMANTIC_MISS,,95,0,8.2115724580615428,19.3648550110826,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,16.804343544810958,8.6734772113090983,20,20,HORIZON_SEMANTIC_MISS,0,0.50000004465925807,0.074388103606310152,0,0,20,1,0.00017099130897939296,0.00017099130897939296,0,0
LM,QCL,7,,20,0,,TELEMETRY_WITHHELD,1,78.231184599982811,orbode.arm-telemetry.v1,19.557796149995703,8.3502099225758482,69.726005751084145,HORIZON_SEMANTIC_MISS,,98,0,8.3502099226256341,21.198829937725279,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,17.119529780887088,8.8448394332504883,20,20,HORIZON_SEMANTIC_MISS,0,0.50000000975686021,0.069929389608644477,0,0,20,1,0.0004914005256566184,0.0004914005256566184,0,0
LM,QCL,8,,20,0,,TELEMETRY_WITHHELD,1,86.631391405450444,orbode.arm-telemetry.v1,21.657847851362611,8.7837972561242523,77.155094236695945,HORIZON_SEMANTIC_MISS,,99,0,8.7837972561752302,23.080126635957683,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,18.012617001733489,9.3075985842455857,20,20,HORIZON_SEMANTIC_MISS,0,0.49999992310490604,0.069525760607744458,0,0,20,1,0.00054273454673867128,0.00054273454673867128,0,0
LM,QCL,9,,20,0,,TELEMETRY_WITHHELD,1,87.654190487736656,orbode.arm-telemetry.v1,21.913547621934164,8.8368870669391537,78.090573033836492,HORIZON_SEMANTIC_MISS,,98,0,8.8368870669901565,24.842321775028488,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,18.126991237660022,9.3623816674891369,20,20,HORIZON_SEMANTIC_MISS,0,0.50000001509803271,0.069725673709366123,0,0,20,1,0.0003024296290736056,0.0003024296290736056,0,0
LM,QCL,10,,20,0,,TELEMETRY_WITHHELD,1,95.057227795918749,orbode.arm-telemetry.v1,23.764306948979687,9.2061168516156933,84.752587485602447,HORIZON_SEMANTIC_MISS,,98,0,9.2061168516667262,26.623605422089735,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,18.852299009870329,9.7497296268111331,20,20,HORIZON_SEMANTIC_MISS,0,0.50000003860676911,0.06864801638302237,0,0,20,1,0.00026422887491032998,0.00026422887491032998,0,0
LM,NQFIX,1,,20,0,,TELEMETRY_WITHHELD,1,229.3954979352109,orbode.arm-telemetry.v1,57.348874483802724,12.989160780873862,168.71829779139165,HORIZON_SEMANTIC_MISS,,97,0,12.989160780940654,12.989160780940654,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,31.548928300195058,15.14580793273211,20,20,HORIZON_SEMANTIC_MISS,0,0.50000012068206834,0.044723761548089394,0,0,20,4,0.026084399749846221,0.012478780947032142,0,0
LM,NQFIX,2,,20,0,,TELEMETRY_WITHHELD,1,238.92448618480049,orbode.arm-telemetry.v1,59.731121546200121,13.151911541960583,172.97277720755602,HORIZON_SEMANTIC_MISS,,98,0,13.151911542024639,18.636054000380117,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,31.966152088292784,15.457182349471086,20,20,HORIZON_SEMANTIC_MISS,0,0.50000002165296931,0.038845637322782164,0,0,20,3,0.021788464740748664,0.011049095798224828,0,0
LM,NQFIX,3,,20,0,,TELEMETRY_WITHHELD,1,265.51515947751329,orbode.arm-telemetry.v1,66.378789869378323,13.875394259569031,192.52656585848123,HORIZON_SEMANTIC_MISS,,98,0,13.875394259633151,23.469569192771775,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,33.362404576138196,16.294635911167617,20,20,HORIZON_SEMANTIC_MISS,0,0.50000003870544363,0.032516092558854771,0,0,20,3,0.013995789421483142,0.0064659255428367868,0,0
LM,NQFIX,4,,20,0,,TELEMETRY_WITHHELD,1,295.66942554078179,orbode.arm-telemetry.v1,73.917356385195447,14.547345269226174,211.62525438207712,HORIZON_SEMANTIC_HIT_OBSERVED,19,100,0,14.547345269290965,27.863346923391809,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,34.823891781647738,17.195040725185322,20,20,HORIZON_SEMANTIC_HIT_OBSERVED,0,0.500000009901305,0.027520654142277445,0,0,20,3,0.010366708679374406,0.0049779928951455277,0,0
LM,NQFIX,5,,20,0,,TELEMETRY_WITHHELD,1,339.99871954370855,orbode.arm-telemetry.v1,84.999679885927137,15.451807828199367,238.75836515960327,HORIZON_SEMANTIC_MISS,,99,0,15.451807828265389,32.167641349652939,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,36.994741251053469,18.439054193306895,20,20,HORIZON_SEMANTIC_MISS,0,0.50000000102935083,0.034788478256622783,0,0,20,5,0.031857673288621755,0.016907727690428719,0,0
LM,NQFIX,6,,20,0,,TELEMETRY_WITHHELD,1,404.58596695921779,orbode.arm-telemetry.v1,101.14649173980445,16.828384007921748,283.19450831807643,HORIZON_SEMANTIC_MISS,,99,0,16.828384007988483,36.703909032089463,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,39.57063927877963,20.114322433510353,20,20,HORIZON_SEMANTIC_MISS,0,0.50000023235528612,29514753.52203713,0,0,20,11,45619827.491044939,8406409.2672427185,20,45225301.687304787
LM,NQFIX,7,,20,0,,TELEMETRY_WITHHELD,1,556.50349734957183,orbode.arm-telemetry.v1,139.12587433739296,19.480221014164712,379.47901076070451,HORIZON_SEMANTIC_MISS,,99,0,19.480221014232541,42.066375145133208,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,45.268618745721476,23.590326351061186,20,20,HORIZON_SEMANTIC_MISS,0,0.50000009424021774,0.013377826613908829,0,0,20,0,0,0,0,0
LM,NQFIX,8,,20,0,,TELEMETRY_WITHHELD,1,759.82425123993141,orbode.arm-telemetry.v1,189.95606280998285,22.604751870259665,510.97480711600781,HORIZON_SEMANTIC_MISS,,95,0,22.60475187032673,48.470314467670995,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,51.856612751172158,27.564909781095448,20,20,HORIZON_SEMANTIC_MISS,0,0.50000034355539158,0.009938727254714624,0,0,20,0,0,0,0,0
LM,NQFIX,9,,20,0,,TELEMETRY_WITHHELD,1,990.24940853193687,orbode.arm-telemetry.v1,247.56235213298422,25.735273668614298,662.30431079847233,HORIZON_SEMANTIC_MISS,,95,0,25.73527366868165,55.684775993582036,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,58.415255436146232,31.468228557259732,20,20,HORIZON_SEMANTIC_MISS,0,0.50000091997987328,4200586.8459595451,0,0,20,13,14452759.131121052,2958881.6627419032,20,11642451.146415083
LM,NQFIX,10,,20,0,,TELEMETRY_WITHHELD,1,1356.6423625848461,orbode.arm-telemetry.v1,339.16059064621152,30.268188959799573,916.16326290613279,HORIZON_SEMANTIC_MISS,,69,0,30.268188959869164,64.483961807658488,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,67.800776587307141,36.83262633297884,20,20,HORIZON_SEMANTIC_MISS,0,0.50000044134864507,0.0068712775689417872,0,0,20,0,0,0,0,0
LM,ORBFH,1,,20,0,,TELEMETRY_WITHHELD,1,88.022358654051075,orbode.arm-telemetry.v1,22.005589663512769,8.4611683087205396,71.591369148496796,HORIZON_SEMANTIC_MISS,,88,0,8.4611683087741927,8.4611683087741927,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,17.394751527932378,9.3820231642248189,20,20,HORIZON_SEMANTIC_MISS,0,0.50000012068206834,0.053032619240896063,0,15,5,0,0,0,0,0
LM,ORBFH,2,,20,0,,TELEMETRY_WITHHELD,1,92.020074845928306,orbode.arm-telemetry.v1,23.005018711482077,8.5714209558468415,73.469257202330397,HORIZON_SEMANTIC_MISS,,94,0,8.5714209558993666,12.140304765984098,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,17.787120381531306,9.5927094632292658,20,20,HORIZON_SEMANTIC_MISS,0,0.50000008966671539,0.047642369379072014,0,14,6,0,0,0,0,0
LM,ORBFH,3,,20,0,,TELEMETRY_WITHHELD,1,101.8951620308827,orbode.arm-telemetry.v1,25.473790507720675,9.0722179260105253,82.305138097026727,HORIZON_SEMANTIC_MISS,,94,0,9.0722179260637077,15.292182645881637,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,18.883318103966065,10.094313351134028,20,20,HORIZON_SEMANTIC_MISS,0,0.50000013555207867,0.04698793582700618,0,12,8,0,0,0,0,0
LM,ORBFH,4,,20,0,,TELEMETRY_WITHHELD,1,106.11180872261824,orbode.arm-telemetry.v1,26.527952180654562,9.2395511223188951,85.369304941944364,HORIZON_SEMANTIC_MISS,,99,0,9.2395511223721574,18.004561263777362,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,19.147035451254496,10.301058621453343,20,20,HORIZON_SEMANTIC_MISS,0,0.50000006578933087,0.044191605146700182,0,12,8,0,0,0,0,0
LM,ORBFH,5,,20,0,,TELEMETRY_WITHHELD,1,115.72624226897501,orbode.arm-telemetry.v1,28.931560567243753,9.6611959497559923,93.33870717958159,HORIZON_SEMANTIC_HIT_OBSERVED,20,100,0,9.6611959498119262,20.580778208629852,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,20.074398283396416,10.757613223618659,20,20,HORIZON_SEMANTIC_HIT_OBSERVED,0,0.50000006448981005,0.041252950512003672,0,12,8,0,0,0,0,0
LM,ORBFH,6,,20,0,,TELEMETRY_WITHHELD,1,133.60092642994073,orbode.arm-telemetry.v1,33.400231607485182,10.338145069745199,106.87724348309698,HORIZON_SEMANTIC_MISS,,97,0,10.338145069804456,23.225515806637429,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,21.961792431710339,11.558586696908092,20,20,HORIZON_SEMANTIC_MISS,0,0.4999999910545197,0.040751062168131444,0,12,8,0,0,0,0,0
LM,ORBFH,7,,20,0,,TELEMETRY_WITHHELD,1,143.29526581973326,orbode.arm-telemetry.v1,35.823816454933315,10.719518062474975,114.90806749172724,HORIZON_SEMANTIC_MISS,,99,0,10.719518062533705,25.772324097221148,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,22.503116716067233,11.970600060971599,20,20,HORIZON_SEMANTIC_MISS,0,0.49999992333020549,0.036066143788542844,0,12,8,0,0,0,0,0
LM,ORBFH,8,,20,0,,TELEMETRY_WITHHELD,1,171.22192152014281,orbode.arm-telemetry.v1,42.805480380035704,11.697063491211104,136.82129431742371,HORIZON_SEMANTIC_HIT_OBSERVED,14,100,0,11.697063491269226,28.571578558429167,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,24.720761171135123,13.085179460754171,20,20,HORIZON_SEMANTIC_HIT_OBSERVED,0,0.49999993357585032,0.032516601240674313,0,12,8,0,0,0,0,0
LM,ORBFH,9,,20,0,,TELEMETRY_WITHHELD,1,1.2719271103672864e-08,orbode.arm-telemetry.v1,3.179817775918216e-09,9.7065737675373171e-05,9.4217574304643592e-09,HORIZON_SEMANTIC_MISS,,4,0,9.7065737675372114e-05,28.571578801382696,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,12,0.0001664934763763678,0.00011277974598159399,20,12,HORIZON_SEMANTIC_MISS,8,0.50000009967109205,0.49955673972400283,8,12,0,7,0.00056745948776737443,0.00027198119440013935,0,0
LM,ORBFH,10,,20,0,,TELEMETRY_WITHHELD,1,193.36544144404118,orbode.arm-telemetry.v1,48.341360361010295,12.401306988167239,153.79241501476557,HORIZON_SEMANTIC_MISS,,98,0,12.401306988224528,31.436245123158493,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,26.433243111326718,13.905590294699509,20,20,HORIZON_SEMANTIC_MISS,0,0.50000002975919022,0.032223048643380728,0,12,8,0,0,0,0,0
LM,JAC,1,,20,0,,TELEMETRY_WITHHELD,1,105.51458950102941,orbode.arm-telemetry.v1,26.378647375257351,8.6589474360952181,74.977370701059954,HORIZON_SEMANTIC_MISS,,88,0,8.6589474361486207,8.6589474361486207,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,18,17.74978965957802,10.272029473333369,20,18,HORIZON_SEMANTIC_MISS,2,0.50000012068206834,0.05832159346154054,2,12,6,0,0,0,0,0
LM,JAC,2,,20,0,,TELEMETRY_WITHHELD,1,112.52361629511792,orbode.arm-telemetry.v1,28.13090407377948,8.7825676478647381,77.133494489320356,HORIZON_SEMANTIC_MISS,,94,0,8.7825676479164549,12.414987617400381,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,18,18.295766610638211,10.607714942206824,20,18,HORIZON_SEMANTIC_MISS,2,0.50000011862366733,0.053497351359893364,2,12,6,0,0,0,0,0
LM,JAC,3,,20,0,,TELEMETRY_WITHHELD,1,124.5023829178475,orbode.arm-telemetry.v1,31.125595729461875,9.3612718412096214,87.633410485024172,HORIZON_SEMANTIC_MISS,,96,0,9.3612718412608231,15.658635172923958,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,19,19.578344591790028,11.158063582801789,20,19,HORIZON_SEMANTIC_MISS,1,0.50000000686101653,0.052062008207430212,1,11,8,0,0,0,0,0
LM,JAC,4,,20,0,,TELEMETRY_WITHHELD,1,130.8629540921805,orbode.arm-telemetry.v1,32.715738523045125,9.5717012018952534,91.617463898363042,HORIZON_SEMANTIC_MISS,,99,0,9.5717012019463059,18.457387654398513,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,18,19.91632630802161,11.439534697363372,20,18,HORIZON_SEMANTIC_MISS,2,0.50000008338841551,0.048826753222914958,2,10,8,0,0,0,0,0
LM,JAC,5,,20,0,,TELEMETRY_WITHHELD,1,141.79141824759978,orbode.arm-telemetry.v1,35.447854561899945,9.9745763406979862,99.492173176412024,HORIZON_SEMANTIC_MISS,,99,0,9.9745763407491292,21.086926267192684,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,18,20.739994096956121,11.90762017565222,20,18,HORIZON_SEMANTIC_MISS,2,0.50000007357263487,0.04692090363751273,2,10,8,0,0,0,0,0
LM,JAC,6,,20,0,,TELEMETRY_WITHHELD,1,6.1871827500111747e-11,orbode.arm-telemetry.v1,1.5467956875027937e-11,4.5705068536134677e-06,2.088953289892768e-11,HORIZON_SEMANTIC_MISS,,1,0,4.5705068536134652e-06,21.086926284888609,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,16,1.1324711065455517e-05,7.8658647013606684e-06,20,16,HORIZON_SEMANTIC_MISS,4,0.49999997186027545,0.50026476726919999,4,16,0,8,0.00081026560952124349,0.0002298560143478845,20,0.00042339970073890232
LM,JAC,7,,20,0,,TELEMETRY_WITHHELD,1,152.01046990816343,orbode.arm-telemetry.v1,38.00261747704085,10.351357809458159,107.15060849943043,HORIZON_SEMANTIC_MISS,,99,0,10.351357809509786,23.599780993300804,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,19,21.567101122828937,12.329252609471647,20,19,HORIZON_SEMANTIC_MISS,1,0.50000009799953271,0.045322308496781448,1,11,8,1,3.4621444461313544e-09,3.4621444461313544e-09,0,0
LM,JAC,8,,20,0,,TELEMETRY_WITHHELD,1,178.13235380794723,orbode.arm-telemetry.v1,44.533088451986806,11.147791691057421,124.27325958720887,HORIZON_SEMANTIC_HIT_OBSERVED,14,100,0,11.147791691111332,26.257238275482905,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,19,23.547565558016966,13.346623311083116,20,19,HORIZON_SEMANTIC_HIT_OBSERVED,1,0.50000001143637807,0.040997493168919208,1,11,8,0,0,0,0,0
LM,JAC,9,,20,0,,TELEMETRY_WITHHELD,1,187.22930972724967,orbode.arm-telemetry.v1,46.807327431812418,11.47213689747325,131.60992499436716,HORIZON_SEMANTIC_MISS,,98,0,11.472136897526608,28.804816148970929,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,19,24.093174401490945,13.683176156406438,20,19,HORIZON_SEMANTIC_MISS,1,0.49999998759183489,0.042545333767777832,1,11,8,0,0,0,0,0
LM,JAC,10,,20,0,,TELEMETRY_WITHHELD,1,225.07801089277618,orbode.arm-telemetry.v1,56.269502723194044,12.48975421824664,155.99396043220975,HORIZON_SEMANTIC_MISS,,99,0,12.489754218301425,31.577292987284448,UNBOUND_NOT_FROBENIUS_EQUIVALENT,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,18,26.748190512852826,15.002600137735332,20,18,HORIZON_SEMANTIC_MISS,2,0.50000010604653655,0.03850621939688368,2,10,8,0,0,0,0,0
LA,O,1,0,5,1,True,TELEMETRY_WITHHELD,1,96.413293034052487,orbode.official-bypass.v1,96.413293034052487,9.8190270920316998,96.413293034052487,TERMINAL_VALID,,99,0,9.8190270920931333,9.8190270920931333,UNBOUND_NOT_FROBENIUS_EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,
LA,O,2,0,5,1,True,TELEMETRY_WITHHELD,1,110.07002973081016,orbode.official-bypass.v1,110.07002973081016,10.49142648693733,110.07002973081016,TERMINAL_VALID,,98,0,10.491426486995676,14.38257310560806,UNBOUND_NOT_FROBENIUS_EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,
LA,O,3,0,5,1,True,TELEMETRY_WITHHELD,1,126.24695535457684,orbode.official-bypass.v1,126.24695535457684,11.235967041362166,126.24695535457684,TERMINAL_VALID,,99,0,11.23596704142078,18.269312259509501,UNBOUND_NOT_FROBENIUS_EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,
