cell,arm,batch,endpoint_wall_seconds,endpoint_model_forward_calls,cumulative_evaluation_checkpoint_wall_seconds,observer_probe_wall_seconds_cumulative,observer_probe_wall_seconds_increment,observer_probe_cohorts_cumulative,evaluation_cohorts_cumulative,checkpoint_bytes,adapter_dynamic_z_count,adapter_fixed_z_compute_count,adapter_fixed_z_recompute_count,adapter_inner_cache_mutation_count,adapter_inner_history_append_count,adapter_key_capture_count,adapter_layer_factorization_count,adapter_official_endpoint_count,adapter_solve_count,adapter_terminal_capture_count,adapter_terminal_finalize_count,jvp_attention_backend_switch_count,jvp_finite_difference_forward_count,jvp_jvp_call_count,jvp_model_forward_invocation_count,jvp_physical_write_count,jvp_temporary_direction_hook_count,jvp_wall_seconds,target_optimization_wall_seconds,storage_write_wall_seconds,note
LM,QCL,1,289.85169283580035,528,71.265619470737875,0.46518790349364281,0.46518790349364281,1,1,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,2,249.71302487701178,548,74.859048419632018,11.31454966776073,10.849361764267087,24,3,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,3,325.17751831188798,568,113.59347134642303,31.480382419191301,20.165832751430571,69,6,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,4,305.82175717037171,588,118.07458981871605,62.998352732509375,31.517970313318074,136,10,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,5,325.32265670504421,608,153.54773349128664,104.9666117252782,41.968258992768824,225,15,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,6,364.64743110816926,628,181.08319197036326,157.5495573002845,52.582945575006306,336,21,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,7,364.11572232935578,648,202.65053543169051,220.98162560351193,63.432068303227425,469,28,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,8,380.01073590293527,668,228.32630053255707,293.75885271374136,72.777227110229433,624,36,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,9,363.33851244300604,688,223.81525291036814,380.06392095889896,86.305068245157599,801,45,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,QCL,10,344.62009423971176,708,264.49198907520622,475.74945383239537,95.685532873496413,1000,55,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,1,261.02139331772923,528,44.09529803879559,0.46457855869084597,0.46457855869084597,1,1,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,2,273.19472184684128,548,69.242051282897592,11.430013846606016,10.96543528791517,24,3,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,3,294.77409551106393,568,93.170577505603433,31.939229330979288,20.509215484373271,69,6,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,4,295.11715555377305,588,111.13595859520137,63.794822055846453,31.855592724867165,136,10,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,5,307.42057086993009,608,135.07442525587976,106.13444659579545,42.339624539949,225,15,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,6,318.94162317924201,628,158.46059711929411,159.02954283170402,52.895096235908568,336,21,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,7,316.44516634102911,648,207.22555757686496,222.79561022203416,63.766067390330136,469,28,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,8,359.66164372302592,668,204.95075585693121,296.27027917839587,73.474668956361711,624,36,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,9,344.49505861755461,688,228.88167134672403,382.16673623211682,85.896457053720951,801,45,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,NQFIX,10,372.1544641898945,708,239.08508340362459,478.17876650486141,96.012030272744596,1000,55,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,1,282.54407513327897,548,42.869085963815451,0.46304014511406422,0.46304014511406422,1,1,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,24.563227924518287,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,2,276.8768580602482,568,82.722787394188344,11.337059103883803,10.874018958769739,24,3,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,21.968057785183191,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,3,309.79496821481735,588,108.76910948380828,31.640078828670084,20.303019724786282,69,6,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,26.888240007683635,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,4,311.42148264218122,608,112.52711231261492,63.461058396846056,31.820979568175972,136,10,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,24.616482804529369,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,5,315.75766199082136,628,130.84336758498102,105.84291038196534,42.381851985119283,225,15,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,24.645003328099847,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,6,344.35561225283891,648,160.4564061993733,159.48142719361931,53.638516811653972,336,21,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,25.497104413807392,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,7,335.25567060895264,668,173.79239801876247,223.19142518006265,63.709997986443341,469,28,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,22.119532463140786,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,8,428.97679700609297,865,197.43530657049268,296.28530026134104,73.093875081278384,624,36,1174407641,0,0,0,0,0,20,20,0,20,41,2,0,0,20,20,0,20,30.412037876434624,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,9,326.18289421591908,620,223.61178950965405,381.58075166586787,85.29545140452683,801,45,1174407641,0,0,0,0,0,20,20,0,20,33,1,0,0,20,20,0,20,22.069594996981323,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,ORBFH,10,358.87109675165266,728,247.1523362621665,476.98215338028967,95.401401714421809,1000,55,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,22.114756743423641,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,1,270.96763512957841,510,45.244472303427756,0.46487986948341131,0.46487986948341131,1,1,1174407641,0,0,0,0,0,20,20,0,20,23,1,0,0,20,20,0,20,24.631001816131175,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,2,267.11813411675394,530,68.003593998961151,11.354285226203501,10.88940535672009,24,3,1174407641,0,0,0,0,0,20,20,0,20,23,1,0,0,20,20,0,20,22.052083915099502,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,3,301.40346562303603,561,89.170065918937325,31.675202758051455,20.320917531847954,69,6,1174407641,0,0,0,0,0,20,20,0,20,24,1,0,0,20,20,0,20,26.999279344454408,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,4,302.71575406100601,570,113.23609569109976,63.450889701023698,31.775686942972243,136,10,1174407641,0,0,0,0,0,20,20,0,20,23,1,0,0,20,20,0,20,24.667201405391097,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,5,308.83734153397381,590,135.5123767722398,105.59345351625234,42.142563815228641,225,15,1174407641,0,0,0,0,0,20,20,0,20,23,1,0,0,20,20,0,20,24.665900902822614,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,6,309.73422674275935,588,156.40464219264686,158.25788057036698,52.66442705411464,336,21,1174407641,0,0,0,0,0,20,20,0,20,21,1,0,0,20,20,0,20,25.137394515797496,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,7,326.15947352163494,641,180.31057286728173,221.74686353933066,63.488982968963683,469,28,1174407641,0,0,0,0,0,20,20,0,20,24,1,0,0,20,20,0,20,22.069091104902327,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,8,370.75481592305005,661,210.92115807626396,294.84927798248827,73.102414443157613,624,36,1174407641,0,0,0,0,0,20,20,0,20,24,1,0,0,20,20,0,20,30.457912314683199,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,9,361.11585923004895,681,245.34900051914155,380.76698945648968,85.917711474001408,801,45,1174407641,0,0,0,0,0,20,20,0,20,24,1,0,0,20,20,0,20,21.906118338927627,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LM,JAC,10,342.95569660142064,690,235.75723110046238,476.20927800983191,95.442288553342223,1000,55,1174407641,0,0,0,0,0,20,20,0,20,23,1,0,0,20,20,0,20,22.025456543080509,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,1,116.49065154418349,247,63.64528998080641,2.7917524678632617,2.7917524678632617,6,1,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,2,117.27671973966062,252,85.067566500976682,8.5127432579174638,5.7209907900542021,19,3,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,3,130.64283680077642,257,91.433799418620765,17.711760991252959,9.199017733335495,39,6,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,4,113.52275910042226,262,133.6479053106159,30.189501046203077,12.477740054950118,66,10,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,5,116.13697091955692,267,156.52137158438563,45.969041916541755,15.779540870338678,100,15,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,6,124.89905897248536,272,177.61203799489886,65.018269592896104,19.049227676354349,141,21,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,7,125.75417456496507,277,204.0383470216766,86.977292935363948,21.959023342467844,189,28,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,8,149.54535273276269,282,224.58991252165288,112.85745434463024,25.880161409266293,244,36,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,9,128.48203022778034,287,243.17976725939661,141.81623287778348,28.958778533153236,306,45,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,O,10,135.7814008295536,292,263.13506443426013,173.62278426997364,31.806551392190158,375,55,1174407641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,QCL,1,300.53028131369501,553,69.467758133076131,0.46219031326472759,0.46219031326472759,1,1,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,QCL,2,308.35236027743667,573,67.870052978396416,11.383691957220435,10.921501643955708,24,3,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,QCL,3,323.89888559654355,593,100.34772718790919,31.664125619456172,20.280433662235737,69,6,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,QCL,4,369.42653344664723,613,137.83543539233506,63.690967793576419,32.026842174120247,136,10,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,QCL,5,368.55541196279228,633,160.89140389394015,106.02134725823998,42.330379464663565,225,15,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,QCL,6,381.00966303329915,653,178.26809661649168,158.9157405840233,52.894393325783312,336,21,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
LA,QCL,7,399.38538956735283,673,191.64495820552111,223.0297428900376,64.114002306014299,469,28,1174407641,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,NOT_RECORDED_SEPARATE_BRACKET,NOT_RECORDED_SEPARATE_BRACKET,"endpoint wall includes runtime observer; checkpoint wall includes allseen evaluator/geometry/storage; probe cumulative overlaps brackets, do not sum"
