F1t_Kt_norm_mean,H1_deltaK_norm_mean,base_action_norm_mean,completion_rows,cosine_mean,direct_drift_signed_dot_mean,direct_write_norm_mean,endpoint,key_delta_norm_mean,key_drift_action_norm_mean,layer,mapping_relative_max,panel,signed_cross_negative,time_split_residual_max,valid_positions
2.1590520240432385,0.09592258401427486,1.963700083941582,2000,0.9586991276555235,-0.13160324585293373,1.9461771889973463,BASE_ALPHAEDIT_W030,2.8971488456729504,2.0263895936834415,6,1.2194474370783458e-06,N_diag1000,1678,1.3034988009939244e-05,18110
3.357966112209264,0.2613710436818189,3.1299619996463637,512,0.9151669003724903,-0.1481176931807705,2.459841599344354,BASE_ALPHAEDIT_W030,4.488573373554235,3.575229886960142,7,1.19341834061595e-06,BaseEval256,321,1.2813823103753337e-05,4459
8.769085780911523,0.39799067018824963,7.590076671606827,128,0.9687566938165595,-2.563183916650355,8.229538044357358,BASE_ALPHAEDIT_W030,10.782607264790599,7.611838718962251,7,1.4281529986610363e-06,GeneralEval128,128,4.3393897186138224e-05,16384
4.105171143064368,0.2817226151300126,3.833092157873594,66,0.9295789511568856,-0.031089137945190883,3.2217071562307487,BASE_ALPHAEDIT_W030,5.512769831961603,4.147525386968434,7,1.5104985504868538e-06,H_active_variants,42,2.0104218641226095e-05,1040
3.929848082787814,0.28620975624001366,3.976469599350919,600,0.9243550622168272,-0.7770648553142546,3.260474482039583,BASE_ALPHAEDIT_W030,5.6735700634414155,4.281404622919403,7,1.481725123932268e-06,H_diag_B1_R100_P200,584,2.661560910941868e-05,9776
3.3878900094713917,0.2585064146487572,3.136050295488409,2000,0.9175391819190967,-0.14158607338711976,2.516063106768969,BASE_ALPHAEDIT_W030,4.492432136203737,3.5591698781179177,7,1.2466657163430018e-06,N_diag1000,1142,1.4985988996194166e-05,18110
7.450625894961437,0.7735380861782619,4.760213122673161,512,0.7913428334750312,-2.334327569390688,4.24285928917354,BASE_ALPHAEDIT_W030,6.776416349828679,7.730815840481889,8,1.3094152043333422e-06,BaseEval256,438,1.431138244929797e-05,4459
16.487440797182447,1.138261725522598,11.420251028408105,128,0.9346945525942285,-8.057225198558648,14.488611887320094,BASE_ALPHAEDIT_W030,16.231987678868755,13.147977497992253,8,1.5930939604428423e-06,GeneralEval128,125,5.0098348580117455e-05,16384
8.629083583133564,0.8564115358605272,5.949248336219838,66,0.8241464751095566,-0.9761413911816462,5.51273089010619,BASE_ALPHAEDIT_W030,8.4434294813865,8.483172746053613,8,1.6376249771428448e-06,H_active_variants,50,2.2629377325350516e-05,1040
8.38173857549872,0.8653935624916606,6.055215663161448,600,0.8215640612752895,-3.057971804457548,5.632442049616406,BASE_ALPHAEDIT_W030,8.610715353137909,8.522290870096107,8,1.6583021799201942e-06,H_diag_B1_R100_P200,548,3.0557614677752036e-05,9776
7.460054106228914,0.7815496068706047,4.771333453080592,2000,0.7984811437404694,-2.156718818416057,4.324329986819354,BASE_ALPHAEDIT_W030,6.793007890838807,7.661727571462199,8,1.3601533037917361e-06,N_diag1000,1651,1.6094356784454142e-05,18110
1.2106691637556926,0.0,0.0,512,1.0,0.0,1.3071645034808603,BASE_ALPHAEDIT_W040,0.0,0.0,4,1.1815439010769008e-06,BaseEval256,0,8.754992210015172e-06,4459
3.708867624600046,0.0,0.0,128,1.0,0.0,3.7967501215332815,BASE_ALPHAEDIT_W040,0.0,0.0,4,1.3831865697035473e-06,GeneralEval128,0,2.968118106905937e-05,16384
1.4832007461601258,0.0,0.0,66,1.0,0.0,1.607332195067112,BASE_ALPHAEDIT_W040,0.0,0.0,4,1.3381157766833906e-06,H_active_variants,0,1.319385737402967e-05,1040
1.4876156983876252,0.0,0.0,600,1.0,0.0,1.6385673212008547,BASE_ALPHAEDIT_W040,0.0,0.0,4,1.3846522695099537e-06,H_diag_B1_R100_P200,0,1.7569297278494597e-05,9776
1.237609854375895,0.0,0.0,2000,1.0,0.0,1.3310906513401304,BASE_ALPHAEDIT_W040,0.0,0.0,4,1.1584330803135222e-06,N_diag1000,0,9.537345365485612e-06,18110
1.6577077343511473,0.0423937907884277,1.2055723973071466,512,0.9795928330330708,-0.010730463664684674,1.5346993985235207,BASE_ALPHAEDIT_W040,1.773295353025079,1.2436363875032987,5,1.2104302490394025e-06,BaseEval256,281,1.056509449731383e-05,4459
5.2188406423620055,0.08649939350973035,3.3895581358075444,128,0.9911537466557127,-0.6717124599207449,5.159263519748267,BASE_ALPHAEDIT_W040,4.945638119879609,3.3823757994595427,5,1.4027662788295095e-06,GeneralEval128,128,3.6524890616000793e-05,16384
2.0202702745260153,0.04380301478395157,1.435883670452065,66,0.9845235206993532,-0.14932372808923386,1.9721776453058601,BASE_ALPHAEDIT_W040,2.0994312044440493,1.4536740410799456,5,1.4705475641347548e-06,H_active_variants,66,1.851459212177367e-05,1040
2.0134527787850174,0.047527375089234124,1.5433704875553425,600,0.9823297733608467,-0.13831750993732478,1.9957290799952412,BASE_ALPHAEDIT_W040,2.2650550954438238,1.5706121756256441,5,1.4705475641347548e-06,H_diag_B1_R100_P200,566,2.159855537665406e-05,9776
1.6728170683069592,0.04184837681505867,1.215068642341172,2000,0.9799447735668544,-0.02397992990494683,1.5585868383614296,BASE_ALPHAEDIT_W040,1.7885893319064894,1.2507823086538565,5,1.1804350494428383e-06,N_diag1000,1149,1.1743925869828536e-05,18110
2.5128098055008263,0.10549526476740101,2.2182982258916395,512,0.9459872340315851,-0.23282194327757103,2.2117947747486593,BASE_ALPHAEDIT_W040,3.2721410510972966,2.3361634709425596,6,1.185404409394797e-06,BaseEval256,474,1.1967708596359434e-05,4459
7.491714383237412,0.20399053493544575,5.8622884986804955,128,0.9786357208498375,-1.8451667441389836,7.239379372915966,BASE_ALPHAEDIT_W040,8.574956691396395,5.817395672544329,6,1.4325179717500946e-06,GeneralEval128,128,4.0494108938281846e-05,16384
3.0788918788167687,0.11410442487530234,2.586543557425966,66,0.9594786950224284,-0.3357816568544948,2.803820700119907,BASE_ALPHAEDIT_W040,3.822164017251246,2.661818754065368,6,1.454448631353107e-06,H_active_variants,66,1.9517082780908105e-05,1040
3.0319241539304578,0.12164576212449456,2.793654183158815,600,0.9538280827561854,-0.54112649162554,2.8447688264188815,BASE_ALPHAEDIT_W040,4.115051418441022,2.8755764949877465,6,1.4420289080443555e-06,H_diag_B1_R100_P200,600,2.551338606199213e-05,9776
2.5284668016016516,0.10532826514212126,2.216592352857372,2000,0.947349218605046,-0.22780825799969245,2.2342006827936958,BASE_ALPHAEDIT_W040,3.27200944598948,2.323804285097338,6,1.2296439650314437e-06,N_diag1000,1829,1.3180263932720098e-05,18110
4.048099443650784,0.2858059678177655,3.4985653649497874,512,0.8939428350462214,-0.29726735861855325,2.8255985526650673,BASE_ALPHAEDIT_W040,5.01000183659248,4.170664222552743,7,1.2353642211091675e-06,BaseEval256,339,1.3120409461970667e-05,4459
10.797589109238569,0.45675537619655715,9.02260355362997,128,0.955912197177698,-4.261899051230634,9.996064771196538,BASE_ALPHAEDIT_W040,12.811184697160623,9.133103326527031,7,1.458749159117147e-06,GeneralEval128,128,4.3977682298995e-05,16384
4.914754562584448,0.30615157226101763,4.286486711184836,66,0.9126245546997231,-0.20578390652541284,3.733724998471502,BASE_ALPHAEDIT_W040,6.152322029721221,4.801707119449764,7,1.5514184149829294e-06,H_active_variants,48,2.0578211199067995e-05,1040
4.761733899789396,0.32142122147843966,4.467579122578759,600,0.9054398261170062,-1.1516902895158792,3.7773659587601665,BASE_ALPHAEDIT_W040,6.361261747017823,4.956961403748886,7,1.5144647901526735e-06,H_diag_B1_R100_P200,588,2.711403359273868e-05,9776
4.0894760044596,0.285224900284531,3.5207149182837227,2000,0.8961534806270945,-0.293671044790542,2.8935577654781444,BASE_ALPHAEDIT_W040,5.034163445608163,4.169825883510939,7,1.2898759286113141e-06,N_diag1000,1299,1.5286121960981908e-05,18110
9.459361079470714,0.8245218702381516,5.2302654774995805,512,0.747879284894146,-3.8027593908669233,4.911059197357389,BASE_ALPHAEDIT_W040,7.442239003519256,9.594288187137302,8,1.3046309343888838e-06,BaseEval256,462,1.5467396238591335e-05,4459
20.417647767952545,1.2984001598219956,13.435349266414862,128,0.9091534527847569,-17.49018617265571,17.55680832238297,BASE_ALPHAEDIT_W040,19.125530531172068,16.225935999717855,8,1.6822056724815933e-06,GeneralEval128,127,5.312336458570802e-05,16384
10.675962504620339,0.9383997455372384,6.579441096365408,66,0.7881706802317908,-2.0771732297135004,6.42638753323243,BASE_ALPHAEDIT_W040,9.311755812295596,10.240389692205591,8,1.6201619441315578e-06,H_active_variants,44,2.4108890563416004e-05,1040
10.506012306181331,0.9607894593552434,6.711891457032087,600,0.7825882277928549,-4.917366622024817,6.563138145590252,BASE_ALPHAEDIT_W040,9.53201988909406,10.378941938682916,8,1.666466506860049e-06,H_diag_B1_R100_P200,556,3.253097427793321e-05,9776
9.491492987383483,0.840806057795422,5.274564102914927,2000,0.7544149102246097,-3.370807122677057,5.005013539843087,BASE_ALPHAEDIT_W040,7.4984864123627535,9.539185952464988,8,1.3592091972628162e-06,N_diag1000,1724,1.731769874423828e-05,18110
1.3721713985132942,0.0,0.0,512,1.0,0.0,1.4608622612023385,BASE_ALPHAEDIT_W050,0.0,0.0,4,1.1870441823017337e-06,BaseEval256,0,8.755466161841408e-06,4459
4.347546194971347,0.0,0.0,128,1.0,0.0,4.4244534528234825,BASE_ALPHAEDIT_W050,0.0,0.0,4,1.3927369728463234e-06,GeneralEval128,0,2.9872472005628492e-05,16384
1.6824486260704776,0.0,0.0,66,1.0,0.0,1.7960154073799504,BASE_ALPHAEDIT_W050,0.0,0.0,4,1.3546604763021607e-06,H_active_variants,0,1.3239091297325663e-05,1040
1.7002945600309531,0.0,0.0,600,1.0,0.0,1.8372488794602884,BASE_ALPHAEDIT_W050,0.0,0.0,4,1.3863242322709531e-06,H_diag_B1_R100_P200,0,1.7617695077121976e-05,9776
1.4009352348418378,0.0,0.0,2000,1.0,0.0,1.4869509596677686,BASE_ALPHAEDIT_W050,0.0,0.0,4,1.1686902556667984e-06,N_diag1000,0,9.625569512146184e-06,18110
1.879103108221752,0.04548826574245564,1.336136256505369,512,0.9748769069427937,-0.057169410411719045,1.7402969445069365,BASE_ALPHAEDIT_W050,1.9670101651955187,1.401718234897038,5,1.2110373351345075e-06,BaseEval256,387,1.0591922708721093e-05,4459
6.1410468491644,0.0994071182979611,3.9297740119472397,128,0.9881062351147989,-0.9822851066550916,6.057836163224435,BASE_ALPHAEDIT_W050,5.733379463814671,3.94754691825583,5,1.4127137796028528e-06,GeneralEval128,128,3.685227561247033e-05,16384
2.306918786951724,0.04831364449245489,1.58170004716209,66,0.9813402265416329,-0.1856121666124778,2.234806277760564,BASE_ALPHAEDIT_W050,2.3144044130174186,1.6219688337347793,5,1.4832088054460132e-06,H_active_variants,66,1.867386452564632e-05,1040
2.3097547986386773,0.0525013424951294,1.711037637363814,600,0.9783781343811015,-0.20944104880501016,2.267441101261468,BASE_ALPHAEDIT_W050,2.513289757488657,1.7642823917839674,5,1.4832088054460132e-06,H_diag_B1_R100_P200,590,2.1794746070644793e-05,9776
1.893220867616074,0.04530567438179277,1.3481030764900006,2000,0.975327824265864,-0.07286500896533661,1.7659368512284326,BASE_ALPHAEDIT_W050,1.9844620473602088,1.4103512876112716,5,1.1914893805556407e-06,N_diag1000,1595,1.1915560179279914e-05,18110
2.8521597435983335,0.11387309596047983,2.4512840513869225,512,0.9340279089887007,-0.35333145000420696,2.483356321928026,BASE_ALPHAEDIT_W050,3.6130041539069824,2.609272897805753,6,1.2191284960128064e-06,BaseEval256,489,1.2283742979808457e-05,4459
8.870027753025743,0.23355727244351504,6.8185924240398865,128,0.9711463717410578,-2.7861426742375333,8.52415408094106,BASE_ALPHAEDIT_W050,9.96308963108578,6.786738616980644,6,1.4558408073595564e-06,GeneralEval128,128,4.0964632202083506e-05,16384
3.5157191583200054,0.12388242786475248,2.8657959311457337,66,0.9506533582578771,-0.45049003140741106,3.1712874081201186,BASE_ALPHAEDIT_W050,4.230839064228828,2.9699574818618255,6,1.4791883316898606e-06,H_active_variants,66,1.9793009344419263e-05,1040
3.490106194784521,0.1348603694909652,3.092175994072388,600,0.9439671001771054,-0.7134150133821539,3.223566506924943,BASE_ALPHAEDIT_W050,4.550399436376908,3.208028369849394,6,1.4612205104836236e-06,H_diag_B1_R100_P200,600,2.583902536478489e-05,9776
2.868256251104154,0.11429029843836765,2.4502884999777326,2000,0.9358029629362554,-0.34330438816911035,2.510386673819284,BASE_ALPHAEDIT_W050,3.614167959547617,2.595003481258117,6,1.252857004883764e-06,N_diag1000,1895,1.3440930814378144e-05,18110
4.735427836569156,0.30200810637201975,3.8233119525642687,512,0.8730942767153935,-0.41314039734372077,3.1912092898818463,BASE_ALPHAEDIT_W050,5.4729000258920895,4.716707417417391,7,1.2531787950827174e-06,BaseEval256,353,1.3370123509254994e-05,4459
13.028093962760018,0.5149361317054938,10.490470021904613,128,0.940408935495072,-6.51875504122221,11.847646583291152,BASE_ALPHAEDIT_W050,14.894543508051582,10.754812330459625,7,1.503959988182994e-06,GeneralEval128,126,4.5095076361558266e-05,16384
5.759138869587914,0.3297597936383445,4.741417703107067,66,0.8935769759078427,-0.47082545953121463,4.26468491685897,BASE_ALPHAEDIT_W050,6.79275780429274,5.467126991920254,7,1.6151155190844963e-06,H_active_variants,48,2.1210906834968573e-05,1040
5.598942147695397,0.35074153435626315,4.91367856596631,600,0.8863726877874805,-1.603165631767614,4.304035875441001,BASE_ALPHAEDIT_W050,6.990782072621993,5.596467386675294,7,1.5555027201951417e-06,H_diag_B1_R100_P200,586,2.7794492916108827e-05,9776
4.780339231612115,0.3028800768432793,3.850949606303851,2000,0.8757899597181429,-0.42415527831164795,3.2674663530581154,BASE_ALPHAEDIT_W050,5.503582304994174,4.718072277637708,7,1.3312990598875357e-06,N_diag1000,1402,1.567158290921139e-05,18110
11.577555840628794,0.8575238153821143,5.619847210581941,512,0.7074557478298279,-6.366827029737385,5.5476516252225245,BASE_ALPHAEDIT_W050,7.999062743214907,11.646733286972545,8,1.2028050808301481e-06,BaseEval256,478,1.654411676102312e-05,4459
25.016875017198736,1.4696820497837244,15.52815479131926,128,0.8778535582980381,-31.563444133417526,20.75124022211379,BASE_ALPHAEDIT_W050,22.141916205215125,20.09822895477926,8,1.7334082797028212e-06,GeneralEval128,127,5.777955985989554e-05,16384
12.865740671337937,0.9983152909653342,7.129703006476628,66,0.7501836103996375,-6.13477791610427,7.300377710777302,BASE_ALPHAEDIT_W050,10.09600898323925,12.380761106342087,8,1.6334686294499057e-06,H_active_variants,60,2.557075906859786e-05,1040
12.653055668032767,1.0300038939146607,7.248288788943834,600,0.7460542746955147,-8.72451903937671,7.47294666296296,BASE_ALPHAEDIT_W050,10.307848606263011,12.359995844077183,8,1.7230495352204095e-06,H_diag_B1_R100_P200,578,3.4377941270015754e-05,9776
11.592593474666002,0.8831041728681307,5.67734750204558,2000,0.7147099056916401,-5.75278605292199,5.6508649666249875,BASE_ALPHAEDIT_W050,8.071283893234282,11.570745573759792,8,1.3442393856092253e-06,N_diag1000,1827,1.886477033265073e-05,18110
1.5344865062980166,0.0,0.0,512,1.0,0.0,1.6160752081879752,BASE_ALPHAEDIT_W060,0.0,0.0,4,1.196522746276262e-06,BaseEval256,0,8.870437073292843e-06,4459
4.981012789751659,0.0,0.0,128,1.0,0.0,5.049736482124677,BASE_ALPHAEDIT_W060,0.0,0.0,4,1.3997041995965782e-06,GeneralEval128,0,3.0090350545665962e-05,16384
1.894435137624664,0.0,0.0,66,1.0,0.0,1.9980468917576057,BASE_ALPHAEDIT_W060,0.0,0.0,4,1.3578742877454436e-06,H_active_variants,0,1.3339491743656676e-05,1040
1.9162974314401018,0.0,0.0,600,1.0,0.0,2.0412080476534182,BASE_ALPHAEDIT_W060,0.0,0.0,4,1.3950858842994853e-06,H_diag_B1_R100_P200,0,1.7779086193311342e-05,9776
1.5711328645651292,0.0,0.0,2000,1.0,0.0,1.650063432207142,BASE_ALPHAEDIT_W060,0.0,0.0,4,1.1824498499077432e-06,N_diag1000,0,9.675492831037739e-06,18110
2.100996294423806,0.048881146434664215,1.474370437880682,512,0.9694275017758239,-0.14817257825290503,1.9451082037835723,BASE_ALPHAEDIT_W060,2.169566681108738,1.5909446705581218,5,1.2287186335107282e-06,BaseEval256,490,1.067310278107502e-05,4459
7.087609212548429,0.11234605882717975,4.480484617814849,128,0.9845674556527206,-1.4228407345457723,6.971440672716906,BASE_ALPHAEDIT_W060,6.529986915442943,4.55237114958874,5,1.4295402108700813e-06,GeneralEval128,128,3.7029628027207964e-05,16384
2.601302547372232,0.05165263592034294,1.7483290435378294,66,0.9772753007111793,-0.2506216209567609,2.5083556376185485,BASE_ALPHAEDIT_W060,2.555394556184441,1.8229198762996435,5,1.4897425429802815e-06,H_active_variants,66,1.8897461960619998e-05,1040
2.614800616152483,0.057646886538540054,1.8933898876158135,600,0.9737103376093137,-0.31657237515275394,2.542559640864624,BASE_ALPHAEDIT_W060,2.7783163399805306,1.994372376135458,5,1.4897425429802815e-06,H_diag_B1_R100_P200,594,2.1960225012800777e-05,9776
2.124876343534617,0.04900090134565591,1.4948816301419459,2000,0.9697354127805601,-0.16995029697923095,1.980239738617451,BASE_ALPHAEDIT_W060,2.197662827605159,1.6080609478793029,5,1.2044736777403718e-06,N_diag1000,1922,1.1985676898662184e-05,18110
3.194236115198584,0.12282334341406735,2.6905531351621814,512,0.9208201822466743,-0.5519670083305342,2.7520497383917015,BASE_ALPHAEDIT_W060,3.9582976579033655,2.8955985941922893,6,1.2227766485580803e-06,BaseEval256,502,1.24518233604388e-05,4459
10.332672516398388,0.26446857200092533,7.821480511315221,128,0.9621648077286515,-4.023343424641013,9.831487291456657,BASE_ALPHAEDIT_W060,11.409744231622001,7.835131110837217,6,1.4823069422941559e-06,GeneralEval128,128,4.163125409424708e-05,16384
3.9846511015308734,0.13214863611722086,3.164585396625622,66,0.940575371965809,-0.639546915314776,3.55094788946749,BASE_ALPHAEDIT_W060,4.652299379742218,3.311335476945758,6,1.4934341183178473e-06,H_active_variants,66,2.0057102093930096e-05,1040
3.9781135583343508,0.14922469643459763,3.4148806571560963,600,0.9324086119661119,-0.9734302359948032,3.6086350128799873,BASE_ALPHAEDIT_W060,5.016423416149979,3.580093398697812,6,1.4908559342824578e-06,H_diag_B1_R100_P200,600,2.6260824098408047e-05,9776
3.22689017946853,0.12458312006083318,2.704479540464624,2000,0.92210797675091,-0.5339360841623688,2.790518264506506,BASE_ALPHAEDIT_W060,3.981671683266118,2.8951357958101114,6,1.268798846691665e-06,N_diag1000,1943,1.3649674342404532e-05,18110
5.521300373890299,0.3149449364969372,4.15262585317476,512,0.8500059105528682,-0.5668662379102687,3.5742345752167273,BASE_ALPHAEDIT_W060,5.937589214673041,5.312999152163579,7,1.3725935387695096e-06,BaseEval256,362,1.3837363043363661e-05,4459
15.500037281522115,0.5741112103324086,12.055971447458939,128,0.9213136940549662,-9.675664349740382,13.746028414465538,BASE_ALPHAEDIT_W060,17.10774281710239,12.643714227549731,7,1.5515350274985932e-06,GeneralEval128,125,4.6473010683265776e-05,16384
6.628417910592501,0.34041180458032616,5.167566186752048,66,0.8736785517348448,-1.0011330256610538,4.819015781993722,BASE_ALPHAEDIT_W060,7.393526993576373,6.133667534212525,7,1.6512788102047115e-06,H_active_variants,60,2.163632240999416e-05,1040
6.551890669458675,0.37748644857564595,5.388941029565903,600,0.8639594889304516,-2.18082479597697,4.852561456643919,BASE_ALPHAEDIT_W060,7.661418876015001,6.33122522227432,7,1.619221798994786e-06,H_diag_B1_R100_P200,581,2.8783978592089458e-05,9776
5.611089839211163,0.31656226814302646,4.20188016907138,2000,0.8517321937966668,-0.5778034911380712,3.6644629201636305,BASE_ALPHAEDIT_W060,5.99926202929991,5.35862670908226,7,1.3693041919792256e-06,N_diag1000,1441,1.619454381637091e-05,18110
14.079473458178608,0.8701783254885487,5.986557461346157,512,0.6651490554836611,-9.624335342472595,6.2036768994687375,BASE_ALPHAEDIT_W060,8.524877979769517,14.05216878189229,8,1.1426954553765468e-06,BaseEval256,482,1.8381464650870842e-05,4459
30.428247574236856,1.6407153665150764,17.732825955307803,128,0.8395584599512255,-55.69999797370504,23.9760755385308,BASE_ALPHAEDIT_W060,25.3172090750449,25.160591194945837,8,1.7767150511888644e-06,GeneralEval128,127,6.114783919382966e-05,16384
15.348328519772908,1.0181153090242514,7.58731325181993,66,0.7128320578375167,-9.06869059239719,8.2371692543469,BASE_ALPHAEDIT_W060,10.778271152306498,14.615094513580493,8,1.4935298881200476e-06,H_active_variants,62,2.752785834337476e-05,1040
15.309140876658002,1.0823706031392573,7.79988204871837,600,0.7048129123033592,-13.783050380913112,8.419073298244545,BASE_ALPHAEDIT_W060,11.100121479456764,14.8591811973066,8,1.650295091531033e-06,H_diag_B1_R100_P200,582,3.6871300008875564e-05,9776
14.23249838440156,0.9029310357421932,6.076840185171539,2000,0.6701307058628239,-8.580320569400126,6.3278183185210155,BASE_ALPHAEDIT_W060,8.641249374088023,14.095618618569793,8,1.287164490192683e-06,N_diag1000,1867,2.005907921788772e-05,18110
1.6853158950648566,0.0,0.0,512,1.0,0.0,1.7601807032204522,BASE_ALPHAEDIT_W070,0.0,0.0,4,1.2026867499361438e-06,BaseEval256,0,8.952334134141335e-06,4459
5.600029204555192,0.0,0.0,128,1.0,0.0,5.6615235332714064,BASE_ALPHAEDIT_W070,0.0,0.0,4,1.412459892419031e-06,GeneralEval128,0,3.0340895545239803e-05,16384
2.1017501122695053,0.0,0.0,66,1.0,0.0,2.195525933968318,BASE_ALPHAEDIT_W070,0.0,0.0,4,1.3687930744775131e-06,H_active_variants,0,1.3495430090134046e-05,1040
2.1235322742855653,0.0,0.0,600,1.0,0.0,2.2376217896958193,BASE_ALPHAEDIT_W070,0.0,0.0,4,1.4208354520687986e-06,H_diag_B1_R100_P200,0,1.7975074155581876e-05,9776
1.7280054230757023,0.0,0.0,2000,1.0,0.0,1.8003120686181502,BASE_ALPHAEDIT_W070,0.0,0.0,4,1.1934960034592216e-06,N_diag1000,0,9.741365583963959e-06,18110
2.349492559410302,0.05218183092042487,1.6097949970656016,512,0.9636927737285373,-0.3120905641115884,2.1516528246939495,BASE_ALPHAEDIT_W070,2.36515193536501,1.841494986552851,5,1.2425737871228533e-06,BaseEval256,502,1.070770392076771e-05,4459
8.12448104381177,0.1254110590868628,5.029462566796209,128,0.9806003823199616,-2.0225733406298585,7.931278714400273,BASE_ALPHAEDIT_W070,7.320432600400847,5.251546991041078,5,1.4449242736219606e-06,GeneralEval128,128,3.748514162499396e-05,16384
2.9329259553106173,0.056903801657693064,1.9100880462543406,66,0.9729653905703038,-0.31968166249620295,2.799632324042905,BASE_ALPHAEDIT_W070,2.7897017031900595,2.0436411715013683,5,1.5136441754592507e-06,H_active_variants,66,1.915512919129224e-05,1040
2.9600007405723034,0.06331211507984516,2.078790435310794,600,0.9685780880304514,-0.4729860972959339,2.827316651432895,BASE_ALPHAEDIT_W070,3.044444962249102,2.289161354162104,5,1.5136441754592507e-06,H_diag_B1_R100_P200,598,2.219685732373661e-05,9776
2.3806288046308763,0.052803394062011524,1.6360146924170258,2000,0.9639228140868285,-0.3330830845985639,2.192556039907255,BASE_ALPHAEDIT_W070,2.4011265884418926,1.8635113323596657,5,1.2183588680813037e-06,N_diag1000,1982,1.2138174795871546e-05,18110
3.659345579873481,0.1359129109309343,2.941501819701975,512,0.905912023208727,-0.718827810589727,3.0379394452544908,BASE_ALPHAEDIT_W070,4.314763323259339,3.278706221985984,6,1.2537140713308933e-06,BaseEval256,504,1.277004993111404e-05,4459
12.272432241428145,0.30002486327429867,8.915748702976131,128,0.9511244498556468,-5.11216102657336,11.25136279003349,BASE_ALPHAEDIT_W070,12.97344879757469,9.257190011876645,6,1.5219194116055142e-06,GeneralEval128,128,4.2352712660020613e-05,16384
4.605403571523592,0.14644347441681457,3.4879615022069896,66,0.9284704307580736,-0.8177552616350562,3.975323742121528,BASE_ALPHAEDIT_W070,5.121152524578165,3.765604767086177,6,1.5203113881950076e-06,H_active_variants,66,2.0292002093552922e-05,1040
4.668320364105516,0.16806924743247095,3.776919904685128,600,0.9184760638660858,-1.1674433710362875,4.024514856341619,BASE_ALPHAEDIT_W070,5.533863129127457,4.119832257588513,6,1.5342988188032164e-06,H_diag_B1_R100_P200,600,2.6758643102443396e-05,9776
3.7105962804183017,0.13767794658727223,2.9638705332750925,2000,0.9071241871643508,-0.6825388528144295,3.0859404896486904,BASE_ALPHAEDIT_W070,4.351796457358726,3.2860621220621202,6,1.3044229903876556e-06,N_diag1000,1963,1.3928959554782133e-05,18110
6.722882969641086,0.3463882685022724,4.5847222939347505,512,0.8180465384837223,-0.2933478277131676,4.00456519992075,BASE_ALPHAEDIT_W070,6.525453272410767,6.264681238024505,7,1.3322961298102158e-06,BaseEval256,296,1.4572522571960106e-05,4459
19.593743644223302,0.6625297100321006,14.056419730493708,128,0.8932544742473651,-8.656021079811733,15.909217171358716,BASE_ALPHAEDIT_W070,19.935437941499558,16.18879680991811,7,1.6267569338538143e-06,GeneralEval128,110,4.842987300720961e-05,16384
8.045523733196307,0.36177376147280665,5.737543913395544,66,0.8460941933044825,-0.6982824065015117,5.430589738237856,BASE_ALPHAEDIT_W070,8.17529218702757,7.317457190550736,7,1.6081327573412262e-06,H_active_variants,36,2.264333628503396e-05,1040
8.137480983105574,0.4270234690425546,6.029589183481886,600,0.8310815041535466,-2.382691185367027,5.468990132064184,BASE_ALPHAEDIT_W070,8.558970625370291,7.693261011960309,7,1.6726936551013946e-06,H_diag_B1_R100_P200,530,3.006734066180977e-05,9776
6.869380778895442,0.34875779912014343,4.653456043929489,2000,0.8192242664087999,-0.29778906660432325,4.10928269617735,BASE_ALPHAEDIT_W070,6.617473842566257,6.377428552424583,7,1.394894692509086e-06,N_diag1000,1186,1.6705178897739803e-05,18110
17.97889097717445,0.8986222094181209,6.4108141317767675,512,0.6114422048430619,-17.417976023154573,6.887893681183538,BASE_ALPHAEDIT_W070,9.13175646794911,18.02772382064873,8,1.0821397628323266e-06,BaseEval256,507,2.0554021614672346e-05,4459
41.88947950357874,1.8874677022901023,20.64914324606813,128,0.780580503243004,-81.79860382444639,27.442757535184604,BASE_ALPHAEDIT_W070,29.50246565456627,36.770981558358045,8,1.6074105706530074e-06,GeneralEval128,120,6.677159200062164e-05,16384
19.666854174863627,1.07366937238955,8.174728055304373,66,0.6615127062088929,-14.913353485147205,9.202716749790921,BASE_ALPHAEDIT_W070,11.645712225399267,18.892317158811803,8,1.2489803898693143e-06,H_active_variants,66,2.9946979432004647e-05,1040
20.311594803057947,1.1668310400881095,8.476494125189067,600,0.6474884053571027,-23.711858693572157,9.402585049226492,BASE_ALPHAEDIT_W070,12.097592115415653,19.943260529280394,8,1.5490712324283244e-06,H_diag_B1_R100_P200,589,4.131250939470043e-05,9776
18.23769144989841,0.9362751532906639,6.523839601830747,2000,0.6149823209778089,-16.60567749528419,7.028009793637158,BASE_ALPHAEDIT_W070,9.283150554947248,18.209953410952398,8,1.28818511712568e-06,N_diag1000,1924,2.2135342577166197e-05,18110
1.8390365704614733,0.0,0.0,512,1.0,0.0,1.9070226136055766,BASE_ALPHAEDIT_W080,0.0,0.0,4,1.2267572528049072e-06,BaseEval256,0,9.039038826380737e-06,4459
6.246342259728322,0.0,0.0,128,1.0,0.0,6.30159073884281,BASE_ALPHAEDIT_W080,0.0,0.0,4,1.4248579484281523e-06,GeneralEval128,0,3.0520339228453175e-05,16384
