after_strict,after_success,before_strict,before_success,bootstrap_repetitions,ci_high,ci_low,cluster_count,contrast,count,desired_margin_delta,desired_margin_delta_q01,desired_margin_delta_q05,desired_margin_delta_q50,desired_margin_delta_q95,desired_margin_delta_q99,desired_nll_delta,desired_nll_delta_q01,desired_nll_delta_q05,desired_nll_delta_q50,desired_nll_delta_q95,desired_nll_delta_q99,g_delta,g_delta_q01,g_delta_q05,g_delta_q50,g_delta_q95,g_delta_q99,gained,kind,lost,new_nll_delta,new_nll_delta_q01,new_nll_delta_q05,new_nll_delta_q50,new_nll_delta_q95,new_nll_delta_q99,panel,seed,strict_gained,strict_lost,true_nll_delta,true_nll_delta_q01,true_nll_delta_q05,true_nll_delta_q50,true_nll_delta_q95,true_nll_delta_q99
110,175,100,174,2000,0.024677600902766723,-0.6920783964678267,100,BASE_ALPHAEDIT_W020 minus own W001,200,0.18472563216433627,-8.524545533955097,-4.65060871988535,-0.06852780282497406,5.313264715671523,9.556019936427473,-0.3106427320090006,-6.198448228836059,-4.711713016033172,-0.003021135868038982,2.8343597263097706,5.1878584647178645,-0.18472563216433627,-9.556019936427473,-5.313264715671538,0.06852780282497406,4.650608719885348,8.524545533955097,9,P,8,-0.3106427320090006,-6.198448228836059,-4.711713016033172,-0.003021135868038982,2.8343597263097706,5.1878584647178645,H_diag_B1_R100_P200,20260924,28,18,-0.12591709984466434,-7.121037430763245,-4.63695011138916,-0.17436838150024414,4.310740566253658,7.617275581359863
86,97,99,100,2000,1.2219067015658072,0.4191583056404488,100,BASE_ALPHAEDIT_W020 minus own W001,100,-2.0938204125640913,-11.72587722102413,-7.873932278854772,-1.8058390559162945,2.9856131392298257,3.726232052487343,0.7851135734794661,-0.041984378043562184,-0.023659344634506852,0.03067317057866603,4.69934418852208,11.046168256816461,2.0938204125640913,-3.726232052487321,-2.9856131392298266,1.8058390559162945,7.87393227885477,11.725877221024135,0,R,3,0.7851135734794661,-0.041984378043562184,-0.023659344634506852,0.03067317057866603,4.69934418852208,11.046168256816461,H_diag_B1_R100_P200,20260924,0,13,-1.3087068390846253,-8.25368022441864,-5.876397132873535,-1.1035947799682617,2.9994027614593497,3.7239792442321993
184,741,245,874,2000,0.855082993849268,-0.10840964426997111,87,BASE_ALPHAEDIT_W020 minus own W001,1000,-2.5337470873378622,-15.508104350753129,-11.122747920453548,-2.038679737597704,4.137847736477849,8.200636063814159,0.37018694836724897,-8.268844066113234,-5.382092094421386,0.002179846167564392,6.760084740817546,10.782738699913022,-2.5337470873378622,-15.508104350753129,-11.122747920453548,-2.038679737597704,4.137847736477849,8.200636063814159,47,N,180,-2.1635601389706136,-11.07184724509716,-8.607504844665527,-1.8553524017333984,3.3341115951538085,5.997532739639282,N_diag1000,20260924,79,140,0.37018694836724897,-8.268844066113234,-5.382092094421386,0.002179846167564392,6.760084740817546,10.782738699913022
25,163,55,228,2000,2.4056584116894553,1.313350123260625,256,BASE_ALPHAEDIT_W030 minus own W001,256,-4.878158161409374,-18.800500534661115,-14.78154194355011,-4.497077226638794,2.6185064911842346,5.278723297268152,1.8694466671040573,-7.933297675848007,-4.894189402461052,1.256758451461792,10.168818950653076,12.14222202785312,-4.878158161409374,-18.800500534661115,-14.78154194355011,-4.497077226638794,2.6185064911842346,5.278723297268152,2,BASE,67,-3.0087114943053166,-11.774055340886116,-10.222225427627563,-2.5428318977355957,2.5873830318450928,4.175408554077148,BaseEval256,20260924,12,42,1.8694466671040573,-7.933297675848007,-4.894189402461052,1.256758451461792,10.168818950653076,12.14222202785312
1,16,0,10,2000,0.2569279409945011,-3.129220982392629,5,BASE_ALPHAEDIT_W030 minus own W001,22,1.951618966731158,-5.23821006655693,-4.282333135604858,1.699393391609192,8.19055105149746,9.215563974380492,-1.7174369286407123,-6.451435334682465,-6.261331760883332,-1.226642370223999,3.0773244976997365,3.900339221954345,-1.951618966731158,-9.215563974380494,-8.19055105149746,-1.699393391609192,4.282333135604858,5.238210066556929,7,P,1,-1.7174369286407123,-6.451435334682465,-6.261331760883332,-1.226642370223999,3.0773244976997365,3.900339221954345,H_active_variants,20260924,1,0,0.23418203809044577,-5.945981979370117,-5.932988715171814,1.030200481414795,4.006841659545898,4.006841659545898
0,7,0,3,2000,-1.4304635789659288,-6.863778471946716,5,BASE_ALPHAEDIT_W030 minus own W001,11,2.9727648821744053,-3.2949085235595703,-3.248750686645508,2.314241409301758,9.898807883262634,11.334129977226258,-4.176071557131681,-12.523872804641723,-11.022021532058716,-3.765376091003418,0.8234939575195312,0.9100433349609376,-2.9727648821744053,-11.334129977226258,-9.898807883262634,-2.314241409301758,3.248750686645508,3.2949085235595703,6,R,2,-4.176071557131681,-12.523872804641723,-11.022021532058716,-3.765376091003418,0.8234939575195312,0.9100433349609376,H_active_variants,20260924,0,0,-1.2033066749572754,-3.0967594623565673,-2.872040033340454,-1.2063751220703125,1.0789060592651367,1.0789060592651367
87,166,100,174,2000,0.8911242584154825,-0.08000470296184357,100,BASE_ALPHAEDIT_W030 minus own W001,200,-0.736785738763574,-11.040080686807633,-8.011062540858983,-0.7264639735221863,6.0801799237728025,9.983178293313829,0.4079219674968044,-7.114490163326264,-4.829187834262847,0.12031173706054688,5.370526287541722,7.986796802282303,0.736785738763574,-9.98317829331383,-6.080179923772811,0.7264639735221863,8.01106254085898,11.040080686807627,9,P,17,0.4079219674968044,-7.114490163326264,-4.829187834262847,0.12031173706054688,5.370526287541722,7.986796802282303,H_diag_B1_R100_P200,20260924,21,34,-0.32886377126676963,-8.031936843395233,-5.813371182233095,-0.5526611804962158,5.111552882194518,9.607312982082366
77,94,99,100,2000,1.8340322523090433,0.8370722972319636,100,BASE_ALPHAEDIT_W030 minus own W001,100,-3.725073505703476,-16.337992735302542,-10.715617307682987,-3.2209617744083516,1.4440900182249592,4.073173258844782,1.3115556546935112,-0.029185390518978237,-0.006776325334794819,0.15855545277008787,8.385043504834172,10.40050156500657,3.725073505703476,-4.073173258844763,-1.4440900182249605,3.2209617744083516,10.715617307682981,16.337992735302546,0,R,6,1.3115556546935112,-0.029185390518978237,-0.006776325334794819,0.15855545277008787,8.385043504834172,10.40050156500657,H_diag_B1_R100_P200,20260924,0,22,-2.413517851009965,-10.030579548478126,-7.6037290573120115,-2.24108624458313,2.169210004806518,6.454690933227546
161,692,245,874,2000,1.2745640409288905,0.12151292964908639,87,BASE_ALPHAEDIT_W030 minus own W001,1000,-3.230966510278871,-16.529251809394918,-12.820904675498605,-2.77188478410244,4.696019744873046,8.729910324811932,0.6903375733399298,-9.247369698286056,-5.738960194587707,0.1794106438755989,8.262420912086963,11.805937378406517,-3.230966510278871,-16.529251809394918,-12.820904675498605,-2.77188478410244,4.696019744873046,8.729910324811932,49,N,231,-2.5406289369389414,-11.679425522387028,-9.40026947259903,-2.1766626834869385,3.3816721439361572,5.87188283920288,N_diag1000,20260924,83,167,0.6903375733399298,-9.247369698286056,-5.738960194587707,0.1794106438755989,8.262420912086963,11.805937378406517
18,157,55,228,2000,2.7783746413036163,1.6301802328136545,256,BASE_ALPHAEDIT_W040 minus own W001,256,-5.313165455492708,-17.99810922718607,-14.852341890335083,-4.902306497097015,2.938094802200794,5.5383345007896345,2.2048640213652106,-7.441014957427979,-4.739134311676025,1.8877613442018628,9.799624720588326,15.12933784872292,-5.313165455492708,-17.99810922718607,-14.852341890335083,-4.902306497097015,2.938094802200794,5.5383345007896345,3,BASE,74,-3.1083014341274975,-12.573068380355835,-9.896199643611908,-2.9630922079086304,2.7438480854034424,4.669667816162109,BaseEval256,20260924,9,46,2.2048640213652106,-7.441014957427979,-4.739134311676025,1.8877613442018628,9.799624720588326,15.12933784872292
1,17,0,10,2000,-0.19209678967793783,-3.369299292564392,5,BASE_ALPHAEDIT_W040 minus own W001,22,1.4848794503645464,-7.1771302485466,-4.09209189414978,1.6525397300720215,6.4687388896942135,6.911746015548705,-2.1573573892766778,-7.804954948425293,-6.094847583770752,-2.1496119499206543,3.080753290653227,6.249985187053677,-1.4848794503645464,-6.911746015548706,-6.4687388896942135,-1.6525397300720215,4.09209189414978,7.177130248546597,8,P,1,-2.1573573892766778,-7.804954948425293,-6.094847583770752,-2.1496119499206543,3.080753290653227,6.249985187053677,H_active_variants,20260924,1,0,-0.6724779389121316,-5.345100402832031,-5.34497389793396,0.5486030578613281,2.4724225997924805,2.4724225997924805
1,6,0,3,2000,-2.0144798225826688,-6.472908874352773,5,BASE_ALPHAEDIT_W040 minus own W001,11,2.565553762696006,-2.858516979217529,-2.7588324546813965,2.3924942016601562,8.137553334236145,8.427963089942933,-4.132606517184865,-12.39331750869751,-9.716598987579346,-3.680276870727539,0.8399326801300049,1.8383451938629158,-2.565553762696006,-8.427963089942931,-8.137553334236145,-2.3924942016601562,2.7588324546813965,2.8585169792175296,5,R,2,-4.132606517184865,-12.39331750869751,-9.716598987579346,-3.680276870727539,0.8399326801300049,1.8383451938629158,H_active_variants,20260924,1,0,-1.5670527544888584,-4.561931610107422,-4.561931610107422,-2.7746191024780273,2.2994775772094727,2.2994775772094727
74,153,100,174,2000,1.6825043831864746,0.5783760966072441,100,BASE_ALPHAEDIT_W040 minus own W001,200,-1.6108849765761988,-11.941271399520337,-8.896983520686627,-1.5205943062901497,5.907698655128471,8.494453284740445,1.120101451089722,-6.6433628743886946,-3.9797605872154227,0.5353783965110779,6.617027354985475,9.047942661344994,1.6108849765761988,-8.494453284740448,-5.9076986551284785,1.5205943062901497,8.896983520686625,11.941271399520334,7,P,28,1.120101451089722,-6.6433628743886946,-3.9797605872154227,0.5353783965110779,6.617027354985475,9.047942661344994,H_diag_B1_R100_P200,20260924,19,45,-0.49078352548647675,-7.9549643403291705,-5.843418300151825,-0.6642146110534668,4.588554549217222,9.383488755226129
62,92,99,100,2000,2.5312707646113703,1.4154719959804207,100,BASE_ALPHAEDIT_W040 minus own W001,100,-5.0121993012423625,-18.376282744694034,-12.790625236195046,-4.363376814930234,1.3041262716389594,4.514131444427192,1.9570477328891867,-0.006703631500713528,-0.0008136350763379596,0.48467305724625476,8.957515462022274,10.97118294824381,5.0121993012423625,-4.514131444427185,-1.304126271638961,4.363376814930234,12.79062523619504,18.376282744694045,0,R,8,1.9570477328891867,-0.006703631500713528,-0.0008136350763379596,0.48467305724625476,8.957515462022274,10.97118294824381,H_diag_B1_R100_P200,20260924,0,37,-3.055151568353176,-10.644826556146144,-9.400771450996398,-2.993383526802063,2.339956665039062,6.2274973011016845
148,642,245,874,2000,1.379012738026236,0.27335532935016366,87,BASE_ALPHAEDIT_W040 minus own W001,1000,-3.7437059384353923,-17.479127528816463,-13.31904444694519,-3.212470781058073,4.387153077125547,8.228421216309071,0.818242681706557,-9.852680954933167,-5.741981801390648,0.4453568309545517,8.369303852319712,11.380385412871837,-3.7437059384353923,-17.479127528816463,-13.31904444694519,-3.212470781058073,4.387153077125547,8.228421216309071,47,N,279,-2.9254632567288352,-11.999688526391983,-9.704573635011911,-2.8160510063171387,3.455264580249785,6.031200561523438,N_diag1000,20260924,80,177,0.818242681706557,-9.852680954933167,-5.741981801390648,0.4453568309545517,8.369303852319712,11.380385412871837
15,148,55,228,2000,2.860981240043202,1.7485137140758524,256,BASE_ALPHAEDIT_W050 minus own W001,256,-5.784983518107765,-20.413155245780946,-16.504541009664536,-5.125596761703491,1.7325191870331764,4.870862028747797,2.3017639590871113,-7.423101282119751,-5.018372058868408,2.1879813075065613,10.8044313788414,14.241178314387797,-5.784983518107765,-20.413155245780946,-16.504541009664536,-5.125596761703491,1.7325191870331764,4.870862028747797,2,BASE,82,-3.483219559020654,-11.912772126495838,-10.521140575408936,-3.141958236694336,2.659975528717041,4.2727318048477105,BaseEval256,20260924,9,49,2.3017639590871113,-7.423101282119751,-5.018372058868408,2.1879813075065613,10.8044313788414,14.241178314387797
1,14,0,10,2000,0.043831028044223785,-3.1564864168564477,5,BASE_ALPHAEDIT_W050 minus own W001,22,1.7893236387859692,-7.626473543643952,-3.3089239120483396,2.0742079615592957,7.49383976459503,7.9273570537567135,-1.9711108261888677,-7.234931440353393,-6.274871343374253,-2.0825040340423584,2.1538996934890737,6.526093668937678,-1.7893236387859692,-7.9273570537567135,-7.493839764595031,-2.0742079615592957,3.3089239120483382,7.626473543643947,5,P,1,-1.9711108261888677,-7.234931440353393,-6.274871343374253,-2.0825040340423584,2.1538996934890737,6.526093668937678,H_active_variants,20260924,1,0,-0.18178718740289862,-4.757739543914795,-4.740183901786804,0.9475492238998413,3.517484664916992,3.517484664916992
2,6,0,3,2000,-1.3614333205752902,-6.185779636104901,5,BASE_ALPHAEDIT_W050 minus own W001,11,2.2133995457129045,-4.0976327419281,-3.9299609661102295,2.664213180541992,8.951407343149185,10.656685382127764,-3.8766540668227454,-12.879397135972976,-10.085281282663345,-3.677762985229492,1.6100761890411377,3.2948610782623304,-2.2133995457129045,-10.656685382127762,-8.951407343149185,-2.664213180541992,3.9299609661102295,4.097632741928101,5,R,2,-3.8766540668227454,-12.879397135972976,-10.085281282663345,-3.677762985229492,1.6100761890411377,3.2948610782623304,H_active_variants,20260924,2,0,-1.663254521109841,-4.63545560836792,-4.63545560836792,-2.4949212074279785,0.33522701263427734,0.33522701263427734
65,147,100,174,2000,2.12582093500562,0.9449580400543892,100,BASE_ALPHAEDIT_W050 minus own W001,200,-1.9234560885974497,-12.680085121127776,-9.05896149489563,-2.136084545403719,5.754253486171364,9.649058598875992,1.5285454312661022,-6.1522483479976655,-3.6404845178127276,1.0029980391263962,7.292809425224549,9.501017063856116,1.9234560885974497,-9.649058598876,-5.754253486171365,2.136084545403719,9.05896149489563,12.680085121127759,9,P,36,1.5285454312661022,-6.1522483479976655,-3.6404845178127276,1.0029980391263962,7.292809425224549,9.501017063856116,H_diag_B1_R100_P200,20260924,17,52,-0.39491065733134745,-8.645957610607148,-5.90164704322815,-0.7862735986709595,6.400081300735471,9.806098302304738
