after_strict,after_success,before_strict,before_success,bootstrap_repetitions,ci_high,ci_low,cluster_count,contrast,count,desired_margin_delta,desired_margin_delta_q01,desired_margin_delta_q05,desired_margin_delta_q50,desired_margin_delta_q95,desired_margin_delta_q99,desired_nll_delta,desired_nll_delta_q01,desired_nll_delta_q05,desired_nll_delta_q50,desired_nll_delta_q95,desired_nll_delta_q99,g_delta,g_delta_q01,g_delta_q05,g_delta_q50,g_delta_q95,g_delta_q99,gained,kind,lost,new_nll_delta,new_nll_delta_q01,new_nll_delta_q05,new_nll_delta_q50,new_nll_delta_q95,new_nll_delta_q99,panel,seed,strict_gained,strict_lost,true_nll_delta,true_nll_delta_q01,true_nll_delta_q05,true_nll_delta_q50,true_nll_delta_q95,true_nll_delta_q99
55,228,55,228,2000,0.0,0.0,256,BASE_ALPHAEDIT_W001 minus own W001,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BASE,0,0.0,0.0,0.0,0.0,0.0,0.0,BaseEval256,20260924,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,0,10,2000,0.0,0.0,5,BASE_ALPHAEDIT_W001 minus own W001,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,P,0,0.0,0.0,0.0,0.0,0.0,0.0,H_active_variants,20260924,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0,3,2000,0.0,0.0,5,BASE_ALPHAEDIT_W001 minus own W001,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0,0.0,0.0,0.0,0.0,0.0,0.0,H_active_variants,20260924,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100,174,100,174,2000,0.0,0.0,100,BASE_ALPHAEDIT_W001 minus own W001,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,P,0,0.0,0.0,0.0,0.0,0.0,0.0,H_diag_B1_R100_P200,20260924,0,0,0.0,0.0,0.0,0.0,0.0,0.0
99,100,99,100,2000,0.0,0.0,100,BASE_ALPHAEDIT_W001 minus own W001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0,0.0,0.0,0.0,0.0,0.0,0.0,H_diag_B1_R100_P200,20260924,0,0,0.0,0.0,0.0,0.0,0.0,0.0
245,874,245,874,2000,0.0,0.0,87,BASE_ALPHAEDIT_W001 minus own W001,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0,N_diag1000,20260924,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,219,55,228,2000,0.34081281086473597,-0.129826600481465,256,BASE_ALPHAEDIT_W005 minus own W001,256,-0.9092559916834944,-9.548719024658203,-5.6551666259765625,-0.5873148441314697,2.631179742515087,4.312595772743222,0.10006699460154778,-3.9483834624290464,-2.600688375532627,-0.05702885985374451,3.9288830757141113,6.646902418136583,-0.9092559916834944,-9.548719024658203,-5.6551666259765625,-0.5873148441314697,2.631179742515087,4.312595772743222,3,BASE,12,-0.8091889970819466,-6.080226397514343,-3.7273457050323486,-0.6279349327087402,1.504780888557434,3.380176067352292,BaseEval256,20260924,6,9,0.10006699460154778,-3.9483834624290464,-2.600688375532627,-0.05702885985374451,3.9288830757141113,6.646902418136583
0,10,0,10,2000,0.17638847563001844,-1.185343337059021,5,BASE_ALPHAEDIT_W005 minus own W001,22,-0.2761048241095109,-3.2613961267471314,-1.6798132181167602,-0.3813474178314209,1.4729991197586056,1.6605456590652463,-0.4323671514337713,-3.0631721925735476,-2.8744274139404298,-0.27412867546081543,1.1821770906448363,2.044430007934569,0.2761048241095109,-1.6605456590652465,-1.4729991197586059,0.3813474178314209,1.67981321811676,3.2613961267471296,1,P,1,-0.4323671514337713,-3.0631721925735476,-2.8744274139404298,-0.27412867546081543,1.1821770906448363,2.044430007934569,H_active_variants,20260924,0,0,-0.7084719755432822,-3.747164726257324,-3.6347238063812255,-0.5953612923622131,0.685999870300293,0.685999870300293
0,2,0,3,2000,0.4739845275878906,-2.6193951765696206,5,BASE_ALPHAEDIT_W005 minus own W001,11,-0.07976230708035556,-1.3478317499160766,-1.2802382707595825,-0.005696773529052734,1.3355597257614136,1.348291563987732,-0.8919373425570402,-4.67249755859375,-4.496112823486328,-0.5127773284912109,1.341355323791504,1.5044702529907228,0.07976230708035556,-1.348291563987732,-1.3355597257614136,0.005696773529052734,1.2802382707595825,1.3478317499160768,0,R,1,-0.8919373425570402,-4.67249755859375,-4.496112823486328,-0.5127773284912109,1.341355323791504,1.5044702529907228,H_active_variants,20260924,0,0,-0.9716996496373956,-3.365119218826294,-3.365119218826294,-0.6464710235595703,0.7818105220794678,1.061774015426636
113,175,100,174,2000,-0.13176095582093697,-0.6122583150645623,100,BASE_ALPHAEDIT_W005 minus own W001,200,0.5159050734601623,-5.111788561493158,-3.005775397270918,0.5891886353492737,2.9161712647881353,5.599723547026513,-0.3702667626812763,-4.171732606887818,-2.7384911000728605,-0.09045450761914253,1.34263044595718,4.818885516077268,-0.5159050734601623,-5.599723547026515,-2.9161712647881357,-0.5891886353492737,3.005775397270916,5.111788561493154,5,P,4,-0.3702667626812763,-4.171732606887818,-2.7384911000728605,-0.09045450761914253,1.34263044595718,4.818885516077268,H_diag_B1_R100_P200,20260924,16,3,0.1456383107788861,-3.750655261874199,-2.2385488510131837,0.08057641983032227,2.548941612243651,4.7644810581207215
92,99,99,100,2000,0.5011169826407458,0.07989561577417771,100,BASE_ALPHAEDIT_W005 minus own W001,100,-0.30225960651805506,-5.435387174477801,-3.4641121094231493,-0.146910396986641,2.5816818072518792,3.267361916752998,0.2641590682642709,-0.07825685147196056,-0.03055417148862034,-0.0001535132760182023,1.6620639711618423,5.9031544453790445,0.30225960651805506,-3.2673619167529977,-2.5816818072518797,0.146910396986641,3.4641121094231484,5.435387174477815,0,R,1,0.2641590682642709,-0.07825685147196056,-0.03055417148862034,-0.0001535132760182023,1.6620639711618423,5.9031544453790445,H_diag_B1_R100_P200,20260924,0,7,-0.03810053825378418,-3.6204042863845824,-2.689391589164734,-0.07630586624145508,2.833804178237915,3.3099932670593324
254,855,245,874,2000,0.05784786865996251,-0.4926301712164717,87,BASE_ALPHAEDIT_W005 minus own W001,1000,-0.7500788705632149,-10.160063849687576,-5.714308199286461,-0.3718434348702431,2.858819484710692,4.660663314825795,-0.22475256237908617,-5.033807129859924,-3.178738164901733,-0.2201915979385376,3.0950402684509717,7.6926409137248974,-0.7500788705632149,-10.160063849687576,-5.714308199286461,-0.3718434348702431,2.858819484710692,4.660663314825795,32,N,51,-0.974831432942301,-7.618256907463073,-4.863776302337646,-0.6802666187286377,1.9363545894622796,3.2535532760620116,N_diag1000,20260924,61,52,-0.22475256237908617,-5.033807129859924,-3.178738164901733,-0.2201915979385376,3.0950402684509717,7.6926409137248974
39,204,55,228,2000,0.9545383387004222,0.20436842042754505,256,BASE_ALPHAEDIT_W010 minus own W001,256,-2.0561413253526553,-13.954547556862234,-10.380091458559036,-1.4527190923690796,3.166642814874649,4.78538976740092,0.5867881181402481,-5.130746006965637,-3.6666338443756104,-0.02246474288403988,6.875030070543289,9.185263957083224,-2.0561413253526553,-13.954547556862234,-10.380091458559036,-1.4527190923690796,3.166642814874649,4.78538976740092,4,BASE,28,-1.4693532072124071,-9.581709003448486,-6.857304811477661,-1.212336540222168,2.630828857421875,5.77906646728512,BaseEval256,20260924,9,25,0.5867881181402481,-5.130746006965637,-3.6666338443756104,-0.02246474288403988,6.875030070543289,9.185263957083224
0,10,0,10,2000,0.021347562472025555,-2.6500465869903564,5,BASE_ALPHAEDIT_W010 minus own W001,22,-0.050498398867520417,-4.36867594242096,-2.9915430784225463,-0.42086029052734375,3.1781905651092517,8.642355842590327,-1.3692228468981655,-9.980477681159973,-5.8320811748504635,-0.8706295490264893,1.9924446105957025,3.3565140247344956,0.050498398867520417,-8.642355842590332,-3.178190565109253,0.42086029052734375,2.991543078422546,4.368675942420958,3,P,3,-1.3692228468981655,-9.980477681159973,-5.8320811748504635,-0.8706295490264893,1.9924446105957025,3.3565140247344956,H_active_variants,20260924,0,0,-1.419721245765686,-4.778532981872559,-4.763643360137939,-1.012800693511963,1.6891687631607042,1.7927451133728027
1,2,0,3,2000,1.9557628631591797,-3.9350096336924114,5,BASE_ALPHAEDIT_W010 minus own W001,11,0.2854773666370999,-3.025276756286621,-2.639468193054199,-1.1005630493164062,7.021535810083151,11.642906456440691,-0.8576855110851201,-12.910938530415297,-8.28956788405776,0.2629108428955078,3.4442806243896484,4.209154129028321,-0.2854773666370999,-11.642906456440688,-7.021535810083151,1.1005630493164062,2.639468193054199,3.0252767562866216,1,R,2,-0.8576855110851201,-12.910938530415297,-8.28956788405776,0.2629108428955078,3.4442806243896484,4.209154129028321,H_active_variants,20260924,1,0,-0.5722081444480203,-2.8588180541992188,-2.8588180541992188,-1.2680320739746094,2.4972620010375977,2.4972620010375977
121,175,100,174,2000,-0.24439679145984705,-0.8482579995949054,100,BASE_ALPHAEDIT_W010 minus own W001,200,0.6811250643194944,-6.403775343298912,-3.020437689218669,0.7286539729684591,4.865179311868268,7.377238394021986,-0.54043496880171,-6.292622220516205,-3.587848031520843,-0.15413977205753326,1.6489990875124891,5.799325639158484,-0.6811250643194944,-7.377238394021988,-4.8651793118682685,-0.7286539729684591,3.0204376892186513,6.403775343298899,8,P,7,-0.54043496880171,-6.292622220516205,-3.587848031520843,-0.15413977205753326,1.6489990875124891,5.799325639158484,H_diag_B1_R100_P200,20260924,26,5,0.14069009551778436,-5.222031524181366,-3.2186828702688213,-0.18880677223205566,3.765234088897704,5.9050540065765285
89,94,99,100,2000,1.0251398152997495,0.22689452757373146,100,BASE_ALPHAEDIT_W010 minus own W001,100,-0.8374455133087758,-10.065171178807505,-5.168187520233914,-0.5726332442136481,3.001730100641724,3.914867383245148,0.5741306254274968,-0.06825958353001625,-0.012488359480630606,0.002060708007775247,2.562648570537565,11.649522691783512,0.8374455133087758,-3.914867383245146,-3.0017301006417254,0.5726332442136481,5.168187520233912,10.065171178807507,0,R,6,0.5741306254274968,-0.06825958353001625,-0.012488359480630606,0.002060708007775247,2.562648570537565,11.649522691783512,H_diag_B1_R100_P200,20260924,0,10,-0.263314887881279,-5.113258371949196,-4.22328929901123,-0.30445289611816406,3.4285418033599844,4.310386114120483
234,809,245,874,2000,0.3480094146670699,-0.40860684603143377,87,BASE_ALPHAEDIT_W010 minus own W001,1000,-1.5707957170127484,-13.709586554169654,-8.685794901847839,-1.0123838782310486,3.4473841845989197,5.714703917503356,-0.04055301234623766,-7.096677663326263,-4.1261091172695155,-0.1611737385392189,5.49456179440021,8.730123388767241,-1.5707957170127484,-13.709586554169654,-8.685794901847839,-1.0123838782310486,3.4473841845989197,5.714703917503356,42,N,107,-1.611348729358986,-9.947070437148213,-6.581232953071594,-1.198157787322998,2.5271639347076413,4.85064480781555,N_diag1000,20260924,78,89,-0.04055301234623766,-7.096677663326263,-4.1261091172695155,-0.1611737385392189,5.49456179440021,8.730123388767241
31,186,55,228,2000,1.9397680472869978,0.8929390211819055,256,BASE_ALPHAEDIT_W020 minus own W001,256,-3.6949412399781068,-18.784867083653808,-13.338059946894646,-2.9339897632598877,3.308011293411255,5.432015061378479,1.432367973556211,-6.998415607213974,-4.804989501833916,0.6618669033050537,9.609175145626068,12.351960512995719,-3.6949412399781068,-18.784867083653808,-13.338059946894646,-2.9339897632598877,3.308011293411255,5.432015061378479,4,BASE,46,-2.262573266421896,-11.096690929681063,-8.221137404441833,-1.9438376426696777,2.654242992401123,5.260984468460082,BaseEval256,20260924,11,35,1.432367973556211,-6.998415607213974,-4.804989501833916,0.6618669033050537,9.609175145626068,12.351960512995719
3,13,0,10,2000,0.5838751743237177,-3.5841664617711846,5,BASE_ALPHAEDIT_W020 minus own W001,22,1.6826745908368717,-4.30733188033104,-3.8466620802879334,1.0807554721832275,10.336179427802561,11.739951353073119,-1.53768920221112,-9.14769576072693,-7.898131859302521,-0.9106330871582031,3.595200729370117,3.8587697505950924,-1.6826745908368717,-11.73995135307312,-10.336179427802563,-1.0807554721832275,3.846662080287933,4.307331880331039,5,P,2,-1.53768920221112,-9.14769576072693,-7.898131859302521,-0.9106330871582031,3.595200729370117,3.8587697505950924,H_active_variants,20260924,3,0,0.14498538862575183,-5.214085578918457,-5.2053323745727536,1.4633088111877441,3.3713788986206055,3.3713788986206055
1,7,0,3,2000,-1.012322637769911,-6.623198787371318,5,BASE_ALPHAEDIT_W020 minus own W001,11,2.6752854585647583,-3.844731330871582,-3.262383460998535,1.678807258605957,10.839046657085419,11.120769536495208,-3.7164308699694546,-12.582711029052735,-11.185007095336914,-3.0051164627075195,0.7241313457489014,0.8367230892181398,-2.6752854585647583,-11.120769536495208,-10.839046657085419,-1.678807258605957,3.262383460998535,3.8447313308715825,6,R,2,-3.7164308699694546,-12.582711029052735,-11.185007095336914,-3.0051164627075195,0.7241313457489014,0.8367230892181398,H_active_variants,20260924,1,0,-1.0411454114046963,-3.717628812789917,-3.454437017440796,-1.7409367561340332,2.5688819885253906,2.5688819885253906
