TF_prompt_macro,TF_token_micro,W0_forward_KL,W0_top1_matches,count,desired_margin_mean,desired_margin_q01,desired_margin_q05,desired_margin_q50,desired_margin_q95,desired_margin_q99,desired_nll_mean,desired_nll_q01,desired_nll_q05,desired_nll_q50,desired_nll_q95,desired_nll_q99,endpoint,g_mean,g_q01,g_q05,g_q50,g_q95,g_q99,kind,natural_nll_mean,new_nll_mean,new_nll_q01,new_nll_q05,new_nll_q50,new_nll_q95,new_nll_q99,panel,strict,success,ties,token_correct,token_total,true_nll_mean,true_nll_q01,true_nll_q05,true_nll_q50,true_nll_q95,true_nll_q99,unique_cases
0.212890625,0.2222222222222222,,,256,7.000844048856834,-5.385584592819214,-2.1366974115371704,6.845969080924988,16.181027985177934,19.515071225166313,5.135378980663063,0.011875169491395355,0.14969802647829056,4.497653961181641,12.363242864608765,15.251148939132682,BASE_ALPHAEDIT_s001_t050/00,7.000844048856834,-5.385584592819214,-2.1366974115371704,6.845969080924988,16.181027985177934,19.515071225166313,BASE,,12.136223029519897,3.7969235062599185,5.729397773742676,11.88488245010376,19.05295753479004,21.43916263580321,BaseEval256,53,229,0,58,261,5.135378980663063,0.011875169491395355,0.14969802647829056,4.497653961181641,12.363242864608765,15.251148939132682,256
0.0,0.0,,,22,-1.444888873533769,-8.669667081832886,-7.915750193595886,-1.281735897064209,2.509937739372253,2.5645790576934813,8.274330225857822,4.63970992565155,5.207972431182862,7.9929821491241455,10.90529899597168,12.343509483337401,BASE_ALPHAEDIT_s001_t050/00,1.444888873533769,-2.5645790576934813,-2.5099377393722535,1.281735897064209,7.915750193595885,8.669667081832886,P,,8.274330225857822,4.63970992565155,5.207972431182862,7.9929821491241455,10.90529899597168,12.343509483337401,H_active_variants,0,8,0,0,22,6.829441352324053,2.0659986877441407,2.2070510625839233,7.022801399230957,11.763348150253293,11.913514137268066,5
0.0,0.0,,,11,-1.7788997455076738,-9.525170028209686,-7.689272820949554,-0.4176292419433594,2.3217411041259766,3.4073551177978527,6.5398711291226475,3.459637928009033,3.95872163772583,6.403761863708496,9.565408706665039,10.544873428344728,BASE_ALPHAEDIT_s001_t050/00,1.7788997455076738,-3.4073551177978514,-2.3217411041259766,0.4176292419433594,7.689272820949554,9.525170028209688,R,,6.5398711291226475,3.459637928009033,3.95872163772583,6.403761863708496,9.565408706665039,10.544873428344728,H_active_variants,0,4,0,0,11,4.760971383614973,0.9389906048774719,1.4725719094276428,3.106320858001709,8.414173126220703,8.414173126220703,5
0.2525,0.2524752475247525,,,200,0.9025169243966229,-10.239255169332028,-8.066884630918503,0.5693531036376953,7.938637822866433,11.015468669533725,4.806315937831532,0.021296784672886135,0.11488717049360275,4.184914588928223,11.68378505706787,14.094885616302479,BASE_ALPHAEDIT_s001_t050/00,-0.9025169243966229,-11.01546866953373,-7.938637822866439,-0.5693531036376953,8.066884630918498,10.239255169332026,P,,4.806315937831532,0.021296784672886135,0.11488717049360275,4.184914588928223,11.68378505706787,14.094885616302479,H_diag_B1_R100_P200,50,108,0,51,202,5.708832862228155,0.09856574147939683,0.5195976957678797,5.530698299407959,11.72667713165283,13.484260616302478,100
0.625,0.6237623762376238,,,100,3.9400116826873273,-10.403007329702378,-5.825286635756493,3.994905880652368,12.191188843082635,13.067379371281726,2.283131451229565,0.006359406062401831,0.01158453938551247,0.6394223868846893,8.739561128616327,13.732251005172735,BASE_ALPHAEDIT_s001_t050/00,-3.9400116826873273,-13.067379371281714,-12.191188843082637,-3.994905880652368,5.825286635756492,10.403007329702382,R,,2.283131451229565,0.006359406062401831,0.01158453938551247,0.6394223868846893,8.739561128616327,13.732251005172735,H_diag_B1_R100_P200,62,81,0,63,101,6.223143133916892,0.24406332115177065,0.7874215960502625,5.892776727676392,12.559034967422486,15.039313831329348,100
0.266,0.27058823529411763,,,1000,5.803874733836681,-4.469012198448181,-1.9107621669769286,6.1123069524765015,13.570169825199985,16.767336947768925,4.495470196096867,0.012810614220798015,0.1494837269186974,3.920166492462158,11.076123094558714,13.523738536834715,BASE_ALPHAEDIT_s001_t050/00,5.803874733836681,-4.469012198448181,-1.9107621669769286,6.1123069524765015,13.570169825199985,16.767336947768925,N,,10.299344929933548,2.6374787521362304,4.7823917150497435,10.329079151153564,16.157982635498044,18.171653213500978,N_diag1000,256,877,0,276,1020,4.495470196096867,0.012810614220798015,0.1494837269186974,3.920166492462158,11.076123094558714,13.523738536834715,100
,,,,100,,,,,,,,,,,,,BASE_ALPHAEDIT_s001_t050/00,,,,,,,R+twoP_joint,,,,,,,,H_diag_B1_R100_P200,14,44,,,,,,,,,,
0.46728515625,0.46728515625,0.04471864771614861,7488,128,,,,,,,,,,,,,BASE_ALPHAEDIT_s001_t050/00,,,,,,,GENERAL,2.632083756150678,,,,,,,GeneralEval128,0,,,3828,8192,,,,,,,128
0.224609375,0.23371647509578544,,,256,7.061489170559071,-5.249573469161987,-1.979128360748291,6.971719279885292,16.43870566948317,19.852899542450903,5.049760272962885,0.009021307597868145,0.12266527116298676,4.393323183059692,12.185129404067993,14.955013561248773,BASE_ALPHAEDIT_s001_t050/10,7.061489170559071,-5.249573469161987,-1.979128360748291,6.971719279885292,16.43870566948317,19.852899542450903,BASE,,12.111249443521956,3.8328163623809814,5.72487485408783,11.955832481384277,19.033167839050293,21.648648548126207,BaseEval256,56,233,0,61,261,5.049760272962885,0.009021307597868145,0.12266527116298676,4.393323183059692,12.185129404067993,14.955013561248773,256
0.0,0.0,,,22,-1.163871775973927,-8.681570634841918,-7.835375738143921,-0.7676339149475098,2.7333515286445613,3.220826127529144,7.8976087245074185,3.8587838912010195,4.390801334381104,8.027481079101562,11.212771081924439,11.515556402206421,BASE_ALPHAEDIT_s001_t050/10,1.163871775973927,-3.2208261275291443,-2.7333515286445618,0.7676339149475098,7.835375738143919,8.681570634841918,P,,7.8976087245074185,3.8587838912010195,4.390801334381104,8.027481079101562,11.212771081924439,11.515556402206421,H_active_variants,0,8,0,0,22,6.733736948533491,2.1364923763275145,2.2607414722442627,6.477239608764648,11.019314908981322,11.129498481750488,5
