TF_prompt_macro,TF_token_micro,W0_forward_KL,W0_top1_matches,count,desired_margin_mean,desired_margin_q01,desired_margin_q05,desired_margin_q50,desired_margin_q95,desired_margin_q99,desired_nll_mean,desired_nll_q01,desired_nll_q05,desired_nll_q50,desired_nll_q95,desired_nll_q99,endpoint,g_mean,g_q01,g_q05,g_q50,g_q95,g_q99,kind,natural_nll_mean,new_nll_mean,new_nll_q01,new_nll_q05,new_nll_q50,new_nll_q95,new_nll_q99,panel,strict,success,ties,token_correct,token_total,true_nll_mean,true_nll_q01,true_nll_q05,true_nll_q50,true_nll_q95,true_nll_q99,unique_cases
0.0,0.0,,,11,-1.9093014543706721,-7.371219968795776,-7.330812215805054,-1.0099601745605469,3.5115323066711426,5.289642429351808,9.902066490866922,5.675698900222779,6.05130410194397,9.854263305664062,14.233460426330566,14.348044776916504,BASE_ALPHAEDIT_W001,1.9093014543706721,-5.289642429351806,-3.5115323066711426,1.0099601745605469,7.330812215805054,7.371219968795776,R,,9.902066490866922,5.675698900222779,6.05130410194397,9.854263305664062,14.233460426330566,14.348044776916504,H_active_variants,0,3,0,0,11,7.992765036496249,6.546699047088623,6.546699047088623,7.096388339996338,11.315967559814453,11.315967559814453,5
0.5,0.504950495049505,,,200,4.971192878458533,-7.843337386548519,-2.398630905151366,4.907785248011351,12.245205390581386,15.750700514917256,2.4653937828243944,0.0034058040846139193,0.00578261148184538,1.1796098947525024,9.219110393524165,12.503587884902952,BASE_ALPHAEDIT_W001,-4.971192878458533,-15.750700514917263,-12.245205390581395,-4.907785248011351,2.398630905151352,7.8433373865485185,P,,2.4653937828243944,0.0034058040846139193,0.00578261148184538,1.1796098947525024,9.219110393524165,12.503587884902952,H_diag_B1_R100_P200,100,174,0,102,202,7.436586661282927,0.3888377323746681,1.8991864800453186,7.11767053604126,13.125243330001824,15.759503469467157,100
0.99,0.9900990099009901,,,100,10.957426984898921,4.295243964120746,5.5857779301702974,10.723893767077243,17.6421939438791,19.881329889454065,0.11963422716391506,0.00034593780554132537,0.0008240391383878888,0.006963582243770361,0.3014740362763402,1.2412542307377192,BASE_ALPHAEDIT_W001,-10.957426984898921,-19.881329889454065,-17.6421939438791,-10.723893767077243,-5.585777930170299,-4.295243964120738,R,,0.11963422716391506,0.00034593780554132537,0.0008240391383878888,0.006963582243770361,0.3014740362763402,1.2412542307377192,H_diag_B1_R100_P200,99,100,0,100,101,11.077061212062835,4.327310740947723,5.67979199886322,10.775769710540771,17.667272758483886,19.884572944641114,100
0.2545,0.25882352941176473,,,1000,5.852604228354525,-4.530349054336548,-1.9324733018875122,6.0219937562942505,13.7550575658679,16.657084758556447,4.595484676860739,0.012589445346966386,0.12902793064713478,4.030812501907349,11.31977925300598,13.924428310394285,BASE_ALPHAEDIT_W001,5.852604228354525,-4.530349054336548,-1.9324733018875122,6.0219937562942505,13.7550575658679,16.657084758556447,N,,10.448088905215263,3.026120433807373,5.029426264762878,10.377213478088379,16.20695123672485,17.945381565093992,N_diag1000,245,874,0,264,1020,4.595484676860739,0.012589445346966386,0.12902793064713478,4.030812501907349,11.31977925300598,13.924428310394285,100
,,,,100,,,,,,,,,,,,,BASE_ALPHAEDIT_W001,,,,,,,R+twoP_joint,,,,,,,,H_diag_B1_R100_P200,32,79,,,,,,,,,,
0.475341796875,0.475341796875,0.002733961598162314,8029,128,,,,,,,,,,,,,BASE_ALPHAEDIT_W001,,,,,,,GENERAL,2.6175297235604376,,,,,,,GeneralEval128,0,,,3894,8192,,,,,,,128
0.2109375,0.21839080459770116,,,256,6.1792052386254,-5.956067800521851,-2.9595680236816406,5.982759952545166,15.711370438337326,20.350042621046285,5.196217808978872,0.015673307003453377,0.1603531800210476,4.484701156616211,13.234274864196777,15.375726842880246,BASE_ALPHAEDIT_W005,6.1792052386254,-5.956067800521851,-2.9595680236816406,5.982759952545166,15.711370438337326,20.350042621046285,BASE,,11.375423047604272,2.472437047958374,4.6294801235198975,11.387232303619385,18.44017744064331,21.27869071960449,BaseEval256,52,219,0,57,261,5.196217808978872,0.015673307003453377,0.1603531800210476,4.484701156616211,13.234274864196777,15.375726842880246,256
0.0,0.0,,,22,-1.3023049668832258,-8.844107166528701,-7.814954423904418,-1.0415019989013672,2.3222410082817078,4.071745076179503,8.094686562364751,3.493276607990265,3.8540348291397093,8.164664268493652,12.200435352325439,12.578444271087646,BASE_ALPHAEDIT_W005,1.3023049668832258,-4.071745076179504,-2.3222410082817078,1.0415019989013672,7.814954423904417,8.844107166528701,P,,8.094686562364751,3.493276607990265,3.8540348291397093,8.164664268493652,12.200435352325439,12.578444271087646,H_active_variants,0,10,0,0,22,6.792381595481526,1.7636695802211761,2.537537693977356,6.327657699584961,10.80603837966919,10.818946838378906,5
0.0,0.0,,,11,-1.9890637614510276,-7.160384106636047,-6.657923340797424,-0.949284553527832,2.443847179412842,4.324406337738039,9.01012914830988,5.692604207992554,5.832794904708862,8.966474533081055,12.936553478240967,14.99863271713257,BASE_ALPHAEDIT_W005,1.9890637614510276,-4.324406337738037,-2.443847179412842,0.949284553527832,6.657923340797424,7.160384106636048,R,,9.01012914830988,5.692604207992554,5.832794904708862,8.966474533081055,12.936553478240967,14.99863271713257,H_active_variants,0,2,0,0,11,7.0210653868588535,3.3437888622283936,3.3437888622283936,8.228153228759766,10.452102661132812,10.452102661132812,5
0.565,0.5693069306930693,,,200,5.487097951918695,-5.846411341428757,-2.68905653655529,5.715986885130405,12.573458414967163,17.398766037235028,2.095127020143118,0.0011027463065693154,0.005766861350275577,0.8237046897411346,7.586409807205198,12.797693681716918,BASE_ALPHAEDIT_W005,-5.487097951918695,-17.398766037235035,-12.573458414967172,-5.715986885130405,2.6890565365552876,5.846411341428748,P,,2.095127020143118,0.0011027463065693154,0.005766861350275577,0.8237046897411346,7.586409807205198,12.797693681716918,H_diag_B1_R100_P200,113,175,0,115,202,7.5822249720618125,0.3208229148387909,1.4773509204387667,7.635608434677124,13.267381477355945,17.407562313079826,100
0.92,0.9207920792079208,,,100,10.655167378380865,1.0246840739250183,2.549434447288513,10.775810494553298,17.20400799892377,20.680945971523183,0.38379329542818597,0.0003167542336450424,0.0005246811822871677,0.00726614729501307,2.152472579479217,6.6313682174682755,BASE_ALPHAEDIT_W005,-10.655167378380865,-20.68094597152318,-17.20400799892377,-10.775810494553298,-2.549434447288513,-1.0246840739250096,R,,0.38379329542818597,0.0003167542336450424,0.0005246811822871677,0.00726614729501307,2.152472579479217,6.6313682174682755,H_diag_B1_R100_P200,92,99,0,93,101,11.03896067380905,2.1940760827064514,4.354326987266541,10.868212223052979,17.211702728271483,20.681337833404545,100
0.2635,0.2676470588235294,,,1000,5.10252535779131,-6.139482638835907,-2.6380832672119134,5.099988341331482,13.227766382694243,16.103475107252592,4.370732114481652,0.014489276744425296,0.10407088622450829,3.6520758867263794,10.815489196777344,13.623858709335327,BASE_ALPHAEDIT_W005,5.10252535779131,-6.139482638835907,-2.6380832672119134,5.099988341331482,13.227766382694243,16.103475107252592,N,,9.473257472272962,1.6144081139564515,3.6825087785720827,9.573527336120605,15.537879657745357,17.63178274154663,N_diag1000,254,855,0,273,1020,4.370732114481652,0.014489276744425296,0.10407088622450829,3.6520758867263794,10.815489196777344,13.623858709335327,100
,,,,100,,,,,,,,,,,,,BASE_ALPHAEDIT_W005,,,,,,,R+twoP_joint,,,,,,,,H_diag_B1_R100_P200,39,80,,,,,,,,,,
0.4722900390625,0.4722900390625,0.017924997400079926,7778,128,,,,,,,,,,,,,BASE_ALPHAEDIT_W005,,,,,,,GENERAL,2.620092132827267,,,,,,,GeneralEval128,0,,,3869,8192,,,,,,,128
0.162109375,0.1685823754789272,,,256,5.032319904956239,-7.6201951742172245,-3.867284417152405,4.976021304726601,14.389449954032898,19.50042158365247,5.6829389325175725,0.012866938859224323,0.18236011639237404,4.861796140670776,13.600069284439087,16.842672824859616,BASE_ALPHAEDIT_W010,5.032319904956239,-7.6201951742172245,-3.867284417152405,4.976021304726601,14.389449954032898,19.50042158365247,BASE,,10.715258837473812,0.7977802395820618,3.829855799674988,10.750636100769043,17.81445550918579,20.746020984649657,BaseEval256,39,204,0,44,261,5.6829389325175725,0.012866938859224323,0.18236011639237404,4.861796140670776,13.600069284439087,16.842672824859616,256
0.0,0.0,,,22,-1.0766985416412354,-8.704250392913819,-8.109604966640472,-0.3269362449645996,2.43346586227417,3.1107469463348383,7.157830866900357,1.5610370206832886,3.235244369506836,7.618594169616699,10.832501125335693,11.236975984573364,BASE_ALPHAEDIT_W010,1.0766985416412354,-3.1107469463348387,-2.43346586227417,0.3269362449645996,8.10960496664047,8.704250392913817,P,,7.157830866900357,1.5610370206832886,3.235244369506836,7.618594169616699,10.832501125335693,11.236975984573364,H_active_variants,0,10,0,0,22,6.081132325259122,2.104033365249634,2.607589066028595,5.594081878662109,9.714204788208006,9.795419692993164,5
0.09090909090909091,0.09090909090909091,,,11,-1.6238240877335721,-8.711878538131714,-7.486369848251343,-1.521200180053711,4.839444573968649,5.301430683583021,9.044380979781801,0.4410726733505726,2.1095681823790073,10.29504108428955,14.52927827835083,15.749552249908449,BASE_ALPHAEDIT_W010,1.6238240877335721,-5.301430683583021,-4.839444573968649,1.521200180053711,7.486369848251343,8.711878538131716,R,,9.044380979781801,0.4410726733505726,2.1095681823790073,10.29504108428955,14.52927827835083,15.749552249908449,H_active_variants,1,2,0,1,11,7.4205568920482285,4.4445390701293945,4.4445390701293945,7.036365032196045,10.82125186920166,10.82125186920166,5
0.605,0.6089108910891089,,,200,5.652317942778027,-5.335502776801587,-2.9761066835373637,5.606317311525345,13.081169047811999,17.997047436991704,1.9249588140226843,0.0014763039362151176,0.007118096016347409,0.6737196743488312,7.127510523796075,10.234205770492533,BASE_ALPHAEDIT_W010,-5.652317942778027,-17.997047436991707,-13.081169047812,-5.606317311525345,2.976106683537358,5.335502776801574,P,,1.9249588140226843,0.0014763039362151176,0.007118096016347409,0.6737196743488312,7.127510523796075,10.234205770492533,H_diag_B1_R100_P200,121,175,0,123,202,7.577276756800711,0.31369088888168334,1.361041033267975,7.556948661804199,13.555653142929078,18.00725988388061,100
0.89,0.8910891089108911,,,100,10.119981471590144,-3.401433825492859,-1.2160047560930252,10.547121069161221,17.27422184506431,21.579353258892663,0.693764852591412,0.00023224266842589714,0.0005883981662918814,0.009170240722596645,3.4901195764541573,12.055472841262832,BASE_ALPHAEDIT_W010,-10.119981471590144,-21.57935325889266,-17.27422184506431,-10.547121069161221,1.2160047560930247,3.401433825492863,R,,0.693764852591412,0.00023224266842589714,0.0005883981662918814,0.009170240722596645,3.4901195764541573,12.055472841262832,H_diag_B1_R100_P200,89,94,0,90,101,10.813746324181556,1.7241430121660233,4.236024641990662,10.748936176300049,17.67027235031128,21.5802130317688,100
0.244,0.24901960784313726,,,1000,4.281808511341777,-6.799409154653549,-3.3502094030380247,3.984650135040283,12.305140773206947,16.43186893117614,4.554931664514501,0.029530338849872353,0.10617975257337094,4.146498918533325,11.093979930877685,14.217503719329832,BASE_ALPHAEDIT_W010,4.281808511341777,-6.799409154653549,-3.3502094030380247,3.984650135040283,12.305140773206947,16.43186893117614,N,,8.836740175856278,0.5516066724061967,2.817466688156128,8.887295722961426,14.942429351806638,18.194068183898924,N_diag1000,234,809,0,254,1020,4.554931664514501,0.029530338849872353,0.10617975257337094,4.146498918533325,11.093979930877685,14.217503719329832,100
,,,,100,,,,,,,,,,,,,BASE_ALPHAEDIT_W010,,,,,,,R+twoP_joint,,,,,,,,H_diag_B1_R100_P200,44,81,,,,,,,,,,
0.4703369140625,0.4703369140625,0.037330984440610365,7597,128,,,,,,,,,,,,,BASE_ALPHAEDIT_W010,,,,,,,GENERAL,2.621999076916836,,,,,,,GeneralEval128,0,,,3853,8192,,,,,,,128
0.130859375,0.13793103448275862,,,256,3.3935199903307876,-11.54278495311737,-6.631955802440643,3.1513853073120117,12.5800079703331,18.030738466978065,6.528518787933535,0.03835815414786339,0.3490402027964592,6.086196422576904,14.316595315933228,16.620738601684565,BASE_ALPHAEDIT_W020,3.3935199903307876,-11.54278495311737,-6.631955802440643,3.1513853073120117,12.5800079703331,18.030738466978065,BASE,,9.922038778264323,0.3353709250688553,2.3510130047798157,10.084284782409668,16.84946632385254,20.190997695922842,BaseEval256,31,186,0,36,261,6.528518787933535,0.03835815414786339,0.3490402027964592,6.086196422576904,14.316595315933228,16.620738601684565,256
0.13636363636363635,0.13636363636363635,,,22,0.6564744480631568,-11.384601188898086,-9.687496721744537,1.2646483182907104,7.210134124755858,9.945859335958955,6.989364511587403,0.47987032026052473,0.727035415172577,7.12766695022583,13.276511240005492,13.549946556091308,BASE_ALPHAEDIT_W020,-0.6564744480631568,-9.945859335958957,-7.210134124755859,-1.2646483182907104,9.687496721744534,11.384601188898085,P,,6.989364511587403,0.47987032026052473,0.727035415172577,7.12766695022583,13.276511240005492,13.549946556091308,H_active_variants,3,13,0,3,22,7.64583895965056,2.0326248776912688,3.6983168959617614,7.486205101013184,11.065539360046387,11.065539360046387,5
0.09090909090909091,0.09090909090909091,,,11,0.7659840041940863,-7.522893905639648,-5.38001823425293,1.5979528427124023,6.643405616283417,8.910227429866794,6.185635620897466,1.1838775753974915,1.287015974521637,7.1042022705078125,11.13175916671753,11.32361135482788,BASE_ALPHAEDIT_W020,-0.7659840041940863,-8.91022742986679,-6.643405616283417,-1.5979528427124023,5.38001823425293,7.52289390563965,R,,6.185635620897466,1.1838775753974915,1.287015974521637,7.1042022705078125,11.13175916671753,11.32361135482788,H_active_variants,1,7,0,1,11,6.951619625091553,3.4412296295166014,3.9543018341064453,4.967971324920654,10.892871856689453,10.892871856689453,5
0.55,0.5544554455445545,,,200,5.155918510622869,-5.372154030799866,-2.757812397554517,5.0979213565588,12.724399392580375,15.536682448461649,2.1547510508153938,0.005716364610707387,0.021524158585816622,0.9521771669387817,8.557954502105712,11.305705909728998,BASE_ALPHAEDIT_W020,-5.155918510622869,-15.536682448461653,-12.72439939258038,-5.0979213565588,2.757812397554515,5.3721540307998366,P,,2.1547510508153938,0.005716364610707387,0.021524158585816622,0.9521771669387817,8.557954502105712,11.305705909728998,H_diag_B1_R100_P200,110,175,0,112,202,7.310669561438263,0.8241306990385056,1.8088806211948396,7.322602987289429,13.61142516136169,15.644083337783808,100
0.86,0.8613861386138614,,,100,8.86360657233483,-2.9949904394149782,1.0217160224914552,9.545907887862995,15.619214104313869,19.63055867851479,0.9047478006433812,0.0004292518991860561,0.0021536182262934748,0.037443019449710846,5.7922097682952876,11.898016643524171,BASE_ALPHAEDIT_W020,-8.86360657233483,-19.630558678514788,-15.619214104313869,-9.545907887862995,-1.0217160224914559,2.9949904394149867,R,,0.9047478006433812,0.0004292518991860561,0.0021536182262934748,0.037443019449710846,5.7922097682952876,11.898016643524171,H_diag_B1_R100_P200,86,97,0,87,101,9.76835437297821,3.2908327198028564,3.8897895216941833,9.781445503234863,15.710426998138423,19.756705913543705,100
0.194,0.2,,,1000,3.3188571410166623,-8.41668832540512,-4.149334073066711,3.060763955116272,11.46752207279205,16.367848869338626,4.965671625227987,0.03476068377494812,0.16979891210794448,4.575046062469482,11.277009868621823,14.385153970718383,BASE_ALPHAEDIT_W020,3.3188571410166623,-8.41668832540512,-4.149334073066711,3.060763955116272,11.46752207279205,16.367848869338626,N,,8.28452876624465,0.2867950023710728,1.7753815412521365,8.319052696228027,14.975230360031127,18.30176973342895,N_diag1000,184,741,0,204,1020,4.965671625227987,0.03476068377494812,0.16979891210794448,4.575046062469482,11.277009868621823,14.385153970718383,100
,,,,100,,,,,,,,,,,,,BASE_ALPHAEDIT_W020,,,,,,,R+twoP_joint,,,,,,,,H_diag_B1_R100_P200,37,80,,,,,,,,,,
0.4644775390625,0.4644775390625,0.08330009619810125,7262,128,,,,,,,,,,,,,BASE_ALPHAEDIT_W020,,,,,,,GENERAL,2.642869306146167,,,,,,,GeneralEval128,0,,,3805,8192,,,,,,,128
0.107421875,0.11494252873563218,,,256,2.2103030688995204,-10.753917211294175,-6.273027420043945,1.9250378012657166,12.281883109360933,16.12670209202915,6.965597481481382,0.10638640224933625,0.3536759614944458,6.765111207962036,14.64867377281189,16.824854660034177,BASE_ALPHAEDIT_W030,2.2103030688995204,-10.753917211294175,-6.273027420043945,1.9250378012657166,12.281883109360933,16.12670209202915,BASE,,9.175900550380902,0.454932588338852,2.418427884578705,9.263257503509521,16.08588171005249,19.405904293060303,BaseEval256,25,163,0,30,261,6.965597481481382,0.10638640224933625,0.3536759614944458,6.765111207962036,14.64867377281189,16.824854660034177,256
0.045454545454545456,0.045454545454545456,,,22,0.9254188239574432,-11.695517538785934,-7.29860908985138,1.6795949935913086,6.255819845199585,10.294277046322819,6.809616785157811,0.8256125754117966,2.666361951828003,6.5418782234191895,11.681437015533445,13.73462619781494,BASE_ALPHAEDIT_W030,-0.9254188239574432,-10.294277046322822,-6.255819845199585,-1.6795949935913086,7.298609089851378,11.69551753878593,P,,6.809616785157811,0.8256125754117966,2.666361951828003,6.5418782234191895,11.681437015533445,13.73462619781494,H_active_variants,1,16,0,1,22,7.735035609115254,2.039108659029007,4.334959220886231,7.016468524932861,12.309596061706543,12.309608116149903,5
0.0,0.0,,,11,1.0634634278037332,-5.85095739364624,-4.657271862030029,1.6406679153442383,5.803126335144043,6.836381340026857,5.72599493373524,1.302625012397766,1.7495476007461548,5.205538749694824,10.417603969573975,10.677424907684326,BASE_ALPHAEDIT_W030,-1.0634634278037332,-6.836381340026856,-5.803126335144043,-1.6406679153442383,4.657271862030029,5.850957393646241,R,,5.72599493373524,1.302625012397766,1.7495476007461548,5.205538749694824,10.417603969573975,10.677424907684326,H_active_variants,0,7,0,0,11,6.789458361538974,3.977836751937866,4.115387678146362,5.502532958984375,9.4028959274292,9.4028959274292,5
0.435,0.4405940594059406,,,200,4.234407139694959,-5.8737819647789005,-3.2467703282833096,3.9415545389056206,11.736095060408097,14.498442749101665,2.873315750321199,0.004543972954852506,0.036996747553348544,1.604163944721222,9.506630945205687,12.412090320587152,BASE_ALPHAEDIT_W030,-4.234407139694959,-14.498442749101669,-11.736095060408115,-3.9415545389056206,3.2467703282833034,5.873781964778899,P,,2.873315750321199,0.004543972954852506,0.036996747553348544,1.604163944721222,9.506630945205687,12.412090320587152,H_diag_B1_R100_P200,87,166,0,89,202,7.1077228900161575,0.10258563905954361,1.5622073948383333,6.637389183044434,13.476423883438107,16.48981210708618,100
0.77,0.7722772277227723,,,100,7.232353479195444,-3.787583740875125,-0.15872449874877909,7.563790209591389,14.208796865273325,18.764843537718995,1.4311898818574265,0.0009286096386495046,0.003263136313762516,0.18087088316679,9.526891326904297,11.969052562713635,BASE_ALPHAEDIT_W030,-7.232353479195444,-18.76484353771899,-14.208796865273325,-7.563790209591389,0.1587244987487761,3.7875837408751325,R,,1.4311898818574265,0.0009286096386495046,0.003263136313762516,0.18087088316679,9.526891326904297,11.969052562713635,H_diag_B1_R100_P200,77,94,0,78,101,8.66354336105287,0.3771919920295477,3.1611603379249575,8.872640132904053,14.413795042037961,18.76967195510865,100
0.171,0.17745098039215687,,,1000,2.6216377180756534,-8.576625495553017,-4.879121255874634,2.2142688632011414,11.291692680120455,15.076526868939396,5.285822250200669,0.035742978490889074,0.21343229711055758,4.715624570846558,11.48159704208374,15.21000144958496,BASE_ALPHAEDIT_W030,2.6216377180756534,-8.576625495553017,-4.879121255874634,2.2142688632011414,11.291692680120455,15.076526868939396,N,,7.907459968276322,0.402108833193779,1.3713926255702973,8.031393051147461,14.752787160873412,17.425735244750975,N_diag1000,161,692,0,181,1020,5.285822250200669,0.035742978490889074,0.21343229711055758,4.715624570846558,11.48159704208374,15.21000144958496,100
,,,,100,,,,,,,,,,,,,BASE_ALPHAEDIT_W030,,,,,,,R+twoP_joint,,,,,,,,H_diag_B1_R100_P200,29,69,,,,,,,,,,
0.4561767578125,0.4561767578125,0.14120075719186945,7003,128,,,,,,,,,,,,,BASE_ALPHAEDIT_W030,,,,,,,GENERAL,2.6668700724840164,,,,,,,GeneralEval128,0,,,3737,8192,,,,,,,128
0.080078125,0.08812260536398467,,,256,1.7752957748161862,-10.505522274971009,-6.363989770412445,1.5546936988830566,11.613714933395386,16.525420099496834,7.301014835742535,0.12580216974020006,0.961749404668808,6.9703686237335205,14.931885242462158,17.304482269287107,BASE_ALPHAEDIT_W040,1.7752957748161862,-10.505522274971009,-6.363989770412445,1.5546936988830566,11.613714933395386,16.525420099496834,BASE,,9.076310610558721,0.4955813571810722,2.501795768737793,9.15744400024414,15.818273305892944,18.693055725097643,BaseEval256,18,157,0,23,261,7.301014835742535,0.12580216974020006,0.961749404668808,6.9703686237335205,14.931885242462158,17.304482269287107,256
0.045454545454545456,0.045454545454545456,,,22,0.4586793075908314,-13.964422442913055,-8.610736680030822,1.376762866973877,5.691114568710327,8.024302160739897,6.369696324521845,1.8028241324424743,2.8416337966918945,6.455514430999756,11.431728744506836,16.012972316741937,BASE_ALPHAEDIT_W040,-0.4586793075908314,-8.024302160739898,-5.6911145687103275,-1.376762866973877,8.610736680030818,13.96442244291305,P,,6.369696324521845,1.8028241324424743,2.8416337966918945,6.455514430999756,11.431728744506836,16.012972316741937,H_active_variants,1,17,0,1,22,6.828375632112676,2.048549873828888,2.7106972455978395,6.885078430175781,10.166583061218262,10.166583061218262,5
0.09090909090909091,0.09090909090909091,,,11,0.656252308325334,-4.866920614242554,-4.783369779586792,1.1192436218261719,6.107863426208496,6.633237457275391,5.769459973682057,1.1067685961723328,1.4229115843772888,6.43719482421875,9.414283752441406,9.578048706054688,BASE_ALPHAEDIT_W040,-0.656252308325334,-6.63323745727539,-6.107863426208496,-1.1192436218261719,4.783369779586792,4.866920614242554,R,,5.769459973682057,1.1067685961723328,1.4229115843772888,6.43719482421875,9.414283752441406,9.578048706054688,H_active_variants,1,6,0,1,11,6.425712282007391,2.1469764709472656,2.1469764709472656,5.751209259033203,10.623467445373535,10.623467445373535,5
