ideal_mode_weight_norm_squared,inverse_sigma_interpolation_quantity,inverse_sigma_is_native_gain,mode,rank,raw_map_mode_weight_norm_squared,raw_vs_ideal_right_relative_error,realized_gain_sigma_squared_over_one_plus_sigma_squared,ridge_gain_sigma_over_one_plus_sigma_squared,sigma,target_loading_squared
0.5764771259188988,0.19823428051787775,False,0,1,0.5764788617686896,1.9201982395000558e-05,0.9621890216161992,0.19073884842228797,5.0445361790480785,15.845420434183172
0.3859894311112712,0.22447397325843238,False,1,1,0.3859900276080302,2.9329585821832006e-05,0.9520286431467031,0.21370565218297466,4.454859445325183,8.451686821425783
0.3933001001492407,0.2629588582551823,False,2,1,0.3933001312627051,1.0149999347368581e-05,0.9353247609745104,0.24595193124365855,3.8028762622233985,6.501649944315094
0.5248896154452132,0.27638445625436087,False,3,1,0.5248896014670584,1.2031636025180918e-05,0.9290327079387231,0.2567701998261604,3.618148478942262,7.96120381601153
0.49417836228321593,0.28182540652890176,False,4,1,0.49417844469946176,9.647286090628187e-06,0.9264186779286021,0.26108832052319597,3.5482961324051105,7.249513060037167
0.4458895966292295,0.3018812200758533,False,5,1,0.44588966443092987,9.532087134641402e-06,0.916479171724905,0.2766678505344217,3.312561144905706,5.825188018948076
0.397545425855008,0.3033997964940783,False,6,1,0.3975455522230944,8.94603643713328e-06,0.915707783136475,0.2778255550516501,3.2959811165183757,5.150416842006862
0.5046592341054489,0.3092557551995109,False,7,1,0.5046592442747285,9.223338893136738e-06,0.9127092852082421,0.28226059927468067,3.233569572067843,6.33428654520861
0.48068666463412874,0.31283748619148777,False,8,1,0.4806867191001625,9.414150449633429e-06,0.9108569010012265,0.2849501831893926,3.196547869547514,5.920033890432071
0.44921243751042755,0.31694774456468855,False,9,1,0.44921250452699213,8.911889491802452e-06,0.9087143107969927,0.28801495126076226,3.1550942297237317,5.415289836799175
0.4939379162318696,0.31906023768067543,False,10,1,0.4939379962531079,8.972405974981024e-06,0.9076062012647437,0.2895810502959841,3.134204397480668,5.890227749175534
0.4897348409393001,0.3208384328344917,False,11,1,0.4897348719543099,8.911239661620988e-06,0.9066698533223833,0.29089453483823186,3.116833576218912,5.787484991739313
0.577443931540873,0.32252518872555785,False,12,1,0.5774439511424886,9.233527936962806e-06,0.9057786434506818,0.29213642792251093,3.1005330279828685,6.766099690496995
0.5200674311976512,0.3258415307205111,False,13,1,0.5200674545735534,9.340781985010644e-06,0.9040179685860239,0.29456659868291696,3.068976498449318,5.993667644967149
0.5088298470005097,0.3280707259480378,False,14,1,0.508829840842805,8.790628267434126e-06,0.9028282348469966,0.2961915144126398,3.0481232274237935,5.799991455342389
0.49357890305336477,0.3292211360616852,False,15,1,0.49357897493663283,9.237510252955595e-06,0.902212314105583,0.29702736301868193,3.0374720528655033,5.594530800865623
0.5057007737056703,0.3315369962342519,False,16,1,0.5057008230869195,8.907719884774994e-06,0.9009684492879697,0.2987043733787654,3.016254630277933,5.667746998755296
0.5363443781246806,0.33391372803585845,False,17,1,0.5363444322350416,9.254505605259918e-06,0.8996864232996689,0.30041764766723994,2.9947855270347303,5.942823751494316
0.5113644889400728,0.3353013060972812,False,18,1,0.5113645377197081,8.722519142920654e-06,0.8989354183961537,0.3014142198853363,2.9823922001361645,5.628635055506892
0.5099966720014151,0.33740326431776035,False,19,1,0.5099967363428014,8.895516080740299e-06,0.8977942394137334,0.3029187070638745,2.9638124634686935,5.557956624893462
0.5391567473737032,0.3397183169306781,False,20,1,0.5391568357360979,8.664130717536429e-06,0.8965324979579047,0.304568511279916,2.9436151957742593,5.812260137510167
0.4954962293988385,0.3404660469353218,False,21,1,0.4954962850990639,8.746779529027168e-06,0.8961238912000431,0.30509975880117707,2.9371504412889946,5.323001950942046
0.5300626889448405,0.3434600880980094,False,22,1,0.5300627754044561,8.456086386883005e-06,0.8944825197291881,0.3072190450283164,2.911546449363983,5.616049999833557
0.47008996365456523,0.344999084170904,False,23,1,0.4700900231985583,8.560292502805437e-06,0.8936355887556642,0.30830345970323075,2.8985584190844538,4.945659157651113
0.585482085372799,0.3471151106358471,False,24,1,0.5854821860454689,8.249843893024354e-06,0.8924675648028966,0.3097889774954625,2.880888700489573,6.100728367447258
0.5506626320764095,0.34800682420172396,False,25,1,0.5506626535799052,8.214856374741794e-06,0.891974128536279,0.3104130837420108,2.8735068695674335,5.714859658929482
0.5475361069761848,0.3490216122737381,False,26,1,0.5475361874991923,8.413724994812855e-06,0.8914117141192714,0.3111219536616047,2.865152084667177,5.656547641387048
0.5692382965397574,0.3518386543079583,False,27,1,0.5692383349644694,8.345759687277583e-06,0.8898456203166623,0.3130820855940448,2.842211871139995,5.807345625407118
0.5529190718193813,0.3528799622443128,False,28,1,0.5529191873451877,8.143638347073016e-06,0.8892649351157991,0.31380377672885446,2.8338248327845275,5.614941527463452
0.5043166633494567,0.35378323830548625,False,29,1,0.5043167592970007,8.182023752200348e-06,0.8887604494111151,0.3144285498705036,2.8265895376776324,5.101047558346156
0.5370140479788468,0.3548325940302647,False,30,1,0.5370141135978833,8.518788652135871e-06,0.8881734791362323,0.3151528995507944,2.818230390398429,5.4068339532610254
0.5457309529953659,0.35701044180571445,False,31,1,0.5457310432480695,7.959331845811875e-06,0.8869522144913388,0.31665120195610963,2.801038521288409,5.442723917006525
0.5400388359459196,0.3583970946403065,False,32,1,0.5400389029151302,7.899266693098107e-06,0.8861724925738228,0.31760164668861673,2.7902011901173953,5.35376743253773
0.5547286787486937,0.3592552083876581,False,33,1,0.5547287568946012,8.014915751339638e-06,0.8856891461272269,0.3181884387586239,2.7835365407449832,5.479132810042712
0.5494055784710941,0.3608359829320852,False,34,1,0.5494056591490936,8.049751027503846e-06,0.8847971099865685,0.3192666348774717,2.771342236642223,5.389965623123157
0.5612834107958806,0.36594709422074206,False,35,1,0.5612834996992274,8.048360617491253e-06,0.8818985488356448,0.3227282113438934,2.732635443190027,5.389001996411222
0.5739178669230355,0.36710640214692297,False,36,1,0.5739179532774218,7.741906863590228e-06,0.8812380890752085,0.3235081443152295,2.724005885355769,5.483770970336004
0.5156511551089119,0.36764587578282515,False,37,1,0.5156512648212488,7.7494842919892e-06,0.8809303759562532,0.32387041957213014,2.7200087526365113,4.916017578342682
0.48882954838406983,0.36819949533754714,False,38,1,0.4888296550163986,7.954272461683109e-06,0.8806143481280018,0.3242417585677333,2.7159189859379067,4.649642448968862
0.5399511595218354,0.3693157398058202,False,39,1,0.5399512468782842,7.995171327657645e-06,0.879976397459515,0.32498913423942133,2.707710211662743,5.112305475266245
0.560006925176002,0.37064991442877676,False,40,1,0.5600070412352417,7.810438188421947e-06,0.8792125807487581,0.3258800678192311,2.6979636607798483,5.273243203567628
0.5438151187059806,0.37266820703590103,False,41,1,0.5438152039058135,8.081360830588977e-06,0.8780544057910551,0.327222961086126,2.6833520571924314,5.078830706876314
0.5332693054348653,0.3734815241781287,False,42,1,0.533269368343461,7.686703572038751e-06,0.8775867811237783,0.3277624486126865,2.6775086189352137,4.963959115491219
0.5300144836649088,0.37689646395067733,False,43,1,0.5300146034844595,7.881678287906014e-06,0.875617681314625,0.33001720786017325,2.6532485593466997,4.866475782781651
0.46333455590455125,0.37731321801804585,False,44,1,0.46333464980716155,7.623464266446477e-06,0.8753767565275629,0.3302912209836142,2.650317964615204,4.247179641258893
0.5357507038177117,0.37819333562680146,False,45,1,0.5357508223162851,7.631190733010305e-06,0.8748675238645678,0.3308690670819013,2.644150242210489,4.8938473254269415
0.5216318304527282,0.3794568133086417,False,46,1,0.5216319095805374,7.433159520632657e-06,0.8741354459347197,0.3316966507145172,2.635346012845531,4.741130527767567
0.5450261054458234,0.38151366495764466,False,47,1,0.5450261953591651,7.566696590462898e-06,0.8729410881498338,0.3330389538321575,2.6211380924219823,4.913910443519583
0.6012185170863014,0.3822475833730405,False,48,1,0.6012186388687755,7.808851816091393e-06,0.8725141521073667,0.33351642610181836,2.616105486333675,5.405027294577376
0.5188533630065812,0.38364249521921323,False,49,1,0.5188534497834476,7.603404941547094e-06,0.87170159568541,0.33442177525532046,2.606593410431762,4.63933293412345
0.4725806663161319,0.38455791297702785,False,50,1,0.47258078316855784,7.516897555771222e-06,0.8711675684498826,0.3350143819763589,2.600388566337306,4.21064907061781
0.5034858298550158,0.38501616423081964,False,51,1,0.5034859253325898,7.284716735564638e-06,0.870900006664485,0.3353105799945552,2.5972935499936405,4.4780891833933865
0.5434363006164903,0.38802712426088837,False,52,1,0.5434364163147917,7.331399612473232e-06,0.8691381688746636,0.3372491842538101,2.5771394252522777,4.778007525635675
0.5262822995909314,0.3892301076264817,False,53,1,0.5262824161902546,7.3927840988679406e-06,0.8684324215423916,0.33802004490327114,2.5691743274896752,4.6061052079869516
0.5154893008308183,0.39004015923364965,False,54,1,0.5154894114646742,7.333936910773558e-06,0.8679566101482451,0.33853793443012026,2.56383855950833,4.4978500800111885
0.5469214343961418,0.39281040812302126,False,55,1,0.5469215442186005,7.283829952341383e-06,0.8663258992519821,0.3403018300527146,2.5457573916595857,4.722765422326578
0.5675548442317543,0.39354232303841585,False,56,1,0.5675549757326543,7.269985307984676e-06,0.8658941574454488,0.34076599822647374,2.541022760345866,4.887596290288299
0.5225808131374047,0.3944774756196263,False,57,1,0.5225808986083192,7.288881854191956e-06,0.8653419882271467,0.3413579230635132,2.534998984236674,4.484700916620444
0.49956042999840033,0.3954560577100521,False,58,1,0.4995605411341542,7.345569961440209e-06,0.8647635287299508,0.3419759759229796,2.5287259620971563,4.271661549516225
0.5531568706037966,0.3961929016016425,False,59,1,0.5531569940839011,7.168645828804732e-06,0.8643275313850145,0.3424404325936137,2.524023009895981,4.717134255604728
0.6069126803580652,0.3979098996108898,False,60,1,0.6069128154314518,7.264654842720776e-06,0.863310131453515,0.3435196477397322,2.513131744090522,5.1430772540595555
0.5692644976726174,0.39855922367760993,False,61,1,0.5692646268068094,7.146545332786705e-06,0.8629248569574887,0.3439266610810892,2.5090374042099417,4.81262932221108
0.5663051124373929,0.40061367438909445,False,62,1,0.5663052198371423,7.090459228150389e-06,0.8617039921971633,0.3452104025498572,2.49617041037085,4.752068954787379
0.5120150043639699,0.4011198154682861,False,63,1,0.5120151234171283,7.356740681620476e-06,0.8614027845537285,0.3455257259840594,2.4930206921653895,4.288662907590161
0.5534839766987926,0.40307944448345345,False,64,1,0.5534840939175629,7.124149387305247e-06,0.8602350048774983,0.3467430478912429,2.480900511514549,4.60351463273185
0.5302546670909638,0.40356737588586505,False,65,1,0.5302547873310894,7.192788961651408e-06,0.8599438464267721,0.3470452815116498,2.47790098940707,4.40263023348512
0.5514605206079976,0.40392823686619655,False,66,1,0.551460674875535,7.1105272997202295e-06,0.8597284138036624,0.3472685823714852,2.4756872848462326,4.572812961973245
0.533235390108792,0.4044688654520485,False,67,1,0.5332355121804699,7.347475424728458e-06,0.8594055025625469,0.34760276858472094,2.4723781863465932,4.413188842525828
0.556954227241874,0.4072868510935245,False,68,1,0.5569543509801324,7.11410991825016e-06,0.8577193089157602,0.349337796450414,2.4552719964199676,4.563818364491128
0.5413979805555617,0.40773758596894905,False,69,1,0.5413980931263617,7.044826574161724e-06,0.8574491338000353,0.3496142399067928,2.452557807795905,4.429333743355285
0.6125522986547304,0.40902997312261113,False,70,1,0.6125524396534542,6.986156947318127e-06,0.8566737531845776,0.35040524223993424,2.444808609906539,4.988867668900519
0.5500702946090935,0.40985199817565116,False,71,1,0.5500703845217022,7.0209061223213244e-06,0.8561800261403638,0.3509070945117093,2.439905147348892,4.467184554317262
0.545396397877171,0.41072765196086813,False,72,1,0.5453965214145906,7.179042865339689e-06,0.855653625682006,0.35144060456817383,2.4347033739410233,4.415789785706995
0.5299997547443618,0.4134881886360277,False,73,1,0.5299998768560742,6.975176005321715e-06,0.8539910333086355,0.3531152054741972,2.4184487670583703,4.2505275012270705
0.5967987940217495,0.41481739849981974,False,74,1,0.5967989272955816,6.958354412952508e-06,0.8531888333787617,0.3539175722912742,2.410699270610354,4.7645696982389545
0.621796968115952,0.41609717228453835,False,75,1,0.6217971037046811,7.136434334324493e-06,0.8524154656107725,0.35468766485225056,2.403284777230289,4.942610983946743
0.5520146663132095,0.41668546784580573,False,76,1,0.5520148017160473,6.987419188652492e-06,0.8520596307073266,0.35504086585380684,2.399891710094506,4.379191413042374
0.5818905129200851,0.41887352596601907,False,77,1,0.5818906546053226,6.8537818471780356e-06,0.8507343742087019,0.3563501069852937,2.3873554617560733,4.582341896432219
0.5671569958677257,0.42078985034175215,False,78,1,0.5671571332104404,7.02278702076268e-06,0.8495714053050878,0.35749102449295994,2.3764831760743084,4.437853981184909
0.5899849580096189,0.421715536307195,False,79,1,0.5899851200724371,7.065253473894511e-06,0.8490088716885976,0.3580402316537235,2.371266680750312,4.60232496343027
0.676638429124549,0.4246785411329912,False,80,1,0.6766386027876199,7.037899417950627e-06,0.8472049997067835,0.35978978331605305,2.3547222266802565,5.227078301411043
0.6522583813343995,0.42494705911970954,False,81,1,0.6522585913163401,7.296471813652334e-06,0.8470412826006886,0.3599477019941494,2.3532343112846332,5.034320468429527
0.5577689462501664,0.4261824193598518,False,82,1,0.5577690751855708,6.796232111787559e-06,0.8462875595696671,0.3606728796115454,2.346413072369461,4.28772927830172
0.6216836759226936,0.429163823733687,False,83,1,0.621683820462882,6.736823179463858e-06,0.8444650807527454,0.36241386306542495,2.33011252276599,4.733254537972194
0.5633728979509106,0.4299256735888857,False,84,1,0.5633730378188129,6.816479057917479e-06,0.8439986026924866,0.3628566677706456,2.325983446516025,4.278836922087959
0.6920786080675014,0.43195273572767523,False,85,1,0.6920787772428044,6.743344704047483e-06,0.8427559304191791,0.3640307296952867,2.3150681018731882,5.222510635875706
0.6131450090947871,0.4337294983158418,False,86,1,0.6131451575562086,6.769655983328482e-06,0.8416649198707996,0.36505490344560515,2.305584480379981,4.600942703488951
0.7151307432033714,0.4347880345070296,False,87,1,0.7151309587465952,6.916992981464271e-06,0.8410141509096887,0.3656628896666219,2.2999712978159987,5.348397469564253
0.7869790143486729,0.4382158857522297,False,88,1,0.7869792301455192,7.084559449167782e-06,0.8389028354557332,0.36762054909929104,2.2819802579348,5.823225293686411
0.6690567007368278,0.44040668874965927,False,89,1,0.6690568774204317,6.873132508397705e-06,0.837550363471727,0.3688627822376568,2.2706285475342334,4.917374097126267
0.7623224421937508,0.44330292432716695,False,90,1,0.76232263388727,7.130671247464325e-06,0.8357587870168252,0.37049431431668456,2.2557938265752986,5.5536129634271125
0.731627185812867,0.44588560857005594,False,91,1,0.7316274861138955,6.843718631998554e-06,0.8341577760005057,0.37193894759542984,2.2427276879533635,5.288670607344182
0.6639914037469764,0.4523467165173481,False,92,1,0.663991611272779,6.798926326006136e-06,0.8301389917374092,0.375510647165439,2.21069361948524,4.708883501133183
0.8787459811362944,0.4621312592014988,False,93,1,0.8787462692054773,6.733552398990464e-06,0.8240182867765817,0.3808046084731235,2.1638873806716012,6.059809347975245
0.9946541016992776,0.46596791199170057,False,94,1,0.9946543567225421,6.679018991112583e-06,0.8216075590714766,0.38284275877713375,2.1460705217354348,6.786271079545905
0.982477936394168,0.4841433945505125,False,95,1,0.9824784318681591,6.9168891866576814e-06,0.8101135702634266,0.3922111338787705,2.0655037562340763,6.386794904222102
0.8628624007074938,0.487213880141888,False,96,1,0.86286283291496,7.145167815052518e-06,0.8081608960073753,0.39374720592269813,2.0524866814319345,5.565530601042473
0.9619801344133991,0.49983704968120124,False,97,1,0.9619804801811745,6.491082554124325e-06,0.8001042848026134,0.3999217651530258,2.0006520137668975,6.014728416780759
1.0313132304538146,0.5195529049039984,False,98,1,1.0313136319956961,6.143684470438551e-06,0.7874417399157877,0.4091176434159063,1.924731804136053,6.161609502786211
1.0963611747981525,0.5520228965556259,False,99,1,1.0963615463573395,5.860305506907949e-06,0.7664425230698806,0.42309382162843756,1.8115190624148916,6.12463597045227
