arm,history_appends,history_seconds,commit_seconds,disk_checkpoint,exact_resume
N4,1,16.14691267069429,32.414604344405234,SKIPPED_USER_DIRECTED,NOT_AVAILABLE
EN_KL_Q,1,14.888063897378743,29.587024161592126,SKIPPED_USER_DIRECTED,NOT_AVAILABLE
DEC_LINE,1,15.377046308480203,30.496858772821724,SKIPPED_USER_DIRECTED,NOT_AVAILABLE
DEC_MODES_CUM,1,15.028874286450446,30.201059247367084,SKIPPED_USER_DIRECTED,NOT_AVAILABLE
