arm,shared_native_seconds,correction_accounted_seconds,accounted_edit_seconds,correction_to_native_ratio,included,boundary,independent_run_wall,S3_median_cost_gate
N4,271.8486479446292,0.9902312755584717,272.83887922018766,0.003642583044077396,N4_controller_inclusive,no observer/setup/commit; unseparated glue excluded; LINE projection+functional block not separated,False,NOT_APPLICABLE_B1_ONLY
EN_KL_Q,271.8486479446292,1239.6157399844378,1511.464387929067,4.559948152609263,EN_KL_Q_controller_inclusive+geometry_current_prefix,no observer/setup/commit; unseparated glue excluded; LINE projection+functional block not separated,False,NOT_APPLICABLE_B1_ONLY
DEC_LINE,271.8486479446292,269.51989670749754,541.3685446521267,0.9914336478965826,DEC_LINE_controller_inclusive+geometry_current_prefix+decision_reference_derivative+projection_functional_basis,no observer/setup/commit; unseparated glue excluded; LINE projection+functional block not separated,False,NOT_APPLICABLE_B1_ONLY
DEC_MODES_CUM,271.8486479446292,662.0815771026537,933.9302250472829,2.4354786463293654,DEC_MODES_CUM_controller_inclusive+geometry_current_prefix+decision_reference_derivative+projection_functional_basis,no observer/setup/commit; unseparated glue excluded; LINE projection+functional block not separated,False,NOT_APPLICABLE_B1_ONLY
