active_request_count,actual_progress_sum,alias,allocation_coefficient_share_layer_4,allocation_coefficient_share_layer_5,allocation_coefficient_share_layer_6,allocation_coefficient_share_layer_7,allocation_coefficient_share_layer_8,applied_coordinate_update_count,arm,bf16_cumulative_capacity_sum,bf16_step_energy_sum,capacity,case_index,clamp_policy,cumulative_structural_p,fallback_reason,marginal_structural_p,negative_actual_count,outer_h_application_count,outer_step,physical_h_application_count,predicted_progress_sum,realization_mean,remaining_division_count,request_simplex_max_abs_residual,residual_presplit_count,route_status,second_h_application_count,semantic_debt_input_count,soft_requestwise_no_weaker_max_violation,unreachable_request_count,writer_h_numeric_multiplication_count,writer_receipt_identity_sha256
10,108.57915499107912,llama3-8b-inst,0.19999996038190282,5.634381328745296e-12,0.10000003961743227,8.130916475774375e-12,0.6999999999868995,1,NEUTRAL,16.212015818311826,16.212015818311826,16.17061637458529,1,ON,0.028618226852284812,,0.028618226852284812,0,1,0,0,104.46253494350647,1.4516911613936148,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,f5832717d6fcc132fbb18da01268b90c826244158c20bebad48bb6651da3e9c5
10,4.612996924959589,llama3-8b-inst,0.09999999999998105,2.480684790074105e-12,4.465613976339678e-12,1.4508892025341561e-08,0.8999999854841807,1,NEUTRAL,24.037845602377935,12.149699770406844,12.090642530691577,1,ON,0.041613636133088744,,0.01299540928080393,1,1,1,0,38.27372627231322,0.17303864733758784,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,8a3689a63f62c158a10b93d8c7c845ed22d69c5d0d45f6090c761fd79a7dfd0d
10,0.7753647234203527,llama3-8b-inst,2.2084829996730187e-11,0.10000000000573742,5.7302029633302764e-11,0.09999998432859733,0.8000000155862784,1,NEUTRAL,27.653929154157158,4.220076660157184,4.1682031568909235,1,ON,0.04911243394052301,,0.007498797807434267,0,1,2,0,9.620626644915983,0.558084921566036,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,32d9ab96244eda6323b8b8fb79fae5e453fa1b43db37b75e0059122d66760108
10,1.8735248616576428,llama3-8b-inst,1.6688195302774164e-07,3.734599078367526e-13,6.389783049658212e-13,0.10000000000005656,0.899999833116978,1,NEUTRAL,29.833392568447167,3.585178179145239,3.528641133550827,1,ON,0.05375540218059649,,0.004642968240073483,1,1,3,0,7.420524264662233,0.5751543170596347,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,63aff15dc5d3cf5289fe61d5043d469a728671f650ac6385502d4149d21ea9ca
10,-1.3591331091156462,llama3-8b-inst,5.427121540808947e-12,7.843712706672215e-12,0.19999998854710338,2.4258583109965305e-11,0.8000000114153673,1,NEUTRAL,31.44514785302549,1.724576567468793,1.6809285631424369,1,ON,0.05689087041435127,,0.003135468233754779,1,1,4,0,1.576311727325676,0.6043272778686537,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,3dd5a49f1d37b324bf2043b0538f2b12ffb269b2da9e3f079f5292dcabd9faf1
10,1.1705593790102284,llama3-8b-inst,7.645943784401527e-12,0.09999999244156382,7.569665060108853e-09,0.09999999994086804,0.8000000000402572,1,NEUTRAL,34.91641615338757,3.5969977311450854,3.545521324712825,1,ON,0.062105931593550504,,0.00521506117919923,0,1,5,0,29.318631007222102,0.7269390409432546,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,04c47a08f7d2c29a4d87fbd23a022d330a922082f8b2ccd3df4a9655760933b9
10,1.0741406772067421,llama3-8b-inst,5.301222744693563e-12,7.573213246191562e-12,1.6741760870840016e-11,0.09999999510524343,0.9000000048651403,1,NEUTRAL,38.343183732149825,3.541990976543924,3.498442217413602,1,ON,0.0669509020720055,,0.0048449704784550044,0,1,6,0,2.216671738586129,0.9005856048102314,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,f83b8d0f8b9a85449576663b6ac2a888cd6bbb98bed7af2233e1e63cd6b12d3f
10,0.23036405682069017,llama3-8b-inst,8.715600935659407e-11,1.2014324091080448e-10,2.4257749587092033e-10,1.9079027887082485e-09,0.9999999976422205,1,NEUTRAL,38.72388076029554,0.5602488140410135,0.5319800971649792,1,ON,0.06765004725615238,,0.0006991451841468744,0,1,7,0,0.7494940297473238,0.7730052818654701,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,f7479bb70e71d8992c2cac2e83be766ab77ddbf92f20b0d904084fc22776184b
10,93.484084532829,llama3-8b-inst,0.4000000474559437,6.972077756387198e-12,1.1389612711467855e-10,1.445693726799884e-11,0.5999999524087312,1,NEUTRAL,15.865937451055693,15.865937451055693,15.832655189791796,2,ON,0.02646588569035048,,0.02646588569035048,0,1,0,0,142.2043267580719,1.4301543514566313,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,e93a7dfb0b8758428ff3eee20c7eafc9adcdcb96c4ef9b1198bbc8d629f6ac34
10,15.551720241666771,llama3-8b-inst,1.0346863024045601e-05,2.605085951180944e-16,0.19998965313697592,0.19999999999999998,0.5999999999999999,1,NEUTRAL,30.666584857644864,20.428615541962387,20.364716019576594,2,ON,0.05176016848611891,,0.02529428279576843,0,1,1,0,125.63942072560262,0.22982914163872223,0,2.220446049250313e-16,0,NEUTRAL_CERTIFIED,0,0,0.0,0,0,162fa204a98da0b8a94abc6ac0668da1947d66b57705500c373b4e1e876ea510
