batch,arm,scope,family,requests,preference_success,preference_prompts,preference_rate,tf_token_correct,tf_valid_tokens,tf_token_micro,tf_prompt_macro,tf_strict_correct,tf_strict_prompts,tf_strict_rate,new_nll_prompt_macro,true_nll_prompt_macro,desired_nll_prompt_macro,desired_margin_prompt_macro,preference_status
1,EN_ADAPT,all_seen,PS,100,194,200,0.97,127,202,0.6287128712871287,0.625,125,200,0.625,1.6399144512342172,10.132023773789406,1.6399144512342172,8.492109322555189,
1,EN_ADAPT,all_seen,NS,100,865,1000,0.865,190,1030,0.18446601941747573,0.175,160,1000,0.16,11.133661353502887,5.5260053494179155,5.5260053494179155,5.607656004084973,
1,EN_ADAPT,current,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.001501298460207181,15.158205790519714,0.001501298460207181,15.156704492059507,
1,EN_ADAPT,current,PS,100,194,200,0.97,127,202,0.6287128712871287,0.625,125,200,0.625,1.6399144512342172,10.132023773789406,1.6399144512342172,8.492109322555189,
1,EN_ADAPT,current,NS,100,865,1000,0.865,190,1030,0.18446601941747573,0.175,160,1000,0.16,11.133661353502887,5.5260053494179155,5.5260053494179155,5.607656004084973,
1,EN_ADAPT,first100,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.001501298460207181,15.158205790519714,0.001501298460207181,15.156704492059507,
1,EN_ADAPT,first100,PS,100,194,200,0.97,127,202,0.6287128712871287,0.625,125,200,0.625,1.6399144512342172,10.132023773789406,1.6399144512342172,8.492109322555189,
1,EN_ADAPT,first100,NS,100,865,1000,0.865,190,1030,0.18446601941747573,0.175,160,1000,0.16,11.133661353502887,5.5260053494179155,5.5260053494179155,5.607656004084973,
2,W0,current,RS,100,8,100,0.08,2,102,0.0196078431372549,0.01,0,100,0.0,11.273228018283843,4.610603293878958,11.273228018283843,-6.662624724404886,
2,W0,current,PS,100,26,200,0.13,4,204,0.0196078431372549,0.01,0,200,0.0,10.36509670138359,4.908750614898745,10.36509670138359,-5.456346086484846,
2,W0,current,NS,100,882,1000,0.882,194,1010,0.19207920792079208,0.1885,184,1000,0.184,11.285634551227092,5.088270650858525,5.088270650858525,6.197363900368567,
2,N4,all_seen,RS,200,200,200,1.0,203,203,1.0,1.0,200,200,1.0,0.0047007645223857255,14.969785099029542,0.0047007645223857255,14.965084334507155,
2,N4,all_seen,PS,200,374,400,0.935,264,406,0.6502463054187192,0.64875,258,400,0.645,1.7034173837110576,9.938764957664535,1.7034173837110576,8.235347573953478,
2,N4,all_seen,NS,200,1730,2000,0.865,393,2040,0.19264705882352942,0.18675,354,2000,0.177,10.812511970876484,5.208889218005846,5.208889218005846,5.603622752870637,
2,N4,current,RS,100,100,100,1.0,102,102,1.0,1.0,100,100,1.0,0.007906021641465486,14.82549566745758,0.007906021641465486,14.817589645816115,
2,N4,current,PS,100,181,200,0.905,137,204,0.6715686274509803,0.6725,133,200,0.665,1.8174636039242613,9.781587899681181,1.8174636039242613,7.964124295756919,
2,N4,current,NS,100,872,1000,0.872,202,1010,0.2,0.197,192,1000,0.192,10.645324701949955,4.92949604927341,4.92949604927341,5.715828652676544,
2,N4,first100,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.0014955074033059644,15.114074530601501,0.0014955074033059644,15.112579023198196,
2,N4,first100,PS,100,193,200,0.965,127,202,0.6287128712871287,0.625,125,200,0.625,1.5893711634978536,10.095942015647887,1.5893711634978536,8.506570852150034,
2,N4,first100,NS,100,858,1000,0.858,191,1030,0.18543689320388348,0.1765,162,1000,0.162,10.979699239803013,5.488282386738283,5.488282386738283,5.491416853064729,
2,N4,active_past,RS,,,,,101,101,1.0,1.0,,,1.0,0.0014955074033059644,15.114074530601501,0.0014955074033059644,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,N4,active_past,PS,,,,,127,202,0.6287128712871287,0.625,,,0.625,1.5893711634978536,10.095942015647887,1.5893711634978536,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,N4,active_past,NS,,,,,191,1030,0.18543689320388348,0.1765,,,0.162,10.979699239803013,5.488282386738283,5.488282386738283,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,EN_EXACT,all_seen,RS,200,200,200,1.0,203,203,1.0,1.0,200,200,1.0,0.004750325771747157,15.02461706995964,0.004750325771747157,15.019866744187894,
2,EN_EXACT,all_seen,PS,200,374,400,0.935,265,406,0.6527093596059114,0.65125,259,400,0.6475,1.6940743997365644,9.933636929355561,1.6940743997365644,8.239562529618997,
2,EN_EXACT,all_seen,NS,200,1729,2000,0.8645,392,2040,0.19215686274509805,0.18625,353,2000,0.1765,10.806964708533778,5.209954362113029,5.209954362113029,5.59701034642075,
2,EN_EXACT,current,RS,100,100,100,1.0,102,102,1.0,1.0,100,100,1.0,0.007992452522739769,14.939395287036895,0.007992452522739769,14.931402834514156,
2,EN_EXACT,current,PS,100,181,200,0.905,136,204,0.6666666666666666,0.6675,132,200,0.66,1.8010864226616103,9.777230928763748,1.8010864226616103,7.976144506102137,
2,EN_EXACT,current,NS,100,872,1000,0.872,202,1010,0.2,0.197,192,1000,0.192,10.640397208228707,4.932070976827876,4.932070976827876,5.708326231400831,
2,EN_EXACT,first100,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.0015081990207545459,15.109838852882385,0.0015081990207545459,15.10833065386163,
2,EN_EXACT,first100,PS,100,193,200,0.965,129,202,0.6386138613861386,0.635,127,200,0.635,1.5870623768115184,10.090042929947376,1.5870623768115184,8.502980553135858,
2,EN_EXACT,first100,NS,100,857,1000,0.857,190,1030,0.18446601941747573,0.1755,161,1000,0.161,10.973532208838849,5.487837747398181,5.487837747398181,5.4856944614406675,
2,EN_EXACT,active_past,RS,,,,,101,101,1.0,1.0,,,1.0,0.0015081990207545459,15.109838852882385,0.0015081990207545459,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,EN_EXACT,active_past,PS,,,,,129,202,0.6386138613861386,0.635,,,0.635,1.5870623768115184,10.090042929947376,1.5870623768115184,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,EN_EXACT,active_past,NS,,,,,190,1030,0.18446601941747573,0.1755,,,0.161,10.973532208838849,5.487837747398181,5.487837747398181,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,EN_ADAPT,all_seen,RS,200,200,200,1.0,203,203,1.0,1.0,200,200,1.0,0.0038094274222748937,15.009984055757522,0.0038094274222748937,15.006174628335248,
2,EN_ADAPT,all_seen,PS,200,375,400,0.9375,268,406,0.6600985221674877,0.65875,262,400,0.655,1.6954354005782806,9.915040936768055,1.6954354005782806,8.219605536189775,
2,EN_ADAPT,all_seen,NS,200,1730,2000,0.865,392,2040,0.19215686274509805,0.18625,353,2000,0.1765,10.806722768615524,5.208986449966673,5.208986449966673,5.597736318648851,
2,EN_ADAPT,current,RS,100,100,100,1.0,102,102,1.0,1.0,100,100,1.0,0.0060942302287730855,14.923288834095,0.0060942302287730855,14.917194603866228,
2,EN_ADAPT,current,PS,100,182,200,0.91,139,204,0.6813725490196079,0.6825,135,200,0.675,1.8030728394843754,9.754289203584195,1.8030728394843754,7.951216364099818,
2,EN_ADAPT,current,NS,100,871,1000,0.871,202,1010,0.2,0.197,192,1000,0.192,10.640746664881707,4.932150822123629,4.932150822123629,5.708595842758077,
2,EN_ADAPT,first100,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.0015246246157767018,15.096679277420044,0.0015246246157767018,15.095154652804267,
2,EN_ADAPT,first100,PS,100,193,200,0.965,129,202,0.6386138613861386,0.635,127,200,0.635,1.587797961672186,10.075792669951916,1.587797961672186,8.48799470827973,
2,EN_ADAPT,first100,NS,100,859,1000,0.859,190,1030,0.18446601941747573,0.1755,161,1000,0.161,10.97269887234934,5.485822077809717,5.485822077809717,5.486876794539625,
2,EN_ADAPT,active_past,RS,,,,,101,101,1.0,1.0,,,1.0,0.0015246246157767018,15.096679277420044,0.0015246246157767018,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,EN_ADAPT,active_past,PS,,,,,129,202,0.6386138613861386,0.635,,,0.635,1.587797961672186,10.075792669951916,1.587797961672186,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
2,EN_ADAPT,active_past,NS,,,,,190,1030,0.18446601941747573,0.1755,,,0.161,10.97269887234934,5.485822077809717,5.485822077809717,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,W0,current,RS,100,6,100,0.06,2,102,0.0196078431372549,0.01,0,100,0.0,10.991383054256438,4.768033763866115,10.991383054256438,-6.223349290390324,
3,W0,current,PS,100,15,200,0.075,5,204,0.024509803921568627,0.015,1,200,0.005,10.366116930246353,5.016011483627372,10.366116930246353,-5.350105446618982,
3,W0,current,NS,100,890,1000,0.89,203,1030,0.1970873786407767,0.188,173,1000,0.173,10.906107253313065,5.373654795210052,5.373654795210052,5.532452458103013,
3,N4,all_seen,RS,300,300,300,1.0,304,305,0.9967213114754099,0.9966666666666667,299,300,0.9966666666666667,0.005199178891152769,14.95806402683258,0.005199178891152769,14.952864847941427,
3,N4,all_seen,PS,300,568,600,0.9466666666666667,399,610,0.6540983606557377,0.6533333333333333,389,600,0.6483333333333333,1.6873812362388707,10.01107042250534,1.6873812362388707,8.323689186266469,
3,N4,all_seen,NS,300,2574,3000,0.858,601,3070,0.19576547231270358,0.18866666666666668,531,3000,0.177,10.348184916833377,5.1585813773174305,5.1585813773174305,5.1896035395159466,
3,N4,current,RS,100,100,100,1.0,102,102,1.0,1.0,100,100,1.0,0.0012843090853584726,14.98513036251068,0.0012843090853584726,14.983846053425323,
3,N4,current,PS,100,189,200,0.945,128,204,0.6274509803921569,0.6275,124,200,0.62,1.7399834018899127,10.119812137410044,1.7399834018899127,8.379828735520132,
3,N4,current,NS,100,860,1000,0.86,202,1030,0.19611650485436893,0.187,172,1000,0.172,9.988684529900551,5.164008988419315,5.164008988419315,4.824675541481236,
3,N4,first100,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.0016848658080562018,15.062602162361145,0.0016848658080562018,15.06091729655309,
3,N4,first100,PS,100,195,200,0.975,133,202,0.6584158415841584,0.655,131,200,0.655,1.5494082116277423,10.060559937357903,1.5494082116277423,8.51115172573016,
3,N4,first100,NS,100,853,1000,0.853,184,1030,0.1786407766990291,0.169,154,1000,0.154,10.686295927023398,5.430758793777437,5.430758793777437,5.255537133245962,
3,N4,active_past,RS,,,,,202,203,0.9950738916256158,0.995,,,0.995,0.007156613794049918,14.94453085899353,0.007156613794049918,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,N4,active_past,PS,,,,,271,406,0.6674876847290641,0.66625,,,0.6625,1.6610801534133497,9.956699565052986,1.6610801534133497,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,N4,active_past,NS,,,,,399,2040,0.19558823529411765,0.1895,,,0.1795,10.52793511029979,5.155867571766488,5.155867571766488,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,EN_EXACT,all_seen,RS,300,300,300,1.0,305,305,1.0,1.0,300,300,1.0,0.0035015999092441537,15.027435625394185,0.0035015999092441537,15.023934025484941,
3,EN_EXACT,all_seen,PS,300,565,600,0.9416666666666667,402,610,0.659016393442623,0.6591666666666667,392,600,0.6533333333333333,1.6822538204503024,10.050781642658015,1.6822538204503024,8.368527822207712,
3,EN_EXACT,all_seen,NS,300,2571,3000,0.857,596,3070,0.19413680781758957,0.187,526,3000,0.17533333333333334,10.33190379266305,5.165814186930734,5.165814186930734,5.166089605732316,
3,EN_EXACT,current,RS,100,100,100,1.0,102,102,1.0,1.0,100,100,1.0,0.0013976820539210167,15.082571816444396,0.0013976820539210167,15.081174134390476,
3,EN_EXACT,current,PS,100,188,200,0.94,130,204,0.6372549019607843,0.64,126,200,0.63,1.7463707864247409,10.251902825720608,1.7463707864247409,8.505532039295867,
3,EN_EXACT,current,NS,100,857,1000,0.857,199,1030,0.19320388349514564,0.184,169,1000,0.169,9.968247264388948,5.195713554257527,5.195713554257527,4.772533710131421,
3,EN_EXACT,first100,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.0017182361335289897,15.048753662109375,0.0017182361335289897,15.047035425975846,
3,EN_EXACT,first100,PS,100,194,200,0.97,134,202,0.6633663366336634,0.66,132,200,0.66,1.5412228268940817,10.056932466030121,1.5412228268940817,8.51570963913604,
3,EN_EXACT,first100,NS,100,853,1000,0.853,187,1030,0.18155339805825244,0.172,157,1000,0.157,10.6738724344332,5.4212897210734665,5.4212897210734665,5.252582713359734,
3,EN_EXACT,active_past,RS,,,,,203,203,1.0,1.0,,,1.0,0.004553558836905722,14.99986752986908,0.004553558836905722,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,EN_EXACT,active_past,PS,,,,,272,406,0.6699507389162561,0.66875,,,0.665,1.650195337463083,9.950221051126718,1.650195337463083,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,EN_EXACT,active_past,NS,,,,,397,2040,0.1946078431372549,0.1885,,,0.1785,10.513732056800102,5.1508645032673375,5.1508645032673375,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,EN_ADAPT,all_seen,RS,300,300,300,1.0,305,305,1.0,1.0,300,300,1.0,0.0027953737019591547,15.013087431589762,0.0027953737019591547,15.010292057887803,
3,EN_ADAPT,all_seen,PS,300,566,600,0.9433333333333334,392,610,0.6426229508196721,0.6425,382,600,0.6366666666666667,1.674441576326717,10.060404335508744,1.674441576326717,8.385962759182027,
3,EN_ADAPT,all_seen,NS,300,2573,3000,0.8576666666666667,597,3070,0.19446254071661237,0.18733333333333332,527,3000,0.17566666666666667,10.351358229053012,5.173395676048861,5.173395676048861,5.177962553004152,
3,EN_ADAPT,current,RS,100,100,100,1.0,102,102,1.0,1.0,100,100,1.0,0.0012930286579739914,15.075301103591919,0.0012930286579739914,15.074008074933944,
3,EN_ADAPT,current,PS,100,188,200,0.94,124,204,0.6078431372549019,0.61,120,200,0.6,1.6989167087723762,10.330345722287893,1.6989167087723762,8.631429013515517,
3,EN_ADAPT,current,NS,100,855,1000,0.855,201,1030,0.19514563106796118,0.186,171,1000,0.171,9.987721238151194,5.208865089511732,5.208865089511732,4.778856148639461,
3,EN_ADAPT,first100,RS,100,100,100,1.0,101,101,1.0,1.0,100,100,1.0,0.0017122916114021792,15.03118468284607,0.0017122916114021792,15.029472391234668,
3,EN_ADAPT,first100,PS,100,195,200,0.975,133,202,0.6584158415841584,0.655,131,200,0.655,1.5589163388172165,10.035555151104926,1.5589163388172165,8.47663881228771,
3,EN_ADAPT,first100,NS,100,856,1000,0.856,183,1030,0.17766990291262136,0.168,153,1000,0.153,10.704487335929997,5.431470866565127,5.431470866565127,5.27301646936487,
3,EN_ADAPT,active_past,RS,,,,,203,203,1.0,1.0,,,1.0,0.0035465462239517363,14.981980595588684,0.0035465462239517363,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,EN_ADAPT,active_past,PS,,,,,268,406,0.6600985221674877,0.65875,,,0.655,1.6622040101038875,9.925433642119168,1.6622040101038875,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
3,EN_ADAPT,active_past,NS,,,,,396,2040,0.19411764705882353,0.188,,,0.178,10.533176724503923,5.155660969317425,5.155660969317425,,NOT_IN_STORED_ACTIVE_PAST_AGGREGATE
