phase,arm,unit,K,endpoint,locality_denominator,locality_numerator,rephrase_accuracy_denominator,rephrase_accuracy_numerator,rephrase_strict_accuracy_denominator,rephrase_strict_accuracy_numerator,rephrase_strict_success_denominator,rephrase_strict_success_numerator,rephrase_success_denominator,rephrase_success_numerator,rephrase_target_new_nll_mean,rephrase_target_true_nll_mean,rewrite_accuracy_denominator,rewrite_accuracy_numerator,rewrite_success_denominator,rewrite_success_numerator,rewrite_target_new_nll_mean,rewrite_target_true_nll_mean,endpoint_identity_sha256
2,c0,5,6,accepted_z,1000,868,200,131,100,52,100,96,200,195,1.6775480506458553,8.688330697864295,100,99,100,100,0.10787534755421803,9.895953986644745,460420e5bb6ac7a3b0dabeb1cf16f104cc78e90009ac41ab0d2b7c1cbf3a24cc
2,c0,5,6,post_writer_W,1000,868,200,106,100,38,100,81,200,177,2.2977826432845903,7.578592620939016,100,99,100,100,0.10643782023573295,9.903740408420562,5c05fb8dfa0610d200cc2c4c0d92a066dbd0eead3eef3bc470191cb1623df06f
2,c0,5,6,pre_writer_W,1000,868,200,99,100,34,100,79,200,174,2.4621068786885005,7.35032705873251,100,98,100,100,0.2029902809811756,9.126065640449523,bd2b1869672f5f72bff3cf08094904dbda3997945782b1a4c12fcafcbd15dd4f
2,c0,5,7,accepted_z,1000,868,200,132,100,54,100,97,200,196,1.598368023787043,8.95185202345252,100,99,100,100,0.056247155237942936,10.43672598361969,3dca17aba458d95f86471867278755febc9093b0340539f8f4d37620a01abe15
2,c0,5,7,post_writer_W,1000,867,200,109,100,41,100,81,200,178,2.2190971414287923,7.75614062666893,100,99,100,100,0.05338910449296236,10.44303817987442,10ef44b7c16fab5cd0f60f2ab07e8d07060c5af3934ecf1d34b31df6f271a004
2,c0,5,7,pre_writer_W,1000,868,200,106,100,38,100,81,200,177,2.2977826432845903,7.578592620939016,100,99,100,100,0.10643782023573295,9.903740408420562,5c05fb8dfa0610d200cc2c4c0d92a066dbd0eead3eef3bc470191cb1623df06f
2,c0,5,8,accepted_z,1000,867,200,135,100,56,100,98,200,197,1.4805666749778903,9.408566853106022,100,99,100,100,0.031183717841049657,11.337633395195008,b6ef9397c7ff6b7b7e47bcb5bc533456a7eafcf3b2cecb7d3512162e827d34fd
2,c0,5,8,post_writer_W,1000,867,200,116,100,48,100,84,200,182,2.1032178523036418,8.063300015628338,100,99,100,100,0.03054417095030658,11.346187520027161,421074c6c6a7916d58d609acd3aa05d28156fd37d7a343c5e90fc52ac60f18f5
2,c0,5,8,pre_writer_W,1000,867,200,109,100,41,100,81,200,178,2.2190971414287923,7.75614062666893,100,99,100,100,0.05338910449296236,10.44303817987442,10ef44b7c16fab5cd0f60f2ab07e8d07060c5af3934ecf1d34b31df6f271a004
2,c0,6,1,accepted_z,1000,867,200,0,100,0,100,14,200,41,8.550073975324631,4.910358552634716,100,0,100,17,8.87919591665268,4.720039876718074,e39e95c1c14afdeb4ce8ff4af6f04bfc5a098d0e242151a54236c55974ceeb27
2,c0,6,1,post_writer_W,1000,861,200,0,100,0,100,14,200,42,8.590760859251022,5.016096274666488,100,0,100,20,8.391686012744904,4.650242257788777,1fc986cf38e666b720bf1f22663fceb2001a2ece4e68c143697d824c1e902553
2,c0,6,1,pre_writer_W,1000,867,200,0,100,0,100,9,200,30,10.177319383621215,4.923800152242183,100,0,100,12,11.449482576847076,4.947457070574164,f477145478585ab74b421a7241b6302c97963b2d7cf75043db48c09782074d92
2,c0,6,2,accepted_z,1000,861,200,13,100,2,100,43,200,104,5.827634534332901,5.591787246279418,100,8,100,54,5.002659782767296,5.035948105975986,40fb2d4bbc0391d1b488b741ed7bba47c3b9e835664d9fba7db6715d7fbf0cfa
2,c0,6,2,post_writer_W,1000,860,200,7,100,1,100,29,200,83,6.224079902097583,5.411101496480406,100,9,100,55,4.855947989225387,5.050907754004002,34d93b3fc74696567cfeea4bb4256e9ac02cf37c863e480fd41e8e4a2322780e
2,c0,6,2,pre_writer_W,1000,861,200,0,100,0,100,14,200,42,8.590760859251022,5.016096274666488,100,0,100,20,8.391686012744904,4.650242257788777,1fc986cf38e666b720bf1f22663fceb2001a2ece4e68c143697d824c1e902553
2,c0,6,3,accepted_z,1000,860,200,66,100,22,100,92,200,191,2.8315291100298055,7.948093795180321,100,54,100,97,1.6370789920724929,8.118176124691963,fdd794f1600e38087fff3dc9431eda6ac04cb25684df6e3ac5201e36c81554ff
2,c0,6,3,post_writer_W,1000,847,200,59,100,15,100,81,200,177,3.263618407812901,7.142680515944957,100,55,100,96,1.6212660286203027,8.057381384372711,7d2aebb2f37ee2091a6169952dc92b7a55d35b0e05af9620e382a98a268e16a7
2,c0,6,3,pre_writer_W,1000,860,200,7,100,1,100,29,200,83,6.224079902097583,5.411101496480406,100,9,100,55,4.855947989225387,5.050907754004002,34d93b3fc74696567cfeea4bb4256e9ac02cf37c863e480fd41e8e4a2322780e
2,c0,6,4,accepted_z,1000,847,200,103,100,39,100,93,200,192,2.0486391203966923,8.50287570118904,100,84,100,98,0.6236662168521434,9.133133406639098,e804cc2134924a62ffdb760faa7f4e269d14fe5d42d78359e05e64b6e1efb9eb
2,c0,6,4,post_writer_W,1000,835,200,90,100,28,100,88,200,186,2.4708919351198713,7.571011614948511,100,83,100,98,0.6425716375932098,9.096877363920212,7598fcee85758101c725419661e3f9f061e3ddb93da09f32ec1fc22633c7d676
2,c0,6,4,pre_writer_W,1000,847,200,59,100,15,100,81,200,177,3.263618407812901,7.142680515944957,100,55,100,96,1.6212660286203027,8.057381384372711,7d2aebb2f37ee2091a6169952dc92b7a55d35b0e05af9620e382a98a268e16a7
2,c0,6,5,accepted_z,1000,835,200,129,100,52,100,99,200,199,1.56814718972455,9.491882753372192,100,93,100,100,0.22115838978847024,10.916035366058349,1c27278820545bc4cecb44d01ddb0f2df257123514034acb4ee677b86aceb3f2
2,c0,6,5,post_writer_W,1000,833,200,111,100,38,100,91,200,189,2.1461254258838016,8.304714307412505,100,93,100,100,0.22844212046940812,10.913131012916566,384bbec14c3dff97798d22d1e455c3d0f5b29f38530b4e9bf8f29d53bde24549
2,c0,6,5,pre_writer_W,1000,835,200,90,100,28,100,88,200,186,2.4708919351198713,7.571011614948511,100,83,100,98,0.6425716375932098,9.096877363920212,7598fcee85758101c725419661e3f9f061e3ddb93da09f32ec1fc22633c7d676
2,c0,6,6,accepted_z,1000,833,200,136,100,56,100,100,200,200,1.471188249468978,9.876969492435455,100,98,100,100,0.10346625930047594,11.635469250679016,6ea012a2e8224d254149162c1ef5ee54acd6924cafce59b8d293ba1389f3c66c
2,c0,6,6,post_writer_W,1000,834,200,114,100,40,100,93,200,191,1.9874367968726439,8.587234545499086,100,98,100,100,0.11323462144006044,11.64436601638794,b60b98746b0b0dab5c8fa738403bd56279a8ccf129e13bf8d5078b00a9845efc
2,c0,6,6,pre_writer_W,1000,833,200,111,100,38,100,91,200,189,2.1461254258838016,8.304714307412505,100,93,100,100,0.22844212046940812,10.913131012916566,384bbec14c3dff97798d22d1e455c3d0f5b29f38530b4e9bf8f29d53bde24549
2,c0,6,7,accepted_z,1000,834,200,141,100,59,100,99,200,199,1.3991460283406196,10.172223086357116,100,99,100,100,0.08796169586159522,12.122417407035828,f93b7b43df3edc4eb3ee07615792178665633023cdd31f34fb26aee6d1c82c72
2,c0,6,7,post_writer_W,1000,833,200,116,100,40,100,93,200,191,1.9699793302535544,8.793934630081058,100,99,100,100,0.09009380337956827,12.116779067516326,e8443a6cc9e9d7ceb07be5c34193d8807e9ad38e9c4178ef792f4fa5be4daf70
2,c0,6,7,pre_writer_W,1000,834,200,114,100,40,100,93,200,191,1.9874367968726439,8.587234545499086,100,98,100,100,0.11323462144006044,11.64436601638794,b60b98746b0b0dab5c8fa738403bd56279a8ccf129e13bf8d5078b00a9845efc
2,c0,6,8,accepted_z,1000,833,200,142,100,59,100,100,200,200,1.3688458667401573,10.399496802091598,100,99,100,100,0.07648984247382032,12.562568254470825,7933b27b72674f7d96d30f70b4039484a2e17aece6401ce2998c1b1fe3653334
2,c0,6,8,post_writer_W,1000,832,200,118,100,41,100,93,200,191,1.9308697161020245,8.989019063748419,100,99,100,100,0.07667724570492282,12.561240973472595,c84bb61441b73f17c8e1f715fc6f55cb80f29f3eda019a7733a4dc465970ed47
2,c0,6,8,pre_writer_W,1000,833,200,116,100,40,100,93,200,191,1.9699793302535544,8.793934630081058,100,99,100,100,0.09009380337956827,12.116779067516326,e8443a6cc9e9d7ceb07be5c34193d8807e9ad38e9c4178ef792f4fa5be4daf70
2,c0,7,1,accepted_z,1000,884,200,2,100,0,100,12,200,38,8.403331301212312,5.080722844600677,100,0,100,23,8.53071972846985,5.448533731848001,7128a410475a0cd248c7a1f8c00daf966bbb6048cbaff5ce4b227db140e78a35
2,c0,7,1,post_writer_W,1000,883,200,3,100,0,100,11,200,37,8.474561198353767,5.1177832540124655,100,0,100,23,8.138879377841949,5.437000409215688,a76f0fc0ccf6131465319229c52c0530cfbd81dd1f6b14862d91647a1890e7fa
2,c0,7,1,pre_writer_W,1000,884,200,2,100,0,100,6,200,21,10.189507842063904,4.804716696655378,100,0,100,8,11.482925567626953,5.287479268759489,23fbf0f0be5331f7be0a120cc670a900a21ece8a25d42e9cf2d61d8cf192c5d9
2,c0,7,2,accepted_z,1000,883,200,30,100,7,100,48,200,114,5.524370481669902,5.728295196611434,100,11,100,67,4.840994468182325,5.953513760566711,e347ae832bddfc73f0633acc6bd3f8bf2b396930299592b97710b4bfad55e995
2,c0,7,2,post_writer_W,1000,885,200,17,100,2,100,36,200,97,6.18778129979968,5.539808580894023,100,10,100,71,4.695727001875639,5.954137068986893,b0798d62295026fb2a532c2d08c850273e5b425b2f89bc1904be134546b95d76
2,c0,7,2,pre_writer_W,1000,883,200,3,100,0,100,11,200,37,8.474561198353767,5.1177832540124655,100,0,100,23,8.138879377841949,5.437000409215688,a76f0fc0ccf6131465319229c52c0530cfbd81dd1f6b14862d91647a1890e7fa
2,c0,7,3,accepted_z,1000,885,200,76,100,25,100,85,200,178,3.0178291241638364,7.819088526219129,100,55,100,96,1.7157132855569943,8.09641628265381,1654f8f6dbfefc9213cd9ce5ecbc781fc16236ac8fee87517cb5555ab9e73500
2,c0,7,3,post_writer_W,1000,872,200,63,100,17,100,71,200,161,3.564330671876669,6.970170827507973,100,54,100,96,1.7069965343130753,8.068265820145607,9c24141f501153b8d15f5c4041a240811c712f9566d2c248a042f69e5a67373e
2,c0,7,3,pre_writer_W,1000,885,200,17,100,2,100,36,200,97,6.18778129979968,5.539808580894023,100,10,100,71,4.695727001875639,5.954137068986893,b0798d62295026fb2a532c2d08c850273e5b425b2f89bc1904be134546b95d76
2,c0,7,4,accepted_z,1000,872,200,118,100,43,100,94,200,192,2.0132936386065556,8.643479279875756,100,90,100,99,0.5364899521623738,9.664131097793579,a0aa89fab7bb72b6204425e066ccf828d8875d3f90aeef2dbc03853565a425ff
2,c0,7,4,post_writer_W,1000,868,200,100,100,36,100,85,200,181,2.5833886589668693,7.647313842773437,100,91,100,99,0.5707326544821263,9.657859148979187,6a65b7ef8bc07fe7df16c42c7ac7b72d31bf9ba325cb81581ad8cd51150e953c
2,c0,7,4,pre_writer_W,1000,872,200,63,100,17,100,71,200,161,3.564330671876669,6.970170827507973,100,54,100,96,1.7069965343130753,8.068265820145607,9c24141f501153b8d15f5c4041a240811c712f9566d2c248a042f69e5a67373e
2,c0,7,5,accepted_z,1000,868,200,140,100,56,100,95,200,193,1.6328306670533492,9.220905509591102,100,97,100,99,0.19718721356766764,10.817577831745147,ade662cf912fa39ce1d6d8e4fe48a02596426d62e183265956a1196dbf62cd24
2,c0,7,5,post_writer_W,1000,867,200,120,100,43,100,90,200,187,2.181957156662829,8.002563190460204,100,97,100,99,0.19612141413846984,10.807386236190796,bec15a97a7061c328f711b70df347948d67fb374403b1ee856f6015755a47e2a
2,c0,7,5,pre_writer_W,1000,868,200,100,100,36,100,85,200,181,2.5833886589668693,7.647313842773437,100,91,100,99,0.5707326544821263,9.657859148979187,6a65b7ef8bc07fe7df16c42c7ac7b72d31bf9ba325cb81581ad8cd51150e953c
2,c0,7,6,accepted_z,1000,867,200,140,100,56,100,96,200,194,1.579850592595758,9.546646707057953,100,98,100,99,0.1481725655507762,11.47628927230835,d68d7fd6aa511386f6d22c160a910a119866d42b60cdd85df39bb60b0b200ade
2,c0,7,6,post_writer_W,1000,869,200,124,100,44,100,90,200,188,2.0838839221117085,8.252083159387112,100,98,100,99,0.142560276396689,11.47732119321823,9ed05d45f43ccb0437afdb8a7e4f3a19b42bbb23470c1415a08372e3f0204575
2,c0,7,6,pre_writer_W,1000,867,200,120,100,43,100,90,200,187,2.181957156662829,8.002563190460204,100,97,100,99,0.19612141413846984,10.807386236190796,bec15a97a7061c328f711b70df347948d67fb374403b1ee856f6015755a47e2a
2,c0,7,7,accepted_z,1000,869,200,143,100,58,100,96,200,194,1.4686653637117706,9.698822203874588,100,99,100,99,0.10431653938023373,11.834930307865143,b3014c7a1f2f2413bd276459b5efaccc6fe70ff20c6cada9411ffae41dd3b792
2,c0,7,7,post_writer_W,1000,868,200,128,100,47,100,91,200,189,2.0285712592420166,8.316233523488044,100,99,100,99,0.10352238947496517,11.84407618045807,3e32a8d65de1cd6990c780a7894088e88de3df6870984e840cb8987a24fa772d
2,c0,7,7,pre_writer_W,1000,869,200,124,100,44,100,90,200,188,2.0838839221117085,8.252083159387112,100,98,100,99,0.142560276396689,11.47732119321823,9ed05d45f43ccb0437afdb8a7e4f3a19b42bbb23470c1415a08372e3f0204575
2,c0,7,8,accepted_z,1000,868,200,144,100,58,100,96,200,194,1.4428619920858181,9.80211683869362,100,99,100,99,0.09530288570706034,12.038613774776458,10b464a539eb42dc4bc6a04a3f06afafdf5b56cc3573f9460d61c428a527c4cb
2,c0,7,8,post_writer_W,1000,868,200,128,100,47,100,91,200,189,2.003957711630501,8.378350716233253,100,99,100,99,0.09497061455011135,12.039386229515076,2f4def5aa55721b1e4a464d0b47c90b3945e340eec0a61782da4c207de5a1112
2,c0,7,8,pre_writer_W,1000,868,200,128,100,47,100,91,200,189,2.0285712592420166,8.316233523488044,100,99,100,99,0.10352238947496517,11.84407618045807,3e32a8d65de1cd6990c780a7894088e88de3df6870984e840cb8987a24fa772d
2,c0,8,1,accepted_z,1000,839,200,5,100,0,100,13,200,37,7.769531131982803,4.862471430697479,100,3,100,16,7.557095932364464,4.343101082704961,c56867938df2cb275793f2aa10090d82565519b2c9ceb1e4e95ad90113c7612e
2,c0,8,1,post_writer_W,1000,835,200,5,100,0,100,12,200,37,7.861148546636104,4.979751696698368,100,4,100,17,7.203531891107559,4.351352462172509,5648afc47403388240e1a5376ca02a0291f637da60686809342d9354052f0731
2,c0,8,1,pre_writer_W,1000,839,200,0,100,0,100,9,200,24,9.618476135730743,4.805347654800862,100,0,100,6,10.414658277034759,4.415810873250011,a83fe673ab2f75235c1baabbd2c2535476620be20d0b65c51d9d8f14b025a74c
2,c0,8,2,accepted_z,1000,835,200,26,100,4,100,52,200,128,4.996009273380041,5.954215280222707,100,15,100,69,3.76096475943923,5.089931912720203,0e948c2f93b08a6b7bfa2d41f3c2fb941ee270b95a27611d5543a4081084c983
2,c0,8,2,post_writer_W,1000,838,200,16,100,0,100,36,200,100,5.5228164742141965,5.648359387377277,100,15,100,70,3.64132390409708,5.144396705627441,4de5240fee46ee14ba30265c3d73e3dde4bb124faf4dca9b5efd1e2e2af8126a
2,c0,8,2,pre_writer_W,1000,835,200,5,100,0,100,12,200,37,7.861148546636104,4.979751696698368,100,4,100,17,7.203531891107559,4.351352462172509,5648afc47403388240e1a5376ca02a0291f637da60686809342d9354052f0731
2,c0,8,3,accepted_z,1000,838,200,84,100,22,100,86,200,184,2.9102151268254968,7.4173593445960435,100,65,100,97,1.2693509606271982,6.975968561172485,7b42a68f87a310b56179579ca61d04cc5704ed776421f95f407c751399795b94
2,c0,8,3,post_writer_W,1000,834,200,62,100,12,100,73,200,165,3.5099226025491954,6.779061837564223,100,66,100,97,1.2598897815868257,6.9461680996418,d13f6e59763d0115b0f3b2806cce4aa69126f73503800ab594ab3c451f2c1de2
2,c0,8,3,pre_writer_W,1000,838,200,16,100,0,100,36,200,100,5.5228164742141965,5.648359387377277,100,15,100,70,3.64132390409708,5.144396705627441,4de5240fee46ee14ba30265c3d73e3dde4bb124faf4dca9b5efd1e2e2af8126a
2,c0,8,4,accepted_z,1000,834,200,108,100,35,100,96,200,196,2.185237998419907,8.021295682154596,100,90,100,100,0.44029817547416317,8.174927728176117,fbdadade4bedc41b978595d848c73428ede51e4f9e5c51a21df650edb0112cb6
2,c0,8,4,post_writer_W,1000,835,200,92,100,26,100,81,200,177,2.8210393721447327,7.228455404760316,100,89,100,100,0.43112813188752624,8.147182619571685,4392633b3e6d3794aa713378a9e4e04f9ad1411637f68b7a57b09b736bdf731e
2,c0,8,4,pre_writer_W,1000,834,200,62,100,12,100,73,200,165,3.5099226025491954,6.779061837564223,100,66,100,97,1.2598897815868257,6.9461680996418,d13f6e59763d0115b0f3b2806cce4aa69126f73503800ab594ab3c451f2c1de2
2,c0,8,5,accepted_z,1000,835,200,119,100,40,100,96,200,196,1.8388023750926368,8.631237554592081,100,96,100,100,0.15218353401491186,9.330628914833069,532d35f7e053a8b659dd91f9d550799ec44cc0287cfba793d0e422b4b2feb141
2,c0,8,5,post_writer_W,1000,834,200,104,100,33,100,85,200,183,2.5140174618666062,7.674939149967395,100,96,100,100,0.14546628956188215,9.322283849716186,5f1675bb0b166f8c561384a4ffae759b82d32ca31597fec08d31195d87811481
2,c0,8,5,pre_writer_W,1000,835,200,92,100,26,100,81,200,177,2.8210393721447327,7.228455404760316,100,89,100,100,0.43112813188752624,8.147182619571685,4392633b3e6d3794aa713378a9e4e04f9ad1411637f68b7a57b09b736bdf731e
2,c0,8,6,accepted_z,1000,834,200,127,100,44,100,97,200,197,1.7071444370015525,8.931698420718313,100,100,100,100,0.06716621947736712,9.947899119853973,188d98002a5a06963561d98da2b08f89ce831ec57195c48be77bc07b2c2c3516
2,c0,8,6,post_writer_W,1000,835,200,106,100,33,100,87,200,185,2.382367982423166,7.921735818125308,100,100,100,100,0.06636759679706301,9.94408197402954,38786be483a6c362659ad10a77ac766493e71e64dd3103f0bc71ccfb568b87e6
2,c0,8,6,pre_writer_W,1000,834,200,104,100,33,100,85,200,183,2.5140174618666062,7.674939149967395,100,96,100,100,0.14546628956188215,9.322283849716186,5f1675bb0b166f8c561384a4ffae759b82d32ca31597fec08d31195d87811481
2,c0,8,7,accepted_z,1000,835,200,131,100,47,100,96,200,196,1.6470255161158276,9.152907795230858,100,100,100,100,0.04255148483847734,10.398680555820466,8486f78d984ac1569a9a9fd42bb1addf797b1d414325c0dd7f9c17e3565bd40f
2,c0,8,7,post_writer_W,1000,838,200,107,100,34,100,87,200,186,2.3282813355559484,8.08250035601668,100,100,100,100,0.0421081297294586,10.401100850105285,22b67e71007fb77c91934cbe3974d509e2e62a6fcc338c71197da63f7a1bd7fb
2,c0,8,7,pre_writer_W,1000,835,200,106,100,33,100,87,200,185,2.382367982423166,7.921735818125308,100,100,100,100,0.06636759679706301,9.94408197402954,38786be483a6c362659ad10a77ac766493e71e64dd3103f0bc71ccfb568b87e6
2,c0,8,8,accepted_z,1000,838,200,131,100,48,100,96,200,196,1.6051494413567706,9.321961203054524,100,100,100,100,0.030151353966793977,10.761209197044373,f6e78ceebf621d18ebed7b427c1817e0c373ab6dfc08ba03df74adfa46907c91
2,c0,8,8,post_writer_W,1000,839,200,108,100,34,100,89,200,188,2.288328710292699,8.206579292183742,100,100,100,100,0.02993226290913299,10.76299301147461,75ee1c1100cb3a9680de09036e51237170da80f9a3886ce6950afd5de4fb001d
2,c0,8,8,pre_writer_W,1000,838,200,107,100,34,100,87,200,186,2.3282813355559484,8.08250035601668,100,100,100,100,0.0421081297294586,10.401100850105285,22b67e71007fb77c91934cbe3974d509e2e62a6fcc338c71197da63f7a1bd7fb
2,c0,9,1,accepted_z,1000,893,200,2,100,1,100,8,200,28,8.56136202275753,4.861281336601824,100,1,100,20,8.39175013780594,4.590339487430174,1f98200ea65d2e3bc40c64fd7978bc6120dcbf5d8201ce8f68c6aafd8f91aa06
2,c0,9,1,post_writer_W,1000,888,200,2,100,0,100,8,200,29,8.59139838039875,5.005742316711694,100,1,100,19,7.997280634641648,4.589469953130465,31187769dfe2099a0c8e11e804195d6a5a91723c93a5c19795d1d9943b84931b
2,c0,9,1,pre_writer_W,1000,893,200,0,100,0,100,3,200,18,10.260795766115189,4.730114627252333,100,0,100,8,10.924325778484345,4.456725862289313,2974e287ae699ac5e6ea99617125a216d781d5bf014f1db6ab38e0d4cbd6c6a7
2,c0,9,2,accepted_z,1000,888,200,15,100,3,100,45,200,104,5.6126109357178215,5.654828739911318,100,12,100,59,4.455076464116574,5.179603749215603,f1e4d50e15a0782a617dac6c78055e5d10c80520a2592d700712075e5b0cdc51
2,c0,9,2,post_writer_W,1000,888,200,13,100,2,100,39,200,94,6.107481321245432,5.4806318166852,100,12,100,61,4.275685847550631,5.215736381560564,3cdd90387bcf09ee00e1b730a1a6dead739ffcf6bacd513161a91b2400ee09ea
2,c0,9,2,pre_writer_W,1000,888,200,2,100,0,100,8,200,29,8.59139838039875,5.005742316711694,100,1,100,19,7.997280634641648,4.589469953130465,31187769dfe2099a0c8e11e804195d6a5a91723c93a5c19795d1d9943b84931b
2,c0,9,3,accepted_z,1000,888,200,72,100,21,100,85,200,183,3.0041488325735553,7.72147040694952,100,50,100,97,1.5987716762837954,7.6258936274051665,a8af4006218f0acd3a3707a945c018111ebe951a61f6db3ef8c9231f997f9b97
2,c0,9,3,post_writer_W,1000,887,200,56,100,14,100,77,200,173,3.445615328559652,7.084861660450697,100,51,100,97,1.5945318878116086,7.611446056962013,4843d7d9b2d8c76ccbc49f1bde93f65ceba85eaa909ddf75e4cb07b3837642f9
2,c0,9,3,pre_writer_W,1000,888,200,13,100,2,100,39,200,94,6.107481321245432,5.4806318166852,100,12,100,61,4.275685847550631,5.215736381560564,3cdd90387bcf09ee00e1b730a1a6dead739ffcf6bacd513161a91b2400ee09ea
2,c0,9,4,accepted_z,1000,887,200,113,100,40,100,97,200,197,1.9617236118577421,8.65150854229927,100,88,100,100,0.5743275059433653,9.126093134880065,8f914d1f7efc443c1bc24a17f6c0cb2196791a4ebfcc2d14acccd27cbd11f5c2
2,c0,9,4,post_writer_W,1000,886,200,98,100,31,100,89,200,188,2.4574558485182934,7.752657001018524,100,88,100,100,0.5989673962304368,9.106265864372254,80ba4c5274719dc15289c99da20fe15465b10782b8b8c187f9bca365313747c0
2,c0,9,4,pre_writer_W,1000,887,200,56,100,14,100,77,200,173,3.445615328559652,7.084861660450697,100,51,100,97,1.5945318878116086,7.611446056962013,4843d7d9b2d8c76ccbc49f1bde93f65ceba85eaa909ddf75e4cb07b3837642f9
2,c0,9,5,accepted_z,1000,886,200,132,100,51,100,99,200,199,1.5466981214738917,9.197184827327728,100,93,100,100,0.21894522472051903,10.107494738101959,12123b0517b2afd15ac116192232fd137384dd836228c54ce990ddaee95b9233
2,c0,9,5,post_writer_W,1000,887,200,112,100,38,100,87,200,185,2.148756178414915,8.080238426029682,100,94,100,100,0.23845180009491743,10.046587653160095,d4e964f749fb41ec3f8e08d7a7004b8d9a0aaad0f35dc4fb4b0a7e16cc5f6cfc
2,c0,9,5,pre_writer_W,1000,886,200,98,100,31,100,89,200,188,2.4574558485182934,7.752657001018524,100,88,100,100,0.5989673962304368,9.106265864372254,80ba4c5274719dc15289c99da20fe15465b10782b8b8c187f9bca365313747c0
2,c0,9,6,accepted_z,1000,887,200,137,100,56,100,100,200,200,1.433775408816291,9.684809198379517,100,98,100,100,0.12358891171985306,10.936708905696868,9e8c9ef2f3aeab1e7550f412f0eb4f6a449e0924dd2bb4135bbc241266686481
2,c0,9,6,post_writer_W,1000,885,200,118,100,41,100,89,200,188,1.9947355992661324,8.405792272388934,100,98,100,100,0.14255874873022548,10.957471430301666,aecde9e36b307a5f19548aab5417755c7439ea8a240c679f5eaf03450224f25d
2,c0,9,6,pre_writer_W,1000,887,200,112,100,38,100,87,200,185,2.148756178414915,8.080238426029682,100,94,100,100,0.23845180009491743,10.046587653160095,d4e964f749fb41ec3f8e08d7a7004b8d9a0aaad0f35dc4fb4b0a7e16cc5f6cfc
2,c0,9,7,accepted_z,1000,885,200,143,100,57,100,100,200,200,1.3276470343512483,9.804083305597306,100,99,100,100,0.06231708325562067,11.202299799919128,4bb554bf3e857f129ec9e43c532a66b7def9d0b472f4ee56186024646954fc38
2,c0,9,7,post_writer_W,1000,883,200,123,100,42,100,88,200,187,1.9111336399870924,8.460947167277336,100,99,100,100,0.06831446196883917,11.180746750831604,8478324714c7b0464618932da4680490d5c0af20cb4eb1ea00580f1b72d61d12
2,c0,9,7,pre_writer_W,1000,885,200,118,100,41,100,89,200,188,1.9947355992661324,8.405792272388934,100,98,100,100,0.14255874873022548,10.957471430301666,aecde9e36b307a5f19548aab5417755c7439ea8a240c679f5eaf03450224f25d
2,c0,9,8,accepted_z,1000,883,200,143,100,57,100,99,200,199,1.2819184660067549,10.025308179855347,100,98,100,100,0.07520914271357469,11.593529944419862,5a5fb55d321fcf067e651e468073afad596c3b95eb6435548daa4da4e7795715
2,c0,9,8,post_writer_W,1000,883,200,125,100,44,100,88,200,188,1.8562278120778501,8.602671071887016,100,98,100,100,0.06542426667641849,11.590105872154236,d4e87e2cc527d44d81ac2bab1404246b97d5c354810de0fedb09645f2cb0b086
2,c0,9,8,pre_writer_W,1000,883,200,123,100,42,100,88,200,187,1.9111336399870924,8.460947167277336,100,99,100,100,0.06831446196883917,11.180746750831604,8478324714c7b0464618932da4680490d5c0af20cb4eb1ea00580f1b72d61d12
2,c0,10,1,accepted_z,1000,913,200,2,100,0,100,10,200,27,9.076764310598373,4.904488991266117,100,0,100,16,8.903100538253785,4.559244881123305,e4d852edd81ebf0977961fff9cdfbb5835b3089591c0817ae68ee7f3c1ac4a6b
2,c0,10,1,post_writer_W,1000,904,200,2,100,0,100,10,200,26,9.074344065785407,4.954701238330454,100,0,100,16,8.484300985336304,4.556755875833333,6c73fb4ff17565faeea24263a77fca26bd2a1678e14971293f93b8d58e03ecb0
2,c0,10,1,pre_writer_W,1000,913,200,1,100,0,100,7,200,18,10.731110647320747,4.728026032955386,100,0,100,9,11.81848713874817,4.69610164151527,0b25b948e59fe623dd3e4731fcf943f5a79db4e5cd2f529010a0afae294b0256
2,c0,10,2,accepted_z,1000,904,200,14,100,2,100,32,200,83,6.390351483002305,5.4706157872080805,100,8,100,50,5.226286915540695,5.070022993385792,d428bc12b5ed6238a9fcec534019ef5616e84322302b05e28d3934c220f6aa88
2,c0,10,2,post_writer_W,1000,901,200,7,100,0,100,22,200,67,6.818894936442375,5.325940988641232,100,10,100,56,5.046202325820923,5.13429066568613,b875d8cc738407ea71cc0d77cb8e40875d15d2913f1d46b4eac8019e374a90cf
2,c0,10,2,pre_writer_W,1000,904,200,2,100,0,100,10,200,26,9.074344065785407,4.954701238330454,100,0,100,16,8.484300985336304,4.556755875833333,6c73fb4ff17565faeea24263a77fca26bd2a1678e14971293f93b8d58e03ecb0
2,c0,10,3,accepted_z,1000,901,200,62,100,18,100,81,200,174,3.317917501875199,7.239840787649155,100,51,100,97,1.905892628915608,7.4195379900932314,72f38b47e8b823335e4908885efb807a357d2f419fdabcd27ae59f03cb69b8c3
2,c0,10,3,post_writer_W,1000,897,200,48,100,11,100,65,200,153,3.864342992734164,6.6094217546284195,100,53,100,96,1.8679696413874627,7.411292202472687,90b918586750659b59886de10addc8c1db79a9dbb8b2dcb50c91789c4bb90f7b
