phase,arm,unit,K,status,route_identity_sha256,router_call_expected,solver_success,solver_iterations,minimax_t,selected_p,selected_c,selected_p_normalized,selected_c_normalized,stationarity_residual,complementarity_residual,simplex_sum_residual,decision_influence_count,pc_router_call_count,pi_4,pi_5,pi_6,pi_7,pi_8
2,c0,1,1,JOINT_WRITE,dd07a7217f085ac96411585095c7ddb3e7610bccd0399302d8bb1e916bb65947,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0008464731883858754,0.30425483583703006,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.19396309515740576,0.21732585497584597,0.21241530732573194,0.18235709979543147,0.19393864274558495
2,c0,1,2,JOINT_WRITE,552ebdf4510e97ff5a1ae4a193628b86a7c1c7018739ab2def96680886663800,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0018281336953116754,0.6364596987706641,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.18324833401998714,0.21330170486858308,0.2155680622472906,0.1896609269364254,0.19822097192771387
2,c0,1,3,JOINT_WRITE,f4b5b44b5e3bb8988fc8a20ba7cf770df21ac13e0f334558eded83703e3575ef,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0015071470837350642,0.5186030155958369,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.440892098500626e-16,NOT_APPLICABLE,0,0.17977789104771383,0.20814675544113578,0.20531139678622246,0.19185654041261838,0.21490741631230953
2,c0,1,4,JOINT_WRITE,2fa4ca068ab3ab253ffbdf3375c14ba73c1a457637c20f449a8cebc847bdcea2,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0005111184071374306,0.18986832054453434,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.220446049250313e-16,NOT_APPLICABLE,0,0.16421010951266843,0.1771697931295759,0.18864306345172516,0.2130896344876163,0.2568873994184143
2,c0,1,5,JOINT_WRITE,5f8f70920004c2c50472d7e3af34a2e786c0f672d4e3f85025d6b059e0d167d8,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.00017269210930204274,0.06442346222142585,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,5.551115123125783e-17,NOT_APPLICABLE,0,0.18008852219534985,0.1759439587599545,0.18345248445170376,0.20870882429531848,0.2518062102976734
2,c0,1,6,JOINT_WRITE,1dee5c0fa614950a075c9c108212edd72f5b17ce5d173b6fb9ce50c8e38fe7e5,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,8.087752673103156e-05,0.028607077795317515,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.11555822965895807,0.1429779852403736,0.1747420640487777,0.23753609164549194,0.3291856294063987
2,c0,1,7,JOINT_WRITE,90284219957ab803ec419e848d223fd119e7ef9667f04f80dfad96b28bf98b46,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,5.641834746365627e-05,0.020659687839059016,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.3877787807814457e-17,NOT_APPLICABLE,0,0.13662793229444167,0.13893693381034114,0.1726587424401893,0.22115756370170742,0.3306188277533205
2,c0,1,8,JOINT_WRITE,7bf3f69db135e9116cfe2490b094f45f79c7aa94325d075cdcf21680cfbf7fd2,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.7437814786926665e-05,0.006135002284137362,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.11617592829138608,0.1467956001621594,0.1730532548286696,0.23326494489895666,0.33071027181882834
2,c0,2,1,JOINT_WRITE,97ead7f36ea72cb5c3fad09c3e0c3fc7b91ec90ead167a3d4f50fe11adbb0fec,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.001085371178235128,0.3724227928813815,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.18135847570406977,0.2111080431043922,0.21488938443562086,0.19475388471965888,0.19789021203625826
2,c0,2,2,JOINT_WRITE,c37ab39ce01c80aba6ff199e6ee767f4f42a6dee302fa1083e9f66e2619fdee8,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0024055601115924355,0.8045015037175585,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.1815123899656981,0.21499044015497393,0.21523035693017564,0.19429673900905614,0.19397007394009622
2,c0,2,3,JOINT_WRITE,1292042ef3fac86803bece0eff3d86c580d9b736f81e4e599d18b804df5e2a14,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.001182531174939255,0.4038818697973247,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.440892098500626e-16,NOT_APPLICABLE,0,0.17127147372327933,0.20745998281340197,0.2078305107398047,0.19862771634005247,0.21481031638346157
2,c0,2,4,JOINT_WRITE,5fde7ae400b34bdbd286604d347626884c128c19fec4684affc63a7d7db5dd7b,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0005214744153945523,0.1875931975599162,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.1102230246251565e-16,NOT_APPLICABLE,0,0.15670752975118313,0.1934864643877631,0.19667106739732784,0.21045655915596942,0.24267837930775651
