arm,K,endpoint,prompt,target,count,mean,median,p90,max,min
c3,1,post_writer_W,rephrase,new,2000,8.40936065337062,8.311622619628906,12.547607421875,19.91183090209961,0.5123444199562073
c3,1,post_writer_W,rephrase,true,2000,4.929019821642898,4.445408344268799,9.570608139038086,20.818540573120117,0.01217646524310112
c3,1,post_writer_W,rewrite,new,1000,7.862039980977774,7.704450845718384,12.130337715148926,18.917572021484375,0.3418601453304291
c3,1,post_writer_W,rewrite,true,1000,4.582568794197403,4.1838295459747314,8.801874160766602,14.667391777038574,0.0030838334932923317
c3,1,pre_writer_W,rephrase,new,2000,10.081089500904083,10.005894660949707,14.581045150756836,20.91835594177246,0.9623085260391235
c3,1,pre_writer_W,rephrase,true,2000,4.700031322071329,4.326972007751465,9.53066635131836,20.84884262084961,0.0035147815942764282
c3,1,pre_writer_W,rewrite,new,1000,11.040824768424034,10.93731164932251,16.200504302978516,22.937421798706055,0.7286499738693237
c3,1,pre_writer_W,rewrite,true,1000,4.591917018229608,4.241687774658203,9.646478652954102,16.17287254333496,0.0011940023396164179
c3,2,accepted_z,rephrase,new,2000,5.5573090553469955,5.160395622253418,10.192538261413574,18.873868942260742,0.04508505016565323
c3,2,accepted_z,rephrase,true,2000,5.5747403450652495,5.242928504943848,10.032238960266113,20.9681339263916,0.005878777708858252
c3,2,accepted_z,rewrite,new,1000,4.562554240629077,4.120181322097778,8.392701148986816,15.630837440490723,0.11807417869567871
c3,2,accepted_z,rewrite,true,1000,5.111468049198389,4.7866716384887695,9.089990615844727,14.169384956359863,0.07470979541540146
c3,2,post_writer_W,rephrase,new,2000,6.085855781294406,5.727906942367554,10.730042457580566,20.879528045654297,0.08741892129182816
c3,2,post_writer_W,rephrase,true,2000,5.3736849152781065,4.986896991729736,9.882781028747559,21.052701950073242,0.009415507316589355
c3,2,post_writer_W,rewrite,new,1000,4.411899750687182,3.9953807592391968,8.007023811340332,15.500801086425781,0.1010068878531456
c3,2,post_writer_W,rewrite,true,1000,5.139333492778242,4.766368389129639,9.039950370788574,14.098261833190918,0.09889262914657593
c3,2,pre_writer_W,rephrase,new,2000,8.40936065337062,8.311622619628906,12.547607421875,19.91183090209961,0.5123444199562073
c3,2,pre_writer_W,rephrase,true,2000,4.929019821642898,4.445408344268799,9.570608139038086,20.818540573120117,0.01217646524310112
c3,2,pre_writer_W,rewrite,new,1000,7.862039980977774,7.704450845718384,12.130337715148926,18.917572021484375,0.3418601453304291
