arm,K,endpoint,prompt,target,count,mean,median,p90,max,min
c3,2,pre_writer_W,rewrite,true,1000,4.582568794197403,4.1838295459747314,8.801874160766602,14.667391777038574,0.0030838334932923317
c3,3,accepted_z,rephrase,new,2000,2.9974954834661913,2.201131582260132,6.960880279541016,18.117145538330078,0.0022420764435082674
c3,3,accepted_z,rephrase,true,2000,7.3796563595775515,7.194293975830078,11.717926025390625,19.272308349609375,0.015982259064912796
c3,3,accepted_z,rewrite,new,1000,1.6567605757387356,1.1334713101387024,3.9001827239990234,11.778837203979492,0.001374491723254323
c3,3,accepted_z,rewrite,true,1000,7.272020436286926,6.986510276794434,11.686291694641113,18.25498390197754,0.70630943775177
c3,3,post_writer_W,rephrase,new,2000,3.5422076919531684,2.7676955461502075,7.802184581756592,18.27076530456543,0.0019377756398171186
c3,3,post_writer_W,rephrase,true,2000,6.672337285374291,6.474437713623047,11.15019702911377,20.989898681640625,0.01245141215622425
c3,3,post_writer_W,rewrite,new,1000,1.6306837189283687,1.1149064302444458,3.866703748703003,12.003843307495117,0.0024142900947481394
c3,3,post_writer_W,rewrite,true,1000,7.2527940710783,6.90926456451416,11.688232421875,18.43562126159668,0.603624165058136
c3,3,pre_writer_W,rephrase,new,2000,6.085855781294406,5.727906942367554,10.730042457580566,20.879528045654297,0.08741892129182816
c3,3,pre_writer_W,rephrase,true,2000,5.3736849152781065,4.986896991729736,9.882781028747559,21.052701950073242,0.009415507316589355
c3,3,pre_writer_W,rewrite,new,1000,4.411899750687182,3.9953807592391968,8.007023811340332,15.500801086425781,0.1010068878531456
c3,3,pre_writer_W,rewrite,true,1000,5.139333492778242,4.766368389129639,9.039950370788574,14.098261833190918,0.09889262914657593
c3,4,accepted_z,rephrase,new,2000,2.080204625765735,1.066646933555603,5.66292667388916,17.85761070251465,0.0006481691962108016
c3,4,accepted_z,rephrase,true,2000,8.188809215293732,8.079469680786133,12.593674659729004,18.93124008178711,0.008220645599067211
c3,4,accepted_z,rewrite,new,1000,0.5918694987989147,0.27084511518478394,1.3040990829467773,9.676892280578613,0.00030763185350224376
c3,4,accepted_z,rewrite,true,1000,8.613440916895867,8.239434719085693,13.346402168273926,21.15178108215332,1.1041991710662842
c3,4,post_writer_W,rephrase,new,2000,2.6373644031592414,1.603109359741211,6.585745811462402,18.172107696533203,0.0009079624433070421
c3,4,post_writer_W,rephrase,true,2000,7.264271147772204,7.03008508682251,11.867700576782227,20.97274398803711,0.007975517772138119
c3,4,post_writer_W,rewrite,new,1000,0.5969653029417387,0.25907665491104126,1.2702685594558716,9.638031959533691,0.0005797850899398327
c3,4,post_writer_W,rewrite,true,1000,8.59161344051361,8.255647659301758,13.340126037597656,21.192121505737305,1.0576584339141846
c3,4,pre_writer_W,rephrase,new,2000,3.5422076919531684,2.7676955461502075,7.802184581756592,18.27076530456543,0.0019377756398171186
c3,4,pre_writer_W,rephrase,true,2000,6.672337285374291,6.474437713623047,11.15019702911377,20.989898681640625,0.01245141215622425
c3,4,pre_writer_W,rewrite,new,1000,1.6306837189283687,1.1149064302444458,3.866703748703003,12.003843307495117,0.0024142900947481394
c3,4,pre_writer_W,rewrite,true,1000,7.2527940710783,6.90926456451416,11.688232421875,18.43562126159668,0.603624165058136
c3,5,accepted_z,rephrase,new,2000,1.6850529296816967,0.593613862991333,5.19389533996582,17.231679916381836,0.000635183765552938
c3,5,accepted_z,rephrase,true,2000,8.770253719854635,8.628509998321533,13.309967994689941,20.518882751464844,0.014069653116166592
c3,5,accepted_z,rewrite,new,1000,0.2261364249725593,0.08281249552965164,0.38035520911216736,6.411506175994873,0.0004204819560982287
c3,5,accepted_z,rewrite,true,1000,9.767566326141358,9.455405712127686,14.50056266784668,22.95514678955078,1.2790151834487915
c3,5,post_writer_W,rephrase,new,2000,2.2908810442831893,1.1590558886528015,6.264248371124268,18.126192092895508,0.0008118432597257197
c3,5,post_writer_W,rephrase,true,2000,7.692011729518883,7.41024112701416,12.426691055297852,20.93846893310547,0.010594906285405159
c3,5,post_writer_W,rewrite,new,1000,0.23056209732271965,0.08049869909882545,0.37609484791755676,6.47862434387207,0.0004109491710551083
c3,5,post_writer_W,rewrite,true,1000,9.758568531811237,9.420621395111084,14.46904182434082,22.96444320678711,0.7746041417121887
c3,5,pre_writer_W,rephrase,new,2000,2.6373644031592414,1.603109359741211,6.585745811462402,18.172107696533203,0.0009079624433070421
c3,5,pre_writer_W,rephrase,true,2000,7.264271147772204,7.03008508682251,11.867700576782227,20.97274398803711,0.007975517772138119
c3,5,pre_writer_W,rewrite,new,1000,0.5969653029417387,0.25907665491104126,1.2702685594558716,9.638031959533691,0.0005797850899398327
c3,5,pre_writer_W,rewrite,true,1000,8.59161344051361,8.255647659301758,13.340126037597656,21.192121505737305,1.0576584339141846
c3,6,accepted_z,rephrase,new,2000,1.5440684165443235,0.3980834633111954,5.038864612579346,17.073749542236328,0.0006740205571986735
c3,6,accepted_z,rephrase,true,2000,9.169851268074476,9.047201156616211,13.81178092956543,21.86249351501465,0.013368023559451103
c3,6,accepted_z,rewrite,new,1000,0.12048600877568243,0.042266299948096275,0.14473125338554382,6.497124671936035,0.00011264643399044871
c3,6,accepted_z,rewrite,true,1000,10.52350221836567,10.062147617340088,15.253312110900879,23.141408920288086,1.8826380968093872
c3,6,post_writer_W,rephrase,new,2000,2.1288507851329923,0.9257904589176178,6.063099384307861,18.094497680664062,0.0008266131044365466
c3,6,post_writer_W,rephrase,true,2000,7.960676762223244,7.743056297302246,12.74775218963623,20.927309036254883,0.010595731437206268
c3,6,post_writer_W,rewrite,new,1000,0.12292235800173512,0.04107815772294998,0.14602778851985931,7.483431816101074,0.00010024998482549563
c3,6,post_writer_W,rewrite,true,1000,10.525310455799103,10.087873935699463,15.278404235839844,23.136871337890625,1.885467529296875
c3,6,pre_writer_W,rephrase,new,2000,2.2908810442831893,1.1590558886528015,6.264248371124268,18.126192092895508,0.0008118432597257197
c3,6,pre_writer_W,rephrase,true,2000,7.692011729518883,7.41024112701416,12.426691055297852,20.93846893310547,0.010594906285405159
c3,6,pre_writer_W,rewrite,new,1000,0.23056209732271965,0.08049869909882545,0.37609484791755676,6.47862434387207,0.0004109491710551083
c3,6,pre_writer_W,rewrite,true,1000,9.758568531811237,9.420621395111084,14.46904182434082,22.96444320678711,0.7746041417121887
c3,7,accepted_z,rephrase,new,2000,1.452333643000311,0.3097592741250992,4.841326713562012,16.986209869384766,0.0007796823629178107
c3,7,accepted_z,rephrase,true,2000,9.436166037175804,9.322267055511475,14.072314262390137,21.885269165039062,0.012940831482410431
c3,7,accepted_z,rewrite,new,1000,0.07660744009412156,0.026646118611097336,0.08292941749095917,6.202027797698975,9.083335316972807e-05
c3,7,accepted_z,rewrite,true,1000,11.05788650214672,10.680870532989502,15.735418319702148,23.350929260253906,1.885522484779358
c3,7,post_writer_W,rephrase,new,2000,2.0455691367735565,0.7963026762008667,6.027511119842529,18.080852508544922,0.0007780147134326398
c3,7,post_writer_W,rephrase,true,2000,8.146646272146608,7.928377151489258,12.889832496643066,21.12642478942871,0.010492517612874508
c3,7,post_writer_W,rewrite,new,1000,0.07967879082995205,0.026275656186044216,0.08254871517419815,6.180452346801758,9.226373367710039e-05
c3,7,post_writer_W,rewrite,true,1000,11.051680169820786,10.692128658294678,15.779946327209473,23.349849700927734,1.8836441040039062
c3,7,pre_writer_W,rephrase,new,2000,2.1288507851329923,0.9257904589176178,6.063099384307861,18.094497680664062,0.0008266131044365466
c3,7,pre_writer_W,rephrase,true,2000,7.960676762223244,7.743056297302246,12.74775218963623,20.927309036254883,0.010595731437206268
c3,7,pre_writer_W,rewrite,new,1000,0.12292235800173512,0.04107815772294998,0.14602778851985931,7.483431816101074,0.00010024998482549563
c3,7,pre_writer_W,rewrite,true,1000,10.525310455799103,10.087873935699463,15.278404235839844,23.136871337890625,1.885467529296875
c3,8,accepted_z,rephrase,new,2000,1.396423881394876,0.2577645629644394,4.716876983642578,16.955223083496094,0.0007857572636567056
c3,8,accepted_z,rephrase,true,2000,9.638401015528943,9.515074253082275,14.294193267822266,21.92832374572754,0.012552070431411266
c3,8,accepted_z,rewrite,new,1000,0.057237068425034524,0.01936359889805317,0.05810712277889252,6.181042194366455,8.34430247778073e-05
c3,8,accepted_z,rewrite,true,1000,11.456249293565751,11.040865898132324,16.19133949279785,23.49859046936035,1.8837354183197021
c3,8,post_writer_W,rephrase,new,2000,1.9940648058965162,0.7273415923118591,5.934535026550293,18.05999755859375,0.0007578838267363608
c3,8,post_writer_W,rephrase,true,2000,8.290492274746299,8.108884334564209,13.035079002380371,22.673908233642578,0.010347645729780197
c3,8,post_writer_W,rewrite,new,1000,0.05834623055855627,0.019126273691654205,0.05718188360333443,6.160111427307129,8.284702198579907e-05
c3,8,post_writer_W,rewrite,true,1000,11.453874545693397,11.067334175109863,16.239212036132812,23.496971130371094,1.8805795907974243
c3,8,pre_writer_W,rephrase,new,2000,2.0455691367735565,0.7963026762008667,6.027511119842529,18.080852508544922,0.0007780147134326398
c3,8,pre_writer_W,rephrase,true,2000,8.146646272146608,7.928377151489258,12.889832496643066,21.12642478942871,0.010492517612874508
c3,8,pre_writer_W,rewrite,new,1000,0.07967879082995205,0.026275656186044216,0.08254871517419815,6.180452346801758,9.226373367710039e-05
c3,8,pre_writer_W,rewrite,true,1000,11.051680169820786,10.692128658294678,15.779946327209473,23.349849700927734,1.8836441040039062
