phase,unit,K,c0_accepted_z_sha256,c1_accepted_z_sha256,c3_accepted_z_sha256,accepted_z_all_arms_equal,c0_selected_target_sha256,c1_selected_target_sha256,c3_selected_target_sha256,selected_target_all_arms_equal
2,3,6,eaed73b4787106d4b257c6338bad830a8c13e17920e75154d529e542c98735fc,1bc5ce70272756ccf386c716bf63662a20a3ebb2184a56bd143a8e7ea4ca393d,52d1db9107b2ef64ae2408ce1e5ece14a2a4619fa0e1d399f3a9cb204327b911,False,eaed73b4787106d4b257c6338bad830a8c13e17920e75154d529e542c98735fc,1bc5ce70272756ccf386c716bf63662a20a3ebb2184a56bd143a8e7ea4ca393d,52d1db9107b2ef64ae2408ce1e5ece14a2a4619fa0e1d399f3a9cb204327b911,False
2,3,7,14248768574e7c863ec7a636d5e44d42d12b7623e461f837ce1ccddd47bd2dcb,0fbc7d0841f1227fd9fda385292469823e9137f07cefb65ca93af3bb30be3fce,661a19453d819941b379bbca51ca17ff70bbb43426da0e28791a6a225a25b7da,False,14248768574e7c863ec7a636d5e44d42d12b7623e461f837ce1ccddd47bd2dcb,0fbc7d0841f1227fd9fda385292469823e9137f07cefb65ca93af3bb30be3fce,661a19453d819941b379bbca51ca17ff70bbb43426da0e28791a6a225a25b7da,False
2,3,8,c8c7c36e27ddd985e4a46102ffd3225411c81af627879a50d1f40f633a1527a2,81e04de1c100b988027e7de4089e97e2327ce65a40a4ec9aeea0fdd4bac955f3,9bdbe9605f0838d868bca624c3c4a5d7514b94214c4b32cffe138850e33edaa1,False,c8c7c36e27ddd985e4a46102ffd3225411c81af627879a50d1f40f633a1527a2,81e04de1c100b988027e7de4089e97e2327ce65a40a4ec9aeea0fdd4bac955f3,9bdbe9605f0838d868bca624c3c4a5d7514b94214c4b32cffe138850e33edaa1,False
2,4,1,a1adb56b57828a2d6a0b729f12211bb19b3ffc1a6df5afba6b86fc734323848d,a1adb56b57828a2d6a0b729f12211bb19b3ffc1a6df5afba6b86fc734323848d,a1adb56b57828a2d6a0b729f12211bb19b3ffc1a6df5afba6b86fc734323848d,True,a1adb56b57828a2d6a0b729f12211bb19b3ffc1a6df5afba6b86fc734323848d,a1adb56b57828a2d6a0b729f12211bb19b3ffc1a6df5afba6b86fc734323848d,a1adb56b57828a2d6a0b729f12211bb19b3ffc1a6df5afba6b86fc734323848d,True
2,4,2,03976b97b6fc54c89d99a0929abeab92eb125416f99a93833ce65e6b40762112,80d68460f7ec5faadf35556ab234defa7db6e5d33c042aadce1eab962fc646e7,a71a6ec19de95ec72796b4a8d28088059edde5120fb76eeefc77a2240267ea1a,False,03976b97b6fc54c89d99a0929abeab92eb125416f99a93833ce65e6b40762112,80d68460f7ec5faadf35556ab234defa7db6e5d33c042aadce1eab962fc646e7,a71a6ec19de95ec72796b4a8d28088059edde5120fb76eeefc77a2240267ea1a,False
2,4,3,e22a7f0bc65324ca109a9d5bf1d33a846830590aad7b0eccfe95d5f9ca77427e,1a046944bcf8aeb188e86db305572597932d723844ad37d2efd67e7f4f22456c,38a1d303f7e3ccbaba7ce73e3a8428a4f6acc95da167c94f24b340393c2ec022,False,e22a7f0bc65324ca109a9d5bf1d33a846830590aad7b0eccfe95d5f9ca77427e,1a046944bcf8aeb188e86db305572597932d723844ad37d2efd67e7f4f22456c,38a1d303f7e3ccbaba7ce73e3a8428a4f6acc95da167c94f24b340393c2ec022,False
2,4,4,5a0b8b133827e67daea354002925b7c192d19b02a61c86712b343657e2489075,af8cf71b261bca6f6b0d7f671d90ad29de3f3817d4b6f1d61610ad4c30204c58,f1473fff68647b66c2e36d310678bc0b34aa9dbc93401644c1225fbcb8615492,False,5a0b8b133827e67daea354002925b7c192d19b02a61c86712b343657e2489075,af8cf71b261bca6f6b0d7f671d90ad29de3f3817d4b6f1d61610ad4c30204c58,f1473fff68647b66c2e36d310678bc0b34aa9dbc93401644c1225fbcb8615492,False
2,4,5,7a688799387b9ea0471313c7831927f60b53ee3b3cec6dd8755bf00bc2f86857,acb8935df1e03b4494d0eb44f532ce43c80979fa288c3280de0ae32ad0faa2df,3007bb48e3fa86a1c239af5915def25a3aecc75333f36cf012418a2a0a74c2ca,False,7a688799387b9ea0471313c7831927f60b53ee3b3cec6dd8755bf00bc2f86857,acb8935df1e03b4494d0eb44f532ce43c80979fa288c3280de0ae32ad0faa2df,3007bb48e3fa86a1c239af5915def25a3aecc75333f36cf012418a2a0a74c2ca,False
2,4,6,da1d10ed0195aaf671c9023432524e63b749896c4559eb1b0e82415b85609ccb,d846aaad8c48ae865d9f1b37d534ce9636cf00f3133cd44a8d8b0f15cd83272b,e749b160097b298916738e1b15520eb52f601094a0828efcf915532cccbf933c,False,da1d10ed0195aaf671c9023432524e63b749896c4559eb1b0e82415b85609ccb,d846aaad8c48ae865d9f1b37d534ce9636cf00f3133cd44a8d8b0f15cd83272b,e749b160097b298916738e1b15520eb52f601094a0828efcf915532cccbf933c,False
2,4,7,34a73b0515a83501d91da34d8867d7ff4a080f58c60b981e6beb88cec57f7eec,3cfb48bfed4a9cdb23bd3b5a9363240419f064f54f5b643110410c04c1a54c72,67bc382094e4daa4f57e8f581b99009ddb4368c7701babc0ada97db1e6491849,False,34a73b0515a83501d91da34d8867d7ff4a080f58c60b981e6beb88cec57f7eec,3cfb48bfed4a9cdb23bd3b5a9363240419f064f54f5b643110410c04c1a54c72,67bc382094e4daa4f57e8f581b99009ddb4368c7701babc0ada97db1e6491849,False
2,4,8,daafc2b011336548fca63b3fc66ae45632dbdc11496d913c526c78296f5352fe,08781833bee6f88ddfcf608479bae437dc6e10a5d4043c77d660e5b4a65d7c7f,2de0a08c369d63f4308d5ce5cc1676e3298def5a199c73514e9a36cc1df98b14,False,daafc2b011336548fca63b3fc66ae45632dbdc11496d913c526c78296f5352fe,08781833bee6f88ddfcf608479bae437dc6e10a5d4043c77d660e5b4a65d7c7f,2de0a08c369d63f4308d5ce5cc1676e3298def5a199c73514e9a36cc1df98b14,False
2,5,1,97f3865c7ab968cf58946f5582af7da063065f3cb77c129243dc09ad8963ed71,97f3865c7ab968cf58946f5582af7da063065f3cb77c129243dc09ad8963ed71,97f3865c7ab968cf58946f5582af7da063065f3cb77c129243dc09ad8963ed71,True,97f3865c7ab968cf58946f5582af7da063065f3cb77c129243dc09ad8963ed71,97f3865c7ab968cf58946f5582af7da063065f3cb77c129243dc09ad8963ed71,97f3865c7ab968cf58946f5582af7da063065f3cb77c129243dc09ad8963ed71,True
2,5,2,847c4872d11a25e4fccec977630bd0e416d586f91e07c5f2a148014e6954665b,dbb38647aa05126cb5922b3222ef3e5e903be40532ced84d44db9ad5cd11def7,6064d05dabc2d67bdff6d11079bdbb2da4f24f9fc3df196b8ae1ecb3d2e8300d,False,847c4872d11a25e4fccec977630bd0e416d586f91e07c5f2a148014e6954665b,dbb38647aa05126cb5922b3222ef3e5e903be40532ced84d44db9ad5cd11def7,6064d05dabc2d67bdff6d11079bdbb2da4f24f9fc3df196b8ae1ecb3d2e8300d,False
2,5,3,881cfdfb49cbbddb62745be35c97244d7988a2cf825a58e9bddded7750d94d87,d984d7bc7481434a2110987493db3d0374d524fc592015687c5a339f20de78d3,77072f07f752956322dab37663010fd8716829727c7460ac7b95999de19615ea,False,881cfdfb49cbbddb62745be35c97244d7988a2cf825a58e9bddded7750d94d87,d984d7bc7481434a2110987493db3d0374d524fc592015687c5a339f20de78d3,77072f07f752956322dab37663010fd8716829727c7460ac7b95999de19615ea,False
2,5,4,ac2e4de506d233ed07f4883ee5ad09af69f24dcee7cd179d18c36b7a967db35d,f099ae7a30e140cdcbb242f57889067d82d0f68b4e5e6490f6e45bd0a76dd1bd,b91dbb7f1c07259e92d057b739464edce87eb4b6b9fe7d48186b4085024b649f,False,ac2e4de506d233ed07f4883ee5ad09af69f24dcee7cd179d18c36b7a967db35d,f099ae7a30e140cdcbb242f57889067d82d0f68b4e5e6490f6e45bd0a76dd1bd,b91dbb7f1c07259e92d057b739464edce87eb4b6b9fe7d48186b4085024b649f,False
2,5,5,8746e991ee1fa748ad11c915a03034775b938ca7d84b29b42a1f6a971258f07d,56439419ae936fd22bdc1a1b00bcb77df4a867d9843d1f8ec01ab58075aa3e4a,ff103408d4cbd75e551e00b4f0e1ca34b00212c75d021caf2ea9bffac60b67b5,False,8746e991ee1fa748ad11c915a03034775b938ca7d84b29b42a1f6a971258f07d,56439419ae936fd22bdc1a1b00bcb77df4a867d9843d1f8ec01ab58075aa3e4a,ff103408d4cbd75e551e00b4f0e1ca34b00212c75d021caf2ea9bffac60b67b5,False
2,5,6,c9ec1cc40a610572354e59e9cb213518a0cc3c5c69cc51b545988a262e2efe11,403598f06025d3bb21296efc938baec11530c2136bd2e826752555f77c7ebb39,710ae3f344cbef75397eac655ca39325bcb2bb6fcec79b7da436d371265d2b47,False,c9ec1cc40a610572354e59e9cb213518a0cc3c5c69cc51b545988a262e2efe11,403598f06025d3bb21296efc938baec11530c2136bd2e826752555f77c7ebb39,710ae3f344cbef75397eac655ca39325bcb2bb6fcec79b7da436d371265d2b47,False
2,5,7,e84728941ab0e5feddb83bea1dccfad4082c36f669223891151d8604ce0ac63d,9045735eee77b778b230e457febefaf2f26bc461fd812159d527ee01a363caf6,dd518baea58bbc97f12361850647a7a6ca567e462a55c9916acd39d6e22f0058,False,e84728941ab0e5feddb83bea1dccfad4082c36f669223891151d8604ce0ac63d,9045735eee77b778b230e457febefaf2f26bc461fd812159d527ee01a363caf6,dd518baea58bbc97f12361850647a7a6ca567e462a55c9916acd39d6e22f0058,False
2,5,8,1c7f50bbf332923a970be1f5fdd32f60ad429d59e9b7a6eb7f1c1243bce483b1,d5c06fa7e5a664026b75c9b1cb2d25c8b61a2724ffc7991a6acc3984c4ad50de,ea8a6b4330310f3cded102f2d6d6762b4681e50b114c90e0351032a60a56bcb4,False,1c7f50bbf332923a970be1f5fdd32f60ad429d59e9b7a6eb7f1c1243bce483b1,d5c06fa7e5a664026b75c9b1cb2d25c8b61a2724ffc7991a6acc3984c4ad50de,ea8a6b4330310f3cded102f2d6d6762b4681e50b114c90e0351032a60a56bcb4,False
2,6,1,580108504ed8b773d15a301e563f740b01ac5507014696cc75e8cf75600340a0,580108504ed8b773d15a301e563f740b01ac5507014696cc75e8cf75600340a0,08065cf96b42199c03a0e8d037cc7f3fe695dcd3ac3fc51209f37e6e8bf8c8cd,False,580108504ed8b773d15a301e563f740b01ac5507014696cc75e8cf75600340a0,580108504ed8b773d15a301e563f740b01ac5507014696cc75e8cf75600340a0,08065cf96b42199c03a0e8d037cc7f3fe695dcd3ac3fc51209f37e6e8bf8c8cd,False
2,6,2,5da84e2f4dc2bce0eb27c5b39b2ff233394971d38232c869d2bb2f27f16a3185,98e9589a1e48caa1d70c5f80d3efd81392290d17707221a8dac0fa116c465503,41b361fe37c1eda76fea501b68a76028640d4f7bad3983078170c4c38d1048ff,False,5da84e2f4dc2bce0eb27c5b39b2ff233394971d38232c869d2bb2f27f16a3185,98e9589a1e48caa1d70c5f80d3efd81392290d17707221a8dac0fa116c465503,41b361fe37c1eda76fea501b68a76028640d4f7bad3983078170c4c38d1048ff,False
2,6,3,57553e1558a3c432fb50a2f22d9d1ca4b121dc1279766e880039432074cfdb9f,dfce5f15f59566f42a87dc4f00c79d9c89c29db6cbd68d5a857e6de28578065a,326cebd9fdb288ab1680c706dea459b023d748800824c343716a8a6ca518ba49,False,57553e1558a3c432fb50a2f22d9d1ca4b121dc1279766e880039432074cfdb9f,dfce5f15f59566f42a87dc4f00c79d9c89c29db6cbd68d5a857e6de28578065a,326cebd9fdb288ab1680c706dea459b023d748800824c343716a8a6ca518ba49,False
2,6,4,8e383842bd1b98948561ac6b86911eb8857d51ac90ae3cc7e7e91ba68850026e,c37a135a8ff056fb2d8dcb828836729b72675060da1c2131907cdf1c23f249a0,0065b9e55c3939b0f32a6e5b83c8e053c999aa3b751ac0299a9c1c376dde7183,False,8e383842bd1b98948561ac6b86911eb8857d51ac90ae3cc7e7e91ba68850026e,c37a135a8ff056fb2d8dcb828836729b72675060da1c2131907cdf1c23f249a0,0065b9e55c3939b0f32a6e5b83c8e053c999aa3b751ac0299a9c1c376dde7183,False
2,6,5,5f61dae8fbb159f677be1ca508064d6fa6f0dbac032d2511347631df88041c8b,67b6e178c00c338d5d8319013172f1f1c1e39809103d9f5723b1362ed1397fea,b76ab248d123b8cb32beee08a348867c2d8488c009364abb1728814fb65b0ac2,False,5f61dae8fbb159f677be1ca508064d6fa6f0dbac032d2511347631df88041c8b,67b6e178c00c338d5d8319013172f1f1c1e39809103d9f5723b1362ed1397fea,b76ab248d123b8cb32beee08a348867c2d8488c009364abb1728814fb65b0ac2,False
2,6,6,d96c9b4468455670c508e7aed2c8377b6c25aa569ef0826298aa3c4f0e4ff810,23358730b38e70820cbbf57bc042e73bf205b2ef7258c5dc73186bc0d21fac25,2ac00b3fcd223c4b68c4ea2ba19a0ba058ecb246203266dceb915e2bb8fe6a32,False,d96c9b4468455670c508e7aed2c8377b6c25aa569ef0826298aa3c4f0e4ff810,23358730b38e70820cbbf57bc042e73bf205b2ef7258c5dc73186bc0d21fac25,2ac00b3fcd223c4b68c4ea2ba19a0ba058ecb246203266dceb915e2bb8fe6a32,False
2,6,7,b74029b950528f505f56b83d90aa5bf525f9dc90671bc2b94a29ce10fe24b0e6,e9f2f467fee1717cef2619b878a83c1afc0db8f5fe855ab1162f66bc58eab9f6,551d40c3ce1bbff180969963d32a22b9c55ce4b454c24e48c110ea93acc9ead2,False,b74029b950528f505f56b83d90aa5bf525f9dc90671bc2b94a29ce10fe24b0e6,e9f2f467fee1717cef2619b878a83c1afc0db8f5fe855ab1162f66bc58eab9f6,551d40c3ce1bbff180969963d32a22b9c55ce4b454c24e48c110ea93acc9ead2,False
2,6,8,020bcb143d043a53aa1a7124c9f8fb9c8a73982ddbc5732d32bb9abac73f3221,1e6b67ea8f7329903a2b6c07b2040fcd0eca7d6f2a407d411042fa332853e204,8978d82632d47df57392c672358951000d90fe7f2a021b9ad66a55ec72416a4b,False,020bcb143d043a53aa1a7124c9f8fb9c8a73982ddbc5732d32bb9abac73f3221,1e6b67ea8f7329903a2b6c07b2040fcd0eca7d6f2a407d411042fa332853e204,8978d82632d47df57392c672358951000d90fe7f2a021b9ad66a55ec72416a4b,False
2,7,1,243f0b3e930e9fc7f547b94d017251e6c61fc1251fb7c969f631f5eacc3818ed,243f0b3e930e9fc7f547b94d017251e6c61fc1251fb7c969f631f5eacc3818ed,cea4d37e88354ef08da8290eb14c5c5cad69f9014262a401172a126feb0f2cd2,False,243f0b3e930e9fc7f547b94d017251e6c61fc1251fb7c969f631f5eacc3818ed,243f0b3e930e9fc7f547b94d017251e6c61fc1251fb7c969f631f5eacc3818ed,cea4d37e88354ef08da8290eb14c5c5cad69f9014262a401172a126feb0f2cd2,False
2,7,2,e5aa902ca0c4179f3884476f7697aa6789147e35e67a6799d6e1d88cc0de79bf,1b426e18283bdc9717e9bccb2f8b11c1bb76fe1c243de93ea32d6b64da461cbb,ec5076dfffb9735c26d2236f4efd1f86c6a9f9e31fcf2d79527cb0915ce849ae,False,e5aa902ca0c4179f3884476f7697aa6789147e35e67a6799d6e1d88cc0de79bf,1b426e18283bdc9717e9bccb2f8b11c1bb76fe1c243de93ea32d6b64da461cbb,ec5076dfffb9735c26d2236f4efd1f86c6a9f9e31fcf2d79527cb0915ce849ae,False
2,7,3,1004919049da569afe5997995f6c29f4746a8c2ce81b18f3e91b5d3d84f55885,e606b937535a59b44ead6f51897dceb613d34a808a947a4eb3825774e2da90a4,5e86900b0e358b3a9ec3d38e0203dc41ccfc3f6eedec0c7fbd6a73b4d295807b,False,1004919049da569afe5997995f6c29f4746a8c2ce81b18f3e91b5d3d84f55885,e606b937535a59b44ead6f51897dceb613d34a808a947a4eb3825774e2da90a4,5e86900b0e358b3a9ec3d38e0203dc41ccfc3f6eedec0c7fbd6a73b4d295807b,False
