model,method,batch_denominator,request_denominator,q_pre_L4_mean,q_pre_L5_mean,q_pre_L6_mean,q_pre_L7_mean,q_pre_L8_mean,q_post_L8_mean,q_pre_L4_median,q_pre_L5_median,q_pre_L6_median,q_pre_L7_median,q_pre_L8_median,q_post_L8_median,q_pre_L4_p25,q_pre_L5_p25,q_pre_L6_p25,q_pre_L7_p25,q_pre_L8_p25,q_post_L8_p25,q_pre_L4_p75,q_pre_L5_p75,q_pre_L6_p75,q_pre_L7_p75,q_pre_L8_p75,q_post_L8_p75,q_pre_L4_p90,q_pre_L5_p90,q_pre_L6_p90,q_pre_L7_p90,q_pre_L8_p90,q_post_L8_p90,q_pre_L8_gt_0_2_numerator,q_pre_L8_gt_0_2_denominator,d_parallel_mean,d_parallel_median,d_parallel_p90,d_perp_mean,d_perp_median,d_perp_p90,recurrence_closure_max,target_new_nll_mean,target_new_nll_median,target_new_nll_p90,target_true_nll_mean,target_true_nll_median,target_true_nll_p90,target_new_strict_numerator,target_new_strict_denominator
llama3-8b-inst,memit,10,100,1.0,0.952095294653833,0.8981098869610158,0.8126683485531754,0.6633450333299535,0.2932759155945238,1.0,0.9509692679288739,0.8997890954053479,0.8158108475365172,0.6547937896096283,0.2826496647292256,1.0,0.9336292454467285,0.8659331027758823,0.7697943823159494,0.6121215704317171,0.2583630766664099,1.0,0.9686601054696444,0.9291929604194689,0.8537948872262684,0.7126614447937002,0.32858987580250487,1.0,0.978707835852528,0.9471240029413515,0.876538619780628,0.7522024656742964,0.3617688358576354,100,100,0.31953397090866575,0.3068980522406387,0.4202921788273636,0.4073335634862438,0.3959118562995791,0.47721730871376533,6.3136040954363e-18,0.4934001698978318,0.003507356974296272,0.16818914860487014,11.623053627004847,11.680079936981201,17.149097633361816,93,100
llama3-8b-inst,alphaedit,10,100,1.0,0.9510665186327191,0.8901346594754728,0.7774874814681608,0.5710337274848818,0.03343102237112994,1.0,0.9455550990473045,0.8871018616938291,0.7804653887675752,0.561516977863545,0.032780789763661625,1.0,0.9210701544868096,0.8418018146871209,0.7198230157493399,0.5043475928427417,0.027561685130089095,1.0,0.9724319313654138,0.9285775736758405,0.8270815306722239,0.6161886964617844,0.038460354319187456,1.0,0.9960356084569443,0.9569587232872345,0.8609480483628074,0.6840178682136401,0.04607606627798104,100,100,0.13947960210910196,0.13663467640398114,0.20432839596774743,0.45568381439076044,0.4356156039155027,0.5783459929328733,9.38638188277943e-18,0.0009315527815670066,0.0006381620187312365,0.001765813073143363,14.957684650421143,14.671747207641602,20.60967903137207,100,100
qwen2.5-7b-inst,memit,10,100,1.0,0.9426528530675506,0.864975988756212,0.6931238722404952,0.4590062733254474,0.08900591559846534,1.0,0.9430919531448475,0.8663449457970558,0.6937389477819333,0.45744617399204823,0.08584970193769213,1.0,0.9302306456167726,0.8342052166866365,0.6566515559822761,0.42446025065114706,0.07332547062911496,1.0,0.9560993638507468,0.8963284894654839,0.7327273277961656,0.4990348647235747,0.09880659010338472,1.0,0.9674943932594408,0.9311369701081221,0.7816377712887002,0.535872804554356,0.12940163209440694,100,100,0.17709191252327197,0.16988507826336655,0.2458094315021945,0.25761229630608123,0.25544852972168675,0.332093544070537,9.074580174114789e-18,0.021607182164298137,0.0104460041038692,0.04694967418909074,15.283198719024659,14.717664241790771,21.97837314605713,100,100
qwen2.5-7b-inst,alphaedit,10,100,1.0,0.9280079819603929,0.8162913686781965,0.6054357044072937,0.33610983283888046,0.005037214229904608,1.0,0.9267133047964,0.8199257350212346,0.607145977020177,0.3366256597366102,0.004232459387055693,1.0,0.9156873465850244,0.7810200340528365,0.5618705837998007,0.2942239186692875,0.002194256932632992,1.0,0.9405442613781738,0.8449885771124512,0.63981267775423,0.36515298744720803,0.006545747465147507,1.0,0.9517823127158098,0.8719595907026652,0.6809009080247315,0.4154730931323993,0.009985434119225076,100,100,0.042193736167033515,0.045539167798326896,0.07063983523507325,0.23050004730135154,0.2286231046330528,0.3102359069259908,1.1089620787391465e-17,0.03147751137599698,0.013503391295671463,0.05571958646178246,14.968433985710144,13.872557163238525,21.8302869796753,100,100
