model,method,batch_index,layer,frobenius_energy,energy_share,total_frobenius_energy
llama3-8b-inst,memit,1,4,0.742281448633762,0.09390519315299872,7.904583588091564
llama3-8b-inst,memit,1,5,0.735768922556444,0.09308130078665962,7.904583588091564
llama3-8b-inst,memit,1,6,0.9710083249842723,0.12284117362578321,7.904583588091564
llama3-8b-inst,memit,1,7,1.6177871046066221,0.20466443128564743,7.904583588091564
llama3-8b-inst,memit,1,8,3.837737787310464,0.4855079011489111,7.904583588091564
llama3-8b-inst,memit,2,4,0.6667637398603664,0.09154242525480247,7.2836582382919435
llama3-8b-inst,memit,2,5,0.6653413327922623,0.09134713780149689,7.2836582382919435
llama3-8b-inst,memit,2,6,0.8604295025957673,0.11813150403903941,7.2836582382919435
llama3-8b-inst,memit,2,7,1.4684457065122727,0.20160826585633856,7.2836582382919435
llama3-8b-inst,memit,2,8,3.622677956531275,0.4973706670483227,7.2836582382919435
llama3-8b-inst,memit,3,4,0.6923391893783638,0.0880108140962973,7.866524091242228
llama3-8b-inst,memit,3,5,0.6929754661135952,0.08809169819807483,7.866524091242228
llama3-8b-inst,memit,3,6,0.9188377006624233,0.11680351957294098,7.866524091242228
llama3-8b-inst,memit,3,7,1.590595207905413,0.20219797072460718,7.866524091242228
llama3-8b-inst,memit,3,8,3.971776527182432,0.5048959974080797,7.866524091242228
llama3-8b-inst,memit,4,4,0.6594435209238483,0.08539579740608326,7.722201103035453
llama3-8b-inst,memit,4,5,0.6952831274317522,0.0900369102221968,7.722201103035453
llama3-8b-inst,memit,4,6,0.9367891960085493,0.12131116290668925,7.722201103035453
llama3-8b-inst,memit,4,7,1.5887131026080994,0.20573319464363676,7.722201103035453
llama3-8b-inst,memit,4,8,3.8419721560632043,0.497522934821394,7.722201103035453
llama3-8b-inst,memit,5,4,0.6860029428684786,0.09274236577753077,7.396866977860517
llama3-8b-inst,memit,5,5,0.6912732456334729,0.09345487051511342,7.396866977860517
llama3-8b-inst,memit,5,6,0.8951204931572018,0.12101346365108055,7.396866977860517
llama3-8b-inst,memit,5,7,1.4965695378586652,0.20232478728332298,7.396866977860517
llama3-8b-inst,memit,5,8,3.6279007583426983,0.4904645127729522,7.396866977860517
llama3-8b-inst,memit,6,4,0.6926758067367008,0.09014484475505105,7.684031278981024
llama3-8b-inst,memit,6,5,0.6868245659023834,0.08938336414391365,7.684031278981024
llama3-8b-inst,memit,6,6,0.9173046325870581,0.1193780451019587,7.684031278981024
llama3-8b-inst,memit,6,7,1.5883485080758761,0.20670770984764997,7.684031278981024
llama3-8b-inst,memit,6,8,3.798877765679006,0.4943860361514267,7.684031278981024
llama3-8b-inst,memit,7,4,0.6583173192995266,0.09151001130192307,7.193937689806538
llama3-8b-inst,memit,7,5,0.6604948020338403,0.09181269431478806,7.193937689806538
llama3-8b-inst,memit,7,6,0.8665147426964037,0.1204506877956718,7.193937689806538
llama3-8b-inst,memit,7,7,1.4675324816795021,0.20399571763860627,7.193937689806538
llama3-8b-inst,memit,7,8,3.541078344097266,0.4922308889490109,7.193937689806538
llama3-8b-inst,memit,8,4,0.7363381537763056,0.09137627562539938,8.058307790907923
llama3-8b-inst,memit,8,5,0.6936320142514153,0.0860766344807567,8.058307790907923
llama3-8b-inst,memit,8,6,0.9349537660279876,0.11602358588026174,8.058307790907923
llama3-8b-inst,memit,8,7,1.6296179548351424,0.2022283086126119,8.058307790907923
llama3-8b-inst,memit,8,8,4.063765902017073,0.5042951954009703,8.058307790907923
llama3-8b-inst,memit,9,4,0.7337437472788642,0.0930658027757241,7.884139236912689
llama3-8b-inst,memit,9,5,0.7114684416195466,0.09024047143770979,7.884139236912689
llama3-8b-inst,memit,9,6,0.9327558716363176,0.11830788924544296,7.884139236912689
llama3-8b-inst,memit,9,7,1.5608643876498027,0.1979752438087349,7.884139236912689
llama3-8b-inst,memit,9,8,3.945306788728158,0.5004105927323883,7.884139236912689
llama3-8b-inst,memit,10,4,0.6742226941541105,0.08803613742467654,7.658476551529461
llama3-8b-inst,memit,10,5,0.6819065006834353,0.08903944486808581,7.658476551529461
llama3-8b-inst,memit,10,6,0.9110263657720884,0.11895660444245258,7.658476551529461
llama3-8b-inst,memit,10,7,1.5577486554550903,0.20340189657484753,7.658476551529461
llama3-8b-inst,memit,10,8,3.8335723354647366,0.5005659166899377,7.658476551529461
llama3-8b-inst,alphaedit,1,4,0.8760293765422941,0.09307644370013347,9.411934338237268
llama3-8b-inst,alphaedit,1,5,0.9128192173886414,0.09698529383914088,9.411934338237268
llama3-8b-inst,alphaedit,1,6,1.2359880911633478,0.13132136782361278,9.411934338237268
llama3-8b-inst,alphaedit,1,7,2.1387032361740195,0.2272331233214458,9.411934338237268
llama3-8b-inst,alphaedit,1,8,4.248394416968965,0.4513837713156671,9.411934338237268
llama3-8b-inst,alphaedit,2,4,0.7882364511654715,0.09052281637399175,8.707599727221268
llama3-8b-inst,alphaedit,2,5,0.8518197477042289,0.09782486269336796,8.707599727221268
llama3-8b-inst,alphaedit,2,6,1.106137746966077,0.12703130387449066,8.707599727221268
llama3-8b-inst,alphaedit,2,7,1.925761467281767,0.22115870361628434,8.707599727221268
llama3-8b-inst,alphaedit,2,8,4.035644314103724,0.4634623134418653,8.707599727221268
llama3-8b-inst,alphaedit,3,4,0.8544859271199011,0.08658832109926194,9.868373890057843
llama3-8b-inst,alphaedit,3,5,0.9297495141763857,0.09421506770361496,9.868373890057843
llama3-8b-inst,alphaedit,3,6,1.2358455586298194,0.12523294844704913,9.868373890057843
llama3-8b-inst,alphaedit,3,7,2.233788128903379,0.22635827886029622,9.868373890057843
llama3-8b-inst,alphaedit,3,8,4.614504761228358,0.46760538388977785,9.868373890057843
llama3-8b-inst,alphaedit,4,4,0.7834038741128564,0.08276575357563863,9.465314339183935
llama3-8b-inst,alphaedit,4,5,0.922575479984064,0.09746907994009685,9.465314339183935
llama3-8b-inst,alphaedit,4,6,1.2883265298606346,0.1361102741751849,9.465314339183935
llama3-8b-inst,alphaedit,4,7,2.2327639404324415,0.2358890429226825,9.465314339183935
llama3-8b-inst,alphaedit,4,8,4.238244514793939,0.44776584938639713,9.465314339183935
llama3-8b-inst,alphaedit,5,4,0.8126835671547205,0.09146154639063368,8.885521831040734
llama3-8b-inst,alphaedit,5,5,0.9016194109569686,0.10147062019556873,8.885521831040734
llama3-8b-inst,alphaedit,5,6,1.2148969657319122,0.13672770027842193,8.885521831040734
llama3-8b-inst,alphaedit,5,7,2.064227680157781,0.23231361302232087,8.885521831040734
llama3-8b-inst,alphaedit,5,8,3.8920942070393507,0.4380265201130547,8.885521831040734
llama3-8b-inst,alphaedit,6,4,0.8470581300945944,0.08912692443114202,9.503953328368437
llama3-8b-inst,alphaedit,6,5,0.9302917330050411,0.09788471185229886,9.503953328368437
llama3-8b-inst,alphaedit,6,6,1.2989407044480534,0.13667372508773096,9.503953328368437
llama3-8b-inst,alphaedit,6,7,2.2050101527780077,0.23200978335996797,9.503953328368437
llama3-8b-inst,alphaedit,6,8,4.222652608042741,0.4443048552688602,9.503953328368437
llama3-8b-inst,alphaedit,7,4,0.7980091975192062,0.09143033591795754,8.728057154195271
llama3-8b-inst,alphaedit,7,5,0.8580414387050108,0.09830841200353281,8.728057154195271
llama3-8b-inst,alphaedit,7,6,1.1489722768014867,0.1316412411723514,8.728057154195271
llama3-8b-inst,alphaedit,7,7,2.023613759122028,0.23185157055821384,8.728057154195271
llama3-8b-inst,alphaedit,7,8,3.89942048204754,0.4467684403479445,8.728057154195271
llama3-8b-inst,alphaedit,8,4,0.8781201471564147,0.08884024844618219,9.8842603720133
llama3-8b-inst,alphaedit,8,5,0.8961162207064077,0.090660928281868,9.8842603720133
llama3-8b-inst,alphaedit,8,6,1.2499554706718414,0.12645918092273414,9.8842603720133
llama3-8b-inst,alphaedit,8,7,2.276010239590133,0.2302661154125929,9.8842603720133
llama3-8b-inst,alphaedit,8,8,4.584058293888503,0.4637735269366227,9.8842603720133
llama3-8b-inst,alphaedit,9,4,0.857184527269588,0.0895654350372785,9.570483601322483
llama3-8b-inst,alphaedit,9,5,0.8759645761270239,0.09152772342726548,9.570483601322483
llama3-8b-inst,alphaedit,9,6,1.1865692637815561,0.12398216361998592,9.570483601322483
llama3-8b-inst,alphaedit,9,7,2.085790255012412,0.21793990167061048,9.570483601322483
llama3-8b-inst,alphaedit,9,8,4.564974979131901,0.47698477624485947,9.570483601322483
llama3-8b-inst,alphaedit,10,4,0.8160935356188409,0.08509654650740821,9.590207465678935
llama3-8b-inst,alphaedit,10,5,0.8941780323357621,0.09323865365121788,9.590207465678935
llama3-8b-inst,alphaedit,10,6,1.248865491942297,0.13022299010857571,9.590207465678935
llama3-8b-inst,alphaedit,10,7,2.1964305603336376,0.2290284718233822,9.590207465678935
llama3-8b-inst,alphaedit,10,8,4.434639845448397,0.46241333790941597,9.590207465678935
qwen2.5-7b-inst,memit,1,4,289.548633926801,0.5688232900126898,509.030904695097
