model,method,batch_index,layer,frobenius_energy,energy_share,total_frobenius_energy
qwen2.5-7b-inst,memit,1,5,105.0456509940566,0.20636399484816664,509.030904695097
qwen2.5-7b-inst,memit,1,6,26.26828350417908,0.05160449643015967,509.030904695097
qwen2.5-7b-inst,memit,1,7,40.0921534502671,0.07876172758956902,509.030904695097
qwen2.5-7b-inst,memit,1,8,48.07618281979318,0.09444649111941485,509.030904695097
qwen2.5-7b-inst,memit,2,4,266.1619821614348,0.5751205272822029,462.7933964019914
qwen2.5-7b-inst,memit,2,5,96.47626246122745,0.2084650801227645,462.7933964019914
qwen2.5-7b-inst,memit,2,6,17.635194384047473,0.03810597670829598,462.7933964019914
qwen2.5-7b-inst,memit,2,7,36.19404607421533,0.07820778419832178,462.7933964019914
qwen2.5-7b-inst,memit,2,8,46.32591132106631,0.10010063168841483,462.7933964019914
qwen2.5-7b-inst,memit,3,4,103.45148202684852,0.43247108495154607,239.21017063704778
qwen2.5-7b-inst,memit,3,5,62.360878515579124,0.2606949292728817,239.21017063704778
qwen2.5-7b-inst,memit,3,6,14.535672840823029,0.06076527934457236,239.21017063704778
qwen2.5-7b-inst,memit,3,7,25.989233086411687,0.1086460204313177,239.21017063704778
qwen2.5-7b-inst,memit,3,8,32.87290416738541,0.13742268599968216,239.21017063704778
qwen2.5-7b-inst,memit,4,4,530.1415746904959,0.6898685721423983,768.4674967061225
qwen2.5-7b-inst,memit,4,5,111.60301418525101,0.14522802156709858,768.4674967061225
qwen2.5-7b-inst,memit,4,6,29.61072137632901,0.0385321715013963,768.4674967061225
qwen2.5-7b-inst,memit,4,7,44.02826419002643,0.05729359326028037,768.4674967061225
qwen2.5-7b-inst,memit,4,8,53.083922264020096,0.06907764152882638,768.4674967061225
qwen2.5-7b-inst,memit,5,4,284.135440527344,0.57081169269676,497.77438718006266
qwen2.5-7b-inst,memit,5,5,106.88446568764272,0.2147247195524723,497.77438718006266
qwen2.5-7b-inst,memit,5,6,21.496669151588343,0.043185567006307685,497.77438718006266
qwen2.5-7b-inst,memit,5,7,38.2595521016726,0.07686123088497271,497.77438718006266
qwen2.5-7b-inst,memit,5,8,46.998259711815,0.09441678985948722,497.77438718006266
qwen2.5-7b-inst,memit,6,4,257.66746610518743,0.5621546938157455,458.35687034153233
qwen2.5-7b-inst,memit,6,5,97.37958004759822,0.21245362805413703,458.35687034153233
qwen2.5-7b-inst,memit,6,6,21.114169012551148,0.04606491225236461,458.35687034153233
qwen2.5-7b-inst,memit,6,7,37.46439407627363,0.08173629872365182,458.35687034153233
qwen2.5-7b-inst,memit,6,8,44.731261099921916,0.09759046715410116,458.35687034153233
qwen2.5-7b-inst,memit,7,4,663.6045133687501,0.7613487102273045,871.6170454542802
qwen2.5-7b-inst,memit,7,5,97.2216784824533,0.11154173612080073,871.6170454542802
qwen2.5-7b-inst,memit,7,6,21.93876807623259,0.02517019164626166,871.6170454542802
qwen2.5-7b-inst,memit,7,7,38.75616175583834,0.04446466708970673,871.6170454542802
qwen2.5-7b-inst,memit,7,8,50.095923771005964,0.057474694915926466,871.6170454542802
qwen2.5-7b-inst,memit,8,4,301.959665482618,0.563629901052822,535.7410331115827
qwen2.5-7b-inst,memit,8,5,118.40587990410404,0.22101327429859713,535.7410331115827
qwen2.5-7b-inst,memit,8,6,25.288036957373834,0.047201978930941635,535.7410331115827
qwen2.5-7b-inst,memit,8,7,39.906136959845696,0.07448773659928742,535.7410331115827
qwen2.5-7b-inst,memit,8,8,50.18131380764118,0.09366710911835187,535.7410331115827
qwen2.5-7b-inst,memit,9,4,280.5445349424935,0.6690858058460726,419.29530187498034
qwen2.5-7b-inst,memit,9,5,53.05148312345872,0.12652534594646347,419.29530187498034
qwen2.5-7b-inst,memit,9,6,17.728512837460443,0.04228168729337799,419.29530187498034
qwen2.5-7b-inst,memit,9,7,28.46716599160056,0.06789288089874307,419.29530187498034
qwen2.5-7b-inst,memit,9,8,39.5036049799671,0.09421428001534284,419.29530187498034
qwen2.5-7b-inst,memit,10,4,442.082600462149,0.6071728149584179,728.100121696695
qwen2.5-7b-inst,memit,10,5,143.85881956209212,0.19758109534009863,728.100121696695
qwen2.5-7b-inst,memit,10,6,32.49526773089676,0.04463021878800526,728.100121696695
qwen2.5-7b-inst,memit,10,7,49.782540834630325,0.0683732076827866,728.100121696695
qwen2.5-7b-inst,memit,10,8,59.880893106926756,0.08224266323069146,728.100121696695
qwen2.5-7b-inst,alphaedit,1,4,50.46628816692732,0.22042377017388967,228.9512067011424
qwen2.5-7b-inst,alphaedit,1,5,66.39794041575509,0.290009130646018,228.9512067011424
qwen2.5-7b-inst,alphaedit,1,6,28.089527084601713,0.12268783156608518,228.9512067011424
qwen2.5-7b-inst,alphaedit,1,7,46.56692492745962,0.2033923541981806,228.9512067011424
qwen2.5-7b-inst,alphaedit,1,8,37.43052610639867,0.16348691341582652,228.9512067011424
qwen2.5-7b-inst,alphaedit,2,4,51.17207760990983,0.22291819937439988,229.55540531692662
qwen2.5-7b-inst,alphaedit,2,5,81.11604697697659,0.35336152013056243,229.55540531692662
qwen2.5-7b-inst,alphaedit,2,6,18.639765135792285,0.08119941723897997,229.55540531692662
qwen2.5-7b-inst,alphaedit,2,7,42.69384337709083,0.1859849186219216,229.55540531692662
qwen2.5-7b-inst,alphaedit,2,8,35.93367221715708,0.15653594463413603,229.55540531692662
qwen2.5-7b-inst,alphaedit,3,4,23.6252246231931,0.17104206036981137,138.12523406297151
qwen2.5-7b-inst,alphaedit,3,5,36.40281035815384,0.2635493116453851,138.12523406297151
qwen2.5-7b-inst,alphaedit,3,6,16.016018588213058,0.11595287926108656,138.12523406297151
qwen2.5-7b-inst,alphaedit,3,7,33.89874391029954,0.2454203545084676,138.12523406297151
qwen2.5-7b-inst,alphaedit,3,8,28.182436583111983,0.20403539421524935,138.12523406297151
qwen2.5-7b-inst,alphaedit,4,4,77.48523970862188,0.28027789139469,276.4586222732296
qwen2.5-7b-inst,alphaedit,4,5,92.06065756925538,0.3329997697748417,276.4586222732296
qwen2.5-7b-inst,alphaedit,4,6,28.158594172926705,0.10185464262748514,276.4586222732296
qwen2.5-7b-inst,alphaedit,4,7,44.1111705456544,0.1595579482489732,276.4586222732296
qwen2.5-7b-inst,alphaedit,4,8,34.64296027677125,0.12530974795400998,276.4586222732296
qwen2.5-7b-inst,alphaedit,5,4,58.23580595601107,0.2408706000029794,241.7721629592434
qwen2.5-7b-inst,alphaedit,5,5,81.13079387687654,0.3355671425686551,241.7721629592434
qwen2.5-7b-inst,alphaedit,5,6,22.225678698248018,0.09192819564589286,241.7721629592434
qwen2.5-7b-inst,alphaedit,5,7,43.56659991128002,0.18019692332662895,241.7721629592434
qwen2.5-7b-inst,alphaedit,5,8,36.61328451682775,0.1514371384558437,241.7721629592434
qwen2.5-7b-inst,alphaedit,6,4,51.94114269284505,0.2368626860159157,219.28799156383343
qwen2.5-7b-inst,alphaedit,6,5,69.5353369229955,0.3170959632906035,219.28799156383343
qwen2.5-7b-inst,alphaedit,6,6,20.078305196592673,0.09156135296513944,219.28799156383343
qwen2.5-7b-inst,alphaedit,6,7,42.38153702185275,0.19326884577496684,219.28799156383343
qwen2.5-7b-inst,alphaedit,6,8,35.35166972954748,0.16121115195337463,219.28799156383343
qwen2.5-7b-inst,alphaedit,7,4,48.52181346636028,0.21583527881416462,224.8094645738514
qwen2.5-7b-inst,alphaedit,7,5,74.22285783256933,0.3301589547097855,224.8094645738514
qwen2.5-7b-inst,alphaedit,7,6,22.156491318846303,0.09855675498736731,224.8094645738514
qwen2.5-7b-inst,alphaedit,7,7,44.573836392035474,0.19827384259167913,224.8094645738514
qwen2.5-7b-inst,alphaedit,7,8,35.33446556404001,0.15717516889700348,224.8094645738514
qwen2.5-7b-inst,alphaedit,8,4,82.6611229816924,0.30964979648257934,266.9503546285807
qwen2.5-7b-inst,alphaedit,8,5,76.09246881747607,0.28504352025808966,266.9503546285807
qwen2.5-7b-inst,alphaedit,8,6,23.345692249702072,0.08745331049357068,266.9503546285807
qwen2.5-7b-inst,alphaedit,8,7,44.719523375661055,0.16751999988118094,266.9503546285807
qwen2.5-7b-inst,alphaedit,8,8,40.13154720404911,0.15033337288457932,266.9503546285807
qwen2.5-7b-inst,alphaedit,9,4,42.651919087153466,0.24646535261500835,173.054421786327
qwen2.5-7b-inst,alphaedit,9,5,41.68722189362791,0.24089082187740785,173.054421786327
qwen2.5-7b-inst,alphaedit,9,6,19.167527803090763,0.1107601158366078,173.054421786327
qwen2.5-7b-inst,alphaedit,9,7,37.1144139589986,0.21446671848018045,173.054421786327
qwen2.5-7b-inst,alphaedit,9,8,32.43333904345628,0.18741699119079563,173.054421786327
qwen2.5-7b-inst,alphaedit,10,4,54.48859712149297,0.1981077089492601,275.04531454376036
qwen2.5-7b-inst,alphaedit,10,5,82.06481925634321,0.2983683593827828,275.04531454376036
qwen2.5-7b-inst,alphaedit,10,6,33.67368683783744,0.12242959635104009,275.04531454376036
qwen2.5-7b-inst,alphaedit,10,7,59.004949259857234,0.21452810187926108,275.04531454376036
qwen2.5-7b-inst,alphaedit,10,8,45.81326206822948,0.1665662334376559,275.04531454376036
