batch,RS_rate,PS_rate,NS_rate,q_after_mean,q_worsened,distance_from_own_immediate_activation_mean,batch_net_actual_frobenius,W0_net_actual_frobenius,batch_squared_share,cell,arm
3,0.99666666666666681,0.91833333333333322,0.86833333333333318,0.42495970968976998,66.666666666666671,1.3993539097247207,13.875394259633152,23.469569192771772,0.1075443769581842,LM,NQFIX
4,0.99750000000000005,0.94625000000000004,0.84724999999999995,0.52470587621526743,75,2.0870628361061443,14.547345269290965,27.863346923391809,0.102318268432918,LM,NQFIX
5,0.98799999999999999,0.94199999999999995,0.81779999999999986,0.67706310061480179,80.200000000000003,3.0280261582901558,15.451807828265387,32.167641349652939,0.098519541528131999,LM,NQFIX
6,0.98499999999999999,0.93666666666666665,0.75266666666666671,128.97599288588091,83.333333333333329,4.48314980362791,16.828384007988483,36.703909032089456,0.093367110175260407,LM,NQFIX
7,0.96999999999999997,0.9235714285714286,0.72528571428571431,577.79223513612067,85.714285714285708,6.6253976114703761,19.480221014232541,42.066375145133208,0.086374078499646401,LM,NQFIX
8,0.91749999999999998,0.88500000000000001,0.69850000000000001,693.85403905950739,87.5,9.8135418955602667,22.60475187032673,48.470314467671002,0.080563608909092504,LM,NQFIX
9,0.85666666666666658,0.82499999999999984,0.66144444444444428,870.41011111613034,89.111111111111114,14.030350485100856,25.73527366868165,55.684775993582043,0.075025177066221499,LM,NQFIX
10,0.75600000000000001,0.73099999999999987,0.62319999999999987,2104.0685011784008,90,20.421319614454681,30.268188959869164,64.483961807658488,0.070675673322147997,LM,NQFIX
1,0.97999999999999998,0.81000000000000005,0.88500000000000001,0.3214688469512969,0,0,8.4611683087741927,8.4611683087741927,0.3421110375585279,LM,ORBFH
2,0.98999999999999999,0.84999999999999987,0.89300000000000002,0.33757729050333152,49.5,0.46472168859451568,8.5714209558993666,12.140304765984098,0.32813920272587999,LM,ORBFH
3,0.98666666666666658,0.85666666666666658,0.876,0.37692865278047183,66.666666666666671,0.8640228188007163,9.0722179260637095,15.292182645881637,0.31584636484144307,LM,ORBFH
4,0.98999999999999999,0.88500000000000001,0.84975000000000001,0.41282749330366042,74.75,1.1859993403361246,9.2395511223721574,18.004561263777362,0.31834510039123992,LM,ORBFH
5,0.98999999999999999,0.89000000000000001,0.83140000000000003,0.45590521199424339,80,1.525466204444953,9.6611959498119262,20.580778208629848,0.30793539214196258,LM,ORBFH
6,0.98666666666666658,0.89333333333333331,0.77783333333333327,0.52624718383271818,83.333333333333329,1.9998117855465074,10.338145069804456,23.225515806637429,0.28617873822942402,LM,ORBFH
7,0.98285714285714276,0.89928571428571424,0.75971428571428556,0.60188743417213431,85.714285714285708,2.496589668997713,10.719518062533703,25.772324097221148,0.2892187707800335,LM,ORBFH
8,0.98499999999999999,0.90187499999999998,0.73575000000000002,0.71224428144648022,87.5,3.1862465209114283,11.697063491269226,28.571578558429167,0.27584667391582901,LM,ORBFH
9,0.89444444444444438,0.82333333333333325,0.74222222222222223,0.74415132576479226,74.333333333333329,2.8322228690113342,9.7065737675372128e-05,28.571578801382696,0,LM,ORBFH
10,0.89800000000000002,0.82899999999999985,0.73099999999999987,50.07474175682087,89.200000000000003,3.8667499449132969,12.401306988224528,31.436245123158493,0.26849314650972422,LM,ORBFH
1,0.97999999999999998,0.81499999999999995,0.88300000000000001,0.33645393972780291,0,0,8.6589474361486207,8.6589474361486207,0.3981624208571401,LM,JAC
2,0.98999999999999999,0.84999999999999987,0.88849999999999985,0.35500860684961627,49.5,0.46347921310815038,8.7825676479164567,12.41498761740038,0.38940645139232283,LM,JAC
3,0.98333333333333317,0.85333333333333328,0.86799999999999988,0.39363944285178692,66.666666666666671,0.86100476692501238,9.3612718412608231,15.658635172923958,0.3699109134190493,LM,JAC
4,0.99250000000000005,0.89500000000000002,0.84125000000000005,0.42864632277825371,74.75,1.1796999439361124,9.5717012019463059,18.457387654398516,0.37223673056853862,LM,JAC
5,0.98999999999999999,0.89300000000000002,0.81940000000000002,0.46751754971182874,79.799999999999997,1.4957909545072134,9.9745763407491275,21.086926267192684,0.3693836868408184,LM,JAC
6,0.85333333333333328,0.77500000000000002,0.81516666666666671,0.55628372420715033,46.5,1.2464938701288146,4.5705068536134652e-06,21.086926284888609,0.026046606117077299,LM,JAC
7,0.88,0.80142857142857127,0.80114285714285705,287.19693293390003,83.285714285714292,1.7492683463642698,10.351357809509786,23.599780993300804,0.36757283620267178,LM,JAC
8,0.89249999999999985,0.8175,0.77362500000000001,455.2212956510873,87,2.2860127826221879,11.147791691111332,26.257238275482905,0.3516861935214366,LM,JAC
9,0.90777777777777757,0.8372222222222222,0.74355555555555553,420.91132155511173,88.888888888888886,2.8294077461996268,11.472136897526608,28.804816148970929,0.35330712907875989,LM,JAC
10,0.91300000000000003,0.82950000000000002,0.72430000000000005,392.81059550912744,90,3.571555359639774,12.489754218301425,31.577292987284448,0.33592263630867292,LM,JAC
1,1,0.92000000000000004,0.86599999999999988,0.038454105064078398,0,0,9.8190270920931333,9.8190270920931333,0.4541051408414381,LA,O
2,1,0.92000000000000004,0.86099999999999988,0.050979562732239955,50,0.10733010817714091,10.491426486995676,14.38257310560806,0.45021385417689042,LA,O
3,1,0.91500000000000004,0.84833333333333327,0.064957444899730168,66.666666666666671,0.20313804398895577,11.23596704142078,18.269312259509501,0.43065077338905527,LA,O
4,1,0.93374999999999997,0.83750000000000002,0.071274699152513651,74.25,0.24750048320849344,11.654636334982564,21.689071463532319,0.42393074455012691,LA,O
5,0.998,0.93999999999999995,0.82999999999999985,0.078212250498619337,79.799999999999997,0.29840963475918081,12.098868493983966,24.856575969052123,0.4177570084846951,LA,O
6,0.99833333333333318,0.9375,0.80266666666666664,0.08804057258286356,83.333333333333329,0.35989747550960255,12.55383841223744,27.871422704736062,0.41478659116729011,LA,O
7,0.99857142857142844,0.94357142857142862,0.7917142857142857,0.095384437899456831,85.571428571428569,0.40941197825834902,12.789235735034568,30.689326671667303,0.41188473199431758,LA,O
8,0.99875000000000003,0.94999999999999996,0.78349999999999986,0.10218442259384819,87.5,0.45322334240324308,13.48251229304728,33.549685049538397,0.40812897783089291,LA,O
9,0.99888888888888883,0.95277777777777761,0.7814444444444445,0.11053659490818665,88.888888888888886,0.50693284723724796,13.567849994156946,36.216643459802953,0.40552908723422543,LA,O
10,0.998,0.95050000000000001,0.77869999999999995,0.1176947124479617,89.700000000000003,0.55369321962212381,14.004900166546076,38.860592953488784,0.4073180386700655,LA,O
1,1,0.84499999999999986,0.874,0.21296185686053151,0,0,7.5697667934239536,7.5697667934239536,0.62900052592931011,LA,QCL
2,0.995,0.87250000000000005,0.86950000000000005,0.212036199687933,42.5,0.079566627545696697,7.9751986925145903,10.994463546072458,0.63910007107585598,LA,QCL
3,0.99333333333333318,0.88500000000000001,0.85433333333333317,0.21411352576838952,62,0.14572951719382687,8.5609983177308049,13.928202306436496,0.63428430311324624,LA,QCL
4,0.995,0.90749999999999997,0.83799999999999986,0.21373281936710625,68,0.17567383491348934,8.7583701035323944,16.442902336034251,0.63144135681097435,LA,QCL
5,0.996,0.90300000000000002,0.8266,0.21391117338332907,69.799999999999997,0.20865376720241166,9.0890850076453251,18.778496991868625,0.63417749872316675,LA,QCL
