cell,arm,mechanism,metric,checkpoint_n,spearman,status
QM,QCL,batch_squared_share,PS_rate,10,0.58787878787878789,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,batch_squared_share,NS_rate,10,-0.61212121212121207,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,q_after_mean,RS_rate,10,-0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,q_after_mean,PS_rate,10,-0.58358932193286195,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,q_after_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,distance_from_own_immediate_activation_mean,RS_rate,10,-0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,distance_from_own_immediate_activation_mean,PS_rate,10,-0.58358932193286195,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,distance_from_own_immediate_activation_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,batch_net_actual_frobenius,RS_rate,10,-0.65653798717446976,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,batch_net_actual_frobenius,PS_rate,10,-0.58358932193286195,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,batch_net_actual_frobenius,NS_rate,10,-0.64848484848484844,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,W0_net_actual_frobenius,RS_rate,10,-0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,W0_net_actual_frobenius,PS_rate,10,-0.58358932193286195,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,W0_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,batch_squared_share,RS_rate,10,0.20060882941442129,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,batch_squared_share,PS_rate,10,-0.042553388057604516,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,NQFIX,batch_squared_share,NS_rate,10,0.27272727272727271,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,q_after_mean,RS_rate,10,-0.43903255198975499,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,q_after_mean,PS_rate,10,0.26139938378242777,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,q_after_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,distance_from_own_immediate_activation_mean,RS_rate,10,-0.43903255198975499,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,distance_from_own_immediate_activation_mean,PS_rate,10,0.26139938378242777,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,distance_from_own_immediate_activation_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,batch_net_actual_frobenius,RS_rate,10,0.30488371665955211,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,batch_net_actual_frobenius,PS_rate,10,0.042553388057604516,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,batch_net_actual_frobenius,NS_rate,10,0.72121212121212119,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,W0_net_actual_frobenius,RS_rate,10,-0.43903255198975499,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,W0_net_actual_frobenius,PS_rate,10,0.26139938378242777,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,W0_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,batch_squared_share,RS_rate,10,0.37195813432465358,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,batch_squared_share,PS_rate,10,-0.27355749465602908,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,ORBFH,batch_squared_share,NS_rate,10,-0.10303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,q_after_mean,RS_rate,10,0.66469405128839676,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,q_after_mean,PS_rate,10,0.4303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,q_after_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,distance_from_own_immediate_activation_mean,RS_rate,10,0.66469405128839676,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,distance_from_own_immediate_activation_mean,PS_rate,10,0.4303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,distance_from_own_immediate_activation_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,batch_net_actual_frobenius,RS_rate,10,-0.45543851662353108,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,batch_net_actual_frobenius,PS_rate,10,-0.22424242424242424,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,batch_net_actual_frobenius,NS_rate,10,0.81818181818181823,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,W0_net_actual_frobenius,RS_rate,10,0.66469405128839676,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,W0_net_actual_frobenius,PS_rate,10,0.4303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,W0_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,batch_squared_share,RS_rate,10,0.030772872744833181,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,batch_squared_share,PS_rate,10,-0.018181818181818181,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,JAC,batch_squared_share,NS_rate,10,-0.12727272727272726,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,q_after_mean,RS_rate,10,-0.79027720678408397,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,q_after_mean,PS_rate,10,-0.45454545454545453,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,q_after_mean,NS_rate,10,-0.87878787878787878,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,distance_from_own_immediate_activation_mean,RS_rate,10,-0.79027720678408397,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,distance_from_own_immediate_activation_mean,PS_rate,10,-0.45454545454545453,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,distance_from_own_immediate_activation_mean,NS_rate,10,-0.87878787878787878,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,batch_net_actual_frobenius,RS_rate,10,-0.65045893173766911,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,batch_net_actual_frobenius,PS_rate,10,-0.51515151515151514,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,batch_net_actual_frobenius,NS_rate,10,-0.67272727272727273,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,W0_net_actual_frobenius,RS_rate,10,-0.91185831552009688,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,W0_net_actual_frobenius,PS_rate,10,-0.5757575757575758,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,W0_net_actual_frobenius,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,batch_squared_share,RS_rate,10,-0.054711498931205811,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,batch_squared_share,PS_rate,10,-0.10303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,O,batch_squared_share,NS_rate,10,-0.30909090909090908,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,q_after_mean,RS_rate,10,-0.86322587202569168,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,q_after_mean,PS_rate,10,-0.29696969696969699,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,q_after_mean,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,distance_from_own_immediate_activation_mean,RS_rate,10,-0.86322587202569168,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,distance_from_own_immediate_activation_mean,PS_rate,10,-0.29696969696969699,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,distance_from_own_immediate_activation_mean,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,batch_net_actual_frobenius,RS_rate,10,-0.74772381872647942,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,batch_net_actual_frobenius,PS_rate,10,-0.3575757575757576,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,batch_net_actual_frobenius,NS_rate,10,-0.74545454545454548,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,W0_net_actual_frobenius,RS_rate,10,-0.87538398289929298,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,W0_net_actual_frobenius,PS_rate,10,-0.3575757575757576,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,W0_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,batch_squared_share,RS_rate,10,0.59574743280646325,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,batch_squared_share,PS_rate,10,0.078787878787878782,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,QCL,batch_squared_share,NS_rate,10,0.50303030303030305,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,q_after_mean,RS_rate,10,-0.89090909090909087,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,q_after_mean,PS_rate,10,-0.79393939393939394,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,q_after_mean,NS_rate,10,-0.61212121212121207,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,distance_from_own_immediate_activation_mean,RS_rate,10,-0.62424242424242427,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,distance_from_own_immediate_activation_mean,PS_rate,10,-0.69696969696969702,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,distance_from_own_immediate_activation_mean,NS_rate,10,-0.41818181818181815,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,batch_net_actual_frobenius,RS_rate,10,-0.55151515151515151,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,batch_net_actual_frobenius,PS_rate,10,-0.73333333333333328,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,batch_net_actual_frobenius,NS_rate,10,-0.59999999999999998,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,W0_net_actual_frobenius,RS_rate,10,-0.29696969696969699,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,W0_net_actual_frobenius,PS_rate,10,-0.53939393939393943,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,W0_net_actual_frobenius,NS_rate,10,-0.18787878787878787,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,batch_squared_share,RS_rate,10,-0.61212121212121207,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,batch_squared_share,PS_rate,10,-0.40606060606060607,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,NQFIX,batch_squared_share,NS_rate,10,-0.4303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,q_after_mean,RS_rate,10,-0.87396958975861616,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,q_after_mean,PS_rate,10,-0.33333333333333331,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,q_after_mean,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,distance_from_own_immediate_activation_mean,RS_rate,10,-0.87396958975861616,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,distance_from_own_immediate_activation_mean,PS_rate,10,-0.33333333333333331,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,distance_from_own_immediate_activation_mean,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,batch_net_actual_frobenius,RS_rate,10,-0.77837916587876754,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,batch_net_actual_frobenius,PS_rate,10,-0.39393939393939392,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,batch_net_actual_frobenius,NS_rate,10,-0.68484848484848482,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,W0_net_actual_frobenius,RS_rate,10,-0.87396958975861616,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,W0_net_actual_frobenius,PS_rate,10,-0.33333333333333331,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,W0_net_actual_frobenius,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,batch_squared_share,RS_rate,10,0.21849239743965404,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,batch_squared_share,PS_rate,10,-0.28484848484848485,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,ORBFH,batch_squared_share,NS_rate,10,0.34545454545454546,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,q_after_mean,RS_rate,10,-0.7531234192521683,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,q_after_mean,PS_rate,10,-0.34545454545454546,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,q_after_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,distance_from_own_immediate_activation_mean,RS_rate,10,-0.66364340904398988,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,distance_from_own_immediate_activation_mean,PS_rate,10,-0.24848484848484848,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,distance_from_own_immediate_activation_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,batch_net_actual_frobenius,RS_rate,10,0.21624335800309785,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,batch_net_actual_frobenius,PS_rate,10,0.24848484848484848,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,batch_net_actual_frobenius,NS_rate,10,-0.11515151515151516,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,W0_net_actual_frobenius,RS_rate,10,-0.7531234192521683,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,W0_net_actual_frobenius,PS_rate,10,-0.33333333333333331,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,W0_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,batch_squared_share,RS_rate,10,0.022370002552044604,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,batch_squared_share,PS_rate,10,0.042424242424242427,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QA,JAC,batch_squared_share,NS_rate,10,-0.10303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
