K,finalz_target_new_train_objective_mean,kstep_target_new_train_objective_mean
1,5.947676117634168,5.68796724357584
2,2.7325031747638278,2.504001078487381
3,1.1019259897600169,1.031163032579727
4,0.4235727819161657,0.4230770061914518
5,0.15719189263135921,0.16661361529749047
6,0.06027926153498811,0.06214466671914306
7,0.029357260826584023,0.022545236733722048
8,0.01673786889348048,0.008778835528182753
