arm,metric,field,mean,minimum,p01,median,p95,p99,maximum
W0,RS,new_nll,11.743398172855377,2.6649434566497803,4.667983009815216,11.794809341430664,17.85722961425781,20.54955348968506,21.15650177001953
W0,RS,true_nll,4.899285252303816,0.0032719431910663843,0.003682980490848422,4.411774158477783,12.17257852554321,14.300750102996831,15.272205352783203
W0,RS,desired_margin,-6.844112920551561,-19.781265690922737,-15.679018191844225,-6.767649173736572,-0.6172097682952927,3.8515192222595243,4.406447410583496
W0,PS,new_nll,10.184146780967712,2.29310941696167,2.9980550527572634,10.16865348815918,15.584749317169189,18.057230358123775,18.510713577270508
W0,PS,true_nll,5.011512103741989,0.015909049659967422,0.043453503046184776,4.745984792709351,11.626846599578851,13.519330320358273,18.12643814086914
W0,PS,desired_margin,-5.172634677225724,-18.461957179009914,-15.011365597881376,-5.06204891204834,2.190676355361932,6.111190600395202,8.01390027999878
W0,NS,new_nll,11.702866309762001,1.4505696296691895,2.6603482294082643,11.753228187561035,17.844212245941154,20.694358615875245,23.890642166137695
W0,NS,true_nll,5.548876543793653,0.0006337541271932423,0.008259984543547035,5.327509164810181,12.224353837966918,15.0020481300354,19.437641143798828
W0,NS,desired_margin,6.1539897659683485,-7.564944267272949,-5.155253582000732,6.283679723739624,14.603695090115068,17.407033039331434,19.776073440909386
N4,RS,new_nll,0.0014505088787700516,6.8662193370983e-05,8.459329037577846e-05,0.0008624052279628813,0.004103520512580871,0.006732942759990713,0.010831019841134548
N4,RS,true_nll,15.203706488609313,4.724857807159424,8.172569231987,15.342006206512451,21.524964427948,25.840298042297373,27.617387771606445
N4,RS,desired_margin,15.202255979730545,4.72220047051087,8.169335066005587,15.34120729303686,21.524486787123898,25.838240918931852,27.617319109413074
N4,PS,new_nll,1.6400640051125084,0.0004923323867842555,0.000547026950516738,0.3955034166574478,6.829371380805961,9.776966915130611,10.714134216308594
N4,PS,true_nll,10.153915958404541,0.8843942880630493,2.3076234853267668,10.02016544342041,17.06114339828491,19.595753707885738,21.306928634643555
N4,PS,desired_margin,8.513851953292033,-5.414586901664734,-2.718411378860474,8.348864717409015,16.832523868849965,19.594074323917734,21.037090569734573
N4,NS,new_nll,11.133724765693536,0.002092316746711731,1.7148538327217102,11.104583740234375,17.2749960899353,20.17293081283569,23.542463302612305
N4,NS,true_nll,5.526177989302028,0.0007858763565309346,0.011930755972862243,5.322661638259888,12.1157244682312,14.517468338012694,18.67910385131836
N4,NS,desired_margin,5.607546776391508,-12.937066122889519,-6.4604506683349605,5.614887028932571,13.982353086210786,16.518053651452064,19.899939574301243
BPCW512,RS,new_nll,0.0014505088787700516,6.8662193370983e-05,8.459329037577846e-05,0.0008624052279628813,0.004103520512580871,0.006732942759990713,0.010831019841134548
BPCW512,RS,true_nll,15.203706488609313,4.724857807159424,8.172569231987,15.342006206512451,21.524964427948,25.840298042297373,27.617387771606445
BPCW512,RS,desired_margin,15.202255979730545,4.72220047051087,8.169335066005587,15.34120729303686,21.524486787123898,25.838240918931852,27.617319109413074
BPCW512,PS,new_nll,1.6400640051125084,0.0004923323867842555,0.000547026950516738,0.3955034166574478,6.829371380805961,9.776966915130611,10.714134216308594
BPCW512,PS,true_nll,10.153915958404541,0.8843942880630493,2.3076234853267668,10.02016544342041,17.06114339828491,19.595753707885738,21.306928634643555
BPCW512,PS,desired_margin,8.513851953292033,-5.414586901664734,-2.718411378860474,8.348864717409015,16.832523868849965,19.594074323917734,21.037090569734573
BPCW512,NS,new_nll,11.133724765693536,0.002092316746711731,1.7148538327217102,11.104583740234375,17.2749960899353,20.17293081283569,23.542463302612305
BPCW512,NS,true_nll,5.526177989302028,0.0007858763565309346,0.011930755972862243,5.322661638259888,12.1157244682312,14.517468338012694,18.67910385131836
BPCW512,NS,desired_margin,5.607546776391508,-12.937066122889519,-6.4604506683349605,5.614887028932571,13.982353086210786,16.518053651452064,19.899939574301243
