round,rows,pair_gradients_cumulative,factor_seconds,gram_seconds,qp_seconds,reconstruction_seconds,scan_seconds,candidate_scanned,all_choices,token_flips,ideal_norm,actual_norm,result,CPU_same_problem_order_audit
1,512,512,219.6130878739059,144.4846409931779,0.047661907970905304,1.882403121329844,95.45109138544649,True,False,54,0.03381565559897504,0.03381565589315327,CANDIDATE_SCANNED,PASS_CPU_SAME_PROBLEM_ONLY
2,534,1046,230.50858210306615,160.6450895164162,0.057015519589185715,2.236641814932227,103.89418287016451,True,False,13,0.0361599139046637,0.03615991385760219,CANDIDATE_SCANNED,PASS_CPU_SAME_PROBLEM_ONLY
