entry,arm,panel,metric,numerator,denominator,rate,strict_new_numerator,strict_true_numerator,ties,new_token_correct,new_token_count,true_token_correct,true_token_count,reference_success,loss,recovery,reference_failure,new_nll_lower,new_nll_equal,new_nll_higher,delta_pp,paired_ci_low,paired_ci_high,paired_requests,new_nll_mean,new_nll_median,new_nll_p90,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_max,paired_new_nll_delta_mean,paired_new_nll_delta_median,paired_new_nll_delta_p90,paired_new_nll_delta_max,paired_true_nll_delta_mean,paired_true_nll_delta_median,paired_true_nll_delta_p90,paired_true_nll_delta_max,paired_margin_delta_mean,paired_margin_delta_median,paired_margin_delta_p90,paired_margin_delta_max,margin_mean,margin_median,margin_p90,margin_max
Early,OS,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,195,0,1,5,89,0,111,0.5,0.0,1.5,100,1.5688742505275877,0.16728252172470093,5.13664960861206,12.901754379272461,10.306758804321289,9.996874809265137,15.294357395172119,21.383602142333984,-0.05831798810773762,0.00025311647914350033,0.08047421872615806,0.5976400375366211,-0.04466765522956848,-0.0413661003112793,0.3078510761260986,2.516946792602539,0.013650332878169137,-0.04547949507832527,0.31473288577981284,3.0580242574214935,8.737884553793702,8.299876261502504,14.467942301952279,18.762405555229634
Early,OS,Current100,NS,784,1000,78.4,30,174,0,30,1010,204,1030,813,31,2,187,662,0,338,-2.8999999999999915,-4.3,-1.7000000000000002,100,8.719052134065306,8.751036167144775,13.342945003509522,21.402938842773438,5.290468664679909,4.9466681480407715,10.140127563476565,18.144390106201172,-0.19684524820349178,-0.116668701171875,0.3339111328125001,2.5683650970458984,0.07972587024071254,0.02659010887145996,0.6622159481048587,3.504624843597412,0.27657111844420434,0.158797025680542,1.1091280341148377,5.178281724452972,-3.428583469385398,-3.5280873775482178,2.2765598356723795,17.243930386262946
Early,OS,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,58,0,42,0.0,0.0,0.0,100,0.05908925189840374,0.0017239484004676342,0.008133312501013281,5.00101900100708,14.01540675163269,14.44400691986084,19.408443450927734,25.966960906982422,0.003059902931927354,-4.379951860755682e-05,0.0009229213930666466,0.43634796142578125,-0.043771653175354,0.0350494384765625,0.8699338436126709,1.6813116073608398,-0.04683155610728136,0.03498431453044759,0.8699984943552409,1.7009944305755198,13.956317499734286,14.443624159917817,19.400877859507457,25.96681250243273
Early,OS,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,194,0,1,6,145,0,55,0.5,0.0,1.5,100,1.351198057880829,0.31059177219867706,4.0661198616027825,10.573942184448242,10.076810505390167,9.738936424255371,15.114090251922605,21.086139678955078,-0.08126758535916451,-0.0098668672144413,0.05510466992855068,2.2156972885131836,0.17318076640367508,0.13126134872436523,0.8375002861022948,2.542390823364258,0.2544483517628396,0.19046597182750702,1.0053070127964019,2.9489336013793945,8.725612447509338,8.617793910671026,14.497531897388399,21.08353168400936
Early,OS,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,818,17,4,182,634,0,366,-1.2999999999999972,-2.3,-0.4,100,9.607950559230988,9.550381660461426,14.723702335357666,24.6088924407959,5.732274915350136,5.410802602767944,10.656399917602538,22.718944549560547,-0.13285877807019278,-0.0940699577331543,0.3261138916015625,1.4304885864257812,0.0791395663038129,0.022851604968309402,0.6185003757476807,2.2757725715637207,0.2119983443740057,0.11757618188858032,0.8977002143859867,3.0518991947174072,-3.8756756438808515,-3.9049911499023438,2.3072316646575928,10.98450231552124
Early,OS,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,54,0,46,0.0,0.0,0.0,100,0.0066412083288742,0.001087675802409649,0.006646668026223779,0.4225062131881714,14.662817974090576,14.136605262756348,19.20715312957764,25.120704650878906,0.004307585499554989,-9.176821549772285e-06,0.0009984638774767525,0.3964207172393799,0.021343798637390138,0.09112167358398438,0.5934921264648443,1.4088678359985352,0.017036213137835148,0.0908868778788019,0.5936090658011386,1.409123090095818,14.656176765761701,14.135151257156394,19.206487329705855,25.111909676343203
Early,OS,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,146,0,54,0.0,0.0,0.0,100,1.6079459226101607,0.2714332342147827,5.094441747665404,10.53555679321289,10.471961576342583,10.589206218719482,15.152414894104004,22.285667419433594,-0.059426738559159274,-0.009210672229528427,0.0842282723635435,0.9030551910400391,0.17967456221580505,0.14895057678222656,0.7716852188110351,2.484722137451172,0.23910130077496433,0.1684892177581787,0.83035551905632,2.4854903124505654,8.864015653732421,8.521431414876133,14.594962753448636,22.284147107508034
Early,OS,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,792,14,7,208,650,0,350,-0.7000000000000028,-1.8000000000000003,0.30000000000000004,100,8.867277147090993,8.864143371582031,13.452661991119385,21.10935401916504,5.4343672995130765,5.041816711425781,10.624744510650636,20.090822219848633,-0.124455988753587,-0.0982046127319336,0.3594719886779786,2.032306671142578,0.031661155843001325,0.0024983584880828857,0.5176913261413576,2.6535511016845703,0.15611714459658832,0.11144965887069702,0.81964690387249,3.84804630279541,-3.432909847577917,-3.464588165283203,2.8173803329467786,14.26706351339817
Early,BF1,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,100,0,0,0,39,0,61,0.0,0.0,0.0,100,0.0014642770520731574,0.001086121832486242,0.002938809921033682,0.0070946672931313515,14.58404149055481,14.714244842529297,18.79166622161866,25.917587280273438,-8.442645877948963e-05,1.915590837597847e-05,0.0001995917642489076,0.0009412344079464674,0.024795894622802735,-0.03344154357910156,0.37223243713378906,2.894076347351074,0.024880321081582224,-0.03347597447282169,0.37256056661717596,2.901680305134505,14.582577213502736,14.7129782505217,18.79118404061301,25.91570352227427
Early,BF1,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,195,0,1,5,89,0,111,0.5,0.0,1.5,100,1.5691812144708819,0.16746673732995987,5.136684703826903,12.924731254577637,10.306968386173248,10.008513927459717,15.29451208114624,21.381872177124023,-0.05801102416444337,0.00025258585810661316,0.08094277977943412,0.5987472534179688,-0.04445807337760925,-0.041678428649902344,0.307413101196289,2.5190343856811523,0.013552950786834116,-0.04687759280204773,0.3143278715899213,3.060290291905403,8.737787171702367,8.304966486990452,14.467567928193601,18.761703416937962
Early,BF1,Current100,NS,784,1000,78.4,30,173,0,30,1010,203,1030,813,31,2,187,662,0,338,-2.8999999999999915,-4.3,-1.7000000000000002,100,8.719348443938886,8.750428199768066,13.342378616333008,21.418987274169922,5.289940029098652,4.946988821029663,10.140307044982912,18.1450252532959,-0.19654893832991366,-0.11506032943725586,0.33220376968383797,2.568840980529785,0.07919723465945572,0.027038216590881348,0.6620218038558963,3.4997406005859375,0.2757461729893694,0.15860724449157715,1.107489025592804,5.167539060115814,-3.4294084148402324,-3.5284804701805115,2.27649668455124,17.246778529835865
Early,BF1,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,58,0,42,0.0,0.0,0.0,100,0.058985673369752474,0.0017259119777008891,0.00813475474715233,5.004907608032227,14.015582938194274,14.444056987762451,19.409054374694826,25.966510772705078,0.002956324403276085,-4.3799525883514434e-05,0.0009232181590050478,0.44023656845092773,-0.043595466613769535,0.03267526626586914,0.868974256515503,1.681528091430664,-0.04655179101704562,0.03258987708250061,0.8690382766246331,1.7012115069665015,13.956597264824522,14.443674049078254,19.401490249688504,25.96636224896065
Early,BF1,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,194,0,1,6,145,0,55,0.5,0.0,1.5,100,1.3510423582191289,0.31074124574661255,4.066078853607177,10.571416854858398,10.07651055753231,9.737441062927246,15.113340377807615,21.087154388427734,-0.08142328502086457,-0.010439775884151459,0.05653522014617917,2.2114458084106445,0.17288081854581833,0.13109683990478516,0.8367178916931151,2.5397043228149414,0.25430410356668287,0.19003124348819256,1.0037662744522096,2.9467334747314453,8.725468199313182,8.617399393348023,14.497242262586951,21.084542945493013
Early,BF1,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,818,17,4,182,634,0,366,-1.2999999999999972,-2.3,-0.4,100,9.608131258990616,9.550644397735596,14.724914932250977,24.604286193847656,5.73214439733338,5.407070636749268,10.65451021194458,22.71602439880371,-0.13267807831056416,-0.0944589376449585,0.3258431434631348,1.428339958190918,0.07900904828705825,0.022669518366456032,0.618140697479248,2.2749204635620117,0.2116871265976224,0.11532855033874512,0.896863651275635,3.051877021789551,-3.875986861657235,-3.9056248664855957,2.3105525970458984,10.982059240341187
Early,BF1,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,54,0,46,0.0,0.0,0.0,100,0.006636307098015095,0.0010879438486881554,0.006650836300104856,0.42228880524635315,14.662458457946776,14.135897636413574,19.20731639862061,25.120832443237305,0.004302684268695884,-8.998051271191798e-06,0.0009980843402445322,0.39620330929756165,0.02098428249359131,0.09580850601196289,0.5924417495727544,1.4100685119628906,0.016681598224895424,0.0931387119635474,0.5925583197036763,1.4103243616991676,14.655822150848762,14.134442738024518,19.206650598743003,25.11203634738922
Early,BF1,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,146,0,54,0.0,0.0,0.0,100,1.607817329638565,0.2709919661283493,5.094232606887816,10.535319328308105,10.471892164349557,10.58958911895752,15.151932621002198,22.285554885864258,-0.059555331530755214,-0.009169455617666245,0.08419992141425607,0.9030818939208984,0.17960515022277831,0.14852190017700195,0.7708946228027344,2.485353469848633,0.23916048175353352,0.16844795644283295,0.8298140123486517,2.4861216448480263,8.86407483471099,8.521399053977802,14.61158475447446,22.284033859847113
Early,BF1,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,792,14,7,208,651,0,349,-0.7000000000000028,-1.8000000000000003,0.30000000000000004,100,8.86747335952241,8.867339611053467,13.454792404174805,21.110424041748047,5.434269557266758,5.044703006744385,10.624547481536867,20.036603927612305,-0.1242597763221711,-0.09704351425170898,0.35586471557617194,2.0276107788085938,0.03156341359668295,0.0029477477073669434,0.5173559665679934,2.599332809448242,0.15582318991885405,0.11121571063995361,0.8182341963052752,3.8414669036865234,-3.4332038022556515,-3.464841365814209,2.8184645652771008,14.267551317811012
Early,BF8,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,100,0,0,0,39,0,61,0.0,0.0,0.0,100,0.0014644382925325771,0.0010860622860491276,0.0029389169998466987,0.007095613982528448,14.58403163433075,14.714207172393799,18.79199352264405,25.91747283935547,-8.426521832006983e-05,1.9185710698366165e-05,0.0001996036618947983,0.0009413533844053745,0.024786038398742674,-0.033299922943115234,0.3734615325927734,2.8945560455322266,0.024870303617062745,-0.03333438353729434,0.3741462757112458,2.9021601224085316,14.582567196038218,14.712940520897973,18.791511329740757,25.915588962379843
Early,BF8,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,195,0,1,5,89,0,111,0.5,0.0,1.5,100,1.5691538552031852,0.16756349056959152,5.1366075515747065,12.920842170715332,10.306999737024308,10.009922981262207,15.294569778442382,21.382144927978516,-0.05803838343214011,0.00025246734730899334,0.08114373981952659,0.5984420776367188,-0.04442672252655029,-0.04184865951538086,0.30696268081665035,2.519595146179199,0.013611660905589816,-0.046478355303406715,0.31421405053697515,3.060903310775757,8.737845881821123,8.304482646286488,14.466529272543266,18.761596486438066
Early,BF8,Current100,NS,784,1000,78.4,30,173,0,30,1010,203,1030,813,31,2,187,663,0,337,-2.8999999999999915,-4.3,-1.7000000000000002,100,8.719328107962268,8.750097751617432,13.34230375289917,21.418609619140625,5.29008515663608,4.947168350219727,10.140261936187747,18.147544860839844,-0.19656927430653012,-0.11468172073364258,0.333823299407959,2.56929874420166,0.07934236219688319,0.026858776807785034,0.662076807022095,3.4974207878112793,0.2759116365034133,0.15894341468811035,1.1070714354515077,5.176329553127289,-3.429242951326189,-3.528196930885315,2.276439183950425,17.247685351758264
Early,BF8,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,58,0,42,0.0,0.0,0.0,100,0.05906810616681469,0.001726447488181293,0.008132874965667726,5.010534763336182,14.015380182266234,14.444216251373291,19.409009361267092,25.96632194519043,0.003038757200338296,-4.373993579065427e-05,0.0009237171383574624,0.4458637237548828,-0.04379822254180908,0.03316545486450195,0.8691694259643555,1.6819400787353516,-0.04683697974214738,0.032967470586299896,0.8692334466672037,1.7016253899782896,13.95631207609942,14.443833253099001,19.401444940740475,25.966173421446
Early,BF8,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,194,0,1,6,145,0,55,0.5,0.0,1.5,100,1.3510533196314645,0.31067362427711487,4.066080856323242,10.570815086364746,10.076524705290794,9.738062858581543,15.11316289901733,21.087366104125977,-0.08141232360852882,-0.010635804384946823,0.05655047893524166,2.210325241088867,0.1728949663043022,0.13096094131469727,0.836647319793701,2.5415992736816406,0.254307289912831,0.1908321287482977,1.0037410736083985,2.949798583984375,8.72547138565933,8.617274882039055,14.497560003213584,21.08475418551825
Early,BF8,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,818,17,4,182,634,0,366,-1.2999999999999972,-2.3,-0.4,100,9.60803269945737,9.550724983215332,14.725408744812013,24.60723114013672,5.73228005715122,5.4048309326171875,10.654623794555665,22.71282386779785,-0.13277663784381002,-0.09392046928405762,0.3259541511535645,1.4276762008666992,0.0791447081048973,0.022705379873514175,0.6198554039001466,2.274613380432129,0.21192134594870732,0.11564698815345764,0.8955249786376955,3.051815986633301,-3.87575264230615,-3.905373215675354,2.3158650279045108,10.984106063842773
Early,BF8,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,54,0,46,0.0,0.0,0.0,100,0.006637199266333482,0.0010879437904804945,0.006651712767779827,0.422288179397583,14.662257978916168,14.137353420257568,19.20886726379395,25.12222671508789,0.004303576437014272,-8.938475730246864e-06,0.001000517350621522,0.3962026834487915,0.020783803462982177,0.09640169143676758,0.5922971725463873,1.410243034362793,0.016480227025967905,0.09397523556253873,0.5924137307622009,1.4104986458551139,14.655620779649835,14.135898998123594,19.206815923925028,25.113433906808496
Early,BF8,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,146,0,54,0.0,0.0,0.0,100,1.607828369396957,0.27067145705223083,5.094467639923095,10.535287857055664,10.471899700760842,10.59028434753418,15.151980972290039,22.28582191467285,-0.05954429177236307,-0.009162701666355133,0.08403751514852045,0.9029994010925293,0.1796126866340637,0.14867734909057617,0.7710824966430664,2.4858131408691406,0.2391569784064268,0.16847898066043854,0.8295938581228255,2.4865814349614084,8.864071331363885,8.521220602793619,14.615183988586068,22.284301007632166
Early,BF8,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,792,14,7,208,652,0,348,-0.7000000000000028,-1.8000000000000003,0.30000000000000004,100,8.867336383350194,8.86786699295044,13.45557975769043,21.110519409179688,5.434502987622487,5.045321702957153,10.624451351165773,20.056203842163086,-0.12439675249438732,-0.09723472595214844,0.3546716690063477,2.0271739959716797,0.031796843952412016,0.0035000573843717575,0.5170325756073001,2.6189327239990234,0.15619359644679934,0.11153918504714966,0.8192140340805055,3.839594841003418,-3.432833395727706,-3.464975357055664,2.8179877281188976,14.26730252802372
Middle,N,Current100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,0,100,0,0.0,0.0,0.0,100,0.026669071845753935,0.0013931221910752356,0.00659493692219258,2.0812184810638428,14.254081435203553,14.04689884185791,19.951481246948244,23.32013702392578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.227412363357798,14.046267650584923,19.950019742222505,23.31909960694611
Middle,N,Current100,PS,197,200,98.5,149,0,0,150,202,6,206,197,0,0,3,0,200,0,0.0,0.0,0.0,100,1.194420348558633,0.15750490128993988,3.8236731529235812,9.980754852294922,10.573924385309219,10.447751522064209,15.138736534118653,22.599864959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.379504036750586,9.451745667494833,15.077769157197325,22.587758803740144
Middle,N,Current100,NS,711,1000,71.1,50,101,0,59,1010,131,1030,711,0,0,289,0,1000,0,0.0,0.0,0.0,100,8.478977380886674,8.530241012573242,13.887942981719972,21.457075119018555,5.960384629011154,5.453312158584595,10.82565221786499,21.415849685668945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5185927518755196,-2.738470673561096,4.307061992585661,13.43047098070383
Middle,N,Fixed100,RS,100,100,100.0,97,0,0,98,101,3,103,100,0,0,0,0,100,0,0.0,0.0,0.0,100,0.2273578988427471,0.005885587306693196,0.20489913672208807,6.490207195281982,12.724215713739396,12.892826557159424,17.81846656799317,27.040586471557617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.496857814896648,12.49742570874514,17.79805371496041,27.040369772556005
Middle,N,Fixed100,PS,194,200,97.0,134,1,0,136,202,7,206,194,0,0,6,0,200,0,0.0,0.0,0.0,100,1.5020766990911216,0.4662120044231415,4.5450558185577385,11.548550605773926,9.628624231815339,9.304791927337646,14.67216577529907,20.616844177246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.126547532724217,7.974751217290759,13.598134955856949,20.61320942407474
Middle,N,Fixed100,NS,696,1000,69.6,51,79,0,52,1010,109,1030,696,0,0,304,0,1000,0,0.0,0.0,0.0,100,8.672806901887059,8.740850448608398,13.959786796569828,23.096139907836914,6.515947302433196,6.235623598098755,11.15684700012207,20.222591400146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.156859599453863,-2.3272037506103516,4.107971978187561,12.704553842544556
Middle,N,Past100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,0,100,0,0.0,0.0,0.0,100,0.027742637576302513,0.0024929536739364266,0.030253064446151286,1.0998250246047974,13.628888692855835,13.183819770812988,18.533336830139167,23.019498825073242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.601146055279532,13.183168485411443,18.532668208342518,23.014097640756518
Middle,N,Past100,PS,193,200,96.5,137,3,0,139,202,9,206,193,0,0,7,0,200,0,0.0,0.0,0.0,100,1.3197504089114955,0.2204936444759369,4.066447162628173,11.378697395324707,9.972619814276696,9.817331314086914,14.28910617828369,20.299097061157227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6528694053652,8.755452901124954,13.925194052699954,20.297530924435705
Middle,N,Past100,NS,686,1000,68.60000000000001,56,113,0,66,1010,143,1030,686,0,0,314,0,1000,0,0.0,0.0,0.0,100,7.743244072382921,7.841043710708618,12.423560619354248,19.828824996948242,5.90732610468939,5.612534999847412,10.64333896636963,19.57468032836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8359179676935309,-1.9366034865379333,3.6439655303955085,13.777354717254639
Middle,OS,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,100,0,0,0,36,0,64,0.0,0.0,0.0,100,0.005066743798961397,0.0015613757423125207,0.00620593572966755,0.20244473218917847,14.271485557556153,14.071277618408203,19.828812599182132,23.467626571655273,-0.021602328046792536,3.8067097193561494e-05,0.0008054397534579043,0.0071683619171381,0.017404122352600096,-0.07396841049194336,0.3086684226989748,4.477967262268066,0.039006450399392635,-0.07450108564808033,0.30949750799118214,4.505275215487927,14.266418813757191,14.069996859470848,19.827375398681035,23.466620831983164
Middle,OS,Current100,PS,197,200,98.5,152,0,0,153,202,6,206,197,0,0,3,74,0,126,0.0,0.0,0.0,100,1.089747434007586,0.14968740195035934,3.878957843780515,8.937131881713867,10.521554385423661,10.376604080200195,15.059124755859376,22.742446899414062,-0.10467291455104714,0.001388623844832182,0.09120115339756005,0.9297205209732056,-0.052369999885559085,-0.06849288940429688,0.2555696964263916,5.213983058929443,0.05230291466548806,-0.062446658848784864,0.3476142719388008,5.881275183521211,9.431806951416075,9.182140088640153,14.945166884176432,22.732873515225947
Middle,OS,Current100,NS,701,1000,70.1,67,90,0,77,1010,120,1030,711,19,9,289,675,0,325,-1.0,-2.0,0.0,100,8.259065202436876,8.226560592651367,13.666731262207032,20.392004013061523,6.030581869921647,5.592430353164673,10.982758331298829,19.07870101928711,-0.21991217844979838,-0.1371293067932129,0.33656816482543944,7.188525676727295,0.07019724091049284,0.035981517285108566,0.5971479415893555,9.315229415893555,0.2901094193602912,0.16620910167694092,0.9889753624796868,12.004734224174172,-2.2284833325152285,-2.5772767066955566,4.649621868133545,19.069136254489422
Middle,OS,Fixed100,RS,99,100,99.0,96,0,0,97,101,3,103,100,1,0,0,48,0,52,-1.0,-3.0,0.0,100,0.258365539969891,0.0066995383240282536,0.21039406210184153,6.858388900756836,12.589224967956543,12.436047554016113,17.494909667968752,27.25693130493164,0.03100764112714387,4.189493847661652e-05,0.018319126218557587,1.081460177898407,-0.13499074578285217,-0.016302108764648438,0.5658913612365726,1.1405963897705078,-0.16599838690999605,-0.04832783783785999,0.5582306627416984,1.143789124675095,12.330859427986653,12.116335135418922,17.490137936727844,27.25661580770975
Middle,OS,Fixed100,PS,194,200,97.0,138,1,0,140,202,7,206,194,1,1,6,122,0,78,0.0,-1.5,1.5,100,1.4084071423561546,0.3940652757883072,4.273219156265258,11.726170539855957,9.628119414150715,9.216106414794922,14.409655952453614,20.83997917175293,-0.09366955673496705,-0.002929877955466509,0.17902833223342887,0.8839513063430786,-0.0005048176646232605,0.019624948501586914,0.49809398651123044,1.475672721862793,0.09316473907034378,0.10853756405413151,0.5904651147313416,6.0496406108140945,8.21971227179456,8.031480371952057,13.80733650624752,20.83806471619755
Middle,OS,Fixed100,NS,682,1000,68.2,53,75,0,54,1010,105,1030,696,20,6,304,567,0,433,-1.3999999999999915,-2.5000000000000004,-0.4,100,8.605338336640969,8.759051322937012,14.025452423095706,23.279239654541016,6.572051851254189,6.369413375854492,11.263461112976074,20.252304077148438,-0.0674685652460903,-0.0467534065246582,0.4622585296630861,1.9200124740600586,0.05610454882099293,0.012657880783081055,0.6245258331298829,4.338893890380859,0.12357311406708323,0.09088599681854248,0.8224040031433106,3.705782890319824,-2.0332864853867796,-2.1982502937316895,4.250047162175179,12.763025343418121
