comparison,cohort,future_batches,metric,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,conditional_loss_den,conditional_recovery_den,strict_lost,strict_gained,strict_before,strict_after,desired_NLL_harm_mean,desired_NLL_harm_median,desired_NLL_harm_p90,desired_NLL_harm_p95,desired_NLL_harm_p99,desired_NLL_harm_min,desired_NLL_harm_max,competing_NLL_change_mean,competing_NLL_change_median,competing_NLL_change_p90,competing_NLL_change_p95,competing_NLL_change_p99,competing_NLL_change_min,competing_NLL_change_max
ATWRITE_TO_W100,11,89,RS,100,100,99,-1.0,99,1,0,0,100,0,25,0,99,74,1.047585892922798,0.059861183166503906,4.4967077627312415,5.8720350909046815,7.069885964393619,-0.03809584770351648,7.8273080587387085,-0.8752996280789376,-0.6583538055419922,3.590834331512453,5.095697569847107,7.528674688339243,-9.17131233215332,9.406242370605469
ATWRITE_TO_W100,12,88,RS,100,100,92,-8.0,92,8,0,0,100,0,17,0,100,83,0.9125327927383478,0.07536931161303073,4.010993887484077,6.333069434866774,7.846672742121161,-0.34092140942811966,9.1690779812634,-2.1616659167781473,-2.0531797409057617,1.993820571899416,2.7075994253158564,4.275722067356114,-10.257396221160889,5.096677303314209
ATWRITE_TO_W100,13,87,RS,100,100,98,-2.0,98,2,0,0,100,0,13,1,99,87,0.5379139772153576,0.05312107247300446,1.6476429967209818,3.4055955634452397,4.835139431804436,-0.9954949840903282,8.121571019291878,-1.0833954918384552,-1.2029147148132324,2.695142555236819,3.4522342205047587,5.865579099655161,-10.150810718536377,7.664960861206055
ATWRITE_TO_W100,14,86,RS,100,100,99,-1.0,99,1,0,0,100,0,21,0,100,79,0.8090050655213418,0.04409200185909867,2.620935030980036,5.288240090757606,7.729892597077429,-0.11203491687774658,10.460972571745515,-1.0907739580911584,-0.868687629699707,2.6735935211181663,3.590151691436767,4.59692418575287,-10.752448451938108,4.8949294090271
ATWRITE_TO_W100,15,85,RS,100,99,97,-2.0,96,3,1,0,99,1,13,2,98,87,0.372190100099906,0.041112138802418485,1.5007709484547385,1.8524827091954632,4.609638735577479,-7.087810091674328,7.507424123585224,-1.9829795455932617,-1.960524082183838,2.1880461692810087,2.757039451599121,4.953669776916507,-11.196131944656372,5.476083755493164
ATWRITE_TO_W100,16,84,RS,100,100,98,-2.0,98,2,0,0,100,0,13,0,100,87,0.6635566781928355,0.032888540998101234,2.0528234564233587,3.666901123709974,7.19793069984766,-0.03366241278126836,11.447619188576937,-1.5492136096954345,-1.495985984802246,1.3602662563323975,1.5958843946456909,5.771501789093029,-10.545820236206055,7.966740608215332
ATWRITE_TO_W100,17,83,RS,100,100,95,-5.0,95,5,0,0,100,0,15,0,99,84,0.6344607222187915,0.05386856780387461,2.019616794399922,3.9314957893453535,6.321520500928169,-0.04705695062875748,7.265028260648251,-1.543474177122116,-1.321706771850586,1.9505495071411152,3.380750256776809,4.163477878570572,-8.874160051345825,7.150727272033691
ATWRITE_TO_W100,18,82,RS,100,99,96,-3.0,96,3,0,1,99,1,12,0,99,87,0.6756026763224509,0.047696810914203525,2.616638145502657,4.151924887485802,7.2180206283927015,-0.17307338118553162,8.147705078125,-1.408313249349594,-1.4709618091583252,2.145394563674928,2.7629019737243654,5.427543959617618,-9.790251731872559,6.105419158935547
ATWRITE_TO_W100,19,81,RS,100,100,95,-5.0,95,5,0,0,100,0,13,0,100,87,0.6280919993458519,0.049992519430816174,1.736289993789979,3.5816360284341475,7.337132246848201,-0.05399725493043661,8.304907158017159,-1.615962289571762,-1.279770851135254,2.4004063606262216,3.558978390693664,5.533487496376043,-10.05388355255127,6.582394599914551
ATWRITE_TO_W100,20,80,RS,100,100,97,-3.0,97,3,0,0,100,0,14,0,99,85,0.6291612398359575,0.018816134077496827,1.920095418393612,3.2415089091227838,7.528022437086343,-0.1680056327022612,10.346195248886943,-1.472207116484642,-1.1221365928649902,1.4783294677734378,2.800382041931152,4.417755923271185,-9.043503999710083,5.615426063537598
