layer,cache_load_mean,cache_load_max,cache_load_share_mean,actual_update_energy
4,98.17941467125881,104.95545935739615,0.10167908036730193,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
5,152.5662560156082,162.29623536725936,0.15799714296767203,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
6,222.0406938656002,238.97742996899558,0.2299112080205045,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
7,258.10610501221186,275.87724052605813,0.2672662884397893,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
8,234.7883368780318,248.6517859818262,0.2431462802047323,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
