mode,gain,target_loading_squared,write_energy,near_degenerate_group,target_batch,entry_batch,provenance,receipt_status
23,0.3547002918940961,4.395780055265364,0.5530431861663587,20,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
24,0.3542597230315924,4.741902409352861,0.595108521739129,21,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
25,0.3537387929883955,4.871938815692635,0.6096312271535861,22,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
26,0.3525213521419465,4.226255311974271,0.5252022574556549,23,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
27,0.3512091267509421,4.163944693999248,0.5136136284932712,24,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
28,0.3507280607648212,4.390657675577675,0.5400955585348005,25,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
29,0.3502452798221588,5.071804281995843,0.6221671375519681,26,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
30,0.3492862637358054,4.626365790261858,0.564420762542659,27,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
31,0.3485758860168444,4.229249023531148,0.513875529854344,28,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
32,0.3478229005627011,4.397218226856477,0.5319788476284406,29,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
33,0.3469476364991931,4.612680696552104,0.5552406565789119,30,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
34,0.3462965293730166,4.938890571106091,0.5922781099636683,31,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
35,0.3458319320447739,4.207802363101673,0.5032520064146899,32,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
36,0.345580728213556,5.027734266635302,0.6004423921916461,32,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
37,0.3453025790175026,4.400158650413071,0.5246479492379083,32,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
38,0.3436154432362842,4.551983873501262,0.5374598954432205,33,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
39,0.3433450954333709,4.859851845344095,0.5729077878143938,33,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
40,0.3420106049304905,4.684578760756647,0.5479610515683702,34,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
41,0.341680738645386,4.477478265395041,0.5227264559422659,34,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
42,0.3412989764473096,4.731127787647663,0.5511053792967844,34,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
43,0.3407460922237827,4.4029226543690605,0.51121410046879,35,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
44,0.3399136321000298,4.74893321639653,0.5486978095751792,36,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
45,0.3382528293022851,4.572326785306294,0.5231426618328862,37,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
46,0.3375658892408927,4.399136724802412,0.5012848393089839,38,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
47,0.3367001692258302,4.569092867781404,0.5179843692203165,39,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
48,0.3350721687890927,4.368519295849244,0.490468332130355,40,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
49,0.3345331001821148,4.531051393028218,0.5070808137940773,41,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
50,0.3344857294618242,4.606940435056338,0.5154277355373112,41,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
51,0.334028979514806,5.542925556373764,0.618453909725726,42,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
52,0.3329777730822468,4.730270246013111,0.5244649168548172,43,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
53,0.3316949871517549,4.544106331829164,0.4999496878894843,44,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
54,0.3304429557805727,5.010536155957578,0.5471132048298684,45,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
55,0.3299551462525875,4.835191739173785,0.526409251654234,46,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
56,0.3291404721844766,4.181591072617021,0.4530061891831348,47,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
57,0.3275185824860295,5.280684325103918,0.5664506739668608,48,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
58,0.326758581468704,4.503537668314228,0.480847988522454,49,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
59,0.3261419176426015,4.920690338418266,0.5234066984793463,50,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
60,0.3244906572159781,4.98405084902539,0.5247915802231286,51,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
61,0.3237300070483658,4.847030285359184,0.5079741902852393,52,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
62,0.323596108618825,5.490636981536045,0.5749489850735238,52,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
63,0.3227424150870502,4.945458564781548,0.5151321511542242,53,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
64,0.3222419758342856,5.2362809764907166,0.5437348457896303,54,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
65,0.3191894318078436,5.513849962587373,0.5617614739895909,55,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
66,0.3182363151483529,5.304504763706593,0.5372102841063254,56,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
67,0.3175122602444386,5.59098702349293,0.5636499637382869,57,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
68,0.3166166621822506,4.979100615697626,0.4991354718633167,58,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
69,0.3152471189690452,5.245259251785033,0.5212777775016993,59,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
70,0.3139887417490954,5.017819967599834,0.4947015012632261,60,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
71,0.3137868996888387,5.850952934182261,0.5760978057491403,60,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
72,0.3132773718257073,5.945474570375687,0.5835049966683052,61,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
73,0.3114679085035098,5.892050753845767,0.5716011480435106,62,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
74,0.3100784817382756,5.935582889242188,0.5706983698306567,63,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
75,0.3097437660203642,5.766832828913994,0.5532768651990583,63,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
76,0.3083809290187808,5.056332179936447,0.4808511094783216,64,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
77,0.3068822724810985,5.5725388959961215,0.5248034863594192,65,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
78,0.3045590339510359,5.5004904713126415,0.5102046226442365,66,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
79,0.3043665023959966,5.824540826571367,0.5395794499705372,66,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
80,0.3035724188020738,5.595168506960181,0.5156295432572184,67,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
81,0.3019708349295406,5.415455812881729,0.4938158395056463,68,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
82,0.2997632675676941,6.039463289522265,0.5426941924214719,69,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
83,0.2986623152983281,5.9492161013596885,0.5306651894323745,70,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
84,0.2967220163589712,5.150350477909111,0.4534572256707434,71,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
85,0.2964637652030715,6.297965610105188,0.5535330096115176,71,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
86,0.29426006279029,6.114447057140211,0.5294437617829622,72,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
87,0.2914939962890938,6.226263262032133,0.5290378057524813,73,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
88,0.2905726837856581,5.653490225730613,0.4773382262076796,74,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
89,0.2888589470818272,5.801797110488021,0.4840989995784335,75,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
90,0.2862074192156728,5.973101935160434,0.4892847743273371,76,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
91,0.2843148399828138,5.649841148852227,0.4567045038035295,77,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
92,0.2822230469927976,5.953682496188664,0.4742099073733207,78,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
93,0.2782662719569115,5.104895872794656,0.3952829001553504,79,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
94,0.2753458732553374,5.563945704968376,0.4218324905510719,80,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
95,0.2609955137663486,7.258002463517062,0.4944053890717881,81,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
96,0.2565476850136136,8.067539947826159,0.5309789749627257,82,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
97,0.2451599726724813,6.785270916896338,0.4078179348121295,83,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
98,0.2155753655191548,8.963483847406573,0.416557638368226,84,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
99,0.1909423005301073,16.37282445406437,0.596936186760193,85,1,0,ACTUAL_ENDPOINT_REFERENCED_B1_UNCERTIFIED,PASS
0,0.497926869019918,5.9569291074834885,1.476908384711174,0,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
1,0.4303989129084971,4.314154143282389,0.7991678233389923,1,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
2,0.3841657811545196,6.297952658687622,0.9294729351992204,2,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
3,0.3829053020521182,6.922617217273741,1.0149697019089852,3,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
4,0.3771188739085994,6.729021632848213,0.95699233919025,4,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
5,0.3754265500275642,4.632135813610567,0.6528768198268264,5,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
6,0.3726864757369364,5.161115611259628,0.7168542325169343,6,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
7,0.3711660731999597,4.9690431900369845,0.684556527645875,7,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
8,0.3692823512868751,5.547129222654251,0.756458988752409,8,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
9,0.3687511928316884,4.943396871947917,0.6721904625000866,9,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
10,0.3664791569099402,4.709809272698753,0.6325602242303772,10,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
11,0.3650477950449646,5.288358535116773,0.7047260907752818,11,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
12,0.3649115504022233,5.127350599191651,0.6827602598586148,11,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
13,0.3633293256866253,4.869324503320377,0.6427907575619399,12,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
14,0.3624466120489799,4.914034378534003,0.6455446401462085,13,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
15,0.3607926679853949,4.988528731150465,0.6493635158160911,14,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
16,0.3596117118853458,4.739193532326539,0.6128752720910517,15,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
17,0.3593455527276016,4.734973100266965,0.6114234128235609,15,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
18,0.3577367747131396,5.182686698380877,0.6632574397448507,16,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
19,0.3560392642063262,4.255407529731174,0.5394322999103435,17,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
20,0.3557116045427073,5.280292464376572,0.668119342537145,17,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
21,0.3551285089371206,4.707727534115279,0.5937209796266457,18,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
22,0.3541030806079853,4.960231258460079,0.6219583960776147,19,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
23,0.3528915962520308,5.028907184690091,0.626262276888381,20,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
24,0.3521037593651229,4.885407060125607,0.6056783913155118,21,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
25,0.3513987894297138,4.707378110411016,0.5812722705569869,22,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
26,0.3506369203005067,5.240601586493926,0.6443123121632025,23,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
27,0.3501026909347962,4.435398429680123,0.5436551870566465,24,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
28,0.3495179777569138,4.873386256078474,0.5953465922764947,25,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
29,0.3489363643753919,5.077461000195041,0.6182143188791823,26,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
30,0.348666340422155,4.6985193790130175,0.5711906231805206,26,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
31,0.3477111953974548,4.608886805303295,0.5572285889534356,27,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
32,0.3466861196514649,4.9556438055092125,0.5956251006437209,28,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
33,0.3456363066036103,4.788435542575988,0.5720478493041945,29,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
34,0.3449396815868091,5.243102122997618,0.6238420329016501,30,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
35,0.3438430434360772,4.63030192208581,0.5474315140007393,31,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
36,0.3434649762587215,5.060207727679099,0.5969435462353038,31,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
37,0.3427016538469437,4.999882805501068,0.5872083539067818,32,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
38,0.3425272894519389,4.775009190978168,0.56022768602312,32,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
39,0.3418001002176108,4.707974947550036,0.5500200416489827,33,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
40,0.3413613494265299,4.779083201314471,0.5568949564935882,33,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
41,0.3397801552893283,5.243264882934198,0.6053378351282908,34,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
42,0.3389515464855434,4.932794960258278,0.5667196915799761,35,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
43,0.3386182599911809,4.325361071352537,0.4959559612287764,35,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
44,0.337901083493769,4.920849964475142,0.5618485862679798,36,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
45,0.3373347758855891,4.511202127422596,0.5133511228989813,37,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
46,0.3366606928602592,4.926380841654034,0.5583580841029079,38,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
47,0.3363791461527291,5.1904002547244,0.5872986157201083,38,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
48,0.3355449058883473,4.992961002789921,0.5621593959401734,39,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
49,0.3347799773920155,5.352829322217541,0.5999324416927807,40,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
50,0.3347000206704901,4.96068928279952,0.5557167713185658,40,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
51,0.3335449527509794,5.840851901649849,0.6498078313159907,41,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
52,0.3321913463907472,4.961761026482138,0.5475357406527203,42,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
53,0.3313123712334928,5.3677566037441045,0.5892073021073128,43,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
54,0.3311444407493752,5.123653554356261,0.5618426365698888,43,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
55,0.3300655925196613,4.893225748534094,0.5330841380119107,44,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
56,0.328543226682169,4.96789773672565,0.5362381197716076,45,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
57,0.3279443306948489,5.493735383925816,0.5908374184946854,46,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
58,0.3271427589144557,5.29623054607089,0.5668152230153087,47,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
59,0.3266839142439673,5.3026068636051535,0.5659068237643502,47,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
60,0.3250734355214547,4.926571371368588,0.5206042881381681,48,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
61,0.3248068566227313,5.508529715652105,0.5811470982864592,48,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
62,0.322943300880472,5.366108712040685,0.5596442252184415,49,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
63,0.3227624666844629,5.326846747766323,0.5549275087936617,49,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
64,0.3223379310373853,5.727150454613831,0.5950609077017784,49,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
65,0.3219350519649211,4.797882044214641,0.4972629433317187,49,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
66,0.320965967307888,5.417245506498162,0.5580800391755774,50,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
67,0.320132096259524,5.724454345868818,0.5866681794698045,51,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
68,0.3181892451963743,5.757048548235884,0.5828689016192888,52,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
69,0.3181256793441879,5.557786802410341,0.5624699657581341,52,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
70,0.3167813375546646,5.160297654397306,0.5178380153888207,53,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
71,0.3166126770522382,4.896616893507432,0.4908544428929738,53,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
72,0.3149587180256941,5.599085477372574,0.5554236470134907,54,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
73,0.3143158950502731,5.249876167837582,0.5186587959422586,55,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
74,0.3131913662197411,5.667367056099765,0.5559054143373484,56,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
75,0.3116083176761364,5.055419468258181,0.4908799343855686,57,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
76,0.3094514771827774,6.059438369460442,0.5802531315252635,58,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
77,0.3087499917258229,5.840601841159709,0.5567644666075142,59,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
78,0.3086214148796415,5.832470458669295,0.5555263503370078,59,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
79,0.3070303603903269,5.584930027525356,0.5264781855546936,60,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
80,0.3069741691949975,5.363560844248502,0.5054251829004164,60,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
81,0.3054088139564831,5.681438821841883,0.5299336133389809,61,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
82,0.3029292207623993,5.667214130968815,0.5200582111572826,62,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
83,0.3019734105199076,6.668184903658855,0.6080580493115842,63,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
84,0.2994740597587504,5.775463945187702,0.5179708232956985,64,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
85,0.2979047654092794,6.226323711201811,0.5525691023313644,65,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
86,0.2949540354939854,6.206741431716364,0.5399733652240389,66,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
87,0.292094416005106,6.083217635841332,0.5190149449452034,67,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
88,0.2898120793281756,5.345532173447195,0.4489768136815587,68,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
89,0.2890852013803633,5.652176716934422,0.4723538419491068,69,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
90,0.2868145090480382,5.74969795268648,0.4729848877666497,70,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
91,0.2842838804380107,6.895192449516546,0.557251006902241,71,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
92,0.2817195963164604,6.239417171087736,0.4951971523607411,72,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
93,0.279309566088134,5.845085997362031,0.455997567009158,73,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
94,0.277277296931666,6.846310214677353,0.5263628101912706,74,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
95,0.271445673234912,7.133793516691443,0.5256375493383585,75,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
96,0.2662501768608583,6.495600428203487,0.4604676364754481,76,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
97,0.2626979372511424,7.825344891138083,0.5400286648053084,77,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
98,0.250255659574819,11.036935598801572,0.6912200454505234,78,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
99,0.2432908018429301,7.507445999456149,0.4443688387527185,79,2,1,RECONSTRUCTED_NATIVE_WRITE,PASS
0,0.4105533763456842,9.75227601082489,1.6437858604800897,0,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
1,0.4071600563810706,9.14470907111601,1.5160035737893167,1,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
2,0.4038422856209437,7.355798187711144,1.1996467669362425,2,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
3,0.4014292786938195,7.3834500840759425,1.1898095029551266,3,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
4,0.3990475635896923,6.6923901219252055,1.0656892295908365,4,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
5,0.3924985944404005,6.858453481985518,1.0565800568750543,5,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
6,0.3885910715280047,6.156716678580567,0.9296828171142768,6,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
7,0.3811602237845641,6.183800418772665,0.8984017947703244,7,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
8,0.3802488358721609,6.822463868935686,0.9864544371642466,8,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
9,0.3751548447076979,5.010920176837044,0.7052427058665185,9,6,5,RECONSTRUCTED_NATIVE_WRITE,PASS
