permutation_index,kind,permutation,seed,write_norm,write_energy,relative_w0_norm,target_error_relative,target_error_absolute,zero_demand,residual_frobenius,factual_edit_arm,precision,history_batch,target_batch,residual_reference_entry,status,receipt_status
-1,ORIGINAL_ALIGNMENT,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99]",20260920,7.610187446191779,57.91495296617496,0.0982947247088912,0.1303553063363437,3.018546445608351,False,23.156298968143847,False,float64,0,1,0,PASS,PASS
0,R_COLUMN_PERMUTATION,"[95,4,15,13,29,79,30,96,51,88,66,40,75,28,45,7,70,36,22,54,81,82,64,37,49,94,97,16,87,74,10,5,44,43,0,77,20,35,31,52,90,27,26,60,85,99,8,23,73,32,58,56,83,98,41,9,76,42,93,39,19,33,68,2,17,89,92,55,84,34,57,71,65,62,46,69,63,6,24,59,72,1,91,50,18,67,86,78,14,38,61,80,11,21,48,53,25,47,12,3]",20260920,7.646341563129518,58.46653930004196,0.0987616986167765,0.1305385508582879,3.022789710542765,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
1,R_COLUMN_PERMUTATION,"[59,6,79,54,24,77,56,91,58,81,73,80,98,25,3,28,29,92,99,7,72,96,10,74,8,21,0,48,1,47,39,86,4,78,85,94,71,89,18,95,62,49,83,34,30,5,69,41,46,87,84,2,52,14,11,36,66,13,51,35,75,33,16,37,63,68,32,53,88,65,31,26,55,27,23,45,64,22,15,50,57,61,38,67,19,93,90,12,76,9,97,82,20,44,43,40,17,42,70,60]",20260920,7.654169768954107,58.58631485197097,0.0988628093110837,0.1311812929028321,3.037673237485626,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
2,R_COLUMN_PERMUTATION,"[76,25,72,21,44,31,91,59,62,14,87,50,24,96,49,53,3,54,52,47,7,18,77,70,32,98,40,38,71,28,20,58,9,30,60,67,65,42,64,1,55,84,90,61,16,10,41,2,85,79,69,0,34,12,33,48,15,78,45,80,95,39,17,13,74,75,26,27,19,46,8,92,57,82,99,63,86,73,51,29,23,5,89,4,37,36,88,83,6,66,11,35,97,94,81,56,22,93,43,68]",20260920,7.677171462932028,58.93896167125789,0.0991599038561766,0.132045565415118,3.057686590170069,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
3,R_COLUMN_PERMUTATION,"[22,48,83,5,50,85,16,8,63,95,23,73,20,38,19,61,79,94,49,62,92,77,56,36,1,67,25,24,31,96,46,76,81,44,28,18,69,9,78,99,82,89,65,3,26,80,39,12,30,45,66,43,88,55,14,70,33,32,47,11,10,13,91,68,64,97,2,74,93,7,52,51,84,75,35,40,53,6,98,90,27,54,4,59,58,21,57,34,71,17,41,86,60,72,87,29,0,15,42,37]",20260920,7.647769196573095,58.48837368405228,0.0987801382199156,0.1308195761603353,3.029297216454588,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
4,R_COLUMN_PERMUTATION,"[7,46,2,33,80,71,98,44,55,3,93,96,14,35,89,67,54,95,88,69,22,40,94,63,83,6,29,41,16,61,50,70,15,8,21,78,99,13,65,81,75,72,18,48,38,37,73,25,34,39,47,19,32,64,59,45,36,20,97,4,11,90,12,84,82,30,31,58,53,17,52,28,56,0,91,43,76,87,62,79,24,5,57,26,1,85,74,68,27,42,23,77,9,51,92,66,49,60,10,86]",20260920,7.64159039440684,58.39390375589089,0.0987003315578252,0.130452118960154,3.020788267669194,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
5,R_COLUMN_PERMUTATION,"[82,67,84,89,76,79,48,10,34,59,31,85,96,33,97,24,98,47,80,54,92,27,0,78,73,55,57,32,64,46,26,12,18,16,39,93,72,5,49,74,38,50,11,29,65,61,25,87,91,71,6,20,3,41,75,35,56,14,53,7,43,60,62,42,63,8,2,52,30,1,66,13,40,77,28,83,44,51,58,21,68,99,36,17,95,88,94,45,37,4,69,19,86,70,23,15,90,22,81,9]",20260920,7.643678187053517,58.42581622723775,0.0987272979111385,0.1306125654781887,3.024503615209201,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
6,R_COLUMN_PERMUTATION,"[52,29,96,42,22,7,6,64,2,10,5,46,51,38,78,30,80,15,74,92,20,40,68,91,99,37,36,23,63,83,86,11,75,28,24,84,54,41,48,62,18,27,56,73,12,4,70,34,94,76,59,14,85,67,57,90,81,47,39,61,72,13,16,19,55,21,60,87,49,1,58,98,95,9,44,82,93,33,17,50,32,26,89,0,53,31,43,71,97,79,35,66,8,65,3,69,25,45,77,88]",20260920,7.647849491182907,58.48960183978664,0.0987811753213829,0.1310512580472977,3.034662111494593,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
7,R_COLUMN_PERMUTATION,"[16,63,80,78,9,60,13,7,38,86,6,72,96,17,8,74,79,85,73,19,15,21,53,65,42,31,88,92,89,61,25,1,93,58,10,2,64,52,76,48,12,44,97,55,51,5,41,95,11,67,14,66,28,29,84,68,26,57,39,24,36,43,90,71,62,3,46,83,91,94,30,18,82,54,27,45,34,70,50,35,69,59,49,87,75,37,77,22,99,56,33,81,40,32,4,98,20,23,47,0]",20260920,7.67005296771415,58.82971252754064,0.0990679599280237,0.1316292111184812,3.0480453656004745,False,23.156298968143847,False,float64,0,1,0,PASS,PASS
8,R_COLUMN_PERMUTATION,"[51,47,85,44,54,3,73,90,70,11,17,38,91,9,27,67,20,14,21,1,31,46,60,95,57,86,49,52,55,30,48,75,59,83,32,56,35,45,74,89,12,64,81,97,98,94,5,84,19,40,16,41,42,77,50,33,10,28,80,29,36,24,53,23,22,71,7,2,78,87,65,39,15,34,93,68,37,82,99,26,4,76,92,66,43,62,0,18,96,8,13,88,79,6,61,63,25,69,58,72]",20260920,7.65946254800745,58.667366524328784,0.0989311719189264,0.1316293888884903,3.0480494820959545,False,23.156298968143844,False,float64,0,1,0,PASS,PASS
