arrival_batch,metric_tag,numerator,denominator,strict_numerator,token_correct,token_denominator,safety_margin_mean,safety_margin_q05,anchor
59,PS,194,200,139,145,206,9.001900804036268,1.0631335079669952,ACTUAL_ARRIVAL_CURRENT_JSON
59,RP_JOINT,95,100,55,247,309,7.380024412116036,0.3094742774963379,ACTUAL_ARRIVAL_CURRENT_JSON
59,RS,100,100,99,102,103,13.638860099657505,7.871283661318012,ACTUAL_ARRIVAL_CURRENT_JSON
60,NS,734,1000,114,120,1010,2.7548301866012626,-5.1202592015266415,ACTUAL_ARRIVAL_CURRENT_JSON
60,PS,195,200,155,155,200,8.59787575681752,1.8335458315908912,ACTUAL_ARRIVAL_CURRENT_JSON
60,RP_JOINT,96,100,68,255,300,7.338198407338933,0.7502455234527589,ACTUAL_ARRIVAL_CURRENT_JSON
60,RS,100,100,100,100,100,13.524840330854786,7.613442878576461,ACTUAL_ARRIVAL_CURRENT_JSON
61,NS,684,1000,87,87,1000,1.842377999003511,-6.3181375622749325,ACTUAL_ARRIVAL_CURRENT_JSON
61,PS,195,200,141,145,204,8.61687334804854,1.2733190819621087,ACTUAL_ARRIVAL_CURRENT_JSON
61,RP_JOINT,96,100,55,246,306,7.155516876494512,0.4269535064697266,ACTUAL_ARRIVAL_CURRENT_JSON
61,RS,100,100,99,101,102,14.133465387300676,8.173242413718253,ACTUAL_ARRIVAL_CURRENT_JSON
62,NS,702,1000,116,126,1010,2.514857733361801,-5.541440153121948,ACTUAL_ARRIVAL_CURRENT_JSON
62,PS,195,200,155,163,208,9.229038139795374,2.2155572026968,ACTUAL_ARRIVAL_CURRENT_JSON
62,RP_JOINT,96,100,64,267,312,7.528035699569155,1.4669497489929202,ACTUAL_ARRIVAL_CURRENT_JSON
62,RS,100,100,100,104,104,14.107922870862676,7.876864138967358,ACTUAL_ARRIVAL_CURRENT_JSON
63,NS,689,1000,100,130,1030,2.020484511054587,-6.530308866500854,ACTUAL_ARRIVAL_CURRENT_JSON
63,PS,195,200,142,149,208,9.136662445090188,1.9841244027018548,ACTUAL_ARRIVAL_CURRENT_JSON
63,RP_JOINT,95,100,57,252,312,7.552582480399869,0.0993612766265869,ACTUAL_ARRIVAL_CURRENT_JSON
63,RS,100,100,99,103,104,14.0181853373225,7.60242727107252,ACTUAL_ARRIVAL_CURRENT_JSON
64,NS,652,1000,87,87,1000,1.625184924291214,-6.883902299404144,ACTUAL_ARRIVAL_CURRENT_JSON
64,PS,191,200,145,149,204,8.788243513810885,0.553042620420456,ACTUAL_ARRIVAL_CURRENT_JSON
64,RP_JOINT,94,100,60,251,306,7.157951746309991,-0.1080836296081539,ACTUAL_ARRIVAL_CURRENT_JSON
64,RS,100,100,100,102,102,14.096616816662136,7.13211783132283,ACTUAL_ARRIVAL_CURRENT_JSON
65,NS,703,1000,93,103,1010,2.571485778418835,-5.188706541061401,ACTUAL_ARRIVAL_CURRENT_JSON
65,PS,189,200,148,154,206,7.962866135574877,-0.4820744991302489,ACTUAL_ARRIVAL_CURRENT_JSON
65,RP_JOINT,92,100,63,255,309,6.4021139303362,-0.7656433641910552,ACTUAL_ARRIVAL_CURRENT_JSON
65,RS,99,100,98,101,103,13.238886733332292,7.613210038421675,ACTUAL_ARRIVAL_CURRENT_JSON
66,NS,717,1000,104,110,1010,2.049979264226684,-6.170685636997223,ACTUAL_ARRIVAL_CURRENT_JSON
66,PS,197,200,143,149,206,8.166682898921426,1.7009960651397706,ACTUAL_ARRIVAL_CURRENT_JSON
66,RP_JOINT,97,100,55,251,309,6.649715298525989,0.2069916248321533,ACTUAL_ARRIVAL_CURRENT_JSON
66,RS,100,100,99,102,103,13.829975457374385,7.639628943125717,ACTUAL_ARRIVAL_CURRENT_JSON
67,NS,676,1000,96,115,1020,1.9718812345608605,-5.984858563542366,ACTUAL_ARRIVAL_CURRENT_JSON
67,PS,190,200,148,150,202,8.523896836163331,0.8218129158020029,ACTUAL_ARRIVAL_CURRENT_JSON
67,RP_JOINT,92,100,62,250,303,7.120589160499221,-0.9865615367889404,ACTUAL_ARRIVAL_CURRENT_JSON
67,RS,100,100,99,100,101,13.551771892176257,7.664312490727752,ACTUAL_ARRIVAL_CURRENT_JSON
68,NS,696,1000,100,127,1030,2.185652662878856,-5.706689453125,ACTUAL_ARRIVAL_CURRENT_JSON
68,PS,197,200,147,147,200,8.938786074978344,2.0763251781463627,ACTUAL_ARRIVAL_CURRENT_JSON
68,RP_JOINT,97,100,61,245,300,7.494218301931396,0.517145872116089,ACTUAL_ARRIVAL_CURRENT_JSON
68,RS,100,100,98,98,100,13.747736906578648,7.515841989871115,ACTUAL_ARRIVAL_CURRENT_JSON
69,NS,673,1000,109,136,1030,2.02423720514006,-5.730903190374375,ACTUAL_ARRIVAL_CURRENT_JSON
69,PS,195,200,150,150,200,9.202015612286631,0.8845094680786133,ACTUAL_ARRIVAL_CURRENT_JSON
69,RP_JOINT,96,100,61,250,300,7.819643052099273,0.3280186653137207,ACTUAL_ARRIVAL_CURRENT_JSON
69,RS,100,100,100,100,100,14.081817613328166,6.789825044781901,ACTUAL_ARRIVAL_CURRENT_JSON
70,NS,671,1000,119,142,1030,1.7654709669291042,-5.25795294046402,ACTUAL_ARRIVAL_CURRENT_JSON
70,PS,196,200,147,150,204,8.793444605933036,1.9820402950048448,ACTUAL_ARRIVAL_CURRENT_JSON
70,RP_JOINT,96,100,57,252,306,7.223068255721591,0.5676610171794892,ACTUAL_ARRIVAL_CURRENT_JSON
70,RS,100,100,100,102,102,13.35221171646961,8.099149136268533,ACTUAL_ARRIVAL_CURRENT_JSON
71,NS,683,1000,116,116,1000,2.0738873740789714,-4.705203437805176,ACTUAL_ARRIVAL_CURRENT_JSON
71,PS,199,200,149,153,204,8.559058053394546,2.00063728094101,ACTUAL_ARRIVAL_CURRENT_JSON
71,RP_JOINT,99,100,59,254,306,7.066194143637258,1.2917048752307891,ACTUAL_ARRIVAL_CURRENT_JSON
71,RS,100,100,99,101,102,13.4986352917954,7.465207025385462,ACTUAL_ARRIVAL_CURRENT_JSON
72,NS,661,1000,100,118,1020,1.5955754290206825,-6.6305626869201655,ACTUAL_ARRIVAL_CURRENT_JSON
72,PS,196,200,145,150,206,8.798427213275572,1.834035181999207,ACTUAL_ARRIVAL_CURRENT_JSON
72,RP_JOINT,96,100,57,252,309,7.170855442658067,0.4392474174499511,ACTUAL_ARRIVAL_CURRENT_JSON
72,RS,100,100,99,102,103,13.963196387390854,7.906464770110324,ACTUAL_ARRIVAL_CURRENT_JSON
73,NS,712,1000,101,111,1010,2.4539852616677527,-5.16415855884552,ACTUAL_ARRIVAL_CURRENT_JSON
73,PS,193,200,150,156,206,9.06030520002445,2.2917428493499763,ACTUAL_ARRIVAL_CURRENT_JSON
73,RP_JOINT,94,100,59,257,309,7.403756135043222,-0.637522292137146,ACTUAL_ARRIVAL_CURRENT_JSON
73,RS,100,100,98,101,103,13.731790192670012,7.752456424944103,ACTUAL_ARRIVAL_CURRENT_JSON
74,NS,699,1000,117,146,1030,2.292445589535113,-6.592246317863465,ACTUAL_ARRIVAL_CURRENT_JSON
74,PS,193,200,151,155,204,8.637290832852596,0.8619562149047854,ACTUAL_ARRIVAL_CURRENT_JSON
74,RP_JOINT,94,100,64,257,306,7.076619322014739,-1.221317720413208,ACTUAL_ARRIVAL_CURRENT_JSON
74,RS,100,100,100,102,102,13.477253543546867,8.198446368565783,ACTUAL_ARRIVAL_CURRENT_JSON
75,NS,708,1000,110,118,1010,2.12212391441199,-4.870526814460755,ACTUAL_ARRIVAL_CURRENT_JSON
75,PS,195,200,144,148,204,8.470019686875021,0.6967994213104249,ACTUAL_ARRIVAL_CURRENT_JSON
75,RP_JOINT,97,100,61,248,306,7.026894012616249,0.3437771797180176,ACTUAL_ARRIVAL_CURRENT_JSON
75,RS,100,100,98,100,102,13.683691096145594,5.173077964922413,ACTUAL_ARRIVAL_CURRENT_JSON
76,NS,682,1000,95,105,1010,1.801283016899135,-6.23354719877243,ACTUAL_ARRIVAL_CURRENT_JSON
76,PS,196,200,139,142,204,8.688011254586163,1.346949410438538,ACTUAL_ARRIVAL_CURRENT_JSON
76,RP_JOINT,97,100,56,244,306,7.199839953684713,0.8095536172389984,ACTUAL_ARRIVAL_CURRENT_JSON
76,RS,100,100,100,102,102,14.021108791805018,7.668914809962734,ACTUAL_ARRIVAL_CURRENT_JSON
77,NS,703,1000,67,77,1010,1.8822718146691917,-6.268009823560714,ACTUAL_ARRIVAL_CURRENT_JSON
77,PS,192,200,140,144,204,8.727117704240081,0.8408333301544193,ACTUAL_ARRIVAL_CURRENT_JSON
77,RP_JOINT,93,100,58,244,306,7.4556599032972,-0.5176297903060912,ACTUAL_ARRIVAL_CURRENT_JSON
77,RS,100,100,98,100,102,13.746652279982664,7.301447523350362,ACTUAL_ARRIVAL_CURRENT_JSON
78,NS,639,1000,107,117,1010,1.5480404365543654,-6.698025202751159,ACTUAL_ARRIVAL_CURRENT_JSON
78,PS,191,200,137,143,208,8.502754423517036,0.9204932600259784,ACTUAL_ARRIVAL_CURRENT_JSON
78,RP_JOINT,92,100,56,245,312,7.011718939718557,-1.2665138244628902,ACTUAL_ARRIVAL_CURRENT_JSON
78,RS,100,100,98,102,104,13.447907321315434,7.088080602348782,ACTUAL_ARRIVAL_CURRENT_JSON
79,NS,667,1000,96,126,1030,1.5544644889158663,-6.652297964692115,ACTUAL_ARRIVAL_CURRENT_JSON
79,PS,195,200,146,148,202,8.376535805520398,1.5064514636993411,ACTUAL_ARRIVAL_CURRENT_JSON
79,RP_JOINT,96,100,61,249,303,6.57622157387319,0.2145716190338134,ACTUAL_ARRIVAL_CURRENT_JSON
79,RS,100,100,100,101,101,13.53939634588518,7.274467107967939,ACTUAL_ARRIVAL_CURRENT_JSON
80,NS,640,1000,90,110,1020,1.5182274922260257,-6.175255423784256,ACTUAL_ARRIVAL_CURRENT_JSON
80,PS,195,200,125,125,200,8.391890269927972,1.4077295541763313,ACTUAL_ARRIVAL_CURRENT_JSON
80,RP_JOINT,96,100,43,225,300,6.754445173765999,0.3549134731292724,ACTUAL_ARRIVAL_CURRENT_JSON
80,RS,100,100,100,100,100,13.850578735170057,7.211749851773493,ACTUAL_ARRIVAL_CURRENT_JSON
81,NS,677,1000,90,90,1000,2.0965549801657906,-5.242871087789535,ACTUAL_ARRIVAL_CURRENT_JSON
81,PS,194,200,145,153,208,8.044542602746805,0.6762010157108307,ACTUAL_ARRIVAL_CURRENT_JSON
81,RP_JOINT,96,100,59,255,312,6.683848255197518,0.2270972728729248,ACTUAL_ARRIVAL_CURRENT_JSON
81,RS,100,100,98,102,104,13.416707470222754,7.777821270516142,ACTUAL_ARRIVAL_CURRENT_JSON
82,NS,714,1000,91,111,1020,2.1830951040695656,-5.369702458381653,ACTUAL_ARRIVAL_CURRENT_JSON
82,PS,196,200,147,152,206,9.1788669873646,1.836249981820584,ACTUAL_ARRIVAL_CURRENT_JSON
82,RP_JOINT,96,100,59,254,309,7.738359393998398,0.3078281611204148,ACTUAL_ARRIVAL_CURRENT_JSON
82,RS,100,100,99,102,103,13.91517749376406,8.590254268888383,ACTUAL_ARRIVAL_CURRENT_JSON
83,NS,642,1000,84,84,1000,1.3327469607276723,-6.046955076232552,ACTUAL_ARRIVAL_CURRENT_JSON
83,PS,197,200,138,138,200,8.822633685284819,1.9670983649790288,ACTUAL_ARRIVAL_CURRENT_JSON
83,RP_JOINT,98,100,57,237,300,7.405045015853248,1.55993949174881,ACTUAL_ARRIVAL_CURRENT_JSON
83,RS,99,100,99,99,100,13.51989984125932,7.027385360701009,ACTUAL_ARRIVAL_CURRENT_JSON
84,NS,624,1000,49,59,1010,1.5420700704222543,-5.782951009273529,ACTUAL_ARRIVAL_CURRENT_JSON
84,PS,187,200,128,130,202,7.969125636926474,-0.4800513744354246,ACTUAL_ARRIVAL_CURRENT_JSON
84,RP_JOINT,91,100,50,225,303,6.3703738107072425,-1.4139331817626952,ACTUAL_ARRIVAL_CURRENT_JSON
84,RS,100,100,94,95,101,12.978410323879798,4.699508392810822,ACTUAL_ARRIVAL_CURRENT_JSON
85,NS,631,1000,68,77,1010,1.308130766238086,-7.168508097529411,ACTUAL_ARRIVAL_CURRENT_JSON
85,PS,196,200,130,138,208,8.742985718114797,1.467832174897194,ACTUAL_ARRIVAL_CURRENT_JSON
85,RP_JOINT,96,100,47,242,312,7.30073767087073,0.7196497082710267,ACTUAL_ARRIVAL_CURRENT_JSON
85,RS,100,100,100,104,104,13.72401443566254,7.728183102951152,ACTUAL_ARRIVAL_CURRENT_JSON
86,NS,658,1000,95,95,1000,1.5403732135305472,-7.461728680133819,ACTUAL_ARRIVAL_CURRENT_JSON
86,PS,196,200,140,142,202,8.73069154574303,2.5182316660881043,ACTUAL_ARRIVAL_CURRENT_JSON
86,RP_JOINT,96,100,54,242,303,6.971346563315019,1.1037239074707033,ACTUAL_ARRIVAL_CURRENT_JSON
86,RS,100,100,99,100,101,13.825722075306691,8.85537249299232,ACTUAL_ARRIVAL_CURRENT_JSON
87,NS,690,1000,96,116,1020,2.049931205002358,-5.549523514509201,ACTUAL_ARRIVAL_CURRENT_JSON
87,PS,196,200,144,144,200,8.210090649359554,1.3811542987823486,ACTUAL_ARRIVAL_CURRENT_JSON
87,RP_JOINT,97,100,56,244,300,6.682063417688478,0.3535403251647949,ACTUAL_ARRIVAL_CURRENT_JSON
87,RS,100,100,100,100,100,13.14594500550982,7.047184252785518,ACTUAL_ARRIVAL_CURRENT_JSON
88,NS,699,1000,84,94,1010,2.038991634385195,-5.823975038528443,ACTUAL_ARRIVAL_CURRENT_JSON
88,PS,196,200,150,150,200,8.952073465522698,2.758796072006226,ACTUAL_ARRIVAL_CURRENT_JSON
88,RP_JOINT,97,100,60,250,300,7.186682809726335,1.3220736980438232,ACTUAL_ARRIVAL_CURRENT_JSON
88,RS,100,100,100,100,100,13.838092005281942,7.751619018521159,ACTUAL_ARRIVAL_CURRENT_JSON
89,NS,631,1000,87,107,1020,1.566146915483405,-6.848198896646499,ACTUAL_ARRIVAL_CURRENT_JSON
89,PS,191,200,148,150,202,9.054621256829195,0.455180072784424,ACTUAL_ARRIVAL_CURRENT_JSON
89,RP_JOINT,93,100,61,249,303,7.568971128351986,-0.460127544403076,ACTUAL_ARRIVAL_CURRENT_JSON
89,RS,99,100,98,99,101,13.358581758124346,6.806710092816502,ACTUAL_ARRIVAL_CURRENT_JSON
90,NS,646,1000,94,94,1000,1.606249957236403,-6.39802975654602,ACTUAL_ARRIVAL_CURRENT_JSON
90,PS,195,200,140,146,208,8.625062717736437,0.8649612903594973,ACTUAL_ARRIVAL_CURRENT_JSON
90,RP_JOINT,96,100,52,249,312,7.171630058305164,0.2124017238616943,ACTUAL_ARRIVAL_CURRENT_JSON
90,RS,100,100,99,103,104,13.138396348852256,8.159580609569094,ACTUAL_ARRIVAL_CURRENT_JSON
91,NS,626,1000,74,74,1000,1.2646394512692931,-6.695394325256348,ACTUAL_ARRIVAL_CURRENT_JSON
91,PS,193,200,146,150,204,8.759677628969076,0.6997285604476929,ACTUAL_ARRIVAL_CURRENT_JSON
91,RP_JOINT,94,100,58,252,306,7.1017983731650745,-0.3944102287292478,ACTUAL_ARRIVAL_CURRENT_JSON
91,RS,100,100,100,102,102,13.245787613107822,7.430392291396856,ACTUAL_ARRIVAL_CURRENT_JSON
92,NS,630,1000,81,95,1020,1.550180659495527,-6.715764677524566,ACTUAL_ARRIVAL_CURRENT_JSON
92,PS,194,200,139,145,206,8.79931993189486,1.4170333385467528,ACTUAL_ARRIVAL_CURRENT_JSON
92,RP_JOINT,95,100,57,246,309,7.267096578320488,0.2183064937591553,ACTUAL_ARRIVAL_CURRENT_JSON
92,RS,100,100,98,101,103,13.565521767473182,7.075128688104451,ACTUAL_ARRIVAL_CURRENT_JSON
93,NS,692,1000,81,81,1000,1.8897303119037532,-5.25694242157042,ACTUAL_ARRIVAL_CURRENT_JSON
93,PS,194,200,138,138,200,8.521902787040453,0.8738893985748294,ACTUAL_ARRIVAL_CURRENT_JSON
93,RP_JOINT,95,100,57,234,300,7.058972593301442,0.2030148506164551,ACTUAL_ARRIVAL_CURRENT_JSON
93,RS,99,100,96,96,100,12.937098738914065,7.281272810371592,ACTUAL_ARRIVAL_CURRENT_JSON
94,NS,687,1000,89,105,1020,1.9624083245501387,-5.376369547843933,ACTUAL_ARRIVAL_CURRENT_JSON
94,PS,195,200,146,149,204,8.395201722875282,1.803131085634232,ACTUAL_ARRIVAL_CURRENT_JSON
94,RP_JOINT,96,100,60,251,306,6.896870120215462,0.853618860244751,ACTUAL_ARRIVAL_CURRENT_JSON
94,RS,100,100,100,102,102,13.61583953799709,7.657816870918031,ACTUAL_ARRIVAL_CURRENT_JSON
95,NS,690,1000,98,111,1020,2.0858121406394057,-5.700426733493805,ACTUAL_ARRIVAL_CURRENT_JSON
95,PS,191,200,125,131,206,8.661123259062661,0.6209917545318604,ACTUAL_ARRIVAL_CURRENT_JSON
95,RP_JOINT,94,100,48,233,309,7.001869834524114,-0.5359378337860107,ACTUAL_ARRIVAL_CURRENT_JSON
95,RS,100,100,99,102,103,13.325665054497003,7.720094550243812,ACTUAL_ARRIVAL_CURRENT_JSON
96,NS,642,1000,101,109,1010,1.4731050881491974,-5.691335415840149,ACTUAL_ARRIVAL_CURRENT_JSON
96,PS,190,200,142,144,202,8.775744833430508,0.4944747924804706,ACTUAL_ARRIVAL_CURRENT_JSON
96,RP_JOINT,93,100,58,245,303,7.411508125050459,-1.7810272216796874,ACTUAL_ARRIVAL_CURRENT_JSON
96,RS,100,100,100,101,101,13.40889313574182,8.322724433848634,ACTUAL_ARRIVAL_CURRENT_JSON
97,NS,646,1000,64,77,1020,1.3764904220666505,-6.307508873939514,ACTUAL_ARRIVAL_CURRENT_JSON
97,PS,191,200,132,133,202,8.267797545259237,0.4866094112396241,ACTUAL_ARRIVAL_CURRENT_JSON
97,RP_JOINT,91,100,48,232,303,6.689279555164976,-0.4611610412597656,ACTUAL_ARRIVAL_CURRENT_JSON
97,RS,99,100,98,99,101,13.295347965116854,6.063529417291283,ACTUAL_ARRIVAL_CURRENT_JSON
98,NS,635,1000,77,87,1010,1.390625321952335,-5.615217584371567,ACTUAL_ARRIVAL_CURRENT_JSON
98,PS,189,200,146,150,204,8.579001513748954,-0.0237370967864988,ACTUAL_ARRIVAL_CURRENT_JSON
98,RP_JOINT,93,100,62,249,306,7.065050091827288,-0.5714005470275879,ACTUAL_ARRIVAL_CURRENT_JSON
98,RS,100,100,97,99,102,12.590237069192224,5.902590988774318,ACTUAL_ARRIVAL_CURRENT_JSON
99,NS,633,1000,90,90,1010,1.6016207973936107,-7.036861860752106,ACTUAL_ARRIVAL_CURRENT_JSON
99,PS,194,200,147,149,202,8.70221654775145,1.2064871311187744,ACTUAL_ARRIVAL_CURRENT_JSON
99,RP_JOINT,96,100,59,249,303,7.141161115427967,0.6222906351089479,ACTUAL_ARRIVAL_CURRENT_JSON
99,RS,100,100,99,100,101,13.338090026209102,7.237046754010953,ACTUAL_ARRIVAL_CURRENT_JSON
100,NS,655,1000,80,95,1020,1.5805967769753189,-6.418050861358642,ACTUAL_ARRIVAL_CURRENT_JSON
100,PS,194,200,146,152,206,8.455168171379192,1.4869056701660162,ACTUAL_ARRIVAL_CURRENT_JSON
100,RP_JOINT,95,100,60,253,309,6.934500016659731,0.0302074909210205,ACTUAL_ARRIVAL_CURRENT_JSON
100,RS,100,100,98,101,103,12.992029982115492,7.6238282805774364,ACTUAL_ARRIVAL_CURRENT_JSON
