target_batch,modes,gain_min,gain_max,target_loading_sum,write_energy
1,100,0.1909423005301073,0.4256501407634518,536.2141819020732,57.91495296617495
2,100,0.2432908018429301,0.497926869019918,542.6318599582833,59.54150277746686
6,100,0.2517701870788498,0.4105533763456842,580.8717956861918,67.64845960150583
11,100,0.1437744641386806,0.4527774705661757,626.3457246072668,76.92609460000409
21,100,0.2457390627972133,0.458274333139855,653.4814649469552,84.56899371479766
51,100,0.196867281846054,0.4497454005039595,799.7910272670326,115.4339115127355
91,100,0.2319329615939195,0.4335878693064134,905.057126634447,131.48364453445524
