model,arm,outer_step_index,layer,field_source,pi,beta,suffix_mass,key_norm,q_norm,residual_norm_before,residual_norm_after,residual_reduction,update_norm,update_energy,update_energy_share,numeric_storage_cast_count,bf16_path_call_count,key_sha256,q_sha256
Llama3-8B-Instruct,C1-FH,3,4,ENTRY_FIELD_REUSE,0.1872357577085495,0.18723575491851932,1.0000000149011612,28.4580977190703,3.298148222074917,3492.2291767212114,16207.40003174509,-12715.170855023878,215.1496070086887,46289.35339599319,2.5830041604907657e-06,0,0,7eed86ec93b4f938eca6b83cf1e6af70dc329b5165c53d53a921ece58ed85715,7a3aec87860e51559e01f681bdda930762388078520b930b6854721b6a46e653
Llama3-8B-Instruct,C1-FH,3,5,CURRENT_PREFIX_KEY_Q,0.1800396889448166,0.22151526392990747,0.8127642571926117,29.86421783530858,3.291783894026661,16207.40003174509,16503.16700158668,-295.76696984159025,8707.497870087458,75820519.15757763,0.004230880365927625,0,0,44ecc269a76db6d4c7168377116de506cb69b717b0cbd0267c2e3048208a3192,2cc080a8eb807b65e1181eb3096529671f194ae7458dc8f9e6ece7f12cb336ed
Llama3-8B-Instruct,C1-FH,3,6,CURRENT_PREFIX_KEY_Q,0.19844403862953186,0.3136341602461924,0.6327245682477951,33.93377627625545,3.353332966948433,16503.16700158668,23307.74608366428,-6804.579082077598,12700.629034387232,161305977.86911994,0.009001076519337032,0,0,631e9a7813357ddbb5ff39315a7c75b29089646a15ac5f7ccc4ec9e4bad93712,3537e2ac32f02bfb3a689b28d095a123f86939730f884cd5cc4d88e03c11260c
Llama3-8B-Instruct,C1-FH,3,7,CURRENT_PREFIX_KEY_Q,0.22522975504398346,0.5186273380525777,0.43428052961826324,36.019793930713696,3.2920136197963075,23307.74608366428,64479.9251978092,-41172.17911414492,29668.873323601565,880242044.2919165,0.04911861358689288,0,0,61b2867b2f55c583df4db60d8c2edf355bdf10309f97786c3a8a2cc8a41ef0c0,0cb8eab8ced80f90af26c3ec041911f68f9666e75dc0598d19d21d62adf08159
Llama3-8B-Instruct,C1-FH,3,8,CURRENT_PREFIX_KEY_Q,0.20905077457427979,1.0,0.20905077457427979,38.90290724301709,3.018786827152051,64479.9251978092,417407.30784471566,-352927.3826469065,129627.6515283666,16803328040.759644,0.937646846523682,0,0,b79af3cf18a42165b80b3ee9f7791bf2f69aa83c87a5d2c404b5127ab5867747,6766b869483fbd53856e3a8172b25a9f7115094bf53badadaf8628ed3183e591
Llama3-8B-Instruct,C1-FH,6,4,ENTRY_FIELD_REUSE,0.16689454019069672,0.1668945377037743,1.0000000149011612,28.4580977190703,3.298148222074917,206191.17389253175,313990.1368683157,-107798.96297578394,11161.149141291742,124571250.1541574,2.4902763235349514e-05,0,0,7eed86ec93b4f938eca6b83cf1e6af70dc329b5165c53d53a921ece58ed85715,7a3aec87860e51559e01f681bdda930762388078520b930b6854721b6a46e653
Llama3-8B-Instruct,C1-FH,6,5,CURRENT_PREFIX_KEY_Q,0.22335398197174072,0.26809808451848743,0.8331054747104645,30.697485428315865,3.3591632720429074,313990.1368683157,327590.33172748087,-13600.194859165174,206805.35559566415,42768455103.0491,0.008549747313725284,0,0,6a2ec6eb73d03cee7f976b124ae61c7c54f513de63cfc3a9bc3df5423715ff12,f7fc9f88138a139e22fdb306a7cd9387ef238766a17236c22bce1267abaa07d9
Llama3-8B-Instruct,C1-FH,6,6,CURRENT_PREFIX_KEY_Q,0.19712017476558685,0.3232795279929755,0.6097514927387238,33.69249697386645,3.4751078984747177,327590.33172748087,430020.0866070847,-102429.75487960386,259254.31063280877,67212797581.6929,0.013436361780836719,0,0,af4cb7942800a579f8da9cf6891eb7551e5279e6b3bf8f844ed4c2fa8610ec7e,15bea95add43ddc771f9731e9c3d75554ac491e39f9db588f811f2ce7cbb1eaf
Llama3-8B-Instruct,C1-FH,6,7,CURRENT_PREFIX_KEY_Q,0.20767320692539215,0.5032899779529388,0.4126313179731369,35.38668995442473,3.2629899133347684,430020.0866070847,1106413.9391808363,-676393.8525737516,472957.5039078336,223688800502.72842,0.0447171336116905,0,0,7410d86a6a479148edb648ef9acf3bd5c938b5fd13c92990c905e32c6cd90bc0,e132155ca6d9be4b023937f101691342a03b72ec241c76a67be2ac5c8e6e0799
Llama3-8B-Instruct,C1-FH,6,8,CURRENT_PREFIX_KEY_Q,0.20495811104774475,1.0,0.20495811104774475,38.3243273268139,3.002900758643053,1106413.9391808363,7194593.069874941,-6088179.130694105,2160673.9006753215,4668511705059.509,0.9332718545305121,0,0,de60354a3137cc5703f74772bfa0cda9f9fbbcb7405e5277a1bfccd1e00892b9,46cc64e9d4edf87a9c942f0625cf221f50d798f934f21f2afee46d00b5b44ca5
Llama3-8B-Instruct,C1-FH,7,4,ENTRY_FIELD_REUSE,0.16470685601234436,0.1647068584666678,0.9999999850988388,28.4580977190703,3.298148222074917,7177729.599006323,6536996.723048863,640732.8759574601,387040.05147431785,149800001445.2426,0.0001535244622373231,0,0,7eed86ec93b4f938eca6b83cf1e6af70dc329b5165c53d53a921ece58ed85715,7a3aec87860e51559e01f681bdda930762388078520b930b6854721b6a46e653
Llama3-8B-Instruct,C1-FH,7,5,CURRENT_PREFIX_KEY_Q,0.2071273773908615,0.24796968893708393,0.8352931290864944,31.207539820025108,3.314933811755076,6536996.723048863,5756677.034236338,780319.688812525,3457441.4561388064,11953901422627.229,0.012251109945533982,0,0,3f89be75facc6effaff2daffe97b517bbc79cbc87e31a88eef377b7b95211ece,74ecf87915602e58d6560e73afd92b389ab83edaab535a6c905e07b6e17ddd2e
Llama3-8B-Instruct,C1-FH,7,6,CURRENT_PREFIX_KEY_Q,0.20077918469905853,0.31962771634252146,0.6281657516956329,34.16969737770017,3.4432419315082425,5756677.034236338,5805738.069028746,-49061.03479240835,4309268.171595527,18569792174726.258,0.019031490854329623,0,0,a871aa807f781086120252ab1143951f35ab14fda61a1d8a942a6bede314588c,44a95abc0889bc1c7fdc25fcb25cdd7dcc68b78544ce6611472f1e855de247ed
Llama3-8B-Instruct,C1-FH,7,7,CURRENT_PREFIX_KEY_Q,0.2240685522556305,0.5242760759428043,0.4273865669965744,34.11906679167997,3.405357849700389,5805738.069028746,16083678.53940483,-10277940.470376084,6587967.633930423,43401317545714.82,0.04448039968165684,0,0,b478c8e237f16d1c1e0f81f447aaac9fa193329ffa4ba6fbe564e89698d631d4,d3418c19a5ecdeffd52ece4b13b146b14c502b99575f5575195a1d6643434969
Llama3-8B-Instruct,C1-FH,7,8,CURRENT_PREFIX_KEY_Q,0.2033180147409439,1.0,0.2033180147409439,36.24865634780838,3.2936857765191623,16083678.53940483,105999069.65500003,-89915391.1155952,30027744.94926681,901665466738218.4,0.9240834750562423,0,0,1fe20785cc282431043112c28480e9a2aa6f1809a82006560f0f69bd748f3d24,853adb843329e8394bbc3f1019378b79cae53d8dff7bde86265d83130a91c8cf
Qwen2.5-7B-Instruct,C0-FH,0,4,ENTRY_FIELD_REUSE,0.07029235861500022,0.07029235861500022,1.0,214.51198441222837,0.9201553744444784,105.21696526858904,101.84144827967151,3.375516988917525,0.6685403574493539,0.44694620953850983,2.4746422601035845e-06,0,0,067ebccea0ad6322a423a2b510ff50cc4350f5e709270cb5bedfe8731cf3c000,c5a6e6ba9b247f6b6054c8aa44b9802ce0773e526c1f6ca0913ef8760b457d63
Qwen2.5-7B-Instruct,C0-FH,0,5,CURRENT_PREFIX_KEY_Q,0.0821442036181011,0.08835487626597283,0.9297076413849998,223.1369573940838,1.0083655900672928,101.84144827967151,124.08561324918097,-22.244164969509455,7.144473856856847,51.04350669131095,0.00028261660143090363,0,0,0f50cb6c3a15cfa8578d201f3e8f426da6cae965e25f49beb138d8a91fa33935,d55c2dfe1a754219b1469c30bd9088e2b1d77aa1548b25a2a51637f2ea077c81
Qwen2.5-7B-Instruct,C0-FH,0,6,CURRENT_PREFIX_KEY_Q,0.2995286210618404,0.35339964858679795,0.8475634377668987,292.9962088082987,0.5077875958360875,124.08561324918097,372.20356365500845,-248.1179504058275,16.78631263890203,281.780292010962,0.001560155123352878,0,0,e5a1408b98b46313f0bac051e59ef29819c1d5bbcbff47dd2fc4117ba4b6daa9,c71ace84c81c6bb0b68c831f70316dc7d13bcb3df2f15987d0569228687ba8d4
Qwen2.5-7B-Instruct,C0-FH,0,7,CURRENT_PREFIX_KEY_Q,0.2688593723403933,0.49058812350071584,0.5480348167050583,245.52287928084496,0.5919234138304037,372.20356365500845,1351.7076757665648,-979.5041121115563,84.08905564075587,7070.969278554137,0.039150392201942476,0,0,04ff6ceb1e3814475acae7dbe079bb47afdea310640dd44912ec6496e779dd73,bbc7f2da948000f883ea698ca27adec5298738bf1b0078d8bae3da73e57f072e
Qwen2.5-7B-Instruct,C0-FH,0,8,CURRENT_PREFIX_KEY_Q,0.27917544436466496,1.0,0.27917544436466496,364.4241895414325,0.41420221935128454,1351.7076757665648,9647.19097337028,-8295.483297603714,416.1804809726213,173206.19274260238,0.9590043614310136,0,0,0821ad519461137f4106338a0f0d09284bfec51685762a2cb01c5266a4b940c8,5915c49ad9ce17748e003ded0d37bb85c1e92b454bdc1114526633d8615277ec
Qwen2.5-7B-Instruct,C0-FH,1,4,ENTRY_FIELD_REUSE,0.12770233912762413,0.12770233912762413,1.0,214.51198441222837,0.9201553744444784,1373.6443928779806,1676.376436161527,-302.7320432835463,14.511919009223298,210.5957933302565,0.00015975408593253202,0,0,067ebccea0ad6322a423a2b510ff50cc4350f5e709270cb5bedfe8731cf3c000,c5a6e6ba9b247f6b6054c8aa44b9802ce0773e526c1f6ca0913ef8760b457d63
Qwen2.5-7B-Instruct,C0-FH,1,5,CURRENT_PREFIX_KEY_Q,0.0,0.0,0.8722976608723758,206.25896355821504,0.9588103817234213,1676.376436161527,1676.376436161527,0.0,0.0,0.0,0.0,0,0,9ab9aaa22ee5be7ac35e3e790860c2067568334b594446dfba155d315cbe5d7e,0c25187811b7fddec98f35080f0e25a299b1090bd84bbaade9d557a0958a9eb3
Qwen2.5-7B-Instruct,C0-FH,1,6,CURRENT_PREFIX_KEY_Q,0.27344690264087135,0.3134788901845729,0.8722976608723758,294.01025345476205,0.4955609121255009,1676.376436161527,4045.584444540484,-2369.208008378957,216.1788854783605,46733.310526666115,0.035451027713933436,0,0,51551edccae819880f4b669bed64214566e26bffc59641fc8546ed04378ebeac,ba8379b50e37a9f7a0acbae74ff87776ae6680bf5a92ed45b110a8d1befadd74
Qwen2.5-7B-Instruct,C0-FH,1,7,CURRENT_PREFIX_KEY_Q,0.0,0.0,0.5988507582315045,294.86275266120487,0.44791739721546225,4045.584444540484,4045.584444540484,0.0,0.0,0.0,0.0,0,0,193ab562d8f22d89a616eb29bf3f601a439944db853ccf467d3b47e46e9603fd,cf465d617f13d77ef43d6cb429e4929769efc8ae1261aa72a872369e909c6a48
Qwen2.5-7B-Instruct,C0-FH,1,8,CURRENT_PREFIX_KEY_Q,0.5988507582315045,1.0,0.5988507582315045,407.43709709373815,0.36461562654545837,4045.584444540484,28657.379543955638,-24611.795099415154,1127.5220188859498,1271305.9030726482,0.964389218200134,0,0,48867186e67900ad91fbf374788c321dc8e7853ae7df4b5983c0d7cb858b5e78,32d1b7ffc4645fe04bc9ecacddacf5f9e6fdec5a8766e4be0cb3fce2d065a21d
Qwen2.5-7B-Instruct,C0-FH,2,4,ENTRY_FIELD_REUSE,0.0,0.0,1.0,214.51198441222837,0.9201553744444784,5405.195933227535,5405.195933227535,0.0,0.0,0.0,0.0,0,0,067ebccea0ad6322a423a2b510ff50cc4350f5e709270cb5bedfe8731cf3c000,c5a6e6ba9b247f6b6054c8aa44b9802ce0773e526c1f6ca0913ef8760b457d63
Qwen2.5-7B-Instruct,C0-FH,2,5,CURRENT_PREFIX_KEY_Q,0.5902532398286006,0.5902532398286006,1.0,206.25896355821504,0.9588103817234213,5405.195933227535,26906.956986922476,-21501.761053694943,1948.7176637176224,3797500.532885068,0.001812586669594392,0,0,9ab9aaa22ee5be7ac35e3e790860c2067568334b594446dfba155d315cbe5d7e,0c25187811b7fddec98f35080f0e25a299b1090bd84bbaade9d557a0958a9eb3
Qwen2.5-7B-Instruct,C0-FH,2,6,CURRENT_PREFIX_KEY_Q,0.0,0.0,0.4097467601713994,464.87335992122337,0.2836688058986622,26906.956986922476,26906.956986922476,0.0,0.0,0.0,0.0,0,0,98bacfd07a47dce9271f4e521ceafc56cb35349e1c092afae80bdbfe5a8eb0eb,00bc0130b2dcc97984349f14f5bf03084f0f97a2b8507a35efa37a3f81eadc41
Qwen2.5-7B-Instruct,C0-FH,2,7,CURRENT_PREFIX_KEY_Q,0.40332504418966925,0.9843275979069513,0.4097467601713994,343.78077244755707,0.38944031450609323,26906.956986922476,171664.02753303348,-144757.070546111,8101.409963837142,65632843.40215972,0.03132724169704059,0,0,f754220753c6c0ad22cec0aca99d0cfc395af5f2dbe305a773bbf78f406742ca,2a20991ee5019c16b6e1477a16404e83e8b4779c8e34277ed3a2220e01e8b60e
Qwen2.5-7B-Instruct,C0-FH,2,8,CURRENT_PREFIX_KEY_Q,0.006421715981730138,1.0,0.006421715981730138,438.9881549095756,0.3199624399673056,171664.02753303348,1202787.5306455202,-1031123.5031124867,45007.13479326233,2025642182.2988849,0.966860171633365,0,0,9e9a896dd0840c3e35e66ab65245ab01a09377cb4a18b9fbd71f120392ebe138,9dd7c5a684482389c27d5c895c3f4b78b30841992443e60565bc111a3e60ccb9
Qwen2.5-7B-Instruct,C0-FH,6,4,ENTRY_FIELD_REUSE,0.7769188568890933,0.7769188568890933,1.0,214.51198441222837,0.9201553744444784,589646.3840260411,1158335.2610212269,-568688.8769951857,36748.88249139961,1350480364.3666966,1.0338188192645168e-05,0,0,067ebccea0ad6322a423a2b510ff50cc4350f5e709270cb5bedfe8731cf3c000,c5a6e6ba9b247f6b6054c8aa44b9802ce0773e526c1f6ca0913ef8760b457d63
Qwen2.5-7B-Instruct,C0-FH,6,5,CURRENT_PREFIX_KEY_Q,0.0,0.0,0.22308114311090663,1519.7701148389342,0.09462170468312768,1158335.2610212269,1158335.2610212269,0.0,0.0,0.0,0.0,0,0,b69f087ba1fa0ef9488b2622004eb58a8c06f5f365b3dcc7f742b33bedeca419,12e298afd1a9a3065c6d2c2edc9b33419e3104a524931c81bce521d91f08b286
Qwen2.5-7B-Instruct,C0-FH,6,6,CURRENT_PREFIX_KEY_Q,0.2230811426960597,0.9999999981403765,0.22308114311090663,442.6828802446412,0.31013227907351776,1158335.2610212269,7865619.361542866,-6707284.100521639,295066.88066395855,87064464064.75877,0.0006664952991118553,0,0,1cc772f158b24836c4a2703d89adb10c7f2d3aa7f791f9d850775fd43eb2d593,f5403d000e621315442807296623f0aae03975961b8cd0b4c2aa19079fe42a11
Qwen2.5-7B-Instruct,C0-FH,6,7,CURRENT_PREFIX_KEY_Q,0.0,0.0,4.1484692296425425e-10,361.52524196134226,1.0943302627476656,7865619.361542866,7865619.361542866,0.0,0.0,0.0,0.0,0,0,1c3ca72714df6c84bd7f8f489b93bee60d6beb9445a89fbaf70f665c664f1c74,721d7d667407e7ed184d25e636f21c7bc677e4cc8a86f5c72a9fb638ef9adfea
Qwen2.5-7B-Instruct,C0-FH,6,8,CURRENT_PREFIX_KEY_Q,4.1484692296425425e-10,1.0,4.1484692296425425e-10,460.98613118882054,1.017512334752062,7865619.361542866,57392640.837398306,-49527021.47585544,11425491.667270603,130541859838869.97,0.9993231665126955,0,0,83bcc6a5b20688fe2314fe349656fa3c9ccf5cd0c2b487d756de60df6dd8aabc,c371bf05d3235874ec51d42edca4d76e7ba2ff31d1b0202940d4f1b759f22efd
Qwen2.5-7B-Instruct,C0-FH,7,4,ENTRY_FIELD_REUSE,0.0,0.0,1.0,214.51198441222837,0.9201553744444784,57483386.14426757,57483386.14426757,0.0,0.0,0.0,0.0,0,0,067ebccea0ad6322a423a2b510ff50cc4350f5e709270cb5bedfe8731cf3c000,c5a6e6ba9b247f6b6054c8aa44b9802ce0773e526c1f6ca0913ef8760b457d63
Qwen2.5-7B-Instruct,C0-FH,7,5,CURRENT_PREFIX_KEY_Q,0.0,0.0,1.0,1519.7701148389342,0.09462170468312768,57483386.14426757,57483386.14426757,0.0,0.0,0.0,0.0,0,0,b69f087ba1fa0ef9488b2622004eb58a8c06f5f365b3dcc7f742b33bedeca419,12e298afd1a9a3065c6d2c2edc9b33419e3104a524931c81bce521d91f08b286
Qwen2.5-7B-Instruct,C0-FH,7,6,CURRENT_PREFIX_KEY_Q,9.574783912169562e-05,9.574783912169562e-05,1.0,442.6828802446412,0.31013227907351776,57483386.14426757,59216990.86544956,-1733604.7211819962,1330.6246698880157,1770562.0121145905,4.751867211050743e-10,0,0,1cc772f158b24836c4a2703d89adb10c7f2d3aa7f791f9d850775fd43eb2d593,f5403d000e621315442807296623f0aae03975961b8cd0b4c2aa19079fe42a11
Qwen2.5-7B-Instruct,C0-FH,7,7,CURRENT_PREFIX_KEY_Q,0.9999042521608783,1.0,0.9999042521608783,361.52997076477374,1.093481496215034,59216990.86544956,497741233.3309847,-438524242.46553516,61041250.62586027,3726034277969086.0,0.9999999995248133,0,0,de8cabf45d7bc169701c891efc36e3f371beb6a18dceffa98c62a507b446f7c7,a7adfc1fb0c23f62b7fe95a5df291f9d714134ec537234724bca60fab9d32f88
Qwen2.5-7B-Instruct,C0-FH,7,8,CURRENT_PREFIX_KEY_Q,0.0,0.0,0.0,401.44813022560663,1.2035409452759565,497741233.3309847,497741233.3309847,0.0,0.0,0.0,0.0,0,0,1c69ab5ceefd95f29bba96388006b87c81fbb24966ee857253993ca829231514,0159e9bda562fa4303b1d3cfeedd3db2cb802f30c384dcc35a3532a53a8c5ea3
Qwen2.5-7B-Instruct,C1-FH,0,4,ENTRY_FIELD_REUSE,0.1374782919883728,0.1374782919883728,1.0,214.51198441222837,0.9201553744444784,105.21696526858904,99.88552665406094,5.331438614528096,1.3075359105724016,1.7096501574363996,3.9084032411631825e-06,0,0,067ebccea0ad6322a423a2b510ff50cc4350f5e709270cb5bedfe8731cf3c000,c5a6e6ba9b247f6b6054c8aa44b9802ce0773e526c1f6ca0913ef8760b457d63
