model,ordinal,case_id,arm,rewrite_target_new_nll,rephrase_target_new_nll,rewrite_target_true_nll,rephrase_target_true_nll,rewrite_exact_satisfied,rephrase_exact_satisfied,locality_forward_kl,event_q_kl_from_w0,event_target_probability,event_source_probability,event_normalization_log_residual,accepted_z_rewrite_nll,accepted_z_rephrase_nll,w_minus_z_rewrite_nll,w_minus_z_rephrase_nll,coefficient_norm,native_edit_core_wall_seconds,post_trajectory_terminal_and_eval_wall_seconds,physical_action_wall_seconds,case_panel_wall_seconds,node_count,node_physical_write_count,terminal_write_count,w0_pointer_restore,w0_bytes_restore
Llama3-8B-Instruct,112,12021,BARRIER_ODE_N2,5.944221019744873,7.880311012268066,1.4928535223007202,4.223386287689209,False,False,0.06772381067276001,0.8566371972777465,0.006766039361361964,0.050502692461321566,1.1102230246251565e-15,0.0006014923565089703,3.1522483825683594,5.943619527388364,4.728062629699707,0.6366789733733249,NOT_APPLICABLE,20.818922073580325,6.131772953085601,257.8141958806664,2,0,1,True,True
Llama3-8B-Instruct,112,12021,BARRIER_ODE_N4,9.507506370544434,8.387930870056152,3.712099075317383,3.871460437774658,False,False,0.008476714603602886,0.004250862347412649,6.686866641597451e-05,0.0005966210860324244,5.273559366969494e-16,0.0006014923565089703,3.1522483825683594,9.506904878187925,5.235682487487793,0.5041326110461605,NOT_APPLICABLE,21.227596276439726,5.919035919941962,257.8141958806664,4,0,1,True,True
Llama3-8B-Instruct,178,11765,NATIVE_ALPHAEDIT_N1_T1,0.001380438101477921,3.2996466159820557,14.210702896118164,8.718514442443848,True,False,2.2335917949676514,4.477145491635986,0.9986422673691816,4.5364353688110976e-13,1.5137630732242613e-15,0.0006342360866256058,3.920593023300171,0.0007462020148523152,-0.6209464073181152,0.9402550697950918,10.55718125961721,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,260.1231938265264,0,0,1,True,True
Llama3-8B-Instruct,178,11765,STATIC_SPLIT_OFF_N4,0.001380438101477921,3.2996466159820557,14.210702896118164,8.718514442443848,True,False,2.2335917949676514,4.477145491635986,0.9986422673691816,4.5364353688110976e-13,1.5137630732242613e-15,0.0006342360866256058,3.920593023300171,0.0007462020148523152,-0.6209464073181152,0.9402550697950918,NOT_APPLICABLE,21.5447313869372,6.040180956013501,260.1231938265264,0,0,1,True,True
Llama3-8B-Instruct,178,11765,BARRIER_ODE_N2,7.146413326263428,10.25164794921875,4.303287506103516,3.2119462490081787,False,False,0.1550425887107849,0.12333656018768063,7.426562457780277e-05,0.00018289435087781144,6.661338147750939e-16,0.0006342360866256058,3.920593023300171,7.145779090176802,6.331054925918579,0.628581754872093,NOT_APPLICABLE,21.238197661936283,6.229946888051927,260.1231938265264,2,0,1,True,True
Llama3-8B-Instruct,178,11765,BARRIER_ODE_N4,10.813918113708496,12.75814437866211,4.130858421325684,3.0061376094818115,False,False,0.016547800973057747,0.008856338083181235,6.919927880518e-06,0.00025820960470774305,4.440892098500626e-16,0.0006342360866256058,3.920593023300171,10.81328387762187,8.837551355361938,0.4579664814859004,NOT_APPLICABLE,22.17822057660669,5.926234615966678,260.1231938265264,4,0,1,True,True
Llama3-8B-Instruct,231,20237,NATIVE_ALPHAEDIT_N1_T1,0.0016273092478513718,0.7999868392944336,11.752140045166016,10.210620880126953,True,False,0.028527893126010895,1.3251108731505215,0.9961200805896873,7.87249076907271e-06,3.028827189055505e-15,0.0009424205054529011,0.5196025371551514,0.0006848887423984706,0.2803843021392822,0.9859154181684249,11.654319985769689,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,275.8959807511419,0,0,1,True,True
Llama3-8B-Instruct,231,20237,STATIC_SPLIT_OFF_N4,0.0016273092478513718,0.7999868392944336,11.752140045166016,10.210620880126953,True,False,0.028527893126010895,1.3251108731505215,0.9961200805896873,7.87249076907271e-06,3.028827189055505e-15,0.0009424205054529011,0.5196025371551514,0.0006848887423984706,0.2803843021392822,0.9859154181684249,NOT_APPLICABLE,22.683977723121643,6.021115223877132,275.8959807511419,0,0,1,True,True
Llama3-8B-Instruct,231,20237,BARRIER_ODE_N2,3.914740562438965,5.0165181159973145,3.548710584640503,3.239042043685913,False,False,0.002366183092817664,0.04112188759592009,0.0002797398040407444,0.028760798487279846,7.771561172376096e-16,0.0009424205054529011,0.5196025371551514,3.913798141933512,4.496915578842163,0.6717422192097655,NOT_APPLICABLE,22.211593171581626,6.477357530966401,275.8959807511419,2,0,1,True,True
Llama3-8B-Instruct,231,20237,BARRIER_ODE_N4,5.876803874969482,6.222548961639404,3.923408031463623,3.443474292755127,False,False,0.0011871326714754105,0.0068253373562597325,4.2209409879262824e-06,0.01977299990182268,7.771561172376096e-16,0.0009424205054529011,0.5196025371551514,5.8758614544640295,5.702946424484253,0.4648611190711793,NOT_APPLICABLE,21.136773421429098,5.944812178611755,275.8959807511419,4,0,1,True,True
Llama3-8B-Instruct,269,19939,NATIVE_ALPHAEDIT_N1_T1,0.0011400324292480946,3.488616943359375,8.630304336547852,3.5598952770233154,True,False,0.7118192911148071,5.567303968768836,0.9997748730432886,3.1901067374441106e-08,1.8461252491996927e-16,0.0005059150280430913,1.0429664850234985,0.0006341174012050033,2.4456504583358765,0.9569236301613205,10.554530831053853,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,269.0289348019287,0,0,1,True,True
Llama3-8B-Instruct,269,19939,STATIC_SPLIT_OFF_N4,0.0011400324292480946,3.488616943359375,8.630304336547852,3.5598952770233154,True,False,0.7118192911148071,5.567303968768836,0.9997748730432886,3.1901067374441106e-08,1.8461252491996927e-16,0.0005059150280430913,1.0429664850234985,0.0006341174012050033,2.4456504583358765,0.9569236301613205,NOT_APPLICABLE,21.892599831335247,6.121842367574573,269.0289348019287,0,0,1,True,True
Llama3-8B-Instruct,269,19939,BARRIER_ODE_N2,5.637256622314453,9.380451202392578,1.6971864700317383,4.103535175323486,False,False,0.049559086561203,1.0661033721951774,0.0030482534509160123,0.033560569236160014,1.3322676295501878e-15,0.0005059150280430913,1.0429664850234985,5.63675070728641,8.33748471736908,0.6545807536665149,NOT_APPLICABLE,21.634614144451916,6.127765213139355,269.0289348019287,2,0,1,True,True
Llama3-8B-Instruct,269,19939,BARRIER_ODE_N4,9.323088645935059,9.958590507507324,2.7275006771087646,4.093295097351074,False,False,0.010978392325341702,0.1609268590439769,2.8978175570776165e-05,0.004274684703038596,8.881784197001252e-16,0.0005059150280430913,1.0429664850234985,9.322582730907016,8.915624022483826,0.5942744390690043,NOT_APPLICABLE,22.90771692059934,6.236456488259137,269.0289348019287,4,0,1,True,True
Llama3-8B-Instruct,273,18938,NATIVE_ALPHAEDIT_N1_T1,0.0013603218831121922,2.4377076625823975,16.283878326416016,12.612199783325195,True,False,0.9947829842567444,2.008003635735975,0.9978655839911101,8.472324220055993e-08,1.0802990446645566e-15,0.0004430660919751972,1.6589646339416504,0.000917255791136995,0.7787430286407471,0.9808768003305636,11.629025503993034,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,272.17343518696725,0,0,1,True,True
Llama3-8B-Instruct,273,18938,STATIC_SPLIT_OFF_N4,0.0013603218831121922,2.4377076625823975,16.283878326416016,12.612199783325195,True,False,0.9947829842567444,2.008003635735975,0.9978655839911101,8.472324220055993e-08,1.0802990446645566e-15,0.0004430660919751972,1.6589646339416504,0.000917255791136995,0.7787430286407471,0.9808768003305636,NOT_APPLICABLE,22.18445894960314,6.055469300597906,272.17343518696725,0,0,1,True,True
Llama3-8B-Instruct,273,18938,BARRIER_ODE_N2,0.9576799273490906,3.268170118331909,7.1396918296813965,11.058151245117188,False,False,0.42699313163757324,0.5249968348576205,0.25158802408581116,0.0007929682137771694,4.440892098500626e-16,0.0004430660919751972,1.6589646339416504,0.9572368612571154,1.6092054843902588,0.6206201992064393,NOT_APPLICABLE,22.865870367735624,6.320351831614971,272.17343518696725,2,0,1,True,True
Llama3-8B-Instruct,273,18938,BARRIER_ODE_N4,2.6505725383758545,3.694486379623413,6.084979057312012,10.11529541015625,False,False,0.1052742749452591,0.09442036026513724,0.009290555397793077,0.002276742760191101,8.881784197001252e-16,0.0004430660919751972,1.6589646339416504,2.6501294722838793,2.0355217456817627,0.46339740726423934,NOT_APPLICABLE,21.766827268525958,6.288556998595595,272.17343518696725,4,0,1,True,True
Qwen2.5-7B-Instruct,26,17454,NATIVE_ALPHAEDIT_N1_T1,0.0072838612832129,1.3273532390594482,23.178142547607422,11.011621475219727,True,False,0.6425883769989014,7.472787586488508,0.9897877082641046,8.587710302877365e-11,1.5942108744226857e-15,0.004195163957774639,1.9807546138763428,0.003088697325438261,-0.6534013748168945,3.920094884693532,19.601937384344637,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,353.0195365138352,0,0,1,True,True
Qwen2.5-7B-Instruct,26,17454,STATIC_SPLIT_OFF_N4,0.0072838612832129,1.3273532390594482,23.178142547607422,11.011621475219727,True,False,0.6425883769989014,7.472787586488508,0.9897877082641046,8.587710302877365e-11,1.5942108744226857e-15,0.004195163957774639,1.9807546138763428,0.003088697325438261,-0.6534013748168945,3.920094884693532,NOT_APPLICABLE,25.401217876002192,6.489353600889444,353.0195365138352,0,0,1,True,True
Qwen2.5-7B-Instruct,26,17454,BARRIER_ODE_N2,0.07523278892040253,2.7453956604003906,14.284992218017578,10.150284767150879,True,False,0.48542284965515137,2.8002215271380644,0.9285384453900473,6.254159419809099e-07,0.0,0.004195163957774639,1.9807546138763428,0.07103762496262789,0.7646410465240479,2.4929071704621086,NOT_APPLICABLE,24.633561853319407,6.7417659945786,353.0195365138352,2,0,1,True,True
Qwen2.5-7B-Instruct,26,17454,BARRIER_ODE_N4,0.5072336792945862,3.3186593055725098,9.160934448242188,8.492684364318848,False,False,0.43604302406311035,1.0331607825552784,0.5102438354129346,0.00010506917675653574,8.881784197001252e-16,0.004195163957774639,1.9807546138763428,0.5030385153368115,1.337904691696167,2.7082627861202995,NOT_APPLICABLE,24.96153146866709,7.198805613443255,353.0195365138352,4,0,1,True,True
Qwen2.5-7B-Instruct,61,9936,NATIVE_ALPHAEDIT_N1_T1,0.005936907138675451,2.23896861076355,7.909049987792969,7.657255172729492,True,False,0.27959465980529785,6.806664073788179,0.996852565310728,1.3498808105262747e-07,2.706168622523819e-16,0.005045516882091761,2.0268714427948,0.0008913902565836906,0.21209716796875,5.215151530184807,17.113163887523115,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,308.4955581808463,0,0,1,True,True
Qwen2.5-7B-Instruct,61,9936,STATIC_SPLIT_OFF_N4,0.005936907138675451,2.23896861076355,7.909049987792969,7.657255172729492,True,False,0.27959465980529785,6.806664073788179,0.996852565310728,1.3498808105262747e-07,2.706168622523819e-16,0.005045516882091761,2.0268714427948,0.0008913902565836906,0.21209716796875,5.215151530184807,NOT_APPLICABLE,24.075779112055898,6.0730875711888075,308.4955581808463,0,0,1,True,True
Qwen2.5-7B-Instruct,61,9936,BARRIER_ODE_N2,0.05214640125632286,2.40805983543396,6.400461196899414,7.98042631149292,True,False,0.2476494014263153,5.384309667137937,0.9378815243245988,2.7581335592655357e-06,1.942890293094024e-15,0.005045516882091761,2.0268714427948,0.0471008843742311,0.38118839263916016,3.3431300092257694,NOT_APPLICABLE,24.096241685561836,6.901719960384071,308.4955581808463,2,0,1,True,True
Qwen2.5-7B-Instruct,61,9936,BARRIER_ODE_N4,0.9956448674201965,2.992856502532959,4.810093879699707,7.228271484375,True,False,0.1518351286649704,3.902674666747194,0.5807595013680825,6.637247329657504e-05,3.3306690738754696e-16,0.005045516882091761,2.0268714427948,0.9905993505381048,0.9659850597381592,3.508426032418124,NOT_APPLICABLE,24.372249837964773,6.731298595666885,308.4955581808463,4,0,1,True,True
Qwen2.5-7B-Instruct,110,6813,NATIVE_ALPHAEDIT_N1_T1,0.003972632344812155,0.7369006872177124,21.697006225585938,19.53274917602539,True,False,4.827631950378418,3.7688967021511073,0.9977508954366937,3.77659214967922e-10,6.006480035569695e-16,0.0015464751049876213,0.5790621042251587,0.0024261572398245335,0.1578385829925537,4.980889731032451,17.24181067198515,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,307.5390657726675,0,0,1,True,True
Qwen2.5-7B-Instruct,110,6813,STATIC_SPLIT_OFF_N4,0.003972632344812155,0.7369006872177124,21.697006225585938,19.53274917602539,True,False,4.827631950378418,3.7688967021511073,0.9977508954366937,3.77659214967922e-10,6.006480035569695e-16,0.0015464751049876213,0.5790621042251587,0.0024261572398245335,0.1578385829925537,4.980889731032451,NOT_APPLICABLE,23.547769173048437,6.474813885055482,307.5390657726675,0,0,1,True,True
Qwen2.5-7B-Instruct,110,6813,BARRIER_ODE_N2,0.02144673466682434,1.6655676364898682,18.44963264465332,15.033889770507812,True,False,3.9930789470672607,2.0007101155472866,0.9671415681132949,9.714297749161012e-09,4.718447854656915e-16,0.0015464751049876213,0.5790621042251587,0.01990025956183672,1.0865055322647095,2.8678073740129855,NOT_APPLICABLE,24.044952545315027,6.460905754007399,307.5390657726675,2,0,1,True,True
Qwen2.5-7B-Instruct,110,6813,BARRIER_ODE_N4,4.376190185546875,7.380459308624268,8.011183738708496,8.964888572692871,False,False,0.9593586921691895,0.4653310844840616,0.0003393388917792074,0.00033171459328839626,1.1102230246251565e-15,0.0015464751049876213,0.5790621042251587,4.374643710441887,6.801397204399109,2.790300192421721,NOT_APPLICABLE,23.953087673522532,6.645509955473244,307.5390657726675,4,0,1,True,True
Qwen2.5-7B-Instruct,112,12021,NATIVE_ALPHAEDIT_N1_T1,0.0039536249823868275,3.0516111850738525,9.84080696105957,8.390425682067871,True,False,0.6619539260864258,1.1356888566611985,0.9900800059213412,2.8339141181649854e-09,1.7676832220203664e-15,0.0015894585521891713,3.253931760787964,0.002364166430197656,-0.20232057571411133,4.064687468478854,16.87421734444797,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,304.30020347237587,0,0,1,True,True
Qwen2.5-7B-Instruct,112,12021,STATIC_SPLIT_OFF_N4,0.0039536249823868275,3.0516111850738525,9.84080696105957,8.390425682067871,True,False,0.6619539260864258,1.1356888566611985,0.9900800059213412,2.8339141181649854e-09,1.7676832220203664e-15,0.0015894585521891713,3.253931760787964,0.002364166430197656,-0.20232057571411133,4.064687468478854,NOT_APPLICABLE,23.94951391313225,6.262046363204718,304.30020347237587,0,0,1,True,True
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N2,1.1592752933502197,3.420093536376953,7.57923698425293,7.937213897705078,False,False,0.4432685971260071,0.7056858478544495,0.5626514412292103,2.6106837610006644e-07,1.1102230246251565e-16,0.0015894585521891713,3.253931760787964,1.1576858347980306,0.16616177558898926,2.8827204536992572,NOT_APPLICABLE,24.74903105571866,6.624815235845745,304.30020347237587,2,0,1,True,True
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N4,5.3616108894348145,3.930283546447754,5.945406436920166,3.780282497406006,False,False,0.0899042934179306,0.12525976390371976,0.0025033635437421097,6.8526964455071645e-06,8.881784197001252e-16,0.0015894585521891713,3.253931760787964,5.360021430882625,0.67635178565979,2.4565993674781517,NOT_APPLICABLE,24.27785985544324,6.802987029775977,304.30020347237587,4,0,1,True,True
Qwen2.5-7B-Instruct,178,11765,NATIVE_ALPHAEDIT_N1_T1,0.004704566206783056,4.3369364738464355,11.866939544677734,8.209096908569336,True,False,0.6106650233268738,4.857167335076259,0.9971251192206086,4.9258389120719456e-11,4.0028744208164824e-16,0.0035872652661055326,4.721726894378662,0.0011173009406775236,-0.38479042053222656,5.805414490573703,21.10746055562049,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,333.45795739628375,0,0,1,True,True
Qwen2.5-7B-Instruct,178,11765,STATIC_SPLIT_OFF_N4,0.004704566206783056,4.3369364738464355,11.866939544677734,8.209096908569336,True,False,0.6106650233268738,4.857167335076259,0.9971251192206086,4.9258389120719456e-11,4.0028744208164824e-16,0.0035872652661055326,4.721726894378662,0.0011173009406775236,-0.38479042053222656,5.805414490573703,NOT_APPLICABLE,25.167880119755864,6.167507005855441,333.45795739628375,0,0,1,True,True
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N2,0.25467759370803833,4.304527759552002,11.986542701721191,6.362490177154541,True,False,0.6742079257965088,6.895575143469506,0.996878558996775,3.878286569460197e-11,3.144186300207963e-16,0.0035872652661055326,4.721726894378662,0.2510903284419328,-0.41719913482666016,4.313786652028608,NOT_APPLICABLE,24.691207982599735,6.445367909967899,333.45795739628375,2,0,1,True,True
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N4,12.394709587097168,16.510778427124023,3.6651487350463867,7.1540141105651855,False,False,0.048023927956819534,0.07176203488767992,6.421624092947561e-06,0.0006553481108295005,1.1102230246251565e-15,0.0035872652661055326,4.721726894378662,12.391122321831062,11.789051532745361,4.370006187839621,NOT_APPLICABLE,26.16245863493532,7.304242359474301,333.45795739628375,4,0,1,True,True
Qwen2.5-7B-Instruct,231,20237,NATIVE_ALPHAEDIT_N1_T1,0.031569451093673706,3.079526901245117,12.148833274841309,10.496896743774414,True,False,0.12812981009483337,1.7520397272935917,0.8789296126047685,5.294509270416939e-06,2.7200464103316335e-15,0.01738072745501995,2.583913803100586,0.014188723638653755,0.49561309814453125,4.178508670801523,17.151939284056425,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,317.52351683657616,0,0,1,True,True
Qwen2.5-7B-Instruct,231,20237,STATIC_SPLIT_OFF_N4,0.031569451093673706,3.079526901245117,12.148833274841309,10.496896743774414,True,False,0.12812981009483337,1.7520397272935917,0.8789296126047685,5.294509270416939e-06,2.7200464103316335e-15,0.01738072745501995,2.583913803100586,0.014188723638653755,0.49561309814453125,4.178508670801523,NOT_APPLICABLE,25.025733049958944,6.606383940204978,317.52351683657616,0,0,1,True,True
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N2,0.5982847213745117,4.747070789337158,8.203385353088379,9.684969902038574,False,False,0.0823659747838974,0.23089987908522597,0.1282953910228111,0.0002737172264768123,7.771561172376096e-16,0.01738072745501995,2.583913803100586,0.5809039939194918,2.1631569862365723,3.38661662623851,NOT_APPLICABLE,24.745424633845687,6.503016977570951,317.52351683657616,2,0,1,True,True
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N4,1.3522988557815552,4.363735675811768,7.211822032928467,7.964690685272217,False,False,0.0009028189815580845,0.06681964822993605,0.03779457516323073,0.0007377812977570757,6.106226635438361e-16,0.01738072745501995,2.583913803100586,1.3349181283265352,1.7798218727111816,3.573525314485417,NOT_APPLICABLE,24.48181773070246,6.451213140040636,317.52351683657616,4,0,1,True,True
Qwen2.5-7B-Instruct,269,19939,NATIVE_ALPHAEDIT_N1_T1,0.00559868523851037,3.5954554080963135,5.418423652648926,3.7334580421447754,True,False,0.503899097442627,1.0428177718402736,0.9969561135304157,1.9661120885002363e-05,1.7590096046404824e-15,0.007438680622726679,4.040582656860352,-0.0018399953842163086,-0.4451272487640381,6.207595040884628,17.38295493274927,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,324.46024714782834,0,0,1,True,True
Qwen2.5-7B-Instruct,269,19939,STATIC_SPLIT_OFF_N4,0.00559868523851037,3.5954554080963135,5.418423652648926,3.7334580421447754,True,False,0.503899097442627,1.0428177718402736,0.9969561135304157,1.9661120885002363e-05,1.7590096046404824e-15,0.007438680622726679,4.040582656860352,-0.0018399953842163086,-0.4451272487640381,6.207595040884628,NOT_APPLICABLE,24.602096509188414,6.404457882978022,324.46024714782834,0,0,1,True,True
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N2,0.006992148235440254,2.211535692214966,5.852348804473877,4.225213527679443,True,False,1.09370756149292,2.068547281679583,0.9964215011127585,8.254769778819774e-06,5.108760636751697e-16,0.007438680622726679,4.040582656860352,-0.00044653238728642464,-1.8290469646453857,4.9635601502586875,NOT_APPLICABLE,25.31172069068998,7.087349467910826,324.46024714782834,2,0,1,True,True
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N4,1.2939188480377197,8.972134590148926,2.1666338443756104,2.7663700580596924,False,False,0.8437313437461853,0.2772785420002496,0.16267833422287303,0.013124188559041886,8.881784197001252e-16,0.007438680622726679,4.040582656860352,1.286480167414993,4.931551933288574,4.736561112520125,NOT_APPLICABLE,25.923121956177056,6.777908536605537,324.46024714782834,4,0,1,True,True
Qwen2.5-7B-Instruct,273,18938,NATIVE_ALPHAEDIT_N1_T1,0.008991834707558155,5.430785655975342,19.61282730102539,16.64738655090332,True,False,1.449750304222107,1.882229893788715,0.9982676680152496,3.035697802405422e-09,2.310651670001107e-15,0.00621595187112689,4.406930923461914,0.002775882836431265,1.0238547325134277,3.7419074721932732,17.49601069651544,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,323.15264141280204,0,0,1,True,True
