arm,outer_K,amplitude_mean,amplitude_median,amplitude_p90,amplitude_max,pre_clamp_energy,post_cast_energy,top1_energy_share,top10_energy_share,bottom90_energy_share,clamp_hits,primary_count,rescue_count,current_count,semantic_direction_cosine_mean,preservation_to_semantic_norm_ratio_mean,intended_write_norm_mean,realized_write_norm_mean,write_norm_gain_mean,write_residual_ratio_mean,writer_edit_core_wall_seconds,weight_update_energy
FZ,1,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941964,3662.763280639985,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,100,0,0,0.9999999999999996,2.3744537009810776e-08,0.7532966211050994,0.7478647676393038,0.9927696596117466,0.04544481842163809,49.30204694811255,NOT_RECORDED_RAW_FREE_TERMINAL
FZ,2,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941973,3662.7632823055783,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,100,0,0,0.9988367185320132,0.026521107719121913,0.7532966212534288,0.7516167216730958,0.997765852600427,0.049714452670707864,47.4494012221694,NOT_RECORDED_RAW_FREE_TERMINAL
FZ,3,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941973,3662.7632761313057,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,100,0,0,0.9987340783587438,0.03281036268417808,0.7532966206563653,0.751033527029235,0.997039446077887,0.04476467824706495,47.286110072396696,NOT_RECORDED_RAW_FREE_TERMINAL
FZ,4,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941964,3662.763272180197,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,98,2,0,0.974979670462322,0.13825109970497995,0.7431085424565638,0.7396468358246318,0.9955373612033002,0.051831574575880106,47.77616210374981,NOT_RECORDED_RAW_FREE_TERMINAL
FZ,5,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941996,3662.7632775952593,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,93,7,0,0.9062304200708569,0.8807809753611194,0.7203949330492037,0.7168024419932305,0.9947914900013997,0.0592892847929323,47.86162536777556,NOT_RECORDED_RAW_FREE_TERMINAL
FZ,6,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941973,3662.763279169072,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,83,17,0,0.7817231549374088,1.926448710487318,0.6573115604212404,0.6535990823274315,1.0237343084793389,0.12507674477336456,48.1010005036369,NOT_RECORDED_RAW_FREE_TERMINAL
FZ,7,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941955,3662.763276198406,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,65,35,0,0.639150442047881,3.7458029459488342,0.5505575703767185,0.5475166128041716,1.0589157878534106,0.20527929029192257,47.28060154058039,NOT_RECORDED_RAW_FREE_TERMINAL
FZ,8,6.026372965689663,6.092687996810204,6.6657626934198575,7.204849766822814,3662.7632770941964,3662.7632773774703,0.014172321887989647,0.12969565823810814,0.8703043417618919,0,51,49,0,0.44809316740587607,9.587528920756421,0.44912457014623913,0.44772142621463584,1.3483264362571226,0.5605473644696246,47.96877005789429,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,1,6.0144992584102726,6.092659597945223,6.664775249201093,7.204847993424311,3649.8670779946624,3649.867070799344,0.014222390432056775,0.13013771058980772,0.8698622894101923,0,100,0,0,0.9999999999999996,2.3744537009810776e-08,0.7518124065482406,0.7463739602104171,0.9927586788903662,0.04534893899202456,49.01061030942947,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,2,5.8891194286305995,6.020645405296145,6.661975649092003,7.2048304744471645,3519.3693215850035,3519.369324787075,0.01474968308871439,0.13315845365763954,0.8668415463423604,0,100,0,0,0.9988720849130899,0.026181070772230097,0.7361399289322418,0.7345627941079671,0.9979002664341255,0.050524880476323725,46.610086801461875,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,3,5.2950619528347955,5.680124002703009,6.476917726944928,7.204332793426936,2972.54957783133,2972.5495786175065,0.017460570341879027,0.15215905070342634,0.8478409492965738,0,100,0,0,0.9991360412195724,0.029719435470696352,0.6618827441293427,0.6606302827588305,0.9992552509016012,0.0526549291086262,47.38424136210233,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,4,4.2831002248352625,5.015337080420396,6.138104805396642,7.182949408960316,2165.352301400955,2165.3523026966554,0.02382742160631422,0.19406876058424424,0.8059312394157557,0,99,1,0,0.9897656068612689,0.08271630679010875,0.5304730134198623,0.5295457899423553,1.0061513568060396,0.079439681260817,46.873772885650396,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,5,3.1330233048939213,3.003714256390295,5.589838360240188,6.2250519742427235,1328.0193707393191,1328.0193731575944,0.029179749133064294,0.2599272236992068,0.7400727763007933,0,100,0,0,0.990021137311802,0.10368159590319158,0.3916279133649947,0.391209031324513,1.0071928933649572,0.09764979864511084,47.83681365195662,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,6,2.0365606079386707,1.3369428781540238,4.947430914913468,5.976401637182861,682.4699382825886,682.4699368611336,0.05233545761561819,0.4200631355982886,0.5799368644017113,0,99,1,0,0.9719429169091403,0.18976064820841593,0.2503991016804272,0.25043933491148024,1.0139296246772733,0.1321331129496397,47.54770561493933,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,7,1.21677504356833,0.8059708104322476,2.7953820501766424,5.933571403228664,284.9309325656129,284.9309327712031,0.12356422407421687,0.6367818663814935,0.3632181336185066,0,100,0,0,0.9560787223154652,0.25791677373636107,0.1520968803594086,0.15188497243965313,1.0094690070636452,0.1292435634561447,47.36831512674689,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ,8,0.74824101694779,0.5007281623097919,1.2992822761660898,5.915118772658554,128.75426951916364,128.75426975211806,0.2717473387509685,0.768966385482336,0.2310336145176639,0,100,0,0,0.9374268713219345,0.34434599647246694,0.09353012733600354,0.09392615900661834,1.0157459988917046,0.12828228691804347,47.46006989944726,NOT_RECORDED_RAW_FREE_TERMINAL
