cell,outer_K,endpoint,prompt,nll_prompt_denominator,target_new_mean,target_new_median,target_new_p90,target_new_min,target_new_max,target_true_mean,target_true_median,target_true_p90,target_true_min,target_true_max,recorded_margin_definition,margin_mean,margin_median,margin_p90,margin_min,margin_max,success_numerator,success_denominator,success_rate,strict_success_numerator,strict_success_denominator,strict_success_rate,accuracy_numerator,accuracy_denominator,accuracy_rate,strict_accuracy_numerator,strict_accuracy_denominator,strict_accuracy_rate
Z1-REFINE,1,accepted_z,rewrite,100,7.447816557884217,7.362201929092407,12.324613094329841,1.2303197383880615,14.7185640335083,4.6839336759597066,4.181965351104736,8.93959436416626,0.08032088726758957,13.705677032470703,target_new_minus_target_true,2.76388288192451,2.6360384225845337,7.853588575869799,-8.516139030456543,12.710100710391998,22,100,0.22,22,100,0.22,5,100,0.05,5,100,0.05
Z1-REFINE,1,accepted_z,rephrase,200,7.685157050043345,7.643133163452148,12.631503009796141,0.3416038453578949,17.183191299438477,4.978069533519447,4.3506739139556885,9.52559289932251,0.026342712342739105,16.773122787475586,target_new_minus_target_true,2.7070875165238975,2.643131196498871,7.903843894600867,-9.848101139068604,14.380134344100952,46,200,0.23,19,100,0.19,7,200,0.035,1,100,0.01
Z1-REFINE,1,pre_writer_W,rewrite,100,11.102700135707856,10.909380435943604,16.596692085266113,2.1197845935821533,20.853912353515625,4.942956887828186,4.157355785369873,10.377379322052006,0.007695670239627361,15.270689010620117,target_new_minus_target_true,6.159743247879669,6.899131938815117,11.834988164901736,-7.191751480102539,15.975612163543701,13,100,0.13,13,100,0.13,0,100,0.0,0,100,0.0
Z1-REFINE,1,pre_writer_W,rephrase,200,9.821012883782387,9.670491218566895,14.684753894805908,0.9807385206222534,20.9183349609375,5.002350515811704,4.228675365447998,9.832116699218748,0.01180661004036665,18.113306045532227,target_new_minus_target_true,4.818662367970683,5.106225490570068,10.252936124801636,-8.869389057159424,16.52924680709839,28,200,0.14,8,100,0.08,1,200,0.005,0,100,0.0
Z1-REFINE,1,post_writer_W,rewrite,100,7.129241669178009,7.109683036804199,11.973258781433112,1.2912802696228027,14.37846851348877,4.665590330585838,4.216480016708374,8.782348155975342,0.09693510830402374,13.766571044921875,target_new_minus_target_true,2.4636513385921717,2.5317938327789307,7.450585143268109,-8.619794845581055,11.905090689659119,23,100,0.23,23,100,0.23,5,100,0.05,5,100,0.05
Z1-REFINE,1,post_writer_W,rephrase,200,7.893989159762859,7.653345823287964,12.354576969146729,0.502784252166748,17.50428009033203,5.096688587917015,4.313644647598267,9.904550266265868,0.016503138467669487,17.941936492919922,target_new_minus_target_true,2.7973005718458444,3.1285915672779083,7.83271996974945,-9.193251132965088,13.991982072591782,49,200,0.245,17,100,0.17,6,200,0.03,0,100,0.0
Z1-REFINE,4,accepted_z,rewrite,100,0.07486279295175337,0.04709230735898018,0.162489527463913,0.00015186110977083445,0.660645604133606,10.337832832336426,9.724472045898438,15.273210334777836,4.371589660644531,20.569873809814453,target_new_minus_target_true,-10.262970039384673,-9.67841168679297,-6.100678537227212,-20.56160764489323,-4.279546737670898,100,100,1.0,100,100,1.0,100,100,1.0,100,100,1.0
Z1-REFINE,4,accepted_z,rephrase,200,1.570407600629842,0.42250093817710876,4.797185325622558,0.002739607123658061,10.822571754455566,8.906625700294972,8.740647315979004,13.456291580200194,0.9044979810714722,18.0561580657959,target_new_minus_target_true,-7.336218099665129,-7.126804828643799,-2.7449098229408264,-17.658501665107906,8.458104252815247,193,200,0.965,95,100,0.95,130,200,0.65,50,100,0.5
Z1-REFINE,4,pre_writer_W,rewrite,100,0.4436577977985144,0.191581629216671,0.765180176496506,0.011794240213930607,5.8384246826171875,8.637841253280639,8.2417893409729,13.101286602020267,1.0868828296661377,19.350566864013672,target_new_minus_target_true,-8.194183455482126,-7.782637909054756,-4.267664158344268,-19.32614855095744,2.7860333919525146,98,100,0.98,98,100,0.98,93,100,0.93,93,100,0.93
Z1-REFINE,4,pre_writer_W,rephrase,200,3.02542797582224,1.9549572467803955,7.096051120758056,0.016317032277584076,14.966377258300781,6.8635276958346365,6.497926235198975,11.497001934051513,0.3722333312034607,16.73517608642578,target_new_minus_target_true,-3.8380997200123965,-3.739361450076103,1.1045535326004021,-14.93747664988041,12.638986647129059,163,200,0.815,70,100,0.7,82,200,0.41,26,100,0.26
