arm,outer_K,request_index,request_sha256,current_target_new_nll,selected_target_new_nll,actual_selected_nll_decrease,local_parent_speed,selected_speed,fd_to_lp_speed_ratio,semantic_slope_sigma,local_kappa,current_to_entry_gradient_norm_ratio,semantic_to_kdc_direction_cosine,preservation_to_semantic_norm_ratio,pre_clamp_velocity_norm,post_clamp_actual_velocity_norm,clamp_hit,selection,nominal_nll_decrease,realized_demand_ratio,unmet_demand
LP-S,1,10,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,9.585559844970703,5.481406211853027,4.104153633117676,6.073643467496079,6.073643467496079,1.0,5.792857040202777,0.0,0.9999999999998274,0.9999999999999991,2.1313552615815433e-08,6.073643467496079,6.073643488273532,0,PRIMARY,,,
LP-S,1,11,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,11.59992504119873,7.88239049911499,3.7175345420837402,6.073643467495926,6.073643467495926,1.0,5.125309339853333,0.0,0.9999999999998048,0.9999999999999978,4.2957068123790795e-08,6.073643467495926,6.073643489318295,0,PRIMARY,,,
LP-S,1,12,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,13.681856155395508,11.551597595214844,2.130258560180664,6.073643467496077,6.073643467496077,1.0,5.8076316923738505,0.0,0.9999999999998278,1.0000000000000002,7.511639641498785e-09,6.073643467496077,6.073643473165881,0,PRIMARY,,,
LP-S,1,13,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,5.645177364349365,1.6201666593551636,4.025010704994202,6.0736434674960735,6.0736434674960735,1.0,5.758834373692455,0.0,0.9999999999998264,1.0000000000000004,2.0471535815108607e-08,6.0736434674960735,6.0736434493654325,0,PRIMARY,,,
LP-S,1,14,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,10.197263717651367,7.344192028045654,2.853071689605713,6.07364346749564,6.07364346749564,1.0,4.079257656956347,0.0,0.9999999999997549,0.9999999999999991,1.7759016175437877e-08,6.07364346749564,6.073643451168514,0,PRIMARY,,,
LP-S,1,15,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,10.418905258178711,9.413972854614258,1.0049324035644531,6.073643467493646,6.073643467493646,1.0,1.7444146212618052,0.0,0.9999999999994267,0.9999999999999996,3.909720929995187e-08,6.073643467493646,6.073643456471545,0,PRIMARY,,,
LP-S,1,16,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,8.712153434753418,4.796955585479736,3.9151978492736816,6.073643467496466,6.073643467496466,1.0,9.419712132429153,0.0,0.9999999999998939,1.0000000000000002,1.8137362948243884e-08,6.073643467496466,6.073643459705598,0,PRIMARY,,,
LP-S,1,17,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,17.101770401000977,14.296587944030762,2.805182456970215,6.0736434674956605,6.0736434674956605,1.0,4.156809265241609,0.0,0.9999999999997594,1.0000000000000007,3.923384446010662e-08,6.0736434674956605,6.073643449331548,0,PRIMARY,,,
LP-S,1,18,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,15.587446212768555,12.658361434936523,2.9290847778320312,6.073643467496406,6.073643467496406,1.0,8.370081432118505,0.0,0.9999999999998805,1.0000000000000002,4.2096347459430384e-09,6.073643467496406,6.073643489309371,0,PRIMARY,,,
LP-S,1,19,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,10.261962890625,7.581964015960693,2.6799988746643066,6.0736434674960655,6.0736434674960655,1.0,5.700416607289372,0.0,0.9999999999998246,0.9999999999999993,2.6413963456286255e-08,6.0736434674960655,6.073643497717001,0,PRIMARY,,,
LP-S,1,20,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,5.7099928855896,3.9822840690612793,1.7277088165283203,6.07364346749551,6.07364346749551,1.0,3.731730817452533,0.0,0.999999999999732,0.9999999999999964,3.91886082154404e-08,6.07364346749551,6.073643458604041,0,PRIMARY,,,
LP-S,1,21,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,11.661046981811523,6.738503932952881,4.922543048858643,6.073643467495642,6.073643467495642,1.0,4.09162627968074,0.0,0.9999999999997555,0.9999999999999992,6.0151840951860996e-09,6.073643467495642,6.0736434592360355,0,PRIMARY,,,
LP-S,1,22,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,6.85284423828125,5.0593037605285645,1.7935404777526855,6.073643467495321,6.073643467495321,1.0,3.371915630381035,0.0,0.9999999999997035,0.9999999999999993,1.613486099832846e-08,6.073643467495321,6.073643485473798,0,PRIMARY,,,
LP-S,1,23,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,12.976168632507324,8.029486656188965,4.946681976318359,6.0736434674961775,6.0736434674961775,1.0,6.474397917435093,0.0,0.9999999999998456,0.9999999999999993,2.5113755666505e-08,6.0736434674961775,6.073643496311946,0,PRIMARY,,,
LP-S,1,24,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,15.691847801208496,14.421163558959961,1.2706842422485352,6.073643467494877,6.073643467494877,1.0,2.699441885948078,0.0,0.9999999999996295,0.9999999999999964,0.0,6.073643467494877,6.0736434306706295,0,PRIMARY,,,
LP-S,1,25,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,10.752185821533203,8.942981719970703,1.8092041015625,6.073643467495641,6.073643467495641,1.0,4.086096344858225,0.0,0.9999999999997552,0.9999999999999987,2.9278590103926762e-08,6.073643467495641,6.073643484230358,0,PRIMARY,,,
LP-S,1,26,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,6.840254783630371,5.9873456954956055,0.8529090881347656,6.073643467494231,6.073643467494231,1.0,2.11093600146495,0.0,0.9999999999995263,0.9999999999999986,2.951527450960495e-08,6.073643467494231,6.073643496914183,0,PRIMARY,,,
LP-S,1,27,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,4.694981575012207,2.092222213745117,2.60275936126709,6.073643467495207,6.073643467495207,1.0,3.151418933567296,0.0,0.9999999999996827,0.9999999999999996,3.5761408518810376e-08,6.073643467495207,6.0736434579287275,0,PRIMARY,,,
LP-S,1,28,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,5.897541046142578,1.9224998950958252,3.975041151046753,6.073643467496202,6.073643467496202,1.0,6.569217879430335,0.0,0.9999999999998478,0.9999999999999984,1.824872433788501e-09,6.073643467496202,6.073643495473906,0,PRIMARY,,,
LP-S,1,29,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,12.636443138122559,9.621255874633789,3.0151872634887695,6.073643467495618,6.073643467495618,1.0,4.058201290609058,0.0,0.9999999999997535,0.9999999999999983,1.3254888890848394e-08,6.073643467495618,6.073643469261956,0,PRIMARY,,,
LP-S,1,30,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,11.448515892028809,8.282441139221191,3.166074752807617,6.073643467496255,6.073643467496255,1.0,6.983441095182359,0.0,0.9999999999998568,1.0000000000000002,5.092419244460694e-09,6.073643467496255,6.073643482913061,0,PRIMARY,,,
LP-S,1,31,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,13.141332626342773,11.149274826049805,1.9920578002929688,6.073643467495859,6.073643467495859,1.0,4.8337522237738,0.0,0.999999999999793,0.9999999999999991,4.1863504319792324e-08,6.073643467495859,6.073643526508672,0,PRIMARY,,,
LP-S,1,32,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,7.82260799407959,6.483358383178711,1.339249610900879,6.07364346749486,6.07364346749486,1.0,2.684656226100663,0.0,0.9999999999996275,1.0000000000000009,1.2387180419249026e-08,6.07364346749486,6.073643458956967,0,PRIMARY,,,
LP-S,1,33,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,4.857598781585693,3.427316188812256,1.4302825927734375,6.073643467495754,6.073643467495754,1.0,4.470910250025345,0.0,0.9999999999997763,0.9999999999999994,1.0269917486753312e-08,6.073643467495754,6.073643427603087,0,PRIMARY,,,
LP-S,1,34,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,10.275198936462402,6.051499843597412,4.22369909286499,6.073643467495841,6.073643467495841,1.0,4.730584232474744,0.0,0.9999999999997886,1.000000000000001,6.6679543027810276e-09,6.073643467495841,6.073643457495713,0,PRIMARY,,,
LP-S,1,35,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,8.70626449584961,6.545739650726318,2.160524845123291,6.07364346749526,6.07364346749526,1.0,3.2515601190629306,0.0,0.9999999999996925,1.0000000000000007,3.90710060137129e-08,6.07364346749526,6.073643437701017,0,PRIMARY,,,
LP-S,1,36,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,13.145434379577637,12.047648429870605,1.0977859497070312,6.073643467493209,6.073643467493209,1.0,1.5522204511650808,0.0,0.9999999999993557,0.999999999999999,3.3457885543787927e-08,6.073643467493209,6.073643470088616,0,PRIMARY,,,
LP-S,1,37,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,13.497793197631836,12.307479858398438,1.1903133392333984,6.073643467494655,6.073643467494655,1.0,2.45904004262952,0.0,0.9999999999995933,1.0000000000000002,1.5548712073176917e-08,6.073643467494655,6.073643473299947,0,PRIMARY,,,
LP-S,1,38,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,9.761959075927734,4.929400444030762,4.832558631896973,6.073643467496018,6.073643467496018,1.0,5.450486167149879,0.0,0.9999999999998165,0.9999999999999982,3.5223705979846115e-09,6.073643467496018,6.073643450071106,0,PRIMARY,,,
LP-S,1,39,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,7.129050254821777,1.2611703872680664,5.867879867553711,6.07364346749675,6.07364346749675,1.0,16.207185625081458,0.0,0.9999999999999384,1.0000000000000009,1.4326839168793026e-08,6.07364346749675,6.073643470417095,0,PRIMARY,,,
LP-S,1,40,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,9.391748428344727,3.0511951446533203,6.340553283691406,6.073643467496727,6.073643467496727,1.0,15.532806482883977,0.0,0.9999999999999356,0.9999999999999978,7.251190318476711e-09,6.073643467496727,6.073643493973011,0,PRIMARY,,,
LP-S,1,41,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,11.404032707214355,10.543730735778809,0.8603019714355469,6.073643467494635,6.073643467494635,1.0,2.4410829523788884,0.0,0.9999999999995903,0.9999999999999988,2.0609732239549693e-08,6.073643467494635,6.073643451555942,0,PRIMARY,,,
LP-S,1,42,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,8.530569076538086,7.459611892700195,1.0709571838378906,6.073643467495129,6.073643467495129,1.0,3.0589924784844444,0.0,0.999999999999673,0.9999999999999993,5.390205160821415e-08,6.073643467495129,6.073643476888408,0,PRIMARY,,,
LP-S,1,43,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,2.0525550842285156,0.7390178442001343,1.3135372400283813,6.073643467495147,6.073643467495147,1.0,3.081111226812808,0.0,0.9999999999996754,1.0000000000000002,2.7678075818604277e-08,6.073643467495147,6.07364345557113,0,PRIMARY,,,
LP-S,1,44,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,9.288102149963379,5.817760467529297,3.470341682434082,6.073643467495535,6.073643467495535,1.0,3.826636345325148,0.0,0.9999999999997387,1.0000000000000004,9.85610931626173e-09,6.073643467495535,6.073643478838656,0,PRIMARY,,,
LP-S,1,45,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,7.2768778800964355,4.507915019989014,2.768962860107422,6.073643467495657,6.073643467495657,1.0,4.148513079047741,0.0,0.999999999999759,0.9999999999999998,1.6890162243034488e-08,6.073643467495657,6.0736434738554745,0,PRIMARY,,,
LP-S,1,46,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,13.236305236816406,10.270247459411621,2.966057777404785,6.073643467496446,6.073643467496446,1.0,8.966517849785376,0.0,0.9999999999998884,0.9999999999999987,1.1140073865742832e-08,6.073643467496446,6.0736434810613344,0,PRIMARY,,,
LP-S,1,47,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,15.444522857666016,14.889289855957031,0.5552330017089844,6.073643467493742,6.073643467493742,1.0,1.7926618556698062,0.0,0.9999999999994421,0.9999999999999983,1.9238611289710592e-08,6.073643467493742,6.0736434768431895,0,PRIMARY,,,
LP-S,1,48,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,9.454615592956543,7.953522682189941,1.5010929107666016,6.073643467494813,6.073643467494813,1.0,2.6148129906088418,0.0,0.9999999999996175,0.9999999999999968,1.0355001849752214e-07,6.073643467494813,6.073643465527129,0,PRIMARY,,,
LP-S,1,49,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,15.254495620727539,11.627326965332031,3.627168655395508,6.073643467495701,6.073643467495701,1.0,4.235522442794148,0.0,0.9999999999997639,1.0000000000000002,2.370758604150619e-08,6.073643467495701,6.073643478711734,0,PRIMARY,,,
LP-S,1,50,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,7.720084190368652,7.221271514892578,0.4988126754760742,6.073643467491602,6.073643467491602,1.0,1.1018277507386443,0.0,0.9999999999990923,1.0,8.770401278073939e-09,6.073643467491602,6.073643439497366,0,PRIMARY,,,
LP-S,1,51,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,5.131401062011719,3.551723003387451,1.5796780586242676,6.073643467494819,6.073643467494819,1.0,2.6434009734799795,0.0,0.9999999999996216,0.9999999999999984,3.887699595103418e-08,6.073643467494819,6.073643506067717,0,PRIMARY,,,
LP-S,1,52,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe,6.027696132659912,4.35066556930542,1.6770305633544922,6.073643467495767,6.073643467495767,1.0,4.477589605106138,0.0,0.9999999999997766,0.9999999999999996,3.192637904870623e-08,6.073643467495767,6.073643469155153,0,PRIMARY,,,
LP-S,1,53,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,14.921900749206543,12.380086898803711,2.541813850402832,6.073643467495611,6.073643467495611,1.0,3.991401164835141,0.0,0.9999999999997494,0.9999999999999978,2.075775820027035e-08,6.073643467495611,6.073643480946714,0,PRIMARY,,,
LP-S,1,54,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4,11.331007957458496,8.814685821533203,2.516322135925293,6.073643467495631,6.073643467495631,1.0,4.0709913919211855,0.0,0.9999999999997543,0.9999999999999977,3.1402205346175266e-08,6.073643467495631,6.073643465141138,0,PRIMARY,,,
LP-S,1,55,39cb134a7460153810c2e46692d13f26ce9cef48815e15c399b48c97a18eb027,7.607036590576172,6.344682216644287,1.2623543739318848,6.073643467494932,6.073643467494932,1.0,2.782652089787614,0.0,0.9999999999996406,0.9999999999999972,9.825531390444399e-09,6.073643467494932,6.0736434578615155,0,PRIMARY,,,
LP-S,1,56,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c,12.719340324401855,11.45359992980957,1.2657403945922852,6.073643467493942,6.073643467493942,1.0,1.9127275925175613,0.0,0.9999999999994771,0.9999999999999989,2.4636242720472263e-08,6.073643467493942,6.073643469338096,0,PRIMARY,,,
LP-S,1,57,48f8e5c9758bc1ecd0a5d87381377f2e938e3fbd115904598f843ea205a1cb29,7.2860541343688965,5.026121139526367,2.2599329948425293,6.073643467495816,6.073643467495816,1.0,4.619097801083381,0.0,0.9999999999997835,1.0000000000000016,2.358839458304771e-08,6.073643467495816,6.073643460400969,0,PRIMARY,,,
LP-S,1,58,5222c50191326e7119d973b8926c803a0ac65079d8f3f3217e939a2eed376d81,12.735790252685547,10.534906387329102,2.2008838653564453,6.073643467495686,6.073643467495686,1.0,4.2557636932199765,0.0,0.999999999999765,1.0000000000000004,2.2952266106980957e-08,6.073643467495686,6.073643498748777,0,PRIMARY,,,
LP-S,1,59,f296600e034a8a300da559a46de195efdd639d61128b9c3cc6a0887b1ef0d697,8.439627647399902,6.74653434753418,1.6930932998657227,6.073643467495518,6.073643467495518,1.0,3.810768847003771,0.0,0.9999999999997375,0.9999999999999992,2.8261760696082155e-08,6.073643467495518,6.073643461571816,0,PRIMARY,,,
LP-S,1,60,1f15ad772a9fa6b37e334f9e0a833b6b234fbcc3e02b033e20f4c8f7f264ec9f,10.472190856933594,9.458698272705078,1.0134925842285156,6.073643467493658,6.073643467493658,1.0,1.750600852328931,0.0,0.9999999999994287,0.9999999999999996,9.3547202166165e-09,6.073643467493658,6.073643471199137,0,PRIMARY,,,
LP-S,1,61,c416911d0d03300f77dc8d76e3ad6eab8c96026a867011c7a7728857b99e3e0c,10.699604034423828,8.656006813049316,2.0435972213745117,6.073643467495613,6.073643467495613,1.0,3.967496095428889,0.0,0.999999999999748,1.0,1.9462228331382168e-08,6.073643467495613,6.073643431483035,0,PRIMARY,,,
LP-S,1,62,72a75cd16bd699577bf429e669049d3300002c7fd1905e4f2deb4e9e9cf79a10,19.32852554321289,15.528129577636719,3.800395965576172,6.073643467496358,6.073643467496358,1.0,7.9834402600443495,0.0,0.9999999999998748,0.9999999999999996,1.5207222365218147e-08,6.073643467496358,6.073643533852707,0,PRIMARY,,,
LP-S,1,63,7e171f0683f1329a0b503c23931df0906725a579a73788155f049006f9ad9234,10.151288032531738,8.186735153198242,1.964552879333496,6.0736434674957716,6.0736434674957716,1.0,4.494926030111188,0.0,0.9999999999997775,0.9999999999999981,6.80816929158313e-08,6.0736434674957716,6.073643452456597,0,PRIMARY,,,
LP-S,1,64,50b6d7182bbb50024151c35a1af67f6f578882edaea4f98b765ec14cd313defc,10.064504623413086,8.001482009887695,2.0630226135253906,6.073643467494806,6.073643467494806,1.0,2.626331967349087,0.0,0.9999999999996192,1.0000000000000018,1.421561821878368e-08,6.073643467494806,6.073643422659918,0,PRIMARY,,,
LP-S,1,65,93b075f0e328c3fcb2abafea111d73fd635b70813aa17f11fff9e5c8b5f55ff7,6.933485984802246,4.984362602233887,1.9491233825683594,6.073643467495327,6.073643467495327,1.0,3.3993829977553087,0.0,0.9999999999997058,0.9999999999999991,3.6541999965203626e-08,6.073643467495327,6.073643489887236,0,PRIMARY,,,
LP-S,1,66,4a7d0d23ef3616b440f41d94b1e628cc6114d354cc49b0d25337f302b7cbf3ec,13.543098449707031,11.1048002243042,2.438298225402832,6.0736434674950015,6.0736434674950015,1.0,2.8562071103387154,0.0,0.9999999999996498,0.9999999999999998,2.6258839344246295e-08,6.0736434674950015,6.073643461471932,0,PRIMARY,,,
LP-S,1,67,f9f16bc7443ae596666c746ce23ea545748ddb3ef4434d0c407eb162fe7d8dbc,17.361557006835938,15.544952392578125,1.8166046142578125,6.073643467494563,6.073643467494563,1.0,2.3662341128885074,0.0,0.9999999999995773,0.9999999999999992,4.320710574136337e-08,6.073643467494563,6.07364347522549,0,PRIMARY,,,
LP-S,1,68,586d683ae8d67dfbb02210b31897583d20fe567bc9eaac6aaeb7fc136b111f58,8.088347434997559,3.7376489639282227,4.350698471069336,6.073643467496198,6.073643467496198,1.0,6.5812153071581125,0.0,0.999999999999848,1.0000000000000002,7.237421390682516e-09,6.073643467496198,6.07364349708445,0,PRIMARY,,,
LP-S,1,69,917e1683ed6303e6329abda3892afc6a827a129a43cdc31f1361ee9a99cabca9,8.492656707763672,5.870227336883545,2.622429370880127,6.073643467496142,6.073643467496142,1.0,6.222472630398821,0.0,0.9999999999998392,1.0000000000000002,7.249452122480523e-09,6.073643467496142,6.073643453775648,0,PRIMARY,,,
LP-S,1,70,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670,16.16457176208496,13.604320526123047,2.560251235961914,6.073643467495686,6.073643467495686,1.0,4.256232352298566,0.0,0.9999999999997651,1.0000000000000002,2.5326407229783176e-08,6.073643467495686,6.07364344967915,0,PRIMARY,,,
LP-S,1,71,7a3cc6340e797e103f5ab68ea59b5e176a2d12639a688d3976372b570f83f3d3,10.33761978149414,7.835750579833984,2.5018692016601562,6.0736434674957085,6.0736434674957085,1.0,4.319207005315324,0.0,0.9999999999997684,1.000000000000001,1.7089730505861496e-08,6.0736434674957085,6.073643451639133,0,PRIMARY,,,
LP-S,1,72,a0e3b3665e3acf91cc0f8e3266db11b483ea3b8269b38dbde27b268007d89343,9.084526062011719,4.658020496368408,4.4265055656433105,6.073643467495802,6.073643467495802,1.0,4.582946134762554,0.0,0.9999999999997817,1.0000000000000013,8.648434459379328e-09,6.073643467495802,6.073643474740557,0,PRIMARY,,,
LP-S,1,73,0f87867b9b690190efe9e3d65b533309c8a7791ed39a0a0b7c231d0b7d6a89a0,3.5815415382385254,0.7275903224945068,2.8539512157440186,6.073643467495957,6.073643467495957,1.0,5.22366192195304,0.0,0.9999999999998086,1.0000000000000004,5.398628348969155e-09,6.073643467495957,6.073643473467423,0,PRIMARY,,,
LP-S,1,74,44ab2dfa36200c934db39cfa054a5522dc88440bf69af322dc936c4ba1de5509,8.189516067504883,4.474212646484375,3.715303421020508,6.073643467496138,6.073643467496138,1.0,6.221393341208908,0.0,0.9999999999998392,1.0000000000000004,6.514996106339229e-09,6.073643467496138,6.073643471538082,0,PRIMARY,,,
LP-S,1,75,cb7c55a4e2dd79332d59c67a80558cdd018be66887291ba61bda4f4cd96f0c0d,13.8056640625,11.594325065612793,2.211338996887207,6.073643467496484,6.073643467496484,1.0,9.421321589992122,0.0,0.9999999999998939,1.0000000000000002,1.6101615368057134e-08,6.073643467496484,6.073643488452703,0,PRIMARY,,,
LP-S,1,76,bc8ea88677fa3c48a9f530c375644aa2795c663a9f9bd749229249c49602f1d7,11.903910636901855,6.736232757568359,5.167677879333496,6.0736434674961215,6.0736434674961215,1.0,6.026364097075645,0.0,0.999999999999834,1.0000000000000002,4.786189127422081e-08,6.0736434674961215,6.073643478573841,0,PRIMARY,,,
LP-S,1,77,b413834a331862a731306abda170f203ac59c4af3e39d4bd2b6671b13fa2651c,12.013445854187012,8.50133991241455,3.512105941772461,6.073643467496356,6.073643467496356,1.0,7.98802813112304,0.0,0.9999999999998748,1.0,1.70327047480232e-08,6.073643467496356,6.07364342636562,0,PRIMARY,,,
LP-S,1,78,62319418a997482ab3699f64675fd274c3b8fd81156833171d0938833ebbde03,6.659219264984131,4.898421287536621,1.7607979774475098,6.073643467495896,6.073643467495896,1.0,5.016349320880385,0.0,0.9999999999998006,0.9999999999999979,3.242837886208611e-08,6.073643467495896,6.0736434615404375,0,PRIMARY,,,
LP-S,1,79,f861df3f9c6e6a756af53dd86b9a6637d28dfec0707b093be1f1b66e0835538e,9.013167381286621,6.182300567626953,2.830866813659668,6.073643467496184,6.073643467496184,1.0,6.539199341710663,0.0,0.999999999999847,0.9999999999999991,0.0,6.073643467496184,6.073643472743335,0,PRIMARY,,,
LP-S,1,80,c5da7945932414925468ad5192bc538d69616b204b0c19a08458be414ffd783d,7.395411491394043,4.984999656677246,2.410411834716797,6.073643467495134,6.073643467495134,1.0,3.03917190443764,0.0,0.9999999999996709,1.0000000000000002,4.246488210753339e-08,6.073643467495134,6.073643448110391,0,PRIMARY,,,
